timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769759946.9284084,SENT,afe5adcf-59b4-4413-bf13-68c299aeff35,b8493e7a-8c96-4a87-8906-29ba66dc6ad5,c5,c1,3387,?,p2,
1769759946.928562,CREATED,d76f24fa-d3f8-408a-9934-e74e2f082651,0c43e5ca-40ad-42e0-bdeb-85ab3d6fd33b,c5,c1,27,?,?,surb={'id': '392dc7a1-7ce0-4b01-9634-1a9a28956133', 'route': ['p1', 'e5', 'i2', 'x10', 'p2', 'c5']}
1769759947.0528145,RECEIVED,0f24e2bb-d079-4de3-b1cb-fe4adefcd1ee,1f6d5df9-8513-4328-84dd-d4fb84db32f9,c2,c5,27,p2,?,surb={'id': '8924d4e1-091d-409d-b191-87cc90031f45', 'route': ['p2', 'e8', 'i1', 'x6', 'p2', 'c2']}
1769759947.1146507,RECEIVED,97f724e2-b699-458b-bc51-259560288911,3b39cb77-fa6b-48fa-9b63-ca2c0bf9f8f0,c1,c5,27,p2,?,surb={'id': 'fcf33d3a-5795-431b-9ae1-5a62d5b82c30', 'route': ['p2', 'e6', 'i12', 'x1', 'p1', 'c1']}
1769759947.227224,SENT,14c26218-2c20-477a-b1c4-672c5554fdfe,a86769d2-a8c1-4588-a420-94f2d05f66f5,c5,c1,3382,?,p2,
1769759947.2273734,CREATED,87c05253-8cad-421f-9e18-679b0295c64e,8e26249e-962e-4590-8afa-0eb7f6542459,c5,c1,26,?,?,surb={'id': 'd4ee57d9-9715-48db-b1cb-a6d508d492fc', 'route': ['p1', 'e4', 'i3', 'x7', 'p2', 'c5']}
1769759947.3733332,RECEIVED,eb986109-e067-4de7-9d8f-453e929c41d9,622131cd-9d21-42e1-aad8-eabd79f48335,c4,c5,26,p2,?,surb={'id': '48e96902-d52e-480b-9b2e-214496590bcd', 'route': ['p2', 'e5', 'i8', 'x2', 'p1', 'c4']}
1769759947.690513,RECEIVED,c7ea7413-1b9e-4bdf-b8ea-a5d30e4b85f4,c6db92f2-acbb-40ba-98ea-d38407bb04e9,c4,c5,27,p2,?,surb={'id': '7bc472b3-473c-4ae7-a330-1a1c1a282bf9', 'route': ['p2', 'e1', 'i5', 'x2', 'p1', 'c4']}
1769759947.707596,SENT,7b0ba74f-d2fb-472a-9057-29b0dc228659,37486c43-7381-4a14-88cf-5806cdc898cd,c5,c1,3356,?,p2,
1769759947.7076967,CREATED,62a95a44-b098-42d1-abd6-9e693b2bbe8c,80073e72-2f90-4bcd-8b35-a333a7b2ee8c,c5,c1,27,?,?,surb={'id': '88dbe48b-6ddc-4c94-b6ed-836c02a5718a', 'route': ['p1', 'e1', 'i5', 'x8', 'p2', 'c5']}
1769759947.7422457,SENT,0eccef3d-e5df-4804-9224-c93ddcc81097,dfb7e50b-73bc-4a0f-b63e-121a80dbdc00,c5,c1,3360,?,p2,
1769759947.7423503,CREATED,72cdc9fc-3223-4739-9e53-4074643051dc,a7b15a24-81f0-4f09-a567-390b7109fdb6,c5,c1,27,?,?,surb={'id': '34217280-58c3-42bb-8f80-ba62997da357', 'route': ['p1', 'e5', 'i12', 'x1', 'p2', 'c5']}
1769759947.9438925,RECEIVED,e996bfbb-b20b-44bb-9a10-e6ab810f79f6,2a4de56a-6eef-49fa-b7c6-fd6f93e115cd,c2,c5,26,p2,?,surb={'id': '5d3dcbe1-e2f7-4523-bb1b-38a57a1ae46d', 'route': ['p2', 'e7', 'i6', 'x8', 'p2', 'c2']}
1769759947.9803615,RECEIVED,44e6144b-a970-4d75-a6ff-9af63fa9e28f,0c8f2069-6032-4f6b-b695-1d01edf341c3,c2,c5,27,p2,?,surb={'id': 'dc9bc035-9834-456c-a858-7830e9fa6437', 'route': ['p2', 'e3', 'i5', 'x4', 'p2', 'c2']}
1769759948.0774739,SENT,3142cb43-2290-470b-8f6d-efaf63685414,28b9296e-01d2-4472-bc99-8c00c9809e6e,c5,c1,3375,?,p2,
1769759948.07761,CREATED,6df65320-97bb-4305-9739-c873ab18cbef,38aa7185-c7d1-4d44-8878-eca5b99682c8,c5,c1,27,?,?,surb={'id': 'f7b54895-2f03-4776-9e57-6883f87de03b', 'route': ['p1', 'e10', 'i5', 'x7', 'p2', 'c5']}
1769759948.0885463,RECEIVED,87e6b5a9-6216-42dc-bf6f-841f123802f5,6da00b1c-6aaf-4db7-a5c6-cf8ba8865127,c1,c5,27,p2,?,surb={'id': '399072be-fbe3-4f9a-bd47-0fc296c898b1', 'route': ['p2', 'e5', 'i2', 'x10', 'p1', 'c1']}
1769759948.0923388,RECEIVED,4259237d-f8c8-41e7-8057-445d65cd19de,0865fdc8-082e-4897-aa37-2d7239a58026,c2,c5,27,p2,?,surb={'id': '2a8dba5c-594e-47be-9c66-21f54c5c93f7', 'route': ['p2', 'e11', 'i3', 'x5', 'p2', 'c2']}
1769759948.0977268,SENT,5cfc1356-c5b4-4199-9a64-1a8350060256,95c4679e-19ad-434d-b7cc-5934a8e03ed0,c5,c1,3395,?,p2,
1769759948.097862,CREATED,d7cebb41-ecee-4130-82b7-17004fbfebc8,cc02098e-7fa3-4d52-a298-a13a3d16a74b,c5,c1,27,?,?,surb={'id': '4c9f095c-b153-4cb8-936e-036844d069fd', 'route': ['p1', 'e12', 'i2', 'x4', 'p2', 'c5']}
1769759948.1627104,RECEIVED,1156726f-1ef9-4933-9218-6e9602f5e333,743ff5b4-f76d-47a9-9f9e-edda7adc5094,c4,c5,27,p2,?,surb={'id': '7711bfee-2b25-4dc2-8578-dae1cf921dff', 'route': ['p2', 'e11', 'i7', 'x4', 'p1', 'c4']}
1769759948.3067832,RECEIVED,2128ca25-18b3-4373-88d0-3c7963038ce6,62936982-0855-46a1-82db-dddddb3b529f,c2,c5,26,p2,?,surb={'id': '4d9753ea-dd51-4170-8e9b-d790786bda64', 'route': ['p2', 'e12', 'i5', 'x11', 'p2', 'c2']}
1769759948.3405364,SENT,60b7b93c-97a5-4001-b9eb-fb09eeabee55,6e1d1fe9-41b3-41b3-b47f-a2832afab2b4,c5,c1,3379,?,p2,
1769759948.3406894,CREATED,1e79c523-deb9-4c05-8e47-0d3ab5f4da13,ed5e6549-5338-46b1-b291-5c0f280231b9,c5,c1,27,?,?,surb={'id': '2190c94b-6904-4a28-9d02-7e51f4af337b', 'route': ['p1', 'e2', 'i7', 'x7', 'p2', 'c5']}
1769759948.409917,RECEIVED,28041252-b680-494b-bbf5-7aa577c4f2fd,0be0a51a-5b9a-4d6b-b7e6-005da93c8f88,c2,c5,27,p2,?,surb={'id': 'c5b8d2e4-4f74-4de1-8c11-6b1f2e443c0d', 'route': ['p2', 'e1', 'i2', 'x5', 'p2', 'c2']}
1769759948.4260802,RECEIVED,2fb539b5-4e89-46ae-a55a-a19392bbc47b,fa33bd57-f3e0-4a3e-b2e1-ce4950257511,c1,c5,27,p2,?,surb={'id': '97720480-f805-4710-a884-af9f94f1bde1', 'route': ['p2', 'e11', 'i9', 'x8', 'p1', 'c1']}
1769759948.5099716,SENT,07e11336-adbd-498a-b78a-688d6ab324e1,232550e0-8cad-47d1-be84-2a147fa9502b,c5,c1,3384,?,p2,
1769759948.5101354,CREATED,2166e2b5-ad14-43ec-8fe0-422619b56d76,a5062909-2755-4f69-9cdf-d5196c515894,c5,c1,26,?,?,surb={'id': 'bc4fa6ca-5b7e-455f-b648-164171d47428', 'route': ['p1', 'e5', 'i8', 'x5', 'p2', 'c5']}
1769759948.6726594,RECEIVED,d7bb6c42-5786-4dac-b028-a75bfa1c8651,b12f42af-2333-44e7-9cb0-67c7be4efa10,c2,c5,27,p2,?,surb={'id': '8849ceef-bc71-4e52-8615-d5de3ee751bf', 'route': ['p2', 'e12', 'i11', 'x11', 'p2', 'c2']}
1769759949.1246288,SENT,68e1fe2c-606a-4881-a3c5-b9ea359c2e2f,872a2bad-9753-48d0-8fae-679d26ed7c04,c5,c1,3389,?,p2,
1769759949.1247613,CREATED,570abb59-63f4-427a-9de6-a269b1b035e0,75fc0e64-ac97-4e91-9673-5eec29429566,c5,c1,26,?,?,surb={'id': '9e7cf93c-396f-41ed-8e52-dcae4800f1aa', 'route': ['p1', 'e6', 'i10', 'x11', 'p2', 'c5']}
1769759949.236327,RECEIVED,4a467288-1b29-42ef-89df-10dddaf00b07,ec4e5960-2e1b-4432-9665-96fd5413f0c6,c1,c5,27,p2,?,surb={'id': '4166229f-f479-4d7a-9274-cb670768b3c2', 'route': ['p2', 'e5', 'i9', 'x7', 'p1', 'c1']}
1769759949.4386864,RECEIVED,5183a17a-4a00-4be5-b54c-9d2e62219196,5aa61dd8-7831-4f85-a015-601ca205635d,c2,c5,26,p2,?,surb={'id': 'c8d41acd-e708-4d3c-bfa8-862d53ce2781', 'route': ['p2', 'e9', 'i5', 'x10', 'p2', 'c2']}
1769759949.4505525,RECEIVED,5d57637e-0f78-413e-9e43-0f757d8c44a4,86488490-9bf9-41f3-8009-cfbacca62f5b,c2,c5,27,p2,?,surb={'id': 'df9063e8-2864-4841-a087-ef9c22f10b90', 'route': ['p2', 'e6', 'i10', 'x2', 'p2', 'c2']}
1769759949.7290592,SENT,9fc381de-d13e-4d89-99ff-524a3ee94bf5,bd2a4d66-731d-4716-857c-b08e39932039,c5,c1,3399,?,p2,
1769759949.7292223,CREATED,79ac35d5-7b03-4a5f-8291-5d7d8a8e5756,54528c39-b6ce-45ca-b5d1-9baa58108b72,c5,c1,27,?,?,surb={'id': 'ff445c4c-af8e-4dad-892a-f8f737ce4508', 'route': ['p1', 'e8', 'i9', 'x4', 'p2', 'c5']}
1769759949.7766957,RECEIVED,db7845cd-0d5c-4f59-8c78-8beb0fe9c1e2,7b9fbe6f-c38a-4d49-bd9c-881fcde2a455,c4,c5,27,p2,?,surb={'id': '6344b489-88a7-4926-b464-f2ca4377b805', 'route': ['p2', 'e7', 'i10', 'x7', 'p1', 'c4']}
1769759949.8791337,SENT,2425dfab-1e96-44a6-89b2-a8ff2ce6684b,d95f717e-c96b-4cf3-9c19-053f808df83d,c5,c1,3379,?,p2,
1769759949.8791928,CREATED,d5b78641-9586-42cd-9866-e8298304c7c7,f2371133-358d-45e1-a3c3-78c41ccd0c0d,c5,c1,26,?,?,surb={'id': '37584046-be26-4b6a-9d03-a7b102aeb9cd', 'route': ['p1', 'e3', 'i9', 'x3', 'p2', 'c5']}
1769759949.885681,RECEIVED,3c39c8af-674d-410b-8022-2dd3dc06d057,5cec9581-e63d-4a59-b01a-c31ae68f4fc5,c4,c5,26,p2,?,surb={'id': '667f0b2c-6a3c-465a-998f-53d3e186e760', 'route': ['p2', 'e1', 'i8', 'x7', 'p1', 'c4']}
1769759949.9086058,RECEIVED,144322b3-d748-4c6a-a939-db3931e1d54c,cb901601-180e-4134-a11b-238118515d10,c4,c5,27,p2,?,surb={'id': '163d4ac7-3752-4757-912f-31d0dc3d3af1', 'route': ['p2', 'e2', 'i5', 'x6', 'p1', 'c4']}
1769759950.0229504,RECEIVED,a9f6337b-91b8-4584-8ba9-9404a7325701,ee235a9c-7a29-40d2-9f45-75bce2a7006f,c1,c5,27,p2,?,surb={'id': '97e816c0-2c97-4b03-972b-83fe3816142a', 'route': ['p2', 'e8', 'i6', 'x1', 'p1', 'c1']}
1769759950.1192324,SENT,c3545f23-3676-4f5c-bcb8-00441adbd3e4,561c1458-b1d3-4b7f-bf9d-d2fe8e831666,c5,c1,3386,?,p2,
1769759950.1193004,CREATED,6d1807d9-f2c4-4470-98e4-4b951fe644c7,cacc248e-75d3-4b74-a26b-11fe7650c320,c5,c1,27,?,?,surb={'id': '3108006a-8b02-4807-a60b-c323644d018d', 'route': ['p1', 'e11', 'i5', 'x2', 'p2', 'c5']}
1769759950.1318924,SENT,0658885e-04b3-4ebd-9452-8235c50c6a4d,4e5781c9-7347-4dd6-b81d-a7e668ad6c83,c5,c1,3371,?,p2,
1769759950.13196,CREATED,5eff468d-d743-4904-a7ec-e1466850b84f,faa669c5-b174-4bee-9e06-67904f23736d,c5,c1,27,?,?,surb={'id': '9a937dd7-a315-4144-8409-f1599ac89a5e', 'route': ['p1', 'e8', 'i8', 'x3', 'p2', 'c5']}
1769759950.1973019,SENT,3c67b431-78a7-49fa-bbb6-b1e0a5b22347,4461b609-642b-410f-8acf-813d66f53237,c5,c1,3375,?,p2,
1769759950.1973703,CREATED,a92c1ac6-3132-41fe-880b-8ce57a7bebd8,d576df24-5602-4743-bc6e-87dbb8a67d11,c5,c1,27,?,?,surb={'id': '8643be35-9ecb-445a-b353-6d3633132654', 'route': ['p1', 'e1', 'i7', 'x9', 'p2', 'c5']}
1769759950.349851,SENT,6aa66a15-df1d-4d81-975b-ad55e2943fbc,deb9ebea-7ce7-455b-a15b-c5a21666b15d,c5,c1,3385,?,p2,
1769759950.3500044,CREATED,db2456a6-1cb1-4661-b524-15bd317f9b7e,faba546f-0082-4f2f-b9eb-11299431eae0,c5,c1,27,?,?,surb={'id': '61e8bfda-9781-4f8c-98f9-d678a432ab25', 'route': ['p1', 'e12', 'i2', 'x5', 'p2', 'c5']}
1769759950.3624308,RECEIVED,0aa27fab-1450-4e83-b4b3-0a4dbb058ab8,541ab74f-f73a-4ff8-bb37-17c168f4c7a2,c1,c5,27,p2,?,surb={'id': '0434afb6-7905-47cf-a7f9-d5c1d67a7caa', 'route': ['p2', 'e10', 'i5', 'x6', 'p1', 'c1']}
1769759950.5280588,RECEIVED,d66f3191-0246-4ed3-9ae4-d0835395cbaa,8acdeb30-0349-4256-b074-248d5318705d,c4,c5,26,p2,?,surb={'id': 'df6f9111-4953-4b50-8ac1-1bd268313031', 'route': ['p2', 'e2', 'i8', 'x3', 'p1', 'c4']}
1769759950.5538166,SENT,2e486ca7-c3ed-441f-bf59-7f6d76ddf4b2,9a6deb00-f711-4814-a5b8-126f848ef191,c5,c1,3387,?,p2,
1769759950.5539124,CREATED,0b3387a8-5730-4038-82c2-9874c1e265df,3d084aed-c5e4-4510-a379-260038ca257b,c5,c1,27,?,?,surb={'id': 'a6fc9594-8b5b-4923-a24f-de2194ab69fc', 'route': ['p1', 'e4', 'i8', 'x4', 'p2', 'c5']}
1769759950.5773687,RECEIVED,7ce2de51-83fd-486f-b6a6-377a7e60571e,5b010d25-88fd-49a4-a2e2-70618b4e2392,c4,c5,27,p2,?,surb={'id': '7a6d6472-545c-42a1-b312-7546f6e85ed2', 'route': ['p2', 'e8', 'i8', 'x12', 'p1', 'c4']}
1769759950.5925715,SENT,fc7d92d6-3c96-466d-8974-ac54d85b09bc,918064a3-7b36-42cf-b429-a3041703c1fd,c5,c1,3379,?,p2,
1769759950.5926712,CREATED,bc2f045a-d755-4bff-a23b-63066346522c,eb20abc1-9233-459c-99d8-b59d9889fafe,c5,c1,27,?,?,surb={'id': 'b8ea1564-02bb-4b41-8500-66b244daace0', 'route': ['p1', 'e10', 'i4', 'x7', 'p2', 'c5']}
1769759950.9362037,RECEIVED,e216f89f-e4d5-4213-95c2-fc7651a1dd0e,919513e7-edac-45f4-8543-b30793d1e720,c4,c5,26,p2,?,surb={'id': '14b78f33-1f38-4bf3-9439-540d81fce647', 'route': ['p2', 'e10', 'i3', 'x2', 'p1', 'c4']}
1769759950.956712,RECEIVED,ce73c42f-022e-4192-9437-f66b5715ea5d,4e4ed211-431a-44d7-b9de-c34d4a6fec63,c4,c5,27,p2,?,surb={'id': 'a8f68ce1-b83a-471b-b8f3-63c5936a288a', 'route': ['p2', 'e5', 'i1', 'x10', 'p1', 'c4']}
1769759951.2179964,RECEIVED,6db9cbc9-c7b8-4063-851b-f6b42d843d1f,8e4f81b0-043e-4c7a-bdd4-a077556ef667,c1,c5,27,p2,?,surb={'id': '2b917f02-f68a-454e-9623-f6fc6b40f216', 'route': ['p2', 'e9', 'i9', 'x1', 'p1', 'c1']}
1769759951.3633595,RECEIVED,04450b62-024b-4a34-a917-df0fc507c872,ea249f0c-4ea6-478b-b877-0e161ee8e053,c1,c5,26,p2,?,surb={'id': '166100ae-3859-4cd4-b62d-0ad68029e349', 'route': ['p2', 'e1', 'i2', 'x6', 'p1', 'c1']}
1769759951.3761926,SENT,407ba1f4-4f74-4ecb-9277-a95187277448,26c2e67a-d802-4635-897a-7849cb5263e5,c5,c1,3359,?,p2,
1769759951.3762915,CREATED,f872cb39-f2c3-40c2-a5db-42ef327140d1,b9d8edbf-b86c-4274-923c-13209628cfdf,c5,c1,27,?,?,surb={'id': '9c84d5bc-bf6c-49f5-83a0-61870ebfb022', 'route': ['p1', 'e6', 'i11', 'x3', 'p2', 'c5']}
1769759951.410576,SENT,eb524cbf-e134-47ce-b0b3-56bae21e7ecd,5491ed59-4fe7-43c8-85d4-9b7b991c619f,c5,c1,3372,?,p2,
1769759951.4106755,CREATED,fc644294-5322-4c73-991e-e6a5b3533503,1e2648a0-0429-46f6-98ea-6f6b949dbea4,c5,c1,27,?,?,surb={'id': '2fae147a-0429-4b8d-8425-2e12090f3b6a', 'route': ['p1', 'e10', 'i6', 'x1', 'p2', 'c5']}
1769759951.5938942,SENT,3da2e84a-00ec-4da5-a27f-206fe0f47403,4935dee6-e112-48b1-8104-10436b026399,c5,c1,3389,?,p2,
1769759951.5941339,CREATED,f7505cf6-7a5f-4846-aeb7-f591cd1f41e2,7ea6ce54-c6d5-4010-94f6-9eae410a6efe,c5,c1,26,?,?,surb={'id': '51873154-a8c3-4485-a146-077e2eac9c1a', 'route': ['p1', 'e5', 'i6', 'x11', 'p2', 'c5']}
1769759951.7371354,RECEIVED,f7884791-4f2e-4d6a-819f-5ccdb6c5dff3,8b3dea44-9910-4df5-a596-b797c50714e7,c1,c5,27,p2,?,surb={'id': 'e1b8d67b-42fd-421a-ac90-64ee37fef01c', 'route': ['p2', 'e11', 'i7', 'x8', 'p1', 'c1']}
1769759951.7839723,RECEIVED,29075943-952e-446c-b01d-6e2020678b54,c9684a4e-a865-4ece-b745-fcb3ca07d09f,c4,c5,26,p2,?,surb={'id': '224e5783-dc70-4ce2-af41-cab49829a0d1', 'route': ['p2', 'e7', 'i2', 'x9', 'p1', 'c4']}
1769759952.1317463,RECEIVED,7b8bfbeb-0da8-4095-8c7e-b7d8c9d796e4,a591b807-86bf-43e4-8f1e-c3dd06387d8c,c2,c5,27,p2,?,surb={'id': '72caddf1-18de-4707-a646-f46f436f6ced', 'route': ['p2', 'e1', 'i10', 'x11', 'p2', 'c2']}
1769759952.1697633,SENT,42259fa3-ee62-41c8-b155-be0772fcc83e,6e68b403-60af-434b-a859-03e77a4bb9b9,c5,c1,3400,?,p2,
1769759952.169863,CREATED,78920bf6-8479-4660-abdd-13d94b74df68,ba21367f-ec26-4cac-a6d5-daa72c963113,c5,c1,27,?,?,surb={'id': '859cdaa8-388b-4015-ba79-0c30774ace65', 'route': ['p1', 'e9', 'i7', 'x5', 'p2', 'c5']}
1769759952.272444,RECEIVED,391aed7a-2cc8-47b0-99fc-a0a4d2995754,5cef3ceb-43bc-491e-a15c-840bf80f7908,c2,c5,26,p2,?,surb={'id': '46ff0036-22b6-4b0b-ac2c-a1cb54827dbb', 'route': ['p2', 'e3', 'i5', 'x11', 'p2', 'c2']}
1769759952.3338423,RECEIVED,ce34ccc0-ae23-4efb-8dab-af30e43a7aa9,f1ec9ab5-f77c-478c-ae09-d391b7b550ee,c2,c5,27,p2,?,surb={'id': '58903968-0941-41b0-8c33-1ada32f96258', 'route': ['p2', 'e3', 'i6', 'x3', 'p2', 'c2']}
1769759952.5163264,RECEIVED,1ce87fe0-8fbe-427c-b6c8-a1fe562e0d5d,f57ca94e-58af-4fb4-bcd6-4cd143e29933,c2,c5,26,p2,?,surb={'id': '52141204-93c5-45a8-9b40-a878efc91e85', 'route': ['p2', 'e7', 'i4', 'x7', 'p2', 'c2']}
1769759952.7831724,RECEIVED,28c6ea09-5d29-4268-a8e5-136c7a4b3058,0df5ce8b-089f-421e-871b-92224e28d6ee,c4,c5,26,p2,?,surb={'id': 'c5ad9fe1-2a61-416c-b0a4-31e4fc52a1be', 'route': ['p2', 'e3', 'i10', 'x8', 'p1', 'c4']}
1769759952.8941479,RECEIVED,7353e64c-f65f-4163-baff-96a0101fb986,f78d4583-8306-4bbc-99fb-0e8440e35566,c2,c5,27,p2,?,surb={'id': 'da6b0e57-853c-4f2d-92bd-8c5995fab4f5', 'route': ['p2', 'e1', 'i8', 'x11', 'p2', 'c2']}
1769759953.0319283,RECEIVED,a1c8c7ba-a328-4c10-8195-fab3f76fb21e,4878814e-5c7b-4cc3-8e98-ba8821930494,c2,c5,25,p2,?,surb={'id': '70be7c26-8f4e-4745-ae70-1ae779bbeaec', 'route': ['p2', 'e3', 'i5', 'x8', 'p2', 'c2']}
1769759953.1042712,SENT,5b35453f-72d3-4de2-bfb7-a21b03d4e7e0,ddd3a5c1-423f-4d3f-986c-de9667179a7e,c5,c1,3356,?,p2,
1769759953.1044047,CREATED,55e56a6e-06a1-433d-9c6d-6f87bd555e5c,13a035c8-fe28-4d70-8cb4-6696e441426e,c5,c1,25,?,?,surb={'id': '709275ae-40da-4cda-9628-374c915ab0f2', 'route': ['p1', 'e8', 'i8', 'x7', 'p2', 'c5']}
1769759953.1263163,RECEIVED,174919c8-5bbd-4bf7-9eb6-ddde722cf04d,799ffa27-46f3-46fb-8a6f-c2d91ea73e1e,c1,c5,27,p2,?,surb={'id': '3db98e9b-5448-4a3d-9d0e-27f20fc6b4ab', 'route': ['p2', 'e8', 'i11', 'x3', 'p1', 'c1']}
1769759953.1401832,RECEIVED,07a76447-9a3d-4d07-8650-abebeb869634,c4b9d3d3-7c24-42c4-a6d2-ed29265e91fb,c2,c5,27,p2,?,surb={'id': '8350d0da-fda8-4e61-ad8a-89d2c8b61a1f', 'route': ['p2', 'e12', 'i3', 'x3', 'p2', 'c2']}
1769759953.181347,SENT,6b01977a-066a-400f-bcba-391f98fef875,41936a33-0dee-4920-bdf9-baba3ac29d66,c5,c1,3383,?,p2,
1769759953.1814175,CREATED,b339ec9c-09bb-4de6-ab9c-9da00527bf3b,fd2a4df7-3b40-4296-a9eb-87d904a792a4,c5,c1,26,?,?,surb={'id': '3e00fdaa-165e-4544-a469-dc18a5b5071d', 'route': ['p1', 'e1', 'i12', 'x7', 'p2', 'c5']}
1769759953.4265757,RECEIVED,f43cba86-ff5e-4cc5-9c07-7862dc32835f,727d6641-4106-4b0a-8539-4d2e310b9105,c2,c5,27,p2,?,surb={'id': '3e129410-a93c-4df7-af54-a84fb3ca3c95', 'route': ['p2', 'e7', 'i5', 'x10', 'p2', 'c2']}
1769759953.4996474,RECEIVED,e1b43809-c0af-4589-a43c-63aee401c535,81b21c48-2e3e-414e-95e1-7116caf8d098,c1,c5,27,p2,?,surb={'id': 'dd5e74b9-0dab-4549-8192-9e6a23efaa29', 'route': ['p2', 'e3', 'i5', 'x6', 'p1', 'c1']}
1769759953.5726552,RECEIVED,73d9c323-edd7-4ff9-b301-5e76a6c23689,c7681212-7d0b-438f-9a37-a02473aad665,c4,c5,27,p2,?,surb={'id': 'c0542373-48e3-420c-954f-30134688cf22', 'route': ['p2', 'e6', 'i1', 'x12', 'p1', 'c4']}
1769759953.672498,RECEIVED,d3d98509-26df-43a5-b143-832eb75aa6c8,ecf46260-72aa-4688-8b35-f0aeb86602fc,c1,c5,27,p2,?,surb={'id': 'e51eba55-abc3-41b6-9232-7b6f179e7039', 'route': ['p2', 'e12', 'i5', 'x8', 'p1', 'c1']}
1769759953.807293,SENT,e8d99d35-fef2-4c5b-9018-416fa2b06fc3,13eab8fb-8780-4811-a32b-87b76dc570f3,c5,c1,3391,?,p2,
1769759953.8074317,CREATED,89113b31-db96-4daa-a312-20d5fe4958dd,dbe31d7f-f023-46ef-9973-c840779acf2e,c5,c1,27,?,?,surb={'id': '5c384a18-f7f1-4cf8-8751-bb09b9da7f1a', 'route': ['p1', 'e10', 'i9', 'x8', 'p2', 'c5']}
1769759953.8238707,SENT,195edfab-eb36-401d-b739-117b55aeef39,46f1087b-855c-4eb6-8157-633a0685e7b4,c5,c1,3364,?,p2,
1769759953.824034,CREATED,440cd92a-e281-46f5-b0ef-21a5ec532d5f,6bda8f1f-e782-498e-b429-59ee785d12af,c5,c1,26,?,?,surb={'id': '96db308c-33fd-460b-9f2f-10e2b9ed665b', 'route': ['p1', 'e1', 'i6', 'x6', 'p2', 'c5']}
1769759953.848859,SENT,444cc1d2-2986-47b0-a0cc-01c151ed8f58,caa67a1f-c979-4c0d-aafd-b3e061cd3441,c5,c1,3363,?,p2,
1769759953.849009,CREATED,169813ba-a2f7-4420-88e5-833c8a13ae78,d69d59fe-afaf-4843-b008-fb1fe584ad74,c5,c1,27,?,?,surb={'id': '1c866631-e02f-4ece-aba5-407a42fcc443', 'route': ['p1', 'e3', 'i9', 'x12', 'p2', 'c5']}
1769759954.001536,RECEIVED,bbbdf37f-e539-4ed4-9f7d-040c741b0ae2,26fcf870-3f3c-4ffe-a152-38cfd56f0240,c4,c5,27,p2,?,surb={'id': 'ea885513-7654-4b05-8e37-4c104825d81a', 'route': ['p2', 'e6', 'i8', 'x2', 'p1', 'c4']}
1769759954.0105498,RECEIVED,d7418392-3c2a-4fd4-9687-96cf9a06b2ef,6cbac2d9-79d3-44fb-8904-c894ab1089b9,c4,c5,27,p2,?,surb={'id': 'f447bfc7-13df-403f-9e00-d00675f1a0d6', 'route': ['p2', 'e1', 'i6', 'x7', 'p1', 'c4']}
1769759954.100395,SENT,b70cf0b6-f443-4c5f-ada1-80b8f816a98e,8c7175b4-fa03-4890-b555-80d6a1eb9407,c5,c1,3375,?,p2,
1769759954.1004703,CREATED,1092f45f-8bb7-4b88-8333-3891e17a65b7,04d08524-d26b-4f4b-a25f-c0cde31d9361,c5,c1,27,?,?,surb={'id': 'dd7ae438-75a9-46c5-8d8a-68960dac1857', 'route': ['p1', 'e8', 'i12', 'x3', 'p2', 'c5']}
1769759954.1443644,RECEIVED,ae15f01c-f3bf-4a9b-b176-013f7774cfc8,5afcaab0-23eb-42db-b567-5f110eb0f5fa,c1,c5,27,p2,?,surb={'id': '084f2da6-c211-4306-9523-ee005003dace', 'route': ['p2', 'e9', 'i5', 'x4', 'p1', 'c1']}
1769759954.3814492,RECEIVED,c1212ee5-9940-4884-8d8d-b56932017b2c,188572bc-a0a0-4d52-9c21-cb878274d778,c1,c5,27,p2,?,surb={'id': 'ef6448d9-28d4-4c6c-99ed-672c4f7a5b40', 'route': ['p2', 'e6', 'i9', 'x4', 'p1', 'c1']}
1769759954.5888398,RECEIVED,381e532c-bb55-49c8-bf7d-4f8525231763,825f9404-3232-4e78-a826-6b4f113a1e2e,c4,c5,26,p2,?,surb={'id': '155e351a-037d-4f6e-9e32-292896274f04', 'route': ['p2', 'e9', 'i6', 'x7', 'p1', 'c4']}
1769759954.752224,RECEIVED,ac41d855-f043-4879-804a-16cbbbe62c91,0906a599-2529-4ea4-a1d5-6cf544bd6f07,c4,c5,26,p2,?,surb={'id': 'e59a97fc-eb15-4d23-828c-415329942a97', 'route': ['p2', 'e7', 'i6', 'x3', 'p1', 'c4']}
1769759954.8471403,RECEIVED,340b1f6d-7a5b-4eac-a4ae-52ab0cac3f10,d7138917-c342-4f0f-b820-094453240911,c1,c5,25,p2,?,surb={'id': 'bd1bd7c4-9b25-4766-a001-e2e3e4737768', 'route': ['p2', 'e7', 'i9', 'x10', 'p1', 'c1']}
1769759955.0640733,SENT,22f706e8-5b64-4d7c-a12c-19169cf5e643,5b7420dc-4b2b-420a-81da-d6095e5902f3,c5,c1,3383,?,p2,
1769759955.0642262,CREATED,059cd8eb-9d1b-47ed-8180-98757e989e5a,a4b4441d-9882-4460-897d-e24cdf341917,c5,c1,27,?,?,surb={'id': '94c45ddd-246e-47af-872b-3eb372237c33', 'route': ['p1', 'e9', 'i6', 'x5', 'p2', 'c5']}
