timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769759645.618705,SENT,ef66e474-5eca-4da5-8d49-97f9ec3b155f,a4bc7d2a-e320-4464-aeeb-17ace0eb217f,c5,c1,3376,?,p2,
1769759645.6188517,CREATED,5f8163ac-bc9d-407c-9d75-38f94ccad316,058000fc-eab2-49c6-bc7b-fc7e435a886b,c5,c1,27,?,?,surb={'id': '5be58230-6ea5-442f-9203-157a38cd8cd5', 'route': ['p1', 'e5', 'i3', 'x5', 'p2', 'c5']}
1769759645.6615584,RECEIVED,90b2a21d-ba12-40cd-880d-7fd0fc197420,b4cbe652-b0d6-4f2e-bfc2-939feeb1a496,c4,c5,27,p2,?,surb={'id': 'ac8967da-9b7a-4253-b25d-6f761c39e51a', 'route': ['p2', 'e9', 'i10', 'x3', 'p1', 'c4']}
1769759645.6673994,RECEIVED,a86bd188-8a5d-443a-b142-c66e06041b73,d8e14b87-a701-424e-bdb0-5f1784b7722a,c1,c5,27,p2,?,surb={'id': '5826f147-8dd5-4998-88de-a8b83e61dba4', 'route': ['p2', 'e6', 'i7', 'x6', 'p1', 'c1']}
1769759645.6858997,SENT,5a1c7f23-673c-4959-bc88-d26c58dfabc2,e2b2da52-1eea-4a4a-8070-28738134ef36,c5,c1,3395,?,p2,
1769759645.686069,CREATED,c1b67a8e-13d4-4fe6-9d37-ff20c3943cbd,1575e4ef-df4a-473e-8009-ec97e736da26,c5,c1,27,?,?,surb={'id': 'b342ff15-bed8-47e7-a1a5-f95c09eab48c', 'route': ['p1', 'e11', 'i7', 'x5', 'p2', 'c5']}
1769759645.8407464,RECEIVED,d260cc95-4060-4e4b-b961-4521785b25e5,5d7bb096-d470-4424-b1cb-71307bc1e5e3,c4,c5,26,p2,?,surb={'id': 'e5342f10-1817-4a1f-9782-959fdf779efa', 'route': ['p2', 'e4', 'i5', 'x9', 'p1', 'c4']}
1769759645.8657558,SENT,9fe25c5d-84cc-47a4-ba63-f12f5654653c,1a2e462a-63c8-471c-83ed-957344532819,c5,c1,3372,?,p2,
1769759645.8659072,CREATED,3f18965c-edc8-41d3-b1a7-f53afdf4f1bc,8253f651-a53e-4c3a-88da-9181a26d2d58,c5,c1,27,?,?,surb={'id': '9fcb4dab-2d0d-4fe9-9cac-8bd43fc98dae', 'route': ['p1', 'e9', 'i2', 'x12', 'p2', 'c5']}
1769759645.9167814,SENT,276db71e-0337-49f4-8ed0-8e9865da177b,45a28343-7872-4faa-bd9d-849d323c806f,c5,c1,3364,?,p2,
1769759645.9169433,CREATED,dc371029-d99d-4587-aab1-c8a56c62475e,da08737e-252c-4b02-9a19-615fceec6fb8,c5,c1,27,?,?,surb={'id': '1565de84-465c-4c4d-9164-bd2da02cadcc', 'route': ['p1', 'e4', 'i2', 'x8', 'p2', 'c5']}
1769759645.9985554,SENT,9452ae73-08c5-4467-8b32-fda80435c3d4,3150d326-34d5-4bf0-8d2d-faa746883cd3,c5,c1,3364,?,p2,
1769759645.9986882,CREATED,cd83d77c-0370-4806-920d-af713751bf98,cfc489c2-5fe0-412c-86b4-880acfbb2649,c5,c1,27,?,?,surb={'id': 'cfde161d-b3b2-4cc6-99a4-e29b10b5db2b', 'route': ['p1', 'e9', 'i11', 'x6', 'p2', 'c5']}
1769759646.1380718,SENT,a4ded260-d590-4f04-ac81-169ffa1f7dbd,e55c4f6d-5e51-4926-9116-c4a24b8f945e,c5,c1,3358,?,p2,
1769759646.1381896,CREATED,7f4c9af5-eca7-4cf4-9c14-ef3ef93a9268,4867af70-6124-46c6-9409-7bc11afc976b,c5,c1,27,?,?,surb={'id': 'c43c7d6d-d7b5-42ab-9bc6-3f1e8966cda5', 'route': ['p1', 'e11', 'i6', 'x3', 'p2', 'c5']}
1769759646.1929662,RECEIVED,eedbd180-ae7d-42fc-b609-414adb81ab4f,36c1846b-1793-493b-a9a6-d03ec1ec5cd8,c1,c5,27,p2,?,surb={'id': '9fbbdc1d-1b0c-416a-8677-7e55c9d291ee', 'route': ['p2', 'e8', 'i11', 'x11', 'p1', 'c1']}
1769759646.3649487,RECEIVED,50d7fe21-afb7-4cf2-8e92-2ea947c8a268,fc46c40e-928b-4944-a857-92822c396199,c1,c5,27,p2,?,surb={'id': '8391d618-ef42-4bf6-b63f-8f35e949dc9f', 'route': ['p2', 'e6', 'i2', 'x10', 'p1', 'c1']}
1769759646.370397,RECEIVED,abb7c4f5-7c76-4bb0-a5f0-a935ba566fe8,a645e898-b57d-4271-aafe-9e4f37290df2,c2,c5,27,p2,?,surb={'id': 'ecc1bce5-1a36-4291-94ff-8f18b44ed033', 'route': ['p2', 'e9', 'i7', 'x8', 'p2', 'c2']}
1769759646.4040108,RECEIVED,4b4ba4bd-a51f-4da5-b13c-24f031e89737,b9b148a1-284d-498c-8930-c3df1039ac05,c4,c5,27,p2,?,surb={'id': '95b77703-810e-45e6-a7f7-7e9bbe6b0422', 'route': ['p2', 'e1', 'i11', 'x2', 'p1', 'c4']}
1769759646.5078902,RECEIVED,b6f55f9a-f4d9-4b2e-9b28-fbe27a2b2f30,e3767912-d684-46ac-989d-e82dbd71b490,c4,c5,27,p2,?,surb={'id': '9f783203-d016-4c15-bf7e-b5f1af4b8fa7', 'route': ['p2', 'e3', 'i4', 'x7', 'p1', 'c4']}
1769759646.5108297,RECEIVED,ea2900f7-3fb1-43a4-b97f-99a8386d294b,4a3511d3-0e00-42e4-b1b8-65561d832e10,c1,c5,27,p2,?,surb={'id': '727002ea-9bec-4555-957f-a6d42a8e3f24', 'route': ['p2', 'e1', 'i7', 'x7', 'p1', 'c1']}
1769759646.7237508,RECEIVED,36e1f047-dd0d-44ae-bd6f-2896c088ee59,a869e3ff-1348-4d85-ae39-36afc015fc66,c1,c5,27,p2,?,surb={'id': '8f67c430-270a-4cfb-8543-51553a194ba6', 'route': ['p2', 'e7', 'i10', 'x6', 'p1', 'c1']}
1769759646.743101,RECEIVED,c01d1b29-4ba9-4523-8fe2-662b6c96a2fa,95f135e8-15ed-4095-b551-abc9a91be389,c2,c5,27,p2,?,surb={'id': 'cb328ef8-75f1-4f3c-a200-bbe940eb4c2c', 'route': ['p2', 'e3', 'i6', 'x1', 'p2', 'c2']}
1769759646.813768,SENT,45c90c2c-7ea6-4759-880c-d3dadb0882e0,fbecafab-8490-45bc-9328-654fd65cc153,c5,c1,3401,?,p2,
1769759646.8138988,CREATED,69d09aa9-d703-4c14-bd3a-5034aff20e5e,2266dae2-7c20-4716-8b67-4087f76dfaac,c5,c1,26,?,?,surb={'id': 'b0cc4569-fe48-4dc6-8f5b-bb87058d647f', 'route': ['p1', 'e6', 'i11', 'x4', 'p2', 'c5']}
1769759646.8785596,RECEIVED,3069e84d-6128-469e-8857-b0ef5d5ad690,9adccf50-8fca-44d3-9590-bb1e81643f2f,c1,c5,27,p2,?,surb={'id': '64ed2ecc-a921-4e91-9cab-348610b76c8c', 'route': ['p2', 'e5', 'i3', 'x8', 'p1', 'c1']}
1769759646.8833122,RECEIVED,10ff8039-1fb6-4e19-af5a-59b311500af5,d0d4ab39-b8d7-43b1-9e66-ddb5f04a9668,c2,c5,26,p2,?,surb={'id': '8b4417a0-85fc-42e0-9910-b71acec67b4a', 'route': ['p2', 'e7', 'i1', 'x11', 'p2', 'c2']}
1769759647.0073342,RECEIVED,cded1f77-3185-4dbe-b900-c88f0ee965af,b8ae4239-46d3-4dc5-b513-1f5eab807559,c4,c5,27,p2,?,surb={'id': '46d268ff-2cf8-4ce2-bb53-586914e2eb60', 'route': ['p2', 'e7', 'i2', 'x7', 'p1', 'c4']}
1769759647.3572848,RECEIVED,1f5da583-f140-440e-8d64-7ed407c8e79c,dab01c63-e441-4ddb-93fe-4c07fef0c18d,c1,c5,25,p2,?,surb={'id': 'bc8da7d5-e101-449a-a28d-9df09e1c9e6c', 'route': ['p2', 'e9', 'i7', 'x6', 'p1', 'c1']}
1769759647.4099085,RECEIVED,7b6d92cb-bcc6-4ce6-9a82-72efe8067f35,99a2f292-5e52-46c4-b7f5-1eca67d71c05,c4,c5,27,p2,?,surb={'id': '57b0b4a6-f1e2-4b3a-a9ac-ea5a6506a28b', 'route': ['p2', 'e4', 'i7', 'x5', 'p1', 'c4']}
1769759647.428737,SENT,5e6d5e6e-a20e-4069-a0aa-7a6b03ab6d65,7b9d9fa0-5790-4579-87e8-80dc5bd0d063,c5,c1,3379,?,p2,
1769759647.428888,CREATED,15026311-d5a8-42b5-8c09-130c89f0df91,c4b6c7c4-53bb-48b4-8ed9-4218c618688c,c5,c1,27,?,?,surb={'id': '7a386743-a840-456c-a1f3-894ee73d250e', 'route': ['p1', 'e10', 'i8', 'x3', 'p2', 'c5']}
1769759647.5826533,RECEIVED,a3ff4310-10d9-46a4-9f27-cafce2ce4a86,b502227d-12de-461d-8265-7255a5760dc9,c4,c5,27,p2,?,surb={'id': '878b8846-6bc9-42f9-8373-ee86b34bbf3f', 'route': ['p2', 'e5', 'i10', 'x6', 'p1', 'c4']}
1769759647.610658,RECEIVED,7345e95c-103b-4d98-bb45-96a82a3e3661,57d25fdd-ea18-46d8-979c-906cf23c7218,c1,c5,27,p2,?,surb={'id': '80a1ca58-51e0-42eb-bad9-672f0b97c20d', 'route': ['p2', 'e11', 'i7', 'x7', 'p1', 'c1']}
1769759647.6985967,RECEIVED,437c65b0-3748-48f4-ad44-b4516ae30c5a,d72bb7be-175e-461f-8bf3-c595d176a80f,c1,c5,26,p2,?,surb={'id': '29dc9f6b-82a3-455c-85ea-9f65c766a08b', 'route': ['p2', 'e10', 'i5', 'x2', 'p1', 'c1']}
1769759647.8377702,SENT,6fae7b10-537f-4817-9969-8d8d04886e4b,99441a1e-e160-4fbe-9627-37c14d869a62,c5,c1,3383,?,p2,
1769759647.8379378,CREATED,79dd8e80-c7bc-4cdd-956c-0e1476bfa29e,a90ca048-ce10-4c54-a481-98292872a37c,c5,c1,27,?,?,surb={'id': '1ca17b13-a00c-44ed-85e0-32f9ae853239', 'route': ['p1', 'e12', 'i8', 'x3', 'p2', 'c5']}
1769759647.8743224,RECEIVED,6156fb1d-066d-449f-983a-4fc0f8fa7cce,3e0c3a1f-ddbb-43f0-afc7-47301c8bce8d,c2,c5,27,p2,?,surb={'id': '10faa639-e817-48ec-accb-c27e382a16be', 'route': ['p2', 'e11', 'i1', 'x1', 'p2', 'c2']}
1769759648.014483,RECEIVED,8e600204-0894-4f6e-8434-8edcfdd90dc2,01c43f04-6717-46ad-82e6-9781913145dd,c2,c5,27,p2,?,surb={'id': 'fbce4f6c-5878-48e9-a4e9-f8c7a92e52ca', 'route': ['p2', 'e7', 'i4', 'x4', 'p2', 'c2']}
1769759648.115788,RECEIVED,dd609525-c0a5-4f14-b1f8-e2cbfc0982fa,83700a38-24c1-4e53-a6e9-2ac31f13e5c5,c2,c5,24,p2,?,surb={'id': 'f20d11ad-413a-4f28-82f1-907bc0c5c7c7', 'route': ['p2', 'e5', 'i5', 'x11', 'p2', 'c2']}
1769759648.1265993,RECEIVED,adb279b1-9796-4caf-8440-5605ed480ac2,a7c920df-6e3a-406b-b588-d18d18ce1cb9,c1,c5,27,p2,?,surb={'id': '5874f191-88ea-47bb-a0eb-e0917a08306a', 'route': ['p2', 'e4', 'i6', 'x1', 'p1', 'c1']}
1769759648.1366277,RECEIVED,6d774bc3-de68-42ed-a342-44ad8ba9bd41,f7d35ed7-20fb-4def-8051-aace0bbd3092,c4,c5,27,p2,?,surb={'id': 'cd496efe-be90-4e0c-9a51-b813d1c5c247', 'route': ['p2', 'e4', 'i10', 'x1', 'p1', 'c4']}
1769759648.1558897,SENT,fb7f85b4-5cc8-409a-9494-cc6ea6e5516b,7c9550ab-67a5-400b-9648-325c78467026,c5,c1,3380,?,p2,
1769759648.1560647,CREATED,c4652565-1a5c-4eef-a25e-d991cb1ce793,85059af7-0c9a-43cc-85c0-20f7fb3a8214,c5,c1,27,?,?,surb={'id': 'c7ddd5c2-06ec-4e7a-b0bc-ed7212b2983f', 'route': ['p1', 'e8', 'i2', 'x2', 'p2', 'c5']}
1769759648.239898,RECEIVED,9d760075-1231-486c-9da4-d103ade75e00,3fa54c4f-9716-4bda-b2cf-6a04bfef3319,c2,c5,27,p2,?,surb={'id': '5779a574-742b-4d40-82d6-22b07010546e', 'route': ['p2', 'e8', 'i8', 'x5', 'p2', 'c2']}
1769759648.34999,RECEIVED,fb7af2b8-9c98-4f10-a7fc-fdcead7aa7b7,b78342a8-a380-4609-8970-03a5d389e584,c1,c5,27,p2,?,surb={'id': 'd5185309-9c2d-4a9c-aea9-cbc5af3bbcac', 'route': ['p2', 'e4', 'i4', 'x9', 'p1', 'c1']}
1769759648.3747377,RECEIVED,9e8cbd26-1826-4f49-b09f-39ec4dbf502c,47bb3839-c369-4bba-a03c-197742c41aad,c2,c5,27,p2,?,surb={'id': '54e2dec6-99e9-485f-9750-dc21f2ef4805', 'route': ['p2', 'e3', 'i7', 'x6', 'p2', 'c2']}
1769759648.4366813,SENT,c4f2dd90-97a4-4729-bc47-fb3339d0b635,f12f9d75-0bff-4d7a-a4a3-527df0b9afe2,c5,c1,3375,?,p2,
1769759648.436808,CREATED,116f90ed-c920-46f5-8019-2db40ac071ce,df3696e7-b1ec-49e8-a84a-2deba43293cf,c5,c1,27,?,?,surb={'id': '965a27ad-b94b-4792-bf13-8500a7d426ad', 'route': ['p1', 'e4', 'i12', 'x7', 'p2', 'c5']}
1769759648.456236,SENT,4b24a80a-5d34-490e-92ec-7edab5a337fd,38472d34-1b9c-46d9-bc6c-dc427eea8ab1,c5,c1,3379,?,p2,
1769759648.4563663,CREATED,ac1f3a3a-cfe1-4c11-997c-aba6f76f11fb,dbe194bb-a5ce-45b1-8fff-ca8c27e3ca3b,c5,c1,27,?,?,surb={'id': '5b8e3cfd-c09e-429a-acc1-983485e7801f', 'route': ['p1', 'e4', 'i11', 'x5', 'p2', 'c5']}
1769759648.540283,RECEIVED,c5074cad-242f-40a3-a58a-7a96df89c16f,0bcfcd07-1b65-4c1f-822c-123a1efe47cb,c1,c5,27,p2,?,surb={'id': 'cd999226-cb4d-4d19-93da-27dfdf163b96', 'route': ['p2', 'e6', 'i3', 'x3', 'p1', 'c1']}
1769759648.5461822,SENT,d541563c-de88-4f1f-8f46-2cc4114b5d82,c731e926-c26c-44cd-b466-c894b0653a1e,c5,c1,3371,?,p2,
1769759648.5463479,CREATED,03bc33af-6fed-47d9-9624-4507389629a9,fa0ee227-65f2-4ad4-899d-d5fdb9003992,c5,c1,26,?,?,surb={'id': 'f21f9918-93e7-4743-9f3b-36bbce2875a7', 'route': ['p1', 'e1', 'i7', 'x9', 'p2', 'c5']}
1769759648.995935,RECEIVED,11ea7618-163d-4e1d-b6e6-1ab8eae8162d,2420d1ec-3b76-4929-9532-edb39bfa485a,c4,c5,27,p2,?,surb={'id': 'c56df6f8-994b-48a3-aae8-ecc66482cb24', 'route': ['p2', 'e2', 'i9', 'x9', 'p1', 'c4']}
1769759649.2887332,RECEIVED,9ab80f61-e7d1-467e-9c4c-0a0ba8211112,f216ecf7-030b-4853-956a-2f531f96ba24,c2,c5,27,p2,?,surb={'id': 'c80c4bdc-fbdf-46d8-b856-75d88d83e797', 'route': ['p2', 'e6', 'i5', 'x5', 'p2', 'c2']}
1769759649.3286743,RECEIVED,1b17fe90-04ea-49e4-aac5-dc6b472a5ade,3d66ed9f-04b4-4292-bc37-ce5b66f55771,c4,c5,27,p2,?,surb={'id': '8509e6bd-8a9d-4f90-80ec-1d88734b2d9e', 'route': ['p2', 'e11', 'i10', 'x3', 'p1', 'c4']}
1769759649.351359,RECEIVED,7bbd79a3-efc0-4328-aaba-eca5a032319d,b78f387e-98b1-4466-9885-5c3358018bac,c1,c5,26,p2,?,surb={'id': '61271ba4-8bdb-45c1-9fbc-27ff8ee684f5', 'route': ['p2', 'e11', 'i6', 'x12', 'p1', 'c1']}
1769759649.424565,RECEIVED,a7d7e469-aa4e-4389-bbcc-588d3a313847,9a53ed15-ef58-400c-9f1f-4de7ea142ece,c1,c5,27,p2,?,surb={'id': '315013a2-6fba-4d7c-aacb-0b9923158001', 'route': ['p2', 'e4', 'i6', 'x2', 'p1', 'c1']}
1769759649.4257364,SENT,09f56260-e7e5-435e-8920-41bc4df5665a,a2f38fe5-7f61-491f-ac5a-8b02901bbaf1,c5,c1,3368,?,p2,
1769759649.4258552,CREATED,07c176c5-ad06-477e-953d-6ad8eb314f6d,c32ab5a7-a083-4c02-8dcb-dbcf3e7ba4eb,c5,c1,26,?,?,surb={'id': 'f4aec03e-dab2-4b9e-bf0d-b7f0b2a61d94', 'route': ['p1', 'e8', 'i11', 'x9', 'p2', 'c5']}
1769759649.4720075,SENT,7fb77d92-1ab2-49f4-8aec-ec52ed8b76c5,29032450-3f42-4253-b270-efbdd30eba79,c5,c1,3383,?,p2,
1769759649.4721696,CREATED,e13d5fec-1ad2-4b46-9a4e-85ac25e9efdd,4345b020-b9e3-46ce-8b98-470e244e422c,c5,c1,27,?,?,surb={'id': '8b542c0c-e136-4bf4-9106-a88ed04eb07e', 'route': ['p1', 'e9', 'i3', 'x2', 'p2', 'c5']}
1769759649.5503502,RECEIVED,690d726d-c05f-4778-8421-a5abb7f8e6f4,52d0de50-0565-49d6-9f44-2126e27c21fc,c2,c5,27,p2,?,surb={'id': 'eaeb1448-5489-49de-9c55-104bd09acede', 'route': ['p2', 'e4', 'i5', 'x7', 'p2', 'c2']}
1769759649.8112726,SENT,0ddbab22-a6db-4b99-8e14-1dbf063fb4c6,79449a12-23d3-44a1-bf59-a3a5839e4c5e,c5,c1,3383,?,p2,
1769759649.8114054,CREATED,75aea6a9-d8c9-4760-8cce-02a82caa71a5,20b5e698-fdc7-4bc9-9f46-20d0f6b132ac,c5,c1,27,?,?,surb={'id': '033bd00e-8711-4af5-bb5a-d4d4a2e92035', 'route': ['p1', 'e4', 'i12', 'x12', 'p2', 'c5']}
1769759649.8922453,RECEIVED,c557c2c7-70e4-4468-af19-3b76d3bbea11,09a165dc-1657-4355-8cb2-6bc0ed804ea6,c4,c5,27,p2,?,surb={'id': '47aac3b2-6464-4471-b08a-0ba5ddf295a6', 'route': ['p2', 'e6', 'i12', 'x12', 'p1', 'c4']}
1769759650.0085776,RECEIVED,a524176b-805f-4297-ba7f-66053df976b5,338688ea-ce58-4c75-acba-287aa4949bb3,c4,c5,27,p2,?,surb={'id': '2a548f83-0eee-4eac-9a52-4c07eed442be', 'route': ['p2', 'e11', 'i8', 'x7', 'p1', 'c4']}
1769759650.0243158,SENT,aeda6337-06ac-4a36-bb44-f2d1f9b922a4,8303dce9-8cc5-44c0-9966-50e6fd22cd1d,c5,c1,3380,?,p2,
1769759650.0244746,CREATED,35c55e62-7ca6-427f-8495-44d0cd3136d8,89a00cdc-4dc1-476e-83f9-ad093547b6e0,c5,c1,27,?,?,surb={'id': '74fc958c-2605-4612-915c-9b721969f0f8', 'route': ['p1', 'e2', 'i2', 'x5', 'p2', 'c5']}
1769759650.0471973,RECEIVED,f0bf24ec-7458-4c82-b287-b0dd290f4ea0,e33e0815-1666-4fa5-a78d-196e34154b94,c1,c5,25,p2,?,surb={'id': 'c65f37c4-023d-4ed1-bdfe-7cb8861807df', 'route': ['p2', 'e1', 'i11', 'x8', 'p1', 'c1']}
1769759650.1389074,SENT,76968b40-9209-482f-ba38-f80e66953104,819b7edc-5f43-4ef6-a2e5-4721287ad84d,c5,c1,3379,?,p2,
1769759650.1390858,CREATED,a60995a3-5b56-4d79-af41-db3e7728b778,f1f55c81-b076-4861-8519-77de06e5afd1,c5,c1,26,?,?,surb={'id': 'e86c9911-7a69-488c-a369-5a532b01baf5', 'route': ['p1', 'e12', 'i2', 'x7', 'p2', 'c5']}
1769759650.1728094,SENT,3a981f87-e2f2-44a0-8508-b22cfabbc91f,e49eee40-e46a-40e2-b49a-c8109c7de023,c5,c1,3392,?,p2,
1769759650.172962,CREATED,d4815737-dcdf-48e6-babf-4719853e57ed,2e1e2c51-5c83-4dc7-827f-96b1869e383e,c5,c1,27,?,?,surb={'id': 'd39e93db-b44d-4ba9-be66-95dad7cf70f5', 'route': ['p1', 'e3', 'i2', 'x2', 'p2', 'c5']}
1769759650.2462795,RECEIVED,be95cd8e-f9c9-4ed8-aac2-52f70cb4f0a0,be23a64d-f670-4237-8482-411b7abcf8b4,c1,c5,26,p2,?,surb={'id': 'c6985577-d955-424a-8a49-fd3c6a05b6d2', 'route': ['p2', 'e10', 'i7', 'x8', 'p1', 'c1']}
1769759650.2525024,RECEIVED,fe51a863-1da9-4328-803a-19b219b5ae78,f0d82a83-7eb9-4cce-a9d2-052f32e37ffa,c2,c5,26,p2,?,surb={'id': 'db8355fe-9321-48f2-b85a-a6cb84afcdee', 'route': ['p2', 'e5', 'i3', 'x12', 'p2', 'c2']}
1769759650.433096,RECEIVED,e28bc872-31cf-44cc-93cd-cc7a0a789858,045e8ddf-69d7-4bad-a077-631dfcfdb606,c4,c5,27,p2,?,surb={'id': '60d8e926-0525-471f-bf87-fc8852377872', 'route': ['p2', 'e6', 'i1', 'x7', 'p1', 'c4']}
1769759650.614776,RECEIVED,2e508436-61f9-4130-b3b8-7bd233573fa2,7d794032-1673-45e1-acee-4bb08cd6c046,c2,c5,27,p2,?,surb={'id': '104423df-c483-47e4-a16d-0c1ebc6dea43', 'route': ['p2', 'e3', 'i10', 'x7', 'p2', 'c2']}
1769759650.673538,SENT,7bac447b-945d-4450-b146-2c643de33939,91563c71-b978-4995-9ef5-75f9ba51d456,c5,c1,3390,?,p2,
1769759650.6736717,CREATED,6c96fe42-121a-4d2c-810c-56d9218a3b18,f2161539-8b21-4ed7-a36b-c11e1a0a0f0e,c5,c1,27,?,?,surb={'id': 'c7449118-291e-467d-b4b0-daaf9eaa4dfe', 'route': ['p1', 'e5', 'i12', 'x11', 'p2', 'c5']}
1769759650.7334185,SENT,ac987124-a57e-411c-9d6b-380c23ad7636,c2337453-7693-4c95-abb5-c7390dc638e7,c5,c1,3391,?,p2,
1769759650.73355,CREATED,bc62a08f-184d-49ca-bb62-d19278b16ea5,8d56d069-5476-4543-b196-7005c6dc86cf,c5,c1,26,?,?,surb={'id': '5ed45c99-faa5-4ee7-8128-6d61e8ea226a', 'route': ['p1', 'e10', 'i11', 'x8', 'p2', 'c5']}
1769759650.9050202,SENT,ed30f083-5cdb-4c5d-acf8-2c732ec2f07c,0fc71631-d9ce-48db-9fee-cbfa41d56824,c5,c1,3364,?,p2,
1769759650.905165,CREATED,3d8f5513-f1c6-40b4-aa24-e0392848abe0,f868af64-5e40-421b-b243-1609c2771b00,c5,c1,27,?,?,surb={'id': 'ea79195b-853d-45ef-a964-4744db6dd4cc', 'route': ['p1', 'e10', 'i7', 'x4', 'p2', 'c5']}
1769759650.9245868,SENT,88e6d494-83e2-4662-a8b9-5d020fc2160d,aff23e25-e7e6-4c01-ae4a-54dc97c15793,c5,c1,3420,?,p2,
1769759650.924709,CREATED,4703a0a7-d7e1-4d4e-942e-dd8e025e5330,9899fb83-c71d-4913-bd4f-4c9226a072f8,c5,c1,27,?,?,surb={'id': 'fe4df446-9725-44f3-852f-32adb2d2837f', 'route': ['p1', 'e10', 'i7', 'x1', 'p2', 'c5']}
1769759650.9492097,SENT,467f95b7-a39a-468e-b708-54795a05beec,7f226d5d-f3ca-43c3-8b38-17138b995abc,c5,c1,3387,?,p2,
1769759650.949344,CREATED,3431318d-2465-415f-9f29-450a1b89405d,51cb7942-441d-4e44-9dcc-172227f4541e,c5,c1,27,?,?,surb={'id': '0793b2cd-d195-419a-9efc-dc380b95ea55', 'route': ['p1', 'e2', 'i12', 'x10', 'p2', 'c5']}
1769759651.240263,RECEIVED,babacb0f-5e08-48c5-b012-f6f55f90f82c,a8f912b6-cf43-4b47-973c-6eb0255e1452,c1,c5,27,p2,?,surb={'id': '8c22047a-8b6d-4d83-bc01-45f57bc15986', 'route': ['p2', 'e7', 'i8', 'x11', 'p1', 'c1']}
1769759651.350532,RECEIVED,3a7a8a18-e76c-4ff7-b0ab-350364d90f5c,61377e73-7782-4132-affa-333f93b176df,c1,c5,27,p2,?,surb={'id': '68b70eb5-70c8-44e3-87a9-bbed1fa6c439', 'route': ['p2', 'e10', 'i1', 'x5', 'p1', 'c1']}
1769759651.3900054,SENT,3d7cfc73-5df1-4dbc-b58f-d44fdab17bc3,0155fef4-1f5a-452e-8272-7f3681f1a3f3,c5,c1,3376,?,p2,
1769759651.390176,CREATED,0471fa9d-9293-48b9-8ae0-d29d8f803fa8,f979731c-7421-4fd5-8a9a-5957007aab25,c5,c1,25,?,?,surb={'id': 'a1ff3fc1-a0a2-4b4c-b248-b5c0faed2780', 'route': ['p1', 'e8', 'i1', 'x12', 'p2', 'c5']}
1769759651.4285522,RECEIVED,e1491ea6-6559-4a34-801a-25cbb363df95,6be774d0-a708-4b14-bb08-16c9fd10511f,c2,c5,27,p2,?,surb={'id': 'e8e8bd33-0cf4-47fb-b3d6-6ff74fc8c867', 'route': ['p2', 'e6', 'i10', 'x10', 'p2', 'c2']}
1769759651.457849,SENT,e8d61e0c-a34e-4969-8f07-57b56a0a12a5,600950de-d19f-437e-9748-d9f1667d12a4,c5,DROP,2011,?,p2,
1769759651.4579785,CREATED,b9517912-1bc6-4538-abb6-e37eb0d5f96f,089811b8-bd0b-4832-b52e-1607900ed141,c5,DROP,25,?,?,
1769759651.6367235,RECEIVED,715c4db6-e084-4c12-86e3-57d00873bb8e,556a4b0a-3227-487b-8541-3bba7c99c101,c4,c5,27,p2,?,surb={'id': '6a43c88b-225d-4d27-8bd2-3e36e9234ec9', 'route': ['p2', 'e4', 'i9', 'x4', 'p1', 'c4']}
1769759651.6648595,SENT,4c281286-754a-4b5e-a5b6-0876f912a6fe,dac7c00d-7b39-495a-9d45-c93cfc5f5025,c5,DROP,2041,?,p2,
1769759651.6649773,CREATED,35f814d4-ee07-4d01-bcbb-0674349ce88f,aa8d5dd9-efa3-44e3-9731-8c03acf1bc84,c5,DROP,27,?,?,
1769759651.6819758,SENT,cd85f034-3e36-4dee-abac-fee55a648254,4a78e93f-9119-449d-924e-de58ef5fc57c,c5,DROP,2015,?,p2,
1769759651.682136,CREATED,5881fcca-c34b-4fd6-962e-b316728af749,d3fac44e-bce4-411c-935c-5dc42aff3008,c5,DROP,27,?,?,
1769759651.951782,RECEIVED,4e718448-aa12-4af5-8145-e6dfd5024ff9,557bd32c-f0bb-4f7a-be61-6c0e23f1a94d,c2,c5,27,p2,?,surb={'id': 'a3b0c1e3-6e63-452c-9412-556ad5c0b52c', 'route': ['p2', 'e4', 'i10', 'x9', 'p2', 'c2']}
1769759651.9616978,RECEIVED,5bf49d57-6405-42f5-8382-4339fc7a55b9,6d9a96d4-093b-41b1-9884-6f39c4f5db71,c2,c5,27,p2,?,surb={'id': 'c0d1960a-5086-4ebc-a621-dc0e17a47561', 'route': ['p2', 'e12', 'i11', 'x12', 'p2', 'c2']}
1769759652.0785053,SENT,eb8f9942-7878-429d-9417-e2ddb486efe7,8ba38429-df00-4e51-9806-c2524e9e8a18,c5,c1,3391,?,p2,
1769759652.0786612,CREATED,de2e7a77-b258-4d4a-8e8a-5a2fda022bb5,57785120-c0a5-4268-977f-84434bc3c3d2,c5,c1,27,?,?,surb={'id': 'a783a6bb-e981-4dd1-b55f-81ca65aaf3b7', 'route': ['p1', 'e11', 'i8', 'x10', 'p2', 'c5']}
1769759652.1021237,RECEIVED,1f043068-2c02-4192-9bcb-7eabf9a6f18f,b3b40ae0-bd27-45a0-8820-2ebce921bbcb,c1,c5,26,p2,?,surb={'id': '2a964264-4233-44b5-81fd-91ad1bde6258', 'route': ['p2', 'e6', 'i10', 'x5', 'p1', 'c1']}
