timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769738048.3731909,SENT,fe150450-c74b-496e-a36d-b1eee9b579f6,8704d810-d9fc-43cf-be55-21b53648865a,c1,DROP,2019,?,p1,
1769738048.3733199,CREATED,e4c57034-faaf-4857-8afb-77cb435dde74,34256c12-6ce9-47c2-9fb0-8c0a76fffa0d,c1,DROP,27,?,?,
1769738048.602557,SENT,cfa062bb-5731-4716-a7f7-ce74f1697fe5,4b0e7b60-2641-4bee-b860-cd4109c89370,c1,DROP,2016,?,p1,
1769738048.602675,CREATED,ffe413c2-0fc2-42b8-a9ad-109f547bf8d6,41817b5e-0923-4156-819b-5aae165a4686,c1,DROP,27,?,?,
1769738048.689533,SENT,585d8260-5c76-4631-8fd3-7f69059928a0,a62104c7-3933-48c3-8dbf-3476bf7b05d1,c1,DROP,2032,?,p1,
1769738048.689691,CREATED,1cc8a5f8-4613-4dfb-adb3-40139ce3ef47,305f7aea-8b00-4bcb-a191-4b79d2ba5214,c1,DROP,26,?,?,
1769738048.8895333,SENT,a412b678-e1f5-4744-80ba-b6aecdb32b29,1d8f8763-3f52-44ae-af79-9388361046a2,c1,c2,3383,?,p1,
1769738048.889668,CREATED,c0a71b80-4468-4e66-8ed4-36eab5d135e3,8946cc11-a4ca-4ac5-b1a0-050e94696574,c1,c2,27,?,?,surb={'id': '6cfb011e-0a4c-4428-b2e2-46228f173f11', 'route': ['p2', 'e1', 'i6', 'x4', 'p1', 'c1']}
1769738050.198146,CREATED,7da4576f-6608-4457-9c4c-45524fd5831e,5ca0f9c9-b36c-4b14-968b-70c8078069af,c1,DROP,27,?,?,
1769738050.8282058,RECEIVED,f943ac12-6de2-4794-868e-6e4a5e5cad33,31d36b29-2505-468c-8175-e47dbd2e7339,c2,c1,27,p1,?,surb={'id': '74ad38b5-6817-4d91-9d04-3e2c57921ce9', 'route': ['p1', 'e2', 'i5', 'x9', 'p2', 'c2']}
1769738050.8427973,SENT,9e0cac5d-94a0-48f1-9e0c-f07662f1b89a,2cf08300-95ae-4eb4-b085-c863e2ec309b,c1,DROP,2016,?,p1,
1769738050.842914,CREATED,b590d10a-9278-4ead-a164-7a2ffdbc631a,e48fdc48-f405-41a5-8f7b-e4c13e070325,c1,DROP,27,?,?,
1769738050.9670029,SENT,0d4b63c3-1e23-4a13-a69b-8b6570b59635,978de310-2175-49bb-aa01-b895b32d3478,c1,c2,3392,?,p1,
1769738050.9671733,CREATED,7d164129-9874-48f8-abbc-8cc6ca45bef1,60fcf968-8fcd-4e28-b794-14e52d1760fd,c1,c2,27,?,?,surb={'id': 'a8f5a628-c827-4638-8abe-4c48ad4042ee', 'route': ['p2', 'e11', 'i10', 'x4', 'p1', 'c1']}
1769738051.022155,SENT,201aff46-f2d0-4a19-92f2-458ca472ee59,2b47600b-a6a8-48d9-baa0-8e28f81cea41,c1,DROP,2016,?,p1,
1769738051.0222843,CREATED,8f54d2b2-d532-4e02-9a18-bdb3c501f47a,f233d062-f359-4ba8-939e-7d09c7a206c3,c1,DROP,27,?,?,
1769738051.2694898,RECEIVED,0af441e7-a3ff-4826-a435-76d9d46e9353,05f35ae5-e6c5-4758-993e-eb6f5a1ab9d7,c2,c1,27,p1,?,surb={'id': '548ae7ac-8026-4587-ae6e-611bc8117934', 'route': ['p1', 'e11', 'i10', 'x6', 'p2', 'c2']}
1769738051.8385859,SENT,d1ebc1e7-60ac-40b8-a863-743ea10aecce,5a9ffb21-5ec9-44dc-ac83-b61fee357163,c1,c2,3391,?,p1,
1769738051.838718,CREATED,ee1864c6-91f7-4227-ab32-d6cbe76061e1,ead076bd-4a4d-4c1c-aff7-5dddd9b16aef,c1,c2,27,?,?,surb={'id': 'e2d1002c-006e-4d1c-b5f4-5277157ba1a7', 'route': ['p2', 'e6', 'i10', 'x6', 'p1', 'c1']}
1769738052.2152588,SENT,81a76df3-a6f3-42e7-a826-2a4eb16e143d,b64394b7-e2fd-4937-8c39-a49a2823f7ed,c1,c2,3368,?,p1,
1769738052.2153907,CREATED,ab2e29c5-65e6-490e-92bb-f200f238f6d1,989ed863-e444-4ce2-a47d-cc2290358371,c1,c2,26,?,?,surb={'id': '45a612f3-d51a-4af5-85c3-9cc5b1ea5d85', 'route': ['p2', 'e8', 'i2', 'x10', 'p1', 'c1']}
1769738052.6157053,SENT,c0b77fe6-18b6-4429-9a9f-54816e4a9f28,78de17dd-4dd7-45b6-8263-653211bc9594,c1,c2,3372,?,p1,
1769738052.6158388,CREATED,4ed6d85f-9216-48ff-9b96-2403df5fb2f2,5ff08d44-3003-4327-991e-a53f24c1d4d9,c1,c2,26,?,?,surb={'id': '4d78d22c-83e0-475d-abfd-25b0726472e1', 'route': ['p2', 'e5', 'i7', 'x12', 'p1', 'c1']}
1769738052.9135606,RECEIVED,9ca3043e-6b8a-45b6-b034-e117d9d498c2,9a555cf8-f39b-43dd-8ffa-8c4ab8b51296,c4,c1,27,p1,?,surb={'id': '0009f33a-b911-4f84-937b-66f32375219c', 'route': ['p1', 'e2', 'i1', 'x3', 'p1', 'c4']}
1769738052.920413,RECEIVED,a98f1a29-1d15-44d2-b582-5324137d1478,02ed2211-e04f-40cb-a546-5b5d331a55bd,c4,c1,27,p1,?,surb={'id': 'ddbdd747-65d7-477d-a1fb-76d191b0e0bb', 'route': ['p1', 'e11', 'i4', 'x1', 'p1', 'c4']}
1769738053.0728502,SENT,c3ae4be4-c64d-4bc4-9205-7a3b8360c7c9,b0cbf05a-86aa-40ba-a9c3-77d7ea935198,c1,c2,3383,?,p1,
1769738053.0729759,CREATED,2cb00997-09b8-457f-bbaf-7af57507211a,74f52afe-d612-46db-8c70-a89ea0d327e8,c1,c2,26,?,?,surb={'id': '10939d7c-1bda-4b64-9348-bea6ec5bd0a7', 'route': ['p2', 'e7', 'i5', 'x3', 'p1', 'c1']}
1769738053.111483,SENT,6ccb525f-96b1-4914-a72a-c0f4998058fd,85547c3f-7cf7-472d-ae8e-30de30b371fe,c1,c2,3394,?,p1,
1769738053.111758,CREATED,7dafadf5-31aa-4e73-9f77-d022be7679aa,a578ccdb-855d-423b-a181-8dd0c9945728,c1,c2,27,?,?,surb={'id': '8c72edd7-cce2-4cbf-8b51-2b83f9178dfb', 'route': ['p2', 'e3', 'i11', 'x12', 'p1', 'c1']}
1769738053.1682813,SENT,599c5b2c-7740-4bef-9c21-39cc8d7faf7c,dab1d128-ba19-498a-9c03-99b1f9e5a4f5,c1,c2,3355,?,p1,
1769738053.1684105,CREATED,a5b1ab55-9450-493d-a6e7-c9d01bada0fe,b3979107-8176-4fda-8d9a-2546dc952be1,c1,c2,26,?,?,surb={'id': '3e93886b-f4ad-4e17-ac9a-8ea665be558b', 'route': ['p2', 'e6', 'i5', 'x6', 'p1', 'c1']}
1769738053.2636962,SENT,3460a3b4-eb4d-4fc5-a154-348978dce072,750508f2-a667-4590-bacd-ae8faeec632b,c1,c2,3375,?,p1,
1769738053.2638297,CREATED,0de52cf6-d456-460a-8f40-406c6e70c0af,87e93527-79bf-4aa1-8596-618d708d755d,c1,c2,27,?,?,surb={'id': '1e484332-4c82-49ba-a5cc-08a2377910c0', 'route': ['p2', 'e1', 'i7', 'x9', 'p1', 'c1']}
1769738053.3045948,SENT,586e1ca3-7f05-4a06-816f-3debbf308972,312c41dd-bc5c-4771-9233-822c098177f2,c1,c2,3388,?,p1,
1769738053.3047254,CREATED,9d042085-3f89-4fd4-857b-f6e755a44d91,8e1e921a-b959-4a3a-81bf-3247d7b28949,c1,c2,27,?,?,surb={'id': 'b1673042-15cb-4f84-acb2-c18b66b3a6d7', 'route': ['p2', 'e5', 'i2', 'x10', 'p1', 'c1']}
1769738053.5769012,RECEIVED,2dd30562-336a-4796-8946-b2e60a3ab18a,40dbcac4-ea01-447a-86f6-ef77302446ee,c4,c1,27,p1,?,surb={'id': '90569dc4-9d6f-4883-9208-92ce3a67c5b4', 'route': ['p1', 'e9', 'i4', 'x7', 'p1', 'c4']}
1769738053.5799224,SENT,0ffb3516-3663-4e86-b827-534a70b193a1,0725145e-9ff4-44a9-9eb4-d83804343b26,c1,c2,3389,?,p1,
1769738053.5800946,CREATED,1e055238-51d6-408f-9aa5-cf63b00c4e41,b91d49af-4ac3-4e23-8444-d467b06814a5,c1,c2,27,?,?,surb={'id': '6d1420df-03e4-4817-a04c-39dc0b488e00', 'route': ['p2', 'e6', 'i7', 'x10', 'p1', 'c1']}
1769738053.7427554,RECEIVED,5722f0c0-98a6-4306-92fc-d7388e3672fa,8c8aae85-eaff-4824-8128-b3b68eb80255,c4,c1,27,p1,?,surb={'id': '2fd9ec51-47fc-45cc-b5e6-8999df556f7d', 'route': ['p1', 'e6', 'i3', 'x4', 'p1', 'c4']}
1769738053.7645402,SENT,1bd52636-1b49-4773-b22b-3454863ffc45,66580b4b-1662-44d4-91f1-b92d51b90c54,c1,c2,3376,?,p1,
1769738053.764669,CREATED,cdff6a40-e20f-4535-8348-0f6ae0136eb3,26b72313-aba1-4bf8-a0ad-e5fd7f5d38ac,c1,c2,27,?,?,surb={'id': '6adafdc5-4747-40e8-b467-4668e5b8503f', 'route': ['p2', 'e3', 'i1', 'x4', 'p1', 'c1']}
1769738053.9320986,SENT,f1bf5a2e-0d82-4ff0-9115-79cd63b2dbeb,285cdc9a-30be-4466-a028-8db420ec5614,c1,c2,3359,?,p1,
1769738053.9322326,CREATED,fe0d8009-b7bb-476e-b628-4a08f0009200,1093b7fc-d1b5-47e4-8851-9d7b8efd661c,c1,c2,26,?,?,surb={'id': 'c0c384d4-7bf8-482f-ab64-48e7faf6d3a8', 'route': ['p2', 'e11', 'i8', 'x12', 'p1', 'c1']}
1769738054.0934696,RECEIVED,b7bf3373-88e5-49c1-b9ac-86f7096a41fc,afaf01b5-5b10-43c8-bf5d-ce63efc59c01,c4,c1,27,p1,?,surb={'id': 'f88624e0-43a8-4ccf-9e76-e7977dff93bb', 'route': ['p1', 'e1', 'i1', 'x3', 'p1', 'c4']}
1769738054.5789669,RECEIVED,a4514b9b-fee1-4a3d-aa7b-bf2c779eb336,d9d4c88e-27e3-4318-859f-90faac004510,c2,c1,26,p1,?,surb={'id': '7c252aea-0022-4ec2-868c-04851d790278', 'route': ['p1', 'e11', 'i2', 'x10', 'p2', 'c2']}
1769738054.6257591,RECEIVED,a33834d6-0fdb-4286-be3a-3e4099e81472,fa590f34-9bf0-4d61-a611-65758aa6271c,c2,c1,27,p1,?,surb={'id': '7450fdeb-8578-4c53-9efa-de86952708b6', 'route': ['p1', 'e7', 'i5', 'x8', 'p2', 'c2']}
1769738054.8367414,SENT,55d5df74-48cf-4579-938e-4eaf6dd8ac62,bd700cff-3e4c-4933-959f-9949c29e3417,c1,c2,3400,?,p1,
1769738054.8368785,CREATED,09f7afe0-2eef-4335-8823-6b82a27bfe6b,199b6c39-f311-4d8a-90dc-8668d2583a80,c1,c2,27,?,?,surb={'id': 'f107afd2-a913-4aa1-9daa-80db0ec2f254', 'route': ['p2', 'e7', 'i10', 'x10', 'p1', 'c1']}
1769738054.8666856,RECEIVED,96b013e1-c84e-421c-a15e-0cb20e8e65bf,de598d73-11ea-4498-8182-d1268ae766d0,c4,c1,26,p1,?,surb={'id': '068feb1f-4b2c-468b-872c-540d78d51e2f', 'route': ['p1', 'e4', 'i3', 'x10', 'p1', 'c4']}
1769738054.9513538,SENT,8ff5d38e-0111-4ad5-88c5-918bbb44743e,8c37edf4-c62a-4f54-8a6e-e23ca03f001d,c1,c2,3360,?,p1,
1769738054.9514847,CREATED,94110c10-02e8-44ff-92bc-c98b32efa00b,ad709f97-2b9c-4545-8f08-73872453e6c0,c1,c2,27,?,?,surb={'id': 'fd2977c6-40d6-40fd-933e-fbc1b3c9cf62', 'route': ['p2', 'e3', 'i7', 'x10', 'p1', 'c1']}
1769738054.9608774,RECEIVED,69693bb2-b8dd-41e7-9a04-65041ccc2c9d,75ea56cf-6b69-4c0d-be60-1de824f32245,c4,c1,27,p1,?,surb={'id': 'ba7c280a-9fc7-466d-bcca-14276e35d81d', 'route': ['p1', 'e7', 'i1', 'x8', 'p1', 'c4']}
1769738055.044596,SENT,bab30833-047a-4d33-bfe6-5d310b7012b8,34ddfb2f-4bd9-4300-91d9-7b1a8ccd6ce3,c1,c2,3379,?,p1,
1769738055.0447285,CREATED,a251169e-e85c-4669-8329-b8eeb90e85ba,f603bb47-61e0-4626-a27f-7f868bd5c74e,c1,c2,27,?,?,surb={'id': '021fdee6-4fb4-41f5-8f72-cc33b65da7b1', 'route': ['p2', 'e10', 'i2', 'x4', 'p1', 'c1']}
1769738055.087608,SENT,175f8c09-8460-4ab1-8b46-cfb7202fb32c,96768529-f0f7-45f6-9157-0f360deed724,c1,c2,3361,?,p1,
1769738055.0877366,CREATED,c82b0f86-df62-4661-a0f2-d639a7adeca0,3076b49e-adc8-4ccf-9822-53efbb694381,c1,c2,26,?,?,surb={'id': '769e2a6f-9521-40a8-93ef-c34786f4e44e', 'route': ['p2', 'e8', 'i6', 'x3', 'p1', 'c1']}
1769738055.1513119,RECEIVED,4c55c4c8-962c-48b4-b3f7-2b0020491ec5,a9359305-1cc2-4497-9851-d7b7fbfee0ba,c2,c1,27,p1,?,surb={'id': 'c16254d7-e940-438d-9fea-41f5d685e5bb', 'route': ['p1', 'e11', 'i4', 'x12', 'p2', 'c2']}
1769738055.1848357,SENT,78584512-967f-40cb-a035-a2fdf707af14,be049145-ce78-43a2-b74b-8df102f388b2,c1,c2,3392,?,p1,
1769738055.184962,CREATED,74da3816-88ef-4699-bced-0785d3a6dba1,014d25c4-3eb4-4b1d-8fa3-157503512222,c1,c2,27,?,?,surb={'id': 'b9798350-d1b7-4616-85e9-3c1cc0c786c2', 'route': ['p2', 'e6', 'i2', 'x11', 'p1', 'c1']}
1769738055.3210182,RECEIVED,7e09e6ca-1581-46cd-ad9b-d5ebb7fe374c,a5b68e93-e8d2-45af-8e31-9d1254431114,c4,c1,27,p1,?,surb={'id': '46166f92-1bc8-4280-9bcf-273910f2627f', 'route': ['p1', 'e6', 'i2', 'x5', 'p1', 'c4']}
1769738055.3313065,RECEIVED,3c1f4900-73b6-45da-8ffb-35b96542d0b6,516c74ac-ac65-4261-9381-b1858b6dc727,c4,c1,26,p1,?,surb={'id': '3376cead-1763-4983-a43f-af6d99748fe5', 'route': ['p1', 'e7', 'i11', 'x1', 'p1', 'c4']}
1769738055.4363809,RECEIVED,d51c51a0-0897-4147-911f-994c7fe793e6,5a08dac3-d845-4ae2-9f8b-6d780882ce41,c2,c1,27,p1,?,surb={'id': '172cc38f-055f-40aa-914e-5316cacda2da', 'route': ['p1', 'e4', 'i5', 'x4', 'p2', 'c2']}
1769738055.560988,RECEIVED,dc8a1ab7-05a3-4487-aab7-0dbf39995cd3,da662f99-2a5b-4a0d-a88a-47b6da711e26,c2,c1,27,p1,?,surb={'id': '6f3dfdd7-fd03-4aee-a02c-eb8c862dca55', 'route': ['p1', 'e5', 'i2', 'x3', 'p2', 'c2']}
1769738055.5634844,RECEIVED,95a71433-8c36-4854-a7e9-b9a7d4b2a01a,adb1fd63-c17d-4791-ae35-19a0e1046fb6,c2,c1,27,p1,?,surb={'id': '5edc7c06-9a4f-47e8-8180-dc3cfec659e9', 'route': ['p1', 'e8', 'i7', 'x7', 'p2', 'c2']}
1769738055.6045766,RECEIVED,723966d9-17cd-4fd9-89b8-f49a628aa668,50630ecd-46c2-4e41-a598-2af5d1c514f0,c2,c1,27,p1,?,surb={'id': '5ab8d06c-2a6a-4538-8f24-f03884544377', 'route': ['p1', 'e6', 'i7', 'x6', 'p2', 'c2']}
1769738055.920558,RECEIVED,48ba4be0-ad79-4db4-b3d2-d201020474a0,e8f537d8-2e00-4c92-ac3a-fc855753997d,c4,c1,27,p1,?,surb={'id': '65016a2a-49c9-4ce8-96f0-110089ee9fd0', 'route': ['p1', 'e8', 'i2', 'x4', 'p1', 'c4']}
1769738056.0395381,SENT,99b1077f-71db-4d6c-a076-3469f95cc3e3,1ebf9f92-bf47-4171-a194-192fe66d34e0,c1,c2,3379,?,p1,
1769738056.0396686,CREATED,bf485cfa-7b79-46c7-8be5-cd159c46822d,b6f84fb5-0167-491f-a24c-b98aa14fb2ce,c1,c2,27,?,?,surb={'id': '0ba5ed30-96f4-4ca2-84be-9d95d039d0e6', 'route': ['p2', 'e8', 'i8', 'x1', 'p1', 'c1']}
1769738056.0613368,RECEIVED,fcd38bac-717a-4164-b150-072fbf465954,5df02b13-290b-4fd5-bf95-d4da46c6016d,c4,c1,26,p1,?,surb={'id': '016e2650-4036-4b56-9915-36311ba63e87', 'route': ['p1', 'e1', 'i1', 'x3', 'p1', 'c4']}
1769738056.072593,RECEIVED,bdba5352-dc65-49f8-9eea-e20ff0329bf4,4fb96e4b-16c2-413f-9041-61ff5acb184e,c4,c1,27,p1,?,surb={'id': '995d1ab4-c96c-47fc-9c6f-d3b102c80095', 'route': ['p1', 'e9', 'i4', 'x6', 'p1', 'c4']}
1769738056.2015738,SENT,66bff3bc-746b-491b-af1c-89793ea8426e,f6ce0c3f-b858-4e57-97ae-dbccea9254d3,c1,c2,3379,?,p1,
1769738056.2016978,CREATED,4325e278-10fe-4375-abb8-8a539aa1b8ba,0e65f974-ddec-4c4a-96d1-4500c94a5511,c1,c2,27,?,?,surb={'id': '2b8175ac-3cca-4467-aece-60954dcb1bfa', 'route': ['p2', 'e7', 'i5', 'x9', 'p1', 'c1']}
1769738056.6049354,SENT,c2cecea2-5703-45bd-b8bf-14fb1f073822,7aa2ae73-e755-438b-87a5-3d605dc5cc7a,c1,c2,3388,?,p1,
1769738056.6051204,CREATED,006054b9-d813-4c7f-9c48-f708f374053a,8973ca3d-84cd-43cd-a2b1-c698d24d3490,c1,c2,27,?,?,surb={'id': 'f9231def-e803-4373-ab8a-d1ff0567ec5f', 'route': ['p2', 'e4', 'i6', 'x11', 'p1', 'c1']}
1769738056.6317039,RECEIVED,ef978279-a4c6-44a5-90e0-dfd9eb95b43e,2c573cf1-ab70-45d4-8475-2d336ae67136,c4,c1,27,p1,?,surb={'id': '4bfc0bd0-9551-41c1-92b5-65358dd4517d', 'route': ['p1', 'e3', 'i4', 'x8', 'p1', 'c4']}
1769738056.828392,RECEIVED,fda5980c-5f36-4453-8dbb-4e757455e8c6,b385ccdb-1896-411a-8115-353178f82c3a,c4,c1,27,p1,?,surb={'id': '9fdc65a6-4923-41d6-8990-6e0674ba47d7', 'route': ['p1', 'e12', 'i12', 'x9', 'p1', 'c4']}
1769738056.9825273,SENT,2a535efe-5596-4fdf-b575-8868345a5db2,d8a8bdb0-2431-4f7e-9237-a10707235bb3,c1,c2,3392,?,p1,
1769738056.9826775,CREATED,703f6e62-7fdf-41b6-964c-8d9d430325e8,717fe97e-eed9-4b29-8a43-f54a73064fba,c1,c2,27,?,?,surb={'id': 'fb1e2229-aaf4-4ab0-85b4-40b2ec7fde94', 'route': ['p2', 'e10', 'i1', 'x1', 'p1', 'c1']}
1769738057.1105998,RECEIVED,9798426a-696d-4e86-b0a0-15332ee393a3,0d0575c1-6275-4482-9316-26ff6900aa09,c2,c1,27,p1,?,surb={'id': '2743823e-6565-471b-846d-e68c16502af1', 'route': ['p1', 'e9', 'i8', 'x9', 'p2', 'c2']}
1769738057.2300026,RECEIVED,1c0fca75-40bc-4dba-b50f-0f763dda419a,68640df8-4d5b-4417-99d3-aa1bded757a9,c4,c1,27,p1,?,surb={'id': 'f804a4ff-335e-4f0f-b673-449cbc08b176', 'route': ['p1', 'e2', 'i2', 'x1', 'p1', 'c4']}
1769738057.2387636,RECEIVED,5ecc9523-a3c8-414b-90a5-e2cb8f5f5083,4e5b9a50-f7a1-4838-b545-45fd9156b7fe,c4,c1,27,p1,?,surb={'id': '0e602cc9-e57d-46a4-8d70-6f664d7f99b7', 'route': ['p1', 'e2', 'i9', 'x9', 'p1', 'c4']}
1769738057.2466955,RECEIVED,b0b8848b-45c9-4633-b6b9-74a4da451118,29246f42-6062-4d52-ab73-cbb390c65c42,c2,c1,27,p1,?,surb={'id': '263ef388-2c87-49ea-a81a-a0c33345470c', 'route': ['p1', 'e3', 'i12', 'x11', 'p2', 'c2']}
1769738057.361459,RECEIVED,5c554047-98de-4e9c-9c67-a12d11355464,b6e2922c-4a02-4520-a26e-7657b69a7f36,c4,c1,27,p1,?,surb={'id': '1c098e9c-011f-41db-9645-8bac7f96698b', 'route': ['p1', 'e11', 'i10', 'x6', 'p1', 'c4']}
1769738057.3910625,RECEIVED,75f76f63-2f7c-47fb-8493-b1fed6450c32,55d15cfa-70e6-4881-a9da-bed35c78c1df,c2,c1,27,p1,?,surb={'id': '35b20a7f-c4a5-4b85-901e-af7e2b93272f', 'route': ['p1', 'e4', 'i9', 'x8', 'p2', 'c2']}
1769738057.52634,SENT,c9f3069a-cfe8-41fc-8188-0c6c1e961e08,765a1bc1-f890-4dc5-8b21-22e58d023fdb,c1,c2,3360,?,p1,
1769738057.5264938,CREATED,fd6e4d11-cac4-41ae-af7a-ee7fe936d0bf,bce50c58-ac0c-4336-95b5-fc805172e3c6,c1,c2,27,?,?,surb={'id': '82466ef9-b6b8-48ea-9583-08bc004d9202', 'route': ['p2', 'e4', 'i4', 'x6', 'p1', 'c1']}
1769738057.5829284,RECEIVED,2910dfa2-175f-41c8-9240-da975da318da,37e74c84-32e8-465b-96ed-682b40249e0b,c2,c1,27,p1,?,surb={'id': 'e3f74712-c9c3-4aba-9d9e-78cf129fa497', 'route': ['p1', 'e3', 'i10', 'x3', 'p2', 'c2']}
1769738057.6218135,RECEIVED,73f267b3-09ee-402a-a024-248c4beefceb,a96d7fce-5f87-4bf2-a82f-86aebfcd2a71,c4,c1,27,p1,?,surb={'id': '1b3d6224-ce53-47f9-8833-a947b634da0d', 'route': ['p1', 'e11', 'i2', 'x11', 'p1', 'c4']}
1769738057.6703775,SENT,e4d39f1c-da3b-4d87-a376-96e4fee2e1b4,da5257c9-f1de-4884-850f-5c594f7401e1,c1,c2,3401,?,p1,
1769738057.6705098,CREATED,2b826a22-e424-4636-a765-299e552c04e2,db551da8-6bfa-4a46-9468-2bf974b599b9,c1,c2,27,?,?,surb={'id': 'b02df9da-af04-4ac6-9c59-70bce4a909d2', 'route': ['p2', 'e10', 'i10', 'x8', 'p1', 'c1']}
1769738057.846728,RECEIVED,4e982d1b-a82a-4f21-aaa0-c1f1957675fc,799fae0b-49ea-4059-9a81-8779f3fc27e3,c4,c1,26,p1,?,surb={'id': 'e0f8fc69-f6ec-4f59-b1d4-2d83a025ea24', 'route': ['p1', 'e9', 'i5', 'x7', 'p1', 'c4']}
1769738057.9104517,RECEIVED,854899c8-dfe3-479f-aed2-7f5c1da51ffc,bd353797-f12b-4e6b-842a-89a508f1b112,c2,c1,27,p1,?,surb={'id': 'fce3ff17-bc4f-4f09-808b-9390f2875156', 'route': ['p1', 'e1', 'i9', 'x10', 'p2', 'c2']}
1769738057.9975183,SENT,68e253b5-bef3-4798-9451-ce9ee4aa98f8,b2cc859d-f9a0-4615-8183-f644b7e77f0d,c1,c2,3380,?,p1,
1769738057.9975939,CREATED,ec6e265b-02ec-461e-9b45-c1dd0d41c416,777478b9-b9a7-41f2-94bb-0faeddabbad7,c1,c2,26,?,?,surb={'id': 'c4b10cb0-582a-4ec1-bdfc-70ea11faacf3', 'route': ['p2', 'e12', 'i6', 'x8', 'p1', 'c1']}
1769738058.009676,RECEIVED,dacd7340-9b5c-4cfa-9fed-7fc220ce6b23,8c2d254b-3701-4edd-a981-015d7a4d85e5,c2,c1,27,p1,?,surb={'id': '9dd636d9-a507-402c-8824-59b88d31b8b6', 'route': ['p1', 'e3', 'i4', 'x11', 'p2', 'c2']}
1769738058.0991225,RECEIVED,d5a924b1-845e-4a50-a938-9799b9f2c1dd,009077da-26c4-41b4-be85-f3497780b056,c4,c1,26,p1,?,surb={'id': '66522784-1403-44ed-b2ee-837ce3a63365', 'route': ['p1', 'e1', 'i10', 'x5', 'p1', 'c4']}
