timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769483155.0477815,CREATED,fab5753b-2e00-4830-b6cf-f5399dd47e8c,58573534-3835-47ca-9245-91bd3975ad77,c5,c3,27,?,?,surb={'id': 'abedab73-d0da-4ab0-aa54-30c5a5659fdc', 'route': ['p3', 'e9', 'i2', 'x1', 'p2', 'c5']}
1769483155.0625563,SENT,1933aa5d-55a8-4293-b0c0-626686bd3b56,687ef4a2-9cfe-403f-8a52-0a97da92b5cc,c5,c3,3395,?,p2,
1769483155.0627124,CREATED,ed06806b-6d13-40ca-a816-980fab01a0d7,4d91b777-45ff-4e13-9ddb-882810a9f6a3,c5,c3,27,?,?,surb={'id': 'fc384616-3135-4007-940b-f774c0a75eed', 'route': ['p3', 'e12', 'i6', 'x12', 'p2', 'c5']}
1769483155.42595,RECEIVED,6f0da787-0182-455a-a979-ec894d0b155a,f38870b3-8dbf-4332-accd-958d0440c8d1,c3,c5,27,p2,?,surb={'id': 'd34c862d-22bc-4b73-9ea1-c5dc1c90f6db', 'route': ['p2', 'e7', 'i5', 'x2', 'p3', 'c3']}
1769483155.466847,RECEIVED,31a3bb08-5222-4f64-b4aa-227d8b4fbd09,a599c8cd-7eff-4f42-9c51-6103605d3b3a,c1,c5,27,p2,?,surb={'id': '7b513918-75f2-41a5-af09-e62ca0d443c8', 'route': ['p2', 'e12', 'i12', 'x10', 'p1', 'c1']}
1769483155.575737,SENT,7b18e416-61eb-437b-9631-bf9ea555152c,7faef629-a7e2-4ab2-b953-1605bec6ec5a,c5,c3,3411,?,p2,
1769483155.5758407,CREATED,7973ab40-209b-4a6c-9296-d01d1ca9e66b,4d91b777-45ff-4e13-9ddb-882810a9f6a3,c5,c3,27,?,?,surb={'id': 'fc384616-3135-4007-940b-f774c0a75eed', 'route': ['p3', 'e12', 'i6', 'x12', 'p2', 'c5']}
1769483155.7129264,RECEIVED,3c9d1bb1-c699-4c6d-8294-a9b8c363fd3d,d70f35ed-f08e-4834-b789-e364a35f2208,c4,c5,27,p2,?,surb={'id': 'aff97629-bb72-411e-a8c3-bf1bcee1bc61', 'route': ['p2', 'e10', 'i12', 'x1', 'p1', 'c4']}
1769483155.868975,RECEIVED,0cd31793-7bb3-499c-94bc-0ec6c55dec1d,9d47cbe3-d232-4af3-a9d5-f4123f2c7dd2,c3,c5,27,p2,?,surb={'id': '138d9cde-5af1-445e-8a73-c6febd67f263', 'route': ['p2', 'e12', 'i7', 'x1', 'p3', 'c3']}
1769483155.8727942,RECEIVED,470f3764-19a9-4ab0-a53e-f75208871635,a90f6e73-a1cf-4f8c-b057-64c7a99d2556,c3,c5,27,p2,?,surb={'id': 'cc5021b0-c84e-4f9f-aaf7-4d8ad380de14', 'route': ['p2', 'e11', 'i2', 'x7', 'p3', 'c3']}
1769483155.935387,RECEIVED,8f4212db-0777-4dd4-baef-400ed5c156d4,507d9eb4-a11b-4b57-a3e3-5bfd4161f010,c4,c5,27,p2,?,surb={'id': 'b0954a33-b973-4349-a954-734a7cfec60b', 'route': ['p2', 'e9', 'i2', 'x4', 'p1', 'c4']}
1769483155.9964535,RECEIVED,c396680e-0418-4547-88e2-9875409aee29,507d9eb4-a11b-4b57-a3e3-5bfd4161f010,c4,c5,27,p2,?,surb={'id': 'b0954a33-b973-4349-a954-734a7cfec60b', 'route': ['p2', 'e9', 'i2', 'x4', 'p1', 'c4']}
1769483156.3112097,RECEIVED,bc8a5fa7-201e-4636-a031-aafc6e315d97,602f8f2c-ceb3-4cf2-87dd-89a1b91c624a,c1,c5,27,p2,?,surb={'id': 'f40776ba-e702-4121-b2ca-0178d5c8972f', 'route': ['p2', 'e4', 'i9', 'x1', 'p1', 'c1']}
1769483156.448121,RECEIVED,9082c3a9-4786-4104-8ff1-8054f89bcb66,153208da-277f-4918-b866-50b0942a0064,c3,c5,27,p2,?,surb={'id': '375b8263-6d6b-4cb9-bbd4-f8240f2ddbdd', 'route': ['p2', 'e7', 'i1', 'x4', 'p3', 'c3']}
1769483156.4585483,RECEIVED,0ebcc4c0-57a7-481f-998f-f43e44c5d9d6,33ef5ff6-798a-47c0-a8cf-cc97bdd8cb55,c4,c5,27,p2,?,surb={'id': '75da924f-aa0a-4603-96f7-835b5d26072e', 'route': ['p2', 'e9', 'i7', 'x4', 'p1', 'c4']}
1769483156.7038474,SENT,1b817b90-d16f-48bc-b5a5-15cfcdbfdb51,cf27fb1f-5515-46eb-92fb-9346ef5dd5a2,c5,c3,3401,?,p2,
1769483156.7045274,CREATED,e75b8867-0277-4c3f-bb9a-f95e79d70983,8c4f9057-44be-4b31-88b9-e4eb51cc19a1,c5,c3,27,?,?,surb={'id': '2d223c6b-6202-4972-96c3-ad66df380064', 'route': ['p3', 'e9', 'i7', 'x12', 'p2', 'c5']}
1769483156.8424895,RECEIVED,c3eebfc1-2df1-40c2-abbe-1f726365b8a9,7a703beb-f4d9-4c57-8df3-90888992db8d,c3,c5,27,p2,?,surb={'id': '96c008a1-c587-492a-a4a0-5b2e18d9aca2', 'route': ['p2', 'e6', 'i1', 'x12', 'p3', 'c3']}
1769483156.9014688,RECEIVED,f76a5c5b-b515-4fd0-908d-f54a306ebd5b,c5f8949b-3603-44c9-854b-cffe34f1f3d7,c4,c5,26,p2,?,surb={'id': 'b900c3d5-0ab9-4b36-9dcc-12f8a0315fe4', 'route': ['p2', 'e12', 'i6', 'x1', 'p1', 'c4']}
1769483157.1072834,RECEIVED,f5d27e7b-790a-46da-90a7-a600884e8716,7719232e-a6fb-48ef-a6f6-8e88f7a850e7,c4,c5,26,p2,?,surb={'id': '51156ca4-c005-4172-9c52-06e0499b4447', 'route': ['p2', 'e7', 'i1', 'x4', 'p1', 'c4']}
1769483157.3002,SENT,6c039430-1cd6-4e9e-8f20-7481c0620c98,2e908b22-7a63-4563-80f6-afabbaaee9fc,c5,c3,3380,?,p2,
1769483157.3003323,CREATED,eff1f5d3-61d3-4a91-9df8-a67ff1d36fe5,8c4f9057-44be-4b31-88b9-e4eb51cc19a1,c5,c3,27,?,?,surb={'id': '2d223c6b-6202-4972-96c3-ad66df380064', 'route': ['p3', 'e9', 'i7', 'x12', 'p2', 'c5']}
1769483157.3950963,RECEIVED,ca775e10-b496-4a70-8197-894b9070e465,c5f8949b-3603-44c9-854b-cffe34f1f3d7,c4,c5,26,p2,?,surb={'id': 'b900c3d5-0ab9-4b36-9dcc-12f8a0315fe4', 'route': ['p2', 'e12', 'i6', 'x1', 'p1', 'c4']}
1769483157.5117028,RECEIVED,bca187a9-a359-401d-9e0e-10163fd574b7,3882075d-854f-45b4-bc1d-52653a4e1bec,c1,c5,26,p2,?,surb={'id': '2420ebaf-57d5-4b7f-9719-da2d4d58722c', 'route': ['p2', 'e1', 'i7', 'x3', 'p1', 'c1']}
1769483157.5529094,RECEIVED,aecd9670-fc1e-4458-a1b5-f439210a7eb4,7a703beb-f4d9-4c57-8df3-90888992db8d,c3,c5,27,p2,?,surb={'id': '96c008a1-c587-492a-a4a0-5b2e18d9aca2', 'route': ['p2', 'e6', 'i1', 'x12', 'p3', 'c3']}
1769483157.5629833,SENT,aef4c147-4376-497c-8ce9-52fa4ce5e084,2785aacd-e494-4921-8015-f2ac27c2c11f,c5,c3,3365,?,p2,
1769483157.5631766,CREATED,813c2aac-4bc1-4cf7-9571-47b8e5aa2071,1947c5a4-1282-4c58-aa56-b931c55a93e6,c5,c3,27,?,?,surb={'id': 'f5ff2693-a2c1-45fa-b227-58adf68dd4f8', 'route': ['p3', 'e1', 'i8', 'x1', 'p2', 'c5']}
1769483157.6734648,SENT,39a698b0-737b-4d35-aed2-feb78f93d0c4,8096f3d8-e0fc-4293-a5bd-74fa6f738ebd,c5,c3,3379,?,p2,
1769483157.6736007,CREATED,5746d7da-a3c8-41af-839f-42dcfd0d748f,1947c5a4-1282-4c58-aa56-b931c55a93e6,c5,c3,27,?,?,surb={'id': 'f5ff2693-a2c1-45fa-b227-58adf68dd4f8', 'route': ['p3', 'e1', 'i8', 'x1', 'p2', 'c5']}
1769483157.730221,SENT,3fcb2418-d25d-4c07-9cce-e63a71354410,5724c56a-91bf-40f8-a9df-80db1cc40348,c5,c3,3387,?,p2,
1769483157.7303681,CREATED,af2e51b3-c0a0-4c48-ae23-33e263f31241,16d8a218-50ff-432f-afdf-c42197f47a5e,c5,c3,27,?,?,surb={'id': 'fcdeb1e0-c35a-4f1d-9778-44f5b69e1442', 'route': ['p3', 'e7', 'i2', 'x8', 'p2', 'c5']}
1769483157.7640913,RECEIVED,46ac6244-c0ea-4867-b14c-5c905eaaf571,7719232e-a6fb-48ef-a6f6-8e88f7a850e7,c4,c5,26,p2,?,surb={'id': '51156ca4-c005-4172-9c52-06e0499b4447', 'route': ['p2', 'e7', 'i1', 'x4', 'p1', 'c4']}
1769483157.8309808,SENT,2fda7305-1343-4792-a09e-214bae108c27,4dbf3bdf-a414-41d5-bd60-2c4c6a8424ff,c5,c3,3384,?,p2,
1769483157.831146,CREATED,b4637bd9-7d15-4bff-9c46-6394b2fac188,16d8a218-50ff-432f-afdf-c42197f47a5e,c5,c3,27,?,?,surb={'id': 'fcdeb1e0-c35a-4f1d-9778-44f5b69e1442', 'route': ['p3', 'e7', 'i2', 'x8', 'p2', 'c5']}
1769483157.970141,RECEIVED,ea9544fa-2f4d-4a6f-b0bc-c4495620cb76,ade41b38-f917-44b2-8dca-c6ffac8f7a78,c1,c5,26,p2,?,surb={'id': 'c68ff592-308f-4bd0-b96f-34e493ac502b', 'route': ['p2', 'e9', 'i6', 'x1', 'p1', 'c1']}
1769483157.9806237,RECEIVED,85c5237c-a203-409c-8064-b892f24192da,55245191-6da8-4cac-8ae0-fd807f70ef1b,c4,c5,26,p2,?,surb={'id': '20cb7671-bbb1-4d26-9f28-d0da02408556', 'route': ['p2', 'e11', 'i8', 'x5', 'p1', 'c4']}
1769483157.988323,SENT,00821b5b-5992-4060-a540-3e41fe33c713,b40e6cf8-e1da-445d-ac99-f33114c90d5f,c5,c3,3379,?,p2,
1769483157.9884498,CREATED,f6611c0a-a583-4c6f-a181-100b710930a3,5f14fd85-cd79-4978-826c-33db3ec641bf,c5,c3,27,?,?,surb={'id': 'd96c8107-8270-4d6a-b94c-447ad567049b', 'route': ['p3', 'e1', 'i10', 'x3', 'p2', 'c5']}
1769483158.0616791,RECEIVED,8e86db30-1ac8-4b99-824d-717cabb0f605,153208da-277f-4918-b866-50b0942a0064,c3,c5,27,p2,?,surb={'id': '375b8263-6d6b-4cb9-bbd4-f8240f2ddbdd', 'route': ['p2', 'e7', 'i1', 'x4', 'p3', 'c3']}
1769483158.0734017,RECEIVED,29320567-e13b-4253-b088-008ff37c8a55,ade41b38-f917-44b2-8dca-c6ffac8f7a78,c1,c5,26,p2,?,surb={'id': 'c68ff592-308f-4bd0-b96f-34e493ac502b', 'route': ['p2', 'e9', 'i6', 'x1', 'p1', 'c1']}
1769483158.1012797,SENT,0d89240a-8231-4b01-a318-81f2f92f4c54,10f027c9-6699-4ff1-9caa-bbd02a43daeb,c5,c3,3384,?,p2,
1769483158.1014342,CREATED,64cc03df-e0d0-4a6f-88cc-cedacd7e4235,5f14fd85-cd79-4978-826c-33db3ec641bf,c5,c3,27,?,?,surb={'id': 'd96c8107-8270-4d6a-b94c-447ad567049b', 'route': ['p3', 'e1', 'i10', 'x3', 'p2', 'c5']}
1769483158.1759233,RECEIVED,5e2284df-55db-40bb-aad4-1bd014d69f94,b49c4c9e-37f4-4a4a-ae4f-90472802ebef,c3,c5,26,p2,?,surb={'id': 'aa528863-b01f-42a7-880d-b472e44ebfdf', 'route': ['p2', 'e6', 'i5', 'x6', 'p3', 'c3']}
1769483158.2236376,SENT,5621d97f-1e70-4e03-8c43-9969aea04f48,80bbd547-e41c-4387-bc52-28c7d22b149c,c5,c3,3376,?,p2,
1769483158.2237885,CREATED,f95f9997-a004-474e-b280-d7d920c92517,9aff03b0-6d13-4a80-af13-c7da6a389960,c5,c3,26,?,?,surb={'id': '8e1a95c7-a2e1-4d2f-8d9c-0c47f14dcebd', 'route': ['p3', 'e10', 'i3', 'x4', 'p2', 'c5']}
1769483158.4648323,RECEIVED,e17bba4d-157b-42e3-a6f9-8fb1bbb624b4,55245191-6da8-4cac-8ae0-fd807f70ef1b,c4,c5,26,p2,?,surb={'id': '20cb7671-bbb1-4d26-9f28-d0da02408556', 'route': ['p2', 'e11', 'i8', 'x5', 'p1', 'c4']}
1769483158.476852,SENT,7649f413-1ad3-4037-9299-a037a8f82dd7,8053f40e-7ae4-4451-ad8b-63f4440e5ca8,c5,c3,3372,?,p2,
1769483158.4769945,CREATED,e7297a83-b4ed-4bf6-9d91-acbadf412254,9aff03b0-6d13-4a80-af13-c7da6a389960,c5,c3,26,?,?,surb={'id': '8e1a95c7-a2e1-4d2f-8d9c-0c47f14dcebd', 'route': ['p3', 'e10', 'i3', 'x4', 'p2', 'c5']}
1769483158.5338976,SENT,d6d185ea-67ae-472a-8ad3-072b8884af48,88a7a90c-1282-4ecc-9d51-dd01e4430368,c5,c3,3362,?,p2,
1769483158.5340395,CREATED,066af469-fa84-4afa-ac99-8f96b3d8a15d,ce4a2e36-2982-4582-b4ed-a463bd44f929,c5,c3,27,?,?,surb={'id': 'ae0087c8-5fd4-41de-868e-cccf6e9c0f34', 'route': ['p3', 'e1', 'i3', 'x4', 'p2', 'c5']}
1769483158.6454716,RECEIVED,511e7cba-20b1-4c73-bb5d-d46088811e21,d70f35ed-f08e-4834-b789-e364a35f2208,c4,c5,27,p2,?,surb={'id': 'aff97629-bb72-411e-a8c3-bf1bcee1bc61', 'route': ['p2', 'e10', 'i12', 'x1', 'p1', 'c4']}
1769483158.6592216,SENT,4cbcc764-422b-4590-adae-361d9bcf963f,57f78e6f-7f66-4792-8124-ae3de3015ddb,c5,c3,3359,?,p2,
1769483158.6593828,CREATED,06b92460-54d5-4796-89b4-13d29e08fdef,ce4a2e36-2982-4582-b4ed-a463bd44f929,c5,c3,27,?,?,surb={'id': 'ae0087c8-5fd4-41de-868e-cccf6e9c0f34', 'route': ['p3', 'e1', 'i3', 'x4', 'p2', 'c5']}
1769483158.798633,SENT,575cbfbd-dfee-4548-bd9a-f68c7b923c9e,a185c318-1ac1-4cea-8b52-fe04dba44c25,c5,c3,3363,?,p2,
1769483158.798783,CREATED,656b41e5-72bf-4ba3-96fe-7cac1479a86e,06452eb6-7865-40c4-a4ad-2a804a5f0e11,c5,c3,27,?,?,surb={'id': '2058185d-a272-4f87-b490-a70d03a456d0', 'route': ['p3', 'e9', 'i1', 'x12', 'p2', 'c5']}
1769483158.8235607,RECEIVED,6c1ce82f-97e7-43f1-978f-7532239d6eb1,4f17febb-ad4d-4c9c-9f40-cab016aea343,c1,c5,27,p2,?,surb={'id': 'd01093ec-5daa-4fb8-9e6e-7ef3b78607e3', 'route': ['p2', 'e1', 'i12', 'x7', 'p1', 'c1']}
1769483159.0105143,RECEIVED,07ddfafe-7127-4920-8472-d291e5a2857e,b6730098-209e-4ab8-8307-68b609a78887,c4,c5,27,p2,?,surb={'id': '825503fd-2b97-4021-88c2-01b64bfb095d', 'route': ['p2', 'e9', 'i7', 'x12', 'p1', 'c4']}
1769483159.066457,RECEIVED,c875a426-9b3a-4be2-910e-ffeebd0a6254,af10459f-e27c-4665-bfed-3e5705071045,c3,c5,26,p2,?,surb={'id': '9b2556dc-84ce-473a-9ac6-f70fa0238cb6', 'route': ['p2', 'e5', 'i2', 'x5', 'p3', 'c3']}
1769483159.1160212,RECEIVED,ab9936f7-d8cd-4258-b3f9-dd8ccb39d960,547d6685-3f92-4010-9838-bd9206e45421,c1,c5,27,p2,?,surb={'id': '3114080e-b19f-45ed-9e53-1bc7cb61bcdb', 'route': ['p2', 'e11', 'i1', 'x7', 'p1', 'c1']}
1769483159.121652,SENT,392832e3-533a-4567-b52c-f825d4d1a76b,800f862f-e88a-465c-8585-9628bdc22952,c5,c3,3400,?,p2,
1769483159.1218023,CREATED,ab5bda0d-58ef-4013-984b-52c5164b2764,06452eb6-7865-40c4-a4ad-2a804a5f0e11,c5,c3,27,?,?,surb={'id': '2058185d-a272-4f87-b490-a70d03a456d0', 'route': ['p3', 'e9', 'i1', 'x12', 'p2', 'c5']}
1769483159.1357737,RECEIVED,8d5a623a-5e4d-4299-98cf-6735f0968220,41c646f8-baeb-446e-bdfc-4d1e201facd4,c1,c5,27,p2,?,surb={'id': 'c51aa549-ffbd-41f0-acd5-184d54b79043', 'route': ['p2', 'e7', 'i6', 'x8', 'p1', 'c1']}
1769483159.2107384,SENT,f9d84f02-6eb0-44e6-a077-f80b70b4a697,f2e6b5c0-faac-45d9-abab-343c363c78d2,c5,c3,3359,?,p2,
1769483159.2108383,CREATED,a219cbd5-1bcf-43a6-a3d8-1ad216e4bcea,23cf4348-5a7c-499e-92f5-16e7c76a2c28,c5,c3,27,?,?,surb={'id': '91dc4995-eb58-4021-9a77-b9b2282911f0', 'route': ['p3', 'e2', 'i11', 'x3', 'p2', 'c5']}
1769483159.2173548,SENT,fe54b495-3fc4-45fd-b165-3d56e4692fde,acdccfbe-36a2-48cd-afce-643872bd4b7f,c5,c3,3387,?,p2,
1769483159.217474,CREATED,171d855c-79e4-4930-b3c9-46e45fd00030,23cf4348-5a7c-499e-92f5-16e7c76a2c28,c5,c3,27,?,?,surb={'id': '91dc4995-eb58-4021-9a77-b9b2282911f0', 'route': ['p3', 'e2', 'i11', 'x3', 'p2', 'c5']}
1769483159.3181207,RECEIVED,0539f127-3d57-45a8-9c0c-b506d1329f03,c25840c6-e50b-4700-b022-8adcf5b30b1e,c1,c5,27,p2,?,surb={'id': '7dc3ca56-2c0a-41f2-a8a8-fb52cc4ffbd5', 'route': ['p2', 'e7', 'i7', 'x6', 'p1', 'c1']}
1769483159.5304768,SENT,501ea2a8-bb25-4b25-979a-d6156387bee3,5fbfa72c-5a71-494e-ac40-9830cc73d9c8,c5,c3,3371,?,p2,
1769483159.530631,CREATED,a35e324b-2303-44c6-89d6-85da9cf83e7e,2d41d6f8-d7cd-455a-84aa-91f2d51ad7a8,c5,c3,27,?,?,surb={'id': '60872146-4e7a-42aa-9aa0-766f9de38dcc', 'route': ['p3', 'e3', 'i4', 'x5', 'p2', 'c5']}
1769483159.7243838,SENT,c1f28de7-586b-43f6-b50b-716918447057,1220e7ba-860a-4c18-affe-ef5fac989262,c5,c3,3388,?,p2,
1769483159.7245386,CREATED,a9d034ed-5f13-4b62-a9bc-507ed0c3fdf4,2d41d6f8-d7cd-455a-84aa-91f2d51ad7a8,c5,c3,27,?,?,surb={'id': '60872146-4e7a-42aa-9aa0-766f9de38dcc', 'route': ['p3', 'e3', 'i4', 'x5', 'p2', 'c5']}
1769483159.83433,SENT,c5276adc-1624-447c-a975-e530a666e7d2,b7edb90c-7f9e-4ed2-b937-a5d1391e8921,c5,c3,3385,?,p2,
1769483159.8344812,CREATED,20a93993-f567-44c3-bb76-268119cb9d6f,64f10b50-a030-4a75-831e-df1fed4c84b7,c5,c3,27,?,?,surb={'id': '47697d7a-82ba-4524-9407-d7e525de1293', 'route': ['p3', 'e4', 'i7', 'x4', 'p2', 'c5']}
1769483160.005244,RECEIVED,ec34fd48-951c-49da-934f-60b451821508,41c646f8-baeb-446e-bdfc-4d1e201facd4,c1,c5,27,p2,?,surb={'id': 'c51aa549-ffbd-41f0-acd5-184d54b79043', 'route': ['p2', 'e7', 'i6', 'x8', 'p1', 'c1']}
1769483160.4295995,RECEIVED,83ff23f7-b083-4b00-9c89-b4807e10dad6,b6730098-209e-4ab8-8307-68b609a78887,c4,c5,27,p2,?,surb={'id': '825503fd-2b97-4021-88c2-01b64bfb095d', 'route': ['p2', 'e9', 'i7', 'x12', 'p1', 'c4']}
1769483160.7064624,SENT,a85be660-7f8b-45d1-8370-f92ca10aca4b,0844a948-e9bb-44b1-b7bd-3a2f3ce4215d,c5,c3,3376,?,p2,
1769483160.7066107,CREATED,9f420ea2-5d77-4744-a1a9-0c8cadb88576,64f10b50-a030-4a75-831e-df1fed4c84b7,c5,c3,27,?,?,surb={'id': '47697d7a-82ba-4524-9407-d7e525de1293', 'route': ['p3', 'e4', 'i7', 'x4', 'p2', 'c5']}
1769483160.7612624,SENT,1d796b25-701f-4feb-9ec0-77c7634b0ec6,f8bc5934-3520-4352-b202-adcd0d007abc,c5,c3,3371,?,p2,
1769483160.761412,CREATED,900ff5bd-261d-4af7-af72-d01c603f9c04,b01069bc-ba32-4a12-8ee8-f77c2a867ae5,c5,c3,26,?,?,surb={'id': '58c5552a-f02b-41a9-9d30-629360f2ffee', 'route': ['p3', 'e12', 'i4', 'x6', 'p2', 'c5']}
1769483160.8745334,RECEIVED,9fc312fb-e61a-4a2e-81bd-f1771cf2feaf,59644f42-2869-46f4-af68-004b4ba21075,c3,c5,27,p2,?,surb={'id': '1fd78907-d032-4780-bd1c-9da3b6bb766a', 'route': ['p2', 'e7', 'i9', 'x8', 'p3', 'c3']}
1769483160.9226003,RECEIVED,dd3774a7-40ad-4615-bb47-f1aca8479d79,088060b1-faa3-4452-a244-d55a24e82646,c4,c5,27,p2,?,surb={'id': 'cb80127b-0c2f-4926-a340-0aa461a05752', 'route': ['p2', 'e2', 'i5', 'x3', 'p1', 'c4']}
1769483160.9527593,RECEIVED,5c7e8c66-7844-4ab4-a0bd-537b64c40c60,3e524c84-878e-43df-98a5-a0ce357f285f,c1,c5,26,p2,?,surb={'id': '6020c051-0c74-4b8f-ac4c-31ee391352a1', 'route': ['p2', 'e5', 'i11', 'x7', 'p1', 'c1']}
1769483161.0892024,SENT,04282862-0436-425a-9909-934394f6661b,bfc5846f-b3c5-4d24-8e0d-3bc399cc4405,c5,c3,3364,?,p2,
1769483161.0893173,CREATED,62bf723f-ed16-4a50-99d6-b37dcb971fee,b01069bc-ba32-4a12-8ee8-f77c2a867ae5,c5,c3,26,?,?,surb={'id': '58c5552a-f02b-41a9-9d30-629360f2ffee', 'route': ['p3', 'e12', 'i4', 'x6', 'p2', 'c5']}
1769483161.214173,RECEIVED,6732413b-eac9-46a5-a99d-cc5f6f9126ee,583bf097-734d-42ca-b59a-8f278e1966ea,c3,c5,27,p2,?,surb={'id': 'd423ce34-335c-40f0-a1ad-27ba97795ea1', 'route': ['p2', 'e4', 'i4', 'x6', 'p3', 'c3']}
1769483161.2439396,RECEIVED,9d498465-516b-420a-93ad-25c348a7b588,59644f42-2869-46f4-af68-004b4ba21075,c3,c5,27,p2,?,surb={'id': '1fd78907-d032-4780-bd1c-9da3b6bb766a', 'route': ['p2', 'e7', 'i9', 'x8', 'p3', 'c3']}
1769483161.2899466,SENT,f8f53a99-cb35-4246-93ec-3d6439714b3b,23568319-d612-4d7c-b763-05db7b656222,c5,c3,3391,?,p2,
1769483161.290137,CREATED,984c5959-64d0-4a2b-857d-ebf7f8048f98,2fa292ef-ac16-46c3-912c-93bd64791da7,c5,c3,27,?,?,surb={'id': 'c9f46ab7-b556-42d7-a665-44ac25c9a551', 'route': ['p3', 'e12', 'i1', 'x8', 'p2', 'c5']}
1769483161.6909637,RECEIVED,fc35bd99-97d6-4edf-ad49-3241682cae0c,026542f2-6cee-496c-adc6-591286f727ff,c4,c5,27,p2,?,surb={'id': 'cf54a82c-bc5d-48f4-9ee4-1b5a02fdc2d9', 'route': ['p2', 'e8', 'i2', 'x11', 'p1', 'c4']}
1769483161.9029593,SENT,007ae220-ce82-469c-8939-edafcb340923,4149e268-f184-4277-82a6-6ceed754551c,c5,c3,3357,?,p2,
1769483161.903033,CREATED,8a1c6fdc-728d-49d0-909e-9328f7e85320,2fa292ef-ac16-46c3-912c-93bd64791da7,c5,c3,27,?,?,surb={'id': 'c9f46ab7-b556-42d7-a665-44ac25c9a551', 'route': ['p3', 'e12', 'i1', 'x8', 'p2', 'c5']}
1769483161.9561214,RECEIVED,ab71c548-f3e3-49ef-821c-ffab31ced666,55c685b5-e5ee-4f0b-89b8-85c22a5b62f7,c3,c5,26,p2,?,surb={'id': 'd507c554-87a3-43db-a64d-bf53f0d4e18d', 'route': ['p2', 'e10', 'i10', 'x5', 'p3', 'c3']}
1769483161.9859693,RECEIVED,78ced900-c379-4bbe-8fbd-18ba5280497e,088060b1-faa3-4452-a244-d55a24e82646,c4,c5,27,p2,?,surb={'id': 'cb80127b-0c2f-4926-a340-0aa461a05752', 'route': ['p2', 'e2', 'i5', 'x3', 'p1', 'c4']}
1769483162.0189621,SENT,e82b09c4-690b-4d3d-9730-e83634ae1530,8a7983d0-1708-4b41-806c-646426fa5e53,c5,c3,3393,?,p2,
1769483162.019105,CREATED,601a0d42-b98f-44a6-9705-93ef4531aa6a,e4d9fd23-c2b1-4aaa-a2b5-1aa9520b7085,c5,c3,26,?,?,surb={'id': '53f2d93b-801d-48e3-b813-3519b8b32348', 'route': ['p3', 'e10', 'i10', 'x1', 'p2', 'c5']}
1769483162.1484637,RECEIVED,8df0195a-4561-4b57-bfe8-f7c91b64749b,b49c4c9e-37f4-4a4a-ae4f-90472802ebef,c3,c5,26,p2,?,surb={'id': 'aa528863-b01f-42a7-880d-b472e44ebfdf', 'route': ['p2', 'e6', 'i5', 'x6', 'p3', 'c3']}
1769483162.1830003,RECEIVED,b405aff2-8e6c-4772-ad31-6a26061c63cc,3e524c84-878e-43df-98a5-a0ce357f285f,c1,c5,26,p2,?,surb={'id': '6020c051-0c74-4b8f-ac4c-31ee391352a1', 'route': ['p2', 'e5', 'i11', 'x7', 'p1', 'c1']}
1769483162.2175493,RECEIVED,cfa3f695-e838-463f-bbd3-a96281c714b1,6cf21cdc-e51a-4546-a580-f002c3ed4cdf,c1,c5,26,p2,?,surb={'id': 'db0f5c2b-73c4-4191-a2d5-659de84be7f3', 'route': ['p2', 'e1', 'i8', 'x5', 'p1', 'c1']}
1769483162.3088007,SENT,57b2c736-2364-4e26-a0cb-0520115b7eec,7dbec5fe-ffd3-49bf-8f93-9eb29b9f6f9a,c5,c3,3395,?,p2,
1769483162.3089225,CREATED,919820d9-bbe3-4397-ad0e-9281e75b1269,e4d9fd23-c2b1-4aaa-a2b5-1aa9520b7085,c5,c3,26,?,?,surb={'id': '53f2d93b-801d-48e3-b813-3519b8b32348', 'route': ['p3', 'e10', 'i10', 'x1', 'p2', 'c5']}
1769483162.3209968,RECEIVED,887c3847-97fb-43f6-8925-ad1f9055ad81,026542f2-6cee-496c-adc6-591286f727ff,c4,c5,27,p2,?,surb={'id': 'cf54a82c-bc5d-48f4-9ee4-1b5a02fdc2d9', 'route': ['p2', 'e8', 'i2', 'x11', 'p1', 'c4']}
1769483162.4376583,RECEIVED,ce3d0779-098e-4628-9c56-4e10ea7373e4,c25840c6-e50b-4700-b022-8adcf5b30b1e,c1,c5,27,p2,?,surb={'id': '7dc3ca56-2c0a-41f2-a8a8-fb52cc4ffbd5', 'route': ['p2', 'e7', 'i7', 'x6', 'p1', 'c1']}
1769483162.4629111,SENT,fffbe41a-7ec1-4af7-84e8-2ed2905ca17a,3cf05191-07f1-4846-9fbd-8f43d4e8c549,c5,c3,3376,?,p2,
1769483162.4630923,CREATED,ca3b76cf-c65d-48fb-b3e0-6752a1557819,749f5c2b-32e5-46b2-ba47-53fa735bc4fe,c5,c3,27,?,?,surb={'id': '09974e41-afce-4ff7-b297-02d5255c25cc', 'route': ['p3', 'e5', 'i3', 'x10', 'p2', 'c5']}
1769483162.61947,SENT,5a280cd1-60cc-482e-a3ff-feefcedf9e00,ef438d93-157e-48ef-80e2-84df94f8d07f,c5,c3,3397,?,p2,
