timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769482742.008119,SENT,f47fdb35-29a5-4426-b81d-244187dc1213,4d04bf04-e82e-49d6-a193-862eb56b4a47,c3,DROP,2040,?,p3,
1769482742.00826,CREATED,6f342a7c-32b4-419c-b997-350811f82168,daa47165-85e7-4d54-b47b-9237bd2f35fd,c3,DROP,27,?,?,
1769482742.8998675,SENT,0f3b4d2e-39fb-4769-9086-d0c17689630f,af9a8dce-0b0c-459b-a5dc-c8d212384f04,c3,c5,3377,?,p3,
1769482742.9000175,CREATED,a6d8b16c-b63b-4b2c-b39d-60638ca159c0,44e35ce7-3410-4d59-9380-ad85fd9e5de5,c3,c5,27,?,?,surb={'id': '2ad45f1a-c42c-42d9-a80c-811c1700b907', 'route': ['p2', 'e8', 'i1', 'x4', 'p3', 'c3']}
1769482755.4784083,SENT,f9cb2ad1-b557-4515-9b3c-af9836a31d83,dd914da7-6bd6-430b-b99c-e9c7b69f8957,c3,c5,3384,?,p3,
1769482755.4785526,CREATED,d35ab49c-08ab-439b-9d15-03c87dc63a82,2a9e3d44-c3dc-4cc9-88c4-2836a1b3ad39,c3,c5,26,?,?,surb={'id': 'e130b4c0-7f0a-4ff7-803e-3b0c4db2598c', 'route': ['p2', 'e3', 'i7', 'x4', 'p3', 'c3']}
1769482755.6248367,RECEIVED,c506da8a-f0cc-494d-87d6-46ba54218278,547aa11b-03e9-4ae1-a8af-e0075c770b06,c5,c3,27,p3,?,surb={'id': '995438ff-cdc0-42d4-90bb-349284e68256', 'route': ['p3', 'e5', 'i10', 'x12', 'p2', 'c5']}
1769482755.6525085,SENT,2c730522-da8d-4c2b-8f47-d7449a3b939d,c86a40a2-fbcc-4cd5-b000-977ad2a7e2aa,c3,c5,3380,?,p3,
1769482755.6526558,CREATED,ea9e7dd2-f590-46dc-bb0a-5b550318255c,2a9e3d44-c3dc-4cc9-88c4-2836a1b3ad39,c3,c5,26,?,?,surb={'id': 'e130b4c0-7f0a-4ff7-803e-3b0c4db2598c', 'route': ['p2', 'e3', 'i7', 'x4', 'p3', 'c3']}
1769482755.8116128,SENT,49d8c962-c23c-4be6-9134-2bbb24b32ba8,2c7fabc1-6576-4483-a617-23d6008530b8,c3,c5,3360,?,p3,
1769482755.811763,CREATED,4cbb67bf-8923-4d38-aa9d-f2e4f78fa70f,3b7bfe12-db01-4cf0-b246-9fc6a6e6b518,c3,c5,27,?,?,surb={'id': '5c4c73ce-8abb-4d45-aedf-dfb47a155563', 'route': ['p2', 'e8', 'i7', 'x2', 'p3', 'c3']}
1769482755.8356946,RECEIVED,a4bdd84a-49c0-42e0-b1a3-80b4b7676bda,00962958-910c-441c-99e8-b237e0db3031,c5,c3,27,p3,?,surb={'id': 'a4b2da7a-c7aa-42c8-8033-d923c81bf50a', 'route': ['p3', 'e1', 'i3', 'x5', 'p2', 'c5']}
1769482755.9144142,SENT,72760bf4-88d7-46b9-88dc-528370959df1,01f6c114-3917-48c7-b95f-64fe3010276a,c3,c5,3384,?,p3,
1769482755.9145625,CREATED,eb048281-d528-4138-a38c-6d0f6d474442,3b7bfe12-db01-4cf0-b246-9fc6a6e6b518,c3,c5,27,?,?,surb={'id': '5c4c73ce-8abb-4d45-aedf-dfb47a155563', 'route': ['p2', 'e8', 'i7', 'x2', 'p3', 'c3']}
1769482755.9598498,SENT,7d4dddae-fda1-4272-a0e2-9659e94aa8a2,bcb303c6-a9db-4903-8163-13dbe053ec02,c3,c5,3397,?,p3,
1769482755.9600003,CREATED,3fd25cd9-49e3-4ddf-a18a-957534b9af85,dab1f2f1-7e5b-44e1-904e-fb09e58058bf,c3,c5,27,?,?,surb={'id': '7bb207c1-69c1-433e-999a-545e276c70e2', 'route': ['p2', 'e12', 'i11', 'x9', 'p3', 'c3']}
1769482756.0122237,RECEIVED,fadf8829-d86c-4b5d-a42b-8e03176574d3,6c01d0b9-2ad5-4f6e-9d74-7fa67f6f2a8f,c5,c3,27,p3,?,surb={'id': '2ece219c-1eb4-4089-b8e0-ae675367865f', 'route': ['p3', 'e5', 'i9', 'x3', 'p2', 'c5']}
1769482756.2555397,RECEIVED,97be8078-2de1-4b6e-82f5-93307caf0e03,31de8c1d-85db-4623-abe1-e02518c93c36,c5,c3,27,p3,?,surb={'id': '6582079d-6551-4328-8dc3-67361b2d4f5b', 'route': ['p3', 'e6', 'i3', 'x11', 'p2', 'c5']}
1769482756.3303697,SENT,2e1d68eb-6c12-4633-9206-e214ab8462ff,38b1cc74-a4ed-4b7b-9b76-de652d290c36,c3,c5,3392,?,p3,
1769482756.330517,CREATED,7ed0d196-785f-4f9b-8cde-cfe911d680aa,dab1f2f1-7e5b-44e1-904e-fb09e58058bf,c3,c5,27,?,?,surb={'id': '7bb207c1-69c1-433e-999a-545e276c70e2', 'route': ['p2', 'e12', 'i11', 'x9', 'p3', 'c3']}
1769482756.9348073,SENT,c8856658-201f-413e-91ab-4137b983d171,ae60adf0-55cb-44ad-9bdb-78565130a552,c3,c5,3404,?,p3,
1769482756.9349473,CREATED,e8790f97-ca34-46f5-99d3-3d01155e6f83,ac0de6fd-c6be-4f33-aae2-67df3fceb8e1,c3,c5,27,?,?,surb={'id': 'f1d04a3b-fc62-4e8c-bb25-55d4b1f63384', 'route': ['p2', 'e3', 'i11', 'x6', 'p3', 'c3']}
1769482757.0094435,RECEIVED,43798fd3-1337-44a5-bfe8-576eba14fbe0,00962958-910c-441c-99e8-b237e0db3031,c5,c3,27,p3,?,surb={'id': 'a4b2da7a-c7aa-42c8-8033-d923c81bf50a', 'route': ['p3', 'e1', 'i3', 'x5', 'p2', 'c5']}
1769482757.1070218,RECEIVED,2f9a4ea8-d5d4-4f5d-817d-584ae0fd589e,7ecf0787-edf3-4ea7-96d2-c40302d949ce,c5,c3,27,p3,?,surb={'id': 'b11d7338-c555-41c6-a016-ca3feda6ecd8', 'route': ['p3', 'e7', 'i11', 'x10', 'p2', 'c5']}
1769482757.235826,SENT,b8ae5d46-7cf1-4c92-b45a-e995623dd39b,445cf8ca-1c53-4ef8-ba94-8dd1db730bc6,c3,c5,3399,?,p3,
1769482757.2359653,CREATED,635009ad-830a-44c7-9fb2-9006c573ccfa,ac0de6fd-c6be-4f33-aae2-67df3fceb8e1,c3,c5,27,?,?,surb={'id': 'f1d04a3b-fc62-4e8c-bb25-55d4b1f63384', 'route': ['p2', 'e3', 'i11', 'x6', 'p3', 'c3']}
1769482757.576204,SENT,c1ce02c3-b00f-46c0-bd2e-8f2d3d3293e4,04376691-3a74-4048-af2b-4effd12a6b63,c3,c5,3364,?,p3,
1769482757.5763552,CREATED,d74d035a-f23d-4f7a-9052-f11ea8905394,be6ddf07-fabb-47ee-a68e-9d034abd9028,c3,c5,27,?,?,surb={'id': '46747506-e2e6-4081-9fcf-070df48c32e6', 'route': ['p2', 'e9', 'i7', 'x5', 'p3', 'c3']}
1769482757.8248875,RECEIVED,a08cbff4-6f44-41d2-ab08-85b82baad594,7ecf0787-edf3-4ea7-96d2-c40302d949ce,c5,c3,27,p3,?,surb={'id': 'b11d7338-c555-41c6-a016-ca3feda6ecd8', 'route': ['p3', 'e7', 'i11', 'x10', 'p2', 'c5']}
1769482757.9566004,RECEIVED,4de5d408-c192-4408-be9c-8cb85858d493,7f037a2e-d0a0-413f-a83d-5f9697f547ad,c5,c3,27,p3,?,surb={'id': '26b7e937-4540-4edf-9310-b4b9d7d4984d', 'route': ['p3', 'e6', 'i9', 'x1', 'p2', 'c5']}
1769482757.9817405,RECEIVED,8798049c-b07c-4074-8743-416773f0648c,66452459-9ca8-470b-898e-774f6519f0e2,c5,c3,27,p3,?,surb={'id': '336c1306-f03b-46ed-b1cb-970802cda4a8', 'route': ['p3', 'e8', 'i5', 'x8', 'p2', 'c5']}
1769482758.0701268,SENT,86fa639d-e965-4c76-8c3b-215343b98341,2f7372d8-91a0-4a03-818d-997e741cfc0f,c3,c5,3381,?,p3,
1769482758.0702782,CREATED,f83bfdda-551d-4d1e-b084-b6f65b04609a,be6ddf07-fabb-47ee-a68e-9d034abd9028,c3,c5,27,?,?,surb={'id': '46747506-e2e6-4081-9fcf-070df48c32e6', 'route': ['p2', 'e9', 'i7', 'x5', 'p3', 'c3']}
1769482758.263617,SENT,1dde0161-2163-43ce-8329-692160e89b6a,e4829ee8-ac61-4d2d-b39c-454379932afc,c3,c5,3376,?,p3,
1769482758.2637732,CREATED,d6d5ff5c-9834-4bf3-a81c-aa3c0e4cdb41,61efd08a-4f97-43cd-b954-730de131d1c2,c3,c5,26,?,?,surb={'id': 'b14364bc-9dc9-4e36-95df-b94b35bd58b1', 'route': ['p2', 'e7', 'i6', 'x11', 'p3', 'c3']}
1769482758.4664328,RECEIVED,bb4bed1a-6e54-484c-9da7-7944acb712df,7f037a2e-d0a0-413f-a83d-5f9697f547ad,c5,c3,27,p3,?,surb={'id': '26b7e937-4540-4edf-9310-b4b9d7d4984d', 'route': ['p3', 'e6', 'i9', 'x1', 'p2', 'c5']}
1769482758.608838,SENT,550bb5fc-2791-42fc-84cc-e133689e4a08,eab7d646-1d8f-4897-ac99-2d3f84572217,c3,c5,3389,?,p3,
1769482758.6089659,CREATED,d2602661-8be0-46bb-b893-154f65d9e819,61efd08a-4f97-43cd-b954-730de131d1c2,c3,c5,26,?,?,surb={'id': 'b14364bc-9dc9-4e36-95df-b94b35bd58b1', 'route': ['p2', 'e7', 'i6', 'x11', 'p3', 'c3']}
1769482758.6888025,SENT,e0f083e0-70e8-4365-8d43-02c83546fa44,99f9115b-7d5e-45fd-aa95-8628efd60ba3,c3,c5,3379,?,p3,
1769482758.6889484,CREATED,4fd4e95e-2d27-4ca7-8a89-5bc77a212f23,6032bd17-fb43-4be7-953d-5b03940da450,c3,c5,27,?,?,surb={'id': '0507e799-996d-44e9-b126-b9b7b2eb53f7', 'route': ['p2', 'e10', 'i5', 'x6', 'p3', 'c3']}
1769482758.863102,RECEIVED,9a8f217b-d0bf-42c6-998e-501f80724b93,706c51c7-6e84-4b58-9e30-f04d3b62ee46,c5,c3,27,p3,?,surb={'id': 'eeb5cad3-67c0-48ea-9ff0-2602b84e5367', 'route': ['p3', 'e6', 'i11', 'x6', 'p2', 'c5']}
1769482758.9643745,RECEIVED,864a87c5-4485-4d96-9fae-6520b9cab49b,66452459-9ca8-470b-898e-774f6519f0e2,c5,c3,27,p3,?,surb={'id': '336c1306-f03b-46ed-b1cb-970802cda4a8', 'route': ['p3', 'e8', 'i5', 'x8', 'p2', 'c5']}
1769482759.0495243,SENT,e5cd04b8-d831-4705-8296-9f4708e585d6,771a3130-4185-448b-b927-0cf39c14fd98,c3,c5,3375,?,p3,
1769482759.0495872,CREATED,3ccf1f68-e3c4-4008-83b9-c906ec398eb8,6032bd17-fb43-4be7-953d-5b03940da450,c3,c5,27,?,?,surb={'id': '0507e799-996d-44e9-b126-b9b7b2eb53f7', 'route': ['p2', 'e10', 'i5', 'x6', 'p3', 'c3']}
1769482759.6565864,SENT,51524045-b1f8-43c7-8d0f-7f8e1ce7f0b9,03ad62c7-247e-4db2-89c0-4f6bd7d39478,c3,c5,3359,?,p3,
1769482759.656735,CREATED,e9ae6c96-ef6f-4ba3-9f9e-491877115462,8eb1d0cf-24d0-426a-82b4-a7dcb818e7a3,c3,c5,27,?,?,surb={'id': 'fa291aaf-dfc6-4f5f-8858-82c54ccda9e3', 'route': ['p2', 'e6', 'i4', 'x7', 'p3', 'c3']}
1769482759.7994394,RECEIVED,2d023b12-cfc3-433e-862d-328c68458b99,31de8c1d-85db-4623-abe1-e02518c93c36,c5,c3,27,p3,?,surb={'id': '6582079d-6551-4328-8dc3-67361b2d4f5b', 'route': ['p3', 'e6', 'i3', 'x11', 'p2', 'c5']}
1769482760.048859,SENT,62d95c83-4479-4bf2-a41e-304fe503d1c0,792e8798-7e53-44fb-bfb6-b119ec86ceed,c3,c5,3384,?,p3,
1769482760.0490005,CREATED,821a27be-a8d1-4c21-9ab2-a5ef75d424dd,8eb1d0cf-24d0-426a-82b4-a7dcb818e7a3,c3,c5,27,?,?,surb={'id': 'fa291aaf-dfc6-4f5f-8858-82c54ccda9e3', 'route': ['p2', 'e6', 'i4', 'x7', 'p3', 'c3']}
1769482760.066358,SENT,d37e708b-1425-4d44-a4f2-93deabe5a25b,e0c368c3-36c1-4baa-898e-43910e59cdb5,c3,c5,3368,?,p3,
1769482760.0665147,CREATED,8c6011c2-ffa0-458a-b092-b4aff2936b94,dfcded61-b587-4e94-bfb8-542177ad6d75,c3,c5,27,?,?,surb={'id': '2a69036d-e32f-4aee-aaef-3abd4951c674', 'route': ['p2', 'e1', 'i10', 'x1', 'p3', 'c3']}
1769482760.0866094,SENT,6511a458-1483-478c-9e93-49652aad41e9,d59cd0ae-3699-4490-be33-e1a6b14127f9,c3,c5,3359,?,p3,
1769482760.087014,CREATED,6c75a4a7-a2f3-4dcc-9687-faad6ad81659,dfcded61-b587-4e94-bfb8-542177ad6d75,c3,c5,27,?,?,surb={'id': '2a69036d-e32f-4aee-aaef-3abd4951c674', 'route': ['p2', 'e1', 'i10', 'x1', 'p3', 'c3']}
1769482760.1916406,RECEIVED,dab5f0c7-2c56-45d2-8531-dff30b1efac3,ee44b105-e15c-4157-b106-671ebee2f5a4,c5,c3,26,p3,?,surb={'id': 'a8a9b436-7cd3-4bbd-8b5d-0dd246b3e197', 'route': ['p3', 'e12', 'i6', 'x12', 'p2', 'c5']}
1769482760.4793692,SENT,9d71cb42-119d-48b3-9ba3-d21e41156965,1035978e-7a16-4d66-a2c4-ca44dfe7f106,c3,c5,3351,?,p3,
1769482760.4795187,CREATED,0c4e848f-dd28-48a8-82db-a19cf39b872e,544786c3-1941-4f15-b826-a303e8712125,c3,c5,24,?,?,surb={'id': 'cef4f20a-700b-4c33-bb21-5b8522c7873b', 'route': ['p2', 'e6', 'i9', 'x3', 'p3', 'c3']}
1769482760.513334,SENT,ecff239d-de6d-49dc-a959-89ebf5a021f5,82b7e033-b3eb-4bbf-bfb6-2a29d719578f,c3,c5,3355,?,p3,
1769482760.514146,CREATED,79c2df66-d7e6-4c2c-8b38-a475c8fc348a,544786c3-1941-4f15-b826-a303e8712125,c3,c5,24,?,?,surb={'id': 'cef4f20a-700b-4c33-bb21-5b8522c7873b', 'route': ['p2', 'e6', 'i9', 'x3', 'p3', 'c3']}
1769482760.8554542,SENT,c53c0196-a0bf-400a-a0aa-6b9124a00c30,b3eaee30-be0e-480c-95ea-f91b97eb0116,c3,c5,3396,?,p3,
1769482760.8556013,CREATED,5b49c707-cf92-4e47-88fa-08f472be7227,1727ee4e-80fa-43fb-a6f7-d5c1a5763626,c3,c5,27,?,?,surb={'id': '2300f9a9-d4b7-4f03-8f56-97da7dc51dd5', 'route': ['p2', 'e11', 'i3', 'x11', 'p3', 'c3']}
1769482760.8798425,RECEIVED,d7cbc1a0-7606-40ef-8c18-3ba0246473e9,ee44b105-e15c-4157-b106-671ebee2f5a4,c5,c3,26,p3,?,surb={'id': 'a8a9b436-7cd3-4bbd-8b5d-0dd246b3e197', 'route': ['p3', 'e12', 'i6', 'x12', 'p2', 'c5']}
1769482760.9557042,SENT,8c2d7583-56ab-4d7d-b1e7-89da6c65a443,15fa8ea1-9dce-4bbc-9c74-f38f8e677295,c3,c5,3397,?,p3,
1769482760.955854,CREATED,ed84d816-ae85-4e16-b345-054d5406b926,1727ee4e-80fa-43fb-a6f7-d5c1a5763626,c3,c5,27,?,?,surb={'id': '2300f9a9-d4b7-4f03-8f56-97da7dc51dd5', 'route': ['p2', 'e11', 'i3', 'x11', 'p3', 'c3']}
1769482761.1147206,SENT,8efe798e-3e4e-4851-a110-9cde8c005d6b,2e600af9-5df3-463d-a96d-0d5070cd39df,c3,c5,3380,?,p3,
1769482761.1148863,CREATED,4aabe936-c50a-461c-9552-051ce15d0924,06602266-b8e9-4193-b57a-8281b40f1188,c3,c5,26,?,?,surb={'id': '20d86ed7-2d1e-4487-8df5-13b588d7281e', 'route': ['p2', 'e7', 'i4', 'x3', 'p3', 'c3']}
1769482761.136294,SENT,3b33acc6-9914-49d9-a96d-22aa01fcf361,69e14e21-394c-45c9-a3ae-5802dfe36afd,c3,c5,3380,?,p3,
1769482761.1364424,CREATED,aec13f5c-b958-4afd-b547-31ad8ca75a5c,06602266-b8e9-4193-b57a-8281b40f1188,c3,c5,26,?,?,surb={'id': '20d86ed7-2d1e-4487-8df5-13b588d7281e', 'route': ['p2', 'e7', 'i4', 'x3', 'p3', 'c3']}
1769482761.1648998,RECEIVED,69d97549-7701-4e2e-bfcc-95f2e1d5c669,aaf4f398-3d58-4992-aa55-63a2c3f1d1d1,c5,c3,27,p3,?,surb={'id': '02c47639-5744-4f13-917b-668afbfbbb15', 'route': ['p3', 'e8', 'i9', 'x11', 'p2', 'c5']}
1769482761.1857252,SENT,af89b5ae-7eb2-4913-bc4b-7bc4f33ea809,1cd7da4c-d4f9-43c9-bf1d-b524e49005a2,c3,c5,3392,?,p3,
1769482761.1858969,CREATED,8e209200-cbe9-4947-ad90-2065fb0e0df8,168a5b82-1443-4f73-8681-e131366df130,c3,c5,27,?,?,surb={'id': 'df93a5ca-9ab4-4078-9771-60cd7bf09569', 'route': ['p2', 'e9', 'i9', 'x11', 'p3', 'c3']}
1769482761.2227254,RECEIVED,7f85db08-79aa-4c68-9d7c-8d98170712ac,706c51c7-6e84-4b58-9e30-f04d3b62ee46,c5,c3,27,p3,?,surb={'id': 'eeb5cad3-67c0-48ea-9ff0-2602b84e5367', 'route': ['p3', 'e6', 'i11', 'x6', 'p2', 'c5']}
1769482761.3633802,RECEIVED,63a892bd-dd6b-4261-8d49-683773162f1b,8994afbe-f4b0-4fc0-b4a3-f58548ffd82c,c5,c3,27,p3,?,surb={'id': 'b300da28-c448-4f55-b182-eb619bf5b80f', 'route': ['p3', 'e4', 'i6', 'x8', 'p2', 'c5']}
1769482761.37587,SENT,b11b8319-f005-491b-8bf9-426b36a483f8,056e99ee-6280-4c2a-92a0-9f9d0feb2ef5,c3,c5,3396,?,p3,
1769482761.3759696,CREATED,81793fa5-5f07-4940-97f3-d5343444e74f,168a5b82-1443-4f73-8681-e131366df130,c3,c5,27,?,?,surb={'id': 'df93a5ca-9ab4-4078-9771-60cd7bf09569', 'route': ['p2', 'e9', 'i9', 'x11', 'p3', 'c3']}
1769482761.6037204,SENT,f1c07587-f64d-44e5-9b7a-27bb3f135694,20a23482-7b49-4bce-b134-93a54bc815a0,c3,c5,3388,?,p3,
1769482761.603869,CREATED,6e864c81-4a41-4314-84b6-d5ba96aa4462,f57f9ced-d0ac-44d1-a3d2-c57d8c1bc807,c3,c5,27,?,?,surb={'id': '217a8540-27c8-4af1-90fc-9ad27ae72972', 'route': ['p2', 'e1', 'i11', 'x10', 'p3', 'c3']}
1769482761.9608066,RECEIVED,55ede931-68c5-40e6-97ca-b42635d5fa50,aaf4f398-3d58-4992-aa55-63a2c3f1d1d1,c5,c3,27,p3,?,surb={'id': '02c47639-5744-4f13-917b-668afbfbbb15', 'route': ['p3', 'e8', 'i9', 'x11', 'p2', 'c5']}
1769482761.9636476,RECEIVED,ac74dc08-e544-44a2-ab7b-2a6d06d306a6,8994afbe-f4b0-4fc0-b4a3-f58548ffd82c,c5,c3,27,p3,?,surb={'id': 'b300da28-c448-4f55-b182-eb619bf5b80f', 'route': ['p3', 'e4', 'i6', 'x8', 'p2', 'c5']}
1769482762.8083615,SENT,27b273ee-372a-4a41-a44d-3d9a4589a7b7,6e14bfe1-9949-4e41-9e57-b678a61021b2,c3,c5,3375,?,p3,
1769482762.8085113,CREATED,b7d5ad55-33d3-495d-871d-20ba6942b9fd,f57f9ced-d0ac-44d1-a3d2-c57d8c1bc807,c3,c5,27,?,?,surb={'id': '217a8540-27c8-4af1-90fc-9ad27ae72972', 'route': ['p2', 'e1', 'i11', 'x10', 'p3', 'c3']}
1769482763.5476696,RECEIVED,286939e4-87cd-48df-96c2-fc4d31861749,eb7f3b19-5667-4936-87d1-a56d8d9093a2,c5,c3,27,p3,?,surb={'id': 'a3b7b3e2-1e73-47e2-b098-24a03ff68bfe', 'route': ['p3', 'e6', 'i5', 'x4', 'p2', 'c5']}
1769482763.8022792,RECEIVED,9eb2cc87-e473-4ace-91fc-69bb17f572db,23172ee7-2bae-4309-a659-a2022e312e9b,c5,c3,26,p3,?,surb={'id': '25f3626c-9508-476f-8a9d-f9f838df8bf9', 'route': ['p3', 'e6', 'i8', 'x11', 'p2', 'c5']}
1769482764.186378,RECEIVED,fafb8606-00e4-44c7-9b28-67b0159e8cad,eb7f3b19-5667-4936-87d1-a56d8d9093a2,c5,c3,27,p3,?,surb={'id': 'a3b7b3e2-1e73-47e2-b098-24a03ff68bfe', 'route': ['p3', 'e6', 'i5', 'x4', 'p2', 'c5']}
1769482764.2564437,RECEIVED,821674ec-ef71-4156-9eb3-b5b60229c271,23172ee7-2bae-4309-a659-a2022e312e9b,c5,c3,26,p3,?,surb={'id': '25f3626c-9508-476f-8a9d-f9f838df8bf9', 'route': ['p3', 'e6', 'i8', 'x11', 'p2', 'c5']}
1769482764.7878337,SENT,d8bd73ce-6e7c-4210-bb3f-e6eef94b9367,3ddd9398-85ec-4d7c-a59e-f5db20decd3d,c3,c5,3396,?,p3,
1769482764.7879875,CREATED,f636b41e-d943-40cc-af2a-b4163159f43b,5a1fc0eb-eb95-42f7-a390-21973f09e279,c3,c5,27,?,?,surb={'id': '785d75f4-5401-4056-906d-dd471b7eb917', 'route': ['p2', 'e10', 'i5', 'x11', 'p3', 'c3']}
1769482764.8520923,RECEIVED,f4002bd5-8b80-4abf-ad0e-fd5943747dc6,e0ff48d1-dab7-420f-b430-53ccd95ea53f,c5,c3,27,p3,?,surb={'id': '129636b8-80c9-4d9c-91b4-cd62bd2b4c3f', 'route': ['p3', 'e12', 'i8', 'x10', 'p2', 'c5']}
1769482765.1052196,SENT,b0d57548-27fa-4fd9-ac2c-1b785a12b1bb,10d9bc24-fb78-4510-986e-21edf9a1b99f,c3,c5,3391,?,p3,
1769482765.105371,CREATED,3777a757-8b66-4ce0-b7df-c261a3405212,5a1fc0eb-eb95-42f7-a390-21973f09e279,c3,c5,27,?,?,surb={'id': '785d75f4-5401-4056-906d-dd471b7eb917', 'route': ['p2', 'e10', 'i5', 'x11', 'p3', 'c3']}
1769482765.4373853,RECEIVED,8627d3c8-3627-49a6-bc19-00a84f0cc82f,7fd3664b-b158-4ede-af08-e5acee13986f,c5,c3,27,p3,?,surb={'id': '66fc8bb6-c0bd-47b6-b424-1e1bf59d5578', 'route': ['p3', 'e9', 'i12', 'x11', 'p2', 'c5']}
1769482765.4719737,RECEIVED,678f0b19-3619-4cfe-9a10-d0dd7ba3bd6b,e0ff48d1-dab7-420f-b430-53ccd95ea53f,c5,c3,27,p3,?,surb={'id': '129636b8-80c9-4d9c-91b4-cd62bd2b4c3f', 'route': ['p3', 'e12', 'i8', 'x10', 'p2', 'c5']}
1769482765.735257,SENT,3e282705-4ace-47d0-bd33-a2b41a508af0,3a73178c-ff98-4ddc-aee8-120390f1acfc,c3,c5,3395,?,p3,
1769482765.735421,CREATED,09634670-31da-4c2f-b8b7-b1f7a1a71211,de4ee7ab-9158-418a-afa5-58caf2a99d8f,c3,c5,27,?,?,surb={'id': '5758c333-ea38-469b-98fe-731e8bd76c73', 'route': ['p2', 'e9', 'i3', 'x10', 'p3', 'c3']}
1769482766.003402,SENT,0f8ae3cf-caff-4884-8039-19c4e950a5d5,d3ea6048-99b0-44f4-bc69-c4d264afc722,c3,c5,3371,?,p3,
1769482766.0035572,CREATED,cec61c78-5ebd-4e72-991b-ab0a527fc7be,de4ee7ab-9158-418a-afa5-58caf2a99d8f,c3,c5,27,?,?,surb={'id': '5758c333-ea38-469b-98fe-731e8bd76c73', 'route': ['p2', 'e9', 'i3', 'x10', 'p3', 'c3']}
1769482766.2627878,RECEIVED,9837733c-2c22-4e69-b8ad-0be81d78c364,8de3dcc1-280a-4823-8f79-b224d7904a71,c5,c3,27,p3,?,surb={'id': '250221ed-de14-4f8c-8efb-8df72ada33f8', 'route': ['p3', 'e11', 'i9', 'x7', 'p2', 'c5']}
1769482766.297245,SENT,09f7c9cf-5932-4d67-bafb-2ab35ef8aae2,745a66ad-f31e-4e42-87e9-2dff84024992,c3,c5,3379,?,p3,
1769482766.297392,CREATED,88d76fcf-1c1b-41a5-a1a1-34f20748e40a,a43703b2-0205-4598-b25c-abd25996e374,c3,c5,27,?,?,surb={'id': 'e97a78e2-1fc3-479a-92bd-5ea3839a5ae0', 'route': ['p2', 'e1', 'i7', 'x3', 'p3', 'c3']}
1769482766.3404555,RECEIVED,f72feefa-d54e-401a-aad7-81e3f316c301,8de3dcc1-280a-4823-8f79-b224d7904a71,c5,c3,27,p3,?,surb={'id': '250221ed-de14-4f8c-8efb-8df72ada33f8', 'route': ['p3', 'e11', 'i9', 'x7', 'p2', 'c5']}
1769482766.4169033,SENT,46508ac4-51f1-45ee-8b7e-f383128897f4,c7c5968d-3a1f-4735-a168-0a96193c2b03,c3,c5,3383,?,p3,
1769482766.4170825,CREATED,cd86e570-63e0-4d85-8901-0d1396830958,a43703b2-0205-4598-b25c-abd25996e374,c3,c5,27,?,?,surb={'id': 'e97a78e2-1fc3-479a-92bd-5ea3839a5ae0', 'route': ['p2', 'e1', 'i7', 'x3', 'p3', 'c3']}
1769482766.54855,SENT,00c3ce20-aeb5-4443-a5fc-8ff78ad57f57,a37a8f6a-e37b-4682-9a0c-e9e78490fe76,c3,c5,3392,?,p3,
1769482766.5486472,CREATED,771833eb-1e0d-40b6-84d0-4345f67e8d1a,5d7df91e-6fca-4762-bece-ae91098a4078,c3,c5,27,?,?,surb={'id': '7894ac01-f56a-4556-a24c-ff290061243c', 'route': ['p2', 'e1', 'i7', 'x12', 'p3', 'c3']}
1769482766.5696998,SENT,ae7c1b2c-9a80-447c-b4cf-b0da17ef9e51,392bf272-e8b5-4eb9-a1ab-9b0580971844,c3,c5,3395,?,p3,
1769482766.5697985,CREATED,b25e8722-4f26-4500-a142-b81cee2b3e22,5d7df91e-6fca-4762-bece-ae91098a4078,c3,c5,27,?,?,surb={'id': '7894ac01-f56a-4556-a24c-ff290061243c', 'route': ['p2', 'e1', 'i7', 'x12', 'p3', 'c3']}
1769482766.6126146,SENT,0bfc33b5-ee0c-4b39-b869-36eda22e6bb0,26372fdc-2104-496b-a457-93d1ecff27b3,c3,c5,3394,?,p3,
1769482766.6127129,CREATED,2a08a1d9-45de-4f72-b500-30bb10057510,48b9d75d-97a6-459d-ba3f-3bcc99369259,c3,c5,27,?,?,surb={'id': '3e04902c-828a-463a-b3cc-54a59876dae2', 'route': ['p2', 'e11', 'i11', 'x2', 'p3', 'c3']}
1769482766.6223252,RECEIVED,cf0d1e03-93fa-4490-a113-b6183db59207,80de5a9a-c850-44a3-b00b-1ac834290c18,c5,c3,27,p3,?,surb={'id': 'da8ce534-fc6c-48fd-974d-2c0a7faeeba3', 'route': ['p3', 'e11', 'i2', 'x9', 'p2', 'c5']}
1769482766.9019132,RECEIVED,2d3dc3c4-e445-4014-9ca4-c50b768f8496,80de5a9a-c850-44a3-b00b-1ac834290c18,c5,c3,27,p3,?,surb={'id': 'da8ce534-fc6c-48fd-974d-2c0a7faeeba3', 'route': ['p3', 'e11', 'i2', 'x9', 'p2', 'c5']}
1769482767.240711,RECEIVED,a8d71c77-935c-400f-824d-ed5386c29220,7fd3664b-b158-4ede-af08-e5acee13986f,c5,c3,27,p3,?,surb={'id': '66fc8bb6-c0bd-47b6-b424-1e1bf59d5578', 'route': ['p3', 'e9', 'i12', 'x11', 'p2', 'c5']}
