timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769763348.2091324,RECEIVED,56a453f0-dbf1-4649-8366-1dc0463c4349,f8bccbf6-de23-4794-a721-ba9bc914dc1b,c2,c4,27,p1,?,surb={'id': 'fbc6bed1-9da2-4e90-b3cc-8708dce95e38', 'route': ['p1', 'e7', 'i12', 'x9', 'p2', 'c2']}
1769763348.4665558,RECEIVED,042fcf97-fc33-4fdf-b631-cfefd32c0133,1a867151-0524-466e-9661-1d7b7159428b,c3,c4,27,p1,?,surb={'id': 'c2f12650-05f5-4b3b-85ad-7637d0679dae', 'route': ['p1', 'e7', 'i4', 'x8', 'p3', 'c3']}
1769763348.6467924,SENT,1b55e197-4d94-45a2-a0a7-c629fc1de184,582acb1a-0f2d-43d0-aaa7-acda980b3fd7,c4,c3,3395,?,p1,
1769763348.6469398,CREATED,045e974f-f3ee-40fb-b280-a84e49d1640b,eca88020-b38a-4645-bbe8-989dd247019f,c4,c3,27,?,?,surb={'id': '0daa4714-c495-4365-87b8-9d3adbaf3e30', 'route': ['p3', 'e8', 'i8', 'x10', 'p1', 'c4']}
1769763348.7403858,RECEIVED,ca288f32-cad6-4c20-9e58-dd5d8da2dfb0,fc1389dd-7b29-436f-a130-eb176eeb4278,c3,c4,27,p1,?,surb={'id': 'bc6cbc5a-e302-4d52-a877-18bce9260f56', 'route': ['p1', 'e2', 'i9', 'x10', 'p3', 'c3']}
1769763348.7648554,SENT,719f963f-67ec-4612-bd54-b23471fc5531,89089614-0cb1-4e02-bea8-5e8415160219,c4,c3,3396,?,p1,
1769763348.7650266,CREATED,6716d621-a04f-4a25-96bc-9c00d8ae5909,5cfd27f6-c864-401a-8d64-d67ef5a9e475,c4,c3,27,?,?,surb={'id': '6917fb1c-8592-45b9-99c1-9d2b22f8f023', 'route': ['p3', 'e1', 'i6', 'x3', 'p1', 'c4']}
1769763348.8054183,SENT,36982344-a439-4ab3-8d2f-bdfd65abe5b0,b5ac2ef2-413d-446b-8bf7-256bbf2c2caf,c4,c3,3382,?,p1,
1769763348.805599,CREATED,004fd9c4-1637-4502-8920-e6fd18f2f573,25eab484-d7f8-4978-a77a-fa2ddf5d288d,c4,c3,27,?,?,surb={'id': '6b4bbd80-baeb-4e77-b37f-169aebb0673e', 'route': ['p3', 'e6', 'i3', 'x3', 'p1', 'c4']}
1769763348.816262,RECEIVED,7b67e7f1-843d-45e1-9af9-9be64f5c18ff,92247deb-fc42-4079-aede-2c2f92d02edb,c3,c4,27,p1,?,surb={'id': '9c40db27-b332-4133-b815-adbb9ccada8a', 'route': ['p1', 'e5', 'i3', 'x6', 'p3', 'c3']}
1769763349.1018896,SENT,9d2b8db2-ac84-4924-8272-5a5a0f83abb8,becbaef1-1236-4ce5-a40a-2a1c148f4c6a,c4,c3,3378,?,p1,
1769763349.102069,CREATED,36720d2e-6732-430a-b2a7-50ec9322a9b8,59957429-359e-458a-83a8-c37ebaf43740,c4,c3,27,?,?,surb={'id': 'ab428332-2bfd-4dc0-b8cf-1ecc68d0fbad', 'route': ['p3', 'e5', 'i3', 'x5', 'p1', 'c4']}
1769763349.2150292,SENT,f0f36ef2-c448-4d0d-8d41-4ec823190b44,fa1edcea-6564-46e0-ab84-fafe08bbecc7,c4,c3,3383,?,p1,
1769763349.2152107,CREATED,d1cfe2a5-b4f9-4cb3-8fa6-b41b46a36f01,3e476291-2484-40d9-b919-d65d23887462,c4,c3,27,?,?,surb={'id': '337548c0-2334-48ef-af56-1789f4f8fb25', 'route': ['p3', 'e4', 'i8', 'x4', 'p1', 'c4']}
1769763349.3591943,RECEIVED,b0f21809-a4d9-4bfb-b583-a2daa8e49889,3da28787-89b0-433a-bb37-b59e56ea23ef,c3,c4,27,p1,?,surb={'id': 'b54290f9-57dc-45c6-be18-c13052453804', 'route': ['p1', 'e3', 'i3', 'x10', 'p3', 'c3']}
1769763349.3710895,SENT,fd205e1e-dbbd-4250-adac-93e96b26dd3c,0f4f7656-2b25-431d-9ad3-227aaa78cad0,c4,c3,3360,?,p1,
1769763349.371437,CREATED,f729fa34-b331-4fe6-b244-c7aec48df96c,7649d529-5aca-4233-a492-eefbbeea6766,c4,c3,27,?,?,surb={'id': 'b51aebad-89e5-4e29-b7fe-26c3dad4fb78', 'route': ['p3', 'e6', 'i4', 'x5', 'p1', 'c4']}
1769763349.537584,RECEIVED,ea9665c6-c13c-4468-951c-79f479456994,d044d0f2-b35c-4af5-8be1-ae7fe6f6ea8c,c2,c4,27,p1,?,surb={'id': 'fc4f6160-3f6e-4ad3-963c-4f880b0341df', 'route': ['p1', 'e9', 'i10', 'x11', 'p2', 'c2']}
1769763349.5467076,SENT,0224fbad-fe11-42cd-9ae6-fadd8811d6e3,63c88f9b-6956-40f2-bacb-7f9d7bb0ad30,c4,c3,3393,?,p1,
1769763349.5468419,CREATED,ccafd346-573a-4292-826d-dd6443684ad7,dd91369d-9fbf-46f6-bab3-9d31952a8fac,c4,c3,27,?,?,surb={'id': '038ea713-a13e-4722-ab38-1b3b84aa485e', 'route': ['p3', 'e6', 'i1', 'x2', 'p1', 'c4']}
1769763349.7313082,SENT,0e14e4d5-3d3d-4f18-be97-dfba4db0083b,7a12f173-1372-45ac-8f1d-bfaa5076c102,c4,c3,3381,?,p1,
1769763349.731442,CREATED,6339cefe-be4b-4147-b042-6c5f8b331e04,760bc335-28e5-4726-8854-8afd661577d4,c4,c3,27,?,?,surb={'id': '4bbef867-890d-4089-a591-4b3cc34e3f29', 'route': ['p3', 'e7', 'i11', 'x3', 'p1', 'c4']}
1769763349.7573342,SENT,12a223d7-ee16-4e9e-bf7e-8884d4150163,a95795c9-f39a-4c27-88c9-4db0c42a96a0,c4,c3,3383,?,p1,
1769763349.757467,CREATED,ebbccfdc-1900-46a1-b8f5-b4fcc9638dfd,8bee99d6-b9da-44ac-9975-5d8ca273e7a1,c4,c3,27,?,?,surb={'id': '50c6f42e-b617-4a7b-add2-31cfab344228', 'route': ['p3', 'e3', 'i3', 'x12', 'p1', 'c4']}
1769763349.8201652,RECEIVED,b040228f-d349-4371-bc0c-f7928de5641f,ade19138-9dbf-4885-af9e-6471c1944c4e,c3,c4,27,p1,?,surb={'id': 'ea8e4ddb-6937-4557-b794-9d1cbb0abb6a', 'route': ['p1', 'e11', 'i7', 'x2', 'p3', 'c3']}
1769763349.8912642,RECEIVED,1504bd11-5c96-4764-9758-cfbc1d15e6d5,a63e5576-49a8-44e4-bab1-7f61b0ec32b7,c3,c4,27,p1,?,surb={'id': '063c6ce9-eb41-4510-97cf-ee7c89a3a7e5', 'route': ['p1', 'e4', 'i4', 'x10', 'p3', 'c3']}
1769763350.0733092,SENT,8d1e7c56-298c-4eaa-bbb3-d17973f9f6b0,2cd9e3ea-c0d1-45e3-9005-cf3543074b4c,c4,c3,3361,?,p1,
1769763350.0734468,CREATED,a2db7bd4-8e4d-4522-81d3-7843bc8242f2,f977cf46-669e-49bd-a182-6d7b3bd0bf1b,c4,c3,27,?,?,surb={'id': 'a75f40a4-28da-4413-ac7c-b85a4ca6361a', 'route': ['p3', 'e8', 'i7', 'x6', 'p1', 'c4']}
1769763350.0899003,SENT,7917a0d3-62dc-49d3-84a6-6e46636bc393,0e923c3d-5662-4506-b5a6-a6b63a47bdf9,c4,c3,3376,?,p1,
1769763350.0900712,CREATED,37f58327-29a1-4c47-9a48-6f2d66c3fe03,0702e11b-15c1-492b-a6e9-bacde7e3cee6,c4,c3,27,?,?,surb={'id': '3101ef7c-755c-4072-8aa2-a32b2474e9b2', 'route': ['p3', 'e3', 'i1', 'x3', 'p1', 'c4']}
1769763350.3050857,RECEIVED,c16dc71d-b7be-4f0a-a771-652c5eabd034,859100b7-f18c-4f6d-a09c-8d6b380ad00e,c3,c4,27,p1,?,surb={'id': '90d695cd-9cea-4561-800d-f003314cd3f5', 'route': ['p1', 'e7', 'i12', 'x6', 'p3', 'c3']}
1769763350.3276656,RECEIVED,9e1b8ce6-daec-4166-997f-b8c17a71339d,b91572fc-428b-4197-9416-e2cccdd99c49,c3,c4,26,p1,?,surb={'id': '91892014-0c97-4491-b2f4-0d8ddf6d1da7', 'route': ['p1', 'e11', 'i4', 'x11', 'p3', 'c3']}
1769763350.3931708,RECEIVED,fde928b4-be41-4d25-818e-9d0b083fcedd,b6fe9fbd-bdee-424d-9c63-7bd98601cfcb,c2,c4,26,p1,?,surb={'id': '1f13450b-f987-43ba-a3c1-4254c44f25ee', 'route': ['p1', 'e5', 'i4', 'x10', 'p2', 'c2']}
1769763350.4411683,RECEIVED,d8089f62-e89b-43cb-aaa5-1611048a33af,9abcc1f0-a7c8-486d-9384-6650c11a48dc,c3,c4,27,p1,?,surb={'id': '7078e4c4-0d4a-4670-926d-e1e086b3ff3e', 'route': ['p1', 'e1', 'i2', 'x5', 'p3', 'c3']}
1769763350.7713044,RECEIVED,e0924dbd-52d2-446b-bd72-c08186a3a101,08eee361-70a0-44b2-addc-38683e364806,c2,c4,27,p1,?,surb={'id': '061e6df1-cbab-4b3f-93c3-3f4a7197a8f7', 'route': ['p1', 'e2', 'i4', 'x10', 'p2', 'c2']}
1769763351.0323496,RECEIVED,4aa58ab1-7092-45ce-a45e-cc77e774c691,f88194ca-587b-4e7f-9a11-79ff2d3a023c,c2,c4,27,p1,?,surb={'id': 'd75e8c22-7bda-46da-ae56-d994c5e2b741', 'route': ['p1', 'e6', 'i2', 'x9', 'p2', 'c2']}
1769763351.0486116,SENT,37a1c9da-17bb-42df-b775-5a4e71e0c143,2bc09f61-df4e-4244-8d9b-6dd401e4e35d,c4,c3,3376,?,p1,
1769763351.048758,CREATED,fe4209d1-fe28-4d34-accf-2ee1fa34916f,0d3b9b3a-c8fb-44e3-add0-20dda9a2c766,c4,c3,27,?,?,surb={'id': '3a03676a-abfd-492f-b06a-69eaaf1904e7', 'route': ['p3', 'e4', 'i3', 'x3', 'p1', 'c4']}
1769763351.0936072,RECEIVED,7f0a4c74-4561-49f9-8dcc-e6a9db8a1eae,b8e4583f-d77b-49f3-95d6-8b68db68afd8,c3,c4,27,p1,?,surb={'id': '3b2d1335-00bc-4eb3-a9e9-3fdfd2e64650', 'route': ['p1', 'e2', 'i12', 'x2', 'p3', 'c3']}
1769763351.1230333,RECEIVED,04f34a25-95cd-4fd1-95c7-19754ecae87b,33f18243-160c-4931-82fa-56f78f035e77,c3,c4,26,p1,?,surb={'id': '64bcd55d-fd4b-4f6e-b844-781c1003cc32', 'route': ['p1', 'e12', 'i9', 'x12', 'p3', 'c3']}
1769763351.357025,SENT,f814259b-2b91-4ced-84bc-f39ba56ed649,a4627101-ad98-40ec-82b1-6c477d568fcf,c4,c3,3388,?,p1,
1769763351.3572123,CREATED,aaddb539-4976-41e4-854a-653ee235807e,855e0ea2-f611-4255-8a6d-f26835dc9455,c4,c3,27,?,?,surb={'id': '014dd417-73ff-476f-a739-3c3007bdcda7', 'route': ['p3', 'e4', 'i12', 'x4', 'p1', 'c4']}
1769763351.5721443,SENT,b1be74dc-7e40-4c1b-93c2-bd8da54fefc9,b6243816-1ae8-4eae-8d99-dfd55aa00eec,c4,c3,3380,?,p1,
1769763351.572293,CREATED,b7f48c2c-0f88-4841-b8e9-8b442d86639e,80cdc719-31a7-46f4-8b6b-e4c7308c793f,c4,c3,27,?,?,surb={'id': '85d5b54d-b91b-4b7f-acf1-bf7d12a7b817', 'route': ['p3', 'e6', 'i9', 'x12', 'p1', 'c4']}
1769763351.5969846,SENT,8678b634-44e5-4ebc-a34a-645ec8ce69ff,e7ebbfc7-eece-4db0-b6ee-8a5c5a0bc0e8,c4,c3,3359,?,p1,
1769763351.5971677,CREATED,38fbcb0c-06ed-4ef5-aef6-dc9b381e58ce,f7c2baf0-1a3d-4e5b-a36d-f9b39e389a40,c4,c3,27,?,?,surb={'id': 'ecc17b3d-ed8b-46b9-ae04-5aaa9775181a', 'route': ['p3', 'e4', 'i4', 'x3', 'p1', 'c4']}
1769763351.6273177,RECEIVED,621444c7-c486-4603-b3d6-853a9b8562d5,180f2a2a-e9d5-449e-9bc9-115049a2635b,c3,c4,26,p1,?,surb={'id': '4d3dee4b-dfc0-4dee-9d92-172c22ee89c8', 'route': ['p1', 'e1', 'i11', 'x1', 'p3', 'c3']}
1769763351.834232,SENT,7b633b55-a470-4990-a5c3-6f0371229da4,3f9f0e40-a838-4521-bdd2-38cf3bacc1b9,c4,c3,3359,?,p1,
1769763351.834331,CREATED,ee63be4a-9946-468f-ad63-d859dc9d7f5d,88a0e680-ae24-49a6-b161-4cf8345a9897,c4,c3,27,?,?,surb={'id': 'e39bcecd-fffa-49a0-90c7-dfbde6c44ce8', 'route': ['p3', 'e5', 'i3', 'x8', 'p1', 'c4']}
1769763351.8524232,RECEIVED,04ab8869-eeec-455b-a0ae-14f49c32fde5,de58f752-9e2f-4d3a-b966-f03fc1c416c6,c3,c4,27,p1,?,surb={'id': '76e18d64-8b41-41ab-bff1-b59f514f0991', 'route': ['p1', 'e10', 'i7', 'x4', 'p3', 'c3']}
1769763351.9136486,SENT,760b382b-7a6c-468d-b8a9-dbc1bd3d46b4,98a71fcd-49e7-4573-a2a0-e3822aedacae,c4,DROP,2020,?,p1,
1769763351.9137027,CREATED,41e0e289-8814-4c7b-bf90-157032962020,113a59f8-9edc-4eaa-aa11-be31ddf73e07,c4,DROP,27,?,?,
1769763351.9537442,SENT,c7c4dbb1-154c-448d-ba6e-418d630db5a2,d241d975-bc6f-40f0-9dfd-193e7e428820,c4,c3,3363,?,p1,
1769763351.9538112,CREATED,4f247c96-83b5-46c2-9f8f-7d1ce0d0033d,42e2678b-d44d-45d8-8e9a-7f0ac4ac5a14,c4,c3,27,?,?,surb={'id': '85cc7ad7-f489-4a71-947c-84e28b237dc3', 'route': ['p3', 'e4', 'i9', 'x6', 'p1', 'c4']}
1769763352.1759055,RECEIVED,72d718a4-a05a-465a-8edd-c098bbe452e5,de237cf1-272e-43e5-b98b-6252edf1bdd6,c2,c4,27,p1,?,surb={'id': '34eadf3e-6466-4695-b0ff-b281231235c0', 'route': ['p1', 'e1', 'i11', 'x1', 'p2', 'c2']}
1769763352.180879,RECEIVED,ac893db0-46e3-49c6-bcc1-a6885e4f48e1,b404c25a-eadf-49c8-a4ba-f84a26b39dda,c2,c4,27,p1,?,surb={'id': '8f755fff-609d-44d2-aa2d-fc375ac4277b', 'route': ['p1', 'e11', 'i11', 'x4', 'p2', 'c2']}
1769763352.1883533,RECEIVED,3583ab79-38c7-461c-b8e0-a52c2f59b211,e7a7cb6a-a2f0-4df1-b663-25806c822dc6,c3,c4,27,p1,?,surb={'id': '1f8032ca-6246-41bb-8cc7-f1c0f3466fc3', 'route': ['p1', 'e1', 'i6', 'x11', 'p3', 'c3']}
1769763352.2365417,SENT,a0cdc480-fc13-48cd-a09e-c3b128ce68b1,5c7bdcf0-78a9-4ac9-be48-4063ed331136,c4,c3,3374,?,p1,
1769763352.2366712,CREATED,7f9a3dce-c5d7-462a-b0f6-909fbf747c7b,f8fd2628-2d1c-47b3-8342-12b3366a373f,c4,c3,27,?,?,surb={'id': 'fdc8fa68-b0e1-40a9-871a-6b7b486736b8', 'route': ['p3', 'e7', 'i5', 'x2', 'p1', 'c4']}
1769763352.304613,RECEIVED,fb48a442-5db2-4b5e-924a-e56a9d588736,f0cb9f98-d04e-4729-8cb1-28c443ab5635,c3,c4,27,p1,?,surb={'id': 'ed7973ab-83db-4028-b25b-b5791ca4909f', 'route': ['p1', 'e12', 'i1', 'x5', 'p3', 'c3']}
1769763352.5071337,SENT,d1e1e0c8-eae2-4db5-aa55-4725b1aa9e5a,c6c8ccf9-4663-4f7a-b098-6962863bf4c2,c4,c3,3379,?,p1,
1769763352.507282,CREATED,1f912162-4d7b-425d-a2ca-fa050a34ad19,c7528b5d-8af5-4947-a802-c81f1325184c,c4,c3,26,?,?,surb={'id': 'a3adab6b-b5c3-482c-9cfd-b273f2e0225e', 'route': ['p3', 'e8', 'i3', 'x12', 'p1', 'c4']}
1769763352.6660042,RECEIVED,e2c7e5cf-49b4-4aaf-b52e-61b9ca397bc8,810d2e1b-4d6c-43dd-81a2-c5409bb94d12,c3,c4,27,p1,?,surb={'id': 'f7b492a5-0922-4dfc-a901-091a2ee18297', 'route': ['p1', 'e1', 'i11', 'x10', 'p3', 'c3']}
1769763352.8531709,RECEIVED,70b97351-c9ea-480b-bf0c-d91f62dfd5b3,46dfd78d-cffc-4636-bb9b-8a9a74f19279,c3,c4,27,p1,?,surb={'id': '6483676d-4a57-476b-873a-2af555868f55', 'route': ['p1', 'e2', 'i11', 'x1', 'p3', 'c3']}
1769763352.8663762,RECEIVED,8b289500-b604-4c44-88d2-bcbeae43c1bb,5b18fb40-4b41-4822-b707-d55b80d39583,c3,c4,27,p1,?,surb={'id': '6aacac16-a415-4924-a6a2-e4c6e5a90fff', 'route': ['p1', 'e1', 'i3', 'x8', 'p3', 'c3']}
1769763352.874582,SENT,2967c690-86f5-43fb-ae10-e36caee6a91f,413d3563-1d36-4b18-b3c7-1ead27f368d2,c4,c3,3398,?,p1,
1769763352.8747385,CREATED,c1bdb0f9-467a-47b4-a7aa-cf5fb76870e8,4cb01726-e8a4-4f5f-965e-6c86c67b98fe,c4,c3,27,?,?,surb={'id': '4b69ab54-c61d-4c06-a66c-7e027d841858', 'route': ['p3', 'e8', 'i6', 'x1', 'p1', 'c4']}
1769763353.0810845,RECEIVED,3a907467-e5e6-4465-a4fe-c5139f011125,528060c2-8fa4-44fd-b86d-0345c4b81b7f,c3,c4,26,p1,?,surb={'id': '0c1084ec-3a40-49cf-ad58-1fa8ae4be89a', 'route': ['p1', 'e1', 'i9', 'x4', 'p3', 'c3']}
1769763353.1937573,SENT,22c84f0f-be99-4bc5-8ef2-2b3595723f2e,0d9032ee-fce2-4372-8aa4-82229f056295,c4,c3,3360,?,p1,
1769763353.193888,CREATED,a93c090e-a82b-4fa5-9e1f-0bef090933bc,109c16fe-2781-48fc-a5a7-f86f1dc665d6,c4,c3,26,?,?,surb={'id': '2fc00028-b898-4e85-98cb-d7d1d39519cc', 'route': ['p3', 'e11', 'i3', 'x1', 'p1', 'c4']}
1769763353.627896,RECEIVED,12d9189c-f70f-40a6-8278-9a142eb25a72,8c5a032d-9c45-4d7f-8dea-602fc641d961,c2,c4,27,p1,?,surb={'id': 'f0ddd795-57cb-4871-bd5f-10f35cce08e1', 'route': ['p1', 'e12', 'i3', 'x5', 'p2', 'c2']}
1769763353.6422358,RECEIVED,d3e7db0c-3ef8-4fba-9b19-318c95083d77,b2bf849f-3dbb-490d-91bc-93c4a40c0bdb,c2,c4,27,p1,?,surb={'id': '9cfb6563-8b10-45af-a8e1-3cf6fcdc0d67', 'route': ['p1', 'e7', 'i2', 'x5', 'p2', 'c2']}
1769763353.7309806,RECEIVED,65830192-1f13-4b83-b7b5-b8603edd8573,4f4b1af1-1c2b-4d8b-b8f8-4558c1d4f90a,c2,c4,26,p1,?,surb={'id': '67a9aa89-9aca-47a0-a8d7-e9dd01b97ded', 'route': ['p1', 'e5', 'i5', 'x10', 'p2', 'c2']}
1769763353.7316988,SENT,9ce993c7-2c80-4159-b726-21052e2cdb57,8469649e-3f79-46e0-90e5-86119011294c,c4,c3,3398,?,p1,
1769763353.7318468,CREATED,3007fcf2-abf5-45b2-97be-71a8477b0aa1,40d200e6-d65f-4e9c-a3cc-ea6ab0a9708c,c4,c3,27,?,?,surb={'id': '14f649f1-7aa8-48fe-bfbd-c35b6aa9a355', 'route': ['p3', 'e3', 'i10', 'x2', 'p1', 'c4']}
1769763353.8907828,RECEIVED,c032598f-dab5-4642-8da8-a8c0a038f0b0,7c1a48f9-0461-41aa-9ad4-8d2fe4a2dfa1,c3,c4,27,p1,?,surb={'id': '0b26115b-1a1e-4261-9a29-7b8b3ec3ab40', 'route': ['p1', 'e11', 'i8', 'x10', 'p3', 'c3']}
1769763354.3193848,RECEIVED,cef27126-42a5-48e3-a61d-55832d8b9512,157316e6-8e8a-4c9b-8d1f-b0ee25107f06,c3,c4,25,p1,?,surb={'id': 'd2167215-a2cd-4d50-b27f-10f2cf9935b5', 'route': ['p1', 'e9', 'i9', 'x3', 'p3', 'c3']}
1769763354.3996162,SENT,231bdc3a-b90b-4557-aae3-a51dd0f7ac55,9254c07f-508e-4267-aef4-f95e0b378e2b,c4,c3,3362,?,p1,
1769763354.3998008,CREATED,08073218-47f8-400f-ba42-1b578c11a36a,77434ab6-263b-41c5-8df3-6e4d071d5122,c4,c3,27,?,?,surb={'id': 'e1b653cc-64a3-43f0-a10a-18056752ee4d', 'route': ['p3', 'e9', 'i3', 'x9', 'p1', 'c4']}
1769763354.4942305,RECEIVED,beb64b9f-6d5b-419e-ab29-4866741d6fd6,e4842ca0-a12f-443f-a017-dce9a98c40f4,c3,c4,27,p1,?,surb={'id': '8400323e-3d91-421f-b058-2b577c6123f8', 'route': ['p1', 'e11', 'i8', 'x10', 'p3', 'c3']}
1769763354.623931,RECEIVED,6ccd3cdc-d8ba-4311-b8cb-a5f4805b27cb,f9421a59-7161-482e-a801-067a4b5c327e,c2,c4,27,p1,?,surb={'id': '46d23831-96f4-4baa-a949-9c0fc995eb38', 'route': ['p1', 'e7', 'i8', 'x10', 'p2', 'c2']}
1769763354.728082,RECEIVED,51b0678a-72c0-4d9c-863b-aa0b8ed46fec,afaed1b5-5954-402f-8159-a44488089441,c3,c4,27,p1,?,surb={'id': 'dab1e074-f24b-4be9-bd0d-83c32fd6f829', 'route': ['p1', 'e4', 'i6', 'x10', 'p3', 'c3']}
1769763354.9714396,RECEIVED,f0f0869c-1453-4b27-a998-6a7813bbf0f2,8c0ff251-3348-440d-b7b9-ec1422f6fc92,c2,c4,27,p1,?,surb={'id': '1e145a6b-81ec-43da-9da9-99a490a7dd0b', 'route': ['p1', 'e1', 'i8', 'x3', 'p2', 'c2']}
1769763355.186329,SENT,5efd2601-4d43-4bab-81f7-c4c7aaafff10,0924674d-8ba5-4798-b18d-9406c6a3d230,c4,c3,3376,?,p1,
1769763355.1876166,CREATED,e070ab8b-dd4e-4e81-a037-217552a1bb7b,231c7031-4bc9-448a-a730-ce8f740cfa79,c4,c3,27,?,?,surb={'id': 'a3f0102c-dba2-4b77-b9e4-2061162daa1c', 'route': ['p3', 'e4', 'i6', 'x7', 'p1', 'c4']}
1769763355.30665,RECEIVED,b341c1e7-61d2-4a0b-a581-d442f9f3bd73,c03732a1-154f-4280-a2ea-072a136a8b19,c3,c4,26,p1,?,surb={'id': '2a6a3868-f64e-4499-9f75-bcaa19593c55', 'route': ['p1', 'e7', 'i11', 'x12', 'p3', 'c3']}
1769763355.468309,RECEIVED,8612b8e0-6a54-4080-81d7-0f5d96a36102,d2da6d7e-f1fa-4816-8655-d6cf68413542,c2,c4,27,p1,?,surb={'id': '656af1ce-af16-41d6-8377-e89ec3cf96ac', 'route': ['p1', 'e6', 'i7', 'x8', 'p2', 'c2']}
1769763355.4793096,SENT,a9a01210-6247-4589-b001-ae1c6acfd7e9,03b1471a-1b05-4d70-8379-fcea6565c3e6,c4,c3,3359,?,p1,
1769763355.4795732,CREATED,0842a8a6-9d32-4e8c-8d88-1abce9a8eb93,98c41af8-cd11-44f1-a8d2-4682ba2542a6,c4,c3,26,?,?,surb={'id': 'fc4493e7-ef8c-4e91-9423-c579f6ffd77f', 'route': ['p3', 'e3', 'i3', 'x2', 'p1', 'c4']}
1769763356.5765893,SENT,eebde1a3-6c8c-41ea-8c67-bedb0bb3391a,df469d0c-9bfa-48df-a515-b609f3566114,c4,c3,3378,?,p1,
1769763356.5767388,CREATED,6dd3be6e-940b-4a8d-b1f2-5a3ee991ddf2,abea1275-470a-48f2-b3f9-bdbd12e3d273,c4,c3,27,?,?,surb={'id': 'ff13d04e-43f9-49e7-a9f6-b2c9c5622e82', 'route': ['p3', 'e4', 'i4', 'x3', 'p1', 'c4']}
1769763356.6438615,SENT,9a9a9dfa-f823-4f7f-b18c-7e4c3cb0ce43,47247d30-b0df-4303-8e8b-825d07b94ed0,c4,c3,3386,?,p1,
1769763356.643998,CREATED,c7b74d79-1005-4e92-b527-8f940a36b5f8,899eee7d-96a8-4808-aa96-2a845e2ef080,c4,c3,27,?,?,surb={'id': 'bfd2510d-6680-47dc-94af-679991958061', 'route': ['p3', 'e10', 'i8', 'x9', 'p1', 'c4']}
1769763356.6547084,RECEIVED,c9e0785b-6510-4b2b-9e50-68cb2787360d,45ebc0a9-734a-407a-a875-29bedd775bff,c3,c4,26,p1,?,surb={'id': '16076e87-daed-49a1-8de8-f743c6163e4b', 'route': ['p1', 'e9', 'i7', 'x11', 'p3', 'c3']}
1769763356.7554426,RECEIVED,8655e8f0-ca7f-44db-a5f7-0b0f06691983,99549094-aba7-4b98-a1d1-034299d3e8b6,c2,c4,27,p1,?,surb={'id': 'bdf95378-3c62-412f-8ccf-470e7650c90d', 'route': ['p1', 'e11', 'i12', 'x7', 'p2', 'c2']}
1769763356.945438,RECEIVED,8c0abcc3-1911-4912-b55a-377dcb820cec,5991b097-d302-45b7-b352-e067d79671ae,c2,c4,27,p1,?,surb={'id': '27fd2548-f8cb-428b-a234-4f52ea5fbf2d', 'route': ['p1', 'e9', 'i9', 'x10', 'p2', 'c2']}
1769763356.9618556,SENT,aab6cf51-a2e4-4b52-9c37-218085cd9897,9d9146c3-6a61-4b70-b3a7-1cfcf76d28a2,c4,c3,3404,?,p1,
1769763356.9619906,CREATED,1605ddd8-a04e-4b50-b67f-3e78fdf6f8c1,b1715036-63d7-42e4-902e-46b4aaf27027,c4,c3,27,?,?,surb={'id': '560d2983-cd63-442e-813e-c3e33a05d3d9', 'route': ['p3', 'e12', 'i10', 'x12', 'p1', 'c4']}
1769763357.1245286,SENT,443c12fe-7b8f-4d8d-9026-7d6e7c9922e5,45fe2c37-7de9-4fb9-bf77-a6e9e9a225ec,c4,c3,3387,?,p1,
1769763357.1246793,CREATED,5a89c9af-d4d2-4e58-9c39-34af1adb74f3,2fa0f90b-34e3-4a24-b7c0-93ce9b9d356d,c4,c3,27,?,?,surb={'id': 'a455dc1d-91b9-42a4-a147-7561eea375bc', 'route': ['p3', 'e10', 'i1', 'x6', 'p1', 'c4']}
1769763357.2306788,SENT,f475bf6b-ccde-4a14-b085-a849ac5b4905,05c64cc9-5839-43a6-abcb-2c40f7b225f5,c4,c3,3376,?,p1,
1769763357.2308664,CREATED,c6c3adc4-f961-4552-975d-1d88cf44cabf,f889837b-1a35-47db-968c-264bb623c3f0,c4,c3,26,?,?,surb={'id': 'd082766d-65d7-4b36-923e-7a851ad8aa28', 'route': ['p3', 'e8', 'i10', 'x3', 'p1', 'c4']}
1769763357.288615,SENT,8eac46e8-c1bf-462c-8b95-46e66144c268,9b1fdc80-47c1-406d-ba3f-2d5341b75e20,c4,c3,3383,?,p1,
1769763357.2887626,CREATED,886a48cc-4133-4715-a2d1-71fdf1f30ded,b583cd45-85bc-4c96-8f5d-e37c1e9c4463,c4,c3,27,?,?,surb={'id': 'aec9ee78-1c20-4d19-8e97-1e409f94d2d1', 'route': ['p3', 'e8', 'i2', 'x3', 'p1', 'c4']}
1769763357.3324468,SENT,135fd23c-6dc1-4d84-9aba-d634c69b0d6e,ab92eb84-4890-4cd0-8da9-f7c32452a97b,c4,c3,3384,?,p1,
1769763357.3326154,CREATED,bf55968e-474b-4a5d-ad6b-87ab818a99f2,a6a25a15-0964-4e88-90ae-a87192fe34ae,c4,c3,25,?,?,surb={'id': '0f9c19aa-2424-401c-bbed-0491d2128991', 'route': ['p3', 'e7', 'i4', 'x1', 'p1', 'c4']}
