timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769763573.6520276,SENT,f7469073-6af1-43e7-a7cd-54b8a1d8dfa1,1ecb3c6a-8260-4d61-9b30-a26bdf9af19b,c4,c3,3360,?,p1,
1769763573.6521025,CREATED,86ff7156-fbcd-4fdb-8f24-1b590c94c138,7226ee2f-9cbd-4be0-b5e9-49667a9aeea8,c4,c3,26,?,?,surb={'id': 'f0b99647-e2d2-429f-96d0-6594ae0155ba', 'route': ['p3', 'e11', 'i2', 'x7', 'p1', 'c4']}
1769763573.6658528,RECEIVED,1891b2bf-dfbe-475d-be8f-ff754f3913e5,db237c4b-29f7-407e-8221-10e44c55c073,c2,c4,27,p1,?,surb={'id': 'f552e3fb-ae62-4ee4-8fcf-58ba1e7f1db8', 'route': ['p1', 'e7', 'i4', 'x12', 'p2', 'c2']}
1769763573.8564954,SENT,78674718-0180-4fe7-9d4e-e84500616963,e640eb7d-a4fd-4f8a-a761-404539eab00e,c4,c3,3372,?,p1,
1769763573.856571,CREATED,69831849-8a9f-4da3-bac4-8a781d9d66b7,a22b4d3e-8d75-49f5-a884-a7d6726aa9a0,c4,c3,27,?,?,surb={'id': '7de925d7-37b9-44b1-b86d-c7a5ff9eceaf', 'route': ['p3', 'e8', 'i12', 'x7', 'p1', 'c4']}
1769763573.9220822,SENT,7caa2a06-0170-445b-9d34-cf121cf0a8a9,f46b15bd-acc8-4721-9563-8d18f527272f,c4,c3,3383,?,p1,
1769763573.9221773,CREATED,2b2150f9-7973-4952-beff-aba3922a9fe3,fa0c2c7d-44d8-4137-952f-9bb72df003ba,c4,c3,26,?,?,surb={'id': '6eee862b-3657-4a21-b2b2-458419772b25', 'route': ['p3', 'e3', 'i4', 'x4', 'p1', 'c4']}
1769763574.0597165,RECEIVED,034f66c1-d87d-4beb-8e12-6a88983a37d6,aab74f2c-87cb-4189-9bdb-836ffb7fe53c,c2,c4,27,p1,?,surb={'id': '8da06224-10db-4320-a109-a76968abcdf9', 'route': ['p1', 'e3', 'i10', 'x5', 'p2', 'c2']}
1769763574.0652273,RECEIVED,614b6dee-85a9-4623-aba2-8d5f3e6a4b46,6b4bacae-b1af-4a41-a804-bcfc21f418c0,c3,c4,26,p1,?,surb={'id': '36e3dbee-451a-45c0-a111-1cbfdd35fec8', 'route': ['p1', 'e7', 'i6', 'x8', 'p3', 'c3']}
1769763574.1721919,RECEIVED,a2842163-306b-40c5-a354-a81160add963,50b9b873-b908-477a-a07d-58b27ab78ab6,c3,c4,26,p1,?,surb={'id': '6c91cf94-b6d1-4809-ae24-64b753b29dac', 'route': ['p1', 'e3', 'i8', 'x3', 'p3', 'c3']}
1769763574.3014622,RECEIVED,33296406-f3bb-41a0-9305-3a58df1c98e2,be1d7f50-70ba-4705-851b-6ee56b7e5b03,c3,c4,26,p1,?,surb={'id': 'c20461b2-8815-405a-88c8-c7bb5b3c700b', 'route': ['p1', 'e2', 'i1', 'x10', 'p3', 'c3']}
1769763574.321633,RECEIVED,548cc4b6-e955-4c07-9a37-7be8f637f7ae,16d4a8ed-ed9a-44e2-a5d4-0302a67c1235,c2,c4,27,p1,?,surb={'id': '92040f5a-5b33-4523-b8df-4feb816e5c6c', 'route': ['p1', 'e12', 'i6', 'x4', 'p2', 'c2']}
1769763574.6419468,RECEIVED,51226818-4003-4bce-9414-f68e68bcb075,1f530e95-a2ef-4cc6-8e93-c4e6e851c7c5,c3,c4,27,p1,?,surb={'id': '37846340-af7d-4035-a442-d1c1249ce90c', 'route': ['p1', 'e3', 'i10', 'x6', 'p3', 'c3']}
1769763574.8099968,RECEIVED,5e99dc93-bd6a-443c-a6f3-4a7c4a7cda31,abd9ee93-9c74-44c3-a7e2-09eab7d1cb57,c2,c4,27,p1,?,surb={'id': 'f3356456-9a98-418f-b3a7-b7eafe229880', 'route': ['p1', 'e8', 'i6', 'x3', 'p2', 'c2']}
1769763574.9707499,RECEIVED,7e7b9391-fbe9-4b69-966e-e450c0f2f7de,0fbad7e9-2320-4a00-9610-afa3e668dc8e,c2,c4,27,p1,?,surb={'id': 'c4580cfd-997f-4484-a39b-69d433e13a0a', 'route': ['p1', 'e11', 'i2', 'x4', 'p2', 'c2']}
1769763574.9990096,SENT,bc093f38-e8f3-4f0e-a517-e907a34ef5be,6cc68ca5-4905-408b-9a1e-e3e38b1243a5,c4,c3,3379,?,p1,
1769763574.9991753,CREATED,4c360497-f657-4687-98e4-2087c0c77dd1,a79caef6-813e-409a-a0fb-dfe69f045aa0,c4,c3,27,?,?,surb={'id': '1b5d5965-ea4b-4c6b-9223-c9515ea658f2', 'route': ['p3', 'e4', 'i3', 'x8', 'p1', 'c4']}
1769763575.0667627,SENT,b2b3f7e0-f5d4-46fd-96e1-33cbbf219c34,37b363d5-0a9e-4c69-9cc4-cf70dacdba23,c4,c3,3379,?,p1,
1769763575.066894,CREATED,7088d640-bedf-4d02-b242-91d8a4d841ac,8ddd5612-c1e6-422d-93aa-64ea6a7d4461,c4,c3,26,?,?,surb={'id': '85abe400-eb7c-42bb-86ea-3684ae419e2f', 'route': ['p3', 'e1', 'i3', 'x10', 'p1', 'c4']}
1769763575.2435884,RECEIVED,301cffc2-1ebe-416c-97ca-a9d6406b4f4b,01231343-4f2b-459c-b2f4-2a9086799176,c3,c4,27,p1,?,surb={'id': '5e52dff9-81b1-448e-a2a6-65844d7ee42a', 'route': ['p1', 'e12', 'i7', 'x3', 'p3', 'c3']}
1769763575.4301243,RECEIVED,6d38218a-0dbc-4cf7-b7ba-652cb69c9488,7ff9da17-f42a-40d5-9be1-7c3b4ce015dd,c2,c4,26,p1,?,surb={'id': 'b9da7690-1ec1-45cd-94cc-200199a1e725', 'route': ['p1', 'e1', 'i10', 'x12', 'p2', 'c2']}
1769763575.521507,SENT,c9a753d2-3127-4a02-892e-e83867394476,03c7baf0-65a2-46f3-8b6a-740414bdee81,c4,c3,3376,?,p1,
1769763575.521594,CREATED,5ab51be0-2883-4f41-a6fc-94b9f65bdaf6,1be52032-246a-4186-8b3a-7cc7db82eaf1,c4,c3,27,?,?,surb={'id': '7c2c77ec-694a-4421-8a66-87ed1aec66f6', 'route': ['p3', 'e1', 'i7', 'x4', 'p1', 'c4']}
1769763575.7031062,RECEIVED,ea86c61e-298d-4a79-89e9-f578fb9667b7,13a36e35-61b8-4933-9f16-f00d85b65d7e,c2,c4,27,p1,?,surb={'id': '92294edb-2552-4e61-9200-b1ed164c8247', 'route': ['p1', 'e4', 'i5', 'x9', 'p2', 'c2']}
1769763575.8195343,RECEIVED,4e17a80a-5734-48d6-8d95-b0bc6cf36c6c,a96904e7-b222-48da-9b05-76575b20c435,c2,c4,27,p1,?,surb={'id': 'bbb4a83f-8567-4772-b59c-45532b14ac44', 'route': ['p1', 'e8', 'i7', 'x12', 'p2', 'c2']}
1769763575.950664,RECEIVED,d46542b8-ebb5-4224-a669-78cb1d090161,553736fd-9193-4334-87e0-117990ed6f59,c2,c4,27,p1,?,surb={'id': 'f9960f08-57ea-48e2-b294-104e41f83249', 'route': ['p1', 'e3', 'i7', 'x9', 'p2', 'c2']}
1769763575.9824476,RECEIVED,c2c1fb19-89e7-4df2-88dd-4a05be86dadf,4e455da0-d82a-4b62-a7ef-11c4969c9cdb,c2,c4,27,p1,?,surb={'id': '40d527d2-9c16-4e8c-91b4-0bd3d2a73cc7', 'route': ['p1', 'e4', 'i9', 'x2', 'p2', 'c2']}
1769763575.9957209,RECEIVED,0d06f5e7-8e86-4fc9-a9d7-dc2ef5f12d0b,09eb6106-22ad-49b4-994b-9d990b3f4041,c2,c4,27,p1,?,surb={'id': 'ff78d92e-554e-4acb-96d6-b9818d2fb5d7', 'route': ['p1', 'e12', 'i1', 'x2', 'p2', 'c2']}
1769763576.1327593,RECEIVED,178274a2-a09b-4e89-88e1-2194e039f598,31a70efa-c425-44ee-8980-5e01dde69f2f,c3,c4,26,p1,?,surb={'id': 'a0c2f095-f2d8-4e5e-b8ed-698fcc6d22a1', 'route': ['p1', 'e7', 'i12', 'x12', 'p3', 'c3']}
1769763576.5977283,SENT,9d3495b5-6d04-4f98-afda-7d233cdb10e7,dc98ac0b-6364-4fd2-aaff-b3e4b757524e,c4,c3,3379,?,p1,
1769763576.5978837,CREATED,ccf5335e-0e2b-4f3f-b05f-d493487d8484,13c2eedd-01f0-49e5-9f77-eab96e9c072a,c4,c3,26,?,?,surb={'id': 'eab230d1-3706-4a94-9e97-c7f3426fdb87', 'route': ['p3', 'e1', 'i8', 'x7', 'p1', 'c4']}
1769763576.6973128,SENT,092cc7be-47c5-4ad6-9311-0fe186039a0c,a1feb3d6-226d-49b9-bcbd-bbe67137f2d8,c4,c3,3364,?,p1,
1769763576.6974483,CREATED,0f5ed7dc-5a45-4687-b042-1c1ece15b9a1,e305ab4b-6b24-4423-b4c7-baf131e4ffe5,c4,c3,27,?,?,surb={'id': '3769e3e5-eeac-41a8-8dd6-10b7fb9babc4', 'route': ['p3', 'e6', 'i1', 'x4', 'p1', 'c4']}
1769763576.8693092,SENT,bdab9a35-96db-4748-9915-907c797c2670,3d61cc4f-5c8f-485a-a44d-71a13dcbd8db,c4,c3,3371,?,p1,
1769763576.8693674,CREATED,30fd6697-b708-4939-a8f7-6e13ec349cd0,9e203428-8421-4280-9e5b-87282d1f8c03,c4,c3,27,?,?,surb={'id': 'ac80d4b1-7226-4788-a90c-64ce34253ef8', 'route': ['p3', 'e10', 'i8', 'x12', 'p1', 'c4']}
1769763576.8720772,RECEIVED,913a02bf-ea1c-4563-8234-347306fbcbcd,913e409f-7c7b-4358-a7d1-c2fffa13edb6,c3,c4,27,p1,?,surb={'id': 'ba2e4a45-ab6b-4737-9e45-82a48ed5e0b2', 'route': ['p1', 'e8', 'i2', 'x10', 'p3', 'c3']}
1769763576.995189,SENT,fe640beb-c201-43c2-b26e-01704ed56d56,228b160c-4270-4a27-83bb-a0a98afeb861,c4,c3,3394,?,p1,
1769763576.99532,CREATED,213593f8-04ab-4514-aad7-3df17b0dfb80,fd5856e7-3cb2-4748-aebf-b441698d5f88,c4,c3,27,?,?,surb={'id': '17dab25f-4056-4a7e-b95b-8516b4e435d4', 'route': ['p3', 'e10', 'i12', 'x2', 'p1', 'c4']}
1769763577.0103137,RECEIVED,0b076630-3467-4765-b4ab-810f9a9f24cc,4d2bee0a-0d3b-427d-9e8c-8c83b878ab53,c3,c4,27,p1,?,surb={'id': 'b1f3ad5a-31a9-4a5e-8f0f-7c4946a4c266', 'route': ['p1', 'e2', 'i10', 'x3', 'p3', 'c3']}
1769763577.1351106,RECEIVED,8a324898-0cd2-44a4-b316-75c654a47783,33e61493-0aae-46d2-9f48-85a44f364207,c3,c4,27,p1,?,surb={'id': '735139ab-0ded-4fbe-8931-aefaa547609d', 'route': ['p1', 'e6', 'i12', 'x7', 'p3', 'c3']}
1769763577.3278391,SENT,72c23538-1355-4da1-bbce-e1799c006e6c,3121719a-baf5-4f02-b5f8-8613d1e222de,c4,c3,3375,?,p1,
1769763577.3279903,CREATED,6aae501e-8123-438b-ac37-89b39db25e81,3c0acfa4-06b5-498c-8df5-db84ce32563a,c4,c3,27,?,?,surb={'id': 'd372625b-3625-4085-aad1-ae1b46a5745e', 'route': ['p3', 'e4', 'i5', 'x2', 'p1', 'c4']}
1769763577.342621,SENT,e88ca29e-a43b-4e61-940d-0984c1cd14dd,cf5d06f2-4fa5-4d2e-8122-262e267e1c57,c4,c3,3376,?,p1,
1769763577.3427658,CREATED,e0584d2f-393f-4a4f-80b5-193433561e1d,a6b172cb-a35f-4e28-8832-f6c29438fcbf,c4,c3,26,?,?,surb={'id': 'd33fad7e-e1db-4214-8bb3-a8625b11f52c', 'route': ['p3', 'e5', 'i3', 'x11', 'p1', 'c4']}
1769763577.3546236,SENT,d7e445c9-9392-4550-ac03-5045692ed282,99998960-5411-455d-96ee-468d8d6b1788,c4,c3,3400,?,p1,
1769763577.3547597,CREATED,1c4d84e0-8e16-4126-bae7-3f5d4398e14e,59c194cb-e569-4eb4-8fac-c590c2bdc811,c4,c3,27,?,?,surb={'id': 'f3040e20-42df-4f2a-9ec4-840edfaa5253', 'route': ['p3', 'e7', 'i8', 'x10', 'p1', 'c4']}
1769763577.4191241,SENT,400f6a43-f1f3-406e-bbbd-8ba49bc34602,d5122303-5d5f-4af1-a200-ef811ea2a1b1,c4,c3,3379,?,p1,
1769763577.4194777,CREATED,03cdc6b1-b053-44fe-8357-6a230bfdb526,17784648-c181-4d4f-9327-78ccbca5e193,c4,c3,27,?,?,surb={'id': '897f7e3c-f123-43b1-bd68-bb81f396775b', 'route': ['p3', 'e7', 'i5', 'x3', 'p1', 'c4']}
1769763577.4303293,SENT,c2aa51bf-25ac-46b1-9eb9-d2fcdcee398c,c12b095d-cc44-4ba2-8978-c8d96e109a16,c4,c3,3390,?,p1,
1769763577.4304657,CREATED,5e1c8995-44a1-44cb-b3be-f41e83c53aa7,7d959378-24b2-48a7-acc5-fe2aaa4272c8,c4,c3,26,?,?,surb={'id': '3dc5c3ea-f4cd-441c-b84c-62695d283f3a', 'route': ['p3', 'e9', 'i9', 'x3', 'p1', 'c4']}
1769763577.4637287,SENT,e301e0b1-b42a-4c91-93d2-3a0b6b7acd6b,f1125b0c-b29b-4bd6-97e8-2af60b72b260,c4,c3,3382,?,p1,
1769763577.463865,CREATED,6b2686a3-a250-42c0-81c7-9ef180040112,615db41e-9efd-4077-ad40-7cf173593805,c4,c3,26,?,?,surb={'id': 'fa7c42ca-aebb-4eff-92bc-feaae6b0362d', 'route': ['p3', 'e1', 'i8', 'x5', 'p1', 'c4']}
1769763577.575395,RECEIVED,b71bc50c-58e5-472b-9ca3-dbaeeb581a4d,d51e6fb7-339f-440d-ae93-49f96422fdaf,c2,c4,26,p1,?,surb={'id': '919bbdf4-9da1-41d0-83e6-b55b5214bb85', 'route': ['p1', 'e4', 'i5', 'x3', 'p2', 'c2']}
1769763577.7109628,SENT,bc88483b-0ed2-4641-802a-e42e5852c5fe,a7aa3a82-3037-434b-9034-c690c9a4237a,c4,c3,3387,?,p1,
1769763577.711164,CREATED,22746631-659b-406c-af75-257295bc5e36,30b4e7a2-c271-410d-9b5d-f3665f05cda4,c4,c3,27,?,?,surb={'id': 'ebd44c61-9033-46c9-9dba-3bbccd98ef86', 'route': ['p3', 'e12', 'i6', 'x10', 'p1', 'c4']}
1769763577.949524,RECEIVED,34048e9a-dfdc-4715-b55a-b33b0430d127,55f5d9be-4b95-4e6d-a640-38c3e2e26337,c3,c4,27,p1,?,surb={'id': '441f2575-be9a-4072-b95e-6aeedf82b7f2', 'route': ['p1', 'e4', 'i8', 'x5', 'p3', 'c3']}
1769763578.0580764,RECEIVED,cb12f91e-e893-40d4-a010-07be6761f945,5041a46f-3f50-41bf-ad11-8331a78dce6e,c3,c4,27,p1,?,surb={'id': '04f44b87-706f-4dfe-b252-866d9eda4e23', 'route': ['p1', 'e9', 'i6', 'x8', 'p3', 'c3']}
1769763578.069222,RECEIVED,4226a61b-1d49-415e-be73-c50cf8b00348,21a6848d-b2d2-473c-874b-e9069a40a96b,c3,c4,27,p1,?,surb={'id': '2fa65f98-98d6-4ba1-b89b-bf195598aa69', 'route': ['p1', 'e5', 'i12', 'x7', 'p3', 'c3']}
1769763578.0860085,RECEIVED,7dda69d3-7bb0-4087-9df2-b273ad42c54d,f084df3b-3177-41e2-9b4d-d41aba3fa8a9,c3,c4,26,p1,?,surb={'id': '12ea6e80-9e83-4877-840e-07c34639c11b', 'route': ['p1', 'e4', 'i1', 'x6', 'p3', 'c3']}
1769763578.087344,SENT,3215aec2-2e9b-4fd0-9da5-cfe3ddaf64cf,0ba4ca6f-107a-4417-8e61-067e5dc53051,c4,c3,3400,?,p1,
1769763578.0875428,CREATED,25b55b1a-f198-4cfd-8129-54dbf86161b0,e91ebc9b-00c7-4c96-85b4-8f7d924d0dba,c4,c3,27,?,?,surb={'id': 'ad19fe66-3ad1-4dfa-b515-0ec743fb54f6', 'route': ['p3', 'e10', 'i5', 'x12', 'p1', 'c4']}
1769763578.2909431,RECEIVED,7b6893e5-c881-4cc1-91a4-fd03e988c479,07c981c3-f4c5-4494-87bc-7c157f24b0f1,c3,c4,27,p1,?,surb={'id': '43401f64-1cbf-4d29-be32-6e6fda5e1419', 'route': ['p1', 'e1', 'i11', 'x4', 'p3', 'c3']}
1769763578.5251698,RECEIVED,59c21c53-3341-4dbe-b7a4-507f99a2514b,9185d87b-f7bd-4eb5-ab7d-d68b30296da8,c2,c4,27,p1,?,surb={'id': '893536e8-c4a1-45a9-83a1-186d90ac98e7', 'route': ['p1', 'e12', 'i9', 'x5', 'p2', 'c2']}
1769763578.572397,SENT,fa234c17-9fc7-48eb-8bf5-72b2522fdcb4,a3bfbf4b-df07-497e-ac6f-f869123ab320,c4,c3,3400,?,p1,
1769763578.5725331,CREATED,a88bd1ad-419c-48fb-9cdf-73fab03ff77f,16389466-9b31-4e4a-9503-eac596e0d36a,c4,c3,27,?,?,surb={'id': '24b7446f-0039-4fdc-873e-a985304ff0ac', 'route': ['p3', 'e11', 'i2', 'x11', 'p1', 'c4']}
1769763578.6728632,RECEIVED,38929fe5-51e2-40d1-ab2a-4c47555fd5ed,81fec3a5-7b44-4a33-bf68-b1cd72187b61,c3,c4,27,p1,?,surb={'id': 'e5541e3f-c0cd-486d-a061-0fee78cbdf6d', 'route': ['p1', 'e6', 'i1', 'x9', 'p3', 'c3']}
1769763578.6943111,RECEIVED,237ac36b-b622-41d9-b6e5-ef6a0581dfc6,e9197b37-75cc-4790-931a-697ae514d801,c3,c4,27,p1,?,surb={'id': '22cab292-2660-4225-9e81-215511b94e44', 'route': ['p1', 'e2', 'i12', 'x6', 'p3', 'c3']}
1769763578.7054622,RECEIVED,e4b36b60-f211-485f-8465-f4ffd1540e93,a8d183f8-e722-47ca-8232-b9c66c787735,c3,c4,27,p1,?,surb={'id': 'ad8bd258-0565-44f7-a77f-fd23dfd27fcb', 'route': ['p1', 'e11', 'i5', 'x1', 'p3', 'c3']}
1769763578.7221067,RECEIVED,d6bf0514-efea-4004-ad82-f1cc9a6c45c6,40b7e347-d185-43fe-9257-cd9a33aea4c2,c3,c4,27,p1,?,surb={'id': '56d503d9-7be6-4c88-ba2c-1766a42cbd6f', 'route': ['p1', 'e5', 'i11', 'x11', 'p3', 'c3']}
1769763578.740553,SENT,b762708a-c465-41ab-904c-4189e45f0562,4a625cec-0458-4267-83a7-ac2349b87313,c4,c3,3381,?,p1,
1769763578.740677,CREATED,876374d4-3d75-4a1e-b29f-d95871554ecb,65304d7f-c3b2-48b4-81d1-89d8102f3a02,c4,c3,26,?,?,surb={'id': '9ba166c7-e15d-42b6-be6d-5288696abc19', 'route': ['p3', 'e1', 'i8', 'x6', 'p1', 'c4']}
1769763578.7813826,RECEIVED,8c09f2e6-678b-47ed-81be-e54bfbd99834,56ab916b-2c13-48b4-9399-b6e1a5e08e18,c2,c4,26,p1,?,surb={'id': '9c21f6f3-f535-45c3-9779-51844d6ceba5', 'route': ['p1', 'e9', 'i8', 'x5', 'p2', 'c2']}
1769763578.8565795,RECEIVED,7194f819-35b9-4a23-a4b9-962746dd859b,a105e555-b1fd-4f72-a1b6-7c0425efc243,c3,c4,27,p1,?,surb={'id': 'c324e5fd-634b-43ea-a9f8-14a33952c9b8', 'route': ['p1', 'e2', 'i12', 'x11', 'p3', 'c3']}
1769763579.0130734,RECEIVED,a58d78fd-e7bd-4b94-821a-228f66648b35,4b4f5265-375a-4053-8528-209dd260162c,c2,c4,26,p1,?,surb={'id': 'e3b25267-e559-413b-8b5c-7ae4cf8be2c0', 'route': ['p1', 'e2', 'i12', 'x2', 'p2', 'c2']}
1769763579.0529492,RECEIVED,f51b37f9-6bb4-418f-9701-80cd6ad1933e,cae9bbb3-0d60-499d-a333-71615442e0fa,c2,c4,27,p1,?,surb={'id': 'd636e561-76e0-41ce-8e7c-d9ef1d78a71b', 'route': ['p1', 'e10', 'i7', 'x1', 'p2', 'c2']}
1769763579.1103563,SENT,9efb1df6-75bd-4e5f-af60-86ea0f6874d6,2bf80702-b0b7-4940-86a0-42c391b44dc6,c4,c3,3399,?,p1,
1769763579.110431,CREATED,bb13b5d4-01f7-44a1-8693-5eb14f5e7365,705fbb8f-bb1a-4555-9ab4-933d9885f88f,c4,c3,27,?,?,surb={'id': '9797754d-00e0-4126-a780-431c496f03f9', 'route': ['p3', 'e12', 'i9', 'x2', 'p1', 'c4']}
1769763579.1889513,RECEIVED,5334b7f5-461e-4215-b0d7-e4d81909ca95,37a2df09-9754-4de7-ad02-7094d339e650,c3,c4,27,p1,?,surb={'id': '8ead13c0-1ecc-4bad-b3ac-db808e473f52', 'route': ['p1', 'e5', 'i6', 'x4', 'p3', 'c3']}
1769763579.3694866,RECEIVED,9b4addc2-bdab-4998-9274-e67cda9b2f58,fbb94c9a-77df-4381-a24a-ae16fb64c148,c2,c4,26,p1,?,surb={'id': '9c124be0-80d4-4bd9-83a9-06ab0e13a706', 'route': ['p1', 'e1', 'i5', 'x2', 'p2', 'c2']}
1769763579.3972142,SENT,ac10fb37-9079-4da9-bb92-eb0b19a570ea,c45c15f8-d800-4458-abde-c2e5fbf92416,c4,c3,3389,?,p1,
1769763579.3972874,CREATED,7f8566f9-96a3-41d9-b7b0-25f508dfb686,6f7b6377-cc59-4d67-8b71-1d6067520363,c4,c3,27,?,?,surb={'id': '97dbef43-1bed-41c9-94e6-14f93071c269', 'route': ['p3', 'e5', 'i4', 'x10', 'p1', 'c4']}
1769763579.5192952,SENT,e40e135a-b0ab-4ac8-b762-b41385c13345,c54ab38e-a5f5-4a39-bef3-afceecbc66b1,c4,c3,3380,?,p1,
1769763579.5193746,CREATED,e8fea284-eff4-4da7-884d-5c0514c06e89,687b57ef-ad03-4ffc-8ba7-83b3af538446,c4,c3,27,?,?,surb={'id': '8aba588a-3856-401c-9b25-daec44f9e425', 'route': ['p3', 'e1', 'i9', 'x4', 'p1', 'c4']}
1769763579.5828025,SENT,16589e8e-b6fa-4913-8ad4-f2fb499b00b6,79312180-efcc-4cfc-b356-290877a3ae8c,c4,c3,3370,?,p1,
1769763579.5828753,CREATED,d6bc7e64-0632-4abe-be15-25c79ec6d8f9,e1c22da1-63a0-4cb6-a05c-8ecc1be1aec0,c4,c3,26,?,?,surb={'id': '2d78476a-0796-4901-9fc9-d446ca78cba3', 'route': ['p3', 'e7', 'i12', 'x9', 'p1', 'c4']}
1769763579.658769,RECEIVED,22a91375-9bb8-49b5-8607-8a3e1e4765c9,0297fff6-7280-4793-8d0b-01c672713147,c2,c4,27,p1,?,surb={'id': '9449687c-27ea-4dbe-9898-e2ff60d3f3cd', 'route': ['p1', 'e1', 'i6', 'x10', 'p2', 'c2']}
1769763579.7030642,SENT,886d3285-3629-472c-b935-fd40242802ee,05aa12b8-696a-4396-8e54-bbc0e07e4dd3,c4,c3,3359,?,p1,
1769763579.7031386,CREATED,b789cd43-30e6-493c-97a1-263ff56de3f8,2b8677d0-d8ff-4aa8-9495-a100767ba487,c4,c3,27,?,?,surb={'id': '8a1802af-107a-4bec-bc66-6ea33d014b28', 'route': ['p3', 'e1', 'i6', 'x12', 'p1', 'c4']}
1769763579.7976012,RECEIVED,20a4c089-9dc4-4ef5-9526-1db15b8cb72f,9742613b-6a85-4e78-8100-0bd55e8571ba,c2,c4,27,p1,?,surb={'id': 'ab1ccc2f-e2e7-4554-886c-4fd5a352fdb0', 'route': ['p1', 'e3', 'i9', 'x1', 'p2', 'c2']}
1769763579.8877363,RECEIVED,ac3d6ab9-eb11-4e24-8bb7-565e2678130f,46ce8ff6-c3f7-468d-95f1-260763e04b2c,c3,c4,27,p1,?,surb={'id': 'bae4c2a0-7e20-4810-988a-ee1cb6e3924f', 'route': ['p1', 'e3', 'i5', 'x5', 'p3', 'c3']}
1769763579.9805865,SENT,efcdb1f6-7ebc-4042-bc4d-b87c1c9a4c87,23752919-02ed-4946-b586-39b3b634afb7,c4,c3,3359,?,p1,
1769763579.9806619,CREATED,f480dbd4-4c17-4b76-a268-3a47f98c9729,2bf27dfb-6d61-4961-a07c-54a2a0700beb,c4,c3,26,?,?,surb={'id': 'dad6b0d9-e2c4-412b-bd8f-1a3c95551d7d', 'route': ['p3', 'e11', 'i6', 'x3', 'p1', 'c4']}
1769763580.09801,SENT,8113e0a5-1766-4072-bd78-b5074a7403c5,e00ecbde-6fa3-4f44-98cb-c71ad58e6d94,c4,c3,3384,?,p1,
1769763580.0980911,CREATED,b1dce7ef-30fd-4f99-828e-e9d43e0eefe5,440fb0f7-f1bf-4f06-8147-cd03f73ce269,c4,c3,27,?,?,surb={'id': '9a5c26dc-2be1-41f6-831c-ec03ee31d37a', 'route': ['p3', 'e4', 'i8', 'x8', 'p1', 'c4']}
1769763580.1801853,RECEIVED,e46d7e57-9ec8-4d65-9279-0e1d789abbaa,5cf604d2-070e-4b2d-8545-2e6c3f4522e8,c3,c4,27,p1,?,surb={'id': '49a982b8-baa3-4fc9-be71-bfbe0faa5064', 'route': ['p1', 'e6', 'i5', 'x7', 'p3', 'c3']}
1769763580.2168775,RECEIVED,b51da10c-e545-487c-af26-6ca609626394,67c115bd-975b-4961-a288-3512f6d8aa72,c2,c4,27,p1,?,surb={'id': '6b62c334-6b79-481c-a1a2-78928246290a', 'route': ['p1', 'e7', 'i7', 'x1', 'p2', 'c2']}
1769763580.289884,RECEIVED,9790285d-267d-4be2-ae07-7ca477f86454,ba10f2f3-4f0b-4e6d-ac36-70b8e8825a83,c3,c4,27,p1,?,surb={'id': '34b32235-c0fd-4e4f-86e8-c1840aefd04f', 'route': ['p1', 'e2', 'i10', 'x11', 'p3', 'c3']}
1769763580.5695634,SENT,0b9c15fb-b99a-4a77-add2-4799c2a476e8,161fdcb1-3067-4c10-b2b6-80c935ab4a26,c4,c3,3368,?,p1,
1769763580.5696368,CREATED,6f52301a-e08c-439f-a743-a19f525bc78e,351bb0b8-7be9-4ed0-b62c-d4f0c6a181c9,c4,c3,26,?,?,surb={'id': 'c8af38af-7e01-4c4d-b9e3-f2767771570f', 'route': ['p3', 'e10', 'i4', 'x10', 'p1', 'c4']}
1769763580.6688185,SENT,48e8b447-016b-4c4b-93dd-cb2fad0030de,16acc25b-c52a-405e-a820-edca81a70ba8,c4,c3,3376,?,p1,
1769763580.6688907,CREATED,297c07eb-2575-40e4-91a3-9a3fbe19a28a,b1774920-6dc1-4770-9e85-cec5a7ebe22d,c4,c3,27,?,?,surb={'id': '7a20283f-8626-4f91-8990-3b37ee0ed341', 'route': ['p3', 'e7', 'i9', 'x10', 'p1', 'c4']}
1769763580.746351,RECEIVED,0bedb926-9e45-4fe2-8736-09f48a209412,0c55fba3-7a43-455a-99f4-91fa86377b38,c3,c4,27,p1,?,surb={'id': '8a5f682c-a417-48e9-9602-44869159c46f', 'route': ['p1', 'e9', 'i5', 'x9', 'p3', 'c3']}
1769763580.8697326,SENT,e6d65f6a-57af-4fe8-b299-ba860ca4c571,212feaba-e6b5-4ee2-96c1-318403652ee6,c4,c3,3395,?,p1,
1769763580.8698099,CREATED,f73ccddf-7784-4f26-9ae9-ab2a4ed3d014,cd497898-c5d8-4894-bf5f-ba6cc5a72a3a,c4,c3,27,?,?,surb={'id': '2cf4efd8-c12f-4580-a467-433786a1753e', 'route': ['p3', 'e5', 'i6', 'x11', 'p1', 'c4']}
1769763580.8739266,RECEIVED,9f67f0a7-c862-450a-9f15-b7ae404aca6e,212d4af6-f112-44c5-a008-b8f45919f0fb,c3,c4,26,p1,?,surb={'id': '199fe32f-5a02-4387-8e14-4169c7f1ef0e', 'route': ['p1', 'e4', 'i1', 'x6', 'p3', 'c3']}
