timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769763347.014262,SENT,09aa88e8-892a-4bd7-9110-3ded0d1ae244,de579057-1e88-44ba-ab41-2a5292e7b7d6,c3,c4,3388,?,p3,
1769763347.0143926,CREATED,7b67e7f1-843d-45e1-9af9-9be64f5c18ff,92247deb-fc42-4079-aede-2c2f92d02edb,c3,c4,27,?,?,surb={'id': '9c40db27-b332-4133-b815-adbb9ccada8a', 'route': ['p1', 'e5', 'i3', 'x6', 'p3', 'c3']}
1769763347.0293317,SENT,b8ec4e75-b1fd-40fb-ade3-ee6969afac0d,57c968cb-5a1b-4e1c-8ecf-c13b795a5604,c3,c4,3383,?,p3,
1769763347.0294666,CREATED,3583ab79-38c7-461c-b8e0-a52c2f59b211,e7a7cb6a-a2f0-4df1-b663-25806c822dc6,c3,c4,27,?,?,surb={'id': '1f8032ca-6246-41bb-8cc7-f1c0f3466fc3', 'route': ['p1', 'e1', 'i6', 'x11', 'p3', 'c3']}
1769763347.0369713,SENT,4419c525-1e70-44b4-87d6-4b4fd4233bac,f7dc562c-4c16-443e-afe3-94214e0de3ec,c3,c4,3379,?,p3,
1769763347.037094,CREATED,c16dc71d-b7be-4f0a-a771-652c5eabd034,859100b7-f18c-4f6d-a09c-8d6b380ad00e,c3,c4,27,?,?,surb={'id': '90d695cd-9cea-4561-800d-f003314cd3f5', 'route': ['p1', 'e7', 'i12', 'x6', 'p3', 'c3']}
1769763347.186152,RECEIVED,8a561670-499e-4eb6-ad5f-0ed2fa6a58ba,e21d436f-ec65-4e6d-8b54-52c5112a9ad3,c1,c3,27,p3,?,surb={'id': 'd41855df-0fc8-49c1-a4ba-58420a5a0926', 'route': ['p3', 'e1', 'i4', 'x2', 'p1', 'c1']}
1769763347.3161757,RECEIVED,0f8dc80c-3a53-45a6-ab36-0987ca3aa407,6e83a8d0-c273-472c-9cf1-a02a0d06f886,c1,c3,27,p3,?,surb={'id': '163ce391-2de0-44b7-8adc-283151dada40', 'route': ['p3', 'e10', 'i6', 'x4', 'p1', 'c1']}
1769763347.392627,SENT,fab281f4-d932-4ad5-85d2-05dc626e6c13,54df4f16-748b-42fb-9a59-ddc8a0973e01,c3,c4,3356,?,p3,
1769763347.392773,CREATED,1504bd11-5c96-4764-9758-cfbc1d15e6d5,a63e5576-49a8-44e4-bab1-7f61b0ec32b7,c3,c4,27,?,?,surb={'id': '063c6ce9-eb41-4510-97cf-ee7c89a3a7e5', 'route': ['p1', 'e4', 'i4', 'x10', 'p3', 'c3']}
1769763347.544802,RECEIVED,19c9930c-82f9-45a5-9220-2daa93a21a7a,a2cf5c39-1b63-48e3-b744-d7c1bb5a7374,c1,c3,27,p3,?,surb={'id': '6422dfdc-79e3-4d5d-a42a-a44de9744473', 'route': ['p3', 'e9', 'i5', 'x8', 'p1', 'c1']}
1769763347.8854053,RECEIVED,36b84afb-034d-4167-bfac-888ac06c1163,74ab5233-c81b-486b-97a8-bbc3f64daf97,c4,c3,27,p3,?,surb={'id': '72d762da-99ba-4fa9-900e-122599a3b49c', 'route': ['p3', 'e9', 'i12', 'x5', 'p1', 'c4']}
