timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769444233.5155113,SENT,9e1130bc-0428-473b-895a-fd9ed261745f,5c873867-196a-48ac-96b1-60b1e8248236,c4,c5,3364,?,p1,
1769444233.5156727,CREATED,3ead766c-9d00-4362-a606-4b8c9598a11b,2919850c-90df-4522-9c0b-2990084cc507,c4,c5,27,?,?,surb={'id': 'c24754f4-39ca-42bf-b565-191215e7cc40', 'route': ['p2', 'e7', 'i8', 'x1', 'p1', 'c4']}
1769444233.57728,RECEIVED,884d4584-b7f8-488b-bceb-b0576d7f2cb9,b52e8a0c-0116-41e5-b86b-ce6705a137b8,c5,c4,27,p1,?,surb={'id': '87188cb6-d71b-4bb9-a6f7-21aecf13e620', 'route': ['p1', 'e1', 'i8', 'x6', 'p2', 'c5']}
1769444233.8069863,SENT,72249ed0-ab03-4236-864a-fafa5c5c9f61,75599ba1-9f79-435b-82d0-4c6cea5178fb,c4,c5,3387,?,p1,
1769444233.8071058,CREATED,47a75d37-370d-4318-a16e-d6084eac4ef4,383cece7-574d-4f8b-a178-b399177ac742,c4,c5,26,?,?,surb={'id': 'a9274b1d-87e1-4dab-ad4a-da014485c4b7', 'route': ['p2', 'e8', 'i7', 'x11', 'p1', 'c4']}
1769444233.9045384,SENT,804a7edc-3c33-473d-82ed-6baa8de85143,4b243c33-94ce-4f89-ac7e-b9a3d19e4156,c4,c5,3393,?,p1,
1769444233.904642,CREATED,5a91dc53-532c-40c5-9441-c448c684faed,99b1d185-1cf4-4909-8530-259d111bcde1,c4,c5,27,?,?,surb={'id': 'b22bd2aa-93b1-4eb7-9df3-165691d87e9b', 'route': ['p2', 'e11', 'i7', 'x1', 'p1', 'c4']}
1769444233.93924,RECEIVED,c4b434dc-11bc-4d99-ba76-e16cf4536d93,b75763bb-f60f-41b6-acb9-8afbdbd75176,c5,c4,27,p1,?,surb={'id': '311a8032-0e3c-4bd8-a4bd-9ae93a5e25e5', 'route': ['p1', 'e10', 'i12', 'x4', 'p2', 'c5']}
1769444234.0493608,SENT,64496808-5cdb-486c-a9a5-6746b9ab1fdf,ae9cdb8f-bf5a-4ac5-a106-63008855aa44,c4,c5,3378,?,p1,
1769444234.049516,CREATED,244be460-0c84-46bb-98ea-796e86f2e047,2f42060e-a7b8-4da3-afd0-067b717e95e3,c4,c5,26,?,?,surb={'id': 'fa2eb426-243e-4e8f-b4e7-61c7a162e0c3', 'route': ['p2', 'e5', 'i11', 'x3', 'p1', 'c4']}
1769444234.240884,SENT,3984744f-fd2b-4114-b517-a88d26b45905,a03ccb5c-a062-4a22-bebd-8e625789a9fd,c4,c5,3375,?,p1,
1769444234.2410412,CREATED,f0b1a1d7-b03c-4c9e-93b1-0fcdfe939ad8,f552e65f-0253-4c6e-9ed3-0f2da4e6f491,c4,c5,27,?,?,surb={'id': '86870ac4-98cd-4c4c-9fb7-3cea2941d685', 'route': ['p2', 'e3', 'i3', 'x4', 'p1', 'c4']}
1769444234.5317202,RECEIVED,455f1401-2f17-439a-8a42-68b85fb75b72,c6b58956-66a7-4b10-8ba1-567ef8709228,c5,c4,27,p1,?,surb={'id': 'd81af035-eb43-4dfb-b324-40b984b5cce8', 'route': ['p1', 'e1', 'i8', 'x4', 'p2', 'c5']}
1769444234.6189537,SENT,bc45b9d0-43f3-4f4c-b800-fd02ed45df44,a0536191-37ec-4f9f-88ff-a6914ba92b23,c4,c5,3384,?,p1,
1769444234.6192431,CREATED,28d469f2-268d-4af1-a9bb-c8a329b1af05,b1938e28-9851-42d3-b552-97eaa1266d0a,c4,c5,27,?,?,surb={'id': '79bea5c9-ef72-4b67-915c-183bb1fac450', 'route': ['p2', 'e11', 'i11', 'x9', 'p1', 'c4']}
1769444234.6338701,RECEIVED,4fa618a0-403e-41e5-b9b6-35c417f8a31e,47dc4a1f-f47d-4e34-b5e4-af5e91755179,c5,c4,27,p1,?,surb={'id': '92e6d1fa-dbac-4207-9dd5-6aa016b5b98d', 'route': ['p1', 'e10', 'i2', 'x2', 'p2', 'c5']}
1769444234.8316605,SENT,4e5106c3-d0e9-4fe8-ab9d-35b200c9d5ad,60954d4c-a99f-4815-80c4-4b0438ecce66,c4,c5,3377,?,p1,
1769444234.8317573,CREATED,f7cbe4e9-2437-4571-b1f4-d43426ca57a8,b65627d6-c633-42e5-ae78-e9354107bac8,c4,c5,27,?,?,surb={'id': '28ec448a-8d24-40a9-80a3-a1a79a845d0e', 'route': ['p2', 'e11', 'i5', 'x8', 'p1', 'c4']}
1769444235.0397344,RECEIVED,abcad1d0-6878-47f8-9317-57621c6e9eac,3e3cb968-21b1-47fd-8d52-d5082765331b,c5,c4,27,p1,?,surb={'id': '23e48925-ec33-41ed-b87d-4c1e45876e1a', 'route': ['p1', 'e5', 'i5', 'x6', 'p2', 'c5']}
1769444235.133159,RECEIVED,2b70fbc2-2b63-453f-9cc0-a0ebc57b3fc7,d9982c49-ab8a-4d46-8891-54228a4d1a2a,c5,c4,27,p1,?,surb={'id': '7360caad-171c-4aea-b724-92cbe4e694a9', 'route': ['p1', 'e5', 'i1', 'x1', 'p2', 'c5']}
1769444235.2373974,SENT,48824e7f-dbb2-4d0d-84f7-531210196326,955c6806-28d7-4169-af0a-a777ae1cd7d8,c4,c5,3404,?,p1,
1769444235.2375515,CREATED,29f6a76a-f0aa-4be9-96c7-aed3f551f2eb,854f2c4d-1e04-4165-a3d3-271a6f4beab9,c4,c5,27,?,?,surb={'id': 'a74fc503-6083-4c48-85f7-68bcb23110ca', 'route': ['p2', 'e8', 'i3', 'x8', 'p1', 'c4']}
1769444235.5944889,SENT,1ab75767-21fd-49f9-bbbf-c863ee4baf25,2a6eacb7-2b6e-47eb-a251-713c42a9b432,c4,c5,3382,?,p1,
1769444235.5946395,CREATED,955c216f-57eb-49d0-93be-5db788f6ba78,1fb93172-7846-4e4c-af68-42efe0718d79,c4,c5,26,?,?,surb={'id': 'f1475b2b-2ab7-4c54-8360-54786ca935c7', 'route': ['p2', 'e6', 'i6', 'x1', 'p1', 'c4']}
1769444235.6252048,SENT,15252105-afda-4102-b4fa-3b995c038c24,dde08559-db17-4cf3-8f7c-fe1fe068285e,c4,c5,3372,?,p1,
1769444235.6253414,CREATED,0cf01dda-b9fb-40b4-ac0d-6a7e57bba449,903275eb-9694-4390-b235-789255f15980,c4,c5,27,?,?,surb={'id': 'b36a1dc2-3dbb-46cd-8612-c34574e0b455', 'route': ['p2', 'e11', 'i1', 'x7', 'p1', 'c4']}
1769444235.6586914,SENT,a153b6e5-868a-418f-a4fb-1c815bf7207b,561ae74b-21a4-4d36-ba3c-ebc8c3b0ce0a,c4,c5,3361,?,p1,
1769444235.6588216,CREATED,b6bc0a6b-28b1-4f8c-8325-4cb477a70392,e2997805-f785-4f73-a99e-503c7a34f3d5,c4,c5,27,?,?,surb={'id': '1ada2126-20fe-4b55-9709-df5f7c5c09be', 'route': ['p2', 'e10', 'i4', 'x3', 'p1', 'c4']}
1769444235.726332,RECEIVED,c770b8f0-35f9-4b26-a6d3-ec8a6cd0e69a,f58e4020-0fc0-4291-ad72-cc96065d7823,c5,c4,27,p1,?,surb={'id': '9e937851-75d2-42d5-bfda-eb1c222931a3', 'route': ['p1', 'e11', 'i8', 'x3', 'p2', 'c5']}
1769444235.941741,RECEIVED,0ace6140-3bda-4fa3-8f81-d0c4c08d8f07,a9fc778c-f563-400d-86cd-0ce7bb5dd1e9,c5,c4,27,p1,?,surb={'id': '1101abcb-eedc-4a95-baa5-75867bfedbe0', 'route': ['p1', 'e3', 'i6', 'x1', 'p2', 'c5']}
1769444236.332641,SENT,d7566caa-d1ea-4c1e-9991-b9a7d77967a1,c9ddfd36-3b50-49c8-87fd-625dc7c78082,c4,c5,3380,?,p1,
1769444236.3327703,CREATED,58111bb2-4e50-4a86-a8cb-5b3ea85f5107,2541de4e-8f3f-4c35-93ac-c26cce6d40ac,c4,c5,27,?,?,surb={'id': '9965fbaf-1f41-42d6-ae71-60501dcb2311', 'route': ['p2', 'e2', 'i2', 'x4', 'p1', 'c4']}
1769444236.4260247,RECEIVED,c38a04a4-ad7f-454f-b097-e4e43e4c04d4,5c4b0774-2c04-4c6d-845f-ab3c31b0cbd5,c5,c4,27,p1,?,surb={'id': 'a46e43b8-0a8c-4421-ad27-e3b8c01c1606', 'route': ['p1', 'e12', 'i6', 'x11', 'p2', 'c5']}
1769444236.6309881,SENT,81cd51d5-4d81-404a-b9fe-77e5c09b4270,dfa9d248-7cd3-415c-a3d7-22979eaaa077,c4,c5,3382,?,p1,
1769444236.631179,CREATED,f0a5bc17-ee9e-4b14-a07c-e0183acd16f9,b5dd8099-9c2b-45e9-a818-1179c169b612,c4,c5,27,?,?,surb={'id': 'bc749500-b769-4bdf-8bdb-6a98d3c44fbe', 'route': ['p2', 'e3', 'i8', 'x5', 'p1', 'c4']}
1769444236.8037152,SENT,cbd4193b-8103-4062-ba4e-db5f413ca1ca,1d94985d-79c4-413f-8fc9-fcd88686f2e3,c4,c5,3384,?,p1,
1769444236.8038762,CREATED,83a0c354-cc0e-4b9d-b7b9-480bbc98b6c8,37b70b7f-3f5f-43d8-bff5-368127ca68d1,c4,c5,26,?,?,surb={'id': '5081ed7f-b2be-47e3-b66a-a71f00b7272e', 'route': ['p2', 'e3', 'i1', 'x10', 'p1', 'c4']}
1769444237.397282,SENT,0d1d1842-c8f2-4244-9dd7-eaa4066d4aa5,fe7817bb-4689-42f4-85af-3dafee176a8b,c4,c5,3367,?,p1,
1769444237.3974319,CREATED,42eb1c02-97b0-4ec1-8d14-21b6752462c5,a0feb484-6950-48db-87cc-5ff2ecac12f6,c4,c5,27,?,?,surb={'id': 'cd69cf59-f412-4151-af5d-56c39e716937', 'route': ['p2', 'e8', 'i2', 'x2', 'p1', 'c4']}
1769444237.4675922,RECEIVED,8a26b403-4593-4092-827e-0814d544c557,5554329e-d4d1-439f-9591-a6fcbe4f3be6,c5,c4,27,p1,?,surb={'id': '27968cd7-0cbf-4a0c-8251-a6c1d72d5df2', 'route': ['p1', 'e12', 'i5', 'x7', 'p2', 'c5']}
1769444238.094739,SENT,a3c9ba67-fad3-4eff-a776-8c9374d58da4,cf3f687b-c547-4106-af46-242b4ec3d070,c4,c5,3383,?,p1,
1769444238.0950716,CREATED,9561a85e-c9e2-4a94-8f71-c7f4fa1a57a6,8fdd0d44-7454-4642-9270-8237a442f616,c4,c5,27,?,?,surb={'id': '7d17bb33-0370-47bc-8b8f-2d37ab6abe01', 'route': ['p2', 'e12', 'i5', 'x11', 'p1', 'c4']}
1769444238.2218153,SENT,97c8e6ec-9f57-4dab-bf52-be451ea20555,f8a42207-7246-4b6b-93e5-f58512bac5fc,c4,c5,3392,?,p1,
1769444238.2219617,CREATED,4e301ec7-1793-4525-9ad6-c1ec856382fd,dbd33d08-e117-4d5e-869c-36b6f779fa6e,c4,c5,27,?,?,surb={'id': '14c591ef-56c8-4159-9cc6-a5dd9f7258c6', 'route': ['p2', 'e7', 'i1', 'x11', 'p1', 'c4']}
1769444238.433322,SENT,94adb4d9-5cc2-4c7f-8cbc-be464779d4d2,ad51ffd9-fa3f-45d6-bb3c-e1d8754250cf,c4,c5,3358,?,p1,
1769444238.4334922,CREATED,6d367e8f-0d70-4698-ad42-08a9cf280c79,495dd78c-e274-4a9c-a1c3-1bc4410fcd10,c4,c5,27,?,?,surb={'id': '0ebbef3f-d124-47c6-96f4-852d6fad38a9', 'route': ['p2', 'e4', 'i7', 'x6', 'p1', 'c4']}
1769444238.6047652,SENT,e8b3e068-2c35-4a95-8c60-470987a1ad58,6c40fcc9-23c2-4736-af6f-4d360b7eb04e,c4,c5,3392,?,p1,
1769444238.6049209,CREATED,ad676e51-9c80-4a7e-bc96-2a90fa954ea9,2c82492d-17f7-45e7-a0e0-86eb1b261f82,c4,c5,27,?,?,surb={'id': '003f0a60-3975-4f7e-ade3-ef8c3f65aaa8', 'route': ['p2', 'e2', 'i1', 'x11', 'p1', 'c4']}
1769444238.6081564,RECEIVED,6f15207b-70d5-4dd1-a374-ca6fa331403a,1cecc6b0-da9a-4083-b3d5-cc7645846642,c5,c4,27,p1,?,surb={'id': '308b3824-43c2-4112-a1b2-86adf9c971bd', 'route': ['p1', 'e11', 'i4', 'x3', 'p2', 'c5']}
1769444239.359489,SENT,f8708106-6c27-4be7-8f19-7ca75a75f317,e6d92942-2a29-4f0b-9751-40f5d43e0190,c4,c5,3359,?,p1,
1769444239.359639,CREATED,c8b548be-093a-402c-ae7a-18c262575fe5,68562fe3-a41b-4bf0-ae8a-ebcff9e1d44c,c4,c5,27,?,?,surb={'id': '7d11deb1-6db1-45e1-876d-23c8372c694d', 'route': ['p2', 'e11', 'i2', 'x6', 'p1', 'c4']}
1769444239.3747106,SENT,37b14aa9-54f7-4787-845a-86c277b0f8a1,14e0de88-957e-4652-96c0-501fe80009c2,c4,c5,3360,?,p1,
1769444239.374857,CREATED,26ebe747-7272-4354-87bf-ae6d83bfe33e,726dc85b-5d70-48eb-a5c7-2383fa8ebe70,c4,c5,27,?,?,surb={'id': 'bea0ff75-f88a-488b-99cc-b3a5703eda1e', 'route': ['p2', 'e8', 'i3', 'x10', 'p1', 'c4']}
1769444239.5224512,RECEIVED,f1c06ac3-975d-410a-b4b2-ad9a8d715d82,0039a459-10e1-4656-955a-03b3309108fc,c5,c4,27,p1,?,surb={'id': '034e9f12-aee7-422a-b1bf-64362cff0aed', 'route': ['p1', 'e9', 'i3', 'x4', 'p2', 'c5']}
1769444239.6638057,RECEIVED,b377d70d-ec8c-4a2c-ac41-8f9b4a666854,4e161e40-9320-4a79-96a9-d3aa3c0c13d7,c5,c4,27,p1,?,surb={'id': 'c22c4bb6-4d26-49aa-a24f-69bc5c0de82e', 'route': ['p1', 'e4', 'i1', 'x7', 'p2', 'c5']}
1769444239.921382,RECEIVED,ee444847-fa58-438a-9580-cdf2401222db,831a2a25-6d89-4d0c-b5b0-58193711bf54,c5,c4,27,p1,?,surb={'id': '829d5b70-d492-4449-8030-91e2608dea2f', 'route': ['p1', 'e12', 'i3', 'x3', 'p2', 'c5']}
1769444240.0704734,RECEIVED,e9c38b26-a0ad-4935-8b27-02bc9419b2b4,f4a63b27-e9e1-4917-b91f-254da619a9b2,c5,c4,27,p1,?,surb={'id': 'a5ff6554-5a1f-4ad8-8af4-295a910ccd8f', 'route': ['p1', 'e4', 'i11', 'x3', 'p2', 'c5']}
1769444240.2862167,SENT,45cfc850-2439-4397-a9f9-24eea7d8b9a8,6bc2d479-534b-4d94-ad1d-212bf161349c,c4,c5,3376,?,p1,
1769444240.2864044,CREATED,c2f22056-2b6f-44fc-a944-da68c9317155,53ffce49-9a1f-4fd1-bf87-874e18744e24,c4,c5,27,?,?,surb={'id': 'b78f421f-be1a-43c7-b49c-5672a32f623d', 'route': ['p2', 'e5', 'i2', 'x6', 'p1', 'c4']}
1769444240.5289335,RECEIVED,8875a92b-9ac3-4625-b7c7-84732ad498e8,f8a210dd-cb06-4c78-b067-2ad14f53fbda,c5,c4,27,p1,?,surb={'id': '2f6502ee-094c-4c7b-8716-44c6a0292eaa', 'route': ['p1', 'e7', 'i9', 'x10', 'p2', 'c5']}
1769444241.0290794,SENT,f8d33214-956d-42c9-b600-24558ae222f3,72bb1526-960a-4377-87df-4608769715a7,c4,c5,3399,?,p1,
1769444241.0291817,CREATED,dd53da7e-ed13-4e12-9341-4ca3074c867f,59dfd566-7abf-432d-8d03-31d020478747,c4,c5,27,?,?,surb={'id': '530a7258-2234-4065-bf07-c146cbe769b5', 'route': ['p2', 'e1', 'i9', 'x8', 'p1', 'c4']}
1769444241.705364,SENT,faf49e75-f8f2-4669-938a-fbf973b5ea42,c5d1d388-7c35-43d9-8860-865ad51b4442,c4,c5,3371,?,p1,
1769444241.7055113,CREATED,024608cd-570e-4938-813d-8441210e7c2e,51a85bd0-7f63-49d5-b80e-16b967d66d1c,c4,c5,27,?,?,surb={'id': 'a386e781-9a79-44e3-95a0-cca763b1672f', 'route': ['p2', 'e3', 'i7', 'x1', 'p1', 'c4']}
1769444241.7631176,SENT,d201b07a-cf8d-4fe2-bbe7-4bb7c6a513e5,cf2b8942-bc5d-4e33-964e-4ea87c069163,c4,c5,3355,?,p1,
1769444241.7632189,CREATED,36168904-16c8-4cb5-a679-598887f40724,f45b3c39-cc3b-42fe-b5fd-1e0a64f09cfd,c4,c5,26,?,?,surb={'id': '2d6b5686-630c-4be4-9917-8e16dc5ce281', 'route': ['p2', 'e4', 'i4', 'x3', 'p1', 'c4']}
1769444241.7826695,SENT,903c5ee8-dc09-4902-9263-b86bee96fb34,548a04f1-fd23-4442-9cae-aaf08a1f7575,c4,c5,3400,?,p1,
1769444241.7828383,CREATED,ade0c74a-49f0-426b-84b9-c3a916a28bbe,22919ff4-149e-43d9-b5dd-69b727620859,c4,c5,27,?,?,surb={'id': '54b5187b-3bec-4546-b715-b47c9a1a99a0', 'route': ['p2', 'e10', 'i3', 'x11', 'p1', 'c4']}
1769444241.9068925,SENT,fe752322-d6a6-43ee-a349-eecf67256025,209820c6-a192-4562-9356-015a25768153,c4,c5,3376,?,p1,
1769444241.9069932,CREATED,2013d1d7-d387-4da3-8d33-a4df88930ea5,40823245-84ae-47b1-84b5-b1a25eb218a7,c4,c5,27,?,?,surb={'id': '80ca5032-4fa3-480d-bfa4-e52e50dc5c41', 'route': ['p2', 'e3', 'i4', 'x10', 'p1', 'c4']}
1769444242.0799959,RECEIVED,e736dd9d-7636-4123-910b-511de52b6a59,8702de7d-697d-4262-a5b6-5cd3211446c6,c5,c4,27,p1,?,surb={'id': 'eb4f739b-0a76-440d-8dbb-f58984b08bbd', 'route': ['p1', 'e7', 'i5', 'x6', 'p2', 'c5']}
1769444242.2709246,SENT,9a17c83b-a569-4f18-8d2a-17884e9788a9,401315f9-85fd-4095-8b73-6027b6f37d74,c4,c5,3393,?,p1,
1769444242.2711117,CREATED,987b0568-a328-475f-a870-528f32be237b,5dbe6e94-1516-48b8-8093-c14e8ec291e4,c4,c5,26,?,?,surb={'id': '1baba0ca-3900-423d-b574-dfbd8d8eafc5', 'route': ['p2', 'e11', 'i10', 'x1', 'p1', 'c4']}
1769444242.3219733,SENT,05b99444-b3e5-4852-bea5-21dbfe3f41aa,82872c49-39c8-437d-a119-9843e1b1e1d6,c4,c5,3392,?,p1,
1769444242.3221557,CREATED,fb0be909-b85a-4a5c-83db-1304839cf3c8,b840940e-48b0-46c4-a820-ee684fb7a4f9,c4,c5,27,?,?,surb={'id': '23691ef5-ae12-4368-9cbb-4766927c4a26', 'route': ['p2', 'e10', 'i4', 'x5', 'p1', 'c4']}
1769444242.6302779,SENT,fa20216b-e2cc-4463-a480-e4c97608ba67,0bf34a3d-4d43-4788-a680-43c9d79358e2,c4,c5,3385,?,p1,
1769444242.630428,CREATED,a8d30aa1-2e3e-4fd6-98e5-48bcbf0b0624,6c13d63b-7786-4977-9a7b-dd61b3a9a807,c4,c5,26,?,?,surb={'id': '86cab049-ed3c-4e56-9968-bec40a807100', 'route': ['p2', 'e2', 'i4', 'x10', 'p1', 'c4']}
1769444242.7676299,SENT,dea157ad-4c16-4c97-b690-36ef4fd43584,87c9c4f3-c888-44db-b626-9404ad1ff29e,c4,c5,3396,?,p1,
1769444242.7677338,CREATED,80711fe6-1f5f-4638-b6cc-5df0b7f55e59,0813fae4-eb48-4c88-a33f-2a8b9fefca2a,c4,c5,27,?,?,surb={'id': '4f6178bc-132d-489d-8199-8f2cae1f4c32', 'route': ['p2', 'e11', 'i1', 'x7', 'p1', 'c4']}
1769444243.1036427,SENT,4eda72fa-feba-47a3-9870-fe198618e71d,05a6ce8f-12ae-4bac-b1c7-6da4abc0255f,c4,c5,3383,?,p1,
1769444243.103794,CREATED,d3ca6ba9-6520-4248-b496-ccb96825ee44,8917bd25-5275-4151-9061-ec8cf3c3a0b9,c4,c5,27,?,?,surb={'id': '83eccdcc-a128-46ba-92fc-3b4993bb89f8', 'route': ['p2', 'e2', 'i2', 'x8', 'p1', 'c4']}
1769444243.2216017,RECEIVED,332934a0-3c7e-49cc-96a4-ee80533e764c,7de630d0-9d03-45fe-8265-9e6d0bea5328,c5,c4,26,p1,?,surb={'id': '67a44712-5f23-46a5-8ee9-33592176b0ba', 'route': ['p1', 'e10', 'i10', 'x5', 'p2', 'c5']}
1769444243.281568,RECEIVED,a3ece075-3377-4f4e-9da0-ad42011c3c64,c25026fb-249e-4f56-9e68-324994f45a41,c5,c4,27,p1,?,surb={'id': '3cc280c2-24ff-44a1-bd42-d43a33ba3be4', 'route': ['p1', 'e7', 'i1', 'x6', 'p2', 'c5']}
1769444243.413094,RECEIVED,0a67e751-f346-4914-9505-fa24235ae0d1,ba0d7c6e-70e6-47a3-b8e5-3fec9933c6c4,c5,c4,27,p1,?,surb={'id': 'd8cee40e-3ac1-4e72-a24c-6c111a1e6080', 'route': ['p1', 'e4', 'i11', 'x8', 'p2', 'c5']}
1769444243.4734714,RECEIVED,62f40b77-34d8-4fe4-9afd-d92150c7188f,c9778567-62c3-4691-be54-7d9d4f8a9ee2,c5,c4,27,p1,?,surb={'id': '2f9bd58d-556a-4485-9f6e-fed86185d9cb', 'route': ['p1', 'e2', 'i12', 'x6', 'p2', 'c5']}
1769444243.7038722,RECEIVED,ebdc912c-bbe4-4cbe-834b-7317bbf802f7,7c2eb465-31a2-4e00-ab57-4ecca7380d3a,c5,c4,27,p1,?,surb={'id': '26314a42-8638-4d25-bc06-324341154413', 'route': ['p1', 'e10', 'i6', 'x12', 'p2', 'c5']}
1769444243.7181501,SENT,1f102aec-4e90-4a43-8d47-3424a4cd877b,e080421f-9967-4c3c-99e8-bd5a28538ec9,c4,c5,3392,?,p1,
1769444243.718212,CREATED,a93866a0-879b-4c35-9965-e36c4e132c12,10060b2b-ba40-439c-a426-a887a5828d81,c4,c5,27,?,?,surb={'id': 'ae057bc9-5e6f-4fa3-b734-3a103ff92694', 'route': ['p2', 'e11', 'i1', 'x11', 'p1', 'c4']}
1769444243.802699,RECEIVED,00fa939b-5dc3-4255-9fd1-1a3d0c344cbf,10887ae0-5c9d-4cc0-9248-b3d06a321d6c,c5,c4,27,p1,?,surb={'id': 'c96d7f13-0918-4b86-b548-4392ee9773f5', 'route': ['p1', 'e3', 'i12', 'x11', 'p2', 'c5']}
1769444243.8216195,RECEIVED,bb89d56a-6f92-471c-aaa7-eb68c3d4708d,975f4bd4-3db1-42db-af11-3d0413c874c6,c5,c4,27,p1,?,surb={'id': 'ef411663-64e8-4f75-a5fe-4a53b0abd984', 'route': ['p1', 'e8', 'i1', 'x11', 'p2', 'c5']}
1769444244.2111852,SENT,9b9a8a56-fe74-490a-8f7d-a6d75ec00c7d,4485b4f0-57dc-456c-b6aa-4f7ab430d159,c4,c5,3375,?,p1,
1769444244.211335,CREATED,b3649e3e-9712-4fad-a4e6-80c11351d8c4,6d8337c9-b722-49cb-a40c-84ad81187b7c,c4,c5,27,?,?,surb={'id': '4952e054-79b7-4446-9bd1-f302900e67c0', 'route': ['p2', 'e4', 'i6', 'x3', 'p1', 'c4']}
1769444244.235171,RECEIVED,0680f881-0b59-418d-ba7d-bda1e857a163,6fa2aa4b-13ba-4c4a-909e-c65f260d3f49,c5,c4,27,p1,?,surb={'id': '7d47ba55-ba35-4594-a7fa-d7cbbe814f34', 'route': ['p1', 'e5', 'i10', 'x8', 'p2', 'c5']}
1769444244.3106403,RECEIVED,4a48d8e9-472a-4870-9f80-6b52ed2ba153,999f1c7f-e4cf-484d-a6e2-ff25619b1290,c5,c4,26,p1,?,surb={'id': 'a6e51890-8c5d-40fd-bf14-b24709b9ecf3', 'route': ['p1', 'e3', 'i3', 'x1', 'p2', 'c5']}
1769444244.444604,RECEIVED,2336a48d-8d77-4442-a380-75907d5acfe5,e2cdd20a-ca87-423c-8ccf-c942f092d24e,c5,c4,27,p1,?,surb={'id': '963e1f6d-2f46-4380-b321-bc338e75965f', 'route': ['p1', 'e9', 'i4', 'x3', 'p2', 'c5']}
1769444244.5466087,RECEIVED,cab68bb1-c151-4a71-8888-9bd8bf50e55f,f1e75506-20f4-4081-bcb6-1e9e0305c86a,c5,c4,27,p1,?,surb={'id': '4bdac534-547d-4fbe-9c90-fe021ff25eea', 'route': ['p1', 'e5', 'i7', 'x4', 'p2', 'c5']}
1769444244.5610955,SENT,b72e64d4-c747-4d5a-b184-0304d349b293,ea550987-e6da-4bf2-81bd-fc738c501d87,c4,c5,3375,?,p1,
1769444244.5611594,CREATED,3fae053b-de3e-47a1-b0fa-703619360ec5,6d274b2b-0158-422f-a5e8-93b06376ea86,c4,c5,27,?,?,surb={'id': 'e5f64c44-b96a-4e83-a53e-3d2b8dc499e3', 'route': ['p2', 'e1', 'i12', 'x2', 'p1', 'c4']}
1769444244.7464914,SENT,c5f6e4fb-b2f2-4ea2-aaba-ff5e4ff06ffc,0de14d7f-1611-4d7f-911d-84e4c0eff923,c4,c5,3367,?,p1,
1769444244.7466354,CREATED,9fa5b70b-e0eb-419d-9f1a-b6a82802c005,8fb9fbb2-b40b-4a62-88a0-88773f958129,c4,c5,27,?,?,surb={'id': '4e9ff754-2581-4e96-9110-b10665c0c4e7', 'route': ['p2', 'e4', 'i9', 'x9', 'p1', 'c4']}
1769444244.7552295,SENT,384ad445-5912-48c7-bba1-e96fcc442709,963978fd-41e5-418a-8bb7-f2d549ed8594,c4,c5,3371,?,p1,
1769444244.7553902,CREATED,5f89d891-c587-4608-be6f-b6af1b4ba022,e4f26820-0aad-44ec-8876-44325f17e9c1,c4,c5,27,?,?,surb={'id': '9d1d0681-9934-4f80-9f21-2bd1a4c4ba5e', 'route': ['p2', 'e11', 'i1', 'x8', 'p1', 'c4']}
1769444244.7765837,SENT,b0efcf54-c135-44e1-84bb-6b977f90ca4c,68c3c30a-f12d-462e-a2f3-15f1bbc2967c,c4,c5,3399,?,p1,
1769444244.7767332,CREATED,eab0f4f6-7edf-4bca-bb92-3a8d75c4b2f3,6a680815-8ffb-438a-8608-9e3bde86ffca,c4,c5,27,?,?,surb={'id': '6ab19eb8-367b-47f6-b22e-40bf0598257f', 'route': ['p2', 'e12', 'i1', 'x9', 'p1', 'c4']}
1769444245.029905,SENT,77e70efc-f5ff-439a-9e35-7db4ad9613f5,274cce91-1010-4499-976c-7c6791d16828,c4,c5,3363,?,p1,
1769444245.0300915,CREATED,5636309b-bc6a-48be-935e-06b4412bb11c,33a837f2-0223-4cda-a34f-1c448cc0d3fe,c4,c5,27,?,?,surb={'id': 'e6825360-1d85-4697-903d-2c8938d3322e', 'route': ['p2', 'e9', 'i1', 'x12', 'p1', 'c4']}
1769444245.140217,SENT,b312dede-4d64-41dd-bd82-a233b0b112e7,33b3675f-af96-4a26-b8bb-b3314f771455,c4,c5,3380,?,p1,
1769444245.1403723,CREATED,bbd83a90-3607-4fe2-8a49-8c8cf05689ff,a6cc7b84-4289-41dc-8efd-e8b5f6aa412b,c4,c5,27,?,?,surb={'id': '7da7478a-4c29-4c45-b71c-6c09f8ede5ef', 'route': ['p2', 'e2', 'i7', 'x7', 'p1', 'c4']}
1769444245.455366,SENT,02ed3685-0f0c-4644-93c8-4ed694789639,866f6aa9-d71b-4d20-93b3-39e5a6ee01aa,c4,c5,3400,?,p1,
1769444245.4554696,CREATED,e772e43d-f102-46bf-929d-cb25c04999cb,d6202281-9151-4468-8628-36da0254d770,c4,c5,26,?,?,surb={'id': '9b1b3bec-69a4-4438-918b-9ca55e9ccb14', 'route': ['p2', 'e12', 'i10', 'x7', 'p1', 'c4']}
