timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769444321.757747,SENT,b3857a95-a75e-486d-836f-561bfe4085bd,26fe998a-0869-41a1-90a4-7cf644a2ff8c,c5,c4,3380,?,p2,
1769444321.757804,CREATED,862e08bc-6dc6-4767-9f61-1fb039dc4844,881b8ccc-231c-41aa-83d4-f23482ad61e0,c5,c4,26,?,?,surb={'id': '3f5234f6-68a7-42a0-bb59-cbcc58c2b650', 'route': ['p1', 'e7', 'i2', 'x11', 'p2', 'c5']}
1769444322.0944307,RECEIVED,dc0e08c7-33ad-447d-9e34-b2ba58879ef6,e8f01669-1d29-4e3d-a9e1-3e6525ce536e,c3,c5,27,p2,?,surb={'id': '98183321-9fac-42ed-b1ca-08528ab4f0c2', 'route': ['p2', 'e2', 'i10', 'x10', 'p3', 'c3']}
1769444322.383869,SENT,cb245fb3-cbfc-4295-9ab6-857cb1db716e,3c158725-9d89-4d6c-abf3-14e40b487fab,c5,c4,3356,?,p2,
1769444322.3840191,CREATED,df9eede3-fd83-4264-aae3-99cd498026b8,d667d173-9d6b-43e8-8d19-5703b3513699,c5,c4,26,?,?,surb={'id': '0f590ad1-cbd8-4e70-8be1-7cac8696daa4', 'route': ['p1', 'e1', 'i3', 'x4', 'p2', 'c5']}
1769444322.4109688,SENT,6dbb8dc9-5f5f-4284-93ec-d78af1c732f3,b86428f7-34f8-44c9-a77c-0adcdbf5306b,c5,c4,3362,?,p2,
1769444322.4111729,CREATED,c6d0845f-3a7b-4f54-a077-4c2a3de9f16f,ffb29fb1-0a3c-46af-ab56-4a527d0076cd,c5,c4,27,?,?,surb={'id': '54f1fa7c-62b1-488d-85d9-03a73bfb673e', 'route': ['p1', 'e2', 'i1', 'x8', 'p2', 'c5']}
1769444322.4328287,RECEIVED,c01fa7a2-4d0d-4d28-844f-b4c01dfbda33,ccce581c-1ded-4b98-8404-299e0a53b774,c4,c5,27,p2,?,surb={'id': 'f680ce47-a08e-4464-a20e-a62e6cf37ca7', 'route': ['p2', 'e7', 'i3', 'x8', 'p1', 'c4']}
1769444322.7095082,SENT,84cadb4d-0fcf-4f98-a5f9-172a86286901,33cd5b91-51b9-4534-a7cd-4bde988d1064,c5,c4,3384,?,p2,
1769444322.709654,CREATED,c023d266-88d5-43cb-baaa-fc8811458c33,4ecf5e01-4780-4e39-9122-fb8ae97ebb65,c5,c4,27,?,?,surb={'id': '4422c3b4-c74c-4e21-b59b-8a12f0241e5c', 'route': ['p1', 'e6', 'i5', 'x5', 'p2', 'c5']}
1769444322.7395637,RECEIVED,18a9b6ec-357a-4487-8b99-c418391a5275,66b51c25-c1af-4f4c-96b8-d78d66491b61,c4,c5,25,p2,?,surb={'id': 'acb2f4d4-e389-4e7f-9881-53e89815c34a', 'route': ['p2', 'e9', 'i5', 'x9', 'p1', 'c4']}
1769444323.2686522,RECEIVED,ae2e1a25-0891-48df-ae4c-a3c088f798bd,1eb13141-ac17-42ed-9870-c9150f44cba2,c3,c5,27,p2,?,surb={'id': 'a53ace8d-ed37-4153-842f-abab2138a8e7', 'route': ['p2', 'e12', 'i7', 'x1', 'p3', 'c3']}
1769444323.3981578,RECEIVED,a9df3d6f-d22a-4c68-9ce7-f4b6058c65ff,64078036-da29-4ac7-9da7-0d574598cd0c,c4,c5,27,p2,?,surb={'id': 'dfe9c611-f29b-473a-be39-d22697d28cba', 'route': ['p2', 'e11', 'i7', 'x4', 'p1', 'c4']}
1769444323.3993793,SENT,910a3af6-cccc-43c4-bae6-3beb20d3d598,63a9939b-75e2-4845-b97d-105936c02e8e,c5,c4,3400,?,p2,
1769444323.39951,CREATED,bb448207-3d01-4d40-bae6-6d8336a6af5b,61454f16-188b-4f4c-94e6-6998c5fe6cd5,c5,c4,27,?,?,surb={'id': '83d8cb94-a6c4-48e9-9e20-e8b39ba90f7e', 'route': ['p1', 'e12', 'i11', 'x12', 'p2', 'c5']}
1769444323.5077055,SENT,f4c1188d-7760-43f8-9935-aac8096e9568,a9b9ad3d-708d-417f-ac10-88f862ed429e,c5,c4,3388,?,p2,
1769444323.507845,CREATED,730a235f-273b-4e5f-8054-a0de9cc4d39b,4e46e1cd-ffc5-4324-b0a4-161b0cf097f2,c5,c4,27,?,?,surb={'id': 'e7b0edb4-9aef-4488-962b-6f4b59432744', 'route': ['p1', 'e12', 'i12', 'x8', 'p2', 'c5']}
1769444323.5759661,RECEIVED,4fcfb9e6-a0a7-4992-bd06-fb01d0e5cd4c,eb032729-f445-476a-9fcf-bd232c0277e9,c4,c5,27,p2,?,surb={'id': '631ef9c5-30af-4092-884e-d9f343012d34', 'route': ['p2', 'e2', 'i2', 'x5', 'p1', 'c4']}
1769444323.6001904,RECEIVED,11d7f28d-1f61-4e70-bb27-18599a3d8de7,8e46da8f-64d8-4979-9bc8-4d06a04d351b,c4,c5,27,p2,?,surb={'id': 'a10ea26d-7ab5-402a-bdf5-868ad4a14d01', 'route': ['p2', 'e2', 'i12', 'x3', 'p1', 'c4']}
1769444323.6112769,RECEIVED,3c803533-e9d2-4a1a-9c91-53c37bf26dda,859b7c91-9c7e-4928-ba85-7ad04ec4ed23,c4,c5,27,p2,?,surb={'id': '120a8664-92f1-451c-bd25-a60de934f488', 'route': ['p2', 'e2', 'i6', 'x7', 'p1', 'c4']}
1769444323.71466,RECEIVED,76aa9802-2df4-4c2a-9b12-016207a1463a,b368c9a9-3781-4cf2-8005-2d76248c1376,c4,c5,27,p2,?,surb={'id': '06fa602c-fc0b-4508-8884-b7700e263b09', 'route': ['p2', 'e7', 'i1', 'x6', 'p1', 'c4']}
1769444323.8599243,SENT,ed2b0fd1-19d9-4cb7-8360-0bb1e1a754a4,6baaa398-a9ae-4b47-9d56-ee84cc41aaf7,c5,c4,3364,?,p2,
1769444323.8600986,CREATED,96f3623f-e7e4-4da9-805f-bbc06f62370f,a9b84edc-19f3-4911-95c8-a5cab6ef2fa9,c5,c4,27,?,?,surb={'id': '7e987346-aab7-4f43-b853-e266fda50fe8', 'route': ['p1', 'e7', 'i7', 'x7', 'p2', 'c5']}
1769444324.240563,RECEIVED,11e17c7b-5172-40c8-b210-41949b492b56,a31389e4-68eb-441b-81f5-344619c79f07,c4,c5,27,p2,?,surb={'id': '458c4503-e8d6-4522-b6fc-d189f770df78', 'route': ['p2', 'e4', 'i12', 'x4', 'p1', 'c4']}
1769444324.2613072,SENT,8dc38e8d-101d-4e32-a963-16f3b2457ca0,94ab2cfa-d859-4333-a1e1-c1bf2ae510cd,c5,c4,3363,?,p2,
1769444324.2633762,CREATED,51b1a454-00f0-40c1-aa52-a917f20521e8,d4b95d45-fffe-459e-ad8c-744212bb5478,c5,c4,27,?,?,surb={'id': 'f5093e67-0793-444e-8fbc-0c8038f23c04', 'route': ['p1', 'e10', 'i1', 'x6', 'p2', 'c5']}
1769444324.279572,RECEIVED,6e003e99-8d4a-4c2a-9cb5-c9a7e064e393,5b60d8f8-2196-4d34-8b36-c5e626145a4b,c4,c5,27,p2,?,surb={'id': '9bf5f033-0ef9-41d9-82b5-47f528fab8ba', 'route': ['p2', 'e2', 'i4', 'x3', 'p1', 'c4']}
1769444324.3780293,SENT,e0ce7136-b62b-4e25-98e3-ad762c9973f4,148402cb-c857-4ec3-ad2c-f6b82c61c4e3,c5,c4,3379,?,p2,
1769444324.3782406,CREATED,bdccacbc-6b4b-4f0a-8d1a-f9b2ddea5ae3,7955b934-30a3-4b10-870a-fca277ae8283,c5,c4,27,?,?,surb={'id': '71425904-88fb-4dc9-afd5-804d99dd8c16', 'route': ['p1', 'e4', 'i6', 'x8', 'p2', 'c5']}
1769444324.380221,RECEIVED,6976b21c-0da9-4266-a2f9-cc3860082e27,c2c2804e-53cc-4c14-b81a-6160d7507a15,c4,c5,27,p2,?,surb={'id': 'e979058c-51f9-4bbc-a513-9df05234a854', 'route': ['p2', 'e10', 'i7', 'x10', 'p1', 'c4']}
1769444324.4301481,RECEIVED,e7e8f836-3b8c-4f2c-813c-df34f0a42854,326e2873-75c6-4dc7-9d25-4690bd1fdbad,c3,c5,27,p2,?,surb={'id': '26527ddf-851d-43ab-8927-9590fb47942e', 'route': ['p2', 'e2', 'i10', 'x2', 'p3', 'c3']}
1769444324.4729395,SENT,e208710b-1b55-40ca-8406-9343d226a093,2dcdc036-c45e-4898-bd1a-25aeae6977d8,c5,c4,3388,?,p2,
1769444324.4738283,CREATED,d97ce320-59d9-4bff-83ed-dc7adf25fd05,d5aaa2ef-8d72-46f8-b8b0-793785b79a44,c5,c4,27,?,?,surb={'id': '0a1bd2d2-b892-4d75-a944-a4d2d57dcd1b', 'route': ['p1', 'e5', 'i4', 'x10', 'p2', 'c5']}
1769444324.490252,RECEIVED,c52c2348-6b99-47a2-a07b-cb67f9abb2b6,a71c3e4a-3ee9-48cf-8f00-1359e491e69a,c3,c5,27,p2,?,surb={'id': 'ebad08d8-8ec2-423e-997b-8187ef7c299a', 'route': ['p2', 'e4', 'i10', 'x8', 'p3', 'c3']}
1769444324.5906408,RECEIVED,1e80fbd4-ca83-4a70-807a-93b5cd260e21,b78aae6d-c6d1-4cb9-8909-a06527189561,c3,c5,27,p2,?,surb={'id': '033b304b-80fa-426a-9f0d-c2209c6f65db', 'route': ['p2', 'e8', 'i8', 'x3', 'p3', 'c3']}
1769444324.7074127,RECEIVED,d8bcb68d-5c30-4b16-8106-6d7b9bbd402d,8e82ab91-3603-4fd1-9707-4520e6bd75a4,c4,c5,27,p2,?,surb={'id': '4f1e8b9a-9f35-448f-b6b3-2a8a578ce363', 'route': ['p2', 'e1', 'i11', 'x4', 'p1', 'c4']}
1769444324.798365,RECEIVED,69c21007-2837-4556-98b4-7487e50aff77,6e14cc15-5d03-41a5-8ff1-2bcff0cce99c,c3,c5,27,p2,?,surb={'id': 'fa04b2d5-7596-4921-a54f-f1386b8d5101', 'route': ['p2', 'e1', 'i9', 'x11', 'p3', 'c3']}
1769444324.945832,SENT,601f7d0f-e875-48ac-8ac9-bf3a159ab2b3,157a4e86-feb9-40c9-adba-4c6c7b18a341,c5,c4,3360,?,p2,
1769444324.945974,CREATED,ccc8fead-d79a-4e83-af4e-dea76be6abe8,8e211118-096f-47e1-a7db-f546a3fd2ae1,c5,c4,26,?,?,surb={'id': 'c647ac39-8072-48a1-aa17-5e0b65859d38', 'route': ['p1', 'e9', 'i1', 'x1', 'p2', 'c5']}
1769444324.9903204,RECEIVED,c54ea287-d617-459d-9936-754ec6729980,278d1687-4d71-4b89-b8e0-47be8096129f,c4,c5,27,p2,?,surb={'id': 'fc99dbc3-9395-42f3-bb9c-b88251a7bb6b', 'route': ['p2', 'e9', 'i9', 'x5', 'p1', 'c4']}
1769444325.3131938,RECEIVED,d797e12f-f130-43fc-b14c-ed6aa8d0c13b,6e716690-eb69-43de-8265-c8b8c6d518a8,c3,c5,27,p2,?,surb={'id': '4d905b6a-134b-4e91-acd0-f1abddd5376e', 'route': ['p2', 'e10', 'i2', 'x3', 'p3', 'c3']}
1769444325.318552,RECEIVED,bb47a5e3-185d-4aee-9619-77d29328b307,725816d8-57eb-434b-bce6-1f2fb43935ee,c4,c5,27,p2,?,surb={'id': '27a9788c-4862-4266-a688-b503d70ac216', 'route': ['p2', 'e9', 'i5', 'x5', 'p1', 'c4']}
1769444325.4285076,RECEIVED,3e5f6f98-0738-4504-aa01-d79568724ea9,7f087cfe-e7a7-4d46-8e9f-284c9b89a1eb,c3,c5,27,p2,?,surb={'id': '5428b6e8-b5a8-49a3-8462-6361cdbbbdc0', 'route': ['p2', 'e6', 'i6', 'x1', 'p3', 'c3']}
1769444325.4669518,RECEIVED,8884a230-4ea1-417c-84ff-eb417ef5aa05,01698b98-de75-4c14-aca9-1b8fa1d926fd,c3,c5,27,p2,?,surb={'id': 'c46cb387-0a72-4ea0-b5a8-9362b0473a2b', 'route': ['p2', 'e3', 'i3', 'x12', 'p3', 'c3']}
1769444325.4776745,SENT,2994335f-5685-4f49-87bb-87225c43bed1,b22362e9-c1b2-47ef-af54-776d4e99b38a,c5,c4,3381,?,p2,
1769444325.4777505,CREATED,f7b9ecc5-ddaf-42a5-8b5a-ce793ab0acd1,3fa27f15-28a0-4585-b3e4-b3cdfedb338d,c5,c4,26,?,?,surb={'id': '4af4676c-903b-4f86-846d-f2e4c214163d', 'route': ['p1', 'e11', 'i6', 'x9', 'p2', 'c5']}
1769444325.4990854,RECEIVED,66b6d9d3-9c7b-4d2a-b001-3c2dd7634f58,482e8ded-d9ca-4763-a465-43490b4b7fae,c4,c5,27,p2,?,surb={'id': '9a2aea25-f483-4e8a-bd2d-28090278c635', 'route': ['p2', 'e9', 'i9', 'x1', 'p1', 'c4']}
1769444325.827117,SENT,4ae6f296-44b2-450a-abb6-c383786b5aad,7c5f066c-4b6c-4bc8-82a4-d34a8c57d1ad,c5,c4,3360,?,p2,
1769444325.8273275,CREATED,d25fcab5-95ca-4b53-a34f-f384e8a6547f,fb2f63ef-bd44-4110-908b-ad483e43da5d,c5,c4,27,?,?,surb={'id': 'fe6613d6-b3fc-4af0-a5a5-c9fe0ef0b31c', 'route': ['p1', 'e12', 'i5', 'x1', 'p2', 'c5']}
1769444325.842988,SENT,8500441b-4f79-43be-b88d-444d6ae56831,3d6baa28-7b3d-46f6-a076-0e35142347b7,c5,c4,3392,?,p2,
1769444325.8437405,CREATED,564e2ed4-02d0-415c-98fd-68db7051f40d,93c9cc02-0319-4ef3-b3c2-278b4822c72d,c5,c4,27,?,?,surb={'id': 'b49ed09a-fc61-443f-81ad-8a5007e3bbca', 'route': ['p1', 'e9', 'i11', 'x1', 'p2', 'c5']}
1769444326.041356,SENT,812b5355-ad08-4b80-be0e-9c7d83dd382b,13eb8d9f-8ecf-4757-ae16-1efebfff47f0,c5,c4,3387,?,p2,
1769444326.0414464,CREATED,d930d7e2-15f9-4f8b-8200-0e24877234d0,d8f37f38-d7de-4298-a91c-769ad4ca264e,c5,c4,26,?,?,surb={'id': 'f9d7a41a-b1fb-43ae-8e31-e89fe7197a31', 'route': ['p1', 'e12', 'i11', 'x12', 'p2', 'c5']}
1769444326.0468736,RECEIVED,795cb68f-e679-46c1-90c2-2044ad60c57c,8c0eaf02-ccfe-410c-a215-f7a3d4ec39f7,c3,c5,26,p2,?,surb={'id': '827c5dff-5a15-4214-832b-d67637b79adc', 'route': ['p2', 'e5', 'i10', 'x11', 'p3', 'c3']}
1769444326.0609248,RECEIVED,61a8ded4-a3f4-4e9c-b0f6-53066800df22,ef687f6c-3120-49e5-94f5-691f67c443d9,c4,c5,26,p2,?,surb={'id': '8e2a72e3-f8b5-4d47-91d5-3e863de5f0e0', 'route': ['p2', 'e8', 'i4', 'x4', 'p1', 'c4']}
1769444326.1828532,SENT,ac3e762f-b8a7-4b86-9ad4-1f90c5738a29,b64ebb8a-91c8-4ddb-a357-d38bb56d7275,c5,c4,3377,?,p2,
1769444326.1829531,CREATED,3e9b4737-8bc6-49a7-975d-a145b25bd5a0,4ac8d385-37dd-447e-b260-5d300fb30018,c5,c4,27,?,?,surb={'id': 'da79018d-6543-479a-934f-dc0ead232658', 'route': ['p1', 'e3', 'i6', 'x6', 'p2', 'c5']}
1769444326.2073016,SENT,f2700a29-acdc-4139-848a-cf48601545b9,252203a2-a0cd-4b34-bb97-6e4ef8955ecf,c5,c4,3358,?,p2,
1769444326.2074,CREATED,0540d62c-bc60-4837-bace-c6879d9098b4,95d6bc0b-0d77-490e-a725-062ac51f3b14,c5,c4,26,?,?,surb={'id': '5590b87a-88ba-464e-b6fb-9d344788ad22', 'route': ['p1', 'e5', 'i5', 'x1', 'p2', 'c5']}
1769444326.2777052,RECEIVED,55342473-021e-49f6-8817-bccb7b7d5f2b,1f5d0625-0de3-4832-b47d-927802f0099b,c3,c5,27,p2,?,surb={'id': '0f367c43-43f7-4f05-a419-89f457cf522b', 'route': ['p2', 'e12', 'i2', 'x2', 'p3', 'c3']}
1769444326.3973892,SENT,a3d59de7-7295-4c11-a659-2a8145f003b7,03498d06-ff54-4490-b3c6-7ce45705690d,c5,c4,3379,?,p2,
1769444326.397488,CREATED,1ab3f3c9-45c8-49ff-9658-9d4e4dc378c7,4fb83165-34de-4464-8e93-3ae7db840c9a,c5,c4,27,?,?,surb={'id': '94c9a472-5327-4111-9ee6-239dee05adee', 'route': ['p1', 'e3', 'i11', 'x5', 'p2', 'c5']}
1769444326.583106,SENT,f8baa11e-5b37-4fc7-a101-f7b31ba37b4d,bc49738b-0484-41f9-a5cb-e5a749a1cbed,c5,c4,3397,?,p2,
1769444326.583243,CREATED,bddeb764-ab3c-41f1-a8c3-cba6c0fd354e,62e9d4f2-0a1a-4cd1-97b4-e4c256deeb99,c5,c4,27,?,?,surb={'id': '9de56478-46cd-4dc4-8d6a-a36e82789e24', 'route': ['p1', 'e9', 'i10', 'x2', 'p2', 'c5']}
1769444326.6311955,RECEIVED,0f8223fa-5d09-4212-8749-9b7ea0579f41,4f2f8c39-b25b-4d56-a94d-7119b9587e8d,c3,c5,27,p2,?,surb={'id': '5a678e1b-71bb-4ce9-ac58-d101da8ac7ca', 'route': ['p2', 'e8', 'i12', 'x11', 'p3', 'c3']}
1769444326.7127893,RECEIVED,692c36b8-3b8e-4172-9a15-60a8f713597c,41e3a71b-bd24-4905-9c4a-6a792f60a0ba,c3,c5,26,p2,?,surb={'id': '787114cf-add2-4561-ad38-a99ce7c720c2', 'route': ['p2', 'e3', 'i4', 'x6', 'p3', 'c3']}
1769444326.796167,RECEIVED,0dbec6c6-b451-47b4-b11f-bf57e37871fe,f95740cd-b6bf-4df8-9075-173b3a752cc5,c3,c5,27,p2,?,surb={'id': '8b2344e7-2a7d-427a-bfd0-025e1bee5c42', 'route': ['p2', 'e12', 'i8', 'x3', 'p3', 'c3']}
1769444326.8777351,RECEIVED,c6457822-0d10-466f-a8e4-b4dd8c070076,ae6b5562-da83-4045-bae8-63d4d4989f5a,c3,c5,27,p2,?,surb={'id': '96651e5c-7b4c-4544-93e0-806d280260c7', 'route': ['p2', 'e12', 'i2', 'x12', 'p3', 'c3']}
1769444326.9151266,SENT,33ab989e-3b85-45dd-ab59-dc8361974fa6,466be415-e79a-4297-b983-b28143d57232,c5,c4,3383,?,p2,
1769444326.9152198,CREATED,62a242af-d811-4386-a7ca-07e57ca97f1c,4c1bcb6c-28f9-4d44-a1eb-fbca33a9834b,c5,c4,27,?,?,surb={'id': 'a52cf46c-34eb-493a-87ec-80750403d0fe', 'route': ['p1', 'e6', 'i2', 'x3', 'p2', 'c5']}
1769444326.925027,RECEIVED,56100635-989d-4b90-a6dc-22c218ba42ad,a35aaed0-ff0a-4ba5-9499-89e20f41fb49,c3,c5,27,p2,?,surb={'id': '5f25e284-bcc9-426e-bc31-4146f70199e7', 'route': ['p2', 'e3', 'i5', 'x6', 'p3', 'c3']}
1769444327.004791,RECEIVED,850ef983-2f0a-4bf7-8e54-9676600c4c66,465723c3-1a7b-4f1a-87de-7a35c6f2baec,c3,c5,26,p2,?,surb={'id': '1a018d6b-cd50-4eee-a667-32350b53e546', 'route': ['p2', 'e7', 'i1', 'x4', 'p3', 'c3']}
1769444327.0539422,SENT,0814855a-63d9-4526-8146-593c4f1f1f85,ae0d985c-e6a4-4afe-b218-7d40ce876a69,c5,c4,3367,?,p2,
1769444327.054036,CREATED,20957091-945e-4b75-a6da-1aad69ee8cb0,dd56ded7-be2a-44d6-88d6-b06ae8ea6989,c5,c4,27,?,?,surb={'id': 'e6236544-4dd5-42db-a7a8-69304505fde1', 'route': ['p1', 'e4', 'i8', 'x6', 'p2', 'c5']}
1769444327.2189152,SENT,dabfe7ea-aec8-4e96-98fa-1e5fa0eba2bf,f7981e4f-42fa-4a88-ace1-f4e1bcbad887,c5,c4,3359,?,p2,
1769444327.21901,CREATED,9acc3512-9f40-4a08-8600-c55aec342e01,6a32bb1b-7ab6-40af-95b7-08699963caee,c5,c4,27,?,?,surb={'id': 'ed6f3cd7-9c0a-4116-9558-b69a50dc7413', 'route': ['p1', 'e9', 'i12', 'x10', 'p2', 'c5']}
1769444327.2932446,SENT,c254f0bb-32e5-43b7-8dd5-104bd4e986a0,c079a459-bc55-4571-91e3-c4b077da5af6,c5,c4,3398,?,p2,
1769444327.2933366,CREATED,4af43584-451a-488a-aabc-575eb6f8109d,d8233b70-5c2f-43a7-8130-c038095b19db,c5,c4,27,?,?,surb={'id': '68c11d49-a919-4857-9902-826b341b549a', 'route': ['p1', 'e1', 'i7', 'x2', 'p2', 'c5']}
1769444327.3457253,RECEIVED,1ddd9af6-8ca7-4001-88b2-078d0974a248,eac4c2b5-8d32-46fa-aec9-5e22cd8156a6,c4,c5,27,p2,?,surb={'id': 'd1693e7d-e3eb-4a0d-9c8d-28783fd1f5cb', 'route': ['p2', 'e3', 'i9', 'x5', 'p1', 'c4']}
1769444327.4865165,SENT,fde40071-a851-4b3f-96b5-eb8cc86a3768,366a60fe-48a2-4de2-a770-fd32a1be4c7b,c5,c4,3399,?,p2,
1769444327.4866073,CREATED,6893b9d5-49ba-4d4f-b609-9a69ff358170,46c38e4b-47b8-4ae4-bbdd-b32ab694a437,c5,c4,27,?,?,surb={'id': '9f901910-aa4e-4e55-ad61-2e1f0752213d', 'route': ['p1', 'e2', 'i6', 'x11', 'p2', 'c5']}
1769444327.7144933,RECEIVED,dec152a5-351f-4023-b34c-089018b04ff8,23698ff0-bdc8-42e3-9b0a-957a6c4f0894,c4,c5,27,p2,?,surb={'id': 'eeac14bd-e72f-42e5-b787-21fbc9d54244', 'route': ['p2', 'e1', 'i11', 'x10', 'p1', 'c4']}
1769444327.960006,SENT,f65202a8-75e4-4dcd-b77a-a62e6d15f444,10310f17-c6e7-4e6d-87f3-3bba2b4a6646,c5,c4,3391,?,p2,
1769444327.9605029,CREATED,7ffa6445-0d25-4985-8ebd-19f5e7eb93a0,828a469f-bd52-448f-b917-80ca21bc93f8,c5,c4,27,?,?,surb={'id': '3e6e4178-42ae-4cd9-9d71-33028f9f17e5', 'route': ['p1', 'e10', 'i1', 'x8', 'p2', 'c5']}
1769444328.0023596,SENT,ad551f1d-060f-4086-82a7-098a35aa2820,4b44d24e-721a-48be-b9d1-bc9944d44ca5,c5,c4,3392,?,p2,
1769444328.002435,CREATED,b07333c1-6e4d-4bc8-8245-495153925b16,ec6c61ab-4cd3-4edf-a8ca-ef1dbb84ed5b,c5,c4,26,?,?,surb={'id': '80a138d5-01e1-44f7-a3a3-318fb485881e', 'route': ['p1', 'e11', 'i1', 'x9', 'p2', 'c5']}
1769444328.0444636,SENT,62bf6ba3-9ed4-4806-b990-da7e0f48a305,aa84549b-e530-4a9d-8158-d47e68b92dcb,c5,c4,3375,?,p2,
1769444328.04454,CREATED,927b4b2b-7860-4b44-9642-96d187ebb45f,c7139bd2-4748-41a2-9c91-91d4c0667358,c5,c4,27,?,?,surb={'id': '4d96bc86-74aa-48a6-95ea-3ff22076da9e', 'route': ['p1', 'e1', 'i7', 'x9', 'p2', 'c5']}
1769444328.171402,RECEIVED,3e4bd8ca-acb4-4ad8-91fa-a16741494fb7,89014526-483c-42f3-ae02-83742ba79196,c3,c5,26,p2,?,surb={'id': '276223f1-22ca-471d-84fc-3098fd85ab97', 'route': ['p2', 'e7', 'i4', 'x7', 'p3', 'c3']}
1769444328.6809075,RECEIVED,4f840483-011c-4f7f-866d-990b63cfe147,92fe9d31-d70b-466b-9009-7d6ea5320625,c4,c5,27,p2,?,surb={'id': '946d44c5-84f9-4925-85ef-39a367e63fa7', 'route': ['p2', 'e5', 'i10', 'x1', 'p1', 'c4']}
1769444328.8990898,SENT,9f17a57f-02a9-4eeb-87d1-d598ce244d7d,dd043466-6635-45ae-9391-32da07063d0a,c5,c4,3379,?,p2,
1769444328.8991554,CREATED,5f955a45-f843-4837-b96e-f7cd5e6298cd,e8a25086-55bd-4728-8437-0cbe1edab3a4,c5,c4,26,?,?,surb={'id': 'b028fbff-127c-40dc-bf2b-a279092cbca6', 'route': ['p1', 'e6', 'i4', 'x11', 'p2', 'c5']}
1769444328.9200644,SENT,b7b3d4fc-53f8-4742-b0d3-26a8ceb3139b,ad00d8db-ac26-4e70-b2e4-ea228d388ae2,c5,c4,3359,?,p2,
1769444328.920127,CREATED,b406fb10-ceff-4e17-8048-1ea67777be26,a9ece835-52cd-41b8-ac96-6d58b9845c69,c5,c4,27,?,?,surb={'id': 'f6b21b26-c274-43f6-9c11-548340fec43b', 'route': ['p1', 'e3', 'i1', 'x3', 'p2', 'c5']}
1769444329.1255224,RECEIVED,2c716b10-dd4d-4091-b466-bce388eeae46,38499a35-c52d-492d-ae28-29abc766cf3c,c4,c5,27,p2,?,surb={'id': 'f874c1fe-e41e-4b17-add1-9f9463849f86', 'route': ['p2', 'e1', 'i3', 'x8', 'p1', 'c4']}
1769444329.1525476,RECEIVED,e6788ad7-c20a-4ee0-8f79-9a4fb54dfe45,a85981ef-4d46-4af0-bce8-754ccb657c5a,c3,c5,27,p2,?,surb={'id': '4de8e510-68da-4e70-8833-e91204e0021a', 'route': ['p2', 'e4', 'i2', 'x2', 'p3', 'c3']}
1769444330.4235709,SENT,f9478bbb-c8a0-4cc7-bb6b-fa3f144e82df,585ca408-b589-4fdc-98c7-4fecd73c58f5,c5,c4,3371,?,p2,
1769444330.4238713,CREATED,663a1596-726d-47bf-a348-3828012c3c09,d849aff0-46c3-4c5c-8bad-bb52b09dd63f,c5,c4,27,?,?,surb={'id': 'fd5b9654-7b5d-4e62-85a8-d4fc072c7a98', 'route': ['p1', 'e9', 'i7', 'x7', 'p2', 'c5']}
1769444330.536828,SENT,d6c71d72-bb2a-42cd-b864-925a0e4f5840,3469a176-81a9-4e8f-adb4-ce2c190491ec,c5,c4,3388,?,p2,
1769444330.536982,CREATED,997e511d-0d00-4b84-a6a7-d7b53eaa8d6d,eb6b3109-438e-40f3-b9d1-801de9174f00,c5,c4,26,?,?,surb={'id': '59cccab2-3482-4ebf-a1df-782b428fa597', 'route': ['p1', 'e8', 'i9', 'x4', 'p2', 'c5']}
1769444330.5608416,RECEIVED,e69dabf9-3932-42f3-9152-2681029b87d8,d9bab804-8179-4d92-abc0-a0a8440b913d,c3,c5,27,p2,?,surb={'id': '1f7de7c9-f346-4f78-878b-4b955644e0c6', 'route': ['p2', 'e12', 'i8', 'x8', 'p3', 'c3']}
1769444330.721337,RECEIVED,87eb1719-c3a8-42f7-b53c-a995e4811017,98e4eb37-2f24-472e-b89f-358feef90415,c3,c5,27,p2,?,surb={'id': '5d7631b4-f330-487a-9399-0ee9c13101e3', 'route': ['p2', 'e10', 'i7', 'x4', 'p3', 'c3']}
1769444330.7535145,SENT,24cfd082-4d4d-453c-b654-b222b51e3520,4b7241b2-a2b9-45e6-889f-e14ba29b5606,c5,c4,3400,?,p2,
1769444330.7536614,CREATED,215d5a50-64cc-4771-8f37-4a04402a5558,4b7895ca-0b54-4896-9dfa-56e32ffa81a9,c5,c4,27,?,?,surb={'id': '83ed79ba-d6ea-421a-a3da-192abf7578a4', 'route': ['p1', 'e4', 'i7', 'x8', 'p2', 'c5']}
1769444331.1867273,RECEIVED,7dbb35bb-0d22-4828-9ebf-62d46f8a1dd8,b8d67e89-3df6-46e6-abfa-d111de55c1c6,c4,c5,27,p2,?,surb={'id': 'de560c7b-6a70-4112-8b24-aa07b8239a23', 'route': ['p2', 'e3', 'i8', 'x12', 'p1', 'c4']}
1769444331.2473433,SENT,53b0e08f-5192-4d25-a540-8426197ecdf4,2eb79c86-e60b-4adb-9665-e6e69427be1f,c5,c4,3397,?,p2,
