timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769502483.0188181,SENT,20248ef9-b439-410b-acca-b4ec8334a0bc,01e9eace-e85a-470a-b302-fa7e68517d74,c4,c1,3376,?,p1,
1769502483.0189586,CREATED,a16f4dc4-9c37-4fe8-85f7-cf770bacacc3,f726e9c4-7cdd-47cb-8fd6-ea7d3a094f15,c4,c1,26,?,?,surb={'id': 'c8fd5d37-db4c-4920-a795-778279d8f42f', 'route': ['p1', 'e6', 'i1', 'x8', 'p1', 'c4']}
1769502487.8835726,RECEIVED,2e47ef5f-ad3b-4c5d-b29f-6e1455a11ee3,518a492b-24cc-424f-8c64-48073144417d,c5,c4,27,p1,?,surb={'id': '59516942-212b-4bd4-90b7-14da2aa95c5b', 'route': ['p1', 'e10', 'i5', 'x12', 'p2', 'c5']}
1769502488.017346,RECEIVED,5a946f85-f781-447b-986d-27ae5fbc098f,1cc5e33f-2748-475f-8525-1a300a09f54a,c5,c4,27,p1,?,surb={'id': 'd282feb1-77a5-42f9-9572-2e0f210cd0fa', 'route': ['p1', 'e12', 'i4', 'x1', 'p2', 'c5']}
1769502488.2575614,RECEIVED,8a1e1d24-e068-4289-8747-82dd33e78dac,530ab60b-a4ac-461c-b3b3-c59fcf1ce2a4,c5,c4,27,p1,?,surb={'id': 'ac2cd86a-ea29-4267-8df8-2cb6b03c51f3', 'route': ['p1', 'e3', 'i3', 'x2', 'p2', 'c5']}
1769502488.279369,RECEIVED,47a973c3-e547-4b97-8db0-2fe1e455bdff,d48a7ba8-b2d8-492e-bd84-aafb3aa14706,c5,c4,27,p1,?,surb={'id': 'b09fedc8-1164-4c3e-8311-0f9dafe9cd47', 'route': ['p1', 'e7', 'i11', 'x12', 'p2', 'c5']}
1769502488.424852,RECEIVED,ea51e86b-13a8-4fe1-9f60-d224e260123c,cdf56a38-98bf-401e-822c-606baf01d278,c5,c4,26,p1,?,surb={'id': 'c5ac1c67-b6cd-4da7-95f0-1247c9624464', 'route': ['p1', 'e9', 'i12', 'x12', 'p2', 'c5']}
1769502488.4282565,RECEIVED,dec4b038-516f-491f-8dde-8273c18566db,5fad8aa5-82db-468b-a2dc-082c7394b2aa,c5,c4,27,p1,?,surb={'id': '83abfdd6-5f27-404e-b71c-03ba6f907fc2', 'route': ['p1', 'e9', 'i1', 'x3', 'p2', 'c5']}
1769502488.6098366,RECEIVED,a1ec5dcb-6878-4903-93e5-1b91e52660e7,52ee30d9-25ad-4376-9b12-d696aed7f415,c5,c4,27,p1,?,surb={'id': 'f1f304ac-b387-4faf-bd8e-1ed120349cc2', 'route': ['p1', 'e8', 'i2', 'x8', 'p2', 'c5']}
1769502488.6313362,RECEIVED,af4bbf7f-a76b-4543-b3d8-5acac5cd805d,7aac139d-6ec0-474b-ac15-99dd587a1b44,c3,c4,27,p1,?,surb={'id': 'db6bbdf8-0fd7-4131-aa92-e7bf1013d494', 'route': ['p1', 'e2', 'i10', 'x7', 'p3', 'c3']}
1769502488.7049608,RECEIVED,2067b6dd-5e96-40df-89cb-c45d0cef69d4,1825beb1-adf3-457f-b8b8-a76ee2b2e2c1,c5,c4,27,p1,?,surb={'id': '312b5ebd-5957-4a0a-8f8c-cb297bcd5e90', 'route': ['p1', 'e5', 'i10', 'x7', 'p2', 'c5']}
1769502488.7279298,RECEIVED,d5e3f177-2222-468d-aaf9-ec308c0f5063,c0a4e195-9055-4a34-b119-c975f7ac20b0,c5,c4,27,p1,?,surb={'id': '70650015-5cfc-48c1-b540-587e274da18b', 'route': ['p1', 'e10', 'i7', 'x1', 'p2', 'c5']}
1769502488.9047875,RECEIVED,7fdbc9ba-baf9-43c7-85df-e62fd008bb56,2c883a78-f436-4700-86b2-5fc4b9ded726,c3,c4,26,p1,?,surb={'id': '328518fe-c7ab-4339-a3a1-beb03c0addcb', 'route': ['p1', 'e6', 'i9', 'x5', 'p3', 'c3']}
1769502489.0338569,RECEIVED,1f5e7a3e-8e0b-4491-9e81-d0d78d316187,7e90fbc9-75db-424a-9cd3-12a4960e3707,c3,c4,27,p1,?,surb={'id': 'a1823e0e-464b-4836-ac76-e0271dd5dae1', 'route': ['p1', 'e7', 'i12', 'x3', 'p3', 'c3']}
1769502489.0596201,SENT,8c01488b-880b-4ee6-97c8-233a2b26dfeb,d85cd52d-87ec-4f06-b757-f9b4c70064b0,c4,c1,3380,?,p1,
1769502489.0602956,CREATED,c61d9a7e-8030-4b49-b52a-9763ce859b2f,391fab93-4843-412e-8c30-498eada84d81,c4,c1,27,?,?,surb={'id': '5aa2476f-7675-4d2f-8ad0-fe9a62a4b566', 'route': ['p1', 'e2', 'i1', 'x2', 'p1', 'c4']}
1769502489.402323,RECEIVED,3637f963-06cc-4969-91dd-f96bfd29c1c3,134f22f0-c11a-4ede-878a-6cd9b75da308,c5,c4,27,p1,?,surb={'id': 'd3fd2b95-0aee-4da0-bd45-d42dd8e92085', 'route': ['p1', 'e12', 'i11', 'x11', 'p2', 'c5']}
1769502489.465321,RECEIVED,8a9e8344-0f8c-420a-939c-70a065c52b45,c44daf33-c80a-4ad5-aa72-6738959db562,c3,c4,27,p1,?,surb={'id': 'ee749847-1381-4fde-b27c-8c3463fd229e', 'route': ['p1', 'e3', 'i1', 'x6', 'p3', 'c3']}
1769502489.534843,SENT,37ed46f3-03aa-4470-8cd0-83a1df073ad2,52e04e88-815c-4dde-969d-cde1b474f1eb,c4,c1,3374,?,p1,
1769502489.535024,CREATED,4a1927f7-067a-48c1-a863-4a6c2be6c906,1d7cebce-e546-4d29-9125-ca598c6d80b8,c4,c1,27,?,?,surb={'id': '5d52b27a-6aaf-45c3-8923-88be6fb29156', 'route': ['p1', 'e8', 'i8', 'x7', 'p1', 'c4']}
1769502489.5390062,RECEIVED,97f18418-6b27-4578-bab6-86dede03ab28,3d4408d8-172e-4c33-a79a-b1d0f1cff2da,c3,c4,27,p1,?,surb={'id': '3646cd00-e5f9-4093-8b31-cd00a1e96cbf', 'route': ['p1', 'e9', 'i8', 'x7', 'p3', 'c3']}
1769502489.5463223,SENT,780a0145-5bca-403f-88f7-8ffc0070b28c,6a918420-2028-44bc-a4bd-6bc300a98e78,c4,c1,3376,?,p1,
1769502489.5464714,CREATED,030f6f5e-70b1-4c5c-afa9-4cc2becc1616,e077e886-d556-4005-b7ce-5a2dc32a261b,c4,c1,27,?,?,surb={'id': '376c596c-7f7a-4d76-b8a3-cd11f5ed3db2', 'route': ['p1', 'e9', 'i1', 'x7', 'p1', 'c4']}
1769502489.7361953,SENT,83dc3bbe-aaa0-4ca2-8b09-d60e535fc959,d2bc94b8-43f8-4b0f-ac75-51f83951e4b1,c4,c1,3376,?,p1,
1769502489.7363417,CREATED,06a5c3d9-c9e9-4bf6-99f2-24b8fa9a2bbc,54b46b94-f015-459e-ae0a-d1aeaa915ab5,c4,c1,27,?,?,surb={'id': '6b952b5d-fc9b-48dc-8832-0e7dff00a8df', 'route': ['p1', 'e5', 'i3', 'x9', 'p1', 'c4']}
1769502489.8413944,SENT,b73a68f0-28da-4068-9232-5fa8f51096ba,c7f32037-e290-49a0-86fc-1a92ec7184b9,c4,c1,3355,?,p1,
1769502489.841545,CREATED,f4c881d4-0788-49cc-a1f6-3d48f726944d,3922226f-7a0a-478f-b498-2a4315018a22,c4,c1,26,?,?,surb={'id': '44ded0a9-a179-438b-9d5e-a19e15593961', 'route': ['p1', 'e6', 'i4', 'x8', 'p1', 'c4']}
1769502489.9184895,RECEIVED,402c9c0c-1ada-41a1-ad69-993f090b1ea2,82229594-8990-4255-aa26-a5b723c4e33f,c3,c4,27,p1,?,surb={'id': 'e85fdfb7-77f3-4e9b-a509-7860b36ceb44', 'route': ['p1', 'e6', 'i4', 'x4', 'p3', 'c3']}
1769502489.9351497,RECEIVED,da214d34-0b91-4e5a-b339-ff5e81032fa9,63a660e0-cd93-4067-addf-a290e535c3c6,c3,c4,27,p1,?,surb={'id': '059353b9-877d-408e-b3f3-b217c57bdd74', 'route': ['p1', 'e3', 'i7', 'x6', 'p3', 'c3']}
1769502489.9509666,RECEIVED,5334333c-3e4c-48fa-be8e-34a623690e18,d733d7b3-cdcf-4147-a4aa-902cce9e1830,c3,c4,27,p1,?,surb={'id': '2946972a-d1b5-4497-86cd-0eba1cabec39', 'route': ['p1', 'e3', 'i8', 'x9', 'p3', 'c3']}
1769502489.9709713,RECEIVED,90b6511e-1133-4f13-a024-dec6c64af015,0e3e9c45-bd22-445a-80ac-85acd6aa5775,c5,c4,27,p1,?,surb={'id': '7f8a95dc-f337-4e6c-8288-19b1872ed18c', 'route': ['p1', 'e1', 'i11', 'x10', 'p2', 'c5']}
1769502490.024438,RECEIVED,1e9754ee-62ba-4932-9dac-298ade68e889,29d264c9-fae9-4c4a-ac5e-a62efe73985e,c3,c4,26,p1,?,surb={'id': 'c7a61b78-de9f-46a6-a17f-adf2932bf066', 'route': ['p1', 'e3', 'i1', 'x2', 'p3', 'c3']}
1769502490.036475,SENT,3cbb0c36-3cee-45d1-bb78-37b92d920d73,1f8311c0-c989-4408-87de-39a9cb9ae8cb,c4,c1,3359,?,p1,
1769502490.0366397,CREATED,da6d9d3e-4433-47ed-9545-e4f82cc08deb,2f1c8162-1ff9-44d5-b929-c1d7f1191db4,c4,c1,26,?,?,surb={'id': '52178206-b969-4901-bcf8-1db1aa8ec4bb', 'route': ['p1', 'e5', 'i4', 'x11', 'p1', 'c4']}
1769502490.2126327,RECEIVED,54097278-2c36-4c73-b126-d1f307aeea45,26286cbb-a7d4-4eab-afb8-f3adeebfb67d,c3,c4,27,p1,?,surb={'id': '4d880e1c-b062-44f8-bffc-60f139cef58e', 'route': ['p1', 'e11', 'i5', 'x12', 'p3', 'c3']}
1769502490.32486,RECEIVED,de300ccc-a689-4e88-a79c-5d07be8519b3,a1f1d388-41be-4f90-932e-0ef5286fbecf,c3,c4,27,p1,?,surb={'id': 'caf37588-a286-4a74-b704-a35dec06de6a', 'route': ['p1', 'e1', 'i6', 'x4', 'p3', 'c3']}
1769502490.3805332,RECEIVED,ce848367-577a-42e9-945e-acc744ab047f,39485a67-0a21-4927-b27b-766f844619ad,c5,c4,27,p1,?,surb={'id': '959e39fe-2a54-4f99-a13f-a335ae052f22', 'route': ['p1', 'e9', 'i1', 'x8', 'p2', 'c5']}
1769502490.407378,RECEIVED,9aca330c-c582-4fd0-8c52-eec1005522fb,84d61979-5920-41a9-9579-b937a0a81c55,c3,c4,27,p1,?,surb={'id': '9db090c8-13b9-4b2a-b0cb-ce14c39704db', 'route': ['p1', 'e5', 'i6', 'x4', 'p3', 'c3']}
1769502490.5144188,SENT,73025e64-4421-4781-b018-ee05c152fd21,9805b35b-49e9-4f4a-a470-43d9b26453cc,c4,c1,3398,?,p1,
1769502490.5145662,CREATED,4bac9014-991c-4baa-82cb-5b13d7921dd1,89cc15cc-0f90-484e-bfd4-e22e07cca32e,c4,c1,27,?,?,surb={'id': '8a55f240-dfcf-41ac-9b05-0f0751609408', 'route': ['p1', 'e12', 'i10', 'x4', 'p1', 'c4']}
1769502490.5492697,RECEIVED,576d2982-79ac-4e39-866c-5a356ef8a362,cfc29b02-0c19-4aab-ae04-c003e6fae221,c3,c4,25,p1,?,surb={'id': 'd37e5b7c-068f-4db6-b294-e51c55d25aac', 'route': ['p1', 'e9', 'i11', 'x9', 'p3', 'c3']}
1769502490.769285,RECEIVED,913526aa-98c6-4487-a545-b00b2bbb3e77,2e30e852-9beb-433b-9212-6c9974ad36b5,c3,c4,27,p1,?,surb={'id': '59647f01-b836-433e-9e13-2a3a1eddf478', 'route': ['p1', 'e8', 'i12', 'x8', 'p3', 'c3']}
1769502491.1786444,RECEIVED,7a0a0448-645c-40dd-a7bf-30d4edf7aee3,90efc2ed-9f7c-4668-8972-cfefe7e91d02,c5,c4,27,p1,?,surb={'id': '4a0319b0-f096-4875-8b55-b94b2b7a4a1f', 'route': ['p1', 'e6', 'i1', 'x6', 'p2', 'c5']}
1769502491.35128,RECEIVED,dcad50d2-1a32-4e14-a06b-2a8673d163fc,73880dfa-d5ad-46bf-892b-a7f3864f1648,c5,c4,26,p1,?,surb={'id': 'b4139ba4-7169-4cd4-8077-eb97c7d956d3', 'route': ['p1', 'e10', 'i2', 'x4', 'p2', 'c5']}
1769502491.5610409,RECEIVED,813a3548-f158-4258-82da-90e7d8ce5b58,5d59fa03-4117-4592-bb18-ece36c9f9c8c,c3,c4,27,p1,?,surb={'id': 'd0421cf9-2392-4636-8867-f72e93c185c4', 'route': ['p1', 'e6', 'i1', 'x1', 'p3', 'c3']}
1769502491.6814802,RECEIVED,a169bce1-5a35-4e50-ac89-5e5c94a48cc3,b0c51695-011c-461a-824e-d4eb48770fd8,c5,c4,26,p1,?,surb={'id': '78f2f573-e9b1-4354-a61e-17e3a0cccbbc', 'route': ['p1', 'e10', 'i11', 'x7', 'p2', 'c5']}
1769502491.7689886,RECEIVED,1b41a633-95e5-4db6-b965-2906986cca40,a149eb61-7dad-480f-ae1d-658b3fb77b66,c5,c4,27,p1,?,surb={'id': '9e95feb3-4923-4918-8784-c8d8bb0f1f6c', 'route': ['p1', 'e9', 'i2', 'x5', 'p2', 'c5']}
1769502491.8123245,RECEIVED,56a7c0f3-455c-452f-92fb-92a5379f983c,1af5dd86-3708-4b24-80fc-ad37f84d9661,c5,c4,27,p1,?,surb={'id': 'f4846da7-e4f8-4d3b-9aae-b72f7ca046fe', 'route': ['p1', 'e5', 'i5', 'x5', 'p2', 'c5']}
1769502491.8650987,RECEIVED,780b29ca-11c5-4de0-8880-7e81a9343b02,346e51d7-7964-4ddf-af38-d8e0854a3c12,c3,c4,25,p1,?,surb={'id': '7615869f-9c05-4d6b-8684-7a288917dcb4', 'route': ['p1', 'e2', 'i12', 'x12', 'p3', 'c3']}
1769502491.8965101,RECEIVED,39a06fb8-5a84-4eb0-9e01-ea32a54a158a,d0587489-85f9-4b2a-b4af-ab2009fe504f,c3,c4,26,p1,?,surb={'id': '235b29d1-0b64-4caa-ad7f-77c5bd67b83e', 'route': ['p1', 'e12', 'i4', 'x10', 'p3', 'c3']}
1769502492.2115912,SENT,621adbb9-a58c-46ad-945a-5d8e788774fb,0861b9ea-6d4c-4c47-9303-09b87c724624,c4,c1,3400,?,p1,
1769502492.211744,CREATED,e9876e22-7103-4cc4-bdf7-daae7ea2e302,8fe1cb7c-0bcb-466c-bb45-14ca97512659,c4,c1,27,?,?,surb={'id': '794edaa1-eb41-438e-a576-808bca3188e4', 'route': ['p1', 'e11', 'i8', 'x3', 'p1', 'c4']}
1769502492.310845,RECEIVED,cf40c81c-791a-4434-a478-777576dc1af1,42873a59-af3e-4e70-be93-b5bd2706db56,c3,c4,27,p1,?,surb={'id': '511c0d96-622f-490b-8dbf-446fc45d1866', 'route': ['p1', 'e8', 'i5', 'x1', 'p3', 'c3']}
1769502492.3597941,RECEIVED,b1190ebc-3185-4099-b7a9-24777a0ed70f,15ee6dbc-5c4c-4336-a905-3f1d517f26e1,c5,c4,27,p1,?,surb={'id': '909410e4-e0bf-46af-b910-c828b927f7f7', 'route': ['p1', 'e4', 'i12', 'x2', 'p2', 'c5']}
1769502492.7598991,SENT,b4560d7a-74d1-41d5-afb7-848c1224c00a,3dbfacad-a690-4310-8c20-606343491c91,c4,c1,3400,?,p1,
1769502492.7600162,CREATED,5cf870f3-fd8c-4cab-937e-0a2caf0575b9,7e9c97d1-dab4-46c6-a214-ff9e450a762f,c4,c1,27,?,?,surb={'id': '8ee88f0f-9e21-4e9c-971b-4343f83739c6', 'route': ['p1', 'e11', 'i11', 'x8', 'p1', 'c4']}
1769502492.8714123,RECEIVED,bd411108-a8f0-4555-a4f0-f7690586afd0,f266d28d-59ea-4ca2-8ded-8cbd21704519,c5,c4,27,p1,?,surb={'id': '503b58bf-5550-41a1-afb4-7ea329f835bc', 'route': ['p1', 'e9', 'i2', 'x11', 'p2', 'c5']}
1769502492.9535565,RECEIVED,cd364aa9-3c3c-4de3-9fc7-1bc8ae42594d,21bcdd78-6ba7-45d9-a0ae-4077be32bd2f,c5,c4,26,p1,?,surb={'id': 'f727843b-3f0a-4ea9-aea7-26cf48b0dfd3', 'route': ['p1', 'e5', 'i8', 'x1', 'p2', 'c5']}
1769502492.9689028,RECEIVED,02905657-6ed3-4bc6-b19d-1e3d7dc7ff39,807dbc79-e205-47fc-b57a-d8dbd69bb794,c3,c4,27,p1,?,surb={'id': '5305a015-2c37-4108-8a75-8f8ed4f75126', 'route': ['p1', 'e10', 'i6', 'x8', 'p3', 'c3']}
1769502493.043248,RECEIVED,6bac6ee6-716c-4f12-84db-b534bf7a8d1a,1273871f-3eb7-4f34-8474-3f5aa3842bef,c3,c4,26,p1,?,surb={'id': 'f1211d2c-d933-447f-8398-8f238fe41784', 'route': ['p1', 'e7', 'i5', 'x12', 'p3', 'c3']}
1769502493.069561,RECEIVED,e11cb63e-cae6-4b12-872c-0a1142790980,b0528166-808c-44e0-b592-186926d3876a,c5,c4,27,p1,?,surb={'id': 'd08de552-df5e-458e-9f39-6f1d5411ddf5', 'route': ['p1', 'e2', 'i5', 'x7', 'p2', 'c5']}
1769502493.2398305,RECEIVED,ac575dda-8542-45ff-9948-f4edb4b32378,8657d17f-e30b-4f3e-a360-81a422c372bd,c5,c4,27,p1,?,surb={'id': 'e33af10a-59ff-4f21-814c-15b2b05c8e54', 'route': ['p1', 'e10', 'i8', 'x9', 'p2', 'c5']}
1769502493.2487872,SENT,1e8e5ea1-2596-44bd-a7be-022ae38d2968,06efc718-dcd1-434d-b9d9-3526b1c7decf,c4,c1,3376,?,p1,
1769502493.248895,CREATED,012e2ff6-46a3-4700-8c89-89472e978fee,1507b509-bce9-4760-a0ce-a325f56c944c,c4,c1,26,?,?,surb={'id': '50d8790d-eebf-467f-baf7-49c1b9e6dd82', 'route': ['p1', 'e9', 'i6', 'x4', 'p1', 'c4']}
1769502493.3597271,RECEIVED,34b61426-5c69-45da-ac85-b4fdb332a494,77ffa755-7383-467a-9ab9-d7536bf35a82,c5,c4,27,p1,?,surb={'id': '2dcdbae2-b048-4879-b340-b768785da7fd', 'route': ['p1', 'e10', 'i3', 'x1', 'p2', 'c5']}
1769502493.4725575,RECEIVED,9385ffcb-4bd9-4fcd-a467-ed569088a143,7aab84e7-3c87-4045-86cc-c3197268642f,c3,c4,27,p1,?,surb={'id': 'e613cbf4-5869-40d6-9d71-115519642900', 'route': ['p1', 'e10', 'i2', 'x8', 'p3', 'c3']}
1769502493.576582,SENT,b5aeb8a3-8787-43a4-8c3e-02dadb8d914f,39dab8e1-847a-45fb-9410-71aae67b2208,c4,c1,3372,?,p1,
1769502493.5767276,CREATED,7b5983d1-5c72-491c-99b6-cc55ac65518d,cba05cb3-6e75-4fb0-ac4a-e6f9d167a90f,c4,c1,27,?,?,surb={'id': '4d133037-a227-4f2f-bc96-045fdeddfdbf', 'route': ['p1', 'e4', 'i4', 'x2', 'p1', 'c4']}
1769502493.62944,SENT,048d7345-c286-4f18-8f4b-299a87633908,20d599ef-6d24-4a8c-8858-721be22f1d10,c4,c1,3384,?,p1,
