timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769503010.3139195,SENT,204acb8e-7756-4124-a7b2-d516099d1019,4e6479e5-2b4b-440b-8bed-2aac7d3e7c11,c2,c1,3400,?,p2,
1769503010.3140295,CREATED,5322f75d-6b1c-4db5-a862-0df9b2de56c8,1cae02ea-448d-4736-a1df-97b2df9937dd,c2,c1,27,?,?,surb={'id': 'f2249e34-9401-46b8-8984-ff67ce33ac97', 'route': ['p1', 'e10', 'i2', 'x11', 'p2', 'c2']}
1769503010.5663257,RECEIVED,8cbdbecb-ea1f-4e2e-b6cb-464b94663042,6dade817-5063-4c9d-8d61-3b77de185a6c,c1,c2,27,p2,?,surb={'id': '1f7f29e8-9732-4fde-9df5-3123cebe41ba', 'route': ['p2', 'e10', 'i10', 'x11', 'p1', 'c1']}
1769503010.5716746,RECEIVED,e8b16724-0030-4de2-8a57-03da218aebfd,3fae1ee5-f832-480f-8343-bb56f03bc53c,c1,c2,27,p2,?,surb={'id': '77c53510-d4a8-4502-8403-34fc7e678975', 'route': ['p2', 'e11', 'i12', 'x3', 'p1', 'c1']}
1769503010.5778508,SENT,7ab98510-01e4-46ba-a6b5-1f00c63c2cce,991c0b49-4e1f-4288-8e6c-54932f25a3af,c2,c1,3360,?,p2,
1769503010.5779252,CREATED,badea761-e1d2-4102-86a2-b199422d9976,109e9680-c190-4f1b-b784-cdd17bc77fe6,c2,c1,27,?,?,surb={'id': '831569b2-60ad-4930-a7e6-a65718a537a4', 'route': ['p1', 'e8', 'i5', 'x2', 'p2', 'c2']}
1769503010.8236556,SENT,7d9778bf-7e61-4a3d-8b5f-bb37d5326e95,09bd40d6-49e7-4ac0-89b9-b08add2680c3,c2,c1,3376,?,p2,
1769503010.8237786,CREATED,0d47a661-f86a-4a4a-a41b-e1a2fbaf4048,35e06baf-cd1e-484a-a965-38f8f654f65b,c2,c1,27,?,?,surb={'id': 'b1062188-fc50-4082-9831-8af50eb5a47c', 'route': ['p1', 'e2', 'i7', 'x1', 'p2', 'c2']}
1769503011.022981,SENT,a8239b7e-a986-4e45-a302-893b6e8a8682,64f8119a-2b5b-4b3d-9c4b-25c868bee1f7,c2,c1,3399,?,p2,
1769503011.0231485,CREATED,cd0498fe-0834-4e12-ba73-4e59b01322d4,d6e1feca-0f2f-424f-991f-adab2c4a575f,c2,c1,27,?,?,surb={'id': 'eda5e255-8494-440f-b754-b0a26354fe7f', 'route': ['p1', 'e12', 'i2', 'x12', 'p2', 'c2']}
1769503011.0374162,RECEIVED,fda07783-a8e7-4543-94f8-6f52287d3d30,13dc2987-da45-4062-b722-45c4046a6b96,c1,c2,26,p2,?,surb={'id': 'ad8c07a5-e216-4204-a31a-366828ffc96b', 'route': ['p2', 'e2', 'i10', 'x2', 'p1', 'c1']}
1769503011.0573661,RECEIVED,6cef69f4-534d-44ac-a17e-df89d289eff9,648a3e3e-6b29-4091-9b46-2cf3a13f43a0,c1,c2,27,p2,?,surb={'id': '39a8dc6e-1b2b-417b-8da0-94ff2fd8359b', 'route': ['p2', 'e3', 'i9', 'x9', 'p1', 'c1']}
1769503011.1069915,SENT,a7e6c968-5adb-48df-a2b1-a8230c74fcd6,c3bd621c-4ec1-4814-bf54-05f18afb933c,c2,c1,3363,?,p2,
1769503011.1074786,CREATED,13606192-ce3a-4482-9755-61d639aefbe8,2a8fe0d2-60e8-417b-810e-c93ab75d633f,c2,c1,27,?,?,surb={'id': '31089d1a-14d9-4e91-a373-2a31a9dac532', 'route': ['p1', 'e1', 'i8', 'x6', 'p2', 'c2']}
1769503011.362815,SENT,3eda9456-e743-4feb-bac6-73c48c16f972,196e1ba0-d393-46c2-932f-bc3e63f53f9f,c2,c1,3400,?,p2,
1769503011.3629704,CREATED,72447819-8d7e-4a3c-abf3-a89192fe6b6d,063bd2ad-a220-4f85-9d2e-fa287b8dcceb,c2,c1,27,?,?,surb={'id': 'a161f8e8-663a-4fd7-b215-b7abab49bf8d', 'route': ['p1', 'e12', 'i3', 'x1', 'p2', 'c2']}
1769503011.3819354,RECEIVED,f7932153-d336-4de7-a443-90cab6a822df,e396a039-4e90-4683-90fb-80750d9764e1,c1,c2,27,p2,?,surb={'id': '9e4b6e5b-1d92-47bc-8f89-bbdca3b32264', 'route': ['p2', 'e7', 'i12', 'x3', 'p1', 'c1']}
1769503011.4605823,SENT,f6e486c2-6074-4c18-8ca9-cda9bd387726,06a9c9f6-5b01-4021-b62b-8f45ac53718a,c2,c1,3390,?,p2,
1769503011.460776,CREATED,4bc7570f-279d-4f15-8242-58cd3b5e7f65,d79e5ff6-c0fa-4d01-983a-13983c8f3f92,c2,c1,26,?,?,surb={'id': 'b5648fcd-7908-446a-8b5c-1481ec28ce86', 'route': ['p1', 'e2', 'i5', 'x9', 'p2', 'c2']}
1769503011.5558453,RECEIVED,3a7c4387-5fab-4337-827d-18e5bcffb5e2,2dae293d-0d23-4623-90b5-f570abff2208,c1,c2,27,p2,?,surb={'id': '2ff6f929-262f-49c5-a716-acb97c5874f8', 'route': ['p2', 'e3', 'i8', 'x3', 'p1', 'c1']}
1769503011.6523511,RECEIVED,b9195f75-680f-40ab-bed9-290d75e25ff6,8826148e-aeab-4851-af6e-ef650e2e8d6d,c1,c2,27,p2,?,surb={'id': '639c63a7-afbb-4326-89ae-5e8f47558573', 'route': ['p2', 'e12', 'i3', 'x11', 'p1', 'c1']}
1769503011.7075698,RECEIVED,b260a290-f85e-49a3-b0ee-a9099353c93e,4af4d567-b38a-4536-a7d5-9a9f76bbe93d,c1,c2,27,p2,?,surb={'id': 'f275d182-3c28-464f-a443-3f55f461bcec', 'route': ['p2', 'e10', 'i4', 'x3', 'p1', 'c1']}
1769503011.7438676,SENT,cfc08c07-a9a1-401a-b559-717bd9f306af,367c72ec-6529-4904-b9e7-7b916ad78e06,c2,c1,3391,?,p2,
1769503011.7439425,CREATED,7179d5bc-67f9-42d4-80aa-030da5a8e76d,fc54fe39-e155-496a-b36e-b9b598bf951d,c2,c1,26,?,?,surb={'id': 'adf7e356-a1b4-4417-af66-406b29563bb7', 'route': ['p1', 'e5', 'i8', 'x4', 'p2', 'c2']}
1769503011.933163,RECEIVED,2047318f-bd3b-48fc-a443-1aa54ac5354d,5cf8471d-0807-4529-9eca-1be97bfa5aae,c1,c2,27,p2,?,surb={'id': 'c5c23564-13e9-4ca9-b6db-21c03cb8685a', 'route': ['p2', 'e9', 'i6', 'x5', 'p1', 'c1']}
1769503011.975788,SENT,51e1b873-b6a5-4ed8-bcfd-9a254acfc763,f1b1b35d-08a4-4373-9f36-5efeaedbda7b,c2,c1,3359,?,p2,
1769503011.9758775,CREATED,31dfca88-c584-4320-8c4a-3bc6652106a3,55f4badc-21e5-4b64-b6bb-4571324ae5bd,c2,c1,26,?,?,surb={'id': 'cf0ff508-264c-4977-ae21-0d35f5eab070', 'route': ['p1', 'e1', 'i4', 'x1', 'p2', 'c2']}
1769503012.1263092,RECEIVED,23cc2bd7-f4ed-467f-9ab6-59b6f708012b,b1be5c68-f12c-4b3e-a4b2-60c7fffa927f,c1,c2,26,p2,?,surb={'id': '35b968ae-4710-494f-961e-2f314d3fbdb5', 'route': ['p2', 'e2', 'i5', 'x12', 'p1', 'c1']}
1769503012.7079556,RECEIVED,bd909070-41f7-49b4-943f-b4768ee69ee6,69271a66-10ed-4fdf-aa8a-5bc0365c55eb,c1,c2,26,p2,?,surb={'id': '3c83203a-4e25-4bf3-9345-3e2cbff3a8fd', 'route': ['p2', 'e5', 'i6', 'x4', 'p1', 'c1']}
1769503012.7677252,RECEIVED,fba26dc2-6b16-47c4-a66c-2e4721d8922e,d8f49ad9-42d3-4c02-b362-3382ba099997,c1,c2,27,p2,?,surb={'id': '819a3120-0bde-4520-8061-004d5bb17095', 'route': ['p2', 'e6', 'i3', 'x3', 'p1', 'c1']}
1769503013.1731377,RECEIVED,3dbc77f5-55c8-4ea0-a561-cd86ca4824b1,cd55d562-01e1-426f-8ea6-50ea2b3787c1,c1,c2,27,p2,?,surb={'id': '36c2c951-5f97-4596-b586-e872bf7e243c', 'route': ['p2', 'e4', 'i7', 'x2', 'p1', 'c1']}
1769503013.262723,SENT,e44b2d0f-bee4-4f18-adc8-393aaaac0faf,3d5eeb04-e063-4769-a8e8-57bf8f399a8f,c2,c1,3360,?,p2,
1769503013.2628734,CREATED,4230c4cb-a4c1-4b05-b0d2-9e0f711ee3eb,9fd0115d-0c2e-4438-807c-1283ee7793b1,c2,c1,27,?,?,surb={'id': '876f439f-dd4c-45fa-a2ac-1343ca149816', 'route': ['p1', 'e9', 'i11', 'x4', 'p2', 'c2']}
1769503013.283173,SENT,18846507-6e65-4791-81b9-4093eb55a50f,267f730d-2c4f-49d9-9fdc-c454dd0dc419,c2,c1,3397,?,p2,
1769503013.2832506,CREATED,05038ecf-f076-47e3-89d8-ce78a55e46c6,49856854-8b96-48ef-a2fb-51adf6013ece,c2,c1,27,?,?,surb={'id': 'a92232c3-b9ab-4028-99a1-b090e6c47155', 'route': ['p1', 'e10', 'i12', 'x5', 'p2', 'c2']}
1769503013.2925675,RECEIVED,b9cf3361-7c4b-4eaa-bcd5-b724d344e395,ab7bbca9-5126-4d2e-907b-85e5d3f33bf5,c1,c2,26,p2,?,surb={'id': '22d1f764-5ec9-47f2-9034-337a86ccd34d', 'route': ['p2', 'e11', 'i11', 'x10', 'p1', 'c1']}
1769503013.4171855,SENT,19e0d317-204c-4c28-886d-693223d8bb7f,adfe8463-4822-4341-b880-beb74eb84e35,c2,c1,3391,?,p2,
1769503013.417305,CREATED,a4908ee4-5147-4508-b33a-a6606f3c213f,9ac81eb6-a092-463e-b00a-bb87cb717bef,c2,c1,27,?,?,surb={'id': 'ff779d68-df95-4b18-ba35-57c03eb2a0be', 'route': ['p1', 'e12', 'i6', 'x6', 'p2', 'c2']}
1769503013.6758175,RECEIVED,dcdf3478-8a15-4b0c-b6f2-d61c7b777e9a,f9e057c3-a337-4b96-82cc-2087742ebc73,c1,c2,25,p2,?,surb={'id': '7da6cb70-5d83-4c45-9c97-840c7305e86d', 'route': ['p2', 'e8', 'i1', 'x11', 'p1', 'c1']}
1769503013.8880928,RECEIVED,9cb596b2-f708-4939-a0b4-6604c93d618e,e3b0e1b3-bd7f-4639-acea-1cc629ff9d51,c1,c2,27,p2,?,surb={'id': '009dc2ac-61d0-43a1-a97c-106bf85c73db', 'route': ['p2', 'e12', 'i5', 'x3', 'p1', 'c1']}
1769503014.1147213,SENT,4e25823d-34be-47ec-85f5-f4c86f8d8e28,5c78a274-5fb9-4ca1-a8c3-8dd2a9d672c2,c2,c1,3391,?,p2,
1769503014.1148212,CREATED,d5205b9b-fb9d-4f01-a533-c61d99baaa3f,05276d00-77bb-4336-aaac-3932f1cc7bdd,c2,c1,27,?,?,surb={'id': '64462afb-8136-4c31-aede-17507dc346ca', 'route': ['p1', 'e12', 'i8', 'x12', 'p2', 'c2']}
1769503014.2647388,RECEIVED,b89e5546-1e0b-4a93-8c6a-265fcdb0ee5b,cf40f710-928a-4bdf-8a05-42550ac37d6d,c1,c2,27,p2,?,surb={'id': 'f93c3cf9-a477-4c91-a75a-69bc1bfc2e66', 'route': ['p2', 'e2', 'i5', 'x10', 'p1', 'c1']}
1769503014.4330103,SENT,64c0af43-d8f1-428e-b381-0292e314feee,48c577f8-e01d-4f99-8a00-d3c027875853,c2,c1,3387,?,p2,
1769503014.4331384,CREATED,6db596c7-0e25-4032-8aa0-3271ca15ea79,3a5ebb36-efce-46ef-9d85-50437cc1329e,c2,c1,25,?,?,surb={'id': 'c878043a-7ef6-482a-8159-a885146b2444', 'route': ['p1', 'e5', 'i10', 'x10', 'p2', 'c2']}
1769503014.4710865,SENT,36b7183d-fd71-4cc1-8d93-f00e4deadea9,aac3d65d-ebb9-4d37-921f-d17536b42433,c2,c1,3355,?,p2,
1769503014.471199,CREATED,0dfb8cf1-2cd8-4b09-8dbe-1c00f3658874,832c7fa6-1d63-4f4f-8e29-28dfd1100392,c2,c1,26,?,?,surb={'id': '3943e08b-5b87-4b01-abba-bc9f28bf37ab', 'route': ['p1', 'e9', 'i5', 'x6', 'p2', 'c2']}
1769503014.5682805,RECEIVED,109b0950-6053-416d-a4d7-0e3f7fbb8f7c,108fc79b-cfe3-40ed-8d4a-f062929e465b,c1,c2,27,p2,?,surb={'id': 'ddda38e5-61e4-4776-bd52-36ccf7401e81', 'route': ['p2', 'e10', 'i10', 'x5', 'p1', 'c1']}
1769503015.0630827,SENT,23366d20-86e1-4838-8cd6-db8d36822e70,5fd982fe-4de1-4371-9384-5705ad9f60f5,c2,c1,3383,?,p2,
1769503015.0632315,CREATED,d47caa42-2fdc-4b71-a3bb-ab6709a8d4c4,983b9ebb-0568-4c79-ac80-a2f9e63a1593,c2,c1,27,?,?,surb={'id': 'f8dc8d0c-f1bd-4f74-9924-3d8c454519ab', 'route': ['p1', 'e3', 'i7', 'x5', 'p2', 'c2']}
1769503015.2672276,SENT,7afa8d14-ae5f-4d8b-8496-3f828421b601,c8b862d9-0264-4613-94d7-bc213c40374f,c2,c1,3375,?,p2,
1769503015.2673788,CREATED,50bafe00-7b6c-48b5-885e-b15c332eacba,35f838c5-db70-4997-890f-6e7297000ffc,c2,c1,27,?,?,surb={'id': '74a58256-5a50-426a-a61e-2695cf28066f', 'route': ['p1', 'e1', 'i2', 'x8', 'p2', 'c2']}
1769503015.2821445,RECEIVED,c8789f41-238a-4510-8549-2540763ca008,d50828f1-175d-498b-946d-846719473161,c1,c2,27,p2,?,surb={'id': '5e79cfcc-fd5a-4a95-8af1-b45dfc1f1a4e', 'route': ['p2', 'e2', 'i8', 'x7', 'p1', 'c1']}
1769503015.5862308,SENT,a46e3c16-fd5c-4fb9-9739-f7b48c4d04a7,5a136185-40e0-4142-8273-f4b2ed8071eb,c2,c1,3372,?,p2,
1769503015.5863273,CREATED,e1e42e1e-807e-425c-95f5-0eb049f3bc7b,6748de46-aae8-4259-a01c-88a62164ec36,c2,c1,27,?,?,surb={'id': 'e3aa26bf-163a-4896-9f25-622c684cea56', 'route': ['p1', 'e6', 'i9', 'x4', 'p2', 'c2']}
1769503015.7924495,SENT,943985a0-5c4e-4358-8be3-5a1d9a047455,17b1004c-f274-4b93-b301-046bbfd0c1f1,c2,c1,3394,?,p2,
1769503015.7925432,CREATED,4b568d67-386a-444c-9df4-beffbcfad107,cb55c0dd-45e9-4e6a-aabf-d39bac6b4a0c,c2,c1,27,?,?,surb={'id': '56915335-e63e-4abc-8ae9-49742b0e7114', 'route': ['p1', 'e9', 'i5', 'x1', 'p2', 'c2']}
1769503016.0003862,RECEIVED,8a0bb66a-194c-4cbb-9161-87def78defe9,b23f5e25-470f-4cc8-bfb7-86ba332a8be8,c1,c2,27,p2,?,surb={'id': '82937cbc-1ce7-4418-8ca9-ca1279fda966', 'route': ['p2', 'e6', 'i1', 'x11', 'p1', 'c1']}
1769503016.0740125,SENT,45c5df49-7e79-4271-aeaa-431f797c7ab7,df5a5ff7-912d-4513-995e-7b9180202f47,c2,c1,3367,?,p2,
1769503016.0741456,CREATED,6f6b8419-9c01-451d-822a-7d943ac603dc,30250091-31ef-4894-a5ce-81cd620800d8,c2,c1,27,?,?,surb={'id': 'f45c0b3d-53cb-42af-9773-eb0c5f8f59c8', 'route': ['p1', 'e8', 'i7', 'x3', 'p2', 'c2']}
1769503016.2581716,RECEIVED,33b976f5-7697-415a-9384-6a0918e93696,ee2172a5-f182-42de-9ba2-529e9185aba0,c1,c2,26,p2,?,surb={'id': '6b050f4b-bf85-4bae-ad36-296d2bbaa51c', 'route': ['p2', 'e3', 'i1', 'x5', 'p1', 'c1']}
1769503016.4619586,RECEIVED,46da1f9d-9f7e-497f-bf37-1eb6e07eca40,e3befc8a-acf7-4778-85c0-6bf9efaf5569,c1,c2,27,p2,?,surb={'id': '640c772f-d2d8-4869-987a-1fa7958f672b', 'route': ['p2', 'e10', 'i3', 'x11', 'p1', 'c1']}
1769503016.5484943,RECEIVED,3de428d5-6daa-4dc2-9f08-f210755f7de9,ab6b4bd1-4f1f-48ee-ba57-16b2d70fc181,c1,c2,27,p2,?,surb={'id': '40620aca-10b3-4519-bc1b-f70706f5e4bf', 'route': ['p2', 'e3', 'i4', 'x12', 'p1', 'c1']}
1769503016.6779604,SENT,89dc34cd-663b-4174-894b-cbbf3d9effa3,890c836c-70f0-4e95-8778-86f284ffe67f,c2,c1,3392,?,p2,
1769503016.6781626,CREATED,ebc3254e-dacd-4d96-9abc-595569d39285,0e798834-cac4-4bd0-af98-0e1aa27ab033,c2,c1,27,?,?,surb={'id': 'b42d68e3-c245-46b3-b5ae-6ff349492634', 'route': ['p1', 'e7', 'i11', 'x12', 'p2', 'c2']}
1769503016.7231746,RECEIVED,27112a21-80ab-4a9a-8cbc-74ea75643278,af8e4264-9f70-4817-95b4-73d91b03c853,c1,c2,27,p2,?,surb={'id': 'b268b2ba-d3eb-45e8-8ecd-02127c1b3b93', 'route': ['p2', 'e10', 'i1', 'x1', 'p1', 'c1']}
1769503016.7528098,RECEIVED,b25577ee-7ebc-4089-9318-112fa5238507,813de89a-e763-4089-905e-c46483307ad1,c1,c2,26,p2,?,surb={'id': '50a563d1-ccc7-4851-8510-a92d8b639806', 'route': ['p2', 'e2', 'i7', 'x1', 'p1', 'c1']}
1769503016.82013,SENT,d868a65c-da3b-4924-9ec4-25c8182ddcba,23ac00d1-7786-47ad-bce0-cbc243a93554,c2,c1,3375,?,p2,
1769503016.8202825,CREATED,3cedcaa1-008c-4ab7-b419-3700e6389e07,3194c834-450c-47a5-9c20-8793f5388d2d,c2,c1,26,?,?,surb={'id': '1096d4c7-62c4-4f88-a41d-0495d7e726f5', 'route': ['p1', 'e8', 'i2', 'x6', 'p2', 'c2']}
1769503017.0646918,SENT,6be4de94-d58f-4502-b753-c13622ec20ee,db2f57f4-6ce9-407f-90b2-e778a66df199,c2,c1,3379,?,p2,
1769503017.0648406,CREATED,04492f7a-bce4-40c4-8aed-2a25946180b5,bdd083fe-f90f-4d6c-b2df-4b4c252f3342,c2,c1,27,?,?,surb={'id': '8825b296-f7d2-40e0-9673-f475b6c64f6d', 'route': ['p1', 'e11', 'i11', 'x7', 'p2', 'c2']}
1769503017.174353,RECEIVED,02b4d771-96f7-473e-8415-86ca3593046a,bcdae153-2f3b-4f91-b937-ab6be79e9150,c1,c2,27,p2,?,surb={'id': '59120760-9a6f-4e6a-a197-8ca152a76b59', 'route': ['p2', 'e1', 'i8', 'x1', 'p1', 'c1']}
1769503017.6548123,SENT,658d62d7-dee8-4aa8-8068-fea439d1be39,552aba7b-dd06-405a-842c-b50b482a7ecf,c2,c1,3387,?,p2,
1769503017.6549594,CREATED,f9392ed2-f45f-41e3-bf19-89d4c20236d9,0db04542-4935-423d-8c51-e9128c93290f,c2,c1,26,?,?,surb={'id': '53957208-fa14-4896-bb95-10d0652004a0', 'route': ['p1', 'e11', 'i9', 'x8', 'p2', 'c2']}
1769503017.9358816,RECEIVED,2639d94e-f7f1-45f3-b0f6-63db0ec4d85c,a584c087-a99c-4457-b41d-b14dd09f748d,c1,c2,27,p2,?,surb={'id': '1350f7c2-6785-4cd9-a264-41157d9e685d', 'route': ['p2', 'e10', 'i7', 'x7', 'p1', 'c1']}
1769503018.2256565,RECEIVED,987eb153-eae6-40da-bb9f-d9ca57df86e6,e66d453d-cf46-4dcb-bdb5-9f8274a0428e,c1,c2,27,p2,?,surb={'id': 'df66e39a-c748-4b21-aafa-6b36259c9266', 'route': ['p2', 'e8', 'i1', 'x8', 'p1', 'c1']}
1769503018.2423022,RECEIVED,8648875d-081a-44b0-b13b-3b50e27b09a9,56e3a300-4f3c-4768-9af4-fec6b69dd2fd,c1,c2,27,p2,?,surb={'id': '68bb03c9-38a4-4f08-a781-e10d3984d22f', 'route': ['p2', 'e6', 'i5', 'x6', 'p1', 'c1']}
1769503018.2910218,SENT,2d0842ba-2e70-454f-a984-2e1d8e225afc,80ca065e-0c7c-46b2-b33e-bc52da289fc9,c2,c1,3376,?,p2,
1769503018.291183,CREATED,37d7885e-6763-4e9d-ae86-88d5e4e0bcee,c42f7dff-a5e8-43ed-b5e6-e77f369369bc,c2,c1,26,?,?,surb={'id': '87f06efa-cc2a-49d9-81bb-829954a638fd', 'route': ['p1', 'e12', 'i11', 'x9', 'p2', 'c2']}
1769503018.3768072,SENT,6bea401c-4d98-4ab8-8685-635fb7fd81c1,e722c1df-1f00-414b-81ac-a8bda3a7ed30,c2,c1,3383,?,p2,
1769503018.376941,CREATED,a1453193-e4eb-427b-8650-db1b450ca1ea,a2067579-4727-41d8-862c-ea3b199a5ec3,c2,c1,27,?,?,surb={'id': 'fca61301-f634-4122-98dd-1d00691b0ce0', 'route': ['p1', 'e2', 'i11', 'x7', 'p2', 'c2']}
1769503018.6506383,RECEIVED,b9f7a70f-d81a-4f8c-a7a0-f3b678773c02,57cd7fc9-5e37-4ea6-9cf9-aa8d96c7cb97,c1,c2,27,p2,?,surb={'id': '13524707-f770-4815-866c-2521a90d1d82', 'route': ['p2', 'e5', 'i11', 'x6', 'p1', 'c1']}
1769503018.852848,SENT,10c8a6a6-318b-4dcc-8c22-2e54873c0aa6,fdc3788a-7208-4ff4-96cf-a8e8cc258d28,c2,c1,3384,?,p2,
1769503018.8529973,CREATED,a41510a9-f160-433d-9674-dff9b2a91641,2674b71a-3122-4cd1-b942-e975edf262e1,c2,c1,27,?,?,surb={'id': 'bee1d5b2-9876-4cb7-8d98-bfe21c005bc6', 'route': ['p1', 'e11', 'i6', 'x4', 'p2', 'c2']}
1769503019.2460783,RECEIVED,ef5cc011-b25c-4028-a53d-887e4c6db155,dbee9716-0a83-4f76-8975-a7bd69bb74ca,c1,c2,27,p2,?,surb={'id': '5d260f1e-a470-46c9-b4ef-bff5381bd97c', 'route': ['p2', 'e1', 'i10', 'x2', 'p1', 'c1']}
1769503019.3832858,RECEIVED,0d965af4-e7e6-427c-a89f-5e695a683ba1,071fbc64-f1ef-4c72-b9d7-39cca8aa0c9c,c1,c2,27,p2,?,surb={'id': '53a9f711-8bb5-4df8-91cb-ded3d2af9bdc', 'route': ['p2', 'e1', 'i7', 'x8', 'p1', 'c1']}
1769503019.4053097,RECEIVED,43dd92dd-7a63-45af-9aa6-0c08d3c79ed7,f2f5ef73-5742-4b10-9b88-2d34d22d93a6,c1,c2,27,p2,?,surb={'id': '747c4d7d-33a9-402b-8d05-f38ab3108504', 'route': ['p2', 'e6', 'i6', 'x6', 'p1', 'c1']}
1769503020.047915,RECEIVED,fc47ca7e-a4f2-4bb9-a5f1-466ac5372004,bc2fbabb-6544-430a-9ed1-52d4ddd4e243,c1,c2,27,p2,?,surb={'id': '9d030e2e-a43b-4b98-b206-7cf0e9bd4a82', 'route': ['p2', 'e7', 'i1', 'x6', 'p1', 'c1']}
1769503020.0685704,SENT,230cdcef-56c6-4f20-8c49-bf16fe2e4764,9c38c74d-ed7c-4a53-8d97-6f408eb2a4d1,c2,c1,3376,?,p2,
1769503020.0686727,CREATED,0f8ce212-3d05-4b2e-8093-f894c727a5c9,43e74ee3-23c3-457b-ad42-e657fdc0fedf,c2,c1,27,?,?,surb={'id': '86475eaa-5a47-41b8-a2aa-03ecd6586e48', 'route': ['p1', 'e7', 'i2', 'x6', 'p2', 'c2']}
1769503020.081198,RECEIVED,5d657b8a-7593-4d7d-b5ce-b15eac636839,1bcb7da4-cb6d-4fec-bc5b-c64d1f5aa0f8,c1,c2,27,p2,?,surb={'id': 'ff057faa-3082-4051-a002-bfc5467b478f', 'route': ['p2', 'e5', 'i10', 'x1', 'p1', 'c1']}
1769503020.597706,RECEIVED,251bbdfe-fb84-4498-a522-e20f396c01a5,758f4d52-7625-4719-878a-2869042b88e7,c1,c2,27,p2,?,surb={'id': '3d87ba09-eeea-4552-9436-abf26ca54bf4', 'route': ['p2', 'e4', 'i6', 'x12', 'p1', 'c1']}
1769503020.758558,RECEIVED,a158aef2-8bc3-4d5e-a81e-00f72bb53ac2,21565915-0d2b-4b89-8018-1f2fb9074638,c1,c2,26,p2,?,surb={'id': 'c84c7235-57fe-48a5-9cce-74e47dcb7c1e', 'route': ['p2', 'e2', 'i2', 'x1', 'p1', 'c1']}
1769503021.0343301,SENT,ff34cf22-78eb-413a-917c-0f08342f3e87,d1a14b43-aed7-43d8-968f-0977e055f76f,c2,c1,3372,?,p2,
1769503021.0344799,CREATED,a1658647-2238-46ec-bb38-80bbe2619442,dd11ee5a-705b-4f8a-b00d-69c28ddbdb26,c2,c1,26,?,?,surb={'id': 'bd02c015-664f-4b1d-9dc9-6fc92e270ba1', 'route': ['p1', 'e5', 'i8', 'x9', 'p2', 'c2']}
1769503021.1004963,RECEIVED,1a9b2a41-3efd-4f90-8d3a-9872a6b3e5d1,6fd3c522-3e98-4432-93d0-d4718de61247,c1,c2,27,p2,?,surb={'id': '98a60ddf-52e9-4161-9f08-2a6a06b25bb6', 'route': ['p2', 'e10', 'i10', 'x1', 'p1', 'c1']}
1769503021.5751004,RECEIVED,3767bed1-b70e-4055-a259-0f9afd83f766,ac302359-dc58-41a6-b455-3f8fea690c47,c1,c2,27,p2,?,surb={'id': '9c1e9950-65a7-4480-bf45-a202e8c19d95', 'route': ['p2', 'e3', 'i10', 'x7', 'p1', 'c1']}
1769503022.2646532,SENT,cda86839-d36e-47c7-9d5f-23a173fc9abf,1af7bcd9-f4e5-4ef8-b3d4-8fd2815e9844,c2,c1,3400,?,p2,
1769503022.2648993,CREATED,4933b453-4389-4835-afa5-7a195980c2c4,ddacf774-77c0-4e8a-949f-5448b2fa2211,c2,c1,27,?,?,surb={'id': '4aa3eab5-c057-469f-af96-38b7dce39e6a', 'route': ['p1', 'e7', 'i4', 'x11', 'p2', 'c2']}
1769503022.270135,RECEIVED,ea4e1640-6be2-4613-8861-7af991e73e99,43468536-8562-440d-80f0-85bfaac68a11,c1,c2,27,p2,?,surb={'id': '8c995e22-0856-4ad4-9aae-1c3ef8e40a2d', 'route': ['p2', 'e9', 'i12', 'x4', 'p1', 'c1']}
1769503022.457258,SENT,6839231e-6f91-43dd-b1e8-c1812d97ae59,513665e5-112f-4be4-a9ba-76f791954123,c2,c1,3372,?,p2,
1769503022.4573343,CREATED,e3fa5656-fb65-4057-b5bf-d89273d58af1,f412bd9f-14aa-415d-b1e2-d7522bfcd89f,c2,c1,27,?,?,surb={'id': '0991af44-83ff-4807-a51b-be65575abccc', 'route': ['p1', 'e4', 'i7', 'x8', 'p2', 'c2']}
1769503022.675836,SENT,ac7dbb3c-1121-4daf-a315-b90f8871021b,2f179dfa-4476-49b3-abfc-05da86717da4,c2,c1,3388,?,p2,
1769503022.6760182,CREATED,0af74a82-b961-4404-8c78-cc8b0e62d6bf,d431df30-e69f-431e-a329-e38e0abe06f7,c2,c1,26,?,?,surb={'id': '389cbc97-775d-4e72-bed9-bc1e72dc4319', 'route': ['p1', 'e9', 'i10', 'x2', 'p2', 'c2']}
1769503022.7025204,RECEIVED,1d4b4492-64a7-4c77-8b87-8b4f341ed5ee,1deec0e1-75ec-4b69-82a3-318f1ad1a6af,c1,c2,27,p2,?,surb={'id': '20601be8-1d25-4dbf-8a29-5bfd2784a45f', 'route': ['p2', 'e1', 'i6', 'x1', 'p1', 'c1']}
1769503023.1933808,RECEIVED,e76bd91c-ad01-407a-838d-ee64bc9138cc,1dbe06bd-ae14-45cb-b4d1-820eeec71092,c1,c2,27,p2,?,surb={'id': '6579fd9e-7307-40ca-8eef-b4a979a7374a', 'route': ['p2', 'e2', 'i3', 'x7', 'p1', 'c1']}
1769503023.1949632,SENT,a0180419-b1fc-4091-9a6c-90162e91b9dd,86b2d671-3407-43fd-aad7-00e4c71ac4b5,c2,c1,3384,?,p2,
