timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769502831.2028096,SENT,c26f92ce-df29-47a0-991e-e25c4773740e,75ab9989-eca1-438d-862a-695a5aaa0f80,c2,c1,3387,?,p2,
1769502831.2029865,CREATED,1f954a49-5d5e-4727-9a28-97ed33f19aee,fb52f9ed-76b9-4026-b4c5-9102418220c2,c2,c1,27,?,?,surb={'id': '3a7949de-04c5-489e-be20-9231a236de4a', 'route': ['p1', 'e6', 'i8', 'x5', 'p2', 'c2']}
1769502831.3194773,SENT,46805617-cd71-4854-8a38-82b19a389bfc,f3dde4ca-3aae-49a8-a70d-10742ae07eb2,c2,c1,3388,?,p2,
1769502831.3196356,CREATED,c2f987e5-53c3-4539-bcc3-35706808da25,ca5bf6b9-9d9d-4f57-92f2-8399239e0413,c2,c1,27,?,?,surb={'id': 'a4702b5b-5287-4372-9ec7-ea9ab136fe21', 'route': ['p1', 'e12', 'i9', 'x10', 'p2', 'c2']}
1769502831.343287,SENT,8543d48e-388c-416c-8e44-367c607cc3e2,0e98847f-aeef-4ad1-ae42-48faf663e3cc,c2,c1,3359,?,p2,
1769502831.343376,CREATED,f67944ab-3c77-4f78-9e0c-6cdaeb591d5c,c0e1b235-44de-4b17-92ee-977623e768d6,c2,c1,27,?,?,surb={'id': '52a0cedb-b5d3-43ef-85b3-567d29cd160e', 'route': ['p1', 'e9', 'i12', 'x5', 'p2', 'c2']}
1769502831.491823,SENT,e563905a-3c41-43ad-9a45-ef5362f32f30,29821c47-90d9-41a4-a402-1b684334eb28,c2,c1,3362,?,p2,
1769502831.4919243,CREATED,019d6ed3-f325-4177-9f57-4ed5e4440c1b,16eb5a10-0154-4676-b7cd-005575176dd4,c2,c1,27,?,?,surb={'id': '4d4de692-01d5-4e1a-b940-a3231230e68d', 'route': ['p1', 'e11', 'i8', 'x11', 'p2', 'c2']}
1769502831.5274477,SENT,2bd80036-d671-4b7f-8882-4a434f9ae03f,f38561fe-5f45-418c-aef2-96c9a7506157,c2,c1,3397,?,p2,
1769502831.5275376,CREATED,d30dd853-f4d5-430a-9ec7-a74d5391006d,64ee71fa-ded0-4e69-b97d-635b8fc63dee,c2,c1,27,?,?,surb={'id': '4db6915d-8a32-46b9-ad3b-ae586eab88a4', 'route': ['p1', 'e1', 'i10', 'x10', 'p2', 'c2']}
1769502831.9822,SENT,55818a8e-ad29-42a7-bff4-366f5d78339b,40e3e3ce-a283-4be7-aecc-eabf21382ac0,c2,c1,3401,?,p2,
1769502831.982281,CREATED,922699d4-085b-42e5-baf9-db03c4702c4a,cedfc21b-9ea4-428c-8b61-00097e8ae75d,c2,c1,26,?,?,surb={'id': 'fc52a899-7017-45b1-b3eb-f92fbeff7bad', 'route': ['p1', 'e11', 'i7', 'x7', 'p2', 'c2']}
1769502832.0003026,SENT,55e9d7a8-fdf5-4513-9e29-c87029fcd1c5,ee5d0236-bc4d-464a-b0ab-761c526649d4,c2,c1,3375,?,p2,
1769502832.0003805,CREATED,523558b0-e8a6-4951-9dfa-06e515ccbd3f,2cdae7cd-bf10-4f15-9320-5b276630ec00,c2,c1,27,?,?,surb={'id': '497e3469-3453-4851-ba18-a1903658c527', 'route': ['p1', 'e5', 'i9', 'x9', 'p2', 'c2']}
1769502832.145413,SENT,5d396a1e-0086-4ddd-9433-87094ca778c5,a4c9e891-ba92-4bbd-b763-2d98dc447b0a,c2,c1,3384,?,p2,
1769502832.145562,CREATED,d825a3af-fbdd-4ae9-806a-18ff8dde21b5,d91d96f1-da32-4f52-88b8-4a287c80c05c,c2,c1,27,?,?,surb={'id': 'fb9a4cf0-ad02-4df8-95dd-dadb9e1472ca', 'route': ['p1', 'e8', 'i9', 'x4', 'p2', 'c2']}
1769502832.5306551,RECEIVED,89b81580-497e-405d-9efd-d60b0b556976,10420358-c906-4fcc-b4c2-15e37abc7d32,c1,c2,26,p2,?,surb={'id': '315de11d-f83f-4c7c-8fa9-5b6f1fcfd9d6', 'route': ['p2', 'e9', 'i9', 'x4', 'p1', 'c1']}
1769502832.8708422,SENT,cae6f46f-f662-4493-b5ec-e3a6e1f28f97,29e3dbbb-5b20-4e2a-b3dc-f2257e1b9086,c2,c1,3384,?,p2,
1769502832.8708985,CREATED,f848805f-cf30-41af-91ba-ac2653260785,b084d61d-e5b5-496f-b4b3-65c46eeff648,c2,c1,27,?,?,surb={'id': 'c4e6490c-120e-4401-ab6f-85f7b90c43db', 'route': ['p1', 'e1', 'i10', 'x8', 'p2', 'c2']}
1769502833.0588748,SENT,ca113c30-787d-4062-a817-b3a863285400,af94b0c0-d3f9-4661-9317-9a3cf37ba0d7,c2,c1,3383,?,p2,
1769502833.0590186,CREATED,2ea035e9-d2a6-4103-b10a-3baa6e7d45a4,27458209-13b9-4f3f-8a7c-8a16e740f95e,c2,c1,27,?,?,surb={'id': '566d07b8-b5ce-4401-b709-b2b07b33f0ac', 'route': ['p1', 'e12', 'i4', 'x11', 'p2', 'c2']}
1769502833.4088674,SENT,b0668558-2a7e-45cb-9e39-2945033fb727,a2a295d5-f6a0-4e4c-9694-a54736293a86,c2,c1,3388,?,p2,
1769502833.4090126,CREATED,9cf936e4-4d8d-4edc-9641-3b5292babc45,1f77ff1a-1083-490f-933e-22eaeb8b9a6c,c2,c1,26,?,?,surb={'id': '7945b4f8-7ce1-4993-8153-44e30ae463b2', 'route': ['p1', 'e7', 'i11', 'x10', 'p2', 'c2']}
1769502833.5984287,SENT,046fef7a-7075-4cd1-b74f-8c04bd0c0275,cdb5f66c-b293-4c0f-9e66-15203d36a6c2,c2,c1,3375,?,p2,
1769502833.5985148,CREATED,adeb24a5-a37d-4114-85bf-d61add9261b4,c46034d4-d9d6-4ec9-99d0-75b6fb373402,c2,c1,27,?,?,surb={'id': '2a0923bd-4982-4812-b2dd-7e14a5422b73', 'route': ['p1', 'e10', 'i2', 'x7', 'p2', 'c2']}
1769502833.7700791,RECEIVED,9f8a1559-2948-4eb4-bcb3-0b2214bee258,36f51143-49be-4d96-bc46-c392bef1efbe,c1,c2,27,p2,?,surb={'id': '3f5651c5-d3af-4bdd-b8c6-4fc6259b3e97', 'route': ['p2', 'e12', 'i8', 'x7', 'p1', 'c1']}
1769502833.7817223,SENT,ebdc95bc-15e5-4a5a-952b-ee04128bfd4c,a34f5c44-b558-48be-8425-5a6384aa553d,c2,c1,3375,?,p2,
1769502833.7818208,CREATED,8cfa8e2d-6c60-415f-aa38-1de50bf74f04,6cfda1dc-5a2e-4a61-a87e-3898c69a328e,c2,c1,27,?,?,surb={'id': '76da1eca-ccd8-4b64-81fb-6c7ea26809b1', 'route': ['p1', 'e4', 'i4', 'x10', 'p2', 'c2']}
1769502833.84279,RECEIVED,209d1c3a-09c6-4021-8945-37273ba7a936,4d790a3d-2494-4705-a9c3-de26705940f9,c1,c2,26,p2,?,surb={'id': '4daf240b-9536-4f7d-8dc8-5e016347ef6f', 'route': ['p2', 'e9', 'i4', 'x8', 'p1', 'c1']}
1769502833.8581676,RECEIVED,1f2840e3-ff8f-4721-8a42-873961e877f0,465d6f12-68f7-4546-9b2e-d236531a49b0,c1,c2,27,p2,?,surb={'id': '1fec0892-c424-49a6-add0-68af6af7b5e7', 'route': ['p2', 'e1', 'i2', 'x1', 'p1', 'c1']}
1769502834.0836136,RECEIVED,420912c5-f5df-4363-95dc-54211790d8e4,1847e9aa-ae8e-40a6-a4f6-15ae1fdc1e56,c1,c2,25,p2,?,surb={'id': 'e3160541-dffe-40a4-a3e2-da2c88c296f0', 'route': ['p2', 'e10', 'i3', 'x9', 'p1', 'c1']}
1769502834.0886738,SENT,1e0af9f4-dca2-4be9-90f5-c100f03a0245,de30ba4e-18ef-4e6b-a523-aca98b71366c,c2,c1,3396,?,p2,
1769502834.0888224,CREATED,1133ef74-614a-46a2-8f9a-5421bf42e139,702115bc-ff57-45f3-8471-d3418a120cae,c2,c1,27,?,?,surb={'id': '427785dc-833b-4cf6-9004-b6ca755e3a43', 'route': ['p1', 'e4', 'i12', 'x8', 'p2', 'c2']}
1769502834.0952637,RECEIVED,ebe066fb-4100-4161-9c56-9cd8389d25db,2cd11de7-c280-4278-878e-f78fdce1963e,c1,c2,27,p2,?,surb={'id': 'f4ccf1f2-53ba-417f-b47d-9322b178c88b', 'route': ['p2', 'e4', 'i9', 'x5', 'p1', 'c1']}
1769502834.4799259,RECEIVED,1579203f-9b28-491e-b9e7-b7cf8871a5ce,a2439ee5-6ab3-407c-99be-24ce6e78fb53,c1,c2,27,p2,?,surb={'id': '5bcafb00-b140-4876-8869-93443a0203eb', 'route': ['p2', 'e6', 'i1', 'x6', 'p1', 'c1']}
1769502834.6125135,SENT,3f8e33f1-0ce8-4c17-80eb-7b4e824c44e9,01c480f5-824f-46e7-9e58-d91a14685475,c2,c1,3376,?,p2,
1769502834.6126547,CREATED,1d67f61b-f5af-45be-9309-eb6c82749fd4,ed6e99b6-741a-4c73-93e8-7e48b66b7323,c2,c1,27,?,?,surb={'id': '5c334f3c-69d6-4792-b27f-f6b696a3ec3d', 'route': ['p1', 'e7', 'i8', 'x7', 'p2', 'c2']}
1769502834.823961,SENT,10a09b34-ca08-49a5-97e5-0ab9d0a41380,1e2a7c60-8d67-4fbd-8f32-8f600104cc7e,c2,c1,3372,?,p2,
1769502834.8241482,CREATED,4681b90d-8cb7-4569-b943-9599f0f9268a,e23ef066-1fb0-4451-a06c-c597e6e06a0c,c2,c1,27,?,?,surb={'id': '08f22c16-5b44-4252-b1b4-ff9d4ce4dcaf', 'route': ['p1', 'e11', 'i3', 'x2', 'p2', 'c2']}
1769502834.9502423,SENT,ea78bdb9-2b08-4757-bf45-19adc2b3ec2d,4acce49a-63b3-41a5-a24b-2dc2cbc4b4d7,c2,c1,3379,?,p2,
1769502834.9503207,CREATED,a9c71eb1-73f3-461b-bdbd-5b3d0469e2db,1ef681b1-e2fd-48eb-9cfb-3236522c3a0e,c2,c1,27,?,?,surb={'id': '0ea39c35-3aa5-4bf4-82ae-e740f65192c2', 'route': ['p1', 'e8', 'i1', 'x7', 'p2', 'c2']}
1769502835.2077088,SENT,760c3dec-49d0-441a-9423-f95bb1e6b4a8,87056971-86eb-4676-885d-8193cf3fb03d,c2,c1,3396,?,p2,
1769502835.2078576,CREATED,64b394dc-cb9d-43a6-8122-107eb36fc644,17fd44e5-202a-432b-b7f7-ecb7467073a3,c2,c1,27,?,?,surb={'id': '425ec3fe-5a6f-4784-9da5-a906cc572f2d', 'route': ['p1', 'e7', 'i2', 'x7', 'p2', 'c2']}
1769502835.2393548,SENT,e98fa8b0-4990-4f74-a638-33df947cad48,b149ad80-f64b-4b5f-8a79-89222b3a0602,c2,c1,3361,?,p2,
1769502835.2395003,CREATED,e18e35eb-3fd5-437c-bfa2-0c98f870b736,b2314fdb-297a-4534-8d8b-a661b369ad8c,c2,c1,26,?,?,surb={'id': 'd5832d97-e28c-45a5-9a34-75c9713dcf10', 'route': ['p1', 'e7', 'i3', 'x10', 'p2', 'c2']}
1769502835.410728,RECEIVED,456abd43-7a4c-4678-8d31-a5319aa9ad53,7810256e-c457-491d-9d29-edec203429ec,c1,c2,27,p2,?,surb={'id': 'b9bdda65-2d4a-40dd-ae22-e8858dd1892a', 'route': ['p2', 'e4', 'i3', 'x8', 'p1', 'c1']}
1769502835.4415517,SENT,08037a71-2a5f-477c-abf2-a7c64a3fac86,d51da150-1b0a-4a6b-a742-7737da1de8f0,c2,c1,3371,?,p2,
1769502835.4416995,CREATED,ece842fc-891a-4782-b893-2e7a331871ad,daaf4a00-9f20-49ef-bfd1-139022cac544,c2,c1,27,?,?,surb={'id': '3eac6474-e4c9-42cb-a5e7-1e5533b0b19a', 'route': ['p1', 'e6', 'i5', 'x7', 'p2', 'c2']}
1769502835.503871,SENT,1ad14832-8db7-4d38-aec2-77078498b2b2,9747fcaf-ef59-4559-a9e5-b99725b4dddd,c2,c1,3375,?,p2,
1769502835.50481,CREATED,9c12d935-2303-4985-b00f-3dbbc2b92658,9fac1834-6dc7-42b8-9de6-a06fb2f30edb,c2,c1,26,?,?,surb={'id': '44a37650-d4aa-400b-94aa-42694593bd31', 'route': ['p1', 'e12', 'i2', 'x8', 'p2', 'c2']}
1769502835.587031,RECEIVED,572accaa-1cf7-4e1a-8ed2-45a27d73db4e,2f8c7c7f-c08b-40ba-8dec-6ecbf684ea03,c1,c2,27,p2,?,surb={'id': 'cc0573c6-e97f-45fc-9306-964a196a9d52', 'route': ['p2', 'e12', 'i9', 'x2', 'p1', 'c1']}
1769502835.8325794,SENT,270ed04e-8b8f-41c7-b104-676f2b2fb1f2,501c7f86-70e2-42e7-bc8f-2fcf36819d76,c2,c1,3393,?,p2,
1769502835.8326783,CREATED,45f1a072-4c57-4d1d-9935-8790d3ce1b31,98559245-37d1-4ec0-8be1-9c721913ec4d,c2,c1,27,?,?,surb={'id': 'ddb190e1-8f3e-4bd7-9e28-566b6688d6cb', 'route': ['p1', 'e7', 'i9', 'x1', 'p2', 'c2']}
1769502835.862845,SENT,ae013124-9484-427b-836c-5c8c1287156b,141335a5-ac45-4932-9104-f356478ceec6,c2,c1,3363,?,p2,
1769502835.862946,CREATED,10db7ad1-53ea-4ffb-955a-1fad0c790aaf,df5fc465-7a48-4ac7-bf5c-96180493d497,c2,c1,27,?,?,surb={'id': '0d7e9944-83a8-4345-82bb-d5ffe15b786c', 'route': ['p1', 'e7', 'i4', 'x4', 'p2', 'c2']}
1769502836.1484768,RECEIVED,f01912b0-d21e-4061-b071-e2b8ccb9a0cc,1bfe72d6-77db-4531-9a42-3f9c84058118,c1,c2,27,p2,?,surb={'id': '514b2237-ad01-4a3f-bfd2-329ddef72578', 'route': ['p2', 'e5', 'i8', 'x5', 'p1', 'c1']}
1769502836.156234,RECEIVED,5d7c7412-e77c-4366-8b57-50d9b062ad37,9fd2c489-b58c-44f5-933b-71a9bf09d38f,c1,c2,27,p2,?,surb={'id': 'f46d3878-5d37-49ad-af73-9dd1c634fa15', 'route': ['p2', 'e10', 'i4', 'x12', 'p1', 'c1']}
1769502836.1818187,RECEIVED,b2565f76-9ad0-4b84-813e-0f0662da631c,a37778b6-712d-4dd6-b933-95ae8f493093,c1,c2,27,p2,?,surb={'id': '3de96419-8906-42af-97e8-1076d8db5a3f', 'route': ['p2', 'e10', 'i8', 'x5', 'p1', 'c1']}
1769502836.2116344,SENT,b6e2d73a-6304-4992-bbd6-f1f086707d90,a6952f72-f4e2-41a6-a693-6330cd3721ba,c2,c1,3387,?,p2,
1769502836.211815,CREATED,21f78aab-1315-4d96-aa5b-fec851a679c6,39e44e6c-a3e5-4e4c-b324-9b3ad9dd861f,c2,c1,27,?,?,surb={'id': '92cfbb82-c48e-4fdf-9418-4f66297653d1', 'route': ['p1', 'e8', 'i11', 'x10', 'p2', 'c2']}
1769502836.524089,RECEIVED,f25b744a-6b27-40b7-9630-dd28d18deaae,11c714a2-093d-44ef-89da-9d089dd7bf08,c1,c2,27,p2,?,surb={'id': '05dd6aaf-b618-44d3-8f02-dd380187f7e1', 'route': ['p2', 'e12', 'i3', 'x12', 'p1', 'c1']}
1769502836.6475153,SENT,4a0e4913-c1c1-4c05-b4cf-bc5e09353cb0,520f410b-b481-45a3-86d6-77ae63cfaee9,c2,c1,3372,?,p2,
1769502836.6476672,CREATED,02a55295-d871-4d58-8ff5-01b913fd3b35,ee2d5fe5-f4f5-4a2d-84d2-6bfdc3e4092f,c2,c1,27,?,?,surb={'id': 'fdbaf8e7-f337-4fe9-b9c9-89c63d1e3ee0', 'route': ['p1', 'e8', 'i4', 'x6', 'p2', 'c2']}
1769502836.6561306,RECEIVED,5b05ac4a-08c4-4f58-bc49-1c175aac5c50,b6ff794d-e38b-481e-9a37-a8466a2337e1,c1,c2,27,p2,?,surb={'id': '09196b04-1095-4bb9-a0ea-3b164eac5f0e', 'route': ['p2', 'e10', 'i12', 'x8', 'p1', 'c1']}
1769502836.7637246,SENT,90718ae5-388d-464f-ba98-ef1835f6b084,177df9e5-0725-49d5-8322-7958d3336f64,c2,c1,3379,?,p2,
1769502836.7638745,CREATED,0bdc7f5d-3400-4906-a2f2-a1dd0297a78a,4af3c2b6-b964-4111-84b7-9053496be61f,c2,c1,27,?,?,surb={'id': '12e8ca06-ad98-4562-8f39-e28ad7ff5348', 'route': ['p1', 'e10', 'i11', 'x5', 'p2', 'c2']}
1769502837.613861,SENT,d1d9c013-afb6-406d-9310-f28328bd6ec3,c3a4db57-3771-45ea-83b4-5355843f118e,c2,c1,3389,?,p2,
1769502837.6140144,CREATED,8a2e6168-c7f0-48f5-8613-cc10351fd407,b384a9c8-8a2d-4749-8bfd-9b577b86355b,c2,c1,27,?,?,surb={'id': 'fe6c4629-f878-4e28-bb89-04a7a6008b2d', 'route': ['p1', 'e5', 'i7', 'x9', 'p2', 'c2']}
1769502837.658977,RECEIVED,d2b65ed3-9df6-4531-bbf3-94f7b9a2b396,238ef978-74e3-489c-a65f-bd7bf5f92d23,c1,c2,27,p2,?,surb={'id': 'e230a34a-3f0b-4570-acc1-d0bed3e04d60', 'route': ['p2', 'e10', 'i3', 'x12', 'p1', 'c1']}
1769502837.693692,SENT,47afe1ea-3351-4b79-804b-042a8e42b0db,d698693f-8418-42bb-ba0e-9b085e721106,c2,c1,3376,?,p2,
1769502837.6938398,CREATED,c5de598b-2170-4279-9cb9-898c82fedac6,b15af283-aad9-4d10-a41a-b8668af1c5c6,c2,c1,27,?,?,surb={'id': '0c2f60fa-3ae5-45bd-a40b-5a4bc8c60c08', 'route': ['p1', 'e2', 'i3', 'x5', 'p2', 'c2']}
1769502837.9184976,SENT,eac9d936-4ce1-4ac5-b6df-95a2ec8fc280,e9bc5850-e50e-4db9-a672-d7c0eb955541,c2,c1,3371,?,p2,
1769502837.9185994,CREATED,55c5e826-90e5-46d5-b75e-6aa3d9b73a3b,fee96181-3008-4acf-bac0-1e83e18d84ae,c2,c1,27,?,?,surb={'id': '56951980-5ba4-46ef-943c-d486bc6338a4', 'route': ['p1', 'e2', 'i2', 'x8', 'p2', 'c2']}
1769502837.9874847,SENT,90d29a69-95c5-4796-aad6-a88eb24a9184,c44f379c-c785-4d09-a719-76f519cc5e18,c2,c1,3375,?,p2,
1769502837.987646,CREATED,76f6b02f-993b-4c6f-9d06-626972669e43,abef7cd5-9521-4e48-8d40-81d1adabbdd5,c2,c1,27,?,?,surb={'id': 'f52c46a7-931e-4b65-acfe-a737d65f4822', 'route': ['p1', 'e4', 'i12', 'x1', 'p2', 'c2']}
1769502838.2378778,RECEIVED,d4d2ad45-49b5-4ce1-b255-b96a1c64b8fd,48ea97cf-ba0e-41bc-9efe-2309b4bb975a,c1,c2,27,p2,?,surb={'id': '10921262-1645-4123-b1a3-43ac649aeff0', 'route': ['p2', 'e1', 'i9', 'x9', 'p1', 'c1']}
1769502838.4733515,SENT,99c0f542-4f70-4091-8b5e-3feb943bb7b3,366d9d90-dcce-4ce0-bd8d-9bc9d196abcb,c2,c1,3375,?,p2,
1769502838.4734263,CREATED,96d10e93-bfdd-49de-9471-a60060d5485b,cebd9442-7da4-436d-a71d-73e1ae8349b9,c2,c1,26,?,?,surb={'id': '2be66def-d317-482d-8a52-a1f8010a9791', 'route': ['p1', 'e10', 'i2', 'x8', 'p2', 'c2']}
1769502838.5042295,SENT,5852121f-0df1-4b34-94a1-50eff7ab4d5e,62298bad-1803-4111-9cee-45a1a2bbbaa2,c2,c1,3359,?,p2,
1769502838.504302,CREATED,501affc5-e34e-44db-9385-731b24880c5d,6dfe6858-9650-4051-8f2e-da0271b26035,c2,c1,27,?,?,surb={'id': 'e4b31c49-e72a-4a67-bd98-13618f6f48d4', 'route': ['p1', 'e9', 'i12', 'x2', 'p2', 'c2']}
1769502839.1164043,SENT,00087e45-ef8b-467b-8083-dd1105722dd6,cd5e09a0-5eb8-444d-92db-871c63149459,c2,c1,3396,?,p2,
1769502839.1164944,CREATED,59f2f4c4-1a32-464f-8923-d5c290e60e0f,120153b6-3193-46cc-b3d6-98d123f87e5c,c2,c1,27,?,?,surb={'id': '8274e99e-bde5-4d89-840c-0b939aee6676', 'route': ['p1', 'e10', 'i7', 'x8', 'p2', 'c2']}
1769502839.215804,RECEIVED,2e51c97d-1ce3-4328-a836-1601ec4ef93d,97e435d7-3b78-4047-bbdd-7428f7870d46,c1,c2,26,p2,?,surb={'id': 'c1bd73a9-d52f-4992-b2e5-18c99ebbe595', 'route': ['p2', 'e11', 'i1', 'x8', 'p1', 'c1']}
1769502839.2690845,SENT,38a13c96-37e7-479d-89ea-2fef7d5464ff,7e2b2332-a6e4-43c3-ae9e-51c346ce78b0,c2,c1,3396,?,p2,
1769502839.2692301,CREATED,9d99b7e1-48b6-42ae-8b13-88e7fcf710ab,5daff7c8-702c-41e9-8d03-e783b406e7d8,c2,c1,27,?,?,surb={'id': '92660b1b-e570-4789-abf3-8f58f3f100ed', 'route': ['p1', 'e9', 'i1', 'x12', 'p2', 'c2']}
1769502839.5504377,SENT,59688892-fe95-49c3-a5e8-21f514a95f30,6673c447-d2b0-4c7c-8ae7-987a74dead96,c2,c1,3351,?,p2,
1769502839.5505779,CREATED,429ea52b-8d2b-4a7d-ac78-7583dc055034,15348b23-dd23-4bfa-9284-20ee398ac23b,c2,c1,26,?,?,surb={'id': 'b0acde96-1ae9-4584-b960-d059f37724cc', 'route': ['p1', 'e3', 'i4', 'x7', 'p2', 'c2']}
1769502839.6887336,RECEIVED,29f2d3e1-dc04-4171-952f-1c3865c2154e,cec58dea-13ed-4c7b-9dab-c1c06d05ed28,c1,c2,27,p2,?,surb={'id': 'e1ba266b-18ce-4470-a743-46c75df8467b', 'route': ['p2', 'e11', 'i5', 'x10', 'p1', 'c1']}
1769502839.9231594,RECEIVED,74b775c7-b65c-4bc9-adda-b1af24d0913d,c307d7c4-6d43-4a90-8107-17844d3b01a0,c1,c2,27,p2,?,surb={'id': '60ed9102-c0dc-4904-9b30-ccdfb0cd2efd', 'route': ['p2', 'e5', 'i7', 'x4', 'p1', 'c1']}
1769502841.4511783,SENT,1a57763c-c1d7-4bf9-a077-549178d595b0,e7cf3e35-009d-429d-bf9e-1c81f55b0920,c2,c1,3382,?,p2,
1769502841.4513237,CREATED,4e9eb20d-957f-49d8-a908-5f0c0d0095d0,f0d45942-549d-4b63-9d61-779a6c08c6c8,c2,c1,27,?,?,surb={'id': '5aa6bc97-bfac-4b8f-98fc-8a14f2b0eee9', 'route': ['p1', 'e11', 'i9', 'x5', 'p2', 'c2']}
1769502841.7461429,SENT,42a22903-68d2-4df4-a946-b75e3a4f4ae3,6ec74ef7-5f0c-48b4-a4e7-7b3bf3d241ce,c2,c1,3383,?,p2,
1769502841.746293,CREATED,83067b19-4334-4820-9483-bd1ccb09bf7a,6eec3bc3-e6d3-452b-ae47-19ceffce9f7a,c2,c1,26,?,?,surb={'id': '3d8d4a5f-6177-4850-9872-d557df41bd39', 'route': ['p1', 'e4', 'i4', 'x8', 'p2', 'c2']}
1769502841.7702756,SENT,0c6d167a-6965-46e1-bf6a-a223807034a8,551282c7-5315-45bf-8197-17f2b7a30a5d,c2,c1,3391,?,p2,
1769502841.7704258,CREATED,fce273ca-b4db-474c-8981-617a8be6ca18,bfedead3-e920-42b7-8114-30bdec327adf,c2,c1,27,?,?,surb={'id': 'da58ef0b-58fa-474d-ad36-9f221da64fa2', 'route': ['p1', 'e3', 'i5', 'x12', 'p2', 'c2']}
1769502841.9010975,SENT,5ab4b94b-a10a-4711-b10e-72636a8a132a,7bf2b471-cde5-4bde-9e37-2eff80e02b73,c2,c1,3380,?,p2,
1769502841.9012477,CREATED,05675ed7-609a-4e68-bd40-fb0ea68ca6d4,222a5b3b-3d20-4eef-a374-4aabc5cd3ca6,c2,c1,26,?,?,surb={'id': '3a5e4757-8cd5-44c3-935d-02eced9f94cb', 'route': ['p1', 'e8', 'i9', 'x7', 'p2', 'c2']}
1769502842.0574033,RECEIVED,1b4b0e2a-fe93-4765-ba63-7e11f43736dd,4a608eff-4781-483e-8323-62fcfcd864f2,c1,c2,27,p2,?,surb={'id': 'bca89b51-c5bd-496d-ae3b-3f79eaf6e8e4', 'route': ['p2', 'e9', 'i1', 'x4', 'p1', 'c1']}
1769502842.219619,RECEIVED,56460020-0caa-4512-83a6-07015048248c,df6dc4ae-a28a-4e00-a8e3-a8a68c25ac70,c1,c2,27,p2,?,surb={'id': '06405095-866e-40da-aa91-34e68d941774', 'route': ['p2', 'e6', 'i7', 'x1', 'p1', 'c1']}
1769502842.7150931,SENT,743b6ab2-4fa3-46f2-b403-0d8381be8713,9ff5fb43-ac1d-4819-bd0d-6508425dfe4a,c2,c1,3387,?,p2,
1769502842.715408,CREATED,5e39dc25-9a57-4b05-a2ae-754af7b46281,03b58db9-11f2-4487-9592-17d9576221f9,c2,c1,27,?,?,surb={'id': '11115928-4764-432e-973e-4a6731f835e5', 'route': ['p1', 'e3', 'i10', 'x8', 'p2', 'c2']}
1769502842.8704035,SENT,352bf824-0e4f-4d15-9b15-a5500e75b1da,d0282783-4148-46b1-b563-6b4ae567ab2d,c2,c1,3377,?,p2,
1769502842.8705044,CREATED,acdbfb5d-721f-4b91-b6e3-88e2c21abf07,3adc3230-d843-42bb-b845-4a764e229928,c2,c1,27,?,?,surb={'id': 'fea51ad4-50a6-46d2-81f2-73f893939b6e', 'route': ['p1', 'e8', 'i3', 'x8', 'p2', 'c2']}
1769502843.0112967,RECEIVED,121d0aed-7041-4f43-b022-fffd711e484a,e2f9cbb1-0564-4c24-a5e5-ca67485270c4,c1,c2,25,p2,?,surb={'id': 'c44b1759-d7c0-40a5-8eb6-d79380c0ae81', 'route': ['p2', 'e6', 'i2', 'x2', 'p1', 'c1']}
1769502843.229826,RECEIVED,0253f61d-49e8-49b0-a6ab-329ff7e45708,d947afdd-847c-44ba-8d4c-f220f4a230a3,c1,c2,27,p2,?,surb={'id': 'c70d002d-6219-4853-8886-cc7995af3421', 'route': ['p2', 'e2', 'i2', 'x10', 'p1', 'c1']}
1769502843.5192468,SENT,94c24ce4-c470-41ba-9ef1-e449e8146025,d7cde8c8-dabf-44c8-bb41-abfadae60b19,c2,c1,3399,?,p2,
1769502843.5193162,CREATED,617dc27f-c73f-4e23-a8e8-25f7c0b6b207,42fe3b29-ebd1-4097-9130-edac12198bed,c2,c1,27,?,?,surb={'id': '5a0ba73f-8061-4e64-853a-e613b8fa4012', 'route': ['p1', 'e4', 'i12', 'x8', 'p2', 'c2']}
1769502843.535994,RECEIVED,389e29c2-dfc6-4e09-86e2-057eb5981374,2df8feee-b94b-4638-a5eb-69cdd69ad6ea,c1,c2,27,p2,?,surb={'id': '4386a2be-a6ff-49a0-ac6f-da6bbd28c1a1', 'route': ['p2', 'e2', 'i7', 'x10', 'p1', 'c1']}
1769502843.629413,SENT,2c57392f-6b52-4d94-90e1-076f0db74611,13444dd4-2a03-4f69-a6f0-c865733464bd,c2,c1,3387,?,p2,
1769502843.62948,CREATED,9156a71e-1b93-4e4c-9e26-734223bfa117,30b44a58-fc6f-49f4-9666-95f9059cd9c6,c2,c1,27,?,?,surb={'id': '53abd5be-0d0b-47de-a692-2a5e556b15b6', 'route': ['p1', 'e3', 'i10', 'x11', 'p2', 'c2']}
1769502843.7453644,SENT,4b5f565c-3d25-4e26-84e7-2833cc6cc104,9b0c8c18-2e7a-425d-b49e-725ab9910120,c2,c1,3387,?,p2,
1769502843.7454317,CREATED,3d87a982-35de-4abc-a4d8-2ba0c666c230,0a4fb5fd-72d5-4629-ba1d-587f88f994c3,c2,c1,27,?,?,surb={'id': 'c5092b2e-daf1-46d1-9c6d-6d960af44593', 'route': ['p1', 'e6', 'i10', 'x9', 'p2', 'c2']}
