timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769505038.7602658,RECEIVED,c5317c9c-580f-485c-bd35-7aa3cd669bf2,aa8369e1-b5a5-46ff-b4fc-70eeb474b6e0,c1,c4,27,p1,?,surb={'id': '72ab867b-6f39-41e8-8a30-903135d14e06', 'route': ['p1', 'e7', 'i3', 'x8', 'p1', 'c1']}
1769505038.7975333,SENT,2c0453ce-d6b0-4ca4-9167-d74da04c9afd,c046eae8-2717-4ebe-b59d-350ac08c9ed8,c4,c5,3375,?,p1,
1769505038.7976153,CREATED,cb3c05bc-d46b-4e1a-9c90-2648bf9f0c15,d0a3e05a-18b0-44a4-bf42-1a58976e6352,c4,c5,27,?,?,surb={'id': '9a8e1799-375f-462a-b7a4-d1d982165aa6', 'route': ['p2', 'e6', 'i2', 'x8', 'p1', 'c4']}
1769505038.9850569,RECEIVED,82f5ec71-6372-4500-a089-8e0002aa63ad,e991e945-7da1-4cfe-a882-78395d1ba5be,c1,c4,27,p1,?,surb={'id': '62ae3664-e562-4dbc-bda6-0ff2a10460ed', 'route': ['p1', 'e8', 'i5', 'x2', 'p1', 'c1']}
1769505039.0889702,RECEIVED,0d420e09-d437-4df9-a8e0-63e77b631cca,ce903bcb-9978-42f4-ab3f-002397af0cf2,c1,c4,27,p1,?,surb={'id': '0b78e45d-4e19-4f4f-ba27-de4382d0d278', 'route': ['p1', 'e1', 'i10', 'x11', 'p1', 'c1']}
1769505039.728285,SENT,af3b361d-6628-41a8-a97c-ae76cbf3303c,3c26af0b-92bc-416b-a258-89167352db9a,c4,c5,3380,?,p1,
1769505039.7283828,CREATED,79e5054f-60ae-4d99-9319-8876bbe05b6c,01bb3ca2-ef1e-4cef-9808-a91c396dcef6,c4,c5,27,?,?,surb={'id': '6e627d75-e77a-42fb-8cfc-009c12ffce70', 'route': ['p2', 'e12', 'i2', 'x10', 'p1', 'c4']}
1769505039.8416584,RECEIVED,53f800bb-992b-4489-91bd-fae9f02172ff,49d71a0b-6aac-4c5a-ba70-2d8495cf754c,c1,c4,27,p1,?,surb={'id': '8fe54ddf-e67c-4d7c-8e2a-beeb8b5a7cc3', 'route': ['p1', 'e3', 'i4', 'x7', 'p1', 'c1']}
1769505040.025038,SENT,b48c75e5-6d26-4ed8-a17f-2a41ef245ab1,9df1e05f-d579-46bd-af29-32aa3f155cd9,c4,c5,3401,?,p1,
1769505040.0252635,CREATED,54176694-48b2-4a45-b301-a27ac541b720,01bb3ca2-ef1e-4cef-9808-a91c396dcef6,c4,c5,27,?,?,surb={'id': '6e627d75-e77a-42fb-8cfc-009c12ffce70', 'route': ['p2', 'e12', 'i2', 'x10', 'p1', 'c4']}
1769505040.0688095,RECEIVED,12620bdf-de97-44ee-a3dd-c127be2db122,46a45543-2a3d-4f1d-b9bf-d0597789534a,c1,c4,27,p1,?,surb={'id': 'affcef78-21a4-4ecf-bf83-339cec7f34f2', 'route': ['p1', 'e12', 'i10', 'x8', 'p1', 'c1']}
1769505040.0926175,SENT,09964579-5199-45be-bfdb-68cb0a930238,35a84d01-f0a5-4cbe-993c-19056c5f3174,c4,c5,3400,?,p1,
1769505040.0926921,CREATED,86845f44-9778-473a-8956-8902359696f5,350ec99b-3a4e-4d72-a1ca-10006a7605c3,c4,c5,27,?,?,surb={'id': 'a6f235b6-2808-48bd-b7ca-26e6ef866940', 'route': ['p2', 'e4', 'i10', 'x11', 'p1', 'c4']}
1769505040.1069853,RECEIVED,be5944b1-e9b0-456c-bed1-bea2957b922f,46a45543-2a3d-4f1d-b9bf-d0597789534a,c1,c4,27,p1,?,surb={'id': 'affcef78-21a4-4ecf-bf83-339cec7f34f2', 'route': ['p1', 'e12', 'i10', 'x8', 'p1', 'c1']}
1769505040.321126,SENT,0786d3d9-b876-435f-90cb-daa5f5c17d97,86971ba2-20dc-4043-b342-ed638913af11,c4,c5,3375,?,p1,
1769505040.3212988,CREATED,d655f7b1-65fe-4d95-9df8-2849bf217e24,350ec99b-3a4e-4d72-a1ca-10006a7605c3,c4,c5,27,?,?,surb={'id': 'a6f235b6-2808-48bd-b7ca-26e6ef866940', 'route': ['p2', 'e4', 'i10', 'x11', 'p1', 'c4']}
1769505040.4898722,SENT,acc7c048-3cc9-40b9-8dd6-f773578730ab,3ce65340-25a0-4f65-ba67-b332a9b118cd,c4,c5,3359,?,p1,
1769505040.4900227,CREATED,2411fa33-86c1-476d-8d63-41fe314619b5,ae521a19-61bb-4fc0-94f9-8ddd6fc70e5a,c4,c5,27,?,?,surb={'id': '01fe5567-4ee0-404e-8832-c30f8a4dd116', 'route': ['p2', 'e2', 'i3', 'x12', 'p1', 'c4']}
1769505040.8907888,RECEIVED,62a58a40-f487-4358-a8ff-9222c992de43,83a763de-b6a7-4264-ac6e-176f5dc2cf1e,c1,c4,27,p1,?,surb={'id': 'c58936a0-1581-4042-9fbb-70210937dde2', 'route': ['p1', 'e9', 'i4', 'x1', 'p1', 'c1']}
1769505040.9688685,SENT,c91c8b42-3553-4ce7-97ab-ae1cf0f4314c,1445e457-8a22-4090-bea4-f1be69646a01,c4,c5,3379,?,p1,
1769505040.9689615,CREATED,a6281f55-6c41-4457-a81d-d260c4baad0b,ae521a19-61bb-4fc0-94f9-8ddd6fc70e5a,c4,c5,27,?,?,surb={'id': '01fe5567-4ee0-404e-8832-c30f8a4dd116', 'route': ['p2', 'e2', 'i3', 'x12', 'p1', 'c4']}
1769505041.1119893,RECEIVED,3f8c64d3-8126-4812-8ff2-2f8361fce4d9,e991e945-7da1-4cfe-a882-78395d1ba5be,c1,c4,27,p1,?,surb={'id': '62ae3664-e562-4dbc-bda6-0ff2a10460ed', 'route': ['p1', 'e8', 'i5', 'x2', 'p1', 'c1']}
1769505041.2446015,SENT,6738093a-c288-48fe-8ffe-b28031fe09ff,54485e43-06d7-416f-bfe8-ddf02b4bc0cd,c4,c5,3396,?,p1,
1769505041.244695,CREATED,c857afe4-1291-4a68-8bdb-e381794a3f24,24bb57bd-d561-4b61-b286-407c1c1bc065,c4,c5,27,?,?,surb={'id': 'dceea1ae-badb-471a-bc36-4bbe16a04ba7', 'route': ['p2', 'e10', 'i11', 'x9', 'p1', 'c4']}
1769505041.2813592,SENT,5f567cc2-a12e-4c03-8a05-e8d288472801,048d61da-9078-42bf-95e3-dfceb1d168d5,c4,c5,3399,?,p1,
1769505041.2814517,CREATED,232f85de-8c3f-4363-9ba2-41eda80d59f2,24bb57bd-d561-4b61-b286-407c1c1bc065,c4,c5,27,?,?,surb={'id': 'dceea1ae-badb-471a-bc36-4bbe16a04ba7', 'route': ['p2', 'e10', 'i11', 'x9', 'p1', 'c4']}
1769505041.3141642,RECEIVED,72c35069-daaa-43aa-aa87-647266d50d34,b48a43eb-0768-445a-a3c4-839f073cd03a,c1,c4,27,p1,?,surb={'id': 'b2d6d8d5-cf4d-44eb-9495-3b7746d2b2f4', 'route': ['p1', 'e6', 'i12', 'x12', 'p1', 'c1']}
1769505041.3524396,SENT,ac455c56-a5dd-4b96-8c5d-5bf8c07e6660,1a078c62-5a17-43c6-aa68-b6e2d18353b0,c4,c5,3362,?,p1,
1769505041.352548,CREATED,f54b44eb-bc63-4ffe-8eb6-a17e9d465027,1edcf10b-a61b-42ea-9882-6c365b030a60,c4,c5,27,?,?,surb={'id': '3d2fbc59-2574-48d7-8e6c-d3a6b04def0a', 'route': ['p2', 'e8', 'i5', 'x1', 'p1', 'c4']}
1769505041.3859348,RECEIVED,882a74fd-7e63-4763-9892-86983b767f7b,83a763de-b6a7-4264-ac6e-176f5dc2cf1e,c1,c4,27,p1,?,surb={'id': 'c58936a0-1581-4042-9fbb-70210937dde2', 'route': ['p1', 'e9', 'i4', 'x1', 'p1', 'c1']}
1769505041.5825646,RECEIVED,0867511e-98fd-4130-9fc0-aced56de54e6,12b2a880-e775-43c2-b766-e3ba5caed22e,c1,c4,26,p1,?,surb={'id': '6d083a1a-e027-488a-9254-1fbbcb0f7c78', 'route': ['p1', 'e12', 'i10', 'x1', 'p1', 'c1']}
1769505041.6404047,RECEIVED,c7da95d9-023e-487f-a569-a8df6a1173f3,b48a43eb-0768-445a-a3c4-839f073cd03a,c1,c4,27,p1,?,surb={'id': 'b2d6d8d5-cf4d-44eb-9495-3b7746d2b2f4', 'route': ['p1', 'e6', 'i12', 'x12', 'p1', 'c1']}
1769505041.9592485,SENT,73aea5ad-f889-46f7-af72-2b688f3cd56a,599f4a4c-395f-4996-89c3-59bdb0dbe21e,c4,c5,3371,?,p1,
1769505041.959384,CREATED,00ad22c0-b568-43a6-98e1-9335b3a100a7,1edcf10b-a61b-42ea-9882-6c365b030a60,c4,c5,27,?,?,surb={'id': '3d2fbc59-2574-48d7-8e6c-d3a6b04def0a', 'route': ['p2', 'e8', 'i5', 'x1', 'p1', 'c4']}
1769505042.3113966,RECEIVED,070108a5-baa5-498b-9d13-abcc2677e2b4,8b0153ce-dbd2-475e-ae11-5044d7ab2ac5,c1,c4,26,p1,?,surb={'id': '581f3548-10d7-429d-bbdb-d80d271ca519', 'route': ['p1', 'e8', 'i3', 'x4', 'p1', 'c1']}
1769505042.345206,SENT,538bd563-b286-408d-9358-188e050ec2c4,447fd3df-b700-4a1e-bf97-bdaba6d676c6,c4,c5,3379,?,p1,
1769505042.3452795,CREATED,7a17d18b-1bef-49ca-93db-29d3e8a5a8ed,7f10727f-414d-4d77-966a-cacb07ae55e9,c4,c5,26,?,?,surb={'id': 'ffb81c1b-183c-4336-8c2c-5cd54a4935fa', 'route': ['p2', 'e3', 'i1', 'x2', 'p1', 'c4']}
1769505042.598484,SENT,b69c79b2-16c6-4f66-8f7d-9167fd829d06,7c809460-b57b-40fb-8ab3-29550cb27648,c4,c5,3377,?,p1,
1769505042.5985532,CREATED,d40da6bd-8528-45a3-8333-5dfa02171010,7f10727f-414d-4d77-966a-cacb07ae55e9,c4,c5,26,?,?,surb={'id': 'ffb81c1b-183c-4336-8c2c-5cd54a4935fa', 'route': ['p2', 'e3', 'i1', 'x2', 'p1', 'c4']}
1769505042.6408,SENT,0a63c9ff-5c5d-4ae2-b868-f39fafd9d213,75384795-eec7-48e7-ac00-98cdd847c281,c4,c5,3360,?,p1,
1769505042.6408665,CREATED,306cbc74-f92a-4e73-a5e7-80503b6bfa19,94f6f4c9-0964-4c42-9428-39ce6fa596dc,c4,c5,27,?,?,surb={'id': '1634f99f-9826-47ff-854c-2595bcc2cf58', 'route': ['p2', 'e3', 'i7', 'x5', 'p1', 'c4']}
1769505042.7035275,RECEIVED,c8379cff-c46b-4d12-9417-df9e075b55b9,12b2a880-e775-43c2-b766-e3ba5caed22e,c1,c4,26,p1,?,surb={'id': '6d083a1a-e027-488a-9254-1fbbcb0f7c78', 'route': ['p1', 'e12', 'i10', 'x1', 'p1', 'c1']}
1769505042.841175,SENT,c7449ce7-b04e-42a5-8f40-c20a5449bbb6,723def2d-aa1e-4999-a619-03a7d6a34475,c4,c5,3379,?,p1,
1769505042.8412573,CREATED,42527065-03da-4566-be0e-742fa3899083,94f6f4c9-0964-4c42-9428-39ce6fa596dc,c4,c5,27,?,?,surb={'id': '1634f99f-9826-47ff-854c-2595bcc2cf58', 'route': ['p2', 'e3', 'i7', 'x5', 'p1', 'c4']}
1769505043.1194046,RECEIVED,e896dc97-a33a-480a-911b-ac96ff2b6e81,8b0153ce-dbd2-475e-ae11-5044d7ab2ac5,c1,c4,26,p1,?,surb={'id': '581f3548-10d7-429d-bbdb-d80d271ca519', 'route': ['p1', 'e8', 'i3', 'x4', 'p1', 'c1']}
1769505043.1506698,SENT,06d03df3-d2d3-477a-bb3e-0eebeb1ab0fc,5536a9c0-1955-404f-9694-2ccbe02e7d68,c4,c5,3391,?,p1,
1769505043.150768,CREATED,98650da9-268c-461d-98ca-9b95c7734ce4,c178db11-4751-4faa-a898-c4be44deb1e3,c4,c5,27,?,?,surb={'id': '72cf2345-aa6f-46d0-a7ca-c12c9d26fe8a', 'route': ['p2', 'e11', 'i8', 'x4', 'p1', 'c4']}
1769505043.2003639,RECEIVED,40d00d77-575a-4805-8a52-9e9485a0011c,aca97e0a-146a-4b38-81ca-714374e32f2c,c1,c4,27,p1,?,surb={'id': '77c1ebc0-0e47-4742-97e5-08efac37631c', 'route': ['p1', 'e4', 'i6', 'x6', 'p1', 'c1']}
1769505043.4881928,RECEIVED,aa79518e-6327-4a74-842f-7e8b38e16542,9a792341-2c27-4308-ac65-3bb8e76758e5,c1,c4,27,p1,?,surb={'id': 'bd3c7592-20d1-458a-a54b-0d22b64aa6d2', 'route': ['p1', 'e4', 'i12', 'x1', 'p1', 'c1']}
1769505043.5161753,SENT,327361c4-543b-4ce8-b4e8-cc49a28c8e1b,36e7d67b-f627-4bf0-82b5-aab04d8f6217,c4,c5,3379,?,p1,
1769505043.5162716,CREATED,28b5602a-cf25-46a2-80c3-f28b460c1b0f,c178db11-4751-4faa-a898-c4be44deb1e3,c4,c5,27,?,?,surb={'id': '72cf2345-aa6f-46d0-a7ca-c12c9d26fe8a', 'route': ['p2', 'e11', 'i8', 'x4', 'p1', 'c4']}
1769505043.5350323,SENT,e3539a16-1cd4-4a3c-a3bc-b837e0d2075a,a210125c-35e0-4689-ab6e-2b41decfd22a,c4,c5,3383,?,p1,
1769505043.5351496,CREATED,81f57758-94ec-4e45-8f0a-7c0ce0cd28a2,bc8c11ef-4dd4-40c8-a926-5c6afcedb7c2,c4,c5,27,?,?,surb={'id': 'be937d03-60e4-416c-ade6-a7b53d88e43f', 'route': ['p2', 'e5', 'i6', 'x7', 'p1', 'c4']}
1769505043.688727,SENT,03710ad6-b4b6-4a74-bcef-a2fe576932ef,1f5cebac-7937-40a3-adcb-8d2fed8822d3,c4,c5,3375,?,p1,
1769505043.68888,CREATED,d565a7ed-fb42-4bcb-928b-9b8be307d710,bc8c11ef-4dd4-40c8-a926-5c6afcedb7c2,c4,c5,27,?,?,surb={'id': 'be937d03-60e4-416c-ade6-a7b53d88e43f', 'route': ['p2', 'e5', 'i6', 'x7', 'p1', 'c4']}
1769505043.7633152,RECEIVED,75d868cf-1bb2-44da-a188-e7a16706509e,a2e0e3bf-0260-4aff-838c-aab541c31ccb,c1,c4,27,p1,?,surb={'id': 'fa347f56-79d2-47ce-9556-74e6d18d60c1', 'route': ['p1', 'e7', 'i6', 'x7', 'p1', 'c1']}
1769505043.769117,RECEIVED,4e4c3ae1-511e-4e1c-9667-d237231d2f7c,aca97e0a-146a-4b38-81ca-714374e32f2c,c1,c4,27,p1,?,surb={'id': '77c1ebc0-0e47-4742-97e5-08efac37631c', 'route': ['p1', 'e4', 'i6', 'x6', 'p1', 'c1']}
1769505043.8961265,SENT,b8c23013-fd27-4029-a7e5-ca4e43fa6c58,6c44ad6b-1433-43b1-bde4-36a0fc958284,c4,c5,3392,?,p1,
1769505043.8961985,CREATED,bef91366-08cb-4523-b68c-2a666dd7d833,b82b62c4-f425-4817-92c5-70fa57bf733a,c4,c5,27,?,?,surb={'id': '11b74244-7db3-4b5b-a419-15a3ab936a1e', 'route': ['p2', 'e2', 'i11', 'x10', 'p1', 'c4']}
1769505044.109343,RECEIVED,f890ea0a-2772-47d2-85e2-41632100162c,a2e0e3bf-0260-4aff-838c-aab541c31ccb,c1,c4,27,p1,?,surb={'id': 'fa347f56-79d2-47ce-9556-74e6d18d60c1', 'route': ['p1', 'e7', 'i6', 'x7', 'p1', 'c1']}
1769505044.2486074,RECEIVED,aa216992-781b-4544-b8e0-7a935795cacf,9a792341-2c27-4308-ac65-3bb8e76758e5,c1,c4,27,p1,?,surb={'id': 'bd3c7592-20d1-458a-a54b-0d22b64aa6d2', 'route': ['p1', 'e4', 'i12', 'x1', 'p1', 'c1']}
1769505044.2883878,SENT,a1afae55-cafd-4db9-b449-a97a5fe3b961,b9f6968c-d92b-420b-8c05-1261629a470d,c4,c5,3376,?,p1,
1769505044.2884662,CREATED,4506dc0c-0505-432a-8f9e-4e19eeac2903,b82b62c4-f425-4817-92c5-70fa57bf733a,c4,c5,27,?,?,surb={'id': '11b74244-7db3-4b5b-a419-15a3ab936a1e', 'route': ['p2', 'e2', 'i11', 'x10', 'p1', 'c4']}
1769505044.3865535,SENT,8493b2ce-8fc8-4ee5-9345-20fa3c410fbe,6981bd8d-3e67-4c55-a6e4-09649414678b,c4,c5,3376,?,p1,
1769505044.3866289,CREATED,b84d7dfe-7c29-4868-8b90-568515fa0eec,7462da96-0204-40bd-ad5f-f79eb06f162e,c4,c5,27,?,?,surb={'id': '38c08cde-1206-40e9-85a4-09909bbecb9e', 'route': ['p2', 'e6', 'i3', 'x3', 'p1', 'c4']}
1769505045.5273378,SENT,c45a4703-1b5c-4873-8869-1782ba16c501,6b5e2920-9d25-4b3a-a64f-6a60adc7f315,c4,c5,3359,?,p1,
1769505045.5274887,CREATED,d16b3705-c9a3-4e8e-aef4-3cd7e4ee5487,7462da96-0204-40bd-ad5f-f79eb06f162e,c4,c5,27,?,?,surb={'id': '38c08cde-1206-40e9-85a4-09909bbecb9e', 'route': ['p2', 'e6', 'i3', 'x3', 'p1', 'c4']}
1769505045.7081945,SENT,12c9283b-5af5-4c7e-a1f0-c8080f21882f,41b7dc8a-1e6d-4cd3-be1c-00d43d4927de,c4,c5,3388,?,p1,
1769505045.7083435,CREATED,5daf4415-bc0b-48c6-a78b-7b3cd1c91258,5b0d1820-8535-48e7-820a-81c953407b0b,c4,c5,26,?,?,surb={'id': 'e4ffe043-ab25-4c74-b95f-579fe9dc8ca5', 'route': ['p2', 'e5', 'i3', 'x4', 'p1', 'c4']}
1769505045.7198725,RECEIVED,2582661b-7a7d-409d-bc33-7c35556be30c,bf687cda-a298-46ff-8963-494247b8e7d8,c1,c4,26,p1,?,surb={'id': 'd08455c7-a81e-4ffa-94a3-b8b35df632a6', 'route': ['p1', 'e2', 'i11', 'x8', 'p1', 'c1']}
1769505046.1709538,SENT,3b350c65-2564-4ba0-8a4e-8bbd5c9b3c8c,2efba058-fd08-4506-b909-fd7c3f2c7c54,c4,c5,3364,?,p1,
1769505046.1711342,CREATED,f29ef8fb-c87f-476a-8a78-8e122409ef38,5b0d1820-8535-48e7-820a-81c953407b0b,c4,c5,26,?,?,surb={'id': 'e4ffe043-ab25-4c74-b95f-579fe9dc8ca5', 'route': ['p2', 'e5', 'i3', 'x4', 'p1', 'c4']}
1769505046.1809688,SENT,af4ff4fb-e1dc-4f49-afe0-c66819a441ce,2c019841-fa8e-4d84-a620-32faa85a6a9d,c4,c5,3364,?,p1,
1769505046.1811562,CREATED,6344c89a-16e8-446a-9ae9-e08753f7200f,88870ccd-b8fa-4a87-a25b-74b5a8f133d7,c4,c5,27,?,?,surb={'id': 'd48ac628-335b-4bc4-8516-8464d16a9d47', 'route': ['p2', 'e8', 'i12', 'x12', 'p1', 'c4']}
1769505046.4619281,RECEIVED,67a7ebc2-b5fe-4a8b-9245-27b157293cd0,d51340b5-b18b-48c3-9849-3b8e834d5922,c1,c4,26,p1,?,surb={'id': 'f7607a93-4443-43ca-89f7-5ccc0b00b766', 'route': ['p1', 'e12', 'i12', 'x5', 'p1', 'c1']}
1769505046.604631,RECEIVED,88ee2ef6-e019-4ede-b851-9c0e17191777,cc811c5c-5692-4a87-a71d-25370e19c80a,c1,c4,27,p1,?,surb={'id': 'ba1a7859-ef38-4f78-89d0-51db9636e686', 'route': ['p1', 'e7', 'i1', 'x10', 'p1', 'c1']}
1769505046.8403215,RECEIVED,c249a883-80d7-4faa-a952-5cfcdc88a6eb,d51340b5-b18b-48c3-9849-3b8e834d5922,c1,c4,26,p1,?,surb={'id': 'f7607a93-4443-43ca-89f7-5ccc0b00b766', 'route': ['p1', 'e12', 'i12', 'x5', 'p1', 'c1']}
1769505046.9139795,RECEIVED,2822701b-31ff-4164-ad9f-f1feae590c61,cc811c5c-5692-4a87-a71d-25370e19c80a,c1,c4,27,p1,?,surb={'id': 'ba1a7859-ef38-4f78-89d0-51db9636e686', 'route': ['p1', 'e7', 'i1', 'x10', 'p1', 'c1']}
1769505046.9248588,SENT,5270e4d7-923f-402c-93ee-800b29e1ff7e,d9cf8664-b67b-42fc-bef8-a5d6595ba196,c4,c5,3388,?,p1,
1769505046.9250066,CREATED,a37bd3d4-b1ae-4caf-b1f9-986be9c37a3e,88870ccd-b8fa-4a87-a25b-74b5a8f133d7,c4,c5,27,?,?,surb={'id': 'd48ac628-335b-4bc4-8516-8464d16a9d47', 'route': ['p2', 'e8', 'i12', 'x12', 'p1', 'c4']}
1769505047.2247763,SENT,1106ba05-8f64-4b5e-a675-67df2827845e,0bd6d8c8-4dc7-4eba-937f-a5dd2b0006ab,c4,c5,3379,?,p1,
1769505047.224925,CREATED,a9542d01-517a-4695-bf93-568aaa31d43f,ba28f2dd-3b82-40a2-bf15-8b2d95b1fe72,c4,c5,27,?,?,surb={'id': '92b09b53-a367-48d2-8d5f-d9a6b2403ee4', 'route': ['p2', 'e9', 'i8', 'x7', 'p1', 'c4']}
1769505047.4093366,SENT,01a5f60e-2a37-4a5f-ac73-6f6f47004749,ef0573c7-4041-449f-928a-c6a1862c90c6,c4,c5,3367,?,p1,
1769505047.409435,CREATED,3685c4ea-a2fa-4afa-8f4e-a3e091f1af2a,ba28f2dd-3b82-40a2-bf15-8b2d95b1fe72,c4,c5,27,?,?,surb={'id': '92b09b53-a367-48d2-8d5f-d9a6b2403ee4', 'route': ['p2', 'e9', 'i8', 'x7', 'p1', 'c4']}
1769505047.5436773,RECEIVED,737fea0e-3180-49a0-91c5-e6d83e15df4a,1000fbde-17c0-4991-8812-f4f68486c7ca,c1,c4,27,p1,?,surb={'id': '9b004480-eeee-4120-bad1-0abf2a2a8157', 'route': ['p1', 'e8', 'i12', 'x6', 'p1', 'c1']}
1769505047.7691998,RECEIVED,5732caa4-73d7-453f-a5ed-2f841c0df2f8,bf687cda-a298-46ff-8963-494247b8e7d8,c1,c4,26,p1,?,surb={'id': 'd08455c7-a81e-4ffa-94a3-b8b35df632a6', 'route': ['p1', 'e2', 'i11', 'x8', 'p1', 'c1']}
1769505047.8116157,SENT,586f248d-2096-40d8-acc4-d06febbaac1d,3a099595-f55c-4967-b28b-3ea2f4d0454a,c4,c5,3381,?,p1,
1769505047.8117604,CREATED,da7be03c-fab1-4b5d-adb6-593b7c119586,531bbf05-4512-43f7-9c3c-b91e24bff34b,c4,c5,27,?,?,surb={'id': 'db2525a6-41de-446b-9a1d-0c698ca7d669', 'route': ['p2', 'e6', 'i2', 'x4', 'p1', 'c4']}
1769505047.8967829,RECEIVED,bc3cb61a-9480-43c3-a758-b1cbef4a45ae,b75bedb4-0976-4d31-8b0a-cb53c02463de,c1,c4,27,p1,?,surb={'id': '44ee0d04-047c-41e3-884a-e8248fc35e17', 'route': ['p1', 'e1', 'i1', 'x3', 'p1', 'c1']}
1769505047.9680986,SENT,41445910-d62e-42c1-9d1f-e54daa64eeba,c7118b16-3836-4613-be46-c9cf633e1504,c4,c5,3363,?,p1,
1769505047.9681602,CREATED,985da27b-b90d-4c84-bbbf-34ac08c2b03a,531bbf05-4512-43f7-9c3c-b91e24bff34b,c4,c5,27,?,?,surb={'id': 'db2525a6-41de-446b-9a1d-0c698ca7d669', 'route': ['p2', 'e6', 'i2', 'x4', 'p1', 'c4']}
1769505048.357598,RECEIVED,90be4bbb-a397-4b39-a3a6-bf5456e72530,b75bedb4-0976-4d31-8b0a-cb53c02463de,c1,c4,27,p1,?,surb={'id': '44ee0d04-047c-41e3-884a-e8248fc35e17', 'route': ['p1', 'e1', 'i1', 'x3', 'p1', 'c1']}
1769505048.4700215,SENT,a2cc1f9f-59ae-435c-a373-465dc78f7f81,09e1c358-fc3c-4323-a1c9-1b70d5935f7e,c4,c5,3350,?,p1,
1769505048.470141,CREATED,0fd578a4-4ee2-44ab-8755-3302564a4de9,b37b7168-0979-4103-9f78-0650f4583672,c4,c5,26,?,?,surb={'id': 'd0db3e5c-49b9-41c2-abd6-6d68ed1e7588', 'route': ['p2', 'e4', 'i2', 'x8', 'p1', 'c4']}
1769505048.5664942,SENT,35d2a3d3-bf51-4a4b-ba15-6170bc5ef599,4235e956-2d8f-4113-a138-91f1f74c08f5,c4,c5,3355,?,p1,
1769505048.566627,CREATED,bf69d338-ab4b-4800-9be7-41c5641e2cca,b37b7168-0979-4103-9f78-0650f4583672,c4,c5,26,?,?,surb={'id': 'd0db3e5c-49b9-41c2-abd6-6d68ed1e7588', 'route': ['p2', 'e4', 'i2', 'x8', 'p1', 'c4']}
1769505048.573369,SENT,426ffc13-70be-499d-bb6a-75910a21133f,68b7fbd9-bc92-404c-ac29-2329eb52210b,c4,c5,3381,?,p1,
1769505048.5734966,CREATED,2d3c4de5-13b9-441a-bcd6-ef2589c23308,bc46c26c-ee53-42f6-a26e-f2a81630ccb7,c4,c5,27,?,?,surb={'id': '25b904b0-1157-4b0b-bb01-9576348f547d', 'route': ['p2', 'e1', 'i7', 'x7', 'p1', 'c4']}
1769505048.743476,SENT,281637b7-5828-40c4-9404-37212d095f50,4a9b62a8-e311-406b-bbae-2fa41f90103f,c4,c5,3400,?,p1,
1769505048.7435899,CREATED,71872611-456b-4f9d-88e8-3298ae78b054,bc46c26c-ee53-42f6-a26e-f2a81630ccb7,c4,c5,27,?,?,surb={'id': '25b904b0-1157-4b0b-bb01-9576348f547d', 'route': ['p2', 'e1', 'i7', 'x7', 'p1', 'c4']}
1769505048.778613,RECEIVED,4ff0e3c1-686c-4b0c-ab9e-ddb3b302e862,c32c5e85-6d9f-488d-8df8-1128baa05173,c1,c4,27,p1,?,surb={'id': '249b813a-d8c9-49b3-b0b2-29353059442b', 'route': ['p1', 'e3', 'i2', 'x4', 'p1', 'c1']}
1769505048.8095648,RECEIVED,a16b92a3-e2cc-4279-80ef-99ebf6bbec0c,d1839e2d-2e8b-4787-bb38-f17bc0e8a667,c1,c4,27,p1,?,surb={'id': 'c44b223b-d8d9-481d-8e9f-3dee4449d430', 'route': ['p1', 'e3', 'i8', 'x11', 'p1', 'c1']}
1769505049.196273,SENT,84750775-b2c1-4bb5-b833-1be77d7023ff,ce98e24b-8886-42af-9d69-0bb31abf9f1e,c4,c5,3382,?,p1,
1769505049.1964195,CREATED,e8b5a148-126d-4a88-a093-95c80268bfd3,87ea1263-881a-4478-870c-a53501737a06,c4,c5,27,?,?,surb={'id': '7ba1b025-dfd8-4418-b4f7-d4e650b7b1a3', 'route': ['p2', 'e1', 'i11', 'x9', 'p1', 'c4']}
1769505049.247327,RECEIVED,89c810d7-b6ef-4f2d-9619-981b1649ce15,1000fbde-17c0-4991-8812-f4f68486c7ca,c1,c4,27,p1,?,surb={'id': '9b004480-eeee-4120-bad1-0abf2a2a8157', 'route': ['p1', 'e8', 'i12', 'x6', 'p1', 'c1']}
1769505049.5665948,SENT,8ae0776a-b8f8-4ac4-8e95-b389928847a7,51996974-06cb-4f1c-8aa3-02e9c60da541,c4,c5,3395,?,p1,
1769505049.5666971,CREATED,bfd127a1-8dfc-4f5e-8ccc-39a1ca48a576,87ea1263-881a-4478-870c-a53501737a06,c4,c5,27,?,?,surb={'id': '7ba1b025-dfd8-4418-b4f7-d4e650b7b1a3', 'route': ['p2', 'e1', 'i11', 'x9', 'p1', 'c4']}
1769505049.7967005,SENT,a122b702-1c2b-42d3-bce9-454df7624092,097858cb-5978-4c92-91f3-ee62bf3a3eb9,c4,c5,3400,?,p1,
1769505049.7968102,CREATED,e3be235d-77ed-4a95-b840-ad51ef67b79d,71689a02-3f99-4c04-a891-c21643d32662,c4,c5,27,?,?,surb={'id': '299ff32b-3971-4c1b-bdcf-ebb363bac4c8', 'route': ['p2', 'e1', 'i6', 'x5', 'p1', 'c4']}
