timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769504950.5746334,SENT,a2f557cd-a154-47fa-a85b-ff334fab2054,8de3b0c5-a316-49a4-a2b8-0a6a08b28b85,c3,DROP,2027,?,p3,
1769504950.5747764,CREATED,b8d31e82-72c3-4246-913f-cdbafecd9909,6cded39b-33f1-453c-93a5-fce365a39b96,c3,DROP,27,?,?,
1769504951.2747078,SENT,cf5de670-0f74-41ff-a9ba-ac040cd0ce23,0268743e-8096-4411-8e17-d79da7f3c87a,c3,c5,3374,?,p3,
1769504951.2748594,CREATED,4b9c8f1c-eaa2-4b41-be35-9575a6b72ada,d05956b4-5e3b-447e-b249-7dee2bfb13f4,c3,c5,26,?,?,surb={'id': 'afaa02d4-d4f3-4dab-b3ab-648fa7a2ae41', 'route': ['p2', 'e11', 'i12', 'x7', 'p3', 'c3']}
1769505523.5111232,SENT,7f9c9b9d-690a-468b-bd45-281f5c4fc617,90b064b8-49ff-4d0d-8016-3c3141e83c87,c3,c5,3390,?,p3,
1769505523.511279,CREATED,a2b13a5f-b985-408d-9b97-e5fa2cdf0b49,1d461fed-0fd3-4cba-8f12-d2f893f16bc0,c3,c5,27,?,?,surb={'id': '7d2d6b1e-ba5a-4fc4-ab64-43e79aac319d', 'route': ['p2', 'e3', 'i10', 'x12', 'p3', 'c3']}
1769505523.6545465,SENT,c92a00c6-37ca-4346-bc4a-c42f51c26117,c95bb89d-dbf6-4b74-8c33-f320a7284c0c,c3,c5,3401,?,p3,
1769505523.6547105,CREATED,971fe256-909f-40ff-a16e-15f3c12676e6,1d461fed-0fd3-4cba-8f12-d2f893f16bc0,c3,c5,27,?,?,surb={'id': '7d2d6b1e-ba5a-4fc4-ab64-43e79aac319d', 'route': ['p2', 'e3', 'i10', 'x12', 'p3', 'c3']}
1769505523.789992,RECEIVED,8bf5a8a6-12a5-452f-a783-81d3fa6ed371,d5eea18e-f26f-4aaf-bb3b-88fe7c2e10d6,c2,c3,27,p3,?,surb={'id': '7473fdcd-e259-4b46-9917-82874aa7b32e', 'route': ['p3', 'e8', 'i8', 'x12', 'p2', 'c2']}
1769505523.7956278,RECEIVED,af8237fd-4e4d-43ac-bda4-dd2a7f54f400,0a1513ed-13d9-4f84-a507-64059a90f1eb,c2,c3,26,p3,?,surb={'id': 'ceeecc1b-6f17-487a-8211-1efedcf8f2c2', 'route': ['p3', 'e6', 'i2', 'x8', 'p2', 'c2']}
1769505523.8882215,SENT,88634412-43e4-4191-86b5-9842800cbf80,fa6b5776-757a-4325-ba7a-10325fc970c1,c3,c5,3360,?,p3,
1769505523.8883703,CREATED,96405146-ccc7-459d-8931-3ee10028bcaf,1fc89d35-4d16-4fa8-8650-068e81ea15df,c3,c5,27,?,?,surb={'id': '34ba8902-587f-4afe-8b2a-f5ecf1949444', 'route': ['p2', 'e4', 'i5', 'x9', 'p3', 'c3']}
1769505523.95296,RECEIVED,acfc1a9f-c1a6-4a1c-8332-7f8b604efc15,858d9fd6-88cb-4d59-bc94-08b7af75bb93,c2,c3,27,p3,?,surb={'id': 'cbda16da-5b50-4b6f-9047-79708736c138', 'route': ['p3', 'e3', 'i2', 'x4', 'p2', 'c2']}
1769505523.9621427,RECEIVED,d3e51777-f393-4645-8bd8-f88c8f49d61d,b09f9106-b925-4cdc-bd38-09d0372c4c64,c2,c3,27,p3,?,surb={'id': '6cb94829-2a2d-4ffe-bf28-3829c593cce6', 'route': ['p3', 'e3', 'i3', 'x6', 'p2', 'c2']}
1769505523.9865048,RECEIVED,149b483e-b6db-4fd5-a88d-257ac796ce48,07147e81-b3ee-44a5-ae29-8e6da0a4ae9e,c2,c3,27,p3,?,surb={'id': '2bedc6ee-8cc9-499b-935f-6c299512a4f7', 'route': ['p3', 'e10', 'i12', 'x8', 'p2', 'c2']}
1769505524.2579148,RECEIVED,88b48898-4276-4fab-9ce0-62f8e5b0a347,dce090a8-8a35-4cce-8098-3924667ea250,c2,c3,27,p3,?,surb={'id': 'dfb071bd-0133-4128-a8e0-1dbdc0e422f5', 'route': ['p3', 'e10', 'i7', 'x5', 'p2', 'c2']}
1769505524.2743354,RECEIVED,2c0f08d7-5fa4-4c30-abaa-f7b631f29b96,448d6c8a-e883-4b08-96e3-122e3339155b,c5,c3,25,p3,?,surb={'id': 'e3874626-2ef2-4046-86f2-96f5479a9344', 'route': ['p3', 'e7', 'i8', 'x6', 'p2', 'c5']}
1769505524.4786263,RECEIVED,c47f225b-aee7-4443-a06b-d6b8f0e8d2a9,d5eea18e-f26f-4aaf-bb3b-88fe7c2e10d6,c2,c3,27,p3,?,surb={'id': '7473fdcd-e259-4b46-9917-82874aa7b32e', 'route': ['p3', 'e8', 'i8', 'x12', 'p2', 'c2']}
1769505524.629607,SENT,8ce19da3-84e5-4e93-9a92-b06cf17c0e7d,5921cd9b-e825-4558-bfab-a7ce9ad220da,c3,c5,3380,?,p3,
1769505524.6297555,CREATED,d0f29976-ad33-4831-ab7e-5ab50b31ba9e,1fc89d35-4d16-4fa8-8650-068e81ea15df,c3,c5,27,?,?,surb={'id': '34ba8902-587f-4afe-8b2a-f5ecf1949444', 'route': ['p2', 'e4', 'i5', 'x9', 'p3', 'c3']}
1769505524.6802971,SENT,d5aed254-d359-46eb-b151-dbe355206304,0ff5b13d-1bba-4f1d-aeb3-f712405a0811,c3,c5,3387,?,p3,
1769505524.6804652,CREATED,78c178b9-8f07-43e2-ac30-3a6e8bc60624,e9e7313b-2e53-45ba-b967-6f640a82be30,c3,c5,27,?,?,surb={'id': '0a5b77cb-c377-4bd6-af4e-ed55422ecc8f', 'route': ['p2', 'e2', 'i12', 'x11', 'p3', 'c3']}
1769505524.708733,SENT,25b155e0-ebe7-4c7a-95eb-5ae85760ca61,f3a5c952-ae53-4901-bb74-c9b278fa04e3,c3,c5,3388,?,p3,
1769505524.708877,CREATED,31af8069-44b0-480c-8b39-136792f25971,e9e7313b-2e53-45ba-b967-6f640a82be30,c3,c5,27,?,?,surb={'id': '0a5b77cb-c377-4bd6-af4e-ed55422ecc8f', 'route': ['p2', 'e2', 'i12', 'x11', 'p3', 'c3']}
1769505524.7234292,SENT,352f00e7-e789-4292-a297-d8ad846c8b44,dd2adcba-8798-498f-96ce-4c24414bf5c4,c3,c5,3393,?,p3,
1769505524.7235692,CREATED,d7f23b7d-cd97-4b3b-ba21-bacee0a7edd8,23651218-f4ee-47b1-b520-c47d69c23223,c3,c5,27,?,?,surb={'id': '16386b2c-f6d4-434a-81a1-f1ea3c9dc914', 'route': ['p2', 'e11', 'i7', 'x3', 'p3', 'c3']}
1769505524.8951213,RECEIVED,736afc28-6bbc-41b2-8f71-2801d04baa22,0a1513ed-13d9-4f84-a507-64059a90f1eb,c2,c3,26,p3,?,surb={'id': 'ceeecc1b-6f17-487a-8211-1efedcf8f2c2', 'route': ['p3', 'e6', 'i2', 'x8', 'p2', 'c2']}
1769505525.145638,RECEIVED,4056e54b-31c7-4e77-af55-ca34b4f099e5,858d9fd6-88cb-4d59-bc94-08b7af75bb93,c2,c3,27,p3,?,surb={'id': 'cbda16da-5b50-4b6f-9047-79708736c138', 'route': ['p3', 'e3', 'i2', 'x4', 'p2', 'c2']}
1769505525.3382707,RECEIVED,1d807f67-dc76-4d74-8035-46d159285b6e,f1c5222f-85e3-4908-af3b-0ebb2ed11392,c5,c3,27,p3,?,surb={'id': '7ef1ae9e-362f-4f82-9e78-4d2f49bff706', 'route': ['p3', 'e12', 'i12', 'x7', 'p2', 'c5']}
1769505525.4464123,RECEIVED,681a91ae-e25f-4dc5-842e-ab3f90084dae,0fbecdc7-1f1b-4dd7-870e-9584dc339bd7,c5,c3,27,p3,?,surb={'id': 'a13dcd4a-2bd4-424b-9b68-4fda33d3235d', 'route': ['p3', 'e1', 'i3', 'x10', 'p2', 'c5']}
1769505525.508638,RECEIVED,7e865a69-8a21-4e40-9bba-5a2c13f315f0,2fcec670-958a-44b1-a7a5-06e704cb8461,c5,c3,26,p3,?,surb={'id': '9d34ff11-979e-4b88-965d-b4df45a0464e', 'route': ['p3', 'e12', 'i12', 'x12', 'p2', 'c5']}
1769505525.7092214,RECEIVED,35e84356-e092-468d-85d8-98cf0a08e313,2fcec670-958a-44b1-a7a5-06e704cb8461,c5,c3,26,p3,?,surb={'id': '9d34ff11-979e-4b88-965d-b4df45a0464e', 'route': ['p3', 'e12', 'i12', 'x12', 'p2', 'c5']}
1769505525.8366106,RECEIVED,945699bc-4741-4a7e-b154-40a608b0516e,0071587e-28a5-4dbd-8e6d-1ab006d4da44,c2,c3,27,p3,?,surb={'id': 'e5cc9d32-d021-4398-a35b-bd0a2cd70c37', 'route': ['p3', 'e12', 'i3', 'x10', 'p2', 'c2']}
1769505525.9524183,RECEIVED,8fee9138-fb77-46b6-8510-2680291308f9,e68032b4-203f-4965-af5b-a1826f35277d,c2,c3,27,p3,?,surb={'id': '13b8c7ed-03f9-4da4-bb0d-a38951575585', 'route': ['p3', 'e4', 'i3', 'x2', 'p2', 'c2']}
1769505526.1386871,RECEIVED,5e86d9aa-2245-469b-8b69-2f39d4ca8f36,03c216da-965d-44c9-8017-fa9b304de788,c5,c3,27,p3,?,surb={'id': '50bcb511-c6f5-4053-b194-348a71271939', 'route': ['p3', 'e5', 'i1', 'x6', 'p2', 'c5']}
1769505526.3418412,RECEIVED,24cec4e5-ec9f-444a-ae7f-11a802cdd11e,e7f66358-d401-45be-8542-9c6fb10c8937,c2,c3,27,p3,?,surb={'id': 'a354442b-799c-4786-85f3-25c3940f2d8c', 'route': ['p3', 'e7', 'i6', 'x2', 'p2', 'c2']}
1769505526.501771,SENT,fda429d0-290f-414c-ab08-b964d15c34fb,962a69d9-f3bd-44e7-83cf-8444287ec406,c3,c5,3391,?,p3,
1769505526.5019155,CREATED,dbaa2922-7fb2-489c-aa10-5da98bbb56bc,23651218-f4ee-47b1-b520-c47d69c23223,c3,c5,27,?,?,surb={'id': '16386b2c-f6d4-434a-81a1-f1ea3c9dc914', 'route': ['p2', 'e11', 'i7', 'x3', 'p3', 'c3']}
1769505526.5193043,RECEIVED,12881a0b-948b-4266-935a-c90e73a01057,6ea547b0-08b2-4558-b2bb-5322db0d623c,c2,c3,27,p3,?,surb={'id': '69307242-36ca-4e44-83b1-8124ec80d2db', 'route': ['p3', 'e4', 'i7', 'x9', 'p2', 'c2']}
1769505527.0295873,SENT,473002e9-aa3d-47ec-ae5e-59ce04258f85,782f63e8-a434-4e44-a426-f94964486cdb,c3,c5,3397,?,p3,
1769505527.029695,CREATED,40025bfa-7e14-441f-af42-6545fadab181,28c68b36-ad42-4bd1-a68b-219a7f13bba3,c3,c5,27,?,?,surb={'id': '77984703-f0f6-4c87-b230-5b2238026b0f', 'route': ['p2', 'e11', 'i11', 'x9', 'p3', 'c3']}
1769505527.0603106,RECEIVED,458a324a-b8a5-4873-86bc-a1ffb1f5b839,e7f66358-d401-45be-8542-9c6fb10c8937,c2,c3,27,p3,?,surb={'id': 'a354442b-799c-4786-85f3-25c3940f2d8c', 'route': ['p3', 'e7', 'i6', 'x2', 'p2', 'c2']}
1769505527.0925531,RECEIVED,3f59457e-92c6-461f-a77b-6b5a56480a50,0fbecdc7-1f1b-4dd7-870e-9584dc339bd7,c5,c3,27,p3,?,surb={'id': 'a13dcd4a-2bd4-424b-9b68-4fda33d3235d', 'route': ['p3', 'e1', 'i3', 'x10', 'p2', 'c5']}
1769505527.205819,SENT,abba0026-c527-4f8d-af74-866a3967a8f9,ce25e7ba-da05-4712-99b3-6df682429283,c3,c5,3404,?,p3,
1769505527.2059672,CREATED,0a64bcad-d809-4382-90f7-933ffc561c90,28c68b36-ad42-4bd1-a68b-219a7f13bba3,c3,c5,27,?,?,surb={'id': '77984703-f0f6-4c87-b230-5b2238026b0f', 'route': ['p2', 'e11', 'i11', 'x9', 'p3', 'c3']}
1769505527.3476574,RECEIVED,63254952-0563-4567-89dd-3a55fbafcf63,f1c5222f-85e3-4908-af3b-0ebb2ed11392,c5,c3,27,p3,?,surb={'id': '7ef1ae9e-362f-4f82-9e78-4d2f49bff706', 'route': ['p3', 'e12', 'i12', 'x7', 'p2', 'c5']}
1769505527.3839793,RECEIVED,19fd8fc6-7f15-46d3-a795-404bd0775e21,7bc868ea-11cd-41c0-b07d-f863f1afcc74,c2,c3,27,p3,?,surb={'id': '1e77e5fb-a01e-4072-9894-fb28b232e376', 'route': ['p3', 'e4', 'i10', 'x11', 'p2', 'c2']}
1769505527.4128833,SENT,94b5821d-9f4c-4bc6-9551-704d12056b7b,68ea6a7a-7f93-4ce1-b286-b6c2dd23b334,c3,c5,3383,?,p3,
1769505527.4130306,CREATED,a335cb0a-e168-4c12-8d12-058d3338a5b9,e0448ffb-e5c7-4d9b-9b56-c449174a9548,c3,c5,27,?,?,surb={'id': 'd6273573-585e-4116-b413-4a856b5b485b', 'route': ['p2', 'e5', 'i6', 'x7', 'p3', 'c3']}
1769505527.485157,SENT,6a26ea22-96d9-4a1e-ad8a-46aabea14da3,52376f1e-469c-47f0-8104-606a7836927f,c3,c5,3380,?,p3,
1769505527.4861555,CREATED,27625b64-6602-46b1-b8df-8be232c2e9bd,e0448ffb-e5c7-4d9b-9b56-c449174a9548,c3,c5,27,?,?,surb={'id': 'd6273573-585e-4116-b413-4a856b5b485b', 'route': ['p2', 'e5', 'i6', 'x7', 'p3', 'c3']}
1769505527.5030942,RECEIVED,29b5706c-3249-4fd0-822a-b6c8b4a8b57c,d817204c-b1ab-4225-b1aa-4e0f6c133db2,c5,c3,27,p3,?,surb={'id': '454b4370-fdc4-4a00-b6cd-4be6ebe68e2f', 'route': ['p3', 'e5', 'i12', 'x3', 'p2', 'c5']}
1769505527.5089123,RECEIVED,f3e67af4-4742-49c7-a182-43ecbf9a7dc3,03c216da-965d-44c9-8017-fa9b304de788,c5,c3,27,p3,?,surb={'id': '50bcb511-c6f5-4053-b194-348a71271939', 'route': ['p3', 'e5', 'i1', 'x6', 'p2', 'c5']}
1769505527.6929781,SENT,105a08c5-ade2-4b47-9947-2e1759354318,77775e5f-40fc-4dee-80d4-58938e9d9367,c3,c5,3370,?,p3,
1769505527.693104,CREATED,02068c15-2a30-42f2-9d3d-e970514268ac,173a7967-3fbc-4d0e-9bae-142cd356cc69,c3,c5,27,?,?,surb={'id': '0e3a97f0-78a4-46d6-ab82-98a71c093165', 'route': ['p2', 'e9', 'i8', 'x8', 'p3', 'c3']}
1769505527.7452831,SENT,684cbf2a-aac7-446d-8b59-8f2d40855162,328d3a81-6e55-4e05-8718-9fdac372bb41,c3,c5,3371,?,p3,
1769505527.7453837,CREATED,985f6bbd-6674-4faf-965a-2862668648e9,173a7967-3fbc-4d0e-9bae-142cd356cc69,c3,c5,27,?,?,surb={'id': '0e3a97f0-78a4-46d6-ab82-98a71c093165', 'route': ['p2', 'e9', 'i8', 'x8', 'p3', 'c3']}
1769505528.2890966,RECEIVED,b1acefd2-e729-46bf-bbfc-5b6c3449dbca,4d43d00f-b829-415e-b84b-e02501d93c82,c5,c3,27,p3,?,surb={'id': 'a78636b8-eccc-4a03-9b34-bec8ca470b77', 'route': ['p3', 'e8', 'i6', 'x1', 'p2', 'c5']}
1769505528.499768,SENT,292c7952-f113-4d80-8b71-84dfe272dd03,b6ddb5ec-0289-47f4-9543-047556557426,c3,c5,3393,?,p3,
1769505528.4998822,CREATED,91badc90-044f-4325-b2c2-405288895b66,cb981e40-c435-4a45-bb48-ab18007e2074,c3,c5,27,?,?,surb={'id': '2be6114d-e263-4e90-8826-2e9419eff0aa', 'route': ['p2', 'e2', 'i12', 'x12', 'p3', 'c3']}
1769505528.672718,SENT,189f6cda-2b54-4e49-bd8a-67bea8a77989,a03c2826-f0a9-4297-a0f4-2e09224e047f,c3,c5,3380,?,p3,
1769505528.672873,CREATED,4882131f-3146-4658-9ea6-a717c04761df,cb981e40-c435-4a45-bb48-ab18007e2074,c3,c5,27,?,?,surb={'id': '2be6114d-e263-4e90-8826-2e9419eff0aa', 'route': ['p2', 'e2', 'i12', 'x12', 'p3', 'c3']}
1769505529.1440988,RECEIVED,dc702faf-ae52-4474-8ae2-75206d3f107f,43bae8c2-4262-43f1-a23c-f046e5b1f62a,c5,c3,27,p3,?,surb={'id': '8a9e9fdc-538c-4cf9-9805-7d12f7ff10c7', 'route': ['p3', 'e1', 'i7', 'x9', 'p2', 'c5']}
1769505529.254954,SENT,1b3ef455-367a-4af3-bf3a-33326747a79b,1de61f26-d132-42e4-aeff-21e82475433c,c3,c5,3361,?,p3,
1769505529.2552893,CREATED,efaaa938-2def-46e3-a581-f10d9cacb618,5ccb49ed-8e19-43dd-8734-6ab83e5f0634,c3,c5,27,?,?,surb={'id': 'c3660f88-f331-4931-ac64-21b1978f29e4', 'route': ['p2', 'e2', 'i6', 'x1', 'p3', 'c3']}
1769505529.3033013,RECEIVED,8cff7440-87a3-4bd7-b2d3-9e24c12d49f9,6ea547b0-08b2-4558-b2bb-5322db0d623c,c2,c3,27,p3,?,surb={'id': '69307242-36ca-4e44-83b1-8124ec80d2db', 'route': ['p3', 'e4', 'i7', 'x9', 'p2', 'c2']}
1769505529.3511925,SENT,b1c2f84e-8832-4244-b807-bfc6900c254b,9c63c011-c394-43bd-a2f0-1cd353645393,c3,c5,3376,?,p3,
1769505529.351346,CREATED,aeacf883-4f39-4d01-8cc4-a327bbf8c724,5ccb49ed-8e19-43dd-8734-6ab83e5f0634,c3,c5,27,?,?,surb={'id': 'c3660f88-f331-4931-ac64-21b1978f29e4', 'route': ['p2', 'e2', 'i6', 'x1', 'p3', 'c3']}
1769505529.5708485,SENT,940d1c07-f528-4059-b536-5b8900a100f1,fbafa8c6-0aec-45d7-8799-fcb5c0c06624,c3,c5,3380,?,p3,
1769505529.5709968,CREATED,fb30590f-e987-4a05-b42c-f340f7a6d706,b8a2d781-f784-4b09-af49-b8dd95751616,c3,c5,26,?,?,surb={'id': '48eb3289-b972-45ac-8153-fb97cb940a0b', 'route': ['p2', 'e2', 'i6', 'x3', 'p3', 'c3']}
1769505529.5770442,RECEIVED,1850387b-a94a-4e15-b82b-35cb5dc57279,5b5e67b3-c6fd-4b3e-9d35-7a3afa0f5edb,c5,c3,27,p3,?,surb={'id': '4c2e72ce-518a-4fcf-b17c-247a64240d70', 'route': ['p3', 'e2', 'i11', 'x9', 'p2', 'c5']}
1769505529.6283724,RECEIVED,9a43428c-17c0-4a03-a5fd-021990a444ea,d817204c-b1ab-4225-b1aa-4e0f6c133db2,c5,c3,27,p3,?,surb={'id': '454b4370-fdc4-4a00-b6cd-4be6ebe68e2f', 'route': ['p3', 'e5', 'i12', 'x3', 'p2', 'c5']}
1769505529.8042173,RECEIVED,38fc1719-6ee2-415f-91e8-e82093a91903,0ae0b3db-139e-49bb-b6ad-a3b37e95d302,c2,c3,27,p3,?,surb={'id': '46c16561-6c38-4338-ae4f-616ab457fd79', 'route': ['p3', 'e11', 'i9', 'x3', 'p2', 'c2']}
1769505529.9053752,RECEIVED,25d32706-b989-4166-aa75-2f53c38f3907,43bae8c2-4262-43f1-a23c-f046e5b1f62a,c5,c3,27,p3,?,surb={'id': '8a9e9fdc-538c-4cf9-9805-7d12f7ff10c7', 'route': ['p3', 'e1', 'i7', 'x9', 'p2', 'c5']}
1769505529.9563653,RECEIVED,3a88bad8-4b6f-4670-9464-146a88ddb3f2,0b24d312-aa04-41b1-879f-db28878634e6,c5,c3,27,p3,?,surb={'id': '78f8afc0-b85f-4f1e-9d4a-8adfebe66f30', 'route': ['p3', 'e6', 'i9', 'x3', 'p2', 'c5']}
1769505529.9966767,RECEIVED,6eda071b-5f77-48b9-b982-f211142d4897,57407101-6ba2-4e27-bc5a-671e12dc675e,c2,c3,27,p3,?,surb={'id': '62ac921c-27ba-4409-8a84-7c4abf8f0f22', 'route': ['p3', 'e12', 'i10', 'x3', 'p2', 'c2']}
1769505530.0716856,SENT,78c9bbd7-c5f8-402b-b116-840a79aeb160,3d91bc5d-4f6d-4401-b213-58c21855ec61,c3,c5,3383,?,p3,
1769505530.0718417,CREATED,8c1be9f2-7e94-4125-b271-18a5d47c47f1,b8a2d781-f784-4b09-af49-b8dd95751616,c3,c5,26,?,?,surb={'id': '48eb3289-b972-45ac-8153-fb97cb940a0b', 'route': ['p2', 'e2', 'i6', 'x3', 'p3', 'c3']}
1769505530.1014874,RECEIVED,c409a99d-602a-4ef0-b998-78b9a1ad6763,57407101-6ba2-4e27-bc5a-671e12dc675e,c2,c3,27,p3,?,surb={'id': '62ac921c-27ba-4409-8a84-7c4abf8f0f22', 'route': ['p3', 'e12', 'i10', 'x3', 'p2', 'c2']}
1769505530.158037,SENT,6fbefcfb-771c-4008-9833-5f99c924c334,7ff517c5-1433-445e-af92-603913c3fbcd,c3,c5,3360,?,p3,
1769505530.1584346,CREATED,05ab892a-4dec-4871-953b-0399345835fe,ae3364ce-b50d-4df3-8e49-99af06a10f0c,c3,c5,27,?,?,surb={'id': 'befd36a1-c7b0-4188-bb77-8c1e6024aab5', 'route': ['p2', 'e4', 'i9', 'x1', 'p3', 'c3']}
1769505530.2355008,SENT,3f283371-2524-4dbf-b0e7-8ef888bc24f1,028f8964-dfe9-43a2-a126-e1fa13754c3f,c3,c5,3360,?,p3,
1769505530.2355957,CREATED,0daeef39-099c-4fba-811b-3ad478970f8d,ae3364ce-b50d-4df3-8e49-99af06a10f0c,c3,c5,27,?,?,surb={'id': 'befd36a1-c7b0-4188-bb77-8c1e6024aab5', 'route': ['p2', 'e4', 'i9', 'x1', 'p3', 'c3']}
1769505530.4846919,RECEIVED,d229bef9-e392-41e5-9cb6-bd925b436f00,4d43d00f-b829-415e-b84b-e02501d93c82,c5,c3,27,p3,?,surb={'id': 'a78636b8-eccc-4a03-9b34-bec8ca470b77', 'route': ['p3', 'e8', 'i6', 'x1', 'p2', 'c5']}
1769505530.7304626,SENT,18343668-18ab-4ab8-b748-6c2a1d60afc0,f8c0517b-bb8e-4c05-8eb2-f1662c5d864f,c3,c5,3375,?,p3,
1769505530.7305396,CREATED,7e6ceb2b-4504-437a-9712-c5baccd8e950,d25cb83b-178f-45c2-b508-b0626211b658,c3,c5,27,?,?,surb={'id': '541724cf-1135-4984-979e-40415b52c207', 'route': ['p2', 'e11', 'i2', 'x6', 'p3', 'c3']}
1769505530.8446138,RECEIVED,4479fcfe-7afd-496d-bb76-7bd0dd2d63d2,8f868777-54ec-4d93-903e-2fe63a28f431,c2,c3,27,p3,?,surb={'id': 'ca39c92b-a4d9-4f69-99ed-39be9439f594', 'route': ['p3', 'e2', 'i9', 'x4', 'p2', 'c2']}
1769505530.9287996,SENT,d9580afc-9a9b-4baf-805c-889ccd6587a1,a032d030-62ce-4ff7-8ea8-c48dc5cc5bdd,c3,c5,3378,?,p3,
1769505530.9288917,CREATED,f08b5f78-8866-4879-91f5-94465c0b6ebc,d25cb83b-178f-45c2-b508-b0626211b658,c3,c5,27,?,?,surb={'id': '541724cf-1135-4984-979e-40415b52c207', 'route': ['p2', 'e11', 'i2', 'x6', 'p3', 'c3']}
1769505530.9511523,RECEIVED,6859095f-7797-4155-aa3d-e60c9f8d3f19,276bafc1-15bc-40b8-9016-e169f23eed71,c2,c3,27,p3,?,surb={'id': '850d6fd5-dcff-4e1a-9585-da58399bc919', 'route': ['p3', 'e8', 'i5', 'x2', 'p2', 'c2']}
1769505530.9802175,RECEIVED,cfd108e2-a4d0-4351-b7fb-d10771d7e6b5,276bafc1-15bc-40b8-9016-e169f23eed71,c2,c3,27,p3,?,surb={'id': '850d6fd5-dcff-4e1a-9585-da58399bc919', 'route': ['p3', 'e8', 'i5', 'x2', 'p2', 'c2']}
1769505531.2299645,RECEIVED,41ae3994-6c61-4b14-95bb-6a37579eae71,d4e2ccff-4b45-407e-bd37-278b4181825c,c2,c3,26,p3,?,surb={'id': '26dc1a0c-1499-46f1-99dc-be2b76688bf0', 'route': ['p3', 'e12', 'i10', 'x11', 'p2', 'c2']}
1769505531.3318439,RECEIVED,06d04713-dc8c-4345-b863-514ee9718fb0,35712572-a770-41b9-b3da-4ddd9444af92,c2,c3,26,p3,?,surb={'id': '6c9e6fd1-b81c-4ee6-b727-40e95311d717', 'route': ['p3', 'e6', 'i7', 'x3', 'p2', 'c2']}
1769505531.3866153,RECEIVED,1747bfeb-5fc9-49d3-ab04-ef85874ce925,cc83a474-30b5-4157-a1ef-32bd872f9209,c2,c3,27,p3,?,surb={'id': '3d191176-ffd6-4ef4-8248-07aea91fdda4', 'route': ['p3', 'e7', 'i10', 'x7', 'p2', 'c2']}
1769505531.419268,RECEIVED,ed5539fb-73e6-496a-bdc1-57b9fe255d16,0b24d312-aa04-41b1-879f-db28878634e6,c5,c3,27,p3,?,surb={'id': '78f8afc0-b85f-4f1e-9d4a-8adfebe66f30', 'route': ['p3', 'e6', 'i9', 'x3', 'p2', 'c5']}
1769505531.4237971,SENT,d86f7062-6136-42c1-973c-c0d9386dfb42,4c485b66-5900-4c04-a458-f5bbcfd8db25,c3,c5,3376,?,p3,
1769505531.4239423,CREATED,bfe7fb7b-64c0-4284-807c-9d30b5fcb654,18e8c6a7-a8c4-43a9-b080-f5368f949e15,c3,c5,27,?,?,surb={'id': 'ba3e6b0f-8ec0-4367-b904-d12266cea165', 'route': ['p2', 'e2', 'i1', 'x2', 'p3', 'c3']}
1769505531.4345212,RECEIVED,f8fd4257-c2d1-43eb-8569-c2f4ff50600f,35712572-a770-41b9-b3da-4ddd9444af92,c2,c3,26,p3,?,surb={'id': '6c9e6fd1-b81c-4ee6-b727-40e95311d717', 'route': ['p3', 'e6', 'i7', 'x3', 'p2', 'c2']}
1769505532.0960817,RECEIVED,96dcdbf8-5989-4532-bb4b-a8e210599a2c,0ae0b3db-139e-49bb-b6ad-a3b37e95d302,c2,c3,27,p3,?,surb={'id': '46c16561-6c38-4338-ae4f-616ab457fd79', 'route': ['p3', 'e11', 'i9', 'x3', 'p2', 'c2']}
1769505532.231352,SENT,30161529-b52f-4ad9-8998-2e1cfd94fa53,537b7e6e-4383-42bb-ab29-a7b6f4a9cfea,c3,c5,3379,?,p3,
1769505532.2317424,CREATED,a004ab2b-afde-47c1-84be-996722da8400,18e8c6a7-a8c4-43a9-b080-f5368f949e15,c3,c5,27,?,?,surb={'id': 'ba3e6b0f-8ec0-4367-b904-d12266cea165', 'route': ['p2', 'e2', 'i1', 'x2', 'p3', 'c3']}
1769505532.4885354,RECEIVED,547113ed-9954-418f-b099-904a3ba68f11,4133a278-fd01-4842-a634-d1a92186ba90,c5,c3,27,p3,?,surb={'id': 'eb0fb0ba-3adf-4c5c-8c15-9666d741d709', 'route': ['p3', 'e6', 'i12', 'x2', 'p2', 'c5']}
1769505532.904573,RECEIVED,4b106e1d-053e-42d2-86a3-3b20fa1709ed,fe28a740-df83-45d7-942c-0243e505e2c2,c5,c3,27,p3,?,surb={'id': '6a65eb26-6b03-442a-b2b8-712c39aeb924', 'route': ['p3', 'e6', 'i10', 'x9', 'p2', 'c5']}
1769505532.962411,SENT,4c4d2cf9-d21d-4e76-817e-3477148160a3,f9941fdd-edad-443e-9bf4-744826b69413,c3,c5,3383,?,p3,
1769505532.962544,CREATED,6bf3baa7-8247-455c-9853-7c9746b2e799,d3d9f293-fcb7-4894-b74a-dde1f905ef49,c3,c5,27,?,?,surb={'id': 'd17ecb46-2b50-470e-adcb-1a07066225d4', 'route': ['p2', 'e6', 'i12', 'x3', 'p3', 'c3']}
1769505532.97039,SENT,5cef86a8-46bc-401f-ab45-f5ea986de7fb,a0d0b61e-6480-4873-8829-0b67a9f378aa,c3,c5,3380,?,p3,
