timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769466098.0849638,RECEIVED,fc049833-2991-460c-8347-27893e2da3fa,1e2cf3f2-692e-4a91-b619-c28e98adf039,c4,c5,27,p2,?,surb={'id': '014128ff-3eb3-4cf0-9dbe-b72e160de3ef', 'route': ['p2', 'e4', 'i8', 'x10', 'p1', 'c4']}
1769466098.3314295,RECEIVED,22ead671-742f-4a1f-9300-bc21bd413c26,71553696-b76e-4c30-82a9-31a5347092c8,c2,c5,27,p2,?,surb={'id': '56216e43-9c87-479c-9558-0b0706e05f92', 'route': ['p2', 'e11', 'i12', 'x11', 'p2', 'c2']}
1769466098.3569984,RECEIVED,cceb54a3-0874-4ee1-91b1-5a7050333dd5,78b1f139-048c-40a9-a8b3-4ba89ae7909b,c2,c5,27,p2,?,surb={'id': '5b4cf7d1-1eb7-4cf0-9165-1c0526b814a4', 'route': ['p2', 'e3', 'i10', 'x9', 'p2', 'c2']}
1769466098.421386,RECEIVED,18258ea3-85ca-4c49-9f97-fbcc3d77235d,2f16fc6e-377a-4dfc-8046-28bf9cfef98f,c2,c5,26,p2,?,surb={'id': 'c6069005-2366-4446-8ebc-3fafadd2e4f8', 'route': ['p2', 'e9', 'i5', 'x10', 'p2', 'c2']}
1769466098.5545664,RECEIVED,b01ae989-706e-4977-8ca2-37ef36d9085c,7a4567d9-68fb-4c8f-9dd8-7a5d1f7d6ed2,c4,c5,27,p2,?,surb={'id': '7023391f-f72b-43f5-8476-e3332c889774', 'route': ['p2', 'e10', 'i2', 'x2', 'p1', 'c4']}
1769466098.609622,SENT,05a64ba3-ffe1-4952-9e95-6a16429763be,e79a00f0-5d02-40cd-a0ea-a7a857bc5e39,c5,c4,3371,?,p2,
1769466098.6097615,CREATED,6fbf1ff7-deb2-4cf8-b011-dfdc059bce5a,0554a480-0ca5-48f3-82fe-83874f2aee62,c5,c4,26,?,?,surb={'id': '38260612-8ffd-45c5-baef-f54a9a04e031', 'route': ['p1', 'e7', 'i7', 'x8', 'p2', 'c5']}
1769466098.882136,SENT,0a35eb96-187e-466b-99dc-93d0b6aeba10,06c3dfeb-7470-4d43-8f29-ec958102ed83,c5,c4,3375,?,p2,
1769466098.8822758,CREATED,ac5e6241-3ed2-4995-ad50-664764400cbb,43e6d730-7c37-4ae6-87b9-49b2a624ba79,c5,c4,27,?,?,surb={'id': '84bb8e5f-14ce-4250-bdd7-e6e5dd5a7ad1', 'route': ['p1', 'e6', 'i1', 'x3', 'p2', 'c5']}
1769466098.990011,SENT,f20fc699-a3d4-42b0-97dc-a819fc1dd3e3,f3574374-894c-4ce1-a051-1d17355fac41,c5,c4,3375,?,p2,
1769466098.9901915,CREATED,eb114ca0-08eb-4145-aab5-f5b3df363173,76e65dd4-ef0a-4e0a-990e-329a7d753ee4,c5,c4,26,?,?,surb={'id': 'dfe774df-b204-446d-96a6-1cce3005ed5d', 'route': ['p1', 'e10', 'i12', 'x5', 'p2', 'c5']}
1769466099.0493214,SENT,dc4c3e6f-7a69-44b4-be6a-00ae4b23e6bf,e991043c-4e47-45a0-843a-718f7d0e1ee6,c5,c4,3387,?,p2,
1769466099.0494726,CREATED,1a4a8230-c55d-409f-95d3-62953d380ac9,cb139998-3f61-4363-8e65-5c674ca1b9c9,c5,c4,27,?,?,surb={'id': '37ae0f3e-0766-434c-b520-bcfb6f8f1184', 'route': ['p1', 'e4', 'i10', 'x1', 'p2', 'c5']}
1769466099.0532937,RECEIVED,67a1acbb-bf11-4747-ba18-01ccb353daec,32f30d5e-3730-4386-9298-8a102e7e091d,c2,c5,26,p2,?,surb={'id': 'a5206b9c-4817-4b11-905b-d80ed6e8b888', 'route': ['p2', 'e6', 'i8', 'x2', 'p2', 'c2']}
1769466099.1705263,RECEIVED,4f21f3b4-f466-4af5-9051-d7309e176d3a,a5b25d21-dfc3-41c9-a763-cafaabab3692,c2,c5,27,p2,?,surb={'id': '1e42ee79-ec42-40f7-9b8a-6864ed911c90', 'route': ['p2', 'e11', 'i4', 'x9', 'p2', 'c2']}
1769466099.254832,RECEIVED,3c84ba4b-c0d0-400a-81db-148305f8355f,2aa39d18-d06e-422b-a421-9b22ecd9d64c,c4,c5,27,p2,?,surb={'id': '3d410e46-96c0-4ef5-bef4-f5670275a9c7', 'route': ['p2', 'e11', 'i10', 'x10', 'p1', 'c4']}
1769466099.3864563,RECEIVED,895db3c6-e323-4edd-8fa8-dc1a606df9b1,06764c03-5898-4b0f-8e46-d220b3c4328e,c4,c5,26,p2,?,surb={'id': '359a9acd-3636-48ab-8ca6-fa4e9b2b89e2', 'route': ['p2', 'e4', 'i9', 'x4', 'p1', 'c4']}
1769466099.391937,SENT,6a5a0210-ac81-4d56-b7fd-70213b3c3a95,3ffb378c-8d10-45aa-b23e-956920679c09,c5,c4,3372,?,p2,
1769466099.3921344,CREATED,d5d330b0-15da-4c94-9096-239f33499f64,ebbdf8cf-5b01-4131-9aff-bcea9f0a4378,c5,c4,27,?,?,surb={'id': '43bb032d-2cd0-4aa5-bd6e-d922c9e1cf4e', 'route': ['p1', 'e8', 'i5', 'x1', 'p2', 'c5']}
1769466099.4022474,SENT,0d096ecb-2c81-4d09-ae69-a9c9ee4c0dae,4f66c42a-8d38-45b1-83d2-f6186144eb95,c5,c4,3387,?,p2,
1769466099.4023976,CREATED,279dff86-e1c4-4686-b998-38969a0733cd,42046710-e93c-4fbb-a6f5-136b1c6bb59f,c5,c4,26,?,?,surb={'id': 'ed84ed51-e2f3-4edc-a1a1-96ea837bc063', 'route': ['p1', 'e7', 'i1', 'x9', 'p2', 'c5']}
1769466099.5966334,SENT,2c29a967-cae3-49e4-9dc4-20dd5178a24b,31406028-298a-4c19-8bf0-dba9fbec29e6,c5,c4,3386,?,p2,
1769466099.5967803,CREATED,38657bad-6cf8-47d9-8202-253f5f9ecea9,b3a5b6c6-298e-41f5-9318-bc273a863d2e,c5,c4,27,?,?,surb={'id': '7d75b4f3-1dd2-4a5d-9daf-5b91ca841bac', 'route': ['p1', 'e1', 'i3', 'x2', 'p2', 'c5']}
1769466099.6052675,RECEIVED,32439db6-0b2e-4e66-98d9-d6d47576863b,04299c55-2e58-472a-9d51-00f8762ab5fa,c4,c5,26,p2,?,surb={'id': 'd6fc13f7-b295-47e5-b9ae-990008dba567', 'route': ['p2', 'e1', 'i8', 'x8', 'p1', 'c4']}
1769466099.7035246,SENT,5ded04ce-f943-44ec-be54-db3e19e771c7,26ffbd1d-25b5-49aa-8e20-638ec4d0cf57,c5,c4,3387,?,p2,
1769466099.703676,CREATED,2ffe665b-1ac3-4973-9c32-61787513d619,261e1c1e-0690-486f-9c8f-71842d8cc62c,c5,c4,27,?,?,surb={'id': 'a877b758-35a8-4287-9ea6-37aa5d32ccc6', 'route': ['p1', 'e10', 'i6', 'x10', 'p2', 'c5']}
1769466099.8279293,RECEIVED,c6ea64cf-cf2e-419d-86f8-112267a5fdd7,d5133d6d-337b-42bd-bf00-e81817b2e41e,c2,c5,27,p2,?,surb={'id': '47119250-7844-4428-aaa2-3ec643ae6f37', 'route': ['p2', 'e1', 'i11', 'x1', 'p2', 'c2']}
1769466099.8876312,RECEIVED,c1b04103-f51a-4f88-ba2d-83c31c84981f,bca7d035-4761-4002-90d4-ecef21fd4b23,c4,c5,27,p2,?,surb={'id': 'c482dbeb-4805-4d12-820a-dcfe1b0927ca', 'route': ['p2', 'e11', 'i11', 'x7', 'p1', 'c4']}
1769466099.904179,RECEIVED,a799fc09-17e7-4f37-a313-8911f2372d97,ff0bf319-05e2-4815-878a-e850bb7854fb,c4,c5,27,p2,?,surb={'id': '2c464322-a70a-4f0c-9c23-b93a95c378a5', 'route': ['p2', 'e1', 'i9', 'x2', 'p1', 'c4']}
1769466099.9916315,SENT,c7012ea4-ed21-4bdd-85c2-59f52fc3adfd,6a3bc311-071b-46c4-bd96-0df754dbae13,c5,c4,3367,?,p2,
1769466099.9920337,CREATED,cb1cc801-40ba-495e-9354-1511e84924ed,3ab1c712-1c2c-4a9a-9a4b-e97840a6a129,c5,c4,25,?,?,surb={'id': '95e5fe1b-7a6b-4ca8-84b2-ee169c78ac5c', 'route': ['p1', 'e2', 'i1', 'x6', 'p2', 'c5']}
1769466100.209688,RECEIVED,2f292e81-8a7d-4d5a-95fb-c0c8ee4dd801,2f85fe4b-1d37-49c1-8fd3-2fdb3041701c,c4,c5,27,p2,?,surb={'id': 'dc6a9489-355d-49d8-bf4a-43d71fbe0ec5', 'route': ['p2', 'e7', 'i7', 'x7', 'p1', 'c4']}
1769466100.2383196,RECEIVED,21b9fef8-be4a-4060-b09d-54bf9bfec801,363d8c52-7d4b-4549-b199-b9ed4aa9d410,c2,c5,27,p2,?,surb={'id': '89572eac-42b0-48c8-9f0e-e77e0e4d6a02', 'route': ['p2', 'e2', 'i5', 'x9', 'p2', 'c2']}
1769466100.367148,SENT,b4d754d0-4aea-433c-bafb-58d6cfb5a60a,1530895a-32f6-4e7e-bf7c-a247f8fb83a9,c5,c4,3371,?,p2,
1769466100.3672907,CREATED,178d2fb9-e543-4468-8cce-319a267f9840,a98f6f49-eead-43a5-8ef3-6cb6a5df4f58,c5,c4,27,?,?,surb={'id': 'b4880442-8913-4bcd-b0c7-efafd3729e67', 'route': ['p1', 'e11', 'i7', 'x7', 'p2', 'c5']}
1769466100.5256772,SENT,1365873a-9e96-41b9-a42f-e274db770c59,5e224a5e-87fe-432b-ba78-67caf3eb167e,c5,c4,3399,?,p2,
1769466100.5258224,CREATED,fa18fe3a-00ed-43da-bcc0-ad26222db96c,79655175-9197-4355-8800-a69fbbe89506,c5,c4,27,?,?,surb={'id': 'e15c3b19-07ca-4823-b625-48f7f483eb19', 'route': ['p1', 'e12', 'i7', 'x6', 'p2', 'c5']}
1769466100.7085328,SENT,4febf61f-13fc-4f60-a902-fa2229474433,8148835d-a7aa-4a99-b535-e4969cc131f8,c5,c4,3380,?,p2,
1769466100.708628,CREATED,4e2521cd-2608-4b2d-b156-440299d6d43e,a0ddaac0-af1f-450d-b646-e6be0c6c5939,c5,c4,27,?,?,surb={'id': '1d0d66bc-dee2-4326-9b21-09d21a398d90', 'route': ['p1', 'e2', 'i11', 'x4', 'p2', 'c5']}
1769466100.7134492,SENT,eed78a49-08f5-497c-b4d8-f078651ea51c,50abcaac-257d-4e44-a748-0111bc1a5b5b,c5,c4,3398,?,p2,
1769466100.7135475,CREATED,c1175284-a0e4-4a20-b541-066cd60c63bf,7d38ff82-eecf-44d7-8992-921dd6b33086,c5,c4,27,?,?,surb={'id': '15e335da-6a52-4b73-b111-29edec6771fd', 'route': ['p1', 'e12', 'i4', 'x10', 'p2', 'c5']}
1769466100.721609,RECEIVED,e1094454-1845-4901-ac2d-17a0f2bd2585,7f9eb76a-dced-4432-90e2-6acf7439fa9b,c4,c5,27,p2,?,surb={'id': 'fc51db12-28e3-4884-97d5-5ffd96ea7187', 'route': ['p2', 'e10', 'i2', 'x11', 'p1', 'c4']}
1769466100.8405337,RECEIVED,c932c186-2b55-42de-bab9-b843e8e7c32b,da6f4e0c-1bc1-4d0f-8502-531eed2f54ed,c4,c5,26,p2,?,surb={'id': '3a1b758b-ede3-40c7-9dfe-2e91a2f351a2', 'route': ['p2', 'e5', 'i6', 'x10', 'p1', 'c4']}
1769466100.8608818,SENT,6e8a1eb9-625b-43cd-8d7b-42d9f548f22d,6f5ad255-f144-451f-9cab-e4cc82bac19a,c5,c4,3375,?,p2,
1769466100.8610318,CREATED,b5838203-6c83-46c8-988e-d5f080534468,2b29c1ae-6aec-4d91-add6-bae11e0afd2c,c5,c4,27,?,?,surb={'id': '35152e98-35a7-40c9-9223-b613e72dc38e', 'route': ['p1', 'e1', 'i4', 'x11', 'p2', 'c5']}
1769466101.1690285,RECEIVED,3a12507d-ff27-4acb-abff-d50b23903eb2,358b8ce3-cc86-4194-8647-fc19bd7ffa89,c4,c5,27,p2,?,surb={'id': '9cd6b779-17f9-43d0-8c34-63e22ff048f3', 'route': ['p2', 'e7', 'i1', 'x10', 'p1', 'c4']}
1769466101.370371,RECEIVED,f7148650-e973-4673-a378-88cd524edb37,496a4870-9bba-4073-a4a1-2105933c4445,c4,c5,27,p2,?,surb={'id': '1c4a326c-2048-40dd-acc8-a471bf109c63', 'route': ['p2', 'e6', 'i12', 'x11', 'p1', 'c4']}
1769466101.428985,RECEIVED,41eb70fd-fe82-4e17-9bd7-75687f0826c8,2e40f48d-8b73-4970-a854-3c24ea42096f,c2,c5,26,p2,?,surb={'id': '639ae611-1baa-41a3-b4e8-cca45d063b02', 'route': ['p2', 'e5', 'i7', 'x6', 'p2', 'c2']}
1769466101.446804,RECEIVED,09989b6e-5b56-4847-96c8-cb72421137fc,c7bf339b-3d67-485f-9bd3-5500e88494db,c2,c5,27,p2,?,surb={'id': '6e83bc3f-57db-4554-af2e-a9cd0a30f3cf', 'route': ['p2', 'e3', 'i12', 'x3', 'p2', 'c2']}
1769466101.6128592,RECEIVED,b78337b7-09d5-43b3-aed2-5a5948433bd1,f448b63f-36e9-440f-b36c-186205ef2cdf,c2,c5,27,p2,?,surb={'id': '89e89937-196b-488c-8a00-0a407874ca82', 'route': ['p2', 'e1', 'i11', 'x8', 'p2', 'c2']}
1769466101.8424156,RECEIVED,83ffb2ce-60fa-404c-a58a-256c72b65946,3b2b18ce-99f5-4e15-b1b2-2f0734b01ed4,c4,c5,27,p2,?,surb={'id': '92cab1aa-e7ca-4d6b-bfe7-2e9349b6f309', 'route': ['p2', 'e12', 'i11', 'x5', 'p1', 'c4']}
1769466101.8985922,SENT,59550487-7153-4477-b543-1fdaf3e74bc9,599b12af-83e8-4246-a42a-2009c33a17a2,c5,c4,3396,?,p2,
1769466101.8987348,CREATED,12c40c4a-4b81-45a3-9961-64d5199b14c1,53f59824-ce18-4df0-adbd-2d123f7be014,c5,c4,27,?,?,surb={'id': 'c4177557-7b07-41b4-958b-f03a33ff5f87', 'route': ['p1', 'e7', 'i12', 'x11', 'p2', 'c5']}
1769466101.904835,RECEIVED,c632c58e-f233-4a46-9ebf-d21f3e14685e,73336bfb-f784-4f8c-b3b1-8c07702b98bf,c2,c5,25,p2,?,surb={'id': 'cac791bd-099f-4042-90ab-34c4ddb5c310', 'route': ['p2', 'e9', 'i11', 'x1', 'p2', 'c2']}
1769466102.1743464,RECEIVED,4b337e73-cade-4e26-9cae-bf95c6491aeb,2725647f-36fe-40d3-9a2e-c4f9d077ffd2,c2,c5,27,p2,?,surb={'id': '44ea01a8-e0a9-4d3f-8c64-2b2a80038494', 'route': ['p2', 'e6', 'i5', 'x2', 'p2', 'c2']}
1769466102.2504706,RECEIVED,aa88f2db-06b5-4a7b-b4ab-d198cc10351f,429c2d4d-7ed7-4879-8a7e-52db467c1bb7,c2,c5,27,p2,?,surb={'id': 'bd22193f-e7e0-4537-af77-92fc5f7563ec', 'route': ['p2', 'e11', 'i12', 'x6', 'p2', 'c2']}
1769466102.2569156,RECEIVED,bd053c92-6eca-49d2-9233-d2c2f9802a0f,f27395dc-6f5f-414b-910d-1a35ea61a35d,c2,c5,27,p2,?,surb={'id': 'f45032e3-b05b-4a71-b1d2-fd5d27ba5120', 'route': ['p2', 'e2', 'i12', 'x5', 'p2', 'c2']}
1769466102.4758625,SENT,9c1a41e3-76ef-4290-b863-b2b7ea36899e,c88c211f-7424-4e5c-9f3c-05ad3f70daf2,c5,c4,3388,?,p2,
1769466102.4760087,CREATED,5e3d413a-0b76-433d-8e3e-6a3b58e5461c,8808d0f8-cfd6-4de1-9b0c-474be548d223,c5,c4,27,?,?,surb={'id': 'fbd70413-2147-4546-87c5-cf990bafa069', 'route': ['p1', 'e10', 'i4', 'x7', 'p2', 'c5']}
1769466102.658791,SENT,3f03814f-8353-4c95-9335-40fd66591a92,1c0ea2e3-73ed-4544-8794-c95fe82aa209,c5,c4,3387,?,p2,
1769466102.658942,CREATED,46c8633b-30fa-4161-a123-be22b695f679,a65255c4-b755-4197-86ca-745c55edf457,c5,c4,27,?,?,surb={'id': '8924b108-b992-48e2-bbf9-a5cc85fb217d', 'route': ['p1', 'e7', 'i12', 'x4', 'p2', 'c5']}
1769466102.682526,RECEIVED,ec5e9781-0ad3-4c0c-b7ba-7ca1a3bf3e1a,83fcc44d-ce70-48e0-9265-e691b7b47b73,c2,c5,27,p2,?,surb={'id': '81eaa74c-abf6-49b3-83c1-4924a6a40c02', 'route': ['p2', 'e6', 'i3', 'x1', 'p2', 'c2']}
1769466102.8463101,RECEIVED,76e7f8b4-66ea-4ad2-9be8-59402a4bb1b9,37289833-9d5e-418c-87de-ee81448ddc1f,c4,c5,27,p2,?,surb={'id': 'f330ca20-4000-4302-bfd9-c11c871a4a7e', 'route': ['p2', 'e10', 'i3', 'x3', 'p1', 'c4']}
1769466102.9553626,RECEIVED,058302ea-42a9-490b-b420-516f0a1603e6,85819b04-8868-47e3-8256-8e3e1d9d68d1,c2,c5,27,p2,?,surb={'id': '6b8a1713-4e26-45f7-968b-f730353e1ae7', 'route': ['p2', 'e4', 'i8', 'x12', 'p2', 'c2']}
1769466102.9942198,RECEIVED,f39468cb-fe4e-4d0a-b9b0-65341d8ed98d,19550314-a778-4162-a3b7-5f160ef08bc7,c2,c5,27,p2,?,surb={'id': '597c53c8-c820-4603-8c14-567d3f1fd7e9', 'route': ['p2', 'e10', 'i10', 'x10', 'p2', 'c2']}
1769466103.0318458,SENT,a88259dc-8615-4f29-9385-6f5d44004936,fc7d7d3f-f33d-4890-95c9-fa00a6e6b7ca,c5,c4,3393,?,p2,
1769466103.0319242,CREATED,3d9cb4d8-d5ff-47a9-abfc-efb9ad8a1311,96222543-d06a-4a0e-9953-4f11d48ce87b,c5,c4,27,?,?,surb={'id': 'f4eaad96-9d42-42c8-b62e-d385efe12f0f', 'route': ['p1', 'e3', 'i4', 'x12', 'p2', 'c5']}
1769466103.2229428,RECEIVED,95d9da4a-1028-4250-9325-6b5434c3f562,ba70636e-6d01-410f-8fb7-177ff71564e4,c4,c5,26,p2,?,surb={'id': 'a591e503-5662-4f3d-ab9b-07ca31364e36', 'route': ['p2', 'e8', 'i12', 'x8', 'p1', 'c4']}
1769466103.2265866,RECEIVED,e3bf1fa8-fea2-441b-963a-1471ec03254c,e8009e2b-8cd6-49ef-9c02-9fac4f3f52ad,c4,c5,26,p2,?,surb={'id': '4a192470-08f2-4cca-ae0e-2b4f189ac7b6', 'route': ['p2', 'e7', 'i1', 'x5', 'p1', 'c4']}
1769466103.2523525,RECEIVED,abe52e62-d9f1-4299-a999-d35db680a155,2beb17b3-99d6-45c8-ac10-929baca8385d,c2,c5,27,p2,?,surb={'id': 'e498f397-e754-4291-9834-1e232797d02e', 'route': ['p2', 'e1', 'i1', 'x6', 'p2', 'c2']}
1769466103.2611392,RECEIVED,000468f4-212f-4e86-a3cd-2f0ef783ea79,4d7f8c6c-4964-4251-b302-6b3951c5258b,c4,c5,27,p2,?,surb={'id': '84aec539-267c-4c16-9357-a9d87ecaf509', 'route': ['p2', 'e2', 'i3', 'x9', 'p1', 'c4']}
1769466103.3013127,RECEIVED,4b276b38-133d-41a5-86df-5263bc026e16,76433046-2947-40a5-aafd-153c34bf1da1,c4,c5,27,p2,?,surb={'id': '42f29ebf-ffb5-459d-8715-e99f9e8130f9', 'route': ['p2', 'e6', 'i10', 'x6', 'p1', 'c4']}
1769466103.5331695,RECEIVED,47a650dd-d757-4651-8e10-ae3b245899dd,87a65ed5-8f53-41c7-98f2-697df1b217ec,c2,c5,27,p2,?,surb={'id': '26a0487b-b6ac-4298-b8af-c2ec62c5ab6c', 'route': ['p2', 'e3', 'i3', 'x11', 'p2', 'c2']}
1769466103.6683905,RECEIVED,0bca58e4-96fe-4df1-9f89-63dffc362f7f,fd18578a-6af5-4aa5-a8ef-294b3b160016,c2,c5,27,p2,?,surb={'id': '1efcde9f-7317-4eb4-b2a9-a9d7ab2e8b1e', 'route': ['p2', 'e1', 'i6', 'x8', 'p2', 'c2']}
1769466103.6841528,SENT,af513bd1-f8b0-4ddf-b8d0-19fe93bb95b1,63a2c911-bf11-4e3b-a6cb-40a31ea8902c,c5,c4,3375,?,p2,
1769466103.6842294,CREATED,a9580030-ad5a-40a0-bdd4-954dcf62edbe,97b4fd15-7ef8-4957-8bfd-258050d01692,c5,c4,27,?,?,surb={'id': '0138911c-ab77-40f6-bde3-07a9323f138e', 'route': ['p1', 'e3', 'i1', 'x10', 'p2', 'c5']}
1769466103.7097855,SENT,c9372a22-1110-4707-bc1c-8fadedc67654,d8f0e848-440a-4e63-b8fc-aca5dbda575d,c5,c4,3389,?,p2,
1769466103.709877,CREATED,c1cbf057-dac4-4241-9dce-ac9d82c489bc,acea7574-3189-4e7b-a300-01486a60ba27,c5,c4,27,?,?,surb={'id': '40fd4253-a30f-4ffa-a357-41915ff25e54', 'route': ['p1', 'e2', 'i4', 'x2', 'p2', 'c5']}
1769466103.7163374,SENT,4d919ef8-41a9-4aac-9630-0aacc6abc036,256b2d23-846a-4988-8e48-cef7c538ae40,c5,c4,3371,?,p2,
1769466103.7164292,CREATED,e9261c98-ad36-432c-8756-762ebf7e570c,3170deed-bbe2-4786-aff2-b92e344623ee,c5,c4,27,?,?,surb={'id': '239d95d5-bf69-45bb-b7f9-2de68c551240', 'route': ['p1', 'e4', 'i5', 'x4', 'p2', 'c5']}
1769466103.8745801,RECEIVED,31e78396-500f-4191-b9e6-ba650d23e929,63b6ba67-4fb2-4792-98fc-cbdfcd22de59,c4,c5,27,p2,?,surb={'id': 'cf6328cc-56fb-402b-a9e7-2a191ac70137', 'route': ['p2', 'e11', 'i9', 'x11', 'p1', 'c4']}
1769466103.885698,RECEIVED,14d1c7b3-2e39-46b3-8554-830401d690c2,28a9f77b-8f4f-40e3-a35e-411579875d1f,c4,c5,27,p2,?,surb={'id': 'a0e7a49f-8fee-44f4-924a-c9f4b749c9e6', 'route': ['p2', 'e1', 'i1', 'x10', 'p1', 'c4']}
1769466103.9463885,RECEIVED,f38def4c-0408-42a0-8547-46c5175aaad2,87137482-3694-45cd-b09a-5ecf05385015,c4,c5,27,p2,?,surb={'id': 'a394fe89-e6d1-48a8-bc63-215b7e0328ee', 'route': ['p2', 'e9', 'i12', 'x4', 'p1', 'c4']}
1769466104.0144005,SENT,a4054709-14a9-419b-9f4e-b076dbdc17d4,c78d5a38-f97c-4e5d-8738-9cd822dc35ba,c5,c4,3394,?,p2,
1769466104.0144756,CREATED,6b9ab127-57e3-4e39-959b-282b21a3cbd6,82a0fce1-60ab-48b1-92bd-14fb082bb463,c5,c4,27,?,?,surb={'id': '6898e28c-c78a-4ccf-bc73-b11ded252b91', 'route': ['p1', 'e4', 'i10', 'x5', 'p2', 'c5']}
1769466104.056444,RECEIVED,38b22bff-984a-46e7-9158-2884fedf9e3a,d320f7ab-6788-428a-a657-ba2add8b5d07,c2,c5,26,p2,?,surb={'id': '34a0860f-a13d-446c-b729-b5acec0bd848', 'route': ['p2', 'e4', 'i1', 'x12', 'p2', 'c2']}
1769466104.3871977,RECEIVED,88c57776-f3cb-496e-b4ee-95431c183371,57322311-7d12-47a7-9784-33af90bc4f5b,c2,c5,27,p2,?,surb={'id': 'f7f30ccd-38a8-4517-8e9a-8a5cf4082881', 'route': ['p2', 'e10', 'i1', 'x10', 'p2', 'c2']}
1769466104.585411,RECEIVED,5f433eb6-bc04-4fd8-940e-7f5f9257e20e,537ffac1-73bd-4366-9b5c-5a9e63fd32b5,c2,c5,27,p2,?,surb={'id': '5a91762c-9960-44a7-ac10-e3e376696b67', 'route': ['p2', 'e1', 'i4', 'x6', 'p2', 'c2']}
1769466104.707776,SENT,28d818f6-9d04-4f28-87b4-1a65bf3f448d,744e7946-82ff-4261-a2b1-46fa7c54fc7d,c5,c4,3383,?,p2,
1769466104.707925,CREATED,bd4c6fb9-5a7f-414f-9222-bc3d3a0c5c59,a354374a-eff1-4491-9baf-6dcf8dae2cd3,c5,c4,27,?,?,surb={'id': '0d310ff6-04e4-4681-beff-588bb5d17948', 'route': ['p1', 'e9', 'i1', 'x7', 'p2', 'c5']}
1769466104.7300298,SENT,95d77718-41ed-4e2c-9f64-57552fc44ba8,90a29372-7269-4b89-b717-4cfd20c7d316,c5,c4,3387,?,p2,
1769466104.7302094,CREATED,56bb6794-5db9-4c93-a930-a8cd64a61555,7f772379-e214-4443-86e0-e81be1ecfd81,c5,c4,25,?,?,surb={'id': '37b1f8bf-8fcb-4252-b78a-718da7ff9470', 'route': ['p1', 'e12', 'i7', 'x10', 'p2', 'c5']}
1769466104.777865,SENT,fca780f0-2f1a-4764-8db0-0cd45f460183,695c1d06-23d4-434c-8ac8-486f5e647516,c5,c4,3372,?,p2,
1769466104.778032,CREATED,6389ebce-661e-43a8-9bb1-3a77e881cdb4,55b9cd93-38f9-42d1-aa42-4e6e114bce5b,c5,c4,26,?,?,surb={'id': '877a711c-67c9-4add-9aac-009c8085b0c3', 'route': ['p1', 'e11', 'i1', 'x6', 'p2', 'c5']}
1769466104.956628,RECEIVED,ee20b751-c2b6-4de6-957b-3c073c28ea4c,e705b66d-5c8a-486a-ab78-5b0ac4549a4f,c4,c5,27,p2,?,surb={'id': '471480bf-f82f-46bd-a612-70d9be5bcba4', 'route': ['p2', 'e5', 'i4', 'x7', 'p1', 'c4']}
1769466105.280299,SENT,3988c309-05f0-4a5a-be3f-b37d89027451,65bf8a10-a1e4-4aa5-b94e-40f45178862d,c5,c4,3376,?,p2,
1769466105.2804453,CREATED,7d715302-ffe8-4073-bb24-54b376338313,94f3152a-c951-4fb0-8cd5-86655fac675f,c5,c4,27,?,?,surb={'id': '05291de1-3412-4cc1-910b-90cd06523e99', 'route': ['p1', 'e1', 'i3', 'x4', 'p2', 'c5']}
1769466105.2902389,RECEIVED,2e34f93e-6f96-4417-a722-334f8267aac6,2c60cd4b-c475-4ef8-afa1-2d05b80e9d6a,c4,c5,27,p2,?,surb={'id': '4a0ed85b-e196-41de-b600-b8554b9c6398', 'route': ['p2', 'e9', 'i11', 'x12', 'p1', 'c4']}
1769466105.4258974,RECEIVED,13e442ce-046f-4d55-91a5-6f5374dc4395,3b07664a-4623-4891-9b43-cd30ef9131aa,c2,c5,26,p2,?,surb={'id': '28588ca2-471b-4591-8afc-496c427e9ecf', 'route': ['p2', 'e1', 'i7', 'x10', 'p2', 'c2']}
1769466105.6657238,RECEIVED,5a2b67a2-dc95-448b-8593-9cbd5ad9c4e4,06ff3f3f-5681-4c03-ac97-efd914b78c08,c2,c5,27,p2,?,surb={'id': '489f21fc-6c33-400d-9dab-402e15210114', 'route': ['p2', 'e10', 'i10', 'x9', 'p2', 'c2']}
1769466105.9325197,RECEIVED,1db86e9c-7590-4e30-b579-4df74ac3d2e2,b1fd97be-e4ef-429e-9ae3-0e39930354da,c2,c5,27,p2,?,surb={'id': 'e74712ec-f928-4084-bae7-486b488dd7d3', 'route': ['p2', 'e7', 'i9', 'x9', 'p2', 'c2']}
1769466106.1710029,SENT,31441f17-4543-4bd0-b33c-e8e140faca82,d8164d58-be3a-44f7-a184-bb825cb53d48,c5,c4,3379,?,p2,
1769466106.1711829,CREATED,72af19b0-dca6-41f9-be15-d7958d123096,d31a3c6c-92da-4996-a678-51b12404f613,c5,c4,27,?,?,surb={'id': '6f1a0fed-ae7f-46bb-ac9d-6a6800f6517e', 'route': ['p1', 'e1', 'i7', 'x9', 'p2', 'c5']}
1769466106.181749,SENT,d5baaa40-3d10-45ff-a068-e93243d7da00,c4cfa898-fdae-4d0e-98af-28ccc62e2c13,c5,c4,3375,?,p2,
