timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769744443.6622643,RECEIVED,da26b834-03ba-43e7-a9a1-e5d2ea732de9,53aa259c-a914-4d27-be95-b9bef2c5a514,c4,c5,27,p2,?,surb={'id': 'b4c2f838-b2bb-433b-af86-f99042a87fc5', 'route': ['p2', 'e4', 'i11', 'x7', 'p1', 'c4']}
1769744443.8625247,SENT,d4e74273-b228-4996-a672-9f2f46b82693,407289fc-0e81-4960-8d0a-8c16af6e582f,c5,c1,3360,?,p2,
1769744443.8625846,CREATED,c49747c6-8108-483a-b001-0478c19dd3b2,4f59f041-7ec0-42de-b545-f04eaf30ac94,c5,c1,27,?,?,surb={'id': '08d38fa7-72dd-4ea1-8db3-aaa6a9a1f49e', 'route': ['p1', 'e4', 'i3', 'x8', 'p2', 'c5']}
1769744444.274876,RECEIVED,a6ec44d2-d54d-480f-8965-f068423fb228,2334c689-e14d-4569-ad45-cdfa02463f0a,c4,c5,27,p2,?,surb={'id': '21bdab30-11b2-4339-bdd8-b24dee710ec4', 'route': ['p2', 'e7', 'i10', 'x9', 'p1', 'c4']}
1769744444.4953654,RECEIVED,afd2b781-a8a9-47e3-badb-884586e8febf,055fd0cd-221e-4e40-aabf-748d3992caf6,c4,c5,27,p2,?,surb={'id': 'af9f42cb-3617-495a-b292-012d177b1c9d', 'route': ['p2', 'e5', 'i10', 'x4', 'p1', 'c4']}
1769744444.8782864,SENT,5dcaa34a-b566-49e7-b449-774e879edbb0,3f389c15-5e96-4d9d-9f6a-cda7e55ffead,c5,c1,3379,?,p2,
1769744444.8784218,CREATED,1dea103a-be8d-4214-af94-420a2d9a7885,4f59f041-7ec0-42de-b545-f04eaf30ac94,c5,c1,27,?,?,surb={'id': '08d38fa7-72dd-4ea1-8db3-aaa6a9a1f49e', 'route': ['p1', 'e4', 'i3', 'x8', 'p2', 'c5']}
1769744444.9479382,SENT,e9e988ff-cc45-417f-8258-6eda06ccce74,746fef1a-f22b-4276-853d-9739d4d6fd80,c5,c1,3379,?,p2,
1769744444.9483047,CREATED,dcef9ef7-e82e-4946-b0da-ece0b53db59c,844c903b-8655-4b37-be1a-d7cdcf980f92,c5,c1,27,?,?,surb={'id': 'b1cdfc8f-8965-4f4c-909c-8ffeae39511a', 'route': ['p1', 'e7', 'i4', 'x8', 'p2', 'c5']}
1769744445.1131482,RECEIVED,dda81cd1-7826-488e-9481-bb4cd9fdbfb5,ad9c15ae-1450-4f40-bc82-d628d0ef053a,c4,c5,27,p2,?,surb={'id': 'ac80e9d4-c3c9-4945-9424-fb1c4600e6b9', 'route': ['p2', 'e12', 'i9', 'x9', 'p1', 'c4']}
1769744445.5125506,SENT,80ff0658-28b4-4e33-8d0a-fe98d3be02b7,8a8d180c-15ac-4387-beef-ac875628fbe4,c5,c1,3383,?,p2,
1769744445.5126247,CREATED,0ac7e886-2f78-49a2-b1e1-0b0ae97b35b3,844c903b-8655-4b37-be1a-d7cdcf980f92,c5,c1,27,?,?,surb={'id': 'b1cdfc8f-8965-4f4c-909c-8ffeae39511a', 'route': ['p1', 'e7', 'i4', 'x8', 'p2', 'c5']}
1769744445.523333,RECEIVED,b863516b-30c0-4952-855b-71aad4587ad9,5643c0c4-ecb2-4d53-b423-8a439f9b3816,c4,c5,27,p2,?,surb={'id': '79c2bace-b66a-4126-8018-372af2c38ddd', 'route': ['p2', 'e9', 'i10', 'x3', 'p1', 'c4']}
1769744445.6056228,RECEIVED,2d52e95d-cab9-48fd-a42f-ac4cdd27ed08,ad9c15ae-1450-4f40-bc82-d628d0ef053a,c4,c5,27,p2,?,surb={'id': 'ac80e9d4-c3c9-4945-9424-fb1c4600e6b9', 'route': ['p2', 'e12', 'i9', 'x9', 'p1', 'c4']}
1769744445.9539998,SENT,5e84b4d0-6f3c-4eac-ada5-86e870089d84,df39156b-5263-4a97-bb6d-7d6d06ecb756,c5,c1,3383,?,p2,
1769744445.9541538,CREATED,9c895620-12b7-401e-af8e-c93ff0a6d6b8,c77c19cd-e7d5-4410-9512-4b503fd30dca,c5,c1,25,?,?,surb={'id': 'fbeeb2b3-d9e8-4012-9d39-d6b97a3098c5', 'route': ['p1', 'e5', 'i10', 'x2', 'p2', 'c5']}
1769744445.9921052,SENT,0e50ccef-8dc9-43e7-87e1-3bc7ee6a7e3f,050ecabe-3117-463a-8c38-e229cb43de0d,c5,c1,3387,?,p2,
1769744445.992245,CREATED,9324858b-ce99-4ef7-9dcf-66ca8361a8db,c77c19cd-e7d5-4410-9512-4b503fd30dca,c5,c1,25,?,?,surb={'id': 'fbeeb2b3-d9e8-4012-9d39-d6b97a3098c5', 'route': ['p1', 'e5', 'i10', 'x2', 'p2', 'c5']}
1769744446.0061448,SENT,214509f4-7abf-4f59-ac18-80a35e3c749d,c4350e2e-48e3-465c-85c3-ff0ccd35311f,c5,c1,3403,?,p2,
1769744446.0062802,CREATED,a6665806-6c48-4310-be4e-d39122756cd1,24e7938a-32c8-400d-9504-3a7457d3148a,c5,c1,27,?,?,surb={'id': '6e717a98-71b6-40e9-89db-4b87bee6d392', 'route': ['p1', 'e12', 'i11', 'x8', 'p2', 'c5']}
1769744446.3263,RECEIVED,0c55c50a-cda8-4cb9-85d5-8b93148b0d1a,5643c0c4-ecb2-4d53-b423-8a439f9b3816,c4,c5,27,p2,?,surb={'id': '79c2bace-b66a-4126-8018-372af2c38ddd', 'route': ['p2', 'e9', 'i10', 'x3', 'p1', 'c4']}
1769744446.4979062,RECEIVED,eb740805-69cc-4c44-a806-36beed91731a,8c6627e2-d1f1-4a1a-91a8-e099fa263973,c4,c5,27,p2,?,surb={'id': '9a1ae3e9-1053-4fd7-b2c1-2158bc7c58af', 'route': ['p2', 'e6', 'i10', 'x2', 'p1', 'c4']}
1769744447.2112486,SENT,e22fb2e0-65c8-40d9-8a64-ac7cac5530b6,88f3c987-e445-42e0-ac2e-3cf59c5979e7,c5,c1,3396,?,p2,
1769744447.2113216,CREATED,c035b756-1513-413d-9a0b-3e7b1a08dfbe,24e7938a-32c8-400d-9504-3a7457d3148a,c5,c1,27,?,?,surb={'id': '6e717a98-71b6-40e9-89db-4b87bee6d392', 'route': ['p1', 'e12', 'i11', 'x8', 'p2', 'c5']}
1769744447.3853667,SENT,1be0d529-d0d6-46fa-bc15-4e2f6244c27e,694413d5-b53c-49d1-ab82-e781ce7c5e23,c5,c1,3387,?,p2,
1769744447.3854387,CREATED,0d1edfd4-3964-419e-b023-7f96f4402150,977c3f1b-95ba-4581-a20c-77f05ccb8f6e,c5,c1,27,?,?,surb={'id': '62c32e47-a1a0-4dd8-9610-4bddabcfcbee', 'route': ['p1', 'e2', 'i2', 'x3', 'p2', 'c5']}
1769744447.8866417,SENT,d7954ec3-13da-4708-9968-cb006fcbf1aa,d3df77d9-eb50-48f7-afee-87714039d992,c5,c1,3396,?,p2,
1769744447.8867285,CREATED,6520a87c-674d-4335-94fa-c578889e5180,977c3f1b-95ba-4581-a20c-77f05ccb8f6e,c5,c1,27,?,?,surb={'id': '62c32e47-a1a0-4dd8-9610-4bddabcfcbee', 'route': ['p1', 'e2', 'i2', 'x3', 'p2', 'c5']}
1769744448.0549319,SENT,018a28a3-6820-49f0-ba82-2e98a768245b,8b4e7cac-fd5a-41ec-8a08-239c613dbbdf,c5,c1,3387,?,p2,
1769744448.055029,CREATED,4740e2e6-51db-41cf-981f-8f749e281003,f5041d60-39b2-4d89-981e-c2492a5ea21c,c5,c1,27,?,?,surb={'id': '1c63ba1a-b142-4818-833a-696f5a40cbe5', 'route': ['p1', 'e10', 'i9', 'x12', 'p2', 'c5']}
1769744448.1252303,RECEIVED,bf9c84d6-d2fa-466d-80b1-9d0a0d6f71c3,6156bbc2-cdba-4f51-8004-dbb40f7b9413,c4,c5,26,p2,?,surb={'id': 'a2bc9d13-28d4-4921-9220-56bcbd702191', 'route': ['p2', 'e3', 'i8', 'x9', 'p1', 'c4']}
1769744448.1325817,SENT,f88380ff-e85f-4f8c-b898-fd904025294a,d9cc0f95-3548-4375-a2b2-2b8a1e1832cc,c5,c1,3384,?,p2,
1769744448.1327324,CREATED,adf99701-6886-468b-b6e8-bbce0fc07794,f5041d60-39b2-4d89-981e-c2492a5ea21c,c5,c1,27,?,?,surb={'id': '1c63ba1a-b142-4818-833a-696f5a40cbe5', 'route': ['p1', 'e10', 'i9', 'x12', 'p2', 'c5']}
1769744448.1632879,SENT,0cc84c2c-4b27-487d-a21d-ffe1abc67389,7dda1caa-93b9-4c68-b151-e9992188989c,c5,c1,3363,?,p2,
1769744448.1634393,CREATED,00972939-8d75-4d34-be28-e3a98109610b,07b01a34-98de-4567-a53a-bbeb658307cb,c5,c1,27,?,?,surb={'id': '3e3f55c1-52ed-413f-8d5f-8f7055d71e9c', 'route': ['p1', 'e5', 'i4', 'x2', 'p2', 'c5']}
1769744448.3377643,SENT,b01a150a-e2d0-450d-b5cf-f680134d209c,e2831a1f-522d-4ad1-8a76-fa56bdb5771a,c5,c1,3381,?,p2,
1769744448.3379147,CREATED,674ceb1a-cf3a-4148-8bab-a561d1b474df,07b01a34-98de-4567-a53a-bbeb658307cb,c5,c1,27,?,?,surb={'id': '3e3f55c1-52ed-413f-8d5f-8f7055d71e9c', 'route': ['p1', 'e5', 'i4', 'x2', 'p2', 'c5']}
1769744448.6664362,RECEIVED,fcc53a09-eb62-4906-a3c2-a7d043d4d98a,6156bbc2-cdba-4f51-8004-dbb40f7b9413,c4,c5,26,p2,?,surb={'id': 'a2bc9d13-28d4-4921-9220-56bcbd702191', 'route': ['p2', 'e3', 'i8', 'x9', 'p1', 'c4']}
1769744448.7865818,SENT,6c181993-26c0-48c4-851b-3216f94d5a3b,d233c491-d8c9-4566-a966-1a545af60602,c5,c1,3384,?,p2,
1769744448.7866764,CREATED,0fff59f0-44c2-406f-b93b-40578c0795a0,d56a5b70-3b5c-4899-91b2-c13735e9c2c4,c5,c1,27,?,?,surb={'id': 'f9a3f126-c8ff-443b-8518-06ae6dbffe0e', 'route': ['p1', 'e5', 'i9', 'x4', 'p2', 'c5']}
1769744448.9266598,SENT,f4b3d3a2-97e2-44dc-9fd5-2244978a82f4,fffe692e-1819-46ee-bde3-5b021004cd19,c5,c1,3391,?,p2,
1769744448.9267309,CREATED,744a4349-3336-48ea-a527-925e838223f6,d56a5b70-3b5c-4899-91b2-c13735e9c2c4,c5,c1,27,?,?,surb={'id': 'f9a3f126-c8ff-443b-8518-06ae6dbffe0e', 'route': ['p1', 'e5', 'i9', 'x4', 'p2', 'c5']}
1769744448.945598,SENT,2086043c-c8ed-46f2-bf5b-f29ae3863cfe,43b55256-f144-41a7-ae1e-c8c95d26b90d,c5,c1,3376,?,p2,
1769744448.945674,CREATED,2e6f627e-fd63-4338-81c1-c30503e0f82f,bf70ecbb-96e6-4502-a223-780042e29f96,c5,c1,27,?,?,surb={'id': '9fbabc72-d208-42cc-85ed-06d14158cd32', 'route': ['p1', 'e6', 'i12', 'x1', 'p2', 'c5']}
1769744448.9635584,RECEIVED,4c89bf14-cf31-4006-a3a7-a5e6cfac97ce,75cb598f-dfd8-449f-9e75-3bab9330dca5,c4,c5,27,p2,?,surb={'id': '42771e55-9f71-4f73-9cb7-840d4072ce7d', 'route': ['p2', 'e8', 'i4', 'x2', 'p1', 'c4']}
1769744448.9947565,RECEIVED,9471cc6e-e626-4265-8762-178937363c0c,75cb598f-dfd8-449f-9e75-3bab9330dca5,c4,c5,27,p2,?,surb={'id': '42771e55-9f71-4f73-9cb7-840d4072ce7d', 'route': ['p2', 'e8', 'i4', 'x2', 'p1', 'c4']}
1769744449.1156812,SENT,a7ea0208-6e3b-49d2-9c1b-64abeb7e016e,7af0f5b8-df13-4873-89be-fc61a149e62f,c5,c1,3381,?,p2,
1769744449.1158283,CREATED,276f30b7-4f76-4c9f-bd84-b6bca4f3be86,bf70ecbb-96e6-4502-a223-780042e29f96,c5,c1,27,?,?,surb={'id': '9fbabc72-d208-42cc-85ed-06d14158cd32', 'route': ['p1', 'e6', 'i12', 'x1', 'p2', 'c5']}
1769744449.3623743,SENT,3049b07a-d8b7-492c-8d1e-46222b56371a,b6dd4218-233b-4759-b3c4-896abdcb4c52,c5,c1,3399,?,p2,
1769744449.362513,CREATED,67365578-1c31-4b69-8275-810951e88fb9,b564b38d-7593-42cf-aa7f-6e398d01ab9f,c5,c1,27,?,?,surb={'id': 'be3cc086-b498-4a57-8eb6-74d1c789f980', 'route': ['p1', 'e12', 'i5', 'x2', 'p2', 'c5']}
1769744449.522128,SENT,671fa0e8-e6ff-4917-9016-565988bcfb6a,31473acd-ed06-430d-a73f-6e1f254702a0,c5,c1,3392,?,p2,
1769744449.5222251,CREATED,8f155679-87f4-4f93-922a-647566cf78c4,b564b38d-7593-42cf-aa7f-6e398d01ab9f,c5,c1,27,?,?,surb={'id': 'be3cc086-b498-4a57-8eb6-74d1c789f980', 'route': ['p1', 'e12', 'i5', 'x2', 'p2', 'c5']}
1769744449.6094213,SENT,38ce7646-ff49-47da-b5d9-91d4e24e8bb4,93371721-e752-465b-a4ed-a62bd5dcb8de,c5,c1,3394,?,p2,
1769744449.6095445,CREATED,6a75ee10-8193-43ee-8160-c0b27e77e924,76c2ced6-d040-48b3-89b7-90b567b7c7f4,c5,c1,27,?,?,surb={'id': '5030c8db-7660-4329-9139-4042ec8921a5', 'route': ['p1', 'e12', 'i3', 'x3', 'p2', 'c5']}
1769744449.8768806,SENT,75bfc4c0-150a-403b-b514-bcfb2f1986ea,60178eae-8264-4a28-b6c6-4a517ce08418,c5,c1,3388,?,p2,
1769744449.877002,CREATED,893cb993-1eca-4369-99e4-ba2754c88b06,76c2ced6-d040-48b3-89b7-90b567b7c7f4,c5,c1,27,?,?,surb={'id': '5030c8db-7660-4329-9139-4042ec8921a5', 'route': ['p1', 'e12', 'i3', 'x3', 'p2', 'c5']}
1769744449.9339142,SENT,786924b9-02e5-47d4-b9de-de444faee9f8,a8e8b7d7-e696-4743-a58b-00c3856ed7f9,c5,c1,3371,?,p2,
1769744449.93406,CREATED,53b44547-2efe-43ff-8b67-a4352b33ae9a,48845504-b8b8-4074-b146-e818d9d2db94,c5,c1,27,?,?,surb={'id': 'c18b84e5-e5c2-4dbf-8aa4-67ed7aebfacf', 'route': ['p1', 'e5', 'i11', 'x3', 'p2', 'c5']}
1769744450.4224863,RECEIVED,7639cb2b-e499-4538-921b-878e9062a5f5,8414acec-bfd9-427d-928a-2660e6806dc6,c4,c5,27,p2,?,surb={'id': '8688d41b-b715-4e94-89fa-00a63090c4fc', 'route': ['p2', 'e8', 'i10', 'x2', 'p1', 'c4']}
1769744450.4711304,SENT,0f0fb9a4-1a23-4c5a-b133-c6806379d5a9,04c40e6c-66be-400a-8e50-f7297e549ec6,c5,c1,3360,?,p2,
1769744450.4712205,CREATED,e50b16ab-1d36-402a-b1fb-25d37fd5413d,48845504-b8b8-4074-b146-e818d9d2db94,c5,c1,27,?,?,surb={'id': 'c18b84e5-e5c2-4dbf-8aa4-67ed7aebfacf', 'route': ['p1', 'e5', 'i11', 'x3', 'p2', 'c5']}
1769744450.549116,RECEIVED,22636cbb-df27-4024-ab14-c1f12872e403,8414acec-bfd9-427d-928a-2660e6806dc6,c4,c5,27,p2,?,surb={'id': '8688d41b-b715-4e94-89fa-00a63090c4fc', 'route': ['p2', 'e8', 'i10', 'x2', 'p1', 'c4']}
1769744450.8393035,RECEIVED,d7188bd0-dece-4032-a808-126640c7b2f7,8c6627e2-d1f1-4a1a-91a8-e099fa263973,c4,c5,27,p2,?,surb={'id': '9a1ae3e9-1053-4fd7-b2c1-2158bc7c58af', 'route': ['p2', 'e6', 'i10', 'x2', 'p1', 'c4']}
1769744450.8835993,RECEIVED,d9ad2eda-2d6b-404a-8b4d-8ee75b56432f,bb35bec6-5655-43d1-9fb1-4d1827ad9bff,c4,c5,27,p2,?,surb={'id': '951cf5ca-a1f0-40ee-a910-c1f0e08c1c37', 'route': ['p2', 'e7', 'i8', 'x5', 'p1', 'c4']}
1769744451.1964133,RECEIVED,4186ad01-6dae-40f2-9c7a-278de46daa7d,d0c16939-36b5-4d59-9538-d3b38d56ed4b,c4,c5,26,p2,?,surb={'id': '758c5c99-7cb0-44e9-8569-f568012d7512', 'route': ['p2', 'e10', 'i10', 'x7', 'p1', 'c4']}
1769744451.2959073,RECEIVED,e101b63b-4f9e-488d-9b38-b8d32893cbda,44b8363a-89fe-4c36-bff1-5ca224fa0ee2,c4,c5,26,p2,?,surb={'id': 'dc4ef58c-0b0a-459e-89fa-a6eabe7037a5', 'route': ['p2', 'e11', 'i10', 'x7', 'p1', 'c4']}
1769744451.5480614,RECEIVED,f7ad284f-3622-424f-92fd-77fe2e2e050f,19d19967-dd93-429e-80a1-d323c08cf485,c4,c5,27,p2,?,surb={'id': '892316fe-19f2-491e-b946-f57e47fadfbc', 'route': ['p2', 'e7', 'i4', 'x3', 'p1', 'c4']}
1769744451.6001716,SENT,14070611-555b-4f08-8ce4-9c6f5667da4a,527fa0fe-7ed6-4931-bdcc-66108aa24266,c5,c1,3400,?,p2,
1769744451.6002557,CREATED,528ef4b3-d55b-4b8e-85e5-4b79cbbe0335,c797e508-151b-4be2-b725-e36e1fbf22a7,c5,c1,27,?,?,surb={'id': '61c6be78-7036-4a6a-ac3a-4c23b6575a0f', 'route': ['p1', 'e2', 'i9', 'x9', 'p2', 'c5']}
1769744451.757299,SENT,ccce5dce-43b5-4c1a-bf68-9b9f7681ca70,546a6a05-ab69-4c0c-a1a8-a738fd86c364,c5,c1,3393,?,p2,
1769744451.7573817,CREATED,74d7c352-e203-40a0-8559-fce64aadec48,c797e508-151b-4be2-b725-e36e1fbf22a7,c5,c1,27,?,?,surb={'id': '61c6be78-7036-4a6a-ac3a-4c23b6575a0f', 'route': ['p1', 'e2', 'i9', 'x9', 'p2', 'c5']}
1769744451.8179553,RECEIVED,dd48950f-e411-4aeb-807a-1eab49bfe9ab,d0c16939-36b5-4d59-9538-d3b38d56ed4b,c4,c5,26,p2,?,surb={'id': '758c5c99-7cb0-44e9-8569-f568012d7512', 'route': ['p2', 'e10', 'i10', 'x7', 'p1', 'c4']}
1769744451.8655317,RECEIVED,34969884-bcdf-494d-beac-ca6fa2076dea,19d19967-dd93-429e-80a1-d323c08cf485,c4,c5,27,p2,?,surb={'id': '892316fe-19f2-491e-b946-f57e47fadfbc', 'route': ['p2', 'e7', 'i4', 'x3', 'p1', 'c4']}
1769744451.925262,SENT,65e90af8-6935-4d27-8255-abac862c114e,8a1cf265-8b6b-4c08-a931-51177354e572,c5,c1,3377,?,p2,
1769744451.9253626,CREATED,6700d32b-ca5d-417d-8fc4-0d100e7ce7a4,9badc7ca-e6bb-4589-a7e8-096a50f6c8ad,c5,c1,27,?,?,surb={'id': 'ad055411-cb71-4e03-8d10-183c370aa430', 'route': ['p1', 'e1', 'i1', 'x8', 'p2', 'c5']}
1769744452.0299523,RECEIVED,ae059d05-8828-4797-a893-9385aa251cb2,44b8363a-89fe-4c36-bff1-5ca224fa0ee2,c4,c5,26,p2,?,surb={'id': 'dc4ef58c-0b0a-459e-89fa-a6eabe7037a5', 'route': ['p2', 'e11', 'i10', 'x7', 'p1', 'c4']}
1769744452.1186888,SENT,f3e356ce-11e4-43a9-8dc9-2efa8f4ceed3,c06ff407-43a3-4aff-b196-d4d831e740de,c5,c1,3368,?,p2,
1769744452.1187918,CREATED,1f3cdd8e-46e2-47e6-8f37-decdb3913332,9badc7ca-e6bb-4589-a7e8-096a50f6c8ad,c5,c1,27,?,?,surb={'id': 'ad055411-cb71-4e03-8d10-183c370aa430', 'route': ['p1', 'e1', 'i1', 'x8', 'p2', 'c5']}
1769744452.17271,SENT,aad4d2c4-092a-48fa-a8c2-012321f09d1f,88066981-b8f4-476b-99df-5871ed55ef09,c5,c1,3364,?,p2,
1769744452.1728106,CREATED,40685c1c-72d8-464a-8984-1bdc82b4d1ff,eeb28346-ed2f-41ef-9b50-683d96014375,c5,c1,27,?,?,surb={'id': 'ffbb71ae-dd88-41fa-bf16-d34ed44f7c60', 'route': ['p1', 'e2', 'i1', 'x8', 'p2', 'c5']}
1769744452.1803145,RECEIVED,9bc15f6d-d9aa-4fc3-b777-388d0da3f0b0,bb35bec6-5655-43d1-9fb1-4d1827ad9bff,c4,c5,27,p2,?,surb={'id': '951cf5ca-a1f0-40ee-a910-c1f0e08c1c37', 'route': ['p2', 'e7', 'i8', 'x5', 'p1', 'c4']}
1769744452.461103,SENT,840a3529-969d-443c-91dc-37f03d292b67,217c6085-2d80-447f-a02d-930c600f51e4,c5,c1,3384,?,p2,
1769744452.4611936,CREATED,14f69c1f-412f-43ae-9fda-40fe8a3e2f11,eeb28346-ed2f-41ef-9b50-683d96014375,c5,c1,27,?,?,surb={'id': 'ffbb71ae-dd88-41fa-bf16-d34ed44f7c60', 'route': ['p1', 'e2', 'i1', 'x8', 'p2', 'c5']}
1769744452.5198815,SENT,129782f7-2c0e-4f89-b6bc-e2f5a4947af9,5b60c0ec-5a76-41fd-beff-832dca22e763,c5,c1,3399,?,p2,
1769744452.5199516,CREATED,332d1591-2677-4f05-abe7-6339740031f1,a8811720-56c7-4242-99e1-8f0eda964cf5,c5,c1,27,?,?,surb={'id': 'd88b0f52-5930-41a9-85f1-c84c1e08eaf6', 'route': ['p1', 'e9', 'i12', 'x5', 'p2', 'c5']}
1769744452.600969,SENT,a8c7b1d5-2a49-40c3-984b-0d0eb7572275,faf24073-08a4-4ee7-9f97-3017ce866b77,c5,c1,3379,?,p2,
1769744452.6015437,CREATED,b3a339ac-afb1-41c2-b90b-0b13ce436212,a8811720-56c7-4242-99e1-8f0eda964cf5,c5,c1,27,?,?,surb={'id': 'd88b0f52-5930-41a9-85f1-c84c1e08eaf6', 'route': ['p1', 'e9', 'i12', 'x5', 'p2', 'c5']}
1769744452.7340927,RECEIVED,9268ce96-6e40-4a61-b985-3d889d84f02b,7b6c9848-837e-4330-8f83-04b2d8f9ad9e,c4,c5,27,p2,?,surb={'id': '2b30df75-6ca1-4045-9579-9a19d76c71ad', 'route': ['p2', 'e1', 'i5', 'x1', 'p1', 'c4']}
1769744452.8251314,SENT,4cbb1ec5-7de2-4220-911d-3fca0c2dacdd,5c54bd92-79f1-400c-baa1-dd7bff03236e,c5,c1,3391,?,p2,
1769744452.825285,CREATED,9be8990b-b1e7-411b-9924-150fbbe45d28,52158aff-a271-4206-b95d-562f7007f7c9,c5,c1,27,?,?,surb={'id': '3ae8b83a-a083-437f-93aa-cf2e52bd20d8', 'route': ['p1', 'e5', 'i12', 'x10', 'p2', 'c5']}
1769744452.8973958,RECEIVED,3f342905-a93a-44f0-b26d-b4a55f298e31,7b6c9848-837e-4330-8f83-04b2d8f9ad9e,c4,c5,27,p2,?,surb={'id': '2b30df75-6ca1-4045-9579-9a19d76c71ad', 'route': ['p2', 'e1', 'i5', 'x1', 'p1', 'c4']}
1769744453.2978318,SENT,135b865d-7c77-454e-8128-8e67ae1d51b4,23310668-20a2-4669-a73a-f56b4e5c6f07,c5,c1,3383,?,p2,
1769744453.2979789,CREATED,3fe870c1-7a55-4ef4-860a-ae017a8d62af,52158aff-a271-4206-b95d-562f7007f7c9,c5,c1,27,?,?,surb={'id': '3ae8b83a-a083-437f-93aa-cf2e52bd20d8', 'route': ['p1', 'e5', 'i12', 'x10', 'p2', 'c5']}
1769744453.5388043,SENT,45b01792-d7b4-49fc-ac29-067f5b25f9c6,518586a2-2e7e-4505-a991-67a21b9d0cef,c5,c1,3359,?,p2,
1769744453.5388796,CREATED,01dd1131-0e00-4250-b957-2a8ffda76a37,d006c437-0da6-4f16-af0d-eb965c0d1044,c5,c1,26,?,?,surb={'id': 'e57baca8-581f-4d61-8b62-e8a34a4c2145', 'route': ['p1', 'e9', 'i9', 'x2', 'p2', 'c5']}
1769744453.8446105,SENT,c2c6c86e-491b-4093-bae5-6cf088833867,57dc645e-a934-469d-b477-ca3b9c9cd32d,c5,c1,3363,?,p2,
1769744453.8447518,CREATED,293e7d4a-3dbf-49a0-9588-b6951cfb8fb7,d006c437-0da6-4f16-af0d-eb965c0d1044,c5,c1,26,?,?,surb={'id': 'e57baca8-581f-4d61-8b62-e8a34a4c2145', 'route': ['p1', 'e9', 'i9', 'x2', 'p2', 'c5']}
1769744453.954167,SENT,52b1dfac-0676-4797-9f27-4fac037fb77e,9b61b4bb-f3a6-4505-ad54-7cc68a4c80b4,c5,c1,3393,?,p2,
1769744453.9543197,CREATED,34c3fea9-31e8-49ab-a973-f5608766e510,44aba920-4612-481f-8d24-04161ad7467b,c5,c1,27,?,?,surb={'id': '246af5de-13d2-44ae-abdf-1c6a1dd745f9', 'route': ['p1', 'e2', 'i7', 'x5', 'p2', 'c5']}
1769744454.108914,RECEIVED,2d3484c9-3430-4e80-b7a6-71a0a6783236,c0942460-3e69-4f03-860d-7f9cd8bc580f,c4,c5,26,p2,?,surb={'id': '8ffe55ac-efb6-4e76-adaa-b9cd160db73f', 'route': ['p2', 'e4', 'i2', 'x7', 'p1', 'c4']}
1769744454.1598475,RECEIVED,88c9e1c2-efbd-4fe6-bdb0-2cc5da6fb85f,70b748e4-cfb2-4352-a59e-953899884514,c4,c5,27,p2,?,surb={'id': 'a8ddc0bb-543c-42b4-985b-b7dabf3375f4', 'route': ['p2', 'e11', 'i11', 'x1', 'p1', 'c4']}
1769744454.6803486,SENT,ddd2f30c-1c00-45e1-a3e3-f89eeaa50956,7ee9518a-9b94-4536-b3a1-374bfaa4d0e1,c5,c1,3370,?,p2,
1769744454.6804264,CREATED,29d41a53-60c7-475d-89da-babe7b407fe6,44aba920-4612-481f-8d24-04161ad7467b,c5,c1,27,?,?,surb={'id': '246af5de-13d2-44ae-abdf-1c6a1dd745f9', 'route': ['p1', 'e2', 'i7', 'x5', 'p2', 'c5']}
1769744454.8243651,RECEIVED,6fc68379-f1d6-4a86-8baf-4fd91f65912d,c0942460-3e69-4f03-860d-7f9cd8bc580f,c4,c5,26,p2,?,surb={'id': '8ffe55ac-efb6-4e76-adaa-b9cd160db73f', 'route': ['p2', 'e4', 'i2', 'x7', 'p1', 'c4']}
1769744455.0351992,RECEIVED,49f70e33-7239-4c57-a33e-e98617646e8f,f20548bb-04aa-415c-b33a-4104aac3b2d3,c4,c5,27,p2,?,surb={'id': 'cbbdb0bc-6535-433f-9a4b-aab6b4bce4ad', 'route': ['p2', 'e1', 'i9', 'x7', 'p1', 'c4']}
1769744455.3300147,SENT,9df552cf-4cc5-4338-83b7-9c81924e0fa3,3b9b96c2-74a2-419e-bbc6-9eff7ece1703,c5,c1,3388,?,p2,
1769744455.3302093,CREATED,33bfbbe5-9591-4b40-9a46-f412764e9fa5,a32493fd-9735-41ff-8565-488ef521d863,c5,c1,27,?,?,surb={'id': '42e26a6c-47a9-4408-9b6b-d73e85415ea1', 'route': ['p1', 'e6', 'i5', 'x10', 'p2', 'c5']}
1769744455.3660116,RECEIVED,b1de5999-72fe-4a87-8640-067b526fc971,5ae5e169-1946-4925-aed8-507fd8a6d01a,c4,c5,27,p2,?,surb={'id': 'b53ad5e8-848c-4b6f-bc1d-a485c2246d5b', 'route': ['p2', 'e1', 'i5', 'x3', 'p1', 'c4']}
1769744455.5913854,SENT,32901314-52ed-41bc-b37b-43413b3af826,4c5e6d42-b7fe-4e2a-a3a4-d2f681cb6e7e,c5,c1,3376,?,p2,
1769744455.5914629,CREATED,c341b644-9496-45ec-8b6a-1a7d2f1ffc84,a32493fd-9735-41ff-8565-488ef521d863,c5,c1,27,?,?,surb={'id': '42e26a6c-47a9-4408-9b6b-d73e85415ea1', 'route': ['p1', 'e6', 'i5', 'x10', 'p2', 'c5']}
