timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769757168.799364,SENT,d3a4a9f7-4ebf-4d4d-ae56-a163de1e1e99,12d2ac24-9381-46f7-bfec-681c755748f3,c2,c3,3376,?,p2,
1769757168.7995229,CREATED,d6c7c3d3-389c-4645-886a-dc62c3c365a8,945a02fb-029f-446a-a967-06e2faec9fc4,c2,c3,27,?,?,surb={'id': '4a22f9b2-bd84-49c9-baca-2f59afc030df', 'route': ['p3', 'e10', 'i2', 'x2', 'p2', 'c2']}
1769757171.0779717,RECEIVED,426ae428-cdf3-40ed-b1b1-cf0e61e1229c,aac11d16-e6bb-4ca1-8c64-21bea8d298d8,c1,c2,27,p2,?,surb={'id': '0fd028d6-1b1e-486b-8b76-b27dd9a15c1b', 'route': ['p2', 'e12', 'i6', 'x8', 'p1', 'c1']}
1769757171.270372,SENT,3db82170-37f4-4736-a3d8-d3ae45e78e0d,38fb62a1-0136-449f-9817-9882780b1643,c2,c3,3365,?,p2,
1769757171.270512,CREATED,5485f2d4-c881-4c6c-8a75-5c047ebe946b,3713f70d-9195-4f3c-bee1-3acecba60f12,c2,c3,27,?,?,surb={'id': '15856431-f6c9-408f-b0d7-1474b7212423', 'route': ['p3', 'e2', 'i6', 'x5', 'p2', 'c2']}
1769757171.7597513,RECEIVED,40ad00ea-1df5-4449-b4be-d9ea43e92da9,cdb19242-e372-4865-b68f-15a88f7165ca,c1,c2,27,p2,?,surb={'id': '226232eb-febd-4c73-bf3d-18c05c59e156', 'route': ['p2', 'e1', 'i5', 'x4', 'p1', 'c1']}
1769757171.810859,SENT,efc172c8-4c7e-4846-990d-9836e6bbfe32,d3f91b00-fc9e-4d47-9728-7e21c177c283,c2,c3,3389,?,p2,
1769757171.810991,CREATED,8553f3e0-3f40-45d8-aadd-949a7e3c8353,78bb99d5-4c34-4e4f-9408-7ee3ab2ddf43,c2,c3,27,?,?,surb={'id': 'fb5db2fa-9678-4f8a-a897-361dc17705fb', 'route': ['p3', 'e5', 'i11', 'x2', 'p2', 'c2']}
1769757172.183916,SENT,bec57da3-cde7-4da9-b03a-c7e8d7a11617,b2b88356-91ca-44ab-b17d-24cfb058a139,c2,c3,3381,?,p2,
1769757172.184081,CREATED,743be441-308b-41b7-9ac8-cac0d07518e3,bd26a53a-7a99-4e88-9ccd-9cf841ffcc41,c2,c3,27,?,?,surb={'id': '15be155d-074d-490e-9079-0e9856ceee2b', 'route': ['p3', 'e3', 'i1', 'x3', 'p2', 'c2']}
1769757172.5166438,RECEIVED,50b1e9df-8b5e-4b7b-8dc6-f4c41750f0e5,3bc3d57e-e137-4366-9e72-d394b788a41b,c1,c2,27,p2,?,surb={'id': 'a35e02ea-f1b9-419e-8f09-607f204a7c34', 'route': ['p2', 'e3', 'i12', 'x9', 'p1', 'c1']}
1769757172.524314,SENT,ca191e9e-879e-4718-910d-ee5d6ce9506b,12978c6c-37d4-44e2-9c37-a5b09366c32b,c2,c3,3383,?,p2,
1769757172.524448,CREATED,a0852b8b-b13c-4876-90c9-bf4afccc5886,69944600-5b8d-47c8-a8f2-5c06f3d78bee,c2,c3,27,?,?,surb={'id': '396ffdfa-5771-4f36-8a51-b5eddbaedb4a', 'route': ['p3', 'e11', 'i5', 'x9', 'p2', 'c2']}
1769757172.579432,SENT,983792cb-d601-4207-8c09-420b59d21783,9515fe33-bef5-4e34-a1b5-1ed658e30a5f,c2,c3,3389,?,p2,
1769757172.5795672,CREATED,208b7421-dac6-404b-b41c-87b24296109b,44977235-989b-4f14-b9df-371953b66c33,c2,c3,27,?,?,surb={'id': 'a15b87cc-c524-4634-acfa-9c4fb2b7b2fa', 'route': ['p3', 'e1', 'i12', 'x10', 'p2', 'c2']}
1769757172.6954608,RECEIVED,4693f4f2-732c-47cd-a9ec-77dd53bac846,4b2fd907-cf3d-4805-8b08-4d9af557d4c7,c1,c2,27,p2,?,surb={'id': 'bb9edc6c-c289-4c59-adfc-7dff2bfad41d', 'route': ['p2', 'e12', 'i4', 'x8', 'p1', 'c1']}
1769757172.8147194,RECEIVED,2e95f137-1ad5-4d8f-aec0-ea4175948b48,0613caba-cf18-4aad-acb0-64d817c321ee,c1,c2,26,p2,?,surb={'id': '7512894e-3a31-4988-a23d-46cd293db491', 'route': ['p2', 'e7', 'i4', 'x6', 'p1', 'c1']}
1769757172.8328395,SENT,d8d88ae5-ae6c-4860-a283-290e2c1c9a4a,d2e92eef-b213-4297-b07b-53334790334c,c2,c3,3381,?,p2,
1769757172.83297,CREATED,2e0e0278-dd99-4906-9384-30a84ef2eee4,6193cda1-a07b-4eac-b8fd-b56cb78917f1,c2,c3,27,?,?,surb={'id': 'd0967527-1455-4009-bda6-e2510f787c9d', 'route': ['p3', 'e2', 'i4', 'x9', 'p2', 'c2']}
1769757172.9084566,RECEIVED,18a6af12-3131-4526-b797-4ea5ef4d8eb0,0a2e6794-df30-419a-86dc-f08029929480,c1,c2,27,p2,?,surb={'id': 'a7230d02-5575-4b82-9fd9-4e9f7900efcb', 'route': ['p2', 'e1', 'i1', 'x7', 'p1', 'c1']}
1769757173.0440936,SENT,6315ad1f-1bdc-4ed1-83c0-5e795ff05f1c,9ff13f2a-4be5-4a7d-ad3a-ec51fcfad580,c2,c3,3377,?,p2,
1769757173.0442684,CREATED,6243fe0b-2a96-460d-84f9-4efb3dd800c8,720b0163-fc6e-44fb-a701-a8afe7dfe446,c2,c3,26,?,?,surb={'id': '280d0905-fc62-4998-88f5-341e2fc4e670', 'route': ['p3', 'e2', 'i9', 'x10', 'p2', 'c2']}
1769757173.1328392,SENT,0d7c8e6d-9046-4b97-bac8-ba893249baf1,a55d4522-d9da-4db8-bc61-5772f3cc75d4,c2,c3,3360,?,p2,
1769757173.1329725,CREATED,43a8f351-c954-4fa0-80a5-4116d80e10f0,600c7bce-0f79-4cc9-b6a4-32d0593f4313,c2,c3,27,?,?,surb={'id': '197eb670-0d0e-4ca2-9f40-cb23bb30c898', 'route': ['p3', 'e12', 'i7', 'x1', 'p2', 'c2']}
1769757173.592553,SENT,f9b1a400-7141-472d-823a-f83007255dd1,1e19ece2-54b0-42ec-85ca-fbaffab633c4,c2,c3,3380,?,p2,
1769757173.5926876,CREATED,33c0b1e2-9c3e-4b86-9e40-14b06674c9c8,8a7e6b73-b94b-48fe-a190-0dbf9d3795b2,c2,c3,27,?,?,surb={'id': '995cf13c-4f0e-4d15-86ee-395c143381f9', 'route': ['p3', 'e12', 'i5', 'x6', 'p2', 'c2']}
1769757173.635926,SENT,7b64acee-e0df-4563-8cf3-67125913a061,1096159b-ae67-44bf-9af3-7191f6fae6c0,c2,c3,3376,?,p2,
1769757173.6367059,CREATED,87b18dbd-63e4-482b-9998-9e8b686210a9,2f17f0b9-3c4e-42c6-9e80-982bf267dd98,c2,c3,27,?,?,surb={'id': '544e6092-06fe-4056-91f6-118b00f606a0', 'route': ['p3', 'e5', 'i7', 'x9', 'p2', 'c2']}
1769757173.884914,SENT,5d4bf993-e57e-44aa-9984-7f82ff273910,a88d286d-d063-4f6d-a891-5fd695d74319,c2,c3,3384,?,p2,
1769757173.885068,CREATED,368fee92-56e4-4075-8f20-e9ce557637d2,8ca43a8c-0d68-4d65-a492-b889175c75fe,c2,c3,27,?,?,surb={'id': '206c6d14-4636-412e-aa80-5c04b4071556', 'route': ['p3', 'e8', 'i12', 'x11', 'p2', 'c2']}
1769757174.039094,RECEIVED,2dbadb1d-db46-4269-ac3a-db682922f3dd,3dd6b71c-049a-49d4-b155-c9251c178800,c1,c2,26,p2,?,surb={'id': 'f6853c54-a346-4fd7-839f-1d5b3163b521', 'route': ['p2', 'e10', 'i5', 'x4', 'p1', 'c1']}
1769757174.6848416,RECEIVED,60caada3-4c69-461e-8bc5-abcc050ef827,fcbbe602-f01a-4071-8fc0-288b373251c4,c1,c2,27,p2,?,surb={'id': '5b1ebd4f-03b7-4f7c-bfbf-afc9c4df2b39', 'route': ['p2', 'e9', 'i6', 'x11', 'p1', 'c1']}
1769757175.6073256,SENT,7ce13b3b-6ba3-4ede-85de-f3e99179c3d6,a7710fb1-57ad-4c23-ac88-a81d35ab5e29,c2,c3,3392,?,p2,
1769757175.6074595,CREATED,9916f34e-ae65-485d-a044-b05ea5a4e4f4,d836f480-1bd8-42b4-85ec-43ed7cd35824,c2,c3,27,?,?,surb={'id': '248b3d56-7e6c-4816-ae9d-087547629627', 'route': ['p3', 'e2', 'i1', 'x9', 'p2', 'c2']}
1769757175.8003104,RECEIVED,941f2103-7478-4a1c-93a0-1fce4da6eb07,3fc361d9-d29e-45d2-b099-217f4a2ea8cc,c1,c2,27,p2,?,surb={'id': '5bc8e3ea-8109-433b-af7c-272ad76fd375', 'route': ['p2', 'e12', 'i8', 'x4', 'p1', 'c1']}
1769757175.9541345,SENT,ab1f381c-712e-4c11-862d-23fd63f7589a,a68264e9-9493-4aa5-b310-20ea2b76cdbf,c2,c3,3377,?,p2,
1769757175.9542682,CREATED,96f0f4fc-4ed7-46d1-8759-bdae61de80bc,e4c84266-cdf8-4953-bbf0-13f28501b2d9,c2,c3,26,?,?,surb={'id': '83478300-a895-45b4-82c4-18b7ba5fc2dc', 'route': ['p3', 'e7', 'i6', 'x11', 'p2', 'c2']}
1769757175.9693122,RECEIVED,d2b349c4-d47d-400b-a9b8-84918d904b2c,c65a9d85-2d1a-4c88-9f65-65a719a44918,c1,c2,27,p2,?,surb={'id': '7b061681-448e-4a89-99b3-34d5f673c248', 'route': ['p2', 'e9', 'i12', 'x5', 'p1', 'c1']}
1769757176.0053115,SENT,3e0ca9d5-0069-4428-8ec5-6647fbde80af,785af131-2345-4b09-a04a-3ea585723002,c2,c3,3393,?,p2,
1769757176.005444,CREATED,43a0608f-4e58-437b-a907-7977a241e69e,73cee03f-7b8e-4ce4-b495-1eb9fe9ff767,c2,c3,27,?,?,surb={'id': 'e0d3a0c5-8334-4b1c-bc46-054750dab59b', 'route': ['p3', 'e4', 'i10', 'x6', 'p2', 'c2']}
1769757176.2015662,RECEIVED,e539f09b-3fbd-4d7e-a499-04a38a775ef4,30bfee4f-fe45-46be-b0d5-53ea28ee5d52,c1,c2,27,p2,?,surb={'id': 'c33ee64e-c61b-42ec-8519-033027824e37', 'route': ['p2', 'e5', 'i11', 'x5', 'p1', 'c1']}
1769757176.391949,RECEIVED,a35a1854-4d77-4f9c-9e35-219b217736c3,656e4abe-90c1-461a-8951-7a6d1e192b40,c1,c2,27,p2,?,surb={'id': '849d8ccd-b9e2-4676-a406-cfdaac524961', 'route': ['p2', 'e1', 'i5', 'x6', 'p1', 'c1']}
1769757176.4065168,SENT,ef1669a0-9f71-437a-9729-51570b767312,55c40ec1-4c16-4e58-99d1-8a70405985f5,c2,c3,3378,?,p2,
1769757176.406667,CREATED,ee30305c-7f08-4c52-af22-a44856abd90a,f75857c2-bcf5-4b9a-98b5-8c73b48f2b20,c2,c3,26,?,?,surb={'id': '4d78bb6a-6cbf-40ce-a6d6-f641d7645a17', 'route': ['p3', 'e7', 'i1', 'x2', 'p2', 'c2']}
1769757176.5972269,RECEIVED,d11f587a-50d1-43ef-9361-54e864dc4b64,6d791025-099d-4598-b88c-a9853f57f0a1,c1,c2,27,p2,?,surb={'id': '9752a8f1-1507-4b5d-b13e-9d6eb8733655', 'route': ['p2', 'e12', 'i12', 'x8', 'p1', 'c1']}
1769757177.3297403,RECEIVED,36783418-20e2-4309-b878-1ab5c7969212,bdebff4b-ba35-40e5-862f-860e2515765d,c1,c2,26,p2,?,surb={'id': '26b0b17b-3234-4696-9086-dedc12bec55a', 'route': ['p2', 'e12', 'i6', 'x6', 'p1', 'c1']}
1769757177.331179,SENT,c0a3d07e-579e-4340-b019-3684e908800e,331267bb-7b9d-4535-9f43-6944d084bbc5,c2,c3,3381,?,p2,
1769757177.3312979,CREATED,7f4ce4cb-5565-41d1-9e6b-58c377f399f5,35754753-c850-438f-870f-5b32524d5208,c2,c3,27,?,?,surb={'id': '6e084fbb-4c9d-4376-8625-fc858acc2d3c', 'route': ['p3', 'e6', 'i5', 'x2', 'p2', 'c2']}
1769757177.9127164,SENT,db80e694-7b83-4de1-b7b9-da3fb7f803af,37999922-14b9-48b8-bf74-faa0fa46a99b,c2,c3,3371,?,p2,
1769757177.9128668,CREATED,0b85125f-a627-4e26-a1ff-9325e50f3e91,519ef520-b4a4-4859-9041-3d53a7711dd3,c2,c3,27,?,?,surb={'id': 'dc4a3acd-6c39-46c2-9085-9a9fd39ca5d4', 'route': ['p3', 'e1', 'i3', 'x8', 'p2', 'c2']}
1769757178.1672263,SENT,226d2d1e-55ae-4137-a038-9a6d86f1e110,075a01e5-416b-4d3c-8ada-495804595979,c2,c3,3396,?,p2,
1769757178.1673758,CREATED,2525f4ee-47a7-490d-8000-149a3dcd5d2b,fa5fa789-35f1-42ba-8fe6-8572e6be5818,c2,c3,27,?,?,surb={'id': '4c54661b-2b74-486c-9a67-7c31ac998941', 'route': ['p3', 'e1', 'i5', 'x5', 'p2', 'c2']}
1769757178.179088,RECEIVED,c7220df0-0128-42ad-9be8-ec6ad3a52ce7,c2c911f6-8008-45c9-aad8-c4fb15d72360,c1,c2,27,p2,?,surb={'id': '0335bd89-0254-4850-bc17-3fe3c93c62da', 'route': ['p2', 'e11', 'i9', 'x10', 'p1', 'c1']}
1769757178.3622193,RECEIVED,f24c2c9e-9800-43e6-afb9-2493eeebafe4,44b3d178-5bb0-49ff-a148-f862eeb9e185,c1,c2,27,p2,?,surb={'id': '1665aa00-8d9a-46b1-aa18-3e5373e0e5c7', 'route': ['p2', 'e5', 'i1', 'x7', 'p1', 'c1']}
1769757178.3652983,SENT,7c9a8615-3f57-4cb2-914f-876f673b5ba1,7c1de0d5-b0de-4918-aedd-ca8ef85b4bce,c2,c3,3371,?,p2,
1769757178.365453,CREATED,722df986-51d6-441a-9258-1980a05c55da,fd236537-af83-40c6-b17b-3901876e49a8,c2,c3,27,?,?,surb={'id': '1a7750e7-638e-4e21-9e00-f652a55e02a4', 'route': ['p3', 'e2', 'i4', 'x8', 'p2', 'c2']}
1769757178.7761302,RECEIVED,e3f9c46e-4c35-45db-a11f-4c2424496be2,dc9e6b27-5117-433d-a90a-7ac1559074ad,c1,c2,27,p2,?,surb={'id': '973091a2-fc54-46ba-8a0c-ff1ec4bb0716', 'route': ['p2', 'e10', 'i3', 'x1', 'p1', 'c1']}
1769757178.803786,RECEIVED,12109070-b10f-464f-9ee7-63c6d05a9899,78674f4c-68e8-47b9-875e-28791400ba80,c1,c2,27,p2,?,surb={'id': '889a56c9-c59f-46ea-9369-dac044e7bcdd', 'route': ['p2', 'e7', 'i11', 'x1', 'p1', 'c1']}
1769757179.1082532,RECEIVED,b2e70aaa-e775-448d-9f14-30162cc4ef9a,894e8033-685f-435d-97cf-c74fb6788354,c1,c2,27,p2,?,surb={'id': '53ee5fe3-e961-419a-883b-a062b3389605', 'route': ['p2', 'e8', 'i6', 'x7', 'p1', 'c1']}
1769757179.5387,RECEIVED,5ae0c0c6-93fa-4836-a8ea-16f51a424af4,a9d0a777-734e-478e-b0c8-070df2c6ec5a,c1,c2,27,p2,?,surb={'id': '129ec4dc-9cfc-4b66-be23-a8f077cd5cde', 'route': ['p2', 'e2', 'i11', 'x9', 'p1', 'c1']}
1769757179.7888274,SENT,b730ef6e-61a3-4209-89b8-f97d4fa6839b,5cef37b0-95f7-4760-b691-ee45c7c0af7b,c2,c3,3387,?,p2,
1769757179.7889643,CREATED,aea80e83-8b32-4eae-ae33-fc76cc0aaf3b,cc5f3d29-42f0-47b6-9e97-bb75641a640a,c2,c3,27,?,?,surb={'id': '778c6cb9-cb9a-4675-85b3-d9edb174f883', 'route': ['p3', 'e1', 'i11', 'x5', 'p2', 'c2']}
1769757180.0299704,SENT,2c63b399-015f-414d-9c91-118be38dafa3,7bb9d142-e122-42df-ad1e-638e53e65a5b,c2,c3,3376,?,p2,
1769757180.0301504,CREATED,63f21163-e3ff-4dc8-80c9-9423ec123935,c1f6983f-0b9f-4474-804d-b095f72b8a6d,c2,c3,26,?,?,surb={'id': 'b7daf739-2e62-41c6-937d-c649e5cd83e2', 'route': ['p3', 'e8', 'i5', 'x7', 'p2', 'c2']}
1769757180.1010652,SENT,ecfb2786-7f49-4621-8444-0150a2067a49,164895de-36f9-4c83-8c77-c86618491ed5,c2,c3,3380,?,p2,
1769757180.101218,CREATED,c6a43835-f573-47ec-b917-f33a020ba410,3d9ac20d-32ca-4d4a-8669-a279a540f86e,c2,c3,27,?,?,surb={'id': 'adcf847f-c0f3-4ecf-a8e7-f857be373fbf', 'route': ['p3', 'e5', 'i9', 'x9', 'p2', 'c2']}
1769757180.2357671,SENT,fe4e2743-5e2c-4278-a9c5-443e406f92bf,0cb1f95e-5d1f-4b3a-b79a-0b1000ede354,c2,c3,3399,?,p2,
1769757180.2359154,CREATED,e2d259a7-550c-41c6-90b9-37471d4d6574,9190a721-91b5-4ec3-87ec-e842f96c24b8,c2,c3,27,?,?,surb={'id': 'a4129ad6-a0ff-4866-8bb4-81c149c38d02', 'route': ['p3', 'e12', 'i6', 'x10', 'p2', 'c2']}
1769757180.3445122,SENT,b9783721-5d78-427a-a0ec-0fdc5020b7e5,cfc11c88-76c3-4149-bfb7-660c33ce6120,c2,c3,3383,?,p2,
1769757180.3446622,CREATED,31c0cb59-618a-4f1c-b0b8-5ad096c72f3a,378c234b-1602-4e38-bf90-2806b9ffc036,c2,c3,27,?,?,surb={'id': '9c7d9630-1ee1-4ad3-b383-72cf3aa0ed6e', 'route': ['p3', 'e2', 'i9', 'x6', 'p2', 'c2']}
1769757180.5839365,SENT,210c639b-5e34-4de0-a3ab-65532cc76c3a,202e2695-698d-489b-aec1-41be086fcd9c,c2,c3,3379,?,p2,
1769757180.5840914,CREATED,543980cc-7cc7-47b0-96d0-5d92d8b18e59,81d3f5fa-f672-427a-bd8f-3b88bbdf6e72,c2,c3,27,?,?,surb={'id': '083c4ced-c1c6-4658-b34d-c249195a7012', 'route': ['p3', 'e12', 'i10', 'x2', 'p2', 'c2']}
1769757180.730238,RECEIVED,9501bc97-feab-4de7-97eb-ff68a3cab427,7f2413f6-ff87-4a36-a2c3-7aec0aed0b5e,c1,c2,27,p2,?,surb={'id': 'be8976f7-451f-4024-a65f-4beab724b3ec', 'route': ['p2', 'e2', 'i9', 'x7', 'p1', 'c1']}
1769757181.299438,RECEIVED,51b71b4a-cc9b-45eb-b78b-c574684d9061,6e347bea-e491-48ee-8f80-17b507a96e49,c1,c2,27,p2,?,surb={'id': 'c5cd3aaa-9871-46ed-a257-d6cfb0a4f30e', 'route': ['p2', 'e5', 'i6', 'x8', 'p1', 'c1']}
1769757181.5417237,RECEIVED,a3b67478-d1c6-43b2-88af-6ea6b971080b,9e6af99d-d2a0-4197-916b-156fdeee91c0,c1,c2,27,p2,?,surb={'id': '827639ae-ff99-4f8a-9661-2c48bd2e430f', 'route': ['p2', 'e4', 'i7', 'x10', 'p1', 'c1']}
1769757181.6420693,SENT,f4d73a26-43d8-45be-970d-1a53dc685500,efd4e003-afd5-4b73-966d-85c07194bfa1,c2,c3,3378,?,p2,
1769757181.6421738,CREATED,9ed40eeb-1ca7-4374-8a70-2c742b3b0c0f,a4d81f0c-e3c1-49d4-9c61-d5c603932a6c,c2,c3,26,?,?,surb={'id': '48550f29-fe4b-4d0e-83c5-7eff68cac17b', 'route': ['p3', 'e12', 'i1', 'x11', 'p2', 'c2']}
1769757181.688514,SENT,5b324135-a710-4968-b39b-8582fe34dc29,d614501a-d8e3-4c93-ac1e-5cf6ba41dd8f,c2,c3,3379,?,p2,
1769757181.6886148,CREATED,4e42fede-4a79-4d63-a9b3-a31a53ace611,9f77b24d-fedf-46b2-bedf-cfffe8923cbd,c2,c3,27,?,?,surb={'id': 'eeeb6efe-ad4f-4407-a1b1-c89a8d345b09', 'route': ['p3', 'e8', 'i11', 'x9', 'p2', 'c2']}
1769757181.7041845,RECEIVED,61dfe670-a23f-4f20-a431-12a850d79dd3,0a049830-be5d-400c-8995-5d6ff23fbff8,c1,c2,27,p2,?,surb={'id': 'fc51cb3e-aff4-4866-a750-a163d7408d56', 'route': ['p2', 'e9', 'i3', 'x5', 'p1', 'c1']}
1769757181.7085583,SENT,4b0ae472-f28c-49e7-a55b-4f8c44cfda09,8a61e42d-e652-490c-9304-07a6c5ddf452,c2,c3,3385,?,p2,
1769757181.7086635,CREATED,111afe06-a49d-4792-80d7-a25f5a143eab,8f793d40-799d-4065-80a7-96f464a25d5e,c2,c3,27,?,?,surb={'id': 'ffd7e223-5986-4292-a349-022f70bf3682', 'route': ['p3', 'e8', 'i4', 'x8', 'p2', 'c2']}
1769757181.742452,RECEIVED,f8916e31-d4e4-4451-8f5c-acb898c802ac,86cfdef4-4390-4c27-8435-02c0f1c199e7,c1,c2,26,p2,?,surb={'id': 'f2c3882c-3df4-4e23-844e-048e7291c145', 'route': ['p2', 'e9', 'i12', 'x8', 'p1', 'c1']}
1769757181.8278973,RECEIVED,0ce17d6d-95da-41e6-b38f-bf390d9cc97d,0ed5090b-2397-4842-9a45-62877a0dd515,c1,c2,27,p2,?,surb={'id': '2d721786-1a12-4824-99da-711cb9684e1e', 'route': ['p2', 'e9', 'i12', 'x10', 'p1', 'c1']}
1769757181.8427422,RECEIVED,b1b1b579-c37d-4f1a-9047-32e3d69549eb,52035734-06fa-424a-93f7-eb1c87e9abd9,c1,c2,27,p2,?,surb={'id': '456404de-030e-451b-8ee6-f07bafaf1cbb', 'route': ['p2', 'e6', 'i9', 'x3', 'p1', 'c1']}
1769757182.3841379,SENT,a78c6478-29cc-4a03-8ed6-a1104e09e2da,0fef8434-3b72-450b-b494-42119277b495,c2,c3,3372,?,p2,
1769757182.384301,CREATED,e1dd470b-0d05-4008-9413-1e117a96b0de,6787bca1-0c3a-4927-af5f-046bfb05b0ab,c2,c3,27,?,?,surb={'id': '52ea3851-4b2b-423a-a590-816695f3f4a7', 'route': ['p3', 'e7', 'i9', 'x4', 'p2', 'c2']}
1769757182.5174842,RECEIVED,1ee2e6cf-ecda-4916-8fc2-e16b5fb3f285,d322c870-6a06-40a9-a7a2-65a2b44dca98,c1,c2,27,p2,?,surb={'id': '1ac073a3-87c5-4591-9811-15e4fdde29ac', 'route': ['p2', 'e5', 'i12', 'x5', 'p1', 'c1']}
1769757182.5523853,RECEIVED,f4727490-9b78-40e0-989f-753d59dcd4d6,c080b7e4-1734-4a4b-b13f-685883c262fe,c1,c2,27,p2,?,surb={'id': '5629a197-bc94-47e8-ac69-0eb093295a30', 'route': ['p2', 'e7', 'i12', 'x3', 'p1', 'c1']}
1769757182.6151304,RECEIVED,a8e22ee1-0815-414a-87db-2705e147343e,0cb1fac8-a7ae-40fe-9445-0d11711dc6d8,c1,c2,26,p2,?,surb={'id': 'fb144e2c-3503-46d8-8ec8-9e17a2df19e7', 'route': ['p2', 'e12', 'i7', 'x3', 'p1', 'c1']}
1769757182.7048078,SENT,c72acb5f-35de-4db9-9bcc-271ca9147bf9,b604301e-5a27-4d0d-b877-8d54320325af,c2,c3,3400,?,p2,
1769757182.7049506,CREATED,276b7ea1-b119-4599-a336-80e1e3c6c5a7,60b1b666-f08e-4ff5-93c0-bf5fecc9686b,c2,c3,27,?,?,surb={'id': 'c22b95fd-87a7-4696-bc7f-2bbeccc0902b', 'route': ['p3', 'e12', 'i8', 'x6', 'p2', 'c2']}
1769757182.766391,SENT,e958e9c8-5c63-4e6b-924a-9a5ebcff37eb,ba600c17-c735-4b23-bde5-a890957a22e7,c2,c3,3401,?,p2,
1769757182.7665362,CREATED,26fdbcd8-f438-4dbe-a613-45dd586ff73d,72ef6618-f77f-425d-90ad-a20fb92dd0fe,c2,c3,27,?,?,surb={'id': '67dfb8fa-d3a6-4c96-94c3-f0c98faed010', 'route': ['p3', 'e4', 'i4', 'x12', 'p2', 'c2']}
