timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769468497.4322782,SENT,d4fdbbc0-1b12-4915-b2e4-ef7469d66626,1348c09f-b485-4ae8-8efe-7ac5440c7568,c3,c1,3359,?,p3,
1769468497.432389,CREATED,fdba35a3-d491-44df-b937-e75bf188fd86,d1c6944e-a927-4943-9932-8298f5418d02,c3,c1,26,?,?,surb={'id': 'a3801194-7a73-417f-a7bb-ec8f38ecc916', 'route': ['p1', 'e12', 'i9', 'x4', 'p3', 'c3']}
1769468497.4706054,RECEIVED,17db2e7f-6d19-49a0-9fc6-61be971b5f01,9a441d41-3930-4a18-93fc-4be323e11955,c4,c3,26,p3,?,surb={'id': 'bb451112-5905-4701-8b2e-270fe5d8241a', 'route': ['p3', 'e4', 'i5', 'x9', 'p1', 'c4']}
1769468497.5522993,SENT,21503da1-ce2d-463f-879c-2f665124b572,a07b22a5-7878-49c4-9e0a-2ebce4dbdb4d,c3,c1,3393,?,p3,
1769468497.5523822,CREATED,92bd7a70-3028-4346-8cfb-d61addff4379,8fe8a983-cbfe-40c1-ad9d-dd76d8917650,c3,c1,27,?,?,surb={'id': '35dbd40e-8687-4f5b-b444-fea947a18b3e', 'route': ['p1', 'e8', 'i11', 'x2', 'p3', 'c3']}
1769468497.5732849,RECEIVED,6deab650-4ef0-470e-9a99-f353e6bd857a,1ea081d1-d4ec-4857-adae-fd6098169db3,c4,c3,26,p3,?,surb={'id': '81e93052-b8ff-4260-995c-d7309435e964', 'route': ['p3', 'e2', 'i4', 'x12', 'p1', 'c4']}
1769468497.5772128,RECEIVED,cbfef4c5-91cc-4324-8fea-85aee3c85bef,1ea081d1-d4ec-4857-adae-fd6098169db3,c4,c3,26,p3,?,surb={'id': '81e93052-b8ff-4260-995c-d7309435e964', 'route': ['p3', 'e2', 'i4', 'x12', 'p1', 'c4']}
1769468497.768759,SENT,fd3cc27a-6e70-490d-b792-27df82b3ec62,4b78d1ed-f2f9-46be-ae04-996de4fdf3f7,c3,c1,3399,?,p3,
1769468497.7688415,CREATED,75b25708-7010-4c10-b0be-a1dafc24f3fa,8fe8a983-cbfe-40c1-ad9d-dd76d8917650,c3,c1,27,?,?,surb={'id': '35dbd40e-8687-4f5b-b444-fea947a18b3e', 'route': ['p1', 'e8', 'i11', 'x2', 'p3', 'c3']}
1769468497.865589,SENT,24752357-d2e2-42d5-b3f5-5c3fb8eaf577,becbb87d-460b-423e-9fa4-640e4b9684f8,c3,c1,3396,?,p3,
1769468497.8656716,CREATED,8c737491-f543-4240-929a-1293d8803251,1c08bee1-1e5a-405b-898a-d54a5a086eed,c3,c1,27,?,?,surb={'id': '4f9073cb-7f90-479a-9eb9-be750e8f28e5', 'route': ['p1', 'e5', 'i1', 'x11', 'p3', 'c3']}
1769468497.9421384,SENT,cb6a81c1-935e-4aca-ab47-7128910a6c23,e72c3857-eda3-4a0f-a950-5c1072ea48a2,c3,c1,3397,?,p3,
1769468497.9422922,CREATED,a28f363b-a294-46ec-bee4-4143b925d92c,1c08bee1-1e5a-405b-898a-d54a5a086eed,c3,c1,27,?,?,surb={'id': '4f9073cb-7f90-479a-9eb9-be750e8f28e5', 'route': ['p1', 'e5', 'i1', 'x11', 'p3', 'c3']}
1769468498.2961981,RECEIVED,c0b9110e-159c-46d0-a9d4-199520d3ccd2,67786914-ee8c-4272-be1e-1db3bb99fe64,c4,c3,27,p3,?,surb={'id': '8a3a6a4f-4dd4-4bc1-b244-24464ef603da', 'route': ['p3', 'e7', 'i2', 'x2', 'p1', 'c4']}
1769468498.377691,RECEIVED,5b4d4148-6703-4b38-b429-7a403aa30d8d,3e0fea3a-74ad-422a-9e79-65917ff76586,c4,c3,27,p3,?,surb={'id': '526d80ed-ec97-4723-9a0d-6a9cc820dfb3', 'route': ['p3', 'e10', 'i8', 'x12', 'p1', 'c4']}
1769468498.493043,RECEIVED,c956d07b-7f10-4dcb-b26f-29b27b188a62,a729019d-8ae2-40ab-aa26-3f47f38c7b9b,c4,c3,26,p3,?,surb={'id': 'd1b86087-bfa8-4d3c-8631-bb288a793345', 'route': ['p3', 'e10', 'i11', 'x10', 'p1', 'c4']}
1769468498.568938,RECEIVED,caea2c9b-3f64-40b3-a67c-7c181901aac7,3e0fea3a-74ad-422a-9e79-65917ff76586,c4,c3,27,p3,?,surb={'id': '526d80ed-ec97-4723-9a0d-6a9cc820dfb3', 'route': ['p3', 'e10', 'i8', 'x12', 'p1', 'c4']}
1769468498.7718098,RECEIVED,ed92ae9f-5145-4961-a2eb-c30f2a87c1a1,63ba0084-14f5-444d-8eca-51060daca398,c4,c3,27,p3,?,surb={'id': '18a7d3ed-4b33-4442-8313-5a503b0d0e61', 'route': ['p3', 'e3', 'i4', 'x2', 'p1', 'c4']}
1769468498.7830384,RECEIVED,ac080df0-d983-45fc-ad67-eb6defd9e040,63ba0084-14f5-444d-8eca-51060daca398,c4,c3,27,p3,?,surb={'id': '18a7d3ed-4b33-4442-8313-5a503b0d0e61', 'route': ['p3', 'e3', 'i4', 'x2', 'p1', 'c4']}
1769468498.7929947,SENT,6bd79bb1-2443-49b7-b986-b17b2257877b,7a51d23c-a581-4e10-bd17-3ebe3e897fbf,c3,c1,3377,?,p3,
1769468498.793084,CREATED,bc35b04f-ccc3-4b6a-867d-ae2ace7bfe1c,313acb5b-87b8-429d-b197-0c35a3ef8787,c3,c1,27,?,?,surb={'id': 'ee499764-25c9-4243-aec3-437a9f66a9fe', 'route': ['p1', 'e4', 'i9', 'x5', 'p3', 'c3']}
1769468498.8626528,RECEIVED,c835a214-cdb7-4fed-a2a5-1183017c6239,254bea86-a0c2-4f39-bc4c-f6ef41e06722,c4,c3,27,p3,?,surb={'id': 'abf60e87-a5f4-4690-aea8-904ee1cf71b2', 'route': ['p3', 'e1', 'i12', 'x4', 'p1', 'c4']}
1769468499.018941,SENT,95536aa4-4bbd-4182-af55-1e68dee842f7,e7a2e141-a31a-4a54-8df4-64726855852f,c3,c1,3363,?,p3,
1769468499.0191345,CREATED,120707ee-3e96-466d-bef5-4d59114e1676,313acb5b-87b8-429d-b197-0c35a3ef8787,c3,c1,27,?,?,surb={'id': 'ee499764-25c9-4243-aec3-437a9f66a9fe', 'route': ['p1', 'e4', 'i9', 'x5', 'p3', 'c3']}
1769468499.2214453,RECEIVED,2af5c6a1-b4db-4de8-beb9-80fc4a3b1094,5143c834-5ccb-45dc-b185-df76900890b1,c4,c3,27,p3,?,surb={'id': '72558208-a51e-40dc-b8f5-b96e1f99a6b5', 'route': ['p3', 'e2', 'i6', 'x12', 'p1', 'c4']}
1769468499.3601975,SENT,ba693bf7-da3b-49e9-9b92-0309b0831adc,85e35b18-2f53-4597-9e63-98ca0dbf9002,c3,c1,3392,?,p3,
1769468499.3603506,CREATED,25a29254-e957-44f5-a1c7-56acc1bb7102,71013d78-c74c-4f70-8b8e-65f0e4f0e483,c3,c1,27,?,?,surb={'id': '69cb6835-73dd-459b-ade0-027e03b37e1a', 'route': ['p1', 'e5', 'i9', 'x6', 'p3', 'c3']}
1769468499.458729,SENT,d8ca99cb-8132-4b27-bda3-4aef3f5b06ab,259fa2a3-4123-41a0-9ce8-0b523a086d1f,c3,c1,3359,?,p3,
1769468499.4591157,CREATED,611d7acf-7fc4-4146-afa4-b887d1edaa68,71013d78-c74c-4f70-8b8e-65f0e4f0e483,c3,c1,27,?,?,surb={'id': '69cb6835-73dd-459b-ade0-027e03b37e1a', 'route': ['p1', 'e5', 'i9', 'x6', 'p3', 'c3']}
1769468499.6728919,RECEIVED,9b28428f-0d3b-43c1-b45d-8ae2da26de68,e5a374a3-f6d8-4e4a-955d-75884a88d416,c4,c3,27,p3,?,surb={'id': 'f953865a-dbb6-4bb1-bae1-441455631d22', 'route': ['p3', 'e2', 'i8', 'x9', 'p1', 'c4']}
1769468499.8842528,SENT,9dbedbd5-1b73-4f3d-b5f7-4abe20521fc1,d9862b18-9c52-436e-a74d-067675fa1077,c3,c1,3360,?,p3,
1769468499.8856878,CREATED,aa393358-561c-4618-816f-3e5cce468555,c7468eb9-1307-468f-9d47-4c517d612d84,c3,c1,27,?,?,surb={'id': '681ede22-1294-4159-8093-977ee08e164f', 'route': ['p1', 'e8', 'i7', 'x9', 'p3', 'c3']}
1769468500.231193,RECEIVED,a540de0d-f8b1-4b04-89cb-697f259099ef,e5a374a3-f6d8-4e4a-955d-75884a88d416,c4,c3,27,p3,?,surb={'id': 'f953865a-dbb6-4bb1-bae1-441455631d22', 'route': ['p3', 'e2', 'i8', 'x9', 'p1', 'c4']}
1769468500.396396,SENT,55637c23-f03a-41d1-bdde-6a135d928dc2,76214225-6306-4a31-995e-d21e5edcb5bc,c3,c1,3381,?,p3,
1769468500.3965607,CREATED,2afd8bfe-f3d1-4ef4-9fa7-85e6d024ee6c,c7468eb9-1307-468f-9d47-4c517d612d84,c3,c1,27,?,?,surb={'id': '681ede22-1294-4159-8093-977ee08e164f', 'route': ['p1', 'e8', 'i7', 'x9', 'p3', 'c3']}
1769468501.0021248,RECEIVED,308ed3e4-ed7e-4e88-a840-06ab7ff3d085,67786914-ee8c-4272-be1e-1db3bb99fe64,c4,c3,27,p3,?,surb={'id': '8a3a6a4f-4dd4-4bc1-b244-24464ef603da', 'route': ['p3', 'e7', 'i2', 'x2', 'p1', 'c4']}
1769468501.5445719,RECEIVED,b8e8d4e1-f550-47a0-a6ce-38123cee5540,42435c76-f11e-4bd2-8855-fa2d076d09b9,c4,c3,27,p3,?,surb={'id': 'c84825be-d9ea-46db-890f-f4f9b8d98ef4', 'route': ['p3', 'e6', 'i4', 'x7', 'p1', 'c4']}
1769468501.8399856,RECEIVED,e02d5587-e61b-4419-a0f3-fdf998e955c8,a73c4536-da70-4bf0-9b45-8c1951c7fd88,c4,c3,27,p3,?,surb={'id': '2f61810a-821b-4f47-9bf1-903ef876ddc2', 'route': ['p3', 'e5', 'i5', 'x12', 'p1', 'c4']}
1769468501.848119,SENT,70badd1e-b31e-429b-bf42-81f9c4386f8d,30d858a9-7d26-4f38-89d6-6d300b4d0fed,c3,c1,3384,?,p3,
1769468501.8482723,CREATED,25c28686-15da-42df-a378-e416e1ca776a,fa1a4e9f-6d52-4f59-974e-9c4cb5b921df,c3,c1,27,?,?,surb={'id': '5bbfcc19-bc97-4a5d-a050-56045f5c37f8', 'route': ['p1', 'e9', 'i2', 'x6', 'p3', 'c3']}
1769468501.8681045,RECEIVED,32927379-07d1-41ca-bfef-c1463f6df1ed,a73c4536-da70-4bf0-9b45-8c1951c7fd88,c4,c3,27,p3,?,surb={'id': '2f61810a-821b-4f47-9bf1-903ef876ddc2', 'route': ['p3', 'e5', 'i5', 'x12', 'p1', 'c4']}
1769468501.8799684,SENT,505d7288-306f-45fb-901c-052bd0cac37c,1fc7381e-58bb-4b81-ba18-baf989c0bf7f,c3,c1,3385,?,p3,
1769468501.8801696,CREATED,01d40258-40d5-4cdf-85c3-f424aa88b20f,fa1a4e9f-6d52-4f59-974e-9c4cb5b921df,c3,c1,27,?,?,surb={'id': '5bbfcc19-bc97-4a5d-a050-56045f5c37f8', 'route': ['p1', 'e9', 'i2', 'x6', 'p3', 'c3']}
1769468502.1186805,SENT,7c39e246-f5ca-4db8-a263-671d7a948254,d264d2c3-3a89-4323-8211-5fe732d0703c,c3,c1,3372,?,p3,
1769468502.11883,CREATED,6f846ff0-9dd1-4d2c-9350-c60c4b047dd6,b1b845ab-3fc3-4daa-b5be-c2e250e8ed5b,c3,c1,27,?,?,surb={'id': 'fd8f0b65-90e1-49a4-bf5f-92a913ae7e6c', 'route': ['p1', 'e2', 'i9', 'x9', 'p3', 'c3']}
1769468502.1849523,SENT,146af000-0f93-45be-b0c4-fd89db13f3ab,1ff12ea3-44c4-4a53-a816-377fc8866184,c3,c1,3393,?,p3,
1769468502.1850777,CREATED,a1fd23b6-9dc1-4dae-b667-07e05c3470b3,b1b845ab-3fc3-4daa-b5be-c2e250e8ed5b,c3,c1,27,?,?,surb={'id': 'fd8f0b65-90e1-49a4-bf5f-92a913ae7e6c', 'route': ['p1', 'e2', 'i9', 'x9', 'p3', 'c3']}
1769468502.2373435,RECEIVED,432bc429-540f-4b43-aecd-4deb88d25a9f,5d1e780e-c8b5-4c96-88c4-b4867135b5a7,c4,c3,27,p3,?,surb={'id': 'fbc7988e-4439-412f-9fbc-ac3f4922508a', 'route': ['p3', 'e2', 'i1', 'x3', 'p1', 'c4']}
1769468502.2476025,RECEIVED,d5889522-e1b5-490f-9755-019d00d604e4,ee31a3fa-b8ce-4c80-89d9-fe55691e6bbe,c4,c3,27,p3,?,surb={'id': '1e4bf752-3160-406d-9c7a-0108f3083f42', 'route': ['p3', 'e3', 'i1', 'x1', 'p1', 'c4']}
1769468502.4536378,RECEIVED,324c7d89-e081-414a-89e3-e17fb23d369d,ee31a3fa-b8ce-4c80-89d9-fe55691e6bbe,c4,c3,27,p3,?,surb={'id': '1e4bf752-3160-406d-9c7a-0108f3083f42', 'route': ['p3', 'e3', 'i1', 'x1', 'p1', 'c4']}
1769468502.5447795,SENT,5408262e-9c89-4bd7-9a0c-8e3de2f8904c,6af3b0b9-d0af-4400-9807-f12e3367c05f,c3,c1,3384,?,p3,
1769468502.5449417,CREATED,64675de4-7c41-4bc8-896d-a3eb2048b497,823fb176-7b4e-4ba4-8e19-6d504fbc5d38,c3,c1,27,?,?,surb={'id': '0ef61554-fb3c-4757-838b-ceb46afbc291', 'route': ['p1', 'e12', 'i10', 'x12', 'p3', 'c3']}
1769468502.7737198,SENT,e6e56777-e80a-441c-abf5-e76afefd2896,c7c2ff61-47cb-4468-94c5-70aa7c380f1a,c3,c1,3391,?,p3,
1769468502.7738206,CREATED,59ea4460-3fcd-43ae-b3d4-809ee01d397f,823fb176-7b4e-4ba4-8e19-6d504fbc5d38,c3,c1,27,?,?,surb={'id': '0ef61554-fb3c-4757-838b-ceb46afbc291', 'route': ['p1', 'e12', 'i10', 'x12', 'p3', 'c3']}
1769468502.785555,RECEIVED,df410242-09c9-4d92-8910-6e3f6131abfa,5d1e780e-c8b5-4c96-88c4-b4867135b5a7,c4,c3,27,p3,?,surb={'id': 'fbc7988e-4439-412f-9fbc-ac3f4922508a', 'route': ['p3', 'e2', 'i1', 'x3', 'p1', 'c4']}
1769468502.8699281,RECEIVED,b0b57f89-7b63-4bcc-9b35-37dd3dd73ae6,6151bb87-840f-464f-8f7d-71ec84cc54be,c4,c3,26,p3,?,surb={'id': '0508df20-7d1c-4a8f-b089-1291c21ef827', 'route': ['p3', 'e11', 'i6', 'x3', 'p1', 'c4']}
1769468503.686238,RECEIVED,f51c60d1-91b1-4aae-817d-ea55bc264fea,6151bb87-840f-464f-8f7d-71ec84cc54be,c4,c3,26,p3,?,surb={'id': '0508df20-7d1c-4a8f-b089-1291c21ef827', 'route': ['p3', 'e11', 'i6', 'x3', 'p1', 'c4']}
1769468503.773855,SENT,944f8429-e5e8-4c65-8708-531d867b0fe9,0ed5d0c5-723b-459e-9fcc-4564dd625e14,c3,c1,3375,?,p3,
1769468503.7745736,CREATED,8d82c486-6547-4764-aa64-2cc0e6c129bb,f9763c28-a08a-4272-8ecf-c14a711e2838,c3,c1,27,?,?,surb={'id': 'a529e511-834e-4f9c-862b-bde8c5662475', 'route': ['p1', 'e1', 'i7', 'x10', 'p3', 'c3']}
1769468503.9595125,SENT,8c1a500f-4860-4ae9-ad38-f144986dcf03,950980fe-86a5-440b-8789-61564f5435f4,c3,c1,3392,?,p3,
1769468503.9596465,CREATED,2783338a-e960-4265-8cf3-d020e562d544,f9763c28-a08a-4272-8ecf-c14a711e2838,c3,c1,27,?,?,surb={'id': 'a529e511-834e-4f9c-862b-bde8c5662475', 'route': ['p1', 'e1', 'i7', 'x10', 'p3', 'c3']}
1769468504.0302157,SENT,86206a88-bf95-4c17-8284-fbd14b8ffb3c,5ff92d87-2eca-4324-8c12-0715d7603d2e,c3,c1,3360,?,p3,
1769468504.0303519,CREATED,2868bece-f2ff-4317-87fb-0487cf3fcac7,89647b0f-5320-4d0b-b9c5-303133bae326,c3,c1,27,?,?,surb={'id': '6f1a01e5-c26a-4ac3-aa12-7f19342fb114', 'route': ['p1', 'e7', 'i4', 'x8', 'p3', 'c3']}
1769468504.0431983,SENT,ad3b5d05-a26d-4878-bc59-d513b4b35a48,f2f1faaa-499a-4e89-8e03-b750c59ec4fd,c3,c1,3390,?,p3,
1769468504.0433328,CREATED,57b60b4c-8e41-4cf5-a44a-1f635fb40e1f,89647b0f-5320-4d0b-b9c5-303133bae326,c3,c1,27,?,?,surb={'id': '6f1a01e5-c26a-4ac3-aa12-7f19342fb114', 'route': ['p1', 'e7', 'i4', 'x8', 'p3', 'c3']}
1769468504.1485987,RECEIVED,a1140e31-5379-4949-9098-6f7f7dcd998e,23416af1-13f5-493a-a6c1-c4a8be3831fb,c4,c3,27,p3,?,surb={'id': '83a7808b-bc17-4435-b8b5-3a5bfa80ed2b', 'route': ['p3', 'e3', 'i6', 'x6', 'p1', 'c4']}
1769468504.6527858,SENT,dd0b2664-71c0-4207-a505-0b20878614ea,fafc7b51-442e-4267-b8d4-9264d1a5c404,c3,c1,3384,?,p3,
1769468504.6529243,CREATED,ebb1589d-8f4b-4c4f-92ca-97140fdbb882,4af29aef-c1e1-43ba-ab23-a42e5997735a,c3,c1,26,?,?,surb={'id': 'c563a795-de76-4b4d-b50d-fcd13b8e07a1', 'route': ['p1', 'e3', 'i6', 'x5', 'p3', 'c3']}
1769468505.0137718,SENT,8eac5c2f-fbcd-499d-89ca-5a2906a83b0f,d4699e43-219f-45ed-b57e-9a220e03d215,c3,c1,3359,?,p3,
1769468505.013906,CREATED,43b61584-4f3d-47bb-8b7c-0da4bc02c3ac,4af29aef-c1e1-43ba-ab23-a42e5997735a,c3,c1,26,?,?,surb={'id': 'c563a795-de76-4b4d-b50d-fcd13b8e07a1', 'route': ['p1', 'e3', 'i6', 'x5', 'p3', 'c3']}
1769468505.0209463,SENT,75846851-6418-4940-a349-013c636a22cf,adb6ae70-b88b-4d5b-8efd-b9dca8780727,c3,c1,3358,?,p3,
1769468505.0211122,CREATED,8ee75a56-f57e-4456-816d-362183330ced,fef8fe63-5a7c-449d-9a6f-f767b9c0f347,c3,c1,26,?,?,surb={'id': 'f85240ac-719f-4d33-9d00-7bb99a7b863f', 'route': ['p1', 'e3', 'i5', 'x10', 'p3', 'c3']}
1769468505.4327686,RECEIVED,dd5363ef-1d33-4957-b334-d73dfde477ef,911bc7df-3443-4e48-b383-06997b0fa53c,c4,c3,27,p3,?,surb={'id': '14ac74e8-f57e-4424-886e-6ad544ec745c', 'route': ['p3', 'e7', 'i6', 'x7', 'p1', 'c4']}
1769468505.535873,RECEIVED,8e35503e-98db-4c4c-adc1-6c9cb812f51f,afc94370-631a-4a7e-9df6-e222b70c6ff7,c4,c3,26,p3,?,surb={'id': '9168e886-9741-4cef-b9d5-c678b11459fd', 'route': ['p3', 'e3', 'i10', 'x10', 'p1', 'c4']}
1769468505.7111363,SENT,99e4a0a2-5cfc-455e-a2d6-8a92ef137f17,2f8e92cf-7e6f-4450-9acd-dfa39f911cfb,c3,c1,3376,?,p3,
1769468505.7112756,CREATED,8b1f18ac-4dde-4a9f-b979-baf7df9725dd,fef8fe63-5a7c-449d-9a6f-f767b9c0f347,c3,c1,26,?,?,surb={'id': 'f85240ac-719f-4d33-9d00-7bb99a7b863f', 'route': ['p1', 'e3', 'i5', 'x10', 'p3', 'c3']}
1769468505.7438817,SENT,15f8211b-49b3-454d-a02c-fffc4702fbc6,fcefa026-2e42-43e9-a88e-414adf0ec719,c3,c1,3376,?,p3,
1769468505.7440164,CREATED,cb8de1e9-344c-4737-8a9a-2624a9d56a0a,9dbd7c9d-24c1-4a66-bb0b-0421fc828766,c3,c1,27,?,?,surb={'id': 'f89b2c08-692e-410a-95ec-f9457cb7ee2e', 'route': ['p1', 'e6', 'i2', 'x1', 'p3', 'c3']}
1769468505.841952,SENT,ca2f283e-eac6-49aa-8696-dabd2895cdf3,4b679556-0b60-4dd7-bb22-6426c839958b,c3,c1,3364,?,p3,
1769468505.8422148,CREATED,f33b3dbf-05f3-4784-943e-3bacefafa498,9dbd7c9d-24c1-4a66-bb0b-0421fc828766,c3,c1,27,?,?,surb={'id': 'f89b2c08-692e-410a-95ec-f9457cb7ee2e', 'route': ['p1', 'e6', 'i2', 'x1', 'p3', 'c3']}
1769468505.9287052,SENT,fceb983f-e2e7-4a4d-b641-3e32c3987888,f7fd9962-b65c-4c05-8e8b-cfe4df57389d,c3,c1,3400,?,p3,
1769468505.9288933,CREATED,5758e298-faf9-4280-b3fd-3229a6f80928,556fd609-d2ee-4158-adaf-d587a2f10e1e,c3,c1,27,?,?,surb={'id': 'a4e3473d-c072-4282-aec2-debe248c750a', 'route': ['p1', 'e1', 'i5', 'x10', 'p3', 'c3']}
1769468506.2530077,SENT,a542cb8f-0741-4455-bfc9-015fa4a0c4d4,09189aa9-6459-4fa3-bd11-762532f7ef32,c3,c1,3392,?,p3,
1769468506.2539036,CREATED,c623f758-22f8-4465-9b97-9647c55078cb,556fd609-d2ee-4158-adaf-d587a2f10e1e,c3,c1,27,?,?,surb={'id': 'a4e3473d-c072-4282-aec2-debe248c750a', 'route': ['p1', 'e1', 'i5', 'x10', 'p3', 'c3']}
1769468506.5753436,SENT,71042180-b902-4b90-b661-024064fd5432,d43762bc-fb3e-41e8-8c2e-ba3d9d7a88c2,c3,c1,3379,?,p3,
1769468506.5754793,CREATED,eee49735-9fe6-4b49-a2d0-5e82e89672b0,18c60ddf-7f74-4c5a-a07b-da1ae531e852,c3,c1,27,?,?,surb={'id': '75373365-c262-4d98-b584-dac58cb1db5c', 'route': ['p1', 'e9', 'i4', 'x4', 'p3', 'c3']}
1769468506.9483647,SENT,ac5c2670-3c1a-4ed3-b4f5-5ed4798fa94f,0157ad2b-7c9c-4dea-9c09-c674d886dd62,c3,c1,3359,?,p3,
1769468506.9484487,CREATED,c741c446-c09c-4d4e-91e8-58aecf14b635,18c60ddf-7f74-4c5a-a07b-da1ae531e852,c3,c1,27,?,?,surb={'id': '75373365-c262-4d98-b584-dac58cb1db5c', 'route': ['p1', 'e9', 'i4', 'x4', 'p3', 'c3']}
1769468507.0600388,SENT,8a747c0b-c412-43b2-b0d7-b11c5ea8d453,e5d589c2-0e23-409e-8a2e-92b8f9f8266b,c3,c1,3375,?,p3,
1769468507.0601473,CREATED,622bb2ea-af29-449b-83d1-eb04a202a40e,15ce476c-78f7-4cf8-81ff-a120de30210a,c3,c1,27,?,?,surb={'id': 'a44748fd-9a06-4914-b515-b7965f728b1c', 'route': ['p1', 'e9', 'i6', 'x6', 'p3', 'c3']}
1769468507.0846784,RECEIVED,fa8e29ec-fbf1-4ea6-8d94-a88e6b9d9307,23416af1-13f5-493a-a6c1-c4a8be3831fb,c4,c3,27,p3,?,surb={'id': '83a7808b-bc17-4435-b8b5-3a5bfa80ed2b', 'route': ['p3', 'e3', 'i6', 'x6', 'p1', 'c4']}
1769468507.1435351,SENT,80ac11ba-2180-4c1a-82c2-7d1315ac4cd5,433b586e-b770-4f6c-a749-3036d9346bf3,c3,c1,3360,?,p3,
1769468507.1436179,CREATED,214bdaf9-77d0-4953-854a-94af69cb7365,15ce476c-78f7-4cf8-81ff-a120de30210a,c3,c1,27,?,?,surb={'id': 'a44748fd-9a06-4914-b515-b7965f728b1c', 'route': ['p1', 'e9', 'i6', 'x6', 'p3', 'c3']}
1769468507.2137969,SENT,b5359e33-e601-4e84-ab90-c0ad2628342a,91633637-6bbc-4337-b802-aa715d4db0bb,c3,c1,3372,?,p3,
1769468507.2139344,CREATED,f288bf51-e7ab-4327-bc1f-322496ef1f88,c81093d9-dbb1-4383-9ad9-9a84ac101a34,c3,c1,27,?,?,surb={'id': '7092cf73-a256-48f7-bf06-f0054ac93bc9', 'route': ['p1', 'e6', 'i2', 'x5', 'p3', 'c3']}
1769468507.7978117,RECEIVED,c5cd4d36-4445-470b-8a0a-ccd7e0e191f5,afc94370-631a-4a7e-9df6-e222b70c6ff7,c4,c3,26,p3,?,surb={'id': '9168e886-9741-4cef-b9d5-c678b11459fd', 'route': ['p3', 'e3', 'i10', 'x10', 'p1', 'c4']}
1769468507.8662019,RECEIVED,0c6e1a7f-b928-4d9e-98a6-ee9f0da43144,462253ad-4078-4ca5-acaf-ce9ce5104439,c4,c3,26,p3,?,surb={'id': 'e6ed6aea-3e0b-4bd7-88d0-a6d3d5a9dbd0', 'route': ['p3', 'e12', 'i2', 'x10', 'p1', 'c4']}
1769468507.9772825,SENT,bd77f671-c2a3-4fee-a558-36cafca50455,ce969783-3d7d-451f-9b1e-6aff6eb8a3bc,c3,c1,3377,?,p3,
1769468507.9774132,CREATED,c11191ce-b27f-4124-bc06-39f10bd07205,c81093d9-dbb1-4383-9ad9-9a84ac101a34,c3,c1,27,?,?,surb={'id': '7092cf73-a256-48f7-bf06-f0054ac93bc9', 'route': ['p1', 'e6', 'i2', 'x5', 'p3', 'c3']}
1769468508.462332,SENT,8bb49cef-d325-42f2-a279-8eeb93af0516,dc0b51bd-a306-4dc2-92d3-aa5b5e59d630,c3,c1,3400,?,p3,
1769468508.4624727,CREATED,ba2bdd62-46e3-4536-afd1-d549742f44ba,8ff109ff-cfba-4329-bed3-29f9dfa74451,c3,c1,27,?,?,surb={'id': '6bd61ab1-a362-4ffa-8f49-db15abb73730', 'route': ['p1', 'e9', 'i12', 'x10', 'p3', 'c3']}
1769468508.5226955,RECEIVED,dc21d159-9e1a-47fc-bfc5-a3a012defd06,8c096996-9675-4382-ad30-20398d7e2e55,c4,c3,27,p3,?,surb={'id': '70bc6021-7fac-4203-97f1-17947fc75b16', 'route': ['p3', 'e3', 'i5', 'x3', 'p1', 'c4']}
1769468508.5955372,SENT,879b53b3-af1c-4e40-ad56-2ff260e6b64c,47ea9776-5392-4cd1-be8b-62348a45fb71,c3,c1,3395,?,p3,
1769468508.5956752,CREATED,7241ab02-e7e0-4e36-89f2-3089600848b6,8ff109ff-cfba-4329-bed3-29f9dfa74451,c3,c1,27,?,?,surb={'id': '6bd61ab1-a362-4ffa-8f49-db15abb73730', 'route': ['p1', 'e9', 'i12', 'x10', 'p3', 'c3']}
1769468508.612707,SENT,541f7b36-1559-42ef-8ddd-562cb9d72b7e,2b615cc1-3290-42fb-bc90-14d7685ff83a,c3,c1,3392,?,p3,
1769468508.612841,CREATED,97710c15-c147-4065-a894-f990841f02f2,db4d1694-66e9-4302-bd2f-3cc0835d7191,c3,c1,27,?,?,surb={'id': 'c833e4f4-43da-4d85-9c57-d656e954bfcb', 'route': ['p1', 'e12', 'i3', 'x7', 'p3', 'c3']}
1769468508.63573,RECEIVED,c0cb59f9-3e1d-4ab2-a34c-79266c2ab013,911bc7df-3443-4e48-b383-06997b0fa53c,c4,c3,27,p3,?,surb={'id': '14ac74e8-f57e-4424-886e-6ad544ec745c', 'route': ['p3', 'e7', 'i6', 'x7', 'p1', 'c4']}
1769468508.638513,SENT,6d7cd97e-e739-41df-884d-8a75f0e80a70,74e71f59-56d2-4dc6-aed4-6c8436fbce7d,c3,c1,3393,?,p3,
1769468508.6386468,CREATED,9bcbe582-c7e6-4d1b-b961-0fed443f71cd,db4d1694-66e9-4302-bd2f-3cc0835d7191,c3,c1,27,?,?,surb={'id': 'c833e4f4-43da-4d85-9c57-d656e954bfcb', 'route': ['p1', 'e12', 'i3', 'x7', 'p3', 'c3']}
