timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769450664.9379861,SENT,087729b9-b10a-430a-b327-091c90111dac,60cdcd92-3ed7-4ada-8acc-1485bc72d98e,c3,DROP,2015,?,p3,
1769450664.9381654,CREATED,c9bbf9b6-19b2-4df2-8019-be5bee931756,c7185022-3fa2-4fd9-b4ac-84badb637c40,c3,DROP,27,?,?,
1769450665.6498256,SENT,cb56f947-efc6-4409-a1af-cc7f583f2204,a2d136c9-fa0a-4dce-9e1f-863f3efbdcac,c3,c1,3365,?,p3,
1769450665.6499984,CREATED,549d2fda-6003-46a6-8f7e-d01507ed2510,ae4327f1-d01f-4b20-b8f1-45b030604ce3,c3,c1,27,?,?,surb={'id': '69381063-9771-430f-9cf6-de87f3d7c6f9', 'route': ['p1', 'e7', 'i5', 'x7', 'p3', 'c3']}
1769450921.8689754,RECEIVED,8945e8f1-31f6-4c3e-82d4-20301286ee0b,75e6a20e-0ba3-45d2-9b83-f13547ad54f4,c5,c3,27,p3,?,surb={'id': '0969f4a7-c822-42e9-b310-5d829b15b8e8', 'route': ['p3', 'e6', 'i12', 'x4', 'p2', 'c5']}
1769450922.3361418,RECEIVED,61c938a3-a171-49c4-9c37-0f40fef8809e,4682b94c-f087-42e4-984a-3ab96636c6c1,c5,c3,26,p3,?,surb={'id': 'c37f92f8-2b2e-496c-a123-150942e10d57', 'route': ['p3', 'e2', 'i11', 'x9', 'p2', 'c5']}
1769450922.42071,SENT,c35d77ea-8271-498f-ac09-32fd6d4c5295,8768a6b2-3363-489a-bed3-a4fd08c85866,c3,c1,3399,?,p3,
1769450922.4208171,CREATED,b192a4e0-49cb-4d24-8e4d-312d545b505d,29c81829-cf61-4cc1-88f1-4e9112c90f8d,c3,c1,27,?,?,surb={'id': '98bd04b7-e708-4579-9823-32cf03fa3fab', 'route': ['p1', 'e2', 'i11', 'x8', 'p3', 'c3']}
1769450922.6335046,RECEIVED,c348b68c-9ce4-4c7e-a9e7-deb70bdfc087,61ecbe5c-3615-437c-87ec-7496adc4ba06,c5,c3,26,p3,?,surb={'id': 'ddebb083-2b5c-4d30-94ad-91d4b15d23e4', 'route': ['p3', 'e11', 'i9', 'x3', 'p2', 'c5']}
1769450922.7560818,RECEIVED,76e7e10b-a9d3-4690-b0f3-32f6f2e4ff6e,43d26ac6-010c-4f39-b662-530656e09eb7,c5,c3,27,p3,?,surb={'id': 'ceee43aa-1a36-4672-b7b0-dcd08562bb18', 'route': ['p3', 'e7', 'i4', 'x12', 'p2', 'c5']}
1769450922.7932901,RECEIVED,4552b4b3-404f-4bae-9d0e-c0bb4a2239e7,1115b59f-6c1c-440d-8e5e-2fd758d9663e,c5,c3,27,p3,?,surb={'id': 'ccea4b1b-f6e7-48e2-bbba-414ee4429ccb', 'route': ['p3', 'e2', 'i1', 'x1', 'p2', 'c5']}
1769450922.9530296,SENT,1922f4bd-5469-49f9-9e02-3696e566b740,d628bcf2-85fc-4222-a6d1-3e73a52a2dad,c3,c1,3379,?,p3,
1769450922.9531517,CREATED,c55e54bc-39d6-4375-88bb-883fd6820cc2,f6f3130a-c80b-4913-8bac-8ffb015936b6,c3,c1,27,?,?,surb={'id': '09633408-9f21-482e-bc31-79af3ad8207e', 'route': ['p1', 'e10', 'i2', 'x1', 'p3', 'c3']}
1769450923.3914416,RECEIVED,18421114-c8cb-456c-ad1a-cea2cc53a8cd,cee17877-c6d0-4dc2-b54f-2ba671a6d9c3,c5,c3,27,p3,?,surb={'id': '0de780a1-06ba-427e-8bb0-c2990a8fac60', 'route': ['p3', 'e8', 'i8', 'x4', 'p2', 'c5']}
1769450923.5080924,RECEIVED,aa8b8421-df8f-4979-89c3-fa29f86eeb87,28e41f5f-1988-4c52-a887-c49ceba699d2,c5,c3,27,p3,?,surb={'id': 'c8a9b2a5-da74-4147-89a0-1a0685a33306', 'route': ['p3', 'e5', 'i6', 'x6', 'p2', 'c5']}
1769450923.797969,SENT,93f88cab-9736-4a48-8344-6a8d9712226d,f0ad41b2-d7ac-468b-98c4-602adf4389fa,c3,c1,3359,?,p3,
1769450923.7980769,CREATED,217f6777-8d19-4f60-95b9-68fb4b31abc6,e9d65e77-0135-4509-9b96-8d5fdce5326a,c3,c1,27,?,?,surb={'id': '6e835b90-b4b9-48ea-883e-5e262e6e7d33', 'route': ['p1', 'e10', 'i1', 'x6', 'p3', 'c3']}
1769450923.8115368,SENT,42d9af2d-481c-4359-b7f5-13089d41689c,6755e2bc-7372-4937-82a7-cd221f25493e,c3,c1,3391,?,p3,
1769450923.811656,CREATED,b2bcfb90-df32-46fd-91ce-bab15dd9c12d,40ef1454-6213-4640-a213-5e40c54398aa,c3,c1,27,?,?,surb={'id': '9a0dde27-5a34-4a59-aaa9-43a3fc341a0a', 'route': ['p1', 'e11', 'i5', 'x12', 'p3', 'c3']}
1769450923.9078891,RECEIVED,11b11b47-5b1e-4fa8-b1d7-f851b7a333d2,7597167e-4246-49aa-a2d8-db947595cf52,c5,c3,26,p3,?,surb={'id': '9a48f13f-12cf-4709-be9a-3f622d800fb7', 'route': ['p3', 'e5', 'i2', 'x2', 'p2', 'c5']}
1769450924.4167786,SENT,977da658-2083-4120-a710-f0b4d632e883,b594735d-c4a8-4a00-b428-9151b9d1883f,c3,c1,3391,?,p3,
1769450924.4170263,CREATED,d659b639-09f2-4e8a-b536-4b0a5c4b665d,316b14ce-3c5f-4bfa-aa0a-df0953d284c5,c3,c1,27,?,?,surb={'id': '54d32b8b-5613-41b4-9a15-4b5c3aa99a72', 'route': ['p1', 'e7', 'i6', 'x3', 'p3', 'c3']}
1769450924.4390192,SENT,bd405300-8c3e-42dd-94ca-1fc47e66ab1f,9663966c-283e-4ea3-ac23-1b769bb14424,c3,c1,3375,?,p3,
1769450924.4392056,CREATED,e45cfb12-ec41-4e99-ab11-4d4c0b2fd266,56821415-7353-4d73-91fd-d967c8262ad6,c3,c1,26,?,?,surb={'id': '2e01376a-1891-4774-9451-cc81a48935bc', 'route': ['p1', 'e11', 'i7', 'x5', 'p3', 'c3']}
1769450924.4661527,SENT,56fe658c-ded3-4a7e-850a-bf3a6a4e7caf,8fc49811-10eb-4f46-bb37-f339b5dbe386,c3,c1,3391,?,p3,
1769450924.4663029,CREATED,d4e9b616-c977-4010-8772-39e387e3d927,225e9f12-3dad-484c-8ba6-4d737328c7ef,c3,c1,27,?,?,surb={'id': '798ca31f-9ed0-4f61-b26f-0b54b1db177b', 'route': ['p1', 'e2', 'i12', 'x1', 'p3', 'c3']}
1769450924.4845784,SENT,56f6d306-b453-49a0-8be4-3e00f845944e,ee2ba819-4fc6-4598-8dec-d009d1d78d59,c3,c1,3377,?,p3,
1769450924.4849794,CREATED,fbf380af-9ab5-4f4f-a5f2-7f6aeb730d87,10e3d8cb-2f91-49ca-a2c3-96f3165a4083,c3,c1,26,?,?,surb={'id': 'f6131912-e21b-42a0-9308-5ce45f52b9f3', 'route': ['p1', 'e8', 'i8', 'x3', 'p3', 'c3']}
1769450924.5803335,RECEIVED,29762b67-aa32-484e-abd4-a1e604b8566e,a7880a7c-122e-42f1-9f17-a9a9a4198de7,c5,c3,26,p3,?,surb={'id': 'd6dce378-9374-4e08-a76e-d1c5022c0826', 'route': ['p3', 'e3', 'i9', 'x11', 'p2', 'c5']}
1769450924.5933435,RECEIVED,2553cd81-7c2a-49d9-9b3b-92e51b6e3ff1,5be12c30-92fc-436f-b50a-7c745ba1a7f8,c5,c3,27,p3,?,surb={'id': '76da10fc-3460-46bf-82de-f922555dec7e', 'route': ['p3', 'e12', 'i7', 'x7', 'p2', 'c5']}
1769450925.3633258,SENT,e5de5114-6fc8-4558-99b7-e64cab98029c,6d5014b5-bec5-4bdb-8056-58aa468700a8,c3,c1,3394,?,p3,
1769450925.3634248,CREATED,52acdb25-f721-4505-8b6f-ddd2eb4efeb8,d366d87c-2d71-4b8a-ab01-87a2f5a12aa9,c3,c1,27,?,?,surb={'id': '4faa448c-2df1-4e5e-b99c-bbf9bf661f9f', 'route': ['p1', 'e12', 'i2', 'x4', 'p3', 'c3']}
1769450925.4613142,RECEIVED,9f9cecc2-28d7-4a96-867c-23c953b75a48,e8f8caa7-78e1-4cca-b9d0-2645b1208152,c5,c3,27,p3,?,surb={'id': '6359e9e4-21f6-469f-b26d-6ce2afa4dbbd', 'route': ['p3', 'e12', 'i11', 'x1', 'p2', 'c5']}
1769450925.7152727,RECEIVED,e8fd5468-fb1f-4b1d-b95d-3a8f40b84294,b348f065-13c4-4d69-89fc-33e48346bb7c,c5,c3,26,p3,?,surb={'id': '34c0b6d2-c6e3-4c2d-bae2-edd1e951f6fb', 'route': ['p3', 'e11', 'i5', 'x7', 'p2', 'c5']}
1769450925.879086,RECEIVED,428be6b1-f5a6-49b5-b462-2fe30beb71e9,7ca1f9a5-9756-4798-a7ef-ea8d65482d7c,c5,c3,26,p3,?,surb={'id': '82178f95-b574-4e4d-b028-479f2ae6cd6a', 'route': ['p3', 'e2', 'i9', 'x1', 'p2', 'c5']}
1769450926.0661564,RECEIVED,ba8ce71e-ade4-4fee-bcbe-4cd9a4d9a56c,dd2626ff-8dcb-436b-ba55-07465cf286cd,c5,c3,27,p3,?,surb={'id': 'e77e5a3a-af99-4a46-ac69-bf3d5331d8a7', 'route': ['p3', 'e4', 'i4', 'x3', 'p2', 'c5']}
1769450926.3102586,RECEIVED,c5b0f8a2-c0ed-4501-85f2-1ad0c7b783ff,d1aa3bbb-1f52-44cf-9888-141be0580418,c5,c3,27,p3,?,surb={'id': '7a0e80fa-a768-4fbb-88e6-20ad38c15760', 'route': ['p3', 'e10', 'i12', 'x11', 'p2', 'c5']}
1769450926.436807,RECEIVED,9cf7d5fe-b6c9-41e4-94c6-16cb6f99b804,8a360b62-1cac-4694-b57a-ecf774155df3,c5,c3,27,p3,?,surb={'id': '37005b4f-43f8-4914-b416-a586c3cf5ad1', 'route': ['p3', 'e3', 'i10', 'x1', 'p2', 'c5']}
1769450926.6842139,SENT,bb237088-c7cb-4440-a115-f663adf0856b,0e355a43-f8ea-4b60-b4c7-10b42c30a79c,c3,c1,3388,?,p3,
1769450926.6843348,CREATED,771c85ec-19c1-4784-9954-2bc4eb50eb33,7e039c2e-bc2b-4eed-9ed1-1d78894d6386,c3,c1,27,?,?,surb={'id': 'd58f14c6-b915-4dd9-8554-e1d6dfa2be58', 'route': ['p1', 'e12', 'i8', 'x1', 'p3', 'c3']}
1769450926.8628273,SENT,5839cc8e-6802-46a2-bf44-a1b4da194e0b,39ddf355-7a25-44d6-98ea-ddfb0abef867,c3,c1,3401,?,p3,
1769450926.862972,CREATED,d6b5f962-feef-4d63-944c-c0850c72ab86,c4ec3243-a1e7-4faa-aebb-177dda401a4c,c3,c1,27,?,?,surb={'id': 'c69b352c-c45b-4f3d-af39-4a3846656307', 'route': ['p1', 'e4', 'i5', 'x2', 'p3', 'c3']}
1769450927.0940707,SENT,fd76d182-c82d-4432-bc86-1794c83a7767,c882e7eb-5f0c-4db1-8877-41e00bdab921,c3,c1,3398,?,p3,
1769450927.094226,CREATED,4593c8cc-2f22-41b7-91d3-0d8287484157,5789a564-913b-47e4-9125-d3f827d6ab50,c3,c1,27,?,?,surb={'id': '808d6e38-0768-468b-800c-04227b60dd9e', 'route': ['p1', 'e10', 'i2', 'x8', 'p3', 'c3']}
1769450927.2753434,SENT,bfdf83af-50d1-4c75-ab3d-88da14de7022,9b57ab51-e305-4f7d-b7db-c34b1c281902,c3,c1,3380,?,p3,
1769450927.2755263,CREATED,44834fcf-3bad-4c4f-80bd-419aafd7b1bc,66349cdc-5c01-46e0-941e-fd57c610e059,c3,c1,26,?,?,surb={'id': '29fe51b0-d852-48e5-b009-56284b6143b9', 'route': ['p1', 'e6', 'i11', 'x1', 'p3', 'c3']}
1769450927.3186562,SENT,4ee32d75-6189-48c8-9c2a-b5bcd8fba6ae,5412e6e8-f475-4100-842a-d0e513b5e8a9,c3,c1,3355,?,p3,
1769450927.3188062,CREATED,0ee4a63d-1e45-47c8-b769-1c397b453f57,d9791f75-c06c-4c37-abb3-2b2f2fac1350,c3,c1,26,?,?,surb={'id': '36ef44f4-6b20-4fdd-a178-9f6ee721c681', 'route': ['p1', 'e4', 'i9', 'x2', 'p3', 'c3']}
1769450927.3562646,SENT,9e6ece64-c459-456b-a794-218035493f96,6947b88a-843b-4d07-a163-9567868d9dfe,c3,c1,3387,?,p3,
1769450927.3564174,CREATED,bf38cf84-2b4e-4998-88a3-d5976f40c220,9cf01b18-b5f0-48ec-970c-3a8734608d7b,c3,c1,27,?,?,surb={'id': '50b8d38a-d25f-4f9c-8735-e7363d60fbb6', 'route': ['p1', 'e10', 'i8', 'x1', 'p3', 'c3']}
1769450927.550878,RECEIVED,241980e7-a01c-4b5b-b991-da990b0cff36,dc5a456d-306a-421e-bdb7-6c6a5c008154,c5,c3,27,p3,?,surb={'id': '12940be4-9421-450c-b8f8-38f38c89f360', 'route': ['p3', 'e4', 'i11', 'x8', 'p2', 'c5']}
1769450928.0283875,SENT,3d73a3ab-1cd9-4a1f-9710-b7bb0aa2e103,bfd74545-909c-4887-8eb5-d7b18f29d656,c3,c1,3396,?,p3,
1769450928.0285716,CREATED,5536f614-46f5-47ed-9e22-3b30d67d86cc,460aa109-c89b-43cb-add5-63373e2ef2c5,c3,c1,27,?,?,surb={'id': 'c0d63446-c078-4065-b224-164dc745d2fc', 'route': ['p1', 'e12', 'i9', 'x5', 'p3', 'c3']}
1769450928.2663393,RECEIVED,9e495c1a-7aac-41ba-bfe4-bc0d0c654695,77615600-b861-4fdd-ab39-15365ff21fa3,c5,c3,27,p3,?,surb={'id': 'c1e6bbeb-4e2c-4fff-b3ee-fb8732d63bc9', 'route': ['p3', 'e1', 'i4', 'x9', 'p2', 'c5']}
1769450928.8998904,RECEIVED,a11e1c0b-c252-4b3c-bd9b-d16f5ce538f9,66b736de-38d1-48ab-851a-abd421824510,c5,c3,27,p3,?,surb={'id': '4235f11a-3daf-4139-961d-86f9b34f306c', 'route': ['p3', 'e8', 'i9', 'x7', 'p2', 'c5']}
1769450929.1132736,SENT,b1670290-311f-4d11-a563-dff8bc748ba9,d76129a1-6222-42d4-bbb8-034dd35cf570,c3,c1,3391,?,p3,
1769450929.1133475,CREATED,61b0771d-b788-489e-9642-de8395fcb82e,7390ad87-74d2-489b-8ded-ef16cf8341eb,c3,c1,27,?,?,surb={'id': 'd3cf2b8c-6d4b-4505-8668-8b5f76712162', 'route': ['p1', 'e10', 'i7', 'x10', 'p3', 'c3']}
1769450929.1436465,SENT,c3646086-d10e-43f3-99fe-62b3fd89f04b,1df88706-91e2-4ae5-b4bb-ce85b57f44e7,c3,c1,3391,?,p3,
1769450929.1437194,CREATED,128f5e89-369a-4bb4-a816-062daca9d107,c43297c9-6586-4cf5-bbd4-021d1e13d996,c3,c1,27,?,?,surb={'id': 'daa97535-1860-4d45-93a3-f5d4867b87c1', 'route': ['p1', 'e11', 'i5', 'x12', 'p3', 'c3']}
1769450929.9715502,RECEIVED,7ba1beaf-230b-4bd0-8669-f8fe3ccd6125,6e572b30-5a83-4fa3-aff4-6c8e9f39efd4,c5,c3,27,p3,?,surb={'id': '79a8f48b-3dbe-4ad3-8dbd-5c6282a100e3', 'route': ['p3', 'e5', 'i8', 'x4', 'p2', 'c5']}
1769450930.1162128,SENT,837de18e-1991-488e-8db9-113bbf442647,a36638c1-f40d-41a5-add6-5ded836c3bba,c3,c1,3381,?,p3,
1769450930.1163645,CREATED,d8afeefb-ded4-4d84-b0e3-54f95fc52f07,f838edc6-4c7b-48ab-b53d-cd20aa08f0e1,c3,c1,27,?,?,surb={'id': '06e95f4d-843d-4adc-8fe5-3d171ab3bd08', 'route': ['p1', 'e5', 'i5', 'x9', 'p3', 'c3']}
1769450930.4330373,RECEIVED,13efa0c8-e1db-4901-9666-394a23ee0943,4baf7612-afbe-41f9-830c-c4cd69a42fa2,c5,c3,27,p3,?,surb={'id': 'cc16fbea-c4a7-4437-b56c-160aad8c0442', 'route': ['p3', 'e1', 'i6', 'x12', 'p2', 'c5']}
1769450930.640427,RECEIVED,53842df7-86f9-48c0-a83c-cd08758f2852,60251ae0-408a-4d35-bde0-062b61886825,c5,c3,27,p3,?,surb={'id': 'd9f4bb63-6a05-40bd-b1ea-dd343b56d52c', 'route': ['p3', 'e2', 'i1', 'x7', 'p2', 'c5']}
1769450930.6449542,SENT,c91fcf24-8cd0-42d9-ae47-b78921739f6f,db4c3509-2ae6-409a-b777-a818ac1b1ca2,c3,c1,3366,?,p3,
1769450930.6453073,CREATED,f345726f-a549-43b7-8c7f-5f058c9f9cf2,48044b57-5111-49d3-87dd-355c0e5fb7ed,c3,c1,27,?,?,surb={'id': '0260e43b-84b0-4e50-b1ae-88cd41da1aa0', 'route': ['p1', 'e7', 'i5', 'x7', 'p3', 'c3']}
1769450930.8334117,RECEIVED,c1f9e0a8-748f-46cf-8314-ae6917ec7f2d,bae574f3-b1ab-4add-a7e4-4354132823bf,c5,c3,27,p3,?,surb={'id': 'c9875d96-7628-485c-a0fb-2926369ffbb2', 'route': ['p3', 'e8', 'i2', 'x2', 'p2', 'c5']}
1769450931.0396283,SENT,88bdb066-3800-4416-ab4a-0774bb35f94d,75b553ec-bb5e-4aab-8616-065cc9bb18a5,c3,c1,3390,?,p3,
1769450931.03969,CREATED,ae7430bd-44f7-400b-af08-253b3764466c,31b7be46-9b91-4958-bab4-5b5d2298a6d2,c3,c1,27,?,?,surb={'id': 'ee3e7ab3-b9fb-4982-b9de-38c1fbe6f09e', 'route': ['p1', 'e8', 'i7', 'x2', 'p3', 'c3']}
1769450931.1128128,SENT,bd47c989-5c66-4ef8-9f92-db289cfd367b,084fee87-38bf-4812-a74e-fcf0bb9b1e3c,c3,DROP,2017,?,p3,
1769450931.112876,CREATED,e37dc907-4f9e-42e1-b8df-fe77967da88c,524ba113-939b-4101-92e8-00faf7711bb6,c3,DROP,26,?,?,
1769450931.3554914,RECEIVED,a508720e-a562-4223-98d4-0c55bc63960d,5510b170-08e5-49fc-8b64-b29be8729a11,c5,c3,26,p3,?,surb={'id': 'abe8c832-8ee0-48c6-960d-a8cf32176022', 'route': ['p3', 'e6', 'i6', 'x4', 'p2', 'c5']}
1769450931.4666634,RECEIVED,707b6a95-4d35-4006-9542-67897a490bfe,99cb6990-d805-4dea-b1ed-c5e6c4cdcca1,c5,c3,26,p3,?,surb={'id': 'd49c7901-ea58-4c10-a18e-c78662a504c8', 'route': ['p3', 'e7', 'i1', 'x4', 'p2', 'c5']}
1769450932.0791855,SENT,e3b14356-2b6b-426b-b5d4-d56bbd913327,a1889411-cefd-4796-92cf-65ac27d2661f,c3,c1,3375,?,p3,
1769450932.0793397,CREATED,3d4feedf-9a9b-4097-b62b-5f7fee0e1d27,00f245fc-6ef0-4121-9585-b9795185b2d5,c3,c1,27,?,?,surb={'id': '4c7e4393-81d3-4f46-8d00-507fbbc0c9f7', 'route': ['p1', 'e1', 'i2', 'x2', 'p3', 'c3']}
1769450932.364763,RECEIVED,bc985543-5bc5-4bee-9e12-e8113e29c74d,4dac55be-1fc7-46b2-bc34-a5e5ecd37040,c5,c3,27,p3,?,surb={'id': 'a246614d-fe8f-4f4f-b937-71e43fa312fa', 'route': ['p3', 'e6', 'i4', 'x4', 'p2', 'c5']}
1769450932.4360023,SENT,c9ddb579-c5c6-47c8-a684-628ee54bf367,a4f5f201-3ac3-464b-b40b-f6a63b7f33fd,c3,c1,3376,?,p3,
1769450932.4360948,CREATED,cb3c11c7-e77c-45fe-a0d0-899991df10fd,3cbe0ef0-66ec-4a45-a93a-50a9225ae4a8,c3,c1,27,?,?,surb={'id': '1e4817ee-762c-47dd-8a40-ad548e1405e0', 'route': ['p1', 'e7', 'i2', 'x3', 'p3', 'c3']}
1769450932.566439,RECEIVED,ab0e08ff-8403-4fb0-acab-891ce14670fd,5d258008-4433-4b6c-b877-6637d1f4dadb,c5,c3,27,p3,?,surb={'id': '9251bd02-2954-4705-bfae-d052ab02ac5a', 'route': ['p3', 'e8', 'i2', 'x2', 'p2', 'c5']}
1769450932.8018894,RECEIVED,a9f310de-7085-4532-b6af-b14126d42502,234854a6-cb5b-4a21-9d6f-429d04c8b22b,c5,c3,27,p3,?,surb={'id': 'ca51d308-e245-42fb-ba15-3cbb3847e3c2', 'route': ['p3', 'e7', 'i2', 'x10', 'p2', 'c5']}
1769450932.8977184,RECEIVED,3fcaf860-e412-4914-8b7e-245db1915338,018a31c8-c433-4013-bb0e-d04ccecab350,c5,c3,26,p3,?,surb={'id': '361e49a3-c4eb-4368-b8d1-97bad99f77c4', 'route': ['p3', 'e1', 'i1', 'x7', 'p2', 'c5']}
1769450933.137284,RECEIVED,d3ec0d04-932a-4677-9360-4776a76b3f45,7d08123c-2b7c-4790-994f-9fc728393f28,c5,c3,27,p3,?,surb={'id': '2485288f-d839-4cea-a821-24a1fb3d0ea4', 'route': ['p3', 'e3', 'i8', 'x5', 'p2', 'c5']}
1769450933.1463392,SENT,87bae581-eaa6-4fe3-ab9d-0299824c2900,206559d8-d85e-4c83-998b-a3fe8251b3fe,c3,c1,3359,?,p3,
1769450933.1464899,CREATED,ac576af4-7bdd-4934-892a-18733b4d1241,ad96cbe3-1b25-4690-a88b-db391344e0ba,c3,c1,26,?,?,surb={'id': '1b572e8a-0b89-4a58-841b-db6886a338ee', 'route': ['p1', 'e3', 'i8', 'x9', 'p3', 'c3']}
1769450933.4748478,RECEIVED,9208744d-07d4-4e12-bd9b-478030fe1afe,206552fd-e40b-4994-9d05-77b4e5c029fc,c5,c3,27,p3,?,surb={'id': '87a6032f-cd56-4173-83c3-89ed70a80ee1', 'route': ['p3', 'e5', 'i3', 'x3', 'p2', 'c5']}
1769450933.6299076,SENT,0b3dc187-08bc-438c-a053-28215040e1fc,29eb2d2e-a781-45bf-aec3-d818c5d84f28,c3,c1,3396,?,p3,
1769450933.6301975,CREATED,52b81195-3e79-43c9-9b4d-d3927e1aba56,d2db2e3a-8231-4021-9348-a5de89d72c84,c3,c1,27,?,?,surb={'id': '2ec41271-7d02-4313-a94a-8de6e5c15a65', 'route': ['p1', 'e10', 'i2', 'x9', 'p3', 'c3']}
1769450933.7530348,RECEIVED,acefe1c5-e36e-484b-bf1e-eb23c473bc44,bb742e00-0761-4a67-8e34-9c73e0263ae0,c5,c3,27,p3,?,surb={'id': '54db3b29-fbd2-40b1-8e0d-adc8f9c6a09e', 'route': ['p3', 'e4', 'i4', 'x6', 'p2', 'c5']}
1769450933.8062844,SENT,04ca5619-020f-4f27-9ce9-f1e74cdaaedb,3cc312ed-cc6f-4e06-8f1d-596096d36697,c3,c1,3375,?,p3,
1769450933.8063893,CREATED,ad146bee-1097-4781-b61b-f3fa017572a9,5e4b7d2d-9cef-44aa-8f21-22adcc58d3e3,c3,c1,27,?,?,surb={'id': '2bb11a28-95ad-4750-a201-f6b5234ed869', 'route': ['p1', 'e9', 'i7', 'x6', 'p3', 'c3']}
1769450933.8764806,SENT,ebfd66ea-ae95-4978-ae57-ff83f91c0d5c,781bc78a-4402-4885-ae8c-5e551af099ca,c3,c1,3403,?,p3,
1769450933.876583,CREATED,ae68e5b0-25b0-410e-9a68-957031d04d42,fbf192e7-d716-4e92-a538-93d376761f25,c3,c1,27,?,?,surb={'id': '91dfdcbc-7b97-4623-a753-8efdc8e6b5aa', 'route': ['p1', 'e7', 'i5', 'x12', 'p3', 'c3']}
1769450933.895673,SENT,40157b8d-0abb-47ee-8235-ed893dba7c19,7b07d403-fbab-4e23-805f-6534c34f7fc7,c3,DROP,2015,?,p3,
1769450933.8957627,CREATED,f375c54e-9441-42b0-aef4-67f2eddcdb2a,61f549a9-fb71-421d-b1be-7027f4357fcb,c3,DROP,27,?,?,
1769450933.997074,SENT,7fd1a3df-59b4-4788-8b51-aad60a174cc9,27492354-2ecb-464e-bef2-c45b4438ab7c,c3,c1,3395,?,p3,
1769450933.9971786,CREATED,a8604a0c-e57a-4a1b-8084-2db969f96dbd,e22eb7c4-0a29-4cc7-9dac-3ac1c81b2903,c3,c1,27,?,?,surb={'id': 'ecbfb280-d45f-4472-832b-64ca1bc4e4fc', 'route': ['p1', 'e2', 'i4', 'x10', 'p3', 'c3']}
1769450934.3878505,RECEIVED,63ecc6d9-ecb0-4bf8-821d-67605e6a2952,84b11e7e-c55d-48a6-a1b4-9da64563cf2f,c5,c3,27,p3,?,surb={'id': '36797c25-ca60-4fc2-9af6-37a93c1c8292', 'route': ['p3', 'e5', 'i9', 'x6', 'p2', 'c5']}
1769450934.496837,RECEIVED,dcc3f7e3-173d-41ee-9e5b-a06b10dde35e,c457fe6f-ca80-4b5f-a0c6-233151a9355c,c5,c3,27,p3,?,surb={'id': 'e7301981-417f-41d5-b2eb-b284a9b5d365', 'route': ['p3', 'e4', 'i4', 'x1', 'p2', 'c5']}
1769450934.568866,SENT,12e499a4-f958-43ba-839c-aba83aed5305,bf042fa6-a1d7-4927-ac31-364901751f6b,c3,c1,3401,?,p3,
1769450934.5689685,CREATED,4a301e4b-08ea-4e21-85f5-9206199fffea,f5523730-ba47-4796-93ff-84ca058991c7,c3,c1,27,?,?,surb={'id': '6c576c21-20f5-47b1-992b-1be58196f0a5', 'route': ['p1', 'e8', 'i7', 'x10', 'p3', 'c3']}
1769450934.6834567,SENT,61093976-262a-4fa3-ba98-391492f535db,40f499f3-3f11-4ed3-a860-07098668abd0,c3,c1,3388,?,p3,
1769450934.6835594,CREATED,b5a96cfe-9b5d-4a0f-8933-3e39492bf669,66ef5774-0686-4c0f-adc0-9db1db7ca4c5,c3,c1,27,?,?,surb={'id': 'c1f99fbe-c1cd-46cb-907c-753f7bb221e3', 'route': ['p1', 'e2', 'i11', 'x12', 'p3', 'c3']}
1769450934.7065818,RECEIVED,bf2363a1-dd20-4ad7-bced-f90af102cb53,df327abd-d4c5-48a3-85cc-1d64bfc2e493,c5,c3,26,p3,?,surb={'id': '41b3f166-cbb0-493b-af2e-e2c1ad74a38a', 'route': ['p3', 'e1', 'i5', 'x6', 'p2', 'c5']}
1769450934.7447133,RECEIVED,e9fcf3ac-43fa-44fe-893f-761fde2340c9,e073ec5f-0cfd-4149-91a6-a5e6ed677e3c,c5,c3,26,p3,?,surb={'id': '88e67b94-4cba-4409-9fa4-938cfda0cfc3', 'route': ['p3', 'e2', 'i5', 'x4', 'p2', 'c5']}
1769450935.150276,SENT,7b91982c-e45e-466a-992a-acc2cb99a176,7161fb67-4e60-4e1d-8052-fdb80325dfa9,c3,c1,3371,?,p3,
1769450935.1503518,CREATED,9f81b103-226b-4805-9d4a-16173b8a38e8,3cdeff26-b5e4-4785-9c53-54e495cdea7d,c3,c1,26,?,?,surb={'id': '0ed68688-70bd-4e80-a761-aa7ca5b92bd7', 'route': ['p1', 'e4', 'i3', 'x10', 'p3', 'c3']}
1769450935.4114957,SENT,c927e7c6-a9b5-4473-bb33-abc3ab7221d7,7304f3a2-5865-4072-9daa-1216d7769b59,c3,c1,3404,?,p3,
1769450935.4115686,CREATED,e6cc3efe-7be8-406d-8d9e-9110dcb62de7,13957dd4-2561-48b4-bc42-11669d8638c8,c3,c1,27,?,?,surb={'id': '8aa30fc3-11bc-4884-95a8-361a06d80ee2', 'route': ['p1', 'e9', 'i12', 'x7', 'p3', 'c3']}
1769450935.4230082,RECEIVED,c3b050ac-8749-45ad-989d-d31819d50e91,18c63205-59d3-4582-8f07-22f12d0f9b8c,c5,c3,27,p3,?,surb={'id': 'a8d027fb-9f0a-4f48-8930-51c34ebd7d63', 'route': ['p3', 'e9', 'i4', 'x4', 'p2', 'c5']}
