timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769450664.712946,SENT,fe648760-4af5-40c8-b358-efcb014a4d68,ad6c28b1-dca2-403f-80e0-ae337edbe173,c1,DROP,2015,?,p1,
1769450664.7130966,CREATED,1b34dc7f-fb68-496c-afe3-28710c4ca833,886ebabd-9335-4a32-9008-825f8cf4c7c2,c1,DROP,27,?,?,
1769450665.0657053,SENT,1b5d104b-2e99-4244-b5b0-72c8054b62d3,ac967048-4209-4c25-b7ac-e39cc0e8132d,c1,c2,3371,?,p1,
1769450665.065859,CREATED,3caf6033-ac90-4f9e-8b6a-cf6983b4535a,946187fa-91b9-4126-bf57-a1d5121181f9,c1,c2,26,?,?,surb={'id': '2b3855fc-eb33-40b2-9b43-cf30074dfb85', 'route': ['p2', 'e5', 'i12', 'x6', 'p1', 'c1']}
1769450666.2322607,SENT,ed03e62e-14a4-448b-82e8-d4e7270b9a05,b9edbf95-46be-44b7-afd1-da714217f6ff,c1,DROP,2030,?,p1,
1769450666.232379,CREATED,7d57ecd0-d6e7-442b-a87d-5f14f4641bc3,ecb73258-4b47-47b0-a6cd-dec6a37b0e57,c1,DROP,26,?,?,
1769450666.3665311,SENT,044cf5a5-9735-465b-8e22-028a49c9edf2,1664ad3e-eb99-4d5d-8589-9a9489a5d199,c1,c2,3386,?,p1,
1769450666.366677,CREATED,e127042a-53ea-42d6-8f90-4950ed67cf1c,2321ece0-9566-4349-8596-072b70cff4c1,c1,c2,27,?,?,surb={'id': 'b6776154-83e5-4798-bfac-ded205a746c4', 'route': ['p2', 'e7', 'i11', 'x12', 'p1', 'c1']}
1769450666.5428815,SENT,7fb941f5-5095-4a2d-9071-75d2c1ae7729,5f3c2c77-2554-469e-a578-d8272d757a89,c1,DROP,2015,?,p1,
1769450666.5430095,CREATED,0d8c40a5-7a98-4168-9603-6c4c3679d523,5b582e0c-9e5f-4b8a-8e5b-bb4f689f89a2,c1,DROP,27,?,?,
1769450666.8931625,SENT,712220c4-7339-41ec-b107-ad312a2315cb,6bc45fd7-685b-4fca-a005-74ca5ed32263,c1,DROP,2029,?,p1,
1769450666.8932939,CREATED,af17ba1b-ab29-46ab-a167-d93777d5bb1b,c6ddfd7a-964b-4ea5-88b2-da9882390d22,c1,DROP,27,?,?,
1769450666.9787312,SENT,47a03bc5-11d6-422c-8d64-574ee75f8b7a,2aa78005-aa2d-4987-bef5-8c42cdf525bd,c1,DROP,2020,?,p1,
1769450666.9788651,CREATED,8fa2b877-2e25-4691-9652-a9d0586515e9,ce47dfd8-b8b5-4f1b-8cb2-13f095a1e3c7,c1,DROP,26,?,?,
1769450667.0712342,RECEIVED,2ce59c04-1024-4114-add9-0fb48156b1c2,72fc4baf-781e-49b3-bf13-e419bf8a9a72,c2,c1,26,p1,?,surb={'id': '791925c1-f503-4aa6-aadb-7f7687869b92', 'route': ['p1', 'e11', 'i6', 'x11', 'p2', 'c2']}
1769450667.911463,SENT,9159bec6-abb2-4dbf-9bf5-ebce6ff061f0,7ad0726b-86ff-49ae-8486-e8af109fc3a5,c1,c2,3396,?,p1,
1769450667.9116125,CREATED,1e353e10-129a-41da-bd0e-bbd5a2ea338f,05a177d3-0e9b-40ee-85c8-e4da7a08cfd8,c1,c2,27,?,?,surb={'id': '88f88bcb-ecf4-4aca-942b-ed60fb2eeec2', 'route': ['p2', 'e8', 'i6', 'x3', 'p1', 'c1']}
1769450668.2526472,RECEIVED,e92ce000-36a9-4334-81f3-b409bb8d0b52,979df636-ff66-40ab-b75d-50456fc0bae1,c2,c1,27,p1,?,surb={'id': '4872b3c2-0522-450b-9139-2d46c1aee109', 'route': ['p1', 'e3', 'i8', 'x5', 'p2', 'c2']}
1769450668.7589886,SENT,d6b10a7c-f1a1-4db6-8625-21b307d860e4,e6f50a3a-56b6-423b-b1b8-38928f857a57,c1,c2,3383,?,p1,
1769450668.7591984,CREATED,9c978e06-8eaa-4629-b476-107f3e307225,b5743eb9-185e-4969-ac78-8a8eb399e09c,c1,c2,27,?,?,surb={'id': '44fe4341-97a7-4955-8dc0-4e529fe199ef', 'route': ['p2', 'e12', 'i3', 'x5', 'p1', 'c1']}
1769450668.930146,SENT,f66c1339-9e22-4f0c-9b61-9c3f03f6ba36,b4c8906b-eb99-4583-9bdc-b30061193e2c,c1,c2,3376,?,p1,
1769450668.930281,CREATED,cd069291-159b-4e7a-8d29-c23af3c4fb1c,13c96fcf-278b-44b4-9565-aa1404883c67,c1,c2,27,?,?,surb={'id': '8d8d97fe-2acb-4a43-be12-1fc35fc84315', 'route': ['p2', 'e6', 'i7', 'x6', 'p1', 'c1']}
1769450669.134501,SENT,34f3c72a-4deb-4d28-b883-4a44444749ad,2dc2f8c8-bd24-4d66-bf9e-4e3fa802e127,c1,c2,3399,?,p1,
1769450669.1346333,CREATED,207d323b-0968-4dd4-b666-1892c066a4d8,8493234f-6de8-4440-a1c3-806f5ee93678,c1,c2,27,?,?,surb={'id': 'c193c628-81c9-4507-9518-e236852b36d2', 'route': ['p2', 'e10', 'i12', 'x11', 'p1', 'c1']}
1769450669.236801,RECEIVED,2750ec2b-7fb0-4e4b-a6bb-2ae7a2d95108,949ee9a6-7845-4142-92fb-843d60960426,c2,c1,27,p1,?,surb={'id': '8a867067-9dd3-439e-a619-ccf0d0b3cf95', 'route': ['p1', 'e2', 'i12', 'x12', 'p2', 'c2']}
1769450669.2565827,RECEIVED,89eab611-e1f4-48d9-b33a-8b39fae202ec,36c2c419-6880-4567-a5fa-f20489fab9f6,c2,c1,26,p1,?,surb={'id': '6960fe05-f260-4884-a5bf-ddcabd8e03fc', 'route': ['p1', 'e12', 'i1', 'x11', 'p2', 'c2']}
1769450669.3567698,SENT,d7278d67-bb6e-489d-9f00-ca3cd0f67938,ec0942bd-f8e5-43c3-a0d5-aaeed84d5ca8,c1,c2,3399,?,p1,
1769450669.356928,CREATED,21c33485-1124-40a1-a172-9e95c8ddc805,40bafa5d-72e7-422a-9afa-fd70bb745859,c1,c2,27,?,?,surb={'id': '9ee6c8b0-760c-4054-a173-2db8c22593b7', 'route': ['p2', 'e6', 'i11', 'x11', 'p1', 'c1']}
1769450669.394748,RECEIVED,4c6bbf9a-1d98-420f-b40e-befc419e90a1,e888975a-95f3-4024-9658-48cd293f689e,c3,c1,26,p1,?,surb={'id': '1390f2a9-e341-48a6-ae4c-3dbe4b7461bd', 'route': ['p1', 'e10', 'i12', 'x4', 'p3', 'c3']}
1769450669.4400675,SENT,b986a030-9ede-447b-aeaa-de0402a235ed,717af24b-4013-4449-be27-5c7b80bff20b,c1,c2,3363,?,p1,
1769450669.440206,CREATED,745e9df0-9363-4ce2-888c-865d4cad1497,9116bc7a-5c63-493c-89e2-21d6f031645f,c1,c2,27,?,?,surb={'id': 'd17b5e64-2b80-4fc2-9698-168df4f11a82', 'route': ['p2', 'e1', 'i8', 'x8', 'p1', 'c1']}
1769450669.5481014,RECEIVED,47ff7863-a01d-4bae-bbce-edb69d514629,c80eaa17-640b-4236-b7de-38e675f94841,c3,c1,27,p1,?,surb={'id': '136c21fe-92d9-4c17-8f5f-db635a14c71b', 'route': ['p1', 'e8', 'i8', 'x5', 'p3', 'c3']}
1769450669.6620076,RECEIVED,1f2f2367-c539-4e0c-a8b6-ba0ae299e95b,146d5486-0965-4f93-8bd6-cae51b5bd8a6,c2,c1,26,p1,?,surb={'id': '1f4344cf-7262-46dd-aa34-b16de654e0aa', 'route': ['p1', 'e8', 'i7', 'x4', 'p2', 'c2']}
1769450669.6906855,RECEIVED,9735a811-46a1-4c4a-bede-2508c1f8b7f5,d4e20f75-9142-4815-b1cd-80cb9e99ec88,c3,c1,26,p1,?,surb={'id': '24a87429-23a4-4911-9a12-616d4f555326', 'route': ['p1', 'e12', 'i2', 'x4', 'p3', 'c3']}
1769450669.7997031,SENT,d97779e5-610e-4013-b646-8df0a7a7da39,9086f5bf-7309-4d8d-a72b-dc9cdd91522f,c1,c2,3405,?,p1,
1769450669.7998512,CREATED,56825e31-8f71-4ad4-be51-c8fde558e096,46d5b3f3-d377-4c7d-967f-981fde9f4db9,c1,c2,27,?,?,surb={'id': 'a929c96a-77d2-413c-9160-f3a2e5ca6791', 'route': ['p2', 'e11', 'i10', 'x11', 'p1', 'c1']}
1769450669.9732175,SENT,97240adf-a34a-4e4d-a74c-5242967bf86b,2780a654-5e71-420e-ad39-eb492b6bdbf6,c1,c2,3360,?,p1,
1769450669.9733558,CREATED,8988fcae-205e-480c-b0e2-190d2d8901a3,157554e6-6800-4ce6-91e1-f7d1ffb81560,c1,c2,27,?,?,surb={'id': '03c55e56-626b-499f-81a4-5edb3db241a3', 'route': ['p2', 'e9', 'i9', 'x3', 'p1', 'c1']}
1769450670.0903795,RECEIVED,13ddaf39-3803-42f1-9d5d-00fc75975f6a,8e04b477-33a0-4eb1-b3e7-c770aa6fc18a,c2,c1,27,p1,?,surb={'id': '66589a41-c4c6-4639-9be3-8c8c90c56173', 'route': ['p1', 'e9', 'i6', 'x8', 'p2', 'c2']}
1769450670.2677624,RECEIVED,002f372e-4383-42d2-8340-71891dc1708b,d1f2e6b9-41a6-4be2-b1cb-c77bacbe712e,c2,c1,27,p1,?,surb={'id': '86168c0e-d5aa-4ecc-b940-7504ba23e9d0', 'route': ['p1', 'e3', 'i1', 'x5', 'p2', 'c2']}
1769450670.2987552,RECEIVED,b4d223dc-e18e-4e21-bc67-d834ea957e50,9eacde78-628e-41b1-ab97-f07fcbcfd199,c3,c1,27,p1,?,surb={'id': '5f7adba9-7639-4a6e-9df1-c01539f06090', 'route': ['p1', 'e11', 'i12', 'x12', 'p3', 'c3']}
1769450670.3522646,SENT,25e2136b-432e-4664-8c4b-d2753c541855,92d26505-7406-47df-9e89-60e990fe47d9,c1,c2,3388,?,p1,
1769450670.3523932,CREATED,5a14aed4-4ecf-40ce-b841-3095899e1bfd,f7bc6295-5a26-4af6-9aa2-846ac144f7f1,c1,c2,27,?,?,surb={'id': '733ebc36-a563-4a12-9b11-0bea7d147d1d', 'route': ['p2', 'e10', 'i12', 'x8', 'p1', 'c1']}
1769450670.363428,RECEIVED,95501483-6bec-47ff-ad29-d1df28b9ce44,6c2fd847-283c-4153-9952-cd41b3944c81,c3,c1,27,p1,?,surb={'id': '6f3ad33a-d3b4-4d6a-ae25-b37689afbf23', 'route': ['p1', 'e3', 'i3', 'x8', 'p3', 'c3']}
1769450670.377128,SENT,4d390a75-10bc-4a88-9665-68bab57aa7c0,5ec68c57-3818-49b0-a55a-8672e899aee2,c1,c2,3379,?,p1,
1769450670.3772614,CREATED,38e5348b-cf60-4a0e-9c4f-467f6dbf495d,0ccecb49-9714-4673-a10e-0618fe2fd7b2,c1,c2,27,?,?,surb={'id': 'fd1edcb4-7349-4921-8d37-fa5e9298287c', 'route': ['p2', 'e10', 'i9', 'x11', 'p1', 'c1']}
1769450670.4313936,RECEIVED,549d2fda-6003-46a6-8f7e-d01507ed2510,ae4327f1-d01f-4b20-b8f1-45b030604ce3,c3,c1,27,p1,?,surb={'id': '69381063-9771-430f-9cf6-de87f3d7c6f9', 'route': ['p1', 'e7', 'i5', 'x7', 'p3', 'c3']}
1769450670.4714851,SENT,02c9208b-99b1-4126-87b6-4991acf1d726,4c2e7763-4bcb-4c1a-8839-4448c6dfdbe5,c1,DROP,2035,?,p1,
1769450670.471604,CREATED,ffc7bb4c-983e-41a7-8ef7-4bfdedf06904,7d671c13-df07-448b-a579-a2b60affd1ba,c1,DROP,27,?,?,
1769450670.5438514,RECEIVED,46a4a2fa-1815-41ba-a5b8-53c222153495,60a19bd7-a59f-4641-b399-96ea6b3969c2,c3,c1,26,p1,?,surb={'id': 'f21919a3-d98e-40c0-a256-d4b9e81e4d9a', 'route': ['p1', 'e4', 'i2', 'x7', 'p3', 'c3']}
1769450670.5725946,RECEIVED,f2f205e9-c6dc-4234-aff8-6dcde4355642,43c4901d-6881-40a2-b5fe-2a9e798f3d17,c3,c1,27,p1,?,surb={'id': 'e663a468-8a65-4efa-a71e-2ea5e04cdf6f', 'route': ['p1', 'e10', 'i6', 'x8', 'p3', 'c3']}
1769450670.6340787,RECEIVED,c459626e-c1ab-475a-ab2e-b5d527b34464,bccc20f9-8050-49f4-b8b1-10eac3b0d659,c3,c1,27,p1,?,surb={'id': 'a468e44b-23df-4223-a3ff-0363cc365579', 'route': ['p1', 'e5', 'i2', 'x8', 'p3', 'c3']}
1769450670.7124486,RECEIVED,c8065c68-8ca9-4df8-9d4e-8811e5437286,a8db7c18-0d14-4fba-8e05-83e95c5fd21e,c3,c1,27,p1,?,surb={'id': 'bdfaf828-d82a-45f6-a765-4bff715143b0', 'route': ['p1', 'e6', 'i5', 'x3', 'p3', 'c3']}
1769450670.79038,RECEIVED,fd70e90b-ae0f-4128-8af5-d37510365943,d6a3ea98-f15d-4371-a4b7-e9b089756879,c2,c1,27,p1,?,surb={'id': 'e9cd8234-0973-4eb5-8867-ee0864d8818e', 'route': ['p1', 'e7', 'i2', 'x2', 'p2', 'c2']}
1769450670.9648986,RECEIVED,f2533c9d-d100-43b5-8131-1c43908857e3,b7ddc168-ca19-4021-9080-b5652c76a64f,c2,c1,27,p1,?,surb={'id': '552a383a-77e2-4c63-bbc4-a94c8929fc44', 'route': ['p1', 'e12', 'i11', 'x4', 'p2', 'c2']}
1769450671.0215404,RECEIVED,f88191f1-2df9-4e36-96c4-39ecfa26b8af,21036428-5d71-4e54-b1d6-0a9d3a1bb3d5,c2,c1,27,p1,?,surb={'id': 'd5e6e5a9-4c2e-4d0d-8f92-13e6bfad470a', 'route': ['p1', 'e3', 'i9', 'x8', 'p2', 'c2']}
1769450671.1948845,RECEIVED,6e5c4d45-42fb-4817-872c-1dbce137f1c1,f5e492b8-29ee-40a7-9014-16258fc8693a,c2,c1,27,p1,?,surb={'id': '04e4e3c3-8787-47bb-af0c-c38ae17c1d35', 'route': ['p1', 'e9', 'i8', 'x2', 'p2', 'c2']}
1769450671.3192694,RECEIVED,44971f7b-f403-44c4-ac0c-3d4faf1ccbb7,a3ca8442-bbbd-4313-9816-b504ddf578b5,c3,c1,27,p1,?,surb={'id': '87c91175-c181-4f69-a0d8-1764a2ee191a', 'route': ['p1', 'e4', 'i3', 'x3', 'p3', 'c3']}
1769450671.5434222,RECEIVED,baa646f1-467a-47af-80be-56b4d87c7418,53c80218-cac5-416e-8e2a-f87433d6ce20,c2,c1,27,p1,?,surb={'id': '2b060e49-b591-4d8c-824e-c5341273e810', 'route': ['p1', 'e3', 'i10', 'x5', 'p2', 'c2']}
1769450671.5578825,RECEIVED,3071fe24-762a-4333-b49a-e17161dc0e2b,9103c05f-da40-48ce-985e-e2693d2d6b8c,c3,c1,27,p1,?,surb={'id': '97712616-05c1-4f32-a4e3-e9766716441c', 'route': ['p1', 'e12', 'i2', 'x4', 'p3', 'c3']}
1769450671.5618052,RECEIVED,5c330c52-91e0-432a-9d95-8351c99b4f42,a7410934-23ae-40dc-9801-09bd23236b26,c2,c1,27,p1,?,surb={'id': '6e906ced-ba8b-44ea-a350-5b91c8be4534', 'route': ['p1', 'e4', 'i1', 'x1', 'p2', 'c2']}
1769450671.7723505,SENT,d64bbc58-4503-48e8-88b9-90bd065b892d,0ca51d2b-81af-4667-bf0f-53a17323ae6e,c1,DROP,2048,?,p1,
1769450671.772601,CREATED,e2bea938-a6d2-47e9-a834-55aa118e76ea,7a5e7ba1-1bec-41a0-aa5d-7c2435f6cb43,c1,DROP,27,?,?,
1769450671.8400118,RECEIVED,41fe5746-e82c-4f56-9d3a-4a02b496a2dd,b8508bfa-0dc2-4704-a449-5e330b760d26,c2,c1,27,p1,?,surb={'id': 'b67149ba-800f-422d-bcd7-68a0db811bb1', 'route': ['p1', 'e10', 'i11', 'x11', 'p2', 'c2']}
1769450671.9678965,RECEIVED,58cfdee0-5904-4657-96de-0bf0cf11ec5a,28bcec94-58c6-434c-ab88-acd09e7daa31,c3,c1,26,p1,?,surb={'id': '05724f63-11f6-418b-a6aa-e4aad801f300', 'route': ['p1', 'e5', 'i7', 'x9', 'p3', 'c3']}
1769450671.980645,RECEIVED,331b9fd6-c150-43fb-a869-0a0863d341f5,18c49687-d55c-43c1-b53c-595a53df8b02,c2,c1,27,p1,?,surb={'id': '07d8eb64-76cb-405e-934c-d781b8dfbd03', 'route': ['p1', 'e8', 'i10', 'x8', 'p2', 'c2']}
1769450672.5206335,RECEIVED,ed845975-61fc-42c4-9fb3-083076e21312,0d381ab1-7b89-4fb5-877d-ebffb14235a5,c2,c1,27,p1,?,surb={'id': '4ad7d4e3-473e-4411-b0f3-dc5e94d772cf', 'route': ['p1', 'e4', 'i2', 'x8', 'p2', 'c2']}
1769450672.6593373,RECEIVED,5f7ba0c4-8e59-4de9-b818-f2fcbc372043,3a321c98-5af5-44cb-a8ce-684bcf6d05f2,c2,c1,26,p1,?,surb={'id': '932a770f-fe9d-401d-950a-c3a911460357', 'route': ['p1', 'e12', 'i11', 'x2', 'p2', 'c2']}
1769450672.6745005,RECEIVED,2ab6a8c7-8e89-415a-9980-311534966816,954a0f5f-4837-431e-96ba-efcaf6269e43,c3,c1,27,p1,?,surb={'id': '557a6a5e-2749-42a2-ac81-611d95b9339c', 'route': ['p1', 'e11', 'i5', 'x11', 'p3', 'c3']}
1769450672.6784575,RECEIVED,e35d8acf-b247-48a3-8826-6af9f66eb19f,0f49054e-e1c4-4dca-9d4b-bbd2ee65ff87,c3,c1,27,p1,?,surb={'id': '82417115-9239-4bbd-beca-aa748dd076f9', 'route': ['p1', 'e12', 'i6', 'x5', 'p3', 'c3']}
1769450673.0811446,SENT,5b647861-ad98-4115-b705-1cbe3aa08545,e7edc45d-2937-433b-bdf3-d0d8b2714905,c1,c2,3388,?,p1,
1769450673.0812902,CREATED,632200e7-16ff-4a9e-8bc5-74ca988ec53e,5bde7e29-4e57-4541-9970-2f0756c343bc,c1,c2,26,?,?,surb={'id': '34fe90d8-38a3-4cc2-a545-279872944b66', 'route': ['p2', 'e7', 'i4', 'x10', 'p1', 'c1']}
1769450673.1013892,SENT,078c6a71-5f85-49af-99ab-ca60100c56a5,24e4a289-6a1d-408a-bd23-89a874f2eebc,c1,c2,3380,?,p1,
1769450673.1015432,CREATED,1df034f1-5dde-46ff-86aa-9a8cbba98949,55a410b3-26fe-4c13-8eee-562dd96b77d5,c1,c2,26,?,?,surb={'id': '0e59dc98-dfa3-4b7e-a5e5-09f7f9d56b36', 'route': ['p2', 'e7', 'i1', 'x12', 'p1', 'c1']}
1769450673.4197578,SENT,e68c05fd-cd12-45c3-b28d-cac5368594cf,1b02f030-f6da-48c5-b735-22fc14dee996,c1,DROP,2032,?,p1,
1769450673.419888,CREATED,e0ed4b06-86be-45c8-98bc-19b9c13d0651,1116a150-c3c7-4215-8aca-8fea836ee61d,c1,DROP,27,?,?,
1769450673.5748982,SENT,b4cd386d-25dc-4368-9982-39da56f8fa51,333713e5-3931-4f1a-a58c-38e85593a904,c1,DROP,2031,?,p1,
1769450673.5750308,CREATED,2fd61bb1-9374-4fe6-a6ac-c626a61e4ce5,465df85d-ba48-4266-96d9-c18b77ae116f,c1,DROP,26,?,?,
1769450673.817014,RECEIVED,f18f260e-759b-41d1-b7e6-cc1c710745e3,db7d7d1d-f006-4a3d-b156-d9390b5ad975,c2,c1,27,p1,?,surb={'id': '2c35ee30-5744-4308-a20f-a4b40b2743f9', 'route': ['p1', 'e3', 'i9', 'x10', 'p2', 'c2']}
1769450673.9013722,RECEIVED,45517fd2-bee9-4bdd-8814-b1ce59b2210b,9a26d957-7fc9-4cae-b247-fa9d1c5176dd,c3,c1,27,p1,?,surb={'id': '3734a1c8-06d7-4146-95c9-fce9f71c3ca1', 'route': ['p1', 'e4', 'i3', 'x10', 'p3', 'c3']}
1769450673.9841354,SENT,39a381a6-b8f4-4434-9ce8-21e2384650aa,c3ad7f83-8bda-40f0-9797-ecc315bdf8a2,c1,c2,3399,?,p1,
1769450673.986372,CREATED,2f6cfcb7-243f-4124-ab25-815fdbeadf36,2b872b90-910a-4e8a-975f-06554e509921,c1,c2,27,?,?,surb={'id': '9051a182-1fb0-4b3d-8048-3010dd69dfed', 'route': ['p2', 'e6', 'i3', 'x10', 'p1', 'c1']}
1769450674.0130014,RECEIVED,befdcfb8-24e8-4835-a190-83f24d1568e0,72ae12de-1319-4a18-9838-f2ed6c678051,c3,c1,27,p1,?,surb={'id': 'f28704b7-f07b-4441-a95b-8e1e56cb2370', 'route': ['p1', 'e10', 'i12', 'x6', 'p3', 'c3']}
1769450674.3795629,RECEIVED,222128bf-54c2-45ec-a82e-a26b3a95efe9,44cf49b5-d773-42c5-947d-48b03bba4773,c3,c1,27,p1,?,surb={'id': '32dbe9aa-aa85-4cd4-a7ce-3f76608857f8', 'route': ['p1', 'e8', 'i5', 'x12', 'p3', 'c3']}
1769450674.5595162,SENT,255653c5-31d2-474a-91ce-bdf459d1c4f8,bccf03ea-7f08-4fb5-9d29-a6168be2af87,c1,c2,3393,?,p1,
1769450674.5596545,CREATED,cb8a9d6e-750a-43d6-a604-0a7e5de268cb,21e3221b-0845-442b-8e02-b1001227a916,c1,c2,27,?,?,surb={'id': '2c2544c9-8263-43c7-a139-52d6d59fa9ca', 'route': ['p2', 'e6', 'i11', 'x7', 'p1', 'c1']}
1769450674.6795192,SENT,bc7a2444-dd89-4ec2-a810-a534f20a47cb,d42054d9-a9d9-4359-8313-a0872f40380b,c1,DROP,2035,?,p1,
1769450674.6796637,CREATED,b7328d55-57a1-40bb-b1be-628e5d3c4759,6d3d66f1-232a-47b1-84ed-8e0697c4a4a7,c1,DROP,27,?,?,
1769450674.7707791,RECEIVED,af7f3027-60a5-4be7-b871-30f828877036,ef2d1c7c-4838-4116-9d7b-2d3220b044af,c2,c1,26,p1,?,surb={'id': '250a2478-ec79-43ee-96df-b8c856704dee', 'route': ['p1', 'e3', 'i2', 'x8', 'p2', 'c2']}
1769450674.8352394,RECEIVED,fa20674c-b974-4f8f-93b9-bbce135e590a,40284e9a-ddd2-4d9f-8a8a-6dfedaed1b78,c3,c1,26,p1,?,surb={'id': 'af352a45-ddb7-4f6e-9ba5-2c9c66ab459b', 'route': ['p1', 'e4', 'i11', 'x4', 'p3', 'c3']}
1769450674.9812098,RECEIVED,e51a2bd8-fcbd-4d47-843d-3981c4971c99,564d3355-f114-46fe-b11d-6948213a8613,c3,c1,27,p1,?,surb={'id': '5a06e74c-2009-4ae5-9a17-f356a28823b4', 'route': ['p1', 'e4', 'i6', 'x3', 'p3', 'c3']}
1769450675.0055904,RECEIVED,dfb1b64b-32c2-471d-bff3-968f685f5f67,58b3e4fd-8568-48ea-be06-c16def589250,c2,c1,27,p1,?,surb={'id': '9e126533-caa3-46d1-a669-3eccfac4e24f', 'route': ['p1', 'e8', 'i10', 'x3', 'p2', 'c2']}
1769450675.0363948,RECEIVED,887f2cf7-48b3-4351-86dc-4ea70eaf7519,6163a127-1d57-473b-94d2-eefc82caf303,c2,c1,27,p1,?,surb={'id': '6cd80453-07f6-4676-aa69-77b0e75bea18', 'route': ['p1', 'e11', 'i6', 'x7', 'p2', 'c2']}
1769450675.2017443,RECEIVED,a25800cc-2955-40f6-b33c-c2b613cfb4d5,8e5276e0-d0d7-4e4c-9917-3b19a36c12ef,c2,c1,27,p1,?,surb={'id': '867e8d89-3199-458c-a2e8-3fa94b36a036', 'route': ['p1', 'e8', 'i5', 'x12', 'p2', 'c2']}
1769450675.2057338,RECEIVED,05bb0f68-1efd-4e78-8e94-12cb066bdc5c,8e1b1583-7b32-43ef-b75f-55dc270f8442,c2,c1,27,p1,?,surb={'id': 'e6d9ec97-46b8-4a1b-bece-b350be40372e', 'route': ['p1', 'e1', 'i7', 'x7', 'p2', 'c2']}
1769450675.2243779,RECEIVED,9d99fcb8-20f0-4100-af5e-ceba8d806026,9767cb62-89a6-4ff2-ba90-223c4f794b0c,c2,c1,27,p1,?,surb={'id': '8908c7bc-4937-4c21-860c-583e7cd6c734', 'route': ['p1', 'e2', 'i3', 'x12', 'p2', 'c2']}
1769450675.3264582,SENT,047655d6-7e51-4dfb-b9c0-37ca6901da5b,0334bf56-395e-4178-ba47-89743c01d07e,c1,c2,3375,?,p1,
1769450675.3265934,CREATED,ddbb86ef-d1c3-4401-94f2-07df3eabec30,25562c0e-e5a5-4a96-9f0c-877aec2efa8a,c1,c2,27,?,?,surb={'id': '16893842-ac26-4157-8c90-a10e462e2211', 'route': ['p2', 'e8', 'i8', 'x8', 'p1', 'c1']}
1769450675.4312057,RECEIVED,c71c0649-dbdf-45b6-8333-ac1aa3dfac2f,61fdfd28-92da-47c5-8c2c-2b84153e903d,c3,c1,27,p1,?,surb={'id': '2aa18ef9-006c-4b00-bc1a-73f9ff11e979', 'route': ['p1', 'e7', 'i3', 'x7', 'p3', 'c3']}
1769450675.5139952,SENT,2ffa485a-c6c7-4dce-9e2d-211e8bbc2aed,78b4f329-35d7-4891-b2cf-2ef38b16ce8b,c1,c2,3363,?,p1,
