timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769458684.659564,SENT,854e457b-8349-4f85-920a-e9f6a6e68887,8a9b9b26-41b2-45a7-b7c6-68c91fba3036,c4,c3,3400,?,p1,
1769458684.6597404,CREATED,7b18a8b0-9a9f-44a7-9099-d5b51a822827,e189be99-2d25-494a-b6f9-0f79a88c602c,c4,c3,27,?,?,surb={'id': '47c6e214-2cf5-48c9-a03c-8f7c28a4d229', 'route': ['p3', 'e2', 'i7', 'x11', 'p1', 'c4']}
1769459253.7496192,CREATED,e4311509-cb13-43b0-b7dd-dda236b48581,16abb1f2-2c4a-4c51-aadc-4e1bd69ede06,c4,c3,27,?,?,surb={'id': 'a2cc21de-8252-431c-b43e-144f4fe0d3e8', 'route': ['p3', 'e8', 'i2', 'x1', 'p1', 'c4']}
1769459253.8811378,SENT,f97a7ebc-194a-4acb-9069-95762267d9aa,0fd725d8-95a0-47a7-b32d-11ef9e21baba,c4,c3,3401,?,p1,
1769459253.8812337,CREATED,c9e6f7ec-3448-4cc7-b6ee-3018dc4f159e,871db5bb-23d2-41f0-91cc-1661dc82c547,c4,c3,27,?,?,surb={'id': '523843b5-f5f4-40f3-b02c-694376619513', 'route': ['p3', 'e9', 'i5', 'x6', 'p1', 'c4']}
1769459253.9910805,RECEIVED,92d325cd-4651-4fb5-aada-1ae1e63f058f,f1f65106-c4e3-424c-b39e-463a4daba6e7,c2,c4,27,p1,?,surb={'id': '62cc3231-7df1-4cb7-bfcd-012394a13611', 'route': ['p1', 'e8', 'i12', 'x10', 'p2', 'c2']}
1769459254.0082216,RECEIVED,64381871-ed53-47fd-a4d5-37752c350197,329e8bda-6eda-4516-9c1d-3c34261eb765,c2,c4,27,p1,?,surb={'id': '0d852e37-3509-41e8-a89d-e09d213541b3', 'route': ['p1', 'e12', 'i9', 'x3', 'p2', 'c2']}
1769459254.3992722,SENT,d839ceac-ec3c-4836-9073-cf513f10c640,37a937ee-29dc-4cc0-8669-a3bfb194a208,c4,c3,3377,?,p1,
1769459254.3993511,CREATED,4cbcf82a-a297-44e8-8ed3-c7918cb37113,7e618606-5c94-4ac0-9e43-46fef25c5cd4,c4,c3,27,?,?,surb={'id': 'b6ec6edf-76c7-4241-9458-29372a06075b', 'route': ['p3', 'e3', 'i8', 'x6', 'p1', 'c4']}
1769459254.4854493,RECEIVED,762e8e7e-b612-44c4-b1fa-84ac0be11709,44141f18-ae90-42dc-b8ed-78769474fff0,c2,c4,27,p1,?,surb={'id': 'd3b72864-ec7c-4bdc-94ed-7a4d4d36c924', 'route': ['p1', 'e2', 'i6', 'x2', 'p2', 'c2']}
1769459254.500979,RECEIVED,d192594a-0572-49d8-a164-7debf0da6104,32fcffde-7609-4207-8883-1d68b3b292ae,c2,c4,27,p1,?,surb={'id': 'b81cebc2-4b1f-4e16-9b89-9c1589a68d90', 'route': ['p1', 'e1', 'i9', 'x1', 'p2', 'c2']}
1769459254.5103903,RECEIVED,9a76ce2e-c2d6-41d1-82e3-27d11adf6544,9267113a-6edc-4965-ac45-b524d1d3adea,c2,c4,27,p1,?,surb={'id': '32386f8b-961c-482a-826e-bb5e5a2b67ad', 'route': ['p1', 'e1', 'i10', 'x3', 'p2', 'c2']}
1769459254.5158224,RECEIVED,9282dc5e-559e-468c-afe7-e42f94d72333,8176100b-8984-4715-9d7e-30dc1d3383e4,c2,c4,26,p1,?,surb={'id': '6e59453a-a321-403e-8ed7-9d8b0bbb3f27', 'route': ['p1', 'e11', 'i6', 'x7', 'p2', 'c2']}
1769459254.5353172,SENT,e821bfc9-c9e5-4319-8704-5f0bfe6551dc,6059e57d-22a1-4645-a433-26e7bfe3969a,c4,c3,3360,?,p1,
1769459254.5353918,CREATED,39ba85c9-0d8f-4df5-973e-fadf38767989,d60babed-7c63-4f21-8e41-f27ec7929e02,c4,c3,27,?,?,surb={'id': '3439ece8-b3cb-4e1d-9134-9518d82dcf78', 'route': ['p3', 'e6', 'i10', 'x7', 'p1', 'c4']}
1769459254.5828261,SENT,75f2996d-adbf-49f0-b43b-6f0ca233b698,d4b0076e-ba49-4365-a200-dce4efba13e2,c4,c3,3386,?,p1,
1769459254.5829155,CREATED,c4929e8f-d575-4281-8bfc-8520d8ba27f4,12485dcc-fc92-4787-aa67-72991c1d3c5c,c4,c3,27,?,?,surb={'id': 'e56775e6-cfbd-4a70-ad45-62775f10e7e8', 'route': ['p3', 'e2', 'i7', 'x1', 'p1', 'c4']}
1769459254.6722016,RECEIVED,ddad6127-5d13-456b-95fa-f54e6ac9e78b,1d137542-28ab-409e-9dd4-a6735824defb,c3,c4,27,p1,?,surb={'id': '270bf2ce-36fa-41f4-ab8f-a2618656b502', 'route': ['p1', 'e8', 'i10', 'x3', 'p3', 'c3']}
1769459254.7544153,RECEIVED,76a7c5e6-29c4-4f43-b35c-f8f18dd9a0b3,701405dc-b065-4ed7-945a-7e9a0205f4cc,c3,c4,26,p1,?,surb={'id': '93cef7f0-dc64-4bd8-ab03-55c4170b6c70', 'route': ['p1', 'e9', 'i8', 'x7', 'p3', 'c3']}
1769459254.8097575,SENT,a9a0b317-ac42-4798-949f-38ebbc06da19,17c5ab7c-5825-402b-9817-12c90bd9d416,c4,c3,3388,?,p1,
1769459254.809916,CREATED,045a1360-7413-4637-802d-d3f0a1bdd2f8,a7fd8e58-9de7-42c4-bae5-afec06c8bfc4,c4,c3,27,?,?,surb={'id': 'd4879cd0-58a8-4018-b914-510d772ddd22', 'route': ['p3', 'e10', 'i12', 'x11', 'p1', 'c4']}
1769459254.907955,SENT,d96c6e06-c32d-4680-a91c-742d5c31afd3,ba732115-504f-4e75-8bce-c6c0e5b0605e,c4,c3,3375,?,p1,
1769459254.9083962,CREATED,39d66966-e970-496b-9ab8-342649e48eac,75f9e467-8484-4f4d-8092-ade921503066,c4,c3,26,?,?,surb={'id': 'cb78d935-df25-411c-8df2-3600e3dd0340', 'route': ['p3', 'e3', 'i11', 'x6', 'p1', 'c4']}
1769459254.94004,RECEIVED,cd33c5cb-7b4d-437b-82cd-e475c967f91a,93006515-51e7-4c56-98be-50e52bacef12,c5,c4,27,p1,?,surb={'id': 'bda29a69-c1d7-408b-b22d-90ddd3bc229e', 'route': ['p1', 'e2', 'i9', 'x10', 'p2', 'c5']}
1769459254.946597,SENT,970caeeb-0368-4d6f-ac79-df9e013ab304,42ec28af-2383-478a-bb92-a6ae8ca19600,c4,c3,3377,?,p1,
1769459254.9467475,CREATED,b6782344-5b57-4157-9743-ad2169573a3f,c8ec47b8-6bd7-436b-8943-cc7a6ec1ef53,c4,c3,27,?,?,surb={'id': 'd8c3bf49-ef7e-4526-9e41-6f40101e8b1b', 'route': ['p3', 'e5', 'i3', 'x12', 'p1', 'c4']}
1769459254.998397,RECEIVED,fd4463a5-a5a7-429c-b742-6da708327b53,91f153d4-f2ed-4027-80c2-2fdcd78e2df4,c5,c4,26,p1,?,surb={'id': '30247277-abb6-497b-8c87-c13a9ba0f7dc', 'route': ['p1', 'e3', 'i7', 'x2', 'p2', 'c5']}
1769459255.0528612,RECEIVED,0df0a320-f17f-475d-80ed-d56cbe631298,730e316d-c377-4e4f-9750-24ec7d99d45f,c3,c4,27,p1,?,surb={'id': '5cd2ecb4-ea09-4c0b-8201-910c0d55dfa2', 'route': ['p1', 'e1', 'i6', 'x12', 'p3', 'c3']}
1769459255.2441306,RECEIVED,d67b4899-e629-4913-ab01-7637ea44dcb1,ece8d7cd-1f55-4a09-a9d6-0d4270f8aa47,c3,c4,26,p1,?,surb={'id': '9b05349f-69c2-481d-a944-97693522e119', 'route': ['p1', 'e5', 'i3', 'x2', 'p3', 'c3']}
1769459255.3934069,SENT,5ed2d347-566e-4db5-8ad1-6bd1cda40fa3,08344ab2-9cd5-443b-b94d-19d17a958995,c4,c3,3379,?,p1,
1769459255.393549,CREATED,78496764-3405-4f1d-bc28-0369841e25be,35945eec-3a66-41bb-a970-9ef49d111b3c,c4,c3,27,?,?,surb={'id': '8adfdc54-84b5-458d-8881-9b889dfa8195', 'route': ['p3', 'e8', 'i5', 'x4', 'p1', 'c4']}
1769459255.4829211,SENT,c2a5959e-987b-4acb-aaad-aa84f059e401,776a72cc-bb2d-4743-aada-6014b5d2877b,c4,c3,3359,?,p1,
1769459255.4831028,CREATED,780673e8-8e21-4c6d-b0af-794b415f60d4,b4373677-b9ff-4a68-9f21-744b72819320,c4,c3,27,?,?,surb={'id': '3f602e93-05e7-4e21-a99d-4efe5dd6a708', 'route': ['p3', 'e2', 'i7', 'x2', 'p1', 'c4']}
1769459255.6367059,SENT,e7641b00-42e6-41ce-b588-13b0e270e2f8,53737fd3-ffdd-4d90-a8f6-a54107711ee6,c4,c3,3380,?,p1,
1769459255.6368098,CREATED,cb2adc67-1a81-4153-b504-873d043f6f41,66844bf2-5888-488b-b224-54ff4e8c02c7,c4,c3,27,?,?,surb={'id': 'e3a1cd63-135e-4040-a38b-ab86bf2c4972', 'route': ['p3', 'e2', 'i9', 'x7', 'p1', 'c4']}
1769459255.682413,RECEIVED,d1879f72-83ca-43ad-a065-3e3488e97229,cc628256-6086-462e-ae5b-508df4875c39,c3,c4,27,p1,?,surb={'id': '263fc330-02fb-4a85-ba5c-a24a0c25745b', 'route': ['p1', 'e4', 'i1', 'x2', 'p3', 'c3']}
1769459255.6917295,RECEIVED,a48b1d16-11ec-41fe-b458-41588dc7202c,b9bafced-be64-4516-b733-b95a6905c450,c5,c4,25,p1,?,surb={'id': '97ab969e-3e1c-43d8-b42e-fa3c30ecc26b', 'route': ['p1', 'e1', 'i5', 'x4', 'p2', 'c5']}
1769459255.7099001,RECEIVED,f38a2828-687c-4143-97a2-e4617fc499a5,0dc2bb5f-f323-4ccd-b56c-bc84ee5916df,c3,c4,27,p1,?,surb={'id': 'b6e306ab-c77f-4707-9850-63c1dcae1837', 'route': ['p1', 'e8', 'i3', 'x1', 'p3', 'c3']}
1769459255.8089063,RECEIVED,ec112c30-32d7-475d-a60c-586f85742378,a0c5141a-b59a-4a4d-b6e0-733634e77889,c5,c4,27,p1,?,surb={'id': 'e6237d5e-9bde-466b-9d11-bff0ba9ef012', 'route': ['p1', 'e3', 'i4', 'x4', 'p2', 'c5']}
1769459255.8325527,RECEIVED,5835f2a7-704d-4519-973b-c54f4f03deee,f22714ce-4d26-4965-8a48-0930b1f7d31c,c5,c4,27,p1,?,surb={'id': 'c61b7fd7-fa60-40f3-988a-ef8abfff9db7', 'route': ['p1', 'e4', 'i10', 'x5', 'p2', 'c5']}
1769459255.9297395,RECEIVED,0b0fd5c6-da35-4568-99a9-c7b4cfe39e64,6539e313-2e08-40aa-beb0-d5b643c0a1c3,c5,c4,25,p1,?,surb={'id': 'cd5e9bfd-8ce1-4b74-ba1b-35eb04fa51ef', 'route': ['p1', 'e9', 'i8', 'x10', 'p2', 'c5']}
1769459256.0094552,RECEIVED,075ec885-415c-496c-8318-11ae637ee1ad,dac5f3e6-b0d7-4f18-b06b-ad76df6a3d90,c3,c4,25,p1,?,surb={'id': '7c998746-b0a1-436b-bb25-5917b52de9ec', 'route': ['p1', 'e8', 'i4', 'x6', 'p3', 'c3']}
1769459256.1425228,RECEIVED,8115e224-2a4c-4539-af0d-84a72433b2f6,658ed61f-50e2-4a80-8f84-b22e8b978c74,c3,c4,26,p1,?,surb={'id': 'c28fe22e-9ec6-422a-ae44-a5ca3978af2b', 'route': ['p1', 'e5', 'i9', 'x10', 'p3', 'c3']}
1769459256.2080178,RECEIVED,0c465b3e-a824-4a32-b21e-28030f898024,e180d6a8-d115-4af3-855d-1a1540cc09a6,c2,c4,26,p1,?,surb={'id': '131d3ad4-5cfa-4e3c-85e1-fe5b42ee93f0', 'route': ['p1', 'e1', 'i12', 'x12', 'p2', 'c2']}
1769459256.2561088,RECEIVED,7c993a78-cc63-4255-90f4-93dddc960ff5,58bbcf7e-d72b-4d9b-82d2-8ce12710c79e,c3,c4,26,p1,?,surb={'id': '9487cdae-78dc-448f-8f7c-9145053d5364', 'route': ['p1', 'e8', 'i10', 'x5', 'p3', 'c3']}
1769459256.258645,RECEIVED,98855588-3d9b-447a-85f4-1dbd7f00acc6,085ac4c8-e13a-4dda-9daf-0e3b2562453e,c5,c4,26,p1,?,surb={'id': 'b461984a-d437-4d10-a662-be7412071bab', 'route': ['p1', 'e3', 'i11', 'x5', 'p2', 'c5']}
1769459256.4621572,RECEIVED,b171183d-ee5c-41ea-bdc7-cb8f1eb422b8,ae54d905-d761-42b3-b20f-9ff40c51fe4c,c5,c4,27,p1,?,surb={'id': '46dce529-7041-4867-84f6-f780a8d7c4d7', 'route': ['p1', 'e9', 'i12', 'x9', 'p2', 'c5']}
1769459256.776544,RECEIVED,cc215d23-1b50-4ccc-93e8-bbd8aaca8de8,30269850-bf52-40bc-b212-f73a0b1ac2be,c3,c4,27,p1,?,surb={'id': 'd1152a6d-7f27-439e-b4b3-d3780e7b01c7', 'route': ['p1', 'e1', 'i4', 'x11', 'p3', 'c3']}
1769459256.8522048,SENT,4941f588-be8a-402c-98e6-28d61eba7626,ec36c860-a4c6-4e7d-977a-daffb4d75dc2,c4,c3,3379,?,p1,
1769459256.8523664,CREATED,140900f5-ff55-438a-89b0-e18cfe7e0999,3b2339da-7021-4783-86ea-5c5af876e62b,c4,c3,27,?,?,surb={'id': '8c1e3a61-0d34-4b49-9ffa-bfbb5ecfffe3', 'route': ['p3', 'e1', 'i8', 'x11', 'p1', 'c4']}
1769459256.9084153,RECEIVED,f78f82c1-bb07-4b51-bb6b-e2fcc74d2908,419801a6-831e-48f8-86ab-f2d920ff62be,c3,c4,26,p1,?,surb={'id': '42daf39a-13f7-4253-8c95-a5b7af6b5618', 'route': ['p1', 'e9', 'i6', 'x6', 'p3', 'c3']}
1769459257.0894587,RECEIVED,78f83b6e-b433-4321-a5f2-a4b6f4e0590a,955d660c-b05e-4675-9fc5-0873ad098294,c2,c4,27,p1,?,surb={'id': 'fdce987d-4ebc-43ed-996e-8aac1767d5d9', 'route': ['p1', 'e3', 'i6', 'x2', 'p2', 'c2']}
1769459257.42661,SENT,ba419f98-3bbb-4210-a9ff-fca20769c400,d21da998-9958-41bd-a876-3985946e4481,c4,c3,3391,?,p1,
1769459257.4267678,CREATED,ed74f464-2497-4f35-ad04-0eb29e237ce5,64f1a773-c677-426c-a4bf-8c30333e0ed7,c4,c3,27,?,?,surb={'id': 'df064c19-6707-4f03-9b52-2bf446a4b6a8', 'route': ['p3', 'e7', 'i11', 'x12', 'p1', 'c4']}
1769459257.4324214,RECEIVED,0ad63a79-6e9e-4b1b-a0e4-503b34bb83d4,f5f02728-fea8-4b2c-95b4-a27177f55e5e,c3,c4,26,p1,?,surb={'id': '9a01c11f-f18a-4629-a8c6-ca237c4800c2', 'route': ['p1', 'e2', 'i5', 'x3', 'p3', 'c3']}
1769459257.6868646,RECEIVED,12c122bb-78a2-4e27-b1ba-d30696f965f9,73b74340-8b19-41eb-8234-f2e9947d92b3,c5,c4,27,p1,?,surb={'id': 'b57e0110-6005-4186-bf37-4b73acd89af4', 'route': ['p1', 'e2', 'i5', 'x12', 'p2', 'c5']}
1769459257.8236666,SENT,674401fa-09d9-4705-8159-eeeb7e5a35da,0512f9ba-8b74-49b4-9d50-3da691d9aeae,c4,c3,3398,?,p1,
1769459257.8249564,CREATED,02b2678a-6117-4edf-8084-6a59ac608433,9acc8552-7216-4c6a-bd52-1cd8951eae4a,c4,c3,27,?,?,surb={'id': '145937d1-279d-4f09-a677-3cf38fae46ab', 'route': ['p3', 'e3', 'i10', 'x12', 'p1', 'c4']}
1769459257.8812377,RECEIVED,16f765e6-231f-4971-a81f-bb2be6fb012f,9d82f153-599c-47df-ab83-8dd2d2fc8ddd,c2,c4,27,p1,?,surb={'id': '1fedbde2-3d55-4c59-9d54-9973cbe73b06', 'route': ['p1', 'e2', 'i9', 'x3', 'p2', 'c2']}
1769459257.9033165,SENT,eb600bfa-be0e-488b-9fc8-f8dedfc40580,c30cd5a1-1066-4c3a-9229-fce51d14c1ab,c4,c3,3392,?,p1,
1769459257.9034674,CREATED,eb69331d-10fc-41c0-98b1-17e047d78f86,f3b92bf1-e170-4f1f-a85d-856e2db6ff94,c4,c3,27,?,?,surb={'id': 'c6c08fe2-d02c-431f-83e4-f624202d48bc', 'route': ['p3', 'e10', 'i1', 'x1', 'p1', 'c4']}
1769459258.00013,RECEIVED,20e973f6-36fb-493e-b608-6beb84c7d9c0,c018a4f7-ea3b-47e5-8075-475644e2dbe4,c3,c4,27,p1,?,surb={'id': 'cad1dfc2-34a8-48f0-a9cd-d46edd245286', 'route': ['p1', 'e5', 'i12', 'x5', 'p3', 'c3']}
1769459258.0437448,SENT,7b8acf52-a1ca-4583-8241-d3b59f201185,e7c97fcf-ee4b-4eaa-9925-70469fbbd881,c4,c3,3380,?,p1,
1769459258.0438838,CREATED,768c5866-00a1-407e-a735-7139ab0edb50,a5fc21a3-1a7c-46cd-8dbe-f51fd5d0d1a4,c4,c3,27,?,?,surb={'id': '2ff8309c-cfdf-4ed6-bea1-b69400da38fc', 'route': ['p3', 'e8', 'i1', 'x8', 'p1', 'c4']}
1769459258.0949688,SENT,436c5e05-30a6-4b8b-8561-606497eb80de,aefa4cb0-202d-4cd5-8572-376d34333d21,c4,c3,3392,?,p1,
1769459258.095142,CREATED,199bc611-65ab-4d01-9d83-f12ec980fb1b,d5e72867-ddca-4228-ac5f-a8d38e910245,c4,c3,27,?,?,surb={'id': '61feec72-1c70-4715-9358-5f09df5771a7', 'route': ['p3', 'e6', 'i10', 'x12', 'p1', 'c4']}
1769459258.1139486,RECEIVED,749c1724-cb8d-45d8-a8fd-bd61d9ab739c,57c7eb69-cb77-4f4a-afcb-f55456ba96fc,c5,c4,27,p1,?,surb={'id': '9da4d16f-fd60-401b-a4fb-1f88cfe880ba', 'route': ['p1', 'e10', 'i10', 'x4', 'p2', 'c5']}
1769459258.3022475,RECEIVED,d4910cdd-7d0e-4fb8-8f08-ff2cc7c52ba7,01296fb4-699b-4abd-81e8-a482a336e82a,c3,c4,27,p1,?,surb={'id': '845fc589-e94b-42ef-902a-a65d1f32013f', 'route': ['p1', 'e2', 'i9', 'x10', 'p3', 'c3']}
1769459258.3282623,RECEIVED,8229050a-621a-49f5-84c0-13b7ef05773d,b30b6ffa-40e9-4898-87ce-dca012ae6a5e,c2,c4,27,p1,?,surb={'id': '39a6716c-2b5c-48e7-9d1e-841ea92b6df1', 'route': ['p1', 'e4', 'i11', 'x10', 'p2', 'c2']}
1769459258.583969,RECEIVED,2f215a41-7199-4480-8da0-ae767bfb1b3b,2acbbfdc-71e5-4b87-9a34-5b2883fbc555,c5,c4,27,p1,?,surb={'id': '2bf7e0c1-655c-43f9-ad4d-95927b966393', 'route': ['p1', 'e10', 'i5', 'x7', 'p2', 'c5']}
1769459258.6336303,SENT,b89e8d06-72f1-49f4-bdad-1d00528ef1e9,7ea024c4-5606-422e-9f9b-49ff1290f38b,c4,c3,3384,?,p1,
1769459258.6337767,CREATED,22e8409d-18ca-4485-ab43-d0be44060537,0020194d-959e-49ce-a200-f817d3b3ed34,c4,c3,27,?,?,surb={'id': '49ca95fc-4d35-4599-b5b0-93e53f7da911', 'route': ['p3', 'e11', 'i4', 'x12', 'p1', 'c4']}
1769459258.7458997,SENT,cd56acef-2896-4f84-98e8-cac26973c148,740c505f-7b5e-4b75-a18e-07197dc3d570,c4,c3,3383,?,p1,
1769459258.7460783,CREATED,ee1a51eb-754e-4944-b9b6-0c500b26e9bb,fd73e6a0-e200-4706-8ae5-a8044ad9e68b,c4,c3,27,?,?,surb={'id': '71c6c7a2-0ad4-417d-b890-54214fe1069c', 'route': ['p3', 'e8', 'i7', 'x6', 'p1', 'c4']}
1769459258.7488203,RECEIVED,36bf0af1-e838-418b-90c3-de8ebd94ecb1,bc388595-a96c-41ac-8096-280c0f1ce0ff,c2,c4,27,p1,?,surb={'id': '97380f83-85d3-49bb-85a0-71c42b39d525', 'route': ['p1', 'e11', 'i10', 'x1', 'p2', 'c2']}
1769459258.9591868,RECEIVED,3ae37f07-1e4f-4050-8d55-331f075daf1a,d2581ef4-8cd8-4891-88b4-fd3fd863e962,c2,c4,26,p1,?,surb={'id': 'ae1bd155-dad3-49ae-a027-5c5dae74ed37', 'route': ['p1', 'e8', 'i10', 'x11', 'p2', 'c2']}
1769459258.9968026,RECEIVED,d24b3962-c4a6-4958-9388-99af9d4a75a0,078ef610-47e8-415b-8199-c593b5f56f12,c3,c4,27,p1,?,surb={'id': '793e0a62-a9ec-41a8-a969-b9dc9d5d5efb', 'route': ['p1', 'e12', 'i1', 'x12', 'p3', 'c3']}
1769459259.679793,SENT,ed0c702d-9b71-4b02-ac30-dd22820e17b0,54551a90-bf4e-484f-bdb6-1c3659276e89,c4,c3,3399,?,p1,
1769459259.67995,CREATED,e9f8f7ac-d4b8-46fc-945f-9e9ade8d896f,0ac58183-27f1-4624-8b41-dbef51bec6e7,c4,c3,26,?,?,surb={'id': '38928db2-594e-4890-ba19-19ca30f4afe1', 'route': ['p3', 'e12', 'i8', 'x10', 'p1', 'c4']}
1769459259.7117264,SENT,908612af-8bf6-4e15-a55f-75d0031054db,a41c5e50-712d-4cff-bbd6-9f7d60fe38bf,c4,c3,3371,?,p1,
1769459259.7118826,CREATED,926d43a0-3788-4860-bcfa-de606ab17920,dd0a4c02-0739-4236-b52b-fa831b4d59f6,c4,c3,26,?,?,surb={'id': 'fae86333-ca7f-4b54-b42b-6746d01599a1', 'route': ['p3', 'e12', 'i1', 'x12', 'p1', 'c4']}
1769459259.7478058,RECEIVED,e8a41126-febc-4beb-9373-064ccd927387,9406128e-318d-4107-b2d4-9b92d864c0ce,c2,c4,26,p1,?,surb={'id': 'e8a62c0e-8649-4bac-ac89-b43efc5e1f0d', 'route': ['p1', 'e3', 'i10', 'x2', 'p2', 'c2']}
1769459259.8817182,RECEIVED,a47485f3-29bc-4359-8e11-b2f9672a81fb,cfa2b49c-f712-482c-8d5e-32f6f0a6500d,c3,c4,26,p1,?,surb={'id': 'b5eda89e-c1dd-4c02-a23f-fb05bf97075b', 'route': ['p1', 'e9', 'i10', 'x11', 'p3', 'c3']}
1769459259.9287958,RECEIVED,28427649-8503-4366-83cb-b7f58a29ba4f,ab4edc07-25f0-4e82-afc8-5d604c639bde,c3,c4,27,p1,?,surb={'id': '538de1d5-704d-48ee-accf-7a15245dbdce', 'route': ['p1', 'e8', 'i2', 'x5', 'p3', 'c3']}
1769459260.0619764,RECEIVED,ab9df817-aa43-4e9a-82fa-ad036da58a0e,038fbc53-909e-472b-9f2e-05352d132089,c3,c4,27,p1,?,surb={'id': 'd9d8abaa-f95f-42d2-92c6-cba0f049726f', 'route': ['p1', 'e8', 'i4', 'x1', 'p3', 'c3']}
1769459260.2228532,RECEIVED,3f6e3462-704c-45df-b46f-78be22aed6da,72a60697-5e8f-40cf-afdc-4dbd90bf7105,c5,c4,26,p1,?,surb={'id': 'd609b2b6-d543-4c8c-8b2c-373a093c18fc', 'route': ['p1', 'e12', 'i9', 'x1', 'p2', 'c5']}
1769459260.2929184,RECEIVED,da66394c-88ba-46f7-9a19-edb183e61aef,67630c36-c784-40b2-b942-52ae17676146,c3,c4,26,p1,?,surb={'id': '51119f80-a01d-4c5a-a080-edd942fcbdcd', 'route': ['p1', 'e2', 'i1', 'x10', 'p3', 'c3']}
1769459260.3453906,RECEIVED,3e584b37-f1eb-493e-ad3a-69b18e07ebd4,0a67a192-f668-44c2-b26a-99210e23d6a6,c3,c4,27,p1,?,surb={'id': '36b2acbc-7e51-41b4-a572-957a18d11795', 'route': ['p1', 'e10', 'i12', 'x4', 'p3', 'c3']}
1769459260.3546743,RECEIVED,7465724a-e636-4c6c-b187-5140a0a8f85f,6bd422b6-ae32-402b-a86d-e0e6cd78b0d0,c3,c4,27,p1,?,surb={'id': 'e202df9c-7777-4de9-9679-7caf5d78835c', 'route': ['p1', 'e9', 'i12', 'x7', 'p3', 'c3']}
1769459260.379718,RECEIVED,7d5484e1-ae1e-48d2-850b-2721610461f3,6d306f77-838e-4400-8c78-f449daa4f269,c2,c4,27,p1,?,surb={'id': 'c5ea8a1b-f777-4ea8-816b-9acba2906d00', 'route': ['p1', 'e4', 'i1', 'x7', 'p2', 'c2']}
1769459260.390025,SENT,8c627e96-29c0-4adb-9e7c-d509adcdca79,fd9dfe1b-35da-4c76-91b1-335fbfd460a7,c4,c3,3360,?,p1,
1769459260.3901484,CREATED,3155f35e-2153-4a61-95e3-3be70c2e79f1,a22b5cb7-0193-4ea3-87af-b09ca47556f0,c4,c3,27,?,?,surb={'id': 'dc4d3b75-4fcd-40d9-a260-9a07336ca51b', 'route': ['p3', 'e12', 'i6', 'x4', 'p1', 'c4']}
1769459260.5149665,RECEIVED,5ed9d5ba-5e9d-411a-a1d1-4fcabb71c751,8f40ed86-5a8d-4c2b-8707-d7c38926f328,c5,c4,27,p1,?,surb={'id': '38db9808-6e49-49f3-af2b-22a1ec940cfc', 'route': ['p1', 'e11', 'i8', 'x10', 'p2', 'c5']}
1769459260.5221076,RECEIVED,678f26f0-9928-4c1c-8839-661495ce6429,c4502ab8-6cf9-4bb4-a6cc-ae419178b54d,c2,c4,27,p1,?,surb={'id': 'b6e5218b-9287-498e-9dd5-d92a404c0111', 'route': ['p1', 'e7', 'i6', 'x11', 'p2', 'c2']}
1769459260.6444948,SENT,92c4aa53-ecf8-4614-bc2d-edfc51a60944,3804c19e-67c2-443a-814b-249af63ab3c2,c4,c3,3359,?,p1,
1769459260.6446543,CREATED,89df0f20-b305-417f-b6a6-0f39d542daf1,f9d6fbc3-3ebf-4fdd-885c-c12498180493,c4,c3,27,?,?,surb={'id': '04941454-396a-4a92-bc0c-c04d0c6eacb4', 'route': ['p3', 'e10', 'i6', 'x8', 'p1', 'c4']}
1769459260.7452025,RECEIVED,b9f8550e-74b0-4f35-852a-fc8827081a85,533a7bea-9d1c-45e6-b0d5-17f957d76185,c5,c4,26,p1,?,surb={'id': 'fe74053c-2f3a-413c-958c-a78d45e6ce76', 'route': ['p1', 'e10', 'i4', 'x3', 'p2', 'c5']}
1769459260.7963488,SENT,07576393-0361-4d6f-81cd-3788bad68728,7757d5e0-f90c-4788-99a7-d0696d5f6053,c4,c3,3371,?,p1,
1769459260.7964969,CREATED,98ac71b1-c4ff-41b2-add0-cf7e767129f9,93553df7-2431-42fe-940f-380a9553123c,c4,c3,26,?,?,surb={'id': '2e3e2b29-520a-4743-a30f-2b0f78439e5c', 'route': ['p3', 'e3', 'i12', 'x11', 'p1', 'c4']}
1769459260.8753207,SENT,e3f1156d-f69e-4f84-a8c0-c50664290d7e,81812680-b986-463f-acc9-3d9a0af98bd7,c4,c3,3400,?,p1,
1769459260.8754692,CREATED,81700073-869f-4492-a057-780e0dd12362,48a00cdf-3acf-42fa-8608-0a08ad1b53dc,c4,c3,27,?,?,surb={'id': 'ac1df480-3985-4582-b394-2120099a0615', 'route': ['p3', 'e10', 'i1', 'x10', 'p1', 'c4']}
1769459260.9898,RECEIVED,69022935-e009-4631-8e4b-609203f7d338,035e0932-7055-4be8-aefa-1ac1e4b78e14,c5,c4,27,p1,?,surb={'id': '6f6f83c7-1808-443c-a7fd-4b2df1fcc776', 'route': ['p1', 'e11', 'i9', 'x12', 'p2', 'c5']}
1769459261.0972345,SENT,e77470e5-b051-49c9-a4d9-1f153b3f2a7b,8b01ae51-2b31-44d3-9906-f2bd2a4c244a,c4,c3,3380,?,p1,
