timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769731263.1170928,SENT,ad7b6fa7-1ea8-4096-ac3d-ad278fa75d54,43dcf3b9-532d-4933-93c3-4e15847af5e9,c1,c2,3376,?,p1,
1769731263.1172574,CREATED,d766a0c4-7a36-4b32-9df7-df7f820a54d1,fd39b281-f7bf-42a7-92ce-37ef4fc87f7e,c1,c2,27,?,?,surb={'id': '99118f2e-e225-4510-bd6b-032d226b2bac', 'route': ['p2', 'e4', 'i9', 'x5', 'p1', 'c1']}
1769731265.2613854,CREATED,41e7b084-a7b8-40a6-9772-57deb637c430,9bba345c-8f7c-4df5-a467-8a6403356397,c1,c2,27,?,?,surb={'id': 'f007e2da-56cd-4ccc-b630-08653c9b1c59', 'route': ['p2', 'e6', 'i2', 'x8', 'p1', 'c1']}
1769731265.9447706,SENT,78318914-4a78-46cf-b302-f9329af75583,f663ef46-7792-43aa-9880-baf220ccaf97,c1,c2,3378,?,p1,
1769731265.9449215,CREATED,2a460825-a687-44fd-a0ba-2a3e9fc88629,8f74479d-20f3-4ced-b9a1-2395ea038220,c1,c2,26,?,?,surb={'id': '9b90d6b9-1377-4163-8b9c-c835dca9a9e9', 'route': ['p2', 'e9', 'i1', 'x1', 'p1', 'c1']}
1769731266.0315032,RECEIVED,e5038a0c-4cff-4974-9f8b-3fc62f94e98d,6b00134f-8e9c-4b10-95f6-0c020bbf4316,c2,c1,27,p1,?,surb={'id': '6a802560-7175-4f98-a668-8a9859cd2824', 'route': ['p1', 'e6', 'i4', 'x5', 'p2', 'c2']}
1769731266.1555057,SENT,28e3dc1d-24b6-46d4-b06b-f2f2f97f6cea,f7f93656-6809-4237-a11e-5b0432a559a8,c1,DROP,2022,?,p1,
1769731266.1556256,CREATED,2ccb3a19-3b06-4a10-9994-c97885f2e9e1,9ab8cd7c-6497-4893-a6e9-573b5f4b0d4d,c1,DROP,27,?,?,
1769731266.2673655,RECEIVED,30e345a1-5313-4ffb-acb0-97f1638f20f6,1604eef1-e327-4712-ae6d-3e507aa508c9,c3,c1,26,p1,?,surb={'id': '344b0259-c9a6-40f5-bdfa-47c74f21ce74', 'route': ['p1', 'e2', 'i5', 'x6', 'p3', 'c3']}
1769731266.3445063,SENT,03ba25c3-bbcc-4e78-bf5a-46e07a7ee53f,a629ed3c-54c9-482d-a647-a99e954ba1ac,c1,c2,3383,?,p1,
1769731266.3446562,CREATED,b0da1df6-7138-459c-970e-629cd0ebfc33,2e16c9c4-9aca-4417-82c6-499a2061204b,c1,c2,27,?,?,surb={'id': 'fdc83f53-0ff9-4750-ba43-78b00c42ac44', 'route': ['p2', 'e4', 'i11', 'x9', 'p1', 'c1']}
1769731266.3564587,RECEIVED,34e05b28-e4fc-4de3-849b-17e823c3d92f,a7affffa-86c3-41af-a036-0bf0202ab87d,c3,c1,27,p1,?,surb={'id': 'd2ef2842-33f6-4282-a017-dcb48fdba147', 'route': ['p1', 'e12', 'i9', 'x6', 'p3', 'c3']}
1769731266.538713,SENT,ec932fa8-b100-49cc-87b9-677f8f6b0af9,515c03fc-f367-4164-93f1-818ccaf03ba0,c1,DROP,2023,?,p1,
1769731266.5388145,CREATED,020fc205-66a6-4cc2-8c22-94619694057b,a9bb42ed-d255-452d-806c-2d53775e051a,c1,DROP,26,?,?,
1769731266.8799388,SENT,f54e53e7-ed0e-4a42-a0f1-0b8b1cc73943,b72c8df3-6f84-4188-9ce1-564d303034e2,c1,c2,3391,?,p1,
1769731266.8800964,CREATED,3f43182f-f581-43cb-b66c-5d1ced34df41,4287f428-6508-4eb6-80f6-3323bda9a260,c1,c2,27,?,?,surb={'id': 'e03c79f0-5238-4eb2-bb06-6b3f4a725a0b', 'route': ['p2', 'e11', 'i1', 'x11', 'p1', 'c1']}
1769731267.4399724,SENT,9174ed5c-54b5-4d50-af76-63328c7c4960,e70f8862-cd84-4751-b16f-e773cfd7cfd5,c1,c2,3379,?,p1,
1769731267.4401877,CREATED,663662b8-c168-45ab-9076-9770b8d322de,43fd5017-0ea6-4735-9dda-fc6cb681c6ed,c1,c2,27,?,?,surb={'id': '50646c97-7522-441b-b63f-e57435fa183c', 'route': ['p2', 'e2', 'i7', 'x8', 'p1', 'c1']}
1769731267.5273614,RECEIVED,2dc85240-9825-4850-bef5-57d15c5f83ca,362b8f0b-4cfd-430a-8bf3-58d5bc9cde26,c2,c1,27,p1,?,surb={'id': '8584ab87-2f7f-4d28-8989-fe94713a5e10', 'route': ['p1', 'e12', 'i8', 'x9', 'p2', 'c2']}
1769731267.6396856,RECEIVED,3d79a45c-5702-4637-8924-3621f0f09330,6c2057d4-58d5-41db-bf70-3c504b0e4c73,c2,c1,27,p1,?,surb={'id': 'b0414009-7f0c-452f-923d-c43977bfd7cc', 'route': ['p1', 'e8', 'i9', 'x2', 'p2', 'c2']}
1769731267.7134776,RECEIVED,cf2bc3a1-d3eb-486b-b107-c34807e69b88,1e42f902-618c-4fc1-b5bd-c1f0d9dcf0d8,c2,c1,27,p1,?,surb={'id': '091fec8b-c4b3-49c6-9d9b-cf43a4cf46ba', 'route': ['p1', 'e7', 'i9', 'x1', 'p2', 'c2']}
1769731267.966106,RECEIVED,c2dca78d-ce28-42a6-8cf5-c04014228fbf,d81cb031-d776-4f82-8dfd-ed95dfcc409c,c3,c1,27,p1,?,surb={'id': 'b00ae75f-d65b-4044-af95-bdcd77e31249', 'route': ['p1', 'e9', 'i10', 'x4', 'p3', 'c3']}
1769731268.1114085,SENT,569b0c00-e2cb-47a0-833f-58291d44534e,420c405f-719e-4767-9388-60cb3d8ba599,c1,c2,3380,?,p1,
1769731268.1115444,CREATED,6304d0e7-3650-470d-a9a7-77d4a6f3f211,47b2cb39-d7b3-4763-a083-c15e20f7d51d,c1,c2,27,?,?,surb={'id': '9f1192b7-9069-46e1-87ad-aeef4c4b0c50', 'route': ['p2', 'e9', 'i12', 'x1', 'p1', 'c1']}
1769731268.1433556,SENT,050d0e80-fbbd-4c41-9fe3-7cebe89cf7cc,a9fca79d-4c19-4366-9ba2-13d67b7c088f,c1,c2,3372,?,p1,
1769731268.143488,CREATED,a5983de6-1117-40b1-8f70-3ddc9a7b7edc,36d41236-55bb-4d23-a436-b6998c32f977,c1,c2,27,?,?,surb={'id': 'a349524b-e3a0-44b3-bc51-ba96fbafbd4a', 'route': ['p2', 'e7', 'i6', 'x3', 'p1', 'c1']}
1769731268.2344177,RECEIVED,e5f9d96f-4b3e-4944-bb42-01811fcdc712,c7e3afc2-4508-44ba-95ba-f924a2c6dd24,c3,c1,27,p1,?,surb={'id': '4eacb085-1b8c-4276-9551-3455fb1f50d6', 'route': ['p1', 'e2', 'i1', 'x8', 'p3', 'c3']}
1769731268.5373163,RECEIVED,79d80f78-daea-45c3-98fe-364999db83ca,1465981a-fe89-44cd-bf52-61ce0a08fdea,c2,c1,27,p1,?,surb={'id': '17260498-9709-47b6-8260-e97545b51de9', 'route': ['p1', 'e11', 'i7', 'x4', 'p2', 'c2']}
1769731268.7080767,RECEIVED,91da6a7c-be9d-4a8f-b3b3-53d36077aaf4,5591fd07-ac6c-4e72-a9c9-bd756783f595,c2,c1,27,p1,?,surb={'id': 'f03c14d3-b5ad-4b17-9fb4-5255ac5fd783', 'route': ['p1', 'e7', 'i12', 'x12', 'p2', 'c2']}
1769731269.020546,RECEIVED,ee54fc2e-5525-4879-b4d9-c0508b0c8973,12b7a552-8fa2-48ce-8405-7ce3d4d4a02f,c3,c1,27,p1,?,surb={'id': '6812a9b6-b6b9-43ca-8fd6-10c0d8bf928a', 'route': ['p1', 'e3', 'i7', 'x2', 'p3', 'c3']}
1769731269.0421593,SENT,c3216903-6518-42a9-8f84-3e41ee3fb645,0af76642-a88c-48ac-ab97-8deac26a81e0,c1,c2,3399,?,p1,
1769731269.0422935,CREATED,219a4057-9ec8-4d90-a431-ce4b70d79f04,3e67dfa2-de4a-4498-b8ad-3876060eaa9c,c1,c2,27,?,?,surb={'id': '1e2b6676-70c3-4db6-a227-813d18344360', 'route': ['p2', 'e1', 'i8', 'x1', 'p1', 'c1']}
1769731269.0693438,SENT,7e3b720b-01db-432d-a861-d4559b3fd6f3,62caa38e-7ee7-47f8-95c3-71753acb7a19,c1,c2,3395,?,p1,
1769731269.0694857,CREATED,f6b7845b-2c7b-45c3-a4d0-6a2abb9a9cc3,527bf15e-d188-4a05-a614-5bbdd2869934,c1,c2,26,?,?,surb={'id': '1e5491aa-4f2b-4895-ae1e-c4e268c94c54', 'route': ['p2', 'e3', 'i12', 'x4', 'p1', 'c1']}
1769731269.1583924,RECEIVED,2b42ecb5-fd8f-4c75-9c67-ca12dd3ca1b7,9c012c0b-6ad5-4e4b-a1ac-8f57ea4ad648,c2,c1,26,p1,?,surb={'id': '7888b255-2478-4b7b-b521-7592202129d9', 'route': ['p1', 'e2', 'i8', 'x5', 'p2', 'c2']}
1769731269.2833152,SENT,9b8921a0-7323-4427-93a7-6f42197448ca,5a4d49dd-676d-4554-834a-a4886a4c8341,c1,c2,3367,?,p1,
1769731269.2834463,CREATED,9326b3e5-876b-46cf-869e-67e8e11463ab,ab1cd9ee-f6a0-4c5d-9b32-44f028acb0f7,c1,c2,25,?,?,surb={'id': '551e493f-46b9-4d13-8986-a606779e5aa5', 'route': ['p2', 'e2', 'i2', 'x9', 'p1', 'c1']}
1769731269.2846472,RECEIVED,02487b9f-a915-44a2-83e8-a7d6d80d49e1,aa420c08-ebcf-428f-8af8-4807bd67c82d,c2,c1,27,p1,?,surb={'id': 'ed00d55e-c2d1-4688-8041-c37f9d836bd5', 'route': ['p1', 'e8', 'i11', 'x11', 'p2', 'c2']}
1769731269.3157542,RECEIVED,1612091a-d480-4dae-9b94-acce51a22ef6,6ee2c3cc-07c7-46d4-917b-9d6f22a4029d,c2,c1,27,p1,?,surb={'id': 'f69c7fdc-3d86-4185-82c6-7f135fc45f82', 'route': ['p1', 'e7', 'i3', 'x6', 'p2', 'c2']}
1769731269.3380084,RECEIVED,c2488c1f-005f-43aa-b925-9590529f7da9,b6049e47-d072-45b5-9539-9e9c296a7f9b,c3,c1,27,p1,?,surb={'id': '704454a1-4ebe-41c9-80c3-0c4b417fb019', 'route': ['p1', 'e5', 'i10', 'x4', 'p3', 'c3']}
1769731269.3619056,SENT,4f4259fc-86b9-49f5-96eb-71596edf63da,9d8eea09-8686-4afa-adc2-b121078678c8,c1,DROP,2046,?,p1,
1769731269.3620248,CREATED,b43f3fbd-5666-4fc3-ac77-eff35abd743f,e948cddd-6e4e-4b7c-91cc-c9aeb230d081,c1,DROP,27,?,?,
1769731269.590507,RECEIVED,74a10140-9283-4b3f-adad-13248160b11b,6df7475a-5a61-447a-89d0-21b457367f92,c2,c1,27,p1,?,surb={'id': '435dc4b3-0e64-4184-bf8e-82219b0dc2c2', 'route': ['p1', 'e11', 'i3', 'x6', 'p2', 'c2']}
1769731269.6373563,SENT,8a5192df-33d3-4cb9-8536-39f59d6a3290,457f18d3-49e4-480e-baaa-0f7930ee3715,c1,DROP,2016,?,p1,
1769731269.6375113,CREATED,3125ec05-482e-4570-a8d3-8b0547ad3b81,72ebe385-4b31-4a24-8ec9-6609c693c32c,c1,DROP,27,?,?,
1769731269.761603,SENT,4f7e28e6-cabc-489a-8f36-96ed0aa2ebd2,10d08b9d-f722-4096-8afd-45df3c3df611,c1,c2,3393,?,p1,
1769731269.761737,CREATED,ff221299-0dd9-4ee1-b252-6d1769368773,5d247788-ed0a-4cd0-aa81-19e43adb93df,c1,c2,27,?,?,surb={'id': 'b0620ae0-9c75-47c0-b5c3-35546a08e6ea', 'route': ['p2', 'e8', 'i9', 'x11', 'p1', 'c1']}
1769731269.7852645,RECEIVED,29b2faa9-74c3-46e5-b674-81bb65545f55,fb5f458b-1902-4956-964e-e77e3e3cfa4a,c2,c1,27,p1,?,surb={'id': '8d0e838f-ca5f-4774-94d7-53f47c045563', 'route': ['p1', 'e1', 'i10', 'x3', 'p2', 'c2']}
1769731269.8977392,RECEIVED,467c32a6-6fa7-4267-b45e-289cd5305732,e4db361e-0b0d-4b5d-9b02-4a566552e3e9,c3,c1,27,p1,?,surb={'id': '0bd4f1a8-680e-492d-95a4-81d6fc069c10', 'route': ['p1', 'e9', 'i7', 'x6', 'p3', 'c3']}
1769731270.3188908,RECEIVED,25d81c43-c798-42e5-9f53-93f34e61eba1,0957941e-f64a-43ff-bef8-36c4367876c1,c2,c1,26,p1,?,surb={'id': '1a2fdbbb-0910-4fc5-aae8-4e1f4e4137d8', 'route': ['p1', 'e9', 'i10', 'x8', 'p2', 'c2']}
1769731270.460673,RECEIVED,30137a91-dcf0-46b3-8f2a-67ffca619899,4dc09096-4c7e-4a11-9680-088e6b86cd5f,c2,c1,27,p1,?,surb={'id': '915f9133-8012-427b-bddd-70b13ac9a361', 'route': ['p1', 'e4', 'i2', 'x10', 'p2', 'c2']}
1769731270.6930718,SENT,bc8cf3dd-ec08-4a59-a555-a190d826a2e7,4dc23955-54b6-4f10-bc55-6838f23fe5bf,c1,c2,3365,?,p1,
1769731270.6932104,CREATED,583d3244-e612-48ee-b243-078d5a3ef3d3,499157a6-a528-4ca4-a54b-4ae945fdbc04,c1,c2,25,?,?,surb={'id': '680eb6ef-2418-4115-bde8-68135f8656a5', 'route': ['p2', 'e4', 'i1', 'x5', 'p1', 'c1']}
1769731270.7608097,SENT,459f57f7-7047-47ff-a807-f0e611c44634,42b92db3-015f-41d5-99ed-1b77b7cb1d23,c1,c2,3360,?,p1,
1769731270.7609434,CREATED,e0b6802e-a897-4590-b852-9a8504d810c9,9f719163-bce0-48f0-94db-f674b05cfeaa,c1,c2,26,?,?,surb={'id': '4667805a-db3b-4312-8133-5eeee5a869bb', 'route': ['p2', 'e9', 'i3', 'x10', 'p1', 'c1']}
1769731271.0312517,RECEIVED,4d3f7c0e-9ea1-4ee9-9b9f-3479ff8e4671,a272a469-b89a-421f-9d80-d27c29027224,c3,c1,27,p1,?,surb={'id': 'db8ae03d-e481-4cd5-afe2-6d265ff7839e', 'route': ['p1', 'e11', 'i1', 'x4', 'p3', 'c3']}
1769731271.2461448,SENT,96ca0885-bbc2-4b2a-bed1-d1971c136340,dc2ccd07-58f4-4918-85e5-b29aec31f9ae,c1,c2,3385,?,p1,
1769731271.24628,CREATED,be5ff968-b9d7-4ec1-a39c-2d4ac4c0e364,23e31c6a-a77d-4ddf-a85c-1d7d4666e83f,c1,c2,27,?,?,surb={'id': 'dda7ebc0-9bda-45bb-b4f2-4dd2868cb08e', 'route': ['p2', 'e5', 'i7', 'x8', 'p1', 'c1']}
1769731271.3666546,RECEIVED,04d6cd1f-3e99-4c10-b00f-f2f4e1b44b86,cc7e6d6b-1137-4867-b986-795266aa9b95,c3,c1,27,p1,?,surb={'id': '617809ce-f9fa-463f-b755-93d138f86ce4', 'route': ['p1', 'e8', 'i6', 'x3', 'p3', 'c3']}
1769731271.3817995,SENT,3824f66b-d423-4824-a2f9-89faeb56a0f3,7f7f8df7-2031-4fd2-89dc-36b0800193e4,c1,c2,3383,?,p1,
1769731271.3818798,CREATED,696adbd1-b3bb-40b1-8a83-6a97cf29f2b8,6401a6ae-b5d1-46af-be25-4b5676619e22,c1,c2,27,?,?,surb={'id': '817b0af5-49d1-4c06-8766-f9ffe54fa082', 'route': ['p2', 'e8', 'i3', 'x7', 'p1', 'c1']}
1769731271.5709765,RECEIVED,0b97fc80-893d-430b-99c7-620211a8ac11,d18ad0de-7bff-4e9b-a6fe-a56fc46a4c4a,c2,c1,27,p1,?,surb={'id': 'e0e2b3be-91de-4405-bf8e-443b593b2c4a', 'route': ['p1', 'e7', 'i4', 'x10', 'p2', 'c2']}
1769731271.749501,RECEIVED,0c7f5b61-3da6-40fb-955d-d439535af047,3c25622c-e09b-4656-a0a5-3e992cc62480,c2,c1,27,p1,?,surb={'id': '2c0ac787-27d6-4377-9cdf-da5a772be0d7', 'route': ['p1', 'e4', 'i4', 'x12', 'p2', 'c2']}
1769731271.8298962,SENT,46517620-1e33-47ce-b05d-9aa7f2b82c18,7b02d2ed-7a5b-4a78-8e87-25a4b00661eb,c1,c2,3388,?,p1,
1769731271.8300278,CREATED,91817df7-5228-4136-8a55-d1378189e34a,bb816307-e4db-49e3-9d3c-9d783bc93ba7,c1,c2,27,?,?,surb={'id': 'a28b13c8-fd91-440c-9179-db97572c79bd', 'route': ['p2', 'e5', 'i7', 'x10', 'p1', 'c1']}
1769731271.8937764,RECEIVED,d53e8d4c-b32d-4b0f-a264-afab8b36b627,4c9def3f-ce47-4a00-aa0b-7946dc575d40,c2,c1,27,p1,?,surb={'id': 'f76c14ee-344b-4700-b665-b7e11f96f2d8', 'route': ['p1', 'e12', 'i6', 'x6', 'p2', 'c2']}
1769731271.9041562,RECEIVED,54a07306-f6aa-4967-96fe-e34a5d9e23a3,348f06cb-9804-404d-8797-693317cc9e14,c3,c1,27,p1,?,surb={'id': '26433d90-15f7-4572-a414-e5fb842b743b', 'route': ['p1', 'e5', 'i3', 'x11', 'p3', 'c3']}
1769731271.913426,SENT,7876a896-8bed-45b2-b202-27fbc4879f07,d775297a-7a87-4b8b-ad73-9c0b786b8d34,c1,c2,3391,?,p1,
1769731271.913562,CREATED,b6e2f87d-1aa9-4279-a361-b1bffab4687b,8f3c95ad-6219-4815-a03a-8c5675a44149,c1,c2,26,?,?,surb={'id': 'a328cbc4-d935-42a1-8672-c4014ac683d1', 'route': ['p2', 'e2', 'i4', 'x4', 'p1', 'c1']}
1769731272.04358,RECEIVED,0d961199-22a6-4a6e-aaaa-4e923bd7bdea,ee9bda07-45bb-4ab3-89e9-539b911382d6,c2,c1,27,p1,?,surb={'id': '2b0c6030-3b2e-444a-9c9f-aa0209f81fc8', 'route': ['p1', 'e10', 'i12', 'x8', 'p2', 'c2']}
1769731272.0850322,RECEIVED,e76d144d-92ea-43fd-a378-b3b4f78a8070,cf46145a-b992-4455-8424-33897afebd16,c2,c1,26,p1,?,surb={'id': 'bf167ec0-b7b5-4aec-92c3-e850eb160724', 'route': ['p1', 'e7', 'i2', 'x10', 'p2', 'c2']}
1769731272.0984638,RECEIVED,d3188449-69ad-4142-8094-d861bdd23dd1,8f5b067a-0a2e-4c25-9752-c3c0d90b40a3,c2,c1,27,p1,?,surb={'id': 'bf056831-e8d2-43a9-b848-63e7f9405b4c', 'route': ['p1', 'e3', 'i3', 'x10', 'p2', 'c2']}
1769731272.236588,RECEIVED,27e30425-af8f-4896-9bdc-bcf071ca9b8a,4768b046-dc3d-4d7c-98ab-34e881cc38c5,c2,c1,26,p1,?,surb={'id': 'b222090e-2e55-4665-be32-56bdc7e2265e', 'route': ['p1', 'e6', 'i2', 'x11', 'p2', 'c2']}
1769731272.2609673,SENT,a2705bcc-60f9-420a-82b2-ca55dab2a005,e569db1a-c8da-40f4-bc78-1ab0fc9d3b1f,c1,c2,3401,?,p1,
1769731272.2611287,CREATED,96e1c5e9-d454-4371-8530-9285f7b01364,f0b1a599-b9f5-4f14-8220-456fa4e35e46,c1,c2,27,?,?,surb={'id': 'f0057faa-41d6-4bd0-8d46-07737b1be072', 'route': ['p2', 'e6', 'i2', 'x12', 'p1', 'c1']}
1769731272.4126296,RECEIVED,6550555d-1ddf-447d-91f1-0cd781794419,9269afc7-a373-409e-967b-ec1ac33cada0,c2,c1,27,p1,?,surb={'id': '9b59dab3-3635-4129-a041-f26176bf9e1e', 'route': ['p1', 'e7', 'i10', 'x9', 'p2', 'c2']}
1769731272.5781622,SENT,248f1325-3d61-4aa0-83af-0b60e720aba0,aa7b95cc-b591-4e4a-8c4e-742c374736f1,c1,c2,3380,?,p1,
1769731272.5783389,CREATED,f80f6aa9-4b6c-4e82-9616-076c20ccdf6d,6d86a277-e161-4167-bd13-0c24fcde7793,c1,c2,27,?,?,surb={'id': '07ecb83e-2f70-4c1c-8309-e1b026d2dd15', 'route': ['p2', 'e2', 'i7', 'x9', 'p1', 'c1']}
1769731272.9763722,RECEIVED,f53610cf-3e44-4d8b-aad7-48e05bd5dca3,ddfeaf10-284f-44c5-833a-ae9c6771504b,c3,c1,27,p1,?,surb={'id': '7df89c82-ece2-4f90-8b77-4bb491c580e2', 'route': ['p1', 'e1', 'i1', 'x11', 'p3', 'c3']}
1769731272.9884114,RECEIVED,c80373df-aa7d-4db2-9399-f91f5436160d,50322f7f-1da7-457c-8a0e-19bad7d45426,c2,c1,27,p1,?,surb={'id': 'b084ecea-2bbc-460d-abbb-ee7882328dda', 'route': ['p1', 'e7', 'i7', 'x12', 'p2', 'c2']}
1769731273.1197703,SENT,a64e04fe-f932-4502-a84a-fc1dc37c826a,876bd8e4-f31b-4e11-91bd-5afe78cadfc2,c1,c2,3377,?,p1,
1769731273.1199162,CREATED,097ecc2d-8dd0-43f7-be32-bc2bacc2e218,1bfada16-2b85-4673-9c66-f1db4f76b726,c1,c2,27,?,?,surb={'id': 'e10cbd74-6bb7-46ef-baa2-699f0f437e2a', 'route': ['p2', 'e6', 'i5', 'x1', 'p1', 'c1']}
1769731273.13544,RECEIVED,a37c0455-86e7-4217-884c-98348554be88,c4a76ef3-bc09-47e9-b96e-3a97e60f62f1,c2,c1,27,p1,?,surb={'id': 'f4462871-2503-490b-883b-d3ea7d659922', 'route': ['p1', 'e5', 'i6', 'x11', 'p2', 'c2']}
1769731273.1722143,SENT,4ff7fba8-dcae-4368-9f47-6c7277fd2944,c4c07cfa-f050-45af-9191-e459b079e144,c1,c2,3379,?,p1,
1769731273.172365,CREATED,b90708b0-6d25-41f8-a0d7-8374095ceb6d,7d9fe547-a2bc-4e2d-9965-58cb76800e16,c1,c2,27,?,?,surb={'id': 'f784e0cf-9b32-4ac6-bd86-e57f134409b7', 'route': ['p2', 'e5', 'i7', 'x11', 'p1', 'c1']}
1769731273.3405836,SENT,9ffc0ac4-0d5b-4e41-b35c-308ac3ef5936,4fed69b3-497e-4d3d-bac6-30f19df8259e,c1,c2,3379,?,p1,
1769731273.3407328,CREATED,bfcd64e1-cce6-4379-8b2c-ad2d82b7b0af,851713c7-c0fe-49b0-ab28-55af8633b1c6,c1,c2,27,?,?,surb={'id': '9d030789-2bcc-479a-8644-30c1966ce47f', 'route': ['p2', 'e10', 'i10', 'x10', 'p1', 'c1']}
1769731273.4769554,RECEIVED,8f2b853c-e1e2-42a7-aa90-eaef951fe2b9,44e5ca93-2c0f-4bad-bddf-61f6c3bf727a,c2,c1,27,p1,?,surb={'id': '5c5a0127-a100-4fe7-9d6a-d66e06fe8daa', 'route': ['p1', 'e5', 'i12', 'x5', 'p2', 'c2']}
1769731273.4991589,RECEIVED,a830f61a-7696-49a6-94b5-6b9ed79c6d18,df0a0afd-276c-44f5-acda-8a468b8e6332,c3,c1,27,p1,?,surb={'id': '0cf4fa3a-37d2-4aa6-8989-1525f4e96437', 'route': ['p1', 'e11', 'i3', 'x5', 'p3', 'c3']}
1769731273.5932546,SENT,b75aee01-b70b-4f37-8bcc-f102b477d501,9410b4b0-8ffe-47da-9d40-cc82e65e1a3c,c1,c2,3372,?,p1,
1769731273.5934055,CREATED,be0d4f24-eef6-4c64-a48e-db191146705d,2117b70b-e52b-441a-afa2-4b7a067cfa8c,c1,c2,27,?,?,surb={'id': '3a815936-7fc8-4c17-b483-a01851e2d918', 'route': ['p2', 'e1', 'i12', 'x1', 'p1', 'c1']}
1769731273.9371178,RECEIVED,d3f89ea0-f435-4724-a6b1-29449b36e1bc,6ea73323-4d07-4ea1-803e-0f0c5d8ab2d5,c2,c1,24,p1,?,surb={'id': '982167ac-1469-4d3f-8229-f1c211ffba21', 'route': ['p1', 'e12', 'i9', 'x4', 'p2', 'c2']}
1769731273.9457471,RECEIVED,e8f80183-82cf-4831-ab70-38436e22386c,a02b3891-c38e-4088-85e5-e2afa0ed679e,c2,c1,27,p1,?,surb={'id': 'b75706ad-8a87-4f42-9d21-ca5247abae9f', 'route': ['p1', 'e3', 'i4', 'x1', 'p2', 'c2']}
1769731274.026701,SENT,dd675714-3786-47f9-b5eb-ee12e35d8cb7,79492ec7-4584-44e3-94e1-a5595378fa72,c1,c2,3384,?,p1,
1769731274.0268373,CREATED,1ad186d6-801b-43a8-af35-b6b371228184,3646c8b2-2640-40e9-8933-bb6f5f1d7135,c1,c2,27,?,?,surb={'id': '17096899-15d0-425c-b1f7-06cfff065933', 'route': ['p2', 'e1', 'i12', 'x2', 'p1', 'c1']}
1769731274.0287435,RECEIVED,8361f0e5-953b-4842-b8c0-2ea289587c2f,236c8e4d-033e-43e3-99dc-131b60fb1eae,c3,c1,27,p1,?,surb={'id': '149d9aa9-d70a-48ba-a26a-4d72fea88285', 'route': ['p1', 'e3', 'i12', 'x4', 'p3', 'c3']}
1769731274.3676274,SENT,e1dba019-8a20-4aa4-9949-caca6d9799fb,53c3b60d-3c73-4dd7-b8ca-98d918e07f7c,c1,c2,3392,?,p1,
