timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769731612.179713,RECEIVED,a5ef5bcf-3c54-4d7a-9b94-2ca7bc66549b,67eb6d43-d6a7-468e-8693-28978c07de03,c1,c2,27,p2,?,surb={'id': 'd1210645-cf27-4f5a-8385-500ceea57aaa', 'route': ['p2', 'e6', 'i1', 'x7', 'p1', 'c1']}
1769731612.2132125,RECEIVED,9de2f1fe-f626-43da-b45e-aade31f67c94,c3c2bfd7-0229-4609-bdad-c86b46e1f6d3,c4,c2,27,p2,?,surb={'id': '98be98f3-4fc4-406b-a90c-bd4f6e0e60f4', 'route': ['p2', 'e3', 'i4', 'x9', 'p1', 'c4']}
1769731612.3743713,SENT,770d0f96-e334-4a32-8371-afdb9fb5f822,fd287adc-81b0-4e91-b042-5c809a30b13a,c2,c1,3379,?,p2,
1769731612.3744466,CREATED,9fb0e3a7-361e-44cd-9393-dac0098f983f,17072f35-1dfa-43c3-af0b-d4c82b62b583,c2,c1,27,?,?,surb={'id': 'eeac5c5b-95e9-4ba3-8ac8-884fc683f4c9', 'route': ['p1', 'e7', 'i11', 'x4', 'p2', 'c2']}
1769731612.3795285,RECEIVED,4afa2d08-ebe0-4e71-8ad7-c204b077c800,2e7d448a-b2b2-4e5f-9532-86929d661b8c,c4,c2,26,p2,?,surb={'id': 'c2c90920-5049-4768-84b8-ff0e3f137cee', 'route': ['p2', 'e7', 'i6', 'x8', 'p1', 'c4']}
1769731612.5348015,RECEIVED,5d6e269b-5761-48c6-b4fe-8e23de4aedee,22473185-5875-4316-8f59-d5104d39d8da,c4,c2,27,p2,?,surb={'id': '381df4b9-414b-4eb5-b15a-a75bca436dd3', 'route': ['p2', 'e2', 'i1', 'x1', 'p1', 'c4']}
1769731612.5372145,RECEIVED,988f18b8-189b-4ddb-b7fa-40a122f64774,53c34bb5-3b6b-4ace-8e40-05f4cb442957,c4,c2,27,p2,?,surb={'id': '6dcfc12f-2846-4058-ad50-d79d3e6e9b73', 'route': ['p2', 'e8', 'i3', 'x7', 'p1', 'c4']}
1769731612.6324303,SENT,b9fda8a9-ce78-426d-9204-3be438414548,9941e31f-42dc-4cd4-98a5-131802380ac0,c2,c1,3369,?,p2,
1769731612.6325002,CREATED,1a9bcffa-019d-4c9a-b063-cf681d2ca2f4,54b09fd2-3283-4a19-aee3-0ead79fa6cba,c2,c1,26,?,?,surb={'id': '8407012d-1b5a-4fe9-9e12-0a02556d5e67', 'route': ['p1', 'e3', 'i2', 'x2', 'p2', 'c2']}
1769731612.8564146,RECEIVED,f9d6a083-4625-46b5-b8d1-7da8087ba541,1125cb13-509a-4891-abd8-7cda6def3f3e,c1,c2,26,p2,?,surb={'id': 'c84cc7c0-ab01-45dc-9fa3-06fe1ef53535', 'route': ['p2', 'e9', 'i5', 'x2', 'p1', 'c1']}
1769731613.0164506,RECEIVED,a5e827b4-b045-4f4c-8bf7-2449e7105d3b,48e1bd89-a973-48c2-bdaa-d7a11b545693,c1,c2,27,p2,?,surb={'id': '23842295-20f0-4c47-a428-b95ce3f32d82', 'route': ['p2', 'e11', 'i5', 'x5', 'p1', 'c1']}
1769731613.1579406,RECEIVED,e323278a-f21d-48ad-95b4-30fbb2602086,1b234495-6168-46fd-bb5b-da9f61c1710d,c4,c2,26,p2,?,surb={'id': '060391a8-b341-4427-a56d-7ab2befbe073', 'route': ['p2', 'e8', 'i4', 'x6', 'p1', 'c4']}
1769731613.4937408,SENT,abb718db-cbc6-48e8-aca1-ba9b23ae0980,e2c1514a-fcd8-4de8-a3b0-948b20081904,c2,c1,3369,?,p2,
1769731613.493841,CREATED,795398cf-f8d8-4393-b34c-315243600a1c,c44ed142-a985-44ba-b62f-1793245d6902,c2,c1,27,?,?,surb={'id': '21f54b17-f3cc-42f0-bae5-e6caf5b8e807', 'route': ['p1', 'e5', 'i10', 'x6', 'p2', 'c2']}
1769731613.4964979,RECEIVED,6dfe90ca-1628-4621-9ef8-62d806b6e036,6ae3e96b-70db-4c40-8fc6-d07fe77d1dee,c1,c2,27,p2,?,surb={'id': 'b3f9c3d6-42f0-4b67-b8a7-b09e8738603f', 'route': ['p2', 'e6', 'i12', 'x12', 'p1', 'c1']}
1769731613.519457,RECEIVED,7a1cff1c-94ae-4fdd-8a11-cabf0e5d51ba,7772a81b-d81c-4b0d-96b8-fd58b30f1b25,c1,c2,26,p2,?,surb={'id': '4e7c0703-57ad-4c0c-a78d-4851e68d6c8a', 'route': ['p2', 'e4', 'i2', 'x12', 'p1', 'c1']}
1769731613.5383356,RECEIVED,e080ac09-0d3f-4f58-93aa-c193e8e28edf,2eb8d8e1-a25a-4e5b-843c-f2dad719a5c5,c4,c2,26,p2,?,surb={'id': 'fa9efe58-5e1c-4abd-8a02-794be0a50856', 'route': ['p2', 'e4', 'i1', 'x11', 'p1', 'c4']}
1769731613.6191065,RECEIVED,5294e36c-e295-4aed-8ccd-778a8d3cc4cc,00006ead-d5f4-4030-8a11-13c3bcea3ccc,c4,c2,27,p2,?,surb={'id': 'c4e17e15-e740-4277-9d86-bf764a4adbb9', 'route': ['p2', 'e8', 'i11', 'x5', 'p1', 'c4']}
1769731613.6608276,RECEIVED,a2785bdf-425c-4eec-9636-83d26bef4d84,2d4843cf-758b-4e6a-a38a-6675fe7d8a83,c1,c2,27,p2,?,surb={'id': '7f8522c3-84c4-4484-b635-ca3bb4e49f98', 'route': ['p2', 'e12', 'i2', 'x9', 'p1', 'c1']}
1769731613.7054694,SENT,d74497ae-2604-4996-918b-091dc23aa185,b63be9e2-ca30-4993-a3ea-1925b29bed93,c2,c1,3375,?,p2,
1769731613.7055707,CREATED,bd3f7a21-096d-4327-8718-42dea012eff0,3f1bcd42-88aa-4d33-a4d5-7efbc3eb731f,c2,c1,27,?,?,surb={'id': 'c3507cd8-34fe-49c3-befe-0239a841fa7b', 'route': ['p1', 'e3', 'i12', 'x6', 'p2', 'c2']}
1769731613.748612,RECEIVED,21ba43e8-68aa-4566-9b03-574d57feb046,2f677e1d-f96d-4f1e-a293-c13610979044,c4,c2,27,p2,?,surb={'id': 'a86e9e80-1c88-4e3b-8ef1-e2657d319b60', 'route': ['p2', 'e7', 'i1', 'x9', 'p1', 'c4']}
1769731613.9598327,SENT,0867aef8-31bf-4911-8ca7-461b4733a07e,87044bba-b8aa-4540-8005-1b8536e7ab34,c2,c1,3361,?,p2,
1769731613.9599519,CREATED,7235d81c-ba1f-4a9d-8987-9286e1d7a8f4,02666d2d-74a2-4f31-9918-2b7eeee15fcc,c2,c1,27,?,?,surb={'id': 'fda85610-1441-4a07-9b8b-9586a50fe364', 'route': ['p1', 'e11', 'i7', 'x8', 'p2', 'c2']}
1769731613.9694479,RECEIVED,1bcca9ed-d38e-4a71-9a23-89e946285ab5,792420f6-6f08-41cf-b59b-138515800bb3,c1,c2,27,p2,?,surb={'id': '3460edb8-5ce2-4abe-af96-019525dfdb23', 'route': ['p2', 'e6', 'i11', 'x3', 'p1', 'c1']}
1769731613.9936352,SENT,a3f19f2c-9ddf-4691-b832-42d54cc289ea,b2f49390-2682-4599-905b-a26f1df2ef05,c2,c1,3375,?,p2,
1769731613.9937336,CREATED,56706103-ed0b-4637-9aca-ce6a110acb15,48dde3c6-4914-4162-834b-cf06ee3bbd5e,c2,c1,27,?,?,surb={'id': '3ef4f5d5-5a0a-44e8-b37c-27f3e197f5ef', 'route': ['p1', 'e3', 'i1', 'x3', 'p2', 'c2']}
1769731614.1832008,SENT,fbd4d19a-9cc6-4e7b-a022-622999c08e47,b15f41a0-b68d-481a-8fec-06c10055a1f6,c2,c1,3367,?,p2,
1769731614.1832805,CREATED,064b6f45-3165-4bca-a209-88ed0cfc0875,b6d1ada5-6cfe-491d-9e4e-6472bc0e51f7,c2,c1,27,?,?,surb={'id': 'e6acdaed-542a-4e94-a3e3-d160757dca14', 'route': ['p1', 'e7', 'i7', 'x10', 'p2', 'c2']}
1769731614.269298,RECEIVED,088d4499-fb7c-4c8b-a94a-c78d230ac7f1,61f90f04-e521-4064-888d-5244ff560d97,c4,c2,27,p2,?,surb={'id': '0a91f33d-b5c6-4f69-a4af-ae99682969fc', 'route': ['p2', 'e6', 'i10', 'x7', 'p1', 'c4']}
1769731614.4672215,RECEIVED,8d38b7c1-65d2-4bc8-8415-e278fd620b06,d90ad2f9-79a9-4c03-b401-d022d97cf464,c4,c2,27,p2,?,surb={'id': '3ebe7834-e9b9-483e-94e6-6aa9e9d9bceb', 'route': ['p2', 'e7', 'i8', 'x1', 'p1', 'c4']}
1769731614.4764996,RECEIVED,a18f108b-2f2f-4476-a88f-cb8bdde32771,3c5e0769-e705-41eb-aa9c-5c712c9d561f,c4,c2,27,p2,?,surb={'id': '0f8936e7-566b-417a-97c9-8983a6a55623', 'route': ['p2', 'e2', 'i2', 'x7', 'p1', 'c4']}
1769731614.5316682,SENT,e898c057-e059-4e2d-9457-61d0e259603b,7e76a203-6a2f-4d9e-93e7-e2970e964e98,c2,c1,3384,?,p2,
1769731614.5318015,CREATED,a73c03bb-bf84-4df5-b961-cd3e382125ea,84eeab83-b8b6-4b63-8a5f-96bd2a8eecd6,c2,c1,27,?,?,surb={'id': '2fd97ade-c680-4b41-a9c8-5e69e9466f04', 'route': ['p1', 'e4', 'i4', 'x2', 'p2', 'c2']}
1769731614.5954633,RECEIVED,b437e477-7850-4dc8-9508-1aaa1e470255,d49d3179-586e-4ca2-8bca-b69464067ab8,c4,c2,27,p2,?,surb={'id': '61008a0b-230c-42a8-9d11-7d0f74585b26', 'route': ['p2', 'e11', 'i10', 'x6', 'p1', 'c4']}
1769731614.6432765,RECEIVED,c2a59d0d-bbd6-49a7-a766-827cf6a17d8a,912ddef8-af2e-440e-a173-aca6d1c833ee,c4,c2,26,p2,?,surb={'id': '7975a768-613e-428e-8f34-8f81a9378b88', 'route': ['p2', 'e9', 'i8', 'x10', 'p1', 'c4']}
1769731614.6787977,SENT,7a7a31ed-b465-41d6-9cb4-d10da7a099fc,ddddf740-07df-4dd3-be6b-1be2cf20c980,c2,c1,3371,?,p2,
1769731614.6789358,CREATED,a2a862de-22f2-4be0-97c7-af28753bce1e,82ad50ec-aa67-4f6b-a6f8-7fe897ded18e,c2,c1,27,?,?,surb={'id': '350268cb-c65b-457d-8aa0-2e27516281ec', 'route': ['p1', 'e4', 'i9', 'x10', 'p2', 'c2']}
1769731614.8938484,RECEIVED,d0540e25-b0b8-41d8-a2ff-e113323049c5,f2e70a03-2e2d-4d0d-a790-8fa9ceee9890,c1,c2,26,p2,?,surb={'id': '7be576c7-b9ad-4efa-bd30-06dae96c896f', 'route': ['p2', 'e10', 'i8', 'x12', 'p1', 'c1']}
1769731614.9061182,RECEIVED,7d25bc87-0fad-451b-a30c-4bf9f54a2309,3b41d06b-3dea-487b-9173-394411437499,c4,c2,27,p2,?,surb={'id': 'bc7ee358-6396-42e3-bb2d-84f9c45500e1', 'route': ['p2', 'e10', 'i12', 'x9', 'p1', 'c4']}
1769731614.948522,RECEIVED,a40e9f8d-1bdb-4586-a40c-b21ef17995ed,95c43401-7fb0-4ec3-ade7-f48fa7f4c246,c1,c2,27,p2,?,surb={'id': '3bf518ed-5a0c-466e-a6db-2fa011c6c514', 'route': ['p2', 'e1', 'i1', 'x1', 'p1', 'c1']}
1769731615.4934056,RECEIVED,411ed9ed-af42-404d-8c40-15751b36048d,1e2fa65a-d530-4758-bc89-0bea63ea5925,c4,c2,27,p2,?,surb={'id': 'f2a9d63f-b05b-4be9-8eaf-382eb46d6131', 'route': ['p2', 'e12', 'i1', 'x11', 'p1', 'c4']}
1769731615.6275845,SENT,3661ed5c-dbf5-438c-bbbd-6b6240c3f3cd,f9ebd599-8125-43cd-886d-c5e162c6f263,c2,c1,3388,?,p2,
1769731615.6277153,CREATED,e9207961-34a6-44f5-8351-4659e141a8a2,6454cff9-c61b-4c90-a4e1-bbba8393fc14,c2,c1,27,?,?,surb={'id': 'ed060551-b90f-45a5-865a-6c3007205eba', 'route': ['p1', 'e9', 'i11', 'x3', 'p2', 'c2']}
1769731615.679375,RECEIVED,de8495f7-bdfa-42e2-9e8b-ae3b1a4fdccc,72b48c33-693b-48e7-8794-665dd203aa69,c1,c2,27,p2,?,surb={'id': '4c319134-c9d1-4690-be71-32e0628ae2ef', 'route': ['p2', 'e4', 'i11', 'x12', 'p1', 'c1']}
1769731615.8675842,RECEIVED,f6d8c5ff-ded5-496f-bf17-1dba6cc71989,746934e9-9d0b-4738-b86d-6a6c0c665fa2,c1,c2,26,p2,?,surb={'id': 'a4a07e78-6b08-4a5b-b020-c9db182a07e9', 'route': ['p2', 'e8', 'i9', 'x1', 'p1', 'c1']}
1769731615.8807077,RECEIVED,89d4f4c2-ba81-4b6d-8c8c-b34e537507c0,2f0668ae-0e9f-47cb-a327-3cb9602404f9,c1,c2,27,p2,?,surb={'id': 'cbbe5853-8704-468d-9a0a-a8d6e1a8bb5b', 'route': ['p2', 'e5', 'i12', 'x10', 'p1', 'c1']}
1769731615.8868148,SENT,6fa98ae7-49c3-4239-ac9b-0ac1fb80be21,e4b274b6-cdc4-47b3-a685-f7459da93ed7,c2,c1,3359,?,p2,
1769731615.886946,CREATED,630bb9a2-7ae7-41f5-b51d-f6e6977985b5,4d652266-d844-498c-ba77-034f3a86d60d,c2,c1,26,?,?,surb={'id': '0f6f8b8c-d972-44a7-a0ef-6cb6c14c6241', 'route': ['p1', 'e9', 'i7', 'x10', 'p2', 'c2']}
1769731615.8974102,RECEIVED,b31f1d64-03cc-4620-9d59-22c9ec84b75e,2eb308dd-c46d-4613-8d76-7807b2e0fdba,c4,c2,27,p2,?,surb={'id': '66804956-17fd-4860-94db-6789a23ce890', 'route': ['p2', 'e7', 'i1', 'x2', 'p1', 'c4']}
1769731615.9349296,RECEIVED,8c46921c-109e-4ffd-afc6-720e450ba909,4d28f6e1-efcf-463c-a352-704a8f101aad,c1,c2,27,p2,?,surb={'id': 'b34986db-f4c3-41d3-8c9d-8b72dcee6b2f', 'route': ['p2', 'e2', 'i1', 'x5', 'p1', 'c1']}
1769731616.207695,RECEIVED,09d9c019-5a18-4716-bbd7-e20e04e3d61e,79c4a448-bf6d-48dd-b2b6-7d2f87fa6048,c1,c2,27,p2,?,surb={'id': '3339ce51-942a-4399-baf8-61a8f23ad994', 'route': ['p2', 'e4', 'i5', 'x9', 'p1', 'c1']}
1769731616.29853,RECEIVED,f0d82f3f-d465-42fe-ac0c-899a52a38def,fee0da8a-61c4-48ad-bb8a-abc39c1a35b4,c1,c2,27,p2,?,surb={'id': '8a2d8b15-6485-45c7-bb4a-92f6a0a0e37d', 'route': ['p2', 'e8', 'i10', 'x10', 'p1', 'c1']}
1769731616.302572,SENT,e16d1c70-c8e6-4cbf-8041-aa05ab486b4e,722e8364-945b-4f99-862b-9c76a0e361c3,c2,c1,3401,?,p2,
1769731616.3027003,CREATED,934ea54a-e098-4a64-a21a-7a39f144fbec,8cf9bb4a-4453-4a42-9140-cefd76eff140,c2,c1,27,?,?,surb={'id': '833d85ef-12ba-4c2d-bc2d-42e67a2c84d0', 'route': ['p1', 'e12', 'i5', 'x8', 'p2', 'c2']}
1769731616.3155763,RECEIVED,8324c69e-4eeb-4423-8781-1776c384e738,65b36a2b-2100-4ce9-b4d6-238eb264a5b7,c1,c2,27,p2,?,surb={'id': '82f2b246-cb84-4bf5-a1b9-ca312159f2f6', 'route': ['p2', 'e4', 'i5', 'x6', 'p1', 'c1']}
1769731616.494001,RECEIVED,6bd7d8b8-4bad-4e18-999e-a752bb63f29f,2391c7bf-e863-4f1a-9ee0-aae348650682,c1,c2,27,p2,?,surb={'id': 'bcffe6ec-e843-4fc8-803e-69194beaedf6', 'route': ['p2', 'e11', 'i5', 'x10', 'p1', 'c1']}
1769731616.5526395,RECEIVED,2a8e3010-7b6c-4a4d-9798-f28a193666b8,e1d1b7a4-1512-4d62-b6e1-3e4c2692b895,c1,c2,27,p2,?,surb={'id': 'adca9d7c-a40e-44f3-97df-4b46c9f32c3d', 'route': ['p2', 'e2', 'i9', 'x12', 'p1', 'c1']}
1769731616.6244156,RECEIVED,a99dcbe1-a2f5-42f7-bd81-db1b4d7c8a95,61120a6c-14f8-4d4e-b5c7-95bc11121ffd,c4,c2,27,p2,?,surb={'id': '3b335a5a-8b8c-4de3-8986-9a5936d8696d', 'route': ['p2', 'e2', 'i3', 'x7', 'p1', 'c4']}
1769731616.6826026,SENT,bcdeb684-6092-4d6f-9c9d-6917d82d5939,f3a65ed6-20af-46c3-bff7-5fc4680eabd3,c2,c1,3368,?,p2,
1769731616.6826963,CREATED,ffdd1676-711a-4396-b4b2-1c00fdd9a970,20bd1373-601f-4805-a4c3-2b4e72d8f830,c2,c1,27,?,?,surb={'id': '21c85b22-ba06-4ec3-b29a-f138e756fa37', 'route': ['p1', 'e8', 'i6', 'x2', 'p2', 'c2']}
1769731616.7437072,RECEIVED,82c01907-fd21-45b0-a24e-fa185ea0f309,0f48d697-7ab5-481f-81ae-8b779b2dc558,c4,c2,26,p2,?,surb={'id': '34024188-ce5f-4b70-acea-c617373a30e9', 'route': ['p2', 'e2', 'i12', 'x2', 'p1', 'c4']}
1769731616.8713171,RECEIVED,f38613f2-675c-4496-994e-d14993432785,226984b3-c0d9-4908-8134-d62c76b8c92b,c1,c2,27,p2,?,surb={'id': 'b6afbc10-c48c-492e-83dd-1a265f20e041', 'route': ['p2', 'e6', 'i7', 'x7', 'p1', 'c1']}
1769731616.9702463,RECEIVED,92517f48-8673-4874-9f48-2057b191fb81,c7a60ce5-62b9-4c1e-8bfe-719d70e66a79,c4,c2,27,p2,?,surb={'id': 'b9255121-69fc-452b-bd8b-68460695291f', 'route': ['p2', 'e5', 'i3', 'x11', 'p1', 'c4']}
1769731617.0047798,RECEIVED,5112e166-7cff-46fb-b7f6-142d86542e43,aa8c700e-7883-4ec2-a760-07046a1cd077,c1,c2,27,p2,?,surb={'id': 'bd745458-9498-46ec-a0ad-814eb7aa4420', 'route': ['p2', 'e3', 'i9', 'x6', 'p1', 'c1']}
1769731617.1540778,RECEIVED,37e9bb00-e31a-404b-a22e-b4ab546b9ddf,3baee252-3d2c-4934-9cdf-b9cc30ffc12e,c4,c2,27,p2,?,surb={'id': '39b3840e-3f4a-4a76-afaa-50e21f7a0e91', 'route': ['p2', 'e12', 'i3', 'x6', 'p1', 'c4']}
1769731617.400514,SENT,3900df9f-fec1-445b-a30e-ba2c00fc4e11,fa4668b4-7555-4a8a-bee2-2ff5bf91991a,c2,c1,3383,?,p2,
1769731617.4005783,CREATED,60897f8c-9f13-430c-aab4-18613c0fe854,b0f57b4c-1c73-4222-841f-c31397f70dd2,c2,c1,27,?,?,surb={'id': '5406850e-4314-4b5e-95cd-a930c31ff595', 'route': ['p1', 'e2', 'i8', 'x8', 'p2', 'c2']}
1769731617.586436,RECEIVED,2023658c-55bd-4462-8447-0c86b9acbc37,51c551a7-c2c8-40ff-85bb-598a1de63766,c1,c2,27,p2,?,surb={'id': '65c3f7c5-fe5c-4411-bcf0-7715b5a9c3b5', 'route': ['p2', 'e8', 'i6', 'x7', 'p1', 'c1']}
1769731617.7173674,RECEIVED,11908ffd-c615-468a-aa01-fd8b98ce51ce,694ae681-d087-441c-a217-ca08c814f493,c4,c2,27,p2,?,surb={'id': '1c0e7e5e-4577-4c6b-afa0-e67775980e77', 'route': ['p2', 'e3', 'i7', 'x11', 'p1', 'c4']}
1769731617.782204,SENT,44168ba0-db22-4c34-8b3f-cc64947502a3,de24f0c6-6d3a-4991-b434-61179a6ee868,c2,c1,3400,?,p2,
1769731617.7822974,CREATED,6b46ec52-5a52-46ff-bc90-4e7fe6e91ba3,db26a3ef-29b8-4735-a4f5-ee14014697cb,c2,c1,27,?,?,surb={'id': '94706ebb-e5e9-49ef-b187-9b39d2fcb2fb', 'route': ['p1', 'e11', 'i2', 'x9', 'p2', 'c2']}
1769731617.8785248,RECEIVED,f74135fe-cf50-4557-83ba-ea56e9b0c86e,c761a037-666b-4711-ad1d-26f93c95f798,c4,c2,27,p2,?,surb={'id': '37829520-a2e3-4bc7-ac95-21e19ce2c615', 'route': ['p2', 'e9', 'i9', 'x12', 'p1', 'c4']}
1769731617.932777,RECEIVED,c7d4e436-f14f-4fb3-a7b6-e8197c54902b,fcdecc9d-76c2-413f-a57c-2f62dedf58c3,c4,c2,27,p2,?,surb={'id': 'aba96518-5d39-447f-a978-1f27cfad0bdf', 'route': ['p2', 'e11', 'i1', 'x1', 'p1', 'c4']}
1769731618.1372414,RECEIVED,7c85a82c-1cfa-4e01-adf8-284787d376a1,98083eab-f574-4f60-b183-f5d5f6d27779,c1,c2,27,p2,?,surb={'id': 'bf18a7a2-4918-444b-9257-e4341c2fed99', 'route': ['p2', 'e3', 'i6', 'x1', 'p1', 'c1']}
1769731618.2117145,RECEIVED,23fbd494-55be-47bd-ac00-a9aabd812977,e09c963c-c550-4dc4-9f74-b528df0791f8,c4,c2,26,p2,?,surb={'id': '8084b00c-b47b-4feb-9770-c2888d426eb3', 'route': ['p2', 'e7', 'i12', 'x12', 'p1', 'c4']}
1769731618.3266993,SENT,a60dba2e-30f0-4e2c-b319-540e0fa46305,2c0b8082-e22a-4e20-aa6a-e392cfbfbad3,c2,c1,3379,?,p2,
1769731618.326846,CREATED,3c9bb393-1d5b-4ee1-8e35-fb594765cecd,6ef13622-6175-4931-b301-3e50b53b96b8,c2,c1,27,?,?,surb={'id': '8e6545b1-c921-4576-8079-5f316fbf45cc', 'route': ['p1', 'e10', 'i2', 'x11', 'p2', 'c2']}
1769731618.354782,RECEIVED,ffc67e61-a181-44a4-8cec-dbe45f2be58c,462eb2c9-0857-40e1-b752-aa1f190bbb93,c4,c2,27,p2,?,surb={'id': 'e6063fc7-0872-4ab5-baca-e2dbb3a35081', 'route': ['p2', 'e5', 'i1', 'x10', 'p1', 'c4']}
1769731618.7157676,SENT,c3f2e658-b786-4d30-85c9-920c363d4813,da5bb373-cdb6-4b3a-981b-cdbb638b20a2,c2,c1,3373,?,p2,
1769731618.71587,CREATED,a450559b-0a73-473f-a5f8-8accdaf702ba,64b482ff-4944-4127-a33d-9a476b735f85,c2,c1,26,?,?,surb={'id': 'a87578c4-ea4c-45e8-932a-f3f51d878505', 'route': ['p1', 'e2', 'i5', 'x4', 'p2', 'c2']}
1769731618.9321072,RECEIVED,586c4a03-6ea3-4429-87bb-79f5307fafa0,65177461-5884-4070-9afc-44917600adb1,c4,c2,27,p2,?,surb={'id': '18f6165a-8874-43d1-ab2e-b0993d6fce6c', 'route': ['p2', 'e6', 'i4', 'x6', 'p1', 'c4']}
1769731618.9854078,RECEIVED,317a6f43-d004-420b-8d02-c90b1924d6cf,8505b562-dc92-467f-a41b-c74b88317c75,c4,c2,27,p2,?,surb={'id': 'f7ecb3cd-7bb6-4aee-932f-573c057f766d', 'route': ['p2', 'e4', 'i8', 'x6', 'p1', 'c4']}
1769731618.9936144,SENT,841d0564-6cf3-48a9-9529-4a7770abfe7f,15c59362-98d1-4c41-9e31-8ebc2cddd9b2,c2,c1,3388,?,p2,
1769731618.993766,CREATED,680cb05d-0cef-4c49-a914-a33462da63db,9f70f06b-094d-4281-bd8f-bb56cb00198f,c2,c1,27,?,?,surb={'id': '8173a383-fca3-4a9e-b476-657a4c3b9c3c', 'route': ['p1', 'e12', 'i6', 'x7', 'p2', 'c2']}
1769731619.075795,SENT,d5f9a8c2-8064-441f-bc5c-65e2acba5809,7cb4382c-5738-4f5d-ae1e-c25a0ec3e916,c2,c1,3382,?,p2,
1769731619.0759463,CREATED,ba06b3f1-8205-4c7c-a907-ee9b39758f19,7b261060-7ca4-4959-9576-db4679e67b23,c2,c1,27,?,?,surb={'id': '6b155f97-402d-4866-9ee0-d55fa1bf15a5', 'route': ['p1', 'e3', 'i1', 'x6', 'p2', 'c2']}
1769731619.2484155,RECEIVED,926d2d26-ac52-49fb-ab69-ab68492e1ff1,51bf71b5-ec63-4441-800f-18b97c3a7301,c4,c2,26,p2,?,surb={'id': '3c4f0f40-fc84-4c9b-995e-7d835bc5a196', 'route': ['p2', 'e3', 'i7', 'x11', 'p1', 'c4']}
1769731619.2808168,SENT,a9aa75d2-22d0-4fff-89f4-dc241c2bf40b,fba0e85c-fdf0-4cd2-9bab-d0ff3f49ca75,c2,c1,3392,?,p2,
1769731619.2809632,CREATED,1506b5e9-b893-4ed0-a58d-3ba476b133f1,cef3082d-e623-4f57-b810-b1e0c0c027cd,c2,c1,27,?,?,surb={'id': '17423ef0-4f76-4c6d-9756-84cae80ca2d7', 'route': ['p1', 'e8', 'i5', 'x10', 'p2', 'c2']}
1769731619.2936375,SENT,cd039bae-55ee-46a0-980e-0d7fd75d6c55,37126e25-fcd0-4faa-8247-f547c5c4dff3,c2,c1,3398,?,p2,
1769731619.2937782,CREATED,05a490d4-b4b7-4848-9463-2a43603115d9,fe96bcdb-2334-4d96-a794-460f54dc388b,c2,c1,27,?,?,surb={'id': '7f360ac6-e61d-47f7-9ece-a6cf40e6e1f9', 'route': ['p1', 'e7', 'i1', 'x2', 'p2', 'c2']}
1769731619.3511465,SENT,efe93640-9af9-42b8-b12f-c5308250d588,baaba2ea-3c4d-48b8-b3bf-a9327989d4b4,c2,c1,3379,?,p2,
1769731619.3512669,CREATED,e99dff2f-3f69-402d-b55a-949ea4bc86f6,2e0401bf-3616-425c-93a8-ab2670af2bdd,c2,c1,27,?,?,surb={'id': '34835b86-2b1a-4461-9369-02e7a6b8465d', 'route': ['p1', 'e1', 'i1', 'x1', 'p2', 'c2']}
1769731619.585649,RECEIVED,1634c2ed-57de-499a-92cb-2cdc1b770cbb,ea7d9120-aa80-49eb-a163-0b33130a9f89,c4,c2,27,p2,?,surb={'id': '3f784cd4-b874-40d1-a22c-f4100f88dd51', 'route': ['p2', 'e12', 'i6', 'x7', 'p1', 'c4']}
1769731619.74656,SENT,b49a8e62-652a-4478-9c6e-2955dd3ef36d,065b572c-28b5-4a3e-9afa-693ed312cd6c,c2,c1,3358,?,p2,
1769731619.746628,CREATED,f3408b53-dfa3-43f1-a8f5-db59dcac2540,2dcc48ee-83ea-47bf-a715-9b092c39e630,c2,c1,26,?,?,surb={'id': '49112543-6598-4d89-bcdb-fed98d539bb5', 'route': ['p1', 'e6', 'i7', 'x8', 'p2', 'c2']}
1769731619.784783,RECEIVED,cd1bc48b-e5a0-4afa-9004-7064761ed95b,ceb462b2-7563-45e2-9b51-5850f18b92be,c1,c2,27,p2,?,surb={'id': '79edd00a-4259-40b9-b450-c02fd78458bc', 'route': ['p2', 'e6', 'i12', 'x9', 'p1', 'c1']}
1769731619.8050857,RECEIVED,b062b296-0686-418b-a332-a31fd331c7a2,ab92d3c3-de9e-4f53-a9b7-5ca7d16095b2,c4,c2,27,p2,?,surb={'id': '111638db-33e3-4c6b-be18-54ba1f2df991', 'route': ['p2', 'e11', 'i1', 'x7', 'p1', 'c4']}
1769731619.845098,SENT,5aa63017-a500-4837-99cc-d992d85fa33b,e6e67636-6311-457f-a56d-bbf49ac1e46d,c2,c1,3360,?,p2,
1769731619.8451688,CREATED,22478726-b8e4-45d9-86ae-eafe45aaf1f0,f2ee218b-c936-4cf7-9e10-02a12a9c8ab1,c2,c1,26,?,?,surb={'id': '142eb3b5-1d21-4c7f-9870-0d6d11ee19fd', 'route': ['p1', 'e6', 'i2', 'x1', 'p2', 'c2']}
1769731620.0696313,RECEIVED,e2bf5b97-759f-4853-9950-bae0a9dade81,0b80b648-c603-43ba-8324-c88bac2e9a33,c4,c2,27,p2,?,surb={'id': 'efe0ce2a-3161-47c3-bfa9-4075a401d1b0', 'route': ['p2', 'e6', 'i9', 'x3', 'p1', 'c4']}
