timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769738664.8837435,SENT,767a5ee4-623b-4d73-b907-04bf3cb9726b,35c55a75-c74b-4259-b962-e445094be75f,c3,DROP,2027,?,p3,
1769738664.8838725,CREATED,9f444ace-253f-4ca5-bdb3-9b88bcdba277,367f8a6b-66a2-4c0e-af67-e915b0d7bc4b,c3,DROP,27,?,?,
1769738665.3675451,SENT,5ba25b30-e266-4ac2-ab43-b9545139dcdc,2bbd4a76-f445-42b6-8915-a2c90592ecb2,c3,c5,3400,?,p3,
1769738665.3681316,CREATED,40efb148-5b70-4547-94b9-862b48e0c822,f52ff93a-53a7-48ce-910b-207dd7c8aeee,c3,c5,27,?,?,surb={'id': '2d3837a7-aa68-4dcd-b9ed-6a38c31d19e7', 'route': ['p2', 'e2', 'i11', 'x10', 'p3', 'c3']}
1769739201.1673946,RECEIVED,00842980-d67d-4a5c-a081-31e707212b60,181c3505-a99d-4816-9d9d-61b78c1f1b6f,c4,c3,27,p3,?,surb={'id': '75b6bf2a-a534-4a7e-a7a5-1f73da51d801', 'route': ['p3', 'e12', 'i6', 'x9', 'p1', 'c4']}
1769739201.6188004,RECEIVED,d175def7-cde6-4662-aebd-676f17be855d,53fedca0-8186-42fd-8b5a-41daccc802f8,c4,c3,27,p3,?,surb={'id': 'f57c46ea-fddd-475c-ba55-d0b31b877409', 'route': ['p3', 'e4', 'i5', 'x10', 'p1', 'c4']}
1769739201.6943352,SENT,6e057082-5306-46cd-bde9-5c6003b54e78,be395847-2549-4dc1-9b14-2737a12bead0,c3,c5,3360,?,p3,
1769739201.6944351,CREATED,ea462eb8-f642-4fe2-ab0e-9aa53a618402,6d04a9d2-95de-46e3-a0eb-45e0bdc889e3,c3,c5,26,?,?,surb={'id': '6d5c65d0-c602-4c65-82f3-3c8b4e158894', 'route': ['p2', 'e7', 'i2', 'x12', 'p3', 'c3']}
1769739201.7473173,RECEIVED,f86c0f54-c987-43c8-b93c-8edc29c62559,f4724659-165a-418b-abfa-5a82e3972f06,c4,c3,27,p3,?,surb={'id': 'd52e5f42-5066-40b1-bcb8-0595c7475b10', 'route': ['p3', 'e2', 'i10', 'x9', 'p1', 'c4']}
1769739201.9602225,RECEIVED,f93d13e6-baed-4ff2-b399-1f780cd8f8ea,e854dcdc-3911-4a41-a6ad-5b5200e33ed3,c4,c3,27,p3,?,surb={'id': '684ccf62-cbdd-4482-ac8a-bd1ca112d7e3', 'route': ['p3', 'e12', 'i2', 'x6', 'p1', 'c4']}
1769739202.366452,RECEIVED,917e6722-3bbb-41d8-954d-16bd31dd0c70,754849a8-ee12-4d10-b32f-9e288e2608fa,c4,c3,27,p3,?,surb={'id': '9d779163-67dd-4590-8724-b05349b40662', 'route': ['p3', 'e4', 'i7', 'x11', 'p1', 'c4']}
1769739202.565131,SENT,75cf3053-4598-4a94-a791-f1d64c73c58a,39a8e2f0-05ba-4cfe-81f9-91f0f7fb6c31,c3,c5,3392,?,p3,
1769739202.565221,CREATED,3948e52a-c41e-4328-8d7f-9430b77f3bd8,fa487e6e-4285-4080-bb94-40b771946e06,c3,c5,27,?,?,surb={'id': 'c32426f4-a66d-470b-81d2-cfe2d24477bc', 'route': ['p2', 'e12', 'i7', 'x4', 'p3', 'c3']}
1769739202.7602746,SENT,9492e0b2-25b9-4d9a-9dda-5e59713978db,6ea14897-ec54-479f-9022-e756bcd8dd9c,c3,c5,3356,?,p3,
1769739202.7604518,CREATED,c50f7faa-2be0-49c8-bd8a-45a42be9a9fd,8869d878-0c8c-44ba-94d3-2d2eae9d18d5,c3,c5,26,?,?,surb={'id': '3779211f-baab-400e-afca-3240f8b65965', 'route': ['p2', 'e6', 'i1', 'x8', 'p3', 'c3']}
1769739202.8636322,SENT,5047c30a-c58f-4398-b306-f6adaa13ad76,0ec8cab4-1dcf-4d2a-ad66-b7386d8d7187,c3,c5,3360,?,p3,
1769739202.8637748,CREATED,b9272c33-f187-4ee3-b926-52fa22114620,9b7f891d-e5c3-4f2d-87c1-d77d7a487ceb,c3,c5,27,?,?,surb={'id': 'ec6125d3-641a-481f-b263-dc207d7dcea5', 'route': ['p2', 'e4', 'i6', 'x9', 'p3', 'c3']}
1769739202.9815204,RECEIVED,175735a6-da0b-40d2-9f0b-a9ed017f1839,9ed80f1e-bba2-434d-8690-b3264acc4336,c4,c3,27,p3,?,surb={'id': 'e06b7d50-a341-479c-b0b8-23b2a7f751d5', 'route': ['p3', 'e10', 'i3', 'x4', 'p1', 'c4']}
1769739203.1909335,RECEIVED,def4d448-20ad-440b-aae3-7c9b603d7977,4bb1210d-fa37-4af8-b923-9da7a7ed87bf,c4,c3,26,p3,?,surb={'id': '5f952f7e-ba90-4cac-872f-4da354fa9f27', 'route': ['p3', 'e2', 'i6', 'x2', 'p1', 'c4']}
1769739203.3255808,RECEIVED,fda82d78-318c-4f2b-8ec6-77f80ef67d58,abd198f2-9b70-4f67-aa28-a7a506f0f18f,c4,c3,27,p3,?,surb={'id': '679aa33f-8a6c-4eab-a235-9a1ed3682385', 'route': ['p3', 'e4', 'i3', 'x10', 'p1', 'c4']}
1769739203.3368387,RECEIVED,8736c9c3-73ab-405e-a3c5-811a7cf5f062,7a28be92-db93-41cb-a17e-fb22b3f4f75b,c4,c3,27,p3,?,surb={'id': '2c72c48f-6e4e-4406-97fb-2539d7501d38', 'route': ['p3', 'e11', 'i9', 'x8', 'p1', 'c4']}
1769739203.370107,RECEIVED,a495691e-3593-453e-b431-6eb006788776,e48bedf9-c3c8-4559-8a30-683135cacc16,c4,c3,26,p3,?,surb={'id': '9166f9c1-6be1-493e-8f73-6f7131ba8213', 'route': ['p3', 'e9', 'i7', 'x12', 'p1', 'c4']}
1769739203.3740194,SENT,1d53548a-aa38-40d8-a255-2b9bf0059175,af7089ac-8b57-4951-ad97-72a6a5903fce,c3,c5,3403,?,p3,
1769739203.3743687,CREATED,a6f5aaeb-df01-4c25-acb4-1162c4b46ef7,f4c69334-357d-4661-9f8a-34040a0b7386,c3,c5,27,?,?,surb={'id': 'f4497333-4c56-48f8-9ba9-7e226d012a23', 'route': ['p2', 'e12', 'i6', 'x11', 'p3', 'c3']}
1769739203.6926334,SENT,d3d5c4c4-ccbf-4ddf-abfc-6350feee8020,7b0945ea-59cd-4357-b434-ab2741cff8ea,c3,c5,3390,?,p3,
1769739203.6927838,CREATED,270c1c71-907d-4033-a1a3-fdad8a7f95b0,8421ad5e-9367-4c7b-95e1-a5b8e81049e5,c3,c5,27,?,?,surb={'id': '1aa26fb9-1d61-4344-980f-1597d44855e0', 'route': ['p2', 'e1', 'i11', 'x10', 'p3', 'c3']}
1769739203.7312963,RECEIVED,e56a7a0c-4624-48b4-b4b0-5bb5ff6bf4ac,e12879c9-3e0e-40b7-be22-6293ab8abafe,c4,c3,27,p3,?,surb={'id': 'e06c11f8-2fc8-486e-9cb5-953da621f017', 'route': ['p3', 'e4', 'i7', 'x6', 'p1', 'c4']}
1769739203.764844,SENT,8e489201-5c59-47ce-af43-e3b9d5767bce,ae2979d0-c4cf-4ccb-9881-db66cbfad77d,c3,c5,3399,?,p3,
1769739203.7649899,CREATED,2b69274a-1b85-4e06-86e1-f2b567b7bc04,e2d48d88-9aef-4755-ba11-9e8e1a73fdaf,c3,c5,27,?,?,surb={'id': '527c1103-6f56-4630-a1af-81fd8ba767a9', 'route': ['p2', 'e1', 'i1', 'x1', 'p3', 'c3']}
1769739203.8149874,RECEIVED,40e01dbe-74be-45bb-90a9-b3d53b77b9fe,834a5326-691c-44a2-8bb5-b1eaf72a7c4b,c4,c3,27,p3,?,surb={'id': '9a14b255-5a80-47c7-8ae0-5d5c80f6f3dd', 'route': ['p3', 'e9', 'i10', 'x1', 'p1', 'c4']}
1769739204.2146442,SENT,a885b481-4de3-4d96-9583-006b638d265f,4b8b3b6f-11fa-4b96-987c-6d97c0afc607,c3,c5,3400,?,p3,
1769739204.2148292,CREATED,2f3d90d3-1542-4a06-8e0d-4243c8941161,60f6d880-fca6-48b9-a1f2-687e9ce61a1b,c3,c5,27,?,?,surb={'id': '03a14ef9-b08a-4d74-9222-15d22d6001f0', 'route': ['p2', 'e6', 'i12', 'x3', 'p3', 'c3']}
1769739204.2505136,RECEIVED,06dbf40d-af3b-4a54-b479-bc195fc701e1,3be8a51d-3031-4e6d-8245-8c0c1ff9026c,c4,c3,27,p3,?,surb={'id': '8eb37751-d600-4f66-8196-970d773ce7a4', 'route': ['p3', 'e1', 'i5', 'x4', 'p1', 'c4']}
1769739204.5754044,RECEIVED,cc971e09-b00a-4db2-bf76-0da1e02d440e,3b1e0912-332f-4462-8a7c-f0af676505b3,c4,c3,27,p3,?,surb={'id': '0ae178aa-f77b-44ca-9b8f-9d3e56e5aa65', 'route': ['p3', 'e8', 'i10', 'x2', 'p1', 'c4']}
1769739204.6202176,SENT,2d9b3ea7-4494-44bc-8ba0-9670f1b544f7,25c36796-91c8-49d6-85ef-315db9df00e8,c3,c5,3407,?,p3,
1769739204.6202924,CREATED,11c69f5e-9a01-48e7-90cf-31bcd44b57e0,485234d7-7ece-4a85-9ec3-e83b1d1e23d0,c3,c5,27,?,?,surb={'id': '9164ae80-8d10-405b-baec-2be6343099cc', 'route': ['p2', 'e2', 'i1', 'x11', 'p3', 'c3']}
1769739204.9716413,SENT,f11e8feb-2c8a-49e3-b0d2-742cd3ae02b0,fc1846b0-1f06-4569-945e-e38e8eaf42ec,c3,c5,3384,?,p3,
1769739204.9717007,CREATED,b6b79ab5-6d01-4d4e-a681-d7590ff099c3,4fdbbebf-46fb-485a-8d34-707f34f1026a,c3,c5,27,?,?,surb={'id': '8c881eb0-262f-4813-b55b-c68d28dcbbcb', 'route': ['p2', 'e9', 'i5', 'x2', 'p3', 'c3']}
1769739205.0016282,RECEIVED,a11588a9-74b6-44a5-9ceb-3ea329846e05,933ae8d0-6bd8-40fd-938f-33e8f4bb38fd,c4,c3,27,p3,?,surb={'id': '77cf5aff-013d-47e3-9948-e94798f38558', 'route': ['p3', 'e11', 'i5', 'x6', 'p1', 'c4']}
1769739205.0532458,SENT,ae166571-80c0-468c-b8f5-388e226e4a88,3c36e34c-7365-4445-ac4c-1963d308c540,c3,c5,3379,?,p3,
1769739205.0533233,CREATED,87a4fad4-684c-4444-a1d5-7498dc47b2e4,a8c17ebe-6cce-40fc-a356-760fa5a2ee75,c3,c5,27,?,?,surb={'id': 'ac025eb9-2a04-4314-a480-95d221ca01b7', 'route': ['p2', 'e9', 'i12', 'x6', 'p3', 'c3']}
1769739205.2183833,SENT,8f61216b-f0ed-4422-8ac6-1445f77fbc52,7debb3eb-0438-44af-a765-7b50f7bb6081,c3,c5,3360,?,p3,
1769739205.2184653,CREATED,b50bc86b-f0b7-4069-ba30-7d53840240ab,73639751-3257-4f38-b216-b75b987f4ea2,c3,c5,27,?,?,surb={'id': '06959f3b-592d-423e-99fe-7495a20adc24', 'route': ['p2', 'e6', 'i5', 'x5', 'p3', 'c3']}
1769739205.5062113,SENT,d9e55b6f-e97b-499e-8c14-05798278d461,c7a49c39-f6a2-4c2d-af73-5e96bd216b06,c3,c5,3375,?,p3,
1769739205.5063622,CREATED,9ad2756f-fbda-40ce-9456-4ca900b47fb0,15b10332-6d7f-482d-bb71-5aec660b4dc2,c3,c5,27,?,?,surb={'id': 'aed21353-f53f-4249-b34e-76eb9b227fe5', 'route': ['p2', 'e3', 'i9', 'x3', 'p3', 'c3']}
1769739205.812469,SENT,51e86dce-ada9-4fdf-b115-1e37441034fe,83fa9ce6-f8ba-40db-8cea-60b59428c9c9,c3,c5,3379,?,p3,
1769739205.81262,CREATED,eb849d9b-392b-49a4-81fa-3e0f22e822b5,d2e55a33-25cb-49f8-b72e-59e6da1c8f70,c3,c5,27,?,?,surb={'id': 'd7999e16-4b42-4000-b5df-191263dd4673', 'route': ['p2', 'e5', 'i11', 'x1', 'p3', 'c3']}
1769739205.8848517,SENT,06d5f07e-390e-4039-878c-bbbab96fc074,e0dd1102-36dd-4a69-b50d-1b6abb0d4775,c3,c5,3355,?,p3,
1769739205.884998,CREATED,1410fb28-cfc4-4273-9977-3c04b7ba09ed,a906145e-09d0-4c42-9705-4d87f07037e8,c3,c5,25,?,?,surb={'id': 'c135d1fb-3a19-42ff-8c8c-c2c9e8c24cc7', 'route': ['p2', 'e2', 'i9', 'x2', 'p3', 'c3']}
1769739205.9932816,SENT,68703be1-79ad-4405-849e-98bae29349b8,2af31a00-3c24-4b6f-b393-e776661f5091,c3,c5,3399,?,p3,
1769739205.9934447,CREATED,b4a070e6-0364-43aa-8b4b-56955dc1efc2,ec734bcf-caf9-4197-8d36-7be58b2f96fc,c3,c5,27,?,?,surb={'id': 'cbec3795-ef58-4d23-89e2-560fee8c0e40', 'route': ['p2', 'e7', 'i7', 'x9', 'p3', 'c3']}
1769739206.0079396,SENT,a14d1646-7526-482c-8aa1-23c8c1e2c1bf,31609042-0f4a-43c7-96ef-378aef8a7cf1,c3,c5,3360,?,p3,
1769739206.008096,CREATED,8b48a48e-afef-4995-8f28-93793d094f67,3ee8cb60-cd13-4f9d-a862-7fccc5960f79,c3,c5,27,?,?,surb={'id': 'b4cb4aaa-0a87-44a2-9aa2-cff3e7655bd8', 'route': ['p2', 'e4', 'i8', 'x10', 'p3', 'c3']}
1769739206.0204117,RECEIVED,8a0f5817-3990-428a-8273-0fb849c94ebe,79684515-6acb-41b7-93ee-e580e6047b82,c4,c3,27,p3,?,surb={'id': '691c82fc-ef98-4c80-8440-e197ac080f5d', 'route': ['p3', 'e9', 'i9', 'x1', 'p1', 'c4']}
1769739206.0458174,RECEIVED,ec073c3d-2b1c-403b-8874-0f47577707a6,4c0754b5-3b07-4fa8-ac0f-0ecd56c41227,c4,c3,27,p3,?,surb={'id': '90440476-5ce2-4a0b-87c4-d44825607e4c', 'route': ['p3', 'e12', 'i1', 'x8', 'p1', 'c4']}
1769739207.227405,SENT,34e29fed-0b36-4869-a931-21596569fec3,69854509-a839-4879-a020-77c66d138e74,c3,c5,3361,?,p3,
1769739207.2275565,CREATED,9b51ee2a-67fa-4469-bf0a-ead0685810be,9ee4d496-2e82-43b2-8aef-1d3cc78b27cd,c3,c5,26,?,?,surb={'id': 'fe220f38-1cf4-490c-9e92-f39bf451cd0e', 'route': ['p2', 'e9', 'i7', 'x11', 'p3', 'c3']}
1769739207.3416672,SENT,48b19bce-9daf-47f0-9352-511d40fab667,02270621-75fe-43f9-a3b7-4112ca4ce9b0,c3,c5,3380,?,p3,
1769739207.3418133,CREATED,a16e51f5-27b3-4c72-aca2-10924d73b41b,5362b9be-b5e6-44b5-911c-f13baf4a90cd,c3,c5,27,?,?,surb={'id': 'a648f921-9a3c-43d2-a522-e4b4f0b1d742', 'route': ['p2', 'e10', 'i11', 'x4', 'p3', 'c3']}
1769739207.578697,SENT,622b1d1e-a86e-4b98-910b-e9f1eefefc7f,bdff9687-25ea-4577-947d-882c9ffac155,c3,c5,3364,?,p3,
1769739207.5787516,CREATED,0234fc50-ceb3-47a7-b07b-64fc801f46ef,771dda77-9d9b-49ea-b6e6-96df72934a3c,c3,c5,27,?,?,surb={'id': '438835ff-48e7-4332-ae82-f23f161885c2', 'route': ['p2', 'e6', 'i7', 'x4', 'p3', 'c3']}
1769739207.6300833,SENT,9f1b869b-d837-46a9-a992-3b543c631947,7a1a648e-1dcf-43b8-9d55-24dda59bd1d7,c3,c5,3375,?,p3,
1769739207.6301653,CREATED,0988563f-f79a-4e13-88b3-7b45bbb636dc,0ec16ca9-f835-4880-bb55-a7f88e8eee0b,c3,c5,27,?,?,surb={'id': '8066daa6-7bfb-432a-bb9b-b3e0d4445ab0', 'route': ['p2', 'e7', 'i9', 'x12', 'p3', 'c3']}
1769739208.026346,SENT,031d7163-fdf9-4764-84ae-bbe65720d9f4,971f714a-aabb-4c21-a599-959c756ef78e,c3,c5,3375,?,p3,
1769739208.026444,CREATED,7b5a56e1-28c0-476e-9fb2-76349d4eaa15,8730df91-fbe4-4448-86e4-9198bc66b940,c3,c5,26,?,?,surb={'id': '1399ba78-da81-461c-9efa-cc9445e0a831', 'route': ['p2', 'e8', 'i6', 'x8', 'p3', 'c3']}
1769739208.1372888,SENT,4c4827ba-8ed1-4b41-a140-c4f00cb7cb3c,d4112669-b10f-49d7-804e-dffc4542a45d,c3,c5,3359,?,p3,
1769739208.1374261,CREATED,4ea71687-1a8b-494c-880d-c870c95348f3,5ed80072-a48a-4e9b-9f0f-aeb065b60422,c3,c5,27,?,?,surb={'id': 'e3faf250-50eb-4d88-9db2-e92017a42004', 'route': ['p2', 'e8', 'i1', 'x3', 'p3', 'c3']}
1769739208.2604723,RECEIVED,fbd889d5-f5b7-4011-a3ca-41fee283e071,87a4b627-dc94-4daa-a3ea-e16b19555ece,c4,c3,27,p3,?,surb={'id': '83401e33-cc0a-4a5d-aa08-43953894a92e', 'route': ['p3', 'e11', 'i9', 'x11', 'p1', 'c4']}
1769739208.7069473,RECEIVED,f206d174-221b-43b7-82ab-e2557abe0750,d30dd526-193e-4f20-8ccd-32a2363efbaa,c4,c3,27,p3,?,surb={'id': '31ffbd25-ee69-4f64-9bae-ce18f8f0b05a', 'route': ['p3', 'e4', 'i5', 'x11', 'p1', 'c4']}
1769739208.787009,RECEIVED,e0314dac-8b52-4720-95ce-46540684bf55,1ad529a2-32db-47b5-b1e4-3f410ba75a14,c4,c3,24,p3,?,surb={'id': 'e72db553-9f62-4b70-8157-fdeffcbde11c', 'route': ['p3', 'e1', 'i11', 'x12', 'p1', 'c4']}
1769739208.8374634,RECEIVED,161b9609-63d8-487f-8f47-e7c1e7ef28b3,25d24c1d-777f-4f31-a671-a16d794ccc48,c4,c3,27,p3,?,surb={'id': '060a27c0-bdbd-4b86-b868-4be547d5edf5', 'route': ['p3', 'e3', 'i6', 'x5', 'p1', 'c4']}
1769739208.8611128,RECEIVED,a91be4a4-f1dd-49d5-b684-e47211ff733d,720341c8-fd1a-4eda-a1ac-8865e78e7f2b,c4,c3,27,p3,?,surb={'id': '2699e79e-8e31-480e-a60e-4cdaea624f1e', 'route': ['p3', 'e8', 'i12', 'x9', 'p1', 'c4']}
1769739208.874462,SENT,7600c911-19ee-4df6-865e-a01b66c2cc82,9bc224e0-b6a4-4a0d-af25-d8878ffe1cbe,c3,c5,3376,?,p3,
1769739208.8745096,CREATED,a705af5a-349e-4999-87fc-4bde2f3c7df2,6edf99ca-7cc1-48a0-bc35-a8b142b24e21,c3,c5,27,?,?,surb={'id': '4d9dbfe4-1de9-49c1-8866-def66114f307', 'route': ['p2', 'e8', 'i2', 'x1', 'p3', 'c3']}
1769739208.965254,RECEIVED,04335f61-faa4-4c16-9be6-5bc1f3c44807,91b694d7-0cd3-4c88-b694-e4eababfccd2,c4,c3,26,p3,?,surb={'id': 'd84c3642-5ba9-48cc-8919-0e3db96cfbcc', 'route': ['p3', 'e11', 'i1', 'x1', 'p1', 'c4']}
1769739209.0322235,SENT,5ed4ba67-130a-4169-9ae0-2fc4f83d33e9,7eab140f-e395-49f1-85e7-46b722e68b5b,c3,c5,3380,?,p3,
1769739209.0322716,CREATED,01e1d766-7e3b-43d0-aa4d-e02cdd5cc454,1bc42ad3-fd07-4876-9104-8a1c5515282d,c3,c5,27,?,?,surb={'id': '7f6c9ad5-80c6-4837-bcdb-0e5246fe4eb6', 'route': ['p2', 'e3', 'i5', 'x3', 'p3', 'c3']}
1769739209.0453277,RECEIVED,c6a910c8-9ddc-4d4a-b581-076cba0ef562,a326e446-b1f7-45ee-b35b-5cf698cb2651,c4,c3,27,p3,?,surb={'id': 'e4324e2c-c48b-4196-897b-0b57c3651dcb', 'route': ['p3', 'e8', 'i8', 'x8', 'p1', 'c4']}
1769739209.0577521,SENT,46933cfa-f365-44c1-b2dc-97caf30e04b5,da92375a-a93b-4291-8890-ee3d48016153,c3,c5,3375,?,p3,
1769739209.0577977,CREATED,91217ebc-fd87-408f-9762-58ff27f75d8d,c3fd9907-31e1-4400-8f03-c37d797fbe09,c3,c5,27,?,?,surb={'id': '58dda574-adef-4e5e-9c36-2d12e7c33a96', 'route': ['p2', 'e3', 'i7', 'x2', 'p3', 'c3']}
1769739209.1395957,RECEIVED,59a8b982-85d4-42b3-b96e-8e233d3006b6,891faa9b-10f0-4b5f-8325-52285fb9d1cc,c4,c3,27,p3,?,surb={'id': '13fe0468-080e-4a8c-a3d9-4091ed3db2b3', 'route': ['p3', 'e4', 'i10', 'x2', 'p1', 'c4']}
1769739209.2212856,RECEIVED,ffb27d63-5b5e-498b-a57c-e1df04f682ba,89725769-deed-4f5c-85aa-c460c4900407,c4,c3,27,p3,?,surb={'id': '0aba1e18-87db-4836-843e-7eb279224db3', 'route': ['p3', 'e12', 'i7', 'x11', 'p1', 'c4']}
1769739209.395283,SENT,e6d60e65-992a-430d-992b-1e7e1a18080d,1785bab1-ecd0-4e92-9769-8eb02a7a81a1,c3,c5,3376,?,p3,
1769739209.3953621,CREATED,fd0d1cc3-6bc1-4cdc-8a0e-5c1da68a27f4,776538de-e7d9-449d-b607-9aee102493ce,c3,c5,27,?,?,surb={'id': 'dc6c8a67-d818-4008-b6b8-56715f00b027', 'route': ['p2', 'e9', 'i3', 'x8', 'p3', 'c3']}
1769739209.691748,RECEIVED,a121f083-7fec-402c-88f9-11712ac92310,fb441494-41a6-4152-ad38-827536cc75ed,c4,c3,27,p3,?,surb={'id': '85d81230-001d-41d7-8c0e-55a50134883d', 'route': ['p3', 'e8', 'i3', 'x9', 'p1', 'c4']}
1769739209.6933246,RECEIVED,6e937307-2a64-4fc7-8d03-3eaa5e5d6096,72d8ac1e-a29b-4dac-806a-ee91f48591d2,c4,c3,27,p3,?,surb={'id': 'd578dc5d-6360-4466-8ffd-5cb78a3c7f3b', 'route': ['p3', 'e9', 'i1', 'x1', 'p1', 'c4']}
1769739210.2372572,SENT,7f7ee887-3f00-4c0a-a63e-2837cee1ad13,7b156c7e-2e62-4437-8401-bdae67320900,c3,c5,3381,?,p3,
1769739210.2373173,CREATED,6eef135e-34f8-4c78-8e84-bdb34a0c8a23,152fe364-cb70-4f80-9f81-5409948fac2c,c3,c5,27,?,?,surb={'id': '58c6340e-013a-4b83-b9ba-0d6d37bf2ed4', 'route': ['p2', 'e9', 'i9', 'x9', 'p3', 'c3']}
1769739211.0515125,SENT,887b18ba-6123-4931-a829-5f4e08be0234,d134b429-780b-48f5-9658-1a389be636ef,c3,c5,3359,?,p3,
1769739211.051598,CREATED,76d5fdea-c060-47a2-8792-a246dce0bbf6,16a473b8-4545-4fc2-bb29-1cb4721da1b4,c3,c5,26,?,?,surb={'id': 'ee71bd0c-44cf-4c7e-a6b6-986fb4cf6375', 'route': ['p2', 'e6', 'i11', 'x6', 'p3', 'c3']}
1769739211.1977437,SENT,8c8dcb43-fd45-491b-a811-f45983bf9d4e,29ef646f-62a1-491a-8c04-ad0918f52704,c3,c5,3375,?,p3,
1769739211.1978908,CREATED,96f847f0-6fcf-4e73-9641-d50cb4ff8e6e,61cc091e-383c-421b-bb66-8141aad2d053,c3,c5,27,?,?,surb={'id': '9d089c1d-41ee-445a-b0ad-60110895323b', 'route': ['p2', 'e1', 'i7', 'x5', 'p3', 'c3']}
1769739211.8315663,SENT,825726d5-0b09-4671-a61f-8b3d9f24526f,2f885c19-a384-4198-92f5-770d5c358782,c3,c5,3381,?,p3,
1769739211.831715,CREATED,41ba0ee0-a305-4c52-8f9c-b72a478550e3,9510bcb2-bb7c-4a4c-8bc2-caddb0e17cee,c3,c5,27,?,?,surb={'id': '2f8ec028-a710-41ce-b034-62a3ab3f9b72', 'route': ['p2', 'e4', 'i10', 'x3', 'p3', 'c3']}
1769739212.0033748,SENT,f4b13a9d-9d99-4562-a738-94074135f06d,9a7a3006-09b4-4393-a57d-36a84dbdcf18,c3,c5,3402,?,p3,
1769739212.003521,CREATED,22d1a91d-8c68-4380-a1ff-653219d4d1cf,709e02f8-568d-453b-ab93-a832ef6b7918,c3,c5,27,?,?,surb={'id': '65a56e68-b0bb-4754-9dc2-861352b6a482', 'route': ['p2', 'e7', 'i6', 'x12', 'p3', 'c3']}
1769739212.2977903,SENT,48630816-9f78-4682-83e9-3a6f16305c9f,d276a192-6db1-45ee-a3ef-4abc930daaef,c3,c5,3379,?,p3,
1769739212.2979362,CREATED,9d100942-4a8c-4309-a934-40a6e6ab5ce5,599deb42-c07e-4677-976b-8806041745e7,c3,c5,26,?,?,surb={'id': '63404245-aa62-4990-9c4c-d86871201616', 'route': ['p2', 'e12', 'i10', 'x2', 'p3', 'c3']}
1769739212.5082836,RECEIVED,ee12df9d-c78d-4719-af92-1aaab617937c,fe4b465f-77c7-4880-9e30-aca5f60623d1,c4,c3,26,p3,?,surb={'id': '40dcffb5-f23a-4ee4-b50a-c1890aab0a27', 'route': ['p3', 'e3', 'i8', 'x5', 'p1', 'c4']}
1769739212.5284212,RECEIVED,eb914609-6ca5-4589-8d74-35833ae210cd,8446b2aa-52e0-4c5c-ba20-643f4249c5e4,c4,c3,26,p3,?,surb={'id': '6ee0178a-b010-4715-8a6b-4688012d4bad', 'route': ['p3', 'e3', 'i12', 'x6', 'p1', 'c4']}
1769739212.5535026,SENT,dcccdfaf-3703-4619-b182-b8fd39601798,ba426782-9f64-476d-a6e1-70586f3aab88,c3,c5,3360,?,p3,
1769739212.5536058,CREATED,6153fbb9-7fc2-44a2-a24c-10e0834909cd,3b8c0580-029e-44e0-9834-b28b86801aab,c3,c5,26,?,?,surb={'id': '0e06080c-2b18-45cf-bfbf-f2cf883cc576', 'route': ['p2', 'e7', 'i5', 'x5', 'p3', 'c3']}
1769739212.6292596,RECEIVED,940a7edf-8c5e-4f43-9b4a-abe45ce12edf,cea7a444-50bc-45b1-88b6-19d01a46df9f,c4,c3,27,p3,?,surb={'id': 'ad309a4d-1915-43c9-9e08-7d5d9155994b', 'route': ['p3', 'e7', 'i8', 'x6', 'p1', 'c4']}
1769739212.6723325,RECEIVED,67c0a724-b434-4823-865a-484d255d9dc3,e81ca89d-e621-4a5c-bdb2-2f7357b60974,c4,c3,26,p3,?,surb={'id': 'ce70681b-a624-436f-aeda-952785e7fce8', 'route': ['p3', 'e10', 'i12', 'x4', 'p1', 'c4']}
1769739212.7784708,RECEIVED,4bfe796e-2623-4ae8-b95f-32fb0000eb63,077ef71b-7b6f-45d0-9b08-fd3568083388,c4,c3,27,p3,?,surb={'id': '6985727b-70b8-4279-b9c4-187a682f5100', 'route': ['p3', 'e4', 'i11', 'x6', 'p1', 'c4']}
1769739212.879018,RECEIVED,6b7cdb3b-fb07-41b6-bce1-263fc8362554,007d918f-bd94-4043-a091-93c67c7c63c6,c4,c3,27,p3,?,surb={'id': '6f74bfb1-c731-4db2-b5b3-6ba7052fe31e', 'route': ['p3', 'e4', 'i3', 'x3', 'p1', 'c4']}
1769739213.160613,SENT,134ce892-2489-4422-8bc3-af675cfd017f,9b8399f9-5567-498a-b933-ff5ac71faa8c,c3,c5,3400,?,p3,
1769739213.1607656,CREATED,e8cfc22a-a606-4c6f-b194-4e2e4787ca4f,f7d58f90-fe0b-4b05-adad-2ef583ab060f,c3,c5,27,?,?,surb={'id': 'a89fd567-93eb-468a-b947-d1cba69e8183', 'route': ['p2', 'e2', 'i3', 'x12', 'p3', 'c3']}
1769739213.3554773,RECEIVED,870e54a0-4d64-4230-8465-67dc682769ed,607a1a03-a7ab-4dc3-b37e-30b9816dcf11,c4,c3,27,p3,?,surb={'id': '23199477-2e4f-478c-8026-91d71832c823', 'route': ['p3', 'e12', 'i12', 'x10', 'p1', 'c4']}
