timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769750232.0693753,SENT,cd325fd7-003e-4645-b0e9-e14ad0db3924,349d92b9-c1ff-401b-9f65-28e8c2ed28e5,c4,c5,3393,?,p1,
1769750232.069524,CREATED,e6615b8f-49b4-4592-83d4-51bf06b7e11b,833c8453-8d04-4454-9a54-970ca040d74a,c4,c5,27,?,?,surb={'id': '28a6a7ab-31b3-491d-a6d7-0bf5f0f1ee37', 'route': ['p2', 'e6', 'i2', 'x10', 'p1', 'c4']}
1769750232.2870288,RECEIVED,9531668a-2d60-497a-bd4d-2294f8d5befe,fe802612-0747-4d4d-a7dc-c23315d2a681,c2,c4,27,p1,?,surb={'id': 'f313d643-0338-4605-92b9-4ddf03e2516c', 'route': ['p1', 'e10', 'i3', 'x3', 'p2', 'c2']}
1769750232.5649467,RECEIVED,c0fef3b9-7980-42f7-9583-2cc75f01f35f,4c4da906-dad3-4d0b-bc41-0bde23931968,c2,c4,27,p1,?,surb={'id': 'bdee7db7-9683-485f-8c7c-a288e46a38c0', 'route': ['p1', 'e9', 'i11', 'x4', 'p2', 'c2']}
1769750232.590337,RECEIVED,3789233a-9842-40ca-a404-15a063b72ba6,030563e8-9904-4f22-bcac-802c4e8addcf,c2,c4,26,p1,?,surb={'id': '3969ed82-430e-4d3b-b72c-77159e9af152', 'route': ['p1', 'e4', 'i7', 'x2', 'p2', 'c2']}
1769750232.814916,RECEIVED,a1e2eb1b-65aa-4c65-a7a9-a5477861c37f,c5a6d5d2-b682-4873-82f2-efaecb0041d8,c2,c4,27,p1,?,surb={'id': 'f02a550b-18a9-4c2f-8dc6-b080f8e18029', 'route': ['p1', 'e4', 'i10', 'x1', 'p2', 'c2']}
1769750232.8821962,SENT,a0beda7b-95bd-4e0e-ad7c-eb263db18eff,6f9b476c-857d-4af7-9f8b-cf35a401823b,c4,c5,3357,?,p1,
1769750232.882393,CREATED,20d59dbc-2058-462d-8f64-52e6febf62d4,17c6da83-c45e-4d1c-8343-fc9f5e5d9599,c4,c5,26,?,?,surb={'id': '0f11f453-d084-4ed9-9ebf-3f277697798a', 'route': ['p2', 'e4', 'i3', 'x6', 'p1', 'c4']}
1769750232.9725933,SENT,ac120f1b-53a0-4f3a-b5d0-4cfc85ca9c54,2e60869b-35f4-4f97-aa13-d416ec604b92,c4,c5,3397,?,p1,
1769750232.9727468,CREATED,5c916a32-0192-4f01-b30a-cb389307b242,087a7b8a-853c-4b39-bc5c-939e262f2713,c4,c5,27,?,?,surb={'id': 'ff3d827a-d3d8-43cf-ae14-0134086ce477', 'route': ['p2', 'e3', 'i12', 'x2', 'p1', 'c4']}
1769750233.045697,SENT,8bcc987a-9e71-45d6-96a0-c22ecde9925b,5d670a4e-7149-4ee8-abf0-cef3ad525dd1,c4,c5,3391,?,p1,
1769750233.0458431,CREATED,825efb2c-20bb-4f92-9563-34ecd295e855,997c3c2b-f35e-4386-84ca-c09688b8ca08,c4,c5,27,?,?,surb={'id': 'a65a9716-a6aa-4bbb-ba3d-91bc1527b8e3', 'route': ['p2', 'e8', 'i10', 'x1', 'p1', 'c4']}
1769750233.577757,SENT,670b5f51-fc1f-4a78-8655-b9fcc997b62b,ff340e4b-0831-4f6b-8ae0-5ea6b82881e0,c4,c5,3359,?,p1,
1769750233.5779102,CREATED,09cb882e-3829-45c8-b302-f1bfe709f3bf,9fe2632b-dd87-4bf8-baaa-ae4318e184ae,c4,c5,27,?,?,surb={'id': '477bcdc3-a260-4303-9b23-03820ff7bf13', 'route': ['p2', 'e5', 'i10', 'x7', 'p1', 'c4']}
1769750233.584734,RECEIVED,6c708a3a-e886-4ca9-8c65-ae28a93447f3,f41f1efa-7c58-4d4e-b7af-822195ca80e5,c2,c4,26,p1,?,surb={'id': '72f00005-2d7b-4639-8690-5944857deec2', 'route': ['p1', 'e2', 'i11', 'x4', 'p2', 'c2']}
1769750233.6296785,RECEIVED,305c2540-f049-4103-8913-7e24638ee7d9,2e9285a9-d046-4239-a919-0db0f40e1ce8,c2,c4,27,p1,?,surb={'id': 'e8baf482-79c3-40e7-b908-252c3c451888', 'route': ['p1', 'e6', 'i1', 'x11', 'p2', 'c2']}
1769750233.6488702,SENT,d8b00806-a377-41c9-ba66-c0797da7a2e9,96fe8929-d591-4957-81bb-d39552c2ce01,c4,c5,3399,?,p1,
1769750233.6490197,CREATED,be8e8f37-e24b-4e61-8409-d26a8068de0e,387a6dc9-fc6f-4703-8ada-bcd97406e869,c4,c5,27,?,?,surb={'id': '43779579-ab41-4504-807f-425b7a3f35db', 'route': ['p2', 'e11', 'i5', 'x7', 'p1', 'c4']}
1769750233.8814747,RECEIVED,e89b02c1-6550-4bd2-8035-4138439656cb,e2861d95-e927-44d9-8dfa-111c416cbf03,c2,c4,27,p1,?,surb={'id': '8cfc242f-60f0-4b47-9e71-b6beecfbef1c', 'route': ['p1', 'e3', 'i5', 'x1', 'p2', 'c2']}
1769750234.071961,SENT,f310ae32-b9d2-4c0a-a22b-1dd1b5b50352,52a34022-5415-4281-93f0-132c40677a49,c4,c5,3364,?,p1,
1769750234.0721452,CREATED,3681f2fe-a7c8-4b27-85b7-4861de06b65a,35288834-19d0-492f-8191-7ed54843d84b,c4,c5,27,?,?,surb={'id': '74c724e5-a419-4e61-bdac-c580d5065ef6', 'route': ['p2', 'e4', 'i1', 'x2', 'p1', 'c4']}
1769750234.215532,SENT,96428136-2d9a-4850-badd-0435e8e3c5e0,613e3f70-4442-4d1e-a38a-a8082b955606,c4,c5,3360,?,p1,
1769750234.2156756,CREATED,2beec5f8-27d5-4746-8201-8c1b80a79617,c46d1fb3-aff2-4604-ac14-1e02728c950f,c4,c5,27,?,?,surb={'id': 'baa8b779-3c66-429b-a331-b3e251096e0f', 'route': ['p2', 'e7', 'i3', 'x3', 'p1', 'c4']}
1769750234.3782623,SENT,38a6613b-e4d1-4f7a-8b79-de849c9addc1,8b766948-bcc6-46f6-8d11-85d0e232449b,c4,c5,3375,?,p1,
1769750234.3784113,CREATED,2deb629b-e0c5-48b8-aa2e-8881993d3292,c465d12e-3265-47ef-a38a-23acb0a1a0dc,c4,c5,27,?,?,surb={'id': 'b10d7fc3-3827-4b2e-bf7e-0bbc30d19bbb', 'route': ['p2', 'e6', 'i2', 'x10', 'p1', 'c4']}
1769750234.8374283,SENT,7777cc90-a160-472e-aa88-d43548b4c8ac,8baa79b7-bc4a-4e28-8ce9-e47887c6eae3,c4,c5,3361,?,p1,
1769750234.8375273,CREATED,295161fa-7d2a-4c56-b996-2a8e603b785d,7b8f4aa7-ed62-4df1-ad42-92a850f7de4b,c4,c5,27,?,?,surb={'id': 'b6af3d87-f150-4df2-828b-e429086fdff8', 'route': ['p2', 'e2', 'i5', 'x5', 'p1', 'c4']}
1769750234.8454893,RECEIVED,be0d6b45-2299-489a-aec9-b15d3d1fe208,a77ea90b-5a69-402e-b71c-b50b925d68f0,c2,c4,27,p1,?,surb={'id': '36581cef-5d5f-478d-94ed-928015f15fff', 'route': ['p1', 'e8', 'i4', 'x8', 'p2', 'c2']}
1769750234.8768055,SENT,1d3a6fd0-8b54-4789-97b9-8a4f90a90a9c,dcf6fbb9-b1ab-4943-a368-7f1ffbf23a61,c4,c5,3391,?,p1,
1769750234.8769078,CREATED,f184f90f-7d2d-4902-9e6d-250c04931463,bfc6cb1f-db70-4cdd-bec9-1e8b5bcdccb0,c4,c5,27,?,?,surb={'id': '0cd18dac-ad74-4007-99c1-f0318bb162ec', 'route': ['p2', 'e10', 'i2', 'x11', 'p1', 'c4']}
1769750234.9239082,SENT,1c424e1c-9e38-48fc-bae1-4777967ce83d,2c675697-e2e4-44bb-8ea8-bd167068099f,c4,c5,3375,?,p1,
1769750234.9240103,CREATED,e2402603-e595-4031-991c-6e1d98454778,9a05cd64-865f-4cfa-820c-c062ee6d0ece,c4,c5,26,?,?,surb={'id': '9b753461-48cf-4299-b72d-752956080fdf', 'route': ['p2', 'e12', 'i8', 'x6', 'p1', 'c4']}
1769750234.9622333,RECEIVED,977119e6-c6c7-44ca-b6d2-97b012b307f6,e372f5eb-cf42-47ea-93f7-948d8a4ba691,c2,c4,27,p1,?,surb={'id': 'e691fc2e-6a8b-4471-911b-249a192b9432', 'route': ['p1', 'e6', 'i11', 'x10', 'p2', 'c2']}
1769750235.0995157,SENT,8be54c42-29e4-42c4-929c-c8c4973839b4,5fa6279b-60ab-43dc-9b3f-fa6933a08907,c4,c5,3391,?,p1,
1769750235.1005368,CREATED,25cfb7ca-506d-4d41-b70f-f49afbc77125,cd2cd15c-2411-4130-a558-ebdd93c5d7d0,c4,c5,27,?,?,surb={'id': '0f6ebbea-4d2f-4c0f-a0a9-c9a386af98d3', 'route': ['p2', 'e4', 'i4', 'x2', 'p1', 'c4']}
1769750235.1127467,RECEIVED,f2b0f548-032e-48d1-b05c-30c2ae50454c,4b50aab9-7398-429f-8c26-cc44a62f8f0f,c2,c4,27,p1,?,surb={'id': '062bb4ea-ef61-4551-80a0-396f5030ab17', 'route': ['p1', 'e2', 'i4', 'x4', 'p2', 'c2']}
1769750235.171062,RECEIVED,488abbb5-94ec-49c7-ae3f-5477fd38f31e,029a5360-e7e3-418b-b881-c36a25c81637,c2,c4,26,p1,?,surb={'id': 'c85bf0e8-a3f8-4cc1-91fa-b389ab13df4a', 'route': ['p1', 'e4', 'i2', 'x3', 'p2', 'c2']}
1769750235.3122075,RECEIVED,3b87ece1-de76-4615-afc1-6011c012a9d1,71692a1d-3867-4234-a028-4e357cd5800d,c2,c4,27,p1,?,surb={'id': 'df71459b-cf2d-440b-814e-b0501048ed67', 'route': ['p1', 'e10', 'i4', 'x5', 'p2', 'c2']}
1769750235.3206394,SENT,bb6eb17b-550d-439c-8737-93bf208020ff,34c1a1f5-862e-4d3a-8a34-e0e50acc0579,c4,c5,3379,?,p1,
1769750235.3208692,CREATED,b442aecf-3ac5-413c-a217-e10f13e21c41,66b67bbc-7a1b-4516-9267-42f915998824,c4,c5,27,?,?,surb={'id': '7d843162-8d62-48ad-a4de-4a839516aed2', 'route': ['p2', 'e9', 'i10', 'x3', 'p1', 'c4']}
1769750235.4108272,RECEIVED,fd14bb22-558e-4708-96cd-7f59546ec9fe,38c27ad2-b7e7-46ee-b76b-d934aace4a5e,c2,c4,26,p1,?,surb={'id': '43f7c79f-6ab9-4ea3-9f06-750b865ea319', 'route': ['p1', 'e4', 'i3', 'x12', 'p2', 'c2']}
1769750235.6529698,SENT,c9be2847-9df3-4a2d-a605-16b245984ae0,c9e9caba-cc5d-4305-b20b-a6036398cbcf,c4,c5,3391,?,p1,
1769750235.6530976,CREATED,b7362365-18a9-4747-b1bf-b8b517407eae,26a6496c-0f32-405e-b1df-890843f74a37,c4,c5,27,?,?,surb={'id': 'bfee5cf6-c1b7-4895-a484-1ca7b629ec7c', 'route': ['p2', 'e8', 'i10', 'x9', 'p1', 'c4']}
1769750235.6746984,SENT,688e9c4b-7a96-4fc4-846c-17be68dfe705,ac492171-a723-4817-99c3-c248294e0e80,c4,c5,3400,?,p1,
1769750235.6747985,CREATED,db6ca4d8-a472-434f-8ad9-2ec6e45fd7a3,53b000b8-279b-4be3-864d-b130c730e24b,c4,c5,27,?,?,surb={'id': 'c90ce72f-2b7e-4f61-b071-b7f9513e6612', 'route': ['p2', 'e12', 'i12', 'x5', 'p1', 'c4']}
1769750235.688657,RECEIVED,af5be881-26f6-4ab3-804c-fbc83f9bcf39,750ff9fe-3bed-4588-aede-d9cbdb65d7cc,c2,c4,27,p1,?,surb={'id': 'a3853c3e-7a35-4a20-b84b-88a513e9f0af', 'route': ['p1', 'e10', 'i5', 'x9', 'p2', 'c2']}
1769750235.751963,RECEIVED,2cf6e0cc-bff9-4610-ac67-4a1ef27fc3ee,55e08977-9e86-4103-b3f7-a58664763163,c2,c4,27,p1,?,surb={'id': '04fadb8f-3d6f-4793-9fc0-c4a58d8a7c43', 'route': ['p1', 'e9', 'i10', 'x9', 'p2', 'c2']}
1769750235.8154411,SENT,c6e2b25e-21e0-4d5a-bd13-cad5448d7656,a0977b71-e425-4404-aa75-a7fc0b582d9b,c4,c5,3382,?,p1,
1769750235.815541,CREATED,f5b70fa8-9218-4cb4-ad9f-5d2f6c3ee265,3d1a75f8-0da4-4b69-b681-ff6c5b954e79,c4,c5,26,?,?,surb={'id': 'deb5efbb-c3cd-4b8c-9193-871cffcf1f75', 'route': ['p2', 'e9', 'i6', 'x7', 'p1', 'c4']}
1769750236.2564611,SENT,0ef9f234-bb10-448a-85e6-84be83557e89,5200556d-203d-4aa3-9561-ac074b8b1c49,c4,c5,3360,?,p1,
1769750236.2566326,CREATED,107e83e8-444f-4b74-baa6-d1fe11cef41b,26ab5ab5-55d2-415c-bef7-8c42203b44ef,c4,c5,25,?,?,surb={'id': 'd1fab98b-9d79-4eac-b8d5-d07fc881294e', 'route': ['p2', 'e1', 'i9', 'x9', 'p1', 'c4']}
1769750236.3262124,SENT,195bda01-f37f-418f-afc1-6853dca8bf7e,d7c12323-df84-4026-bf50-2f55764a4292,c4,c5,3359,?,p1,
1769750236.32638,CREATED,fd9f6d9a-fc0a-4315-9c01-cfbb32eb9392,684627c4-b074-49ad-9210-88a770225280,c4,c5,27,?,?,surb={'id': 'ae26f773-d5b3-4781-8d2d-2c61e9e7d2a9', 'route': ['p2', 'e3', 'i6', 'x11', 'p1', 'c4']}
1769750236.3839464,RECEIVED,bf9d3acc-decb-4027-aecf-deb3261a4dbf,4bdf130b-2879-4248-b118-0fe540e04b38,c2,c4,27,p1,?,surb={'id': 'ff0bd354-9875-44ec-af74-a33b079ec2a3', 'route': ['p1', 'e3', 'i11', 'x8', 'p2', 'c2']}
1769750236.5256639,RECEIVED,ac63736f-540d-4b43-935d-b565a118261f,975d66de-835c-4c0e-988e-6a799084a983,c2,c4,27,p1,?,surb={'id': '86055b76-a5df-4b8d-8dff-8c264a1f51bb', 'route': ['p1', 'e4', 'i2', 'x1', 'p2', 'c2']}
1769750236.5355046,SENT,7b22cd76-bf20-4433-9ffc-4c7f261a0fd0,2c475f00-2fe4-4157-89c2-bdd8de735f40,c4,c5,3372,?,p1,
1769750236.5356054,CREATED,34009e77-bf99-4fd3-ac95-cd4bf5d2a792,be32c3b4-692a-41b6-9f29-226757e7c7e7,c4,c5,26,?,?,surb={'id': '6fe9be78-9aee-4d02-8ecb-d233e5b437ff', 'route': ['p2', 'e8', 'i2', 'x7', 'p1', 'c4']}
1769750236.7293541,SENT,971940f7-5dbc-4046-8c13-61ef4782097a,7b878e59-6b84-4c7a-9d84-c9c8ff3396f6,c4,c5,3393,?,p1,
1769750236.729703,CREATED,c12e6575-8039-46a7-b48b-31f40550e3a0,0f00ae45-5686-45a7-99a6-36b4d32f0df9,c4,c5,26,?,?,surb={'id': '6b330fd0-e8ba-4b54-9c49-84b0ebcb4134', 'route': ['p2', 'e11', 'i7', 'x3', 'p1', 'c4']}
1769750236.9122486,SENT,5c52c65c-974b-4fe2-a813-e2deb06c1108,0d6c7ab2-6726-4029-8cb1-2c8f956d91dc,c4,c5,3402,?,p1,
1769750236.9124548,CREATED,7f73544b-9339-4ba1-9caf-f5e402331c4c,6984910c-bb66-4be7-96e7-f967c9db141b,c4,c5,27,?,?,surb={'id': 'bd6dc9c0-9254-4767-96ee-cb930145515d', 'route': ['p2', 'e5', 'i9', 'x6', 'p1', 'c4']}
1769750236.9386134,RECEIVED,53d4a71d-3e05-4ff7-a723-7f2a92dc1472,376c2c2c-d90b-45fe-bac7-a089e43399a9,c2,c4,27,p1,?,surb={'id': '710854cd-5842-4aae-b676-92d2f6bad594', 'route': ['p1', 'e6', 'i9', 'x9', 'p2', 'c2']}
1769750237.0060854,RECEIVED,1f87ed72-1ba6-4537-910f-009d9c13c05f,1e87e83c-bd27-4de5-a143-cdfb4831516a,c2,c4,26,p1,?,surb={'id': '776273cb-8f32-414f-89be-42a746b03bc3', 'route': ['p1', 'e12', 'i12', 'x1', 'p2', 'c2']}
1769750237.139284,RECEIVED,4dc8e1b9-9f31-45a5-a0c7-c15726cdd716,26451842-e495-4d76-a28a-ed89f4ddec0c,c2,c4,27,p1,?,surb={'id': '228e9ed4-e262-494f-ab76-e45d2d42df87', 'route': ['p1', 'e4', 'i7', 'x2', 'p2', 'c2']}
1769750237.1524608,RECEIVED,b633cd53-ed76-4107-82e7-84c2f318406b,bfbef73f-e9d9-4b9c-8337-0ec342a2839c,c2,c4,26,p1,?,surb={'id': '8f67dc18-836d-4ec0-a995-6737ed0577fa', 'route': ['p1', 'e6', 'i12', 'x10', 'p2', 'c2']}
1769750237.1900873,SENT,91c364c5-ab46-4819-ae93-43df4b767f1c,4d85da58-0cc0-4be7-9352-09983dfb4726,c4,c5,3379,?,p1,
1769750237.19017,CREATED,f7d1c037-cd7e-4a46-a76b-8d0d6115c47b,2b1c60ef-0d94-44d0-b239-0e06f1769b92,c4,c5,27,?,?,surb={'id': 'd8bbb2ff-0f7a-4ff0-bd9f-77197cba6314', 'route': ['p2', 'e11', 'i2', 'x5', 'p1', 'c4']}
1769750237.2951353,RECEIVED,342d1b63-5490-4d00-a58c-ccdf05e4a5e2,b9310630-be32-43fa-adeb-acdca03e29a8,c2,c4,27,p1,?,surb={'id': '11849830-9b25-4a0e-9f04-d09841877b1d', 'route': ['p1', 'e10', 'i6', 'x12', 'p2', 'c2']}
1769750237.7258356,RECEIVED,dd712827-1da7-4c1d-a85d-df4f8fc86ab5,75da22bc-31bf-492c-8531-e440f4956d21,c2,c4,27,p1,?,surb={'id': '628ef7da-d84a-497e-9b64-9f2a89a4be46', 'route': ['p1', 'e3', 'i4', 'x7', 'p2', 'c2']}
1769750238.1367915,RECEIVED,a6da212d-45b9-4c6e-ad69-4be4858b404c,f76d859a-23e2-40bb-aa17-e484803a7d3a,c2,c4,26,p1,?,surb={'id': '70fcd667-868b-4ef6-9bc9-26a65c85d16d', 'route': ['p1', 'e12', 'i8', 'x6', 'p2', 'c2']}
1769750238.1658297,RECEIVED,963fc708-47c4-4d37-afd4-c99df9e95a8b,651126ee-17d4-4b68-be8b-8388096d9c42,c2,c4,26,p1,?,surb={'id': '4cf54bad-5221-4093-ad2d-583f2f334e90', 'route': ['p1', 'e12', 'i2', 'x2', 'p2', 'c2']}
1769750238.3278127,SENT,d18f2f7f-dd91-4146-991d-15cb19976927,ff2b7386-081d-48a9-b785-54ec15974a6c,c4,c5,3399,?,p1,
1769750238.3279397,CREATED,ab51712e-a5ab-4c31-949f-d0e72ef9e73f,9fca8395-0e0e-40b3-976d-8375c8f699a3,c4,c5,27,?,?,surb={'id': 'd7e115d4-7467-4be2-82c2-c8dc86347492', 'route': ['p2', 'e10', 'i3', 'x10', 'p1', 'c4']}
1769750238.5994937,RECEIVED,34c8f562-688f-45e3-bda1-4b4a9c00aad2,ab59a876-1a0a-445a-85b4-c85222f8a839,c2,c4,27,p1,?,surb={'id': '725f3935-1108-4760-9e8e-1566de90df56', 'route': ['p1', 'e6', 'i6', 'x1', 'p2', 'c2']}
1769750238.8428683,SENT,16cd1fc8-aba0-477c-a0f4-9457be86120a,f93e53fd-75aa-4f82-8e3e-d1f010c7c5b1,c4,c5,3383,?,p1,
1769750238.8430161,CREATED,1139b597-ce1c-4b4e-984e-8ffd85a75965,40cedf8e-bd2d-403a-8992-c9c60f03afc3,c4,c5,26,?,?,surb={'id': '8113050d-b95c-4700-b718-99c5972440b0', 'route': ['p2', 'e1', 'i3', 'x9', 'p1', 'c4']}
1769750239.0137837,RECEIVED,67d83d78-4d8e-454b-ac18-fc37a5444d7e,bea5eb10-4437-4ea6-bdc0-86d51b5626fe,c2,c4,27,p1,?,surb={'id': '939c96d8-3518-4633-a49c-d9b0464b576b', 'route': ['p1', 'e12', 'i1', 'x3', 'p2', 'c2']}
1769750239.1788654,SENT,a1435908-6d87-4f16-8962-9b021a5b72b6,2189836f-a3da-43b9-ae51-8fae212b3187,c4,c5,3375,?,p1,
1769750239.1790144,CREATED,37423aa6-a491-4fad-ba5f-77c00b0b6230,ea518cb5-4906-4f8c-963f-8457adf371fb,c4,c5,27,?,?,surb={'id': '578bfe68-efa7-4187-94be-9f73f1390cb2', 'route': ['p2', 'e10', 'i8', 'x5', 'p1', 'c4']}
1769750239.2683294,RECEIVED,3ab71494-6729-4fd4-888c-0a1741b8bc3c,8223fd5e-8d65-47f8-b029-bfce715413ff,c2,c4,27,p1,?,surb={'id': 'c3d6160b-7ab7-49ff-a8e1-d90bef704341', 'route': ['p1', 'e4', 'i8', 'x3', 'p2', 'c2']}
1769750239.3858635,RECEIVED,66c6029f-4e3a-4481-bb15-d67a3e39090e,5590c984-24be-4efa-991f-b7bdd6869561,c2,c4,27,p1,?,surb={'id': 'eb848324-4d90-4953-96f3-dea5d14afc25', 'route': ['p1', 'e1', 'i1', 'x2', 'p2', 'c2']}
1769750239.815409,RECEIVED,b3f5ab91-db59-4384-a799-fd212f4f2642,9839cee4-e331-4c5e-882b-eb4972283c7b,c2,c4,27,p1,?,surb={'id': '933dca1f-5787-48d8-abec-a15d0f61594b', 'route': ['p1', 'e1', 'i9', 'x2', 'p2', 'c2']}
1769750239.906026,RECEIVED,b1f5e17e-d5ad-48c8-b6c2-c517788057d9,e73d1a69-39ee-4731-b505-c6728f3bf037,c2,c4,26,p1,?,surb={'id': 'd700c7e8-bd61-47e5-8447-4ab91eddd450', 'route': ['p1', 'e12', 'i6', 'x3', 'p2', 'c2']}
1769750239.9162557,SENT,14347d83-5615-479b-a232-7b0596b1e391,f5de76d6-7028-4a7b-88b5-bb1266b2f188,c4,c5,3395,?,p1,
1769750239.9163558,CREATED,6767cd72-6d43-48e5-a9aa-0b4de9167c2b,1949fb37-c6fe-47c0-933b-4d58a021f6d0,c4,c5,27,?,?,surb={'id': 'aa180c07-962b-4076-b44e-a13277147502', 'route': ['p2', 'e5', 'i3', 'x7', 'p1', 'c4']}
1769750240.0174346,RECEIVED,9a18d162-6065-438c-9ef2-28dc33441d19,d98c3829-810c-4969-adf2-75ad90938af8,c2,c4,27,p1,?,surb={'id': '17b184ec-1a3a-47fb-ba9a-702c84cf5c84', 'route': ['p1', 'e10', 'i11', 'x11', 'p2', 'c2']}
1769750240.1574488,SENT,fb0698b1-213f-43db-8ce9-1e6783c3377d,b930642c-9011-4fc5-a0bb-577ff4cc45bf,c4,c5,3376,?,p1,
1769750240.1575284,CREATED,0d8bb4f1-9642-412a-b363-6705f71e44a8,c2f88d1a-a933-4700-9352-f26abe59ecb4,c4,c5,26,?,?,surb={'id': 'ea870a1a-97b4-4812-b8b9-1dbdd590ff7d', 'route': ['p2', 'e12', 'i4', 'x6', 'p1', 'c4']}
1769750240.4142861,SENT,f3d8aaf3-cbac-4ca6-a834-b2daa60d81d9,01ad60a0-c650-4b82-a36d-f08fe0258ac8,c4,c5,3387,?,p1,
1769750240.4144008,CREATED,0eaeecd1-04d9-4e1a-b2a5-ce4c5bdadebb,b853bac1-79a8-4d5f-ba3f-6acd03b55b64,c4,c5,27,?,?,surb={'id': 'b3f5487f-bb07-4e4d-a98c-75d055453b02', 'route': ['p2', 'e11', 'i12', 'x3', 'p1', 'c4']}
1769750240.5447512,SENT,5e7d407a-8f02-4412-86e2-2168e8d82d98,6f67fb19-d1c2-4331-b797-6f8023f96757,c4,c5,3392,?,p1,
1769750240.5449014,CREATED,b0a4fd70-c3a9-4b1c-b77c-8ae00009b246,df4f4dea-c82c-4d5d-a901-c34532f83d64,c4,c5,27,?,?,surb={'id': '8931f727-ce10-4be1-b4a0-7a47d8a77c6b', 'route': ['p2', 'e1', 'i8', 'x6', 'p1', 'c4']}
1769750240.610615,RECEIVED,348bb443-e383-4fc2-aa1b-41f0b55f857e,8f75542e-50c5-4b11-b0b4-7919da5511a9,c2,c4,27,p1,?,surb={'id': 'f87df209-3721-45cd-89ac-b371c542354d', 'route': ['p1', 'e10', 'i7', 'x7', 'p2', 'c2']}
1769750240.8580084,SENT,e7d1dd05-90d8-426c-8b2c-9592cd987856,799dc7cc-db9b-483e-a463-3298d4cade21,c4,c5,3388,?,p1,
1769750240.858173,CREATED,cc1ece5d-ac00-4c28-b733-49c693afc745,a5b0827a-fafa-4460-9812-d153c6610721,c4,c5,27,?,?,surb={'id': '54defa98-a2ca-48eb-9935-034eafc1cb2f', 'route': ['p2', 'e6', 'i3', 'x12', 'p1', 'c4']}
1769750240.8834248,RECEIVED,9c719047-bac4-4b30-b2be-86784cb6074c,ef1a5839-6798-45b9-817a-99c4de3903c9,c2,c4,27,p1,?,surb={'id': '8e971ae5-1b04-4c4a-8f22-e97ec48ce7f0', 'route': ['p1', 'e1', 'i12', 'x6', 'p2', 'c2']}
1769750241.0001414,RECEIVED,f21c9f27-f14f-4771-8b46-29cd79907fa0,675e8618-6db7-4ec0-a5d4-52dfea36fd52,c2,c4,27,p1,?,surb={'id': 'a562594f-dbe7-420c-a7a8-74b72b0b3e33', 'route': ['p1', 'e10', 'i5', 'x4', 'p2', 'c2']}
1769750241.0093558,SENT,42303dc6-0f86-457f-8b0b-10ce31e2c9ac,1320178d-74dc-4023-90c5-392e465efaa2,c4,c5,3360,?,p1,
1769750241.009495,CREATED,35dee3aa-aed7-4f85-ba28-7e287ff36bb8,73153b4e-8c49-4125-bdb9-2117d39b7faf,c4,c5,27,?,?,surb={'id': 'ce875f57-53a9-42d7-ba57-e3f52f9bbbec', 'route': ['p2', 'e9', 'i4', 'x5', 'p1', 'c4']}
1769750241.0779903,SENT,cb216236-a633-4273-be93-03c68d61143b,920b96b6-8488-4d1c-9393-a3ffdaafed9e,c4,c5,3390,?,p1,
1769750241.0781107,CREATED,9ec2b2bc-bebe-465b-b5b9-daa57729da01,61a3a118-4b6f-4064-b12b-d0f19a89bb0d,c4,c5,27,?,?,surb={'id': 'f0ebd52e-1267-408d-901d-b800364abb14', 'route': ['p2', 'e10', 'i7', 'x5', 'p1', 'c4']}
1769750241.173502,SENT,4f4a94b2-74dc-467e-8208-8ce0f07b4d0d,0cd21764-ed77-4aed-8a19-0280b2efc82d,c4,c5,3371,?,p1,
1769750241.1735966,CREATED,bfbfee3c-9395-46ce-962a-0b39e9665e0e,ab226ccd-c789-4892-b8b6-d61c6b1817d9,c4,c5,27,?,?,surb={'id': 'fe84c9e6-51d2-45fb-9f55-9e217f117439', 'route': ['p2', 'e2', 'i5', 'x8', 'p1', 'c4']}
1769750241.3270137,RECEIVED,4e729482-1254-408d-855d-a00a93ead103,10715933-429e-47d9-9367-ce13b7dffa51,c2,c4,26,p1,?,surb={'id': '5746094e-2554-485a-902b-4f76d658f421', 'route': ['p1', 'e1', 'i9', 'x5', 'p2', 'c2']}
1769750241.6529717,RECEIVED,181a55f0-5699-43d3-bccf-28b753981370,948e1e07-6458-4217-b5db-6247e5b50134,c2,c4,26,p1,?,surb={'id': 'a415022a-c556-485e-b230-0609db3f410f', 'route': ['p1', 'e4', 'i4', 'x8', 'p2', 'c2']}
1769750241.8711238,RECEIVED,6be5acfa-7ad2-4a64-a9c2-d9d155704c3f,eccd9006-e4e2-41ff-875f-cd96dd3ad609,c2,c4,27,p1,?,surb={'id': '13cfefa7-c025-4b92-b380-e622637cd370', 'route': ['p1', 'e9', 'i7', 'x9', 'p2', 'c2']}
1769750242.1255536,RECEIVED,d7fc0db7-c3f7-4ca1-bdeb-ea86de62fcea,80c2a93c-bff1-44ea-8c2b-e08f14c025ea,c2,c4,26,p1,?,surb={'id': 'fcea7798-e8cd-4f69-974e-d4283f0e5ed6', 'route': ['p1', 'e5', 'i1', 'x8', 'p2', 'c2']}
1769750242.2257645,SENT,dd489d1c-bb2c-412d-9632-fd9146b323fe,fa930466-b9b6-4e20-ab2f-0ac489a73093,c4,c5,3392,?,p1,
