timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769755330.239385,CREATED,98ed0176-4d3e-4e1a-b544-0297a9e4e2e6,0a2fa7c8-a584-4a47-98ec-780c78f28a0b,c5,c3,27,?,?,surb={'id': '386dae92-4fbc-45c6-887a-d37956596791', 'route': ['p3', 'e9', 'i6', 'x6', 'p2', 'c5']}
1769755330.3639605,RECEIVED,e1b50294-a382-43b5-b65a-c9a259dfd087,ce30153c-1882-4e77-ac3d-46aec8fe1823,c3,c5,27,p2,?,surb={'id': '6a72b68e-ddfd-4417-a7db-e03956c14cd8', 'route': ['p2', 'e2', 'i10', 'x8', 'p3', 'c3']}
1769755330.39903,SENT,e20552ab-93f3-4186-8dc3-7a26cec6daed,67f10c98-5cf0-4d4a-98c4-83eee7ea7580,c5,c3,3384,?,p2,
1769755330.3992536,CREATED,d0d52127-6603-4056-8e5e-8b8e048727e3,0a2fa7c8-a584-4a47-98ec-780c78f28a0b,c5,c3,27,?,?,surb={'id': '386dae92-4fbc-45c6-887a-d37956596791', 'route': ['p3', 'e9', 'i6', 'x6', 'p2', 'c5']}
1769755330.8424187,RECEIVED,408e0081-0e1e-4460-8ed9-7e1d1e66e500,e49dcd80-3c08-46d5-aee1-ee69f203250d,c3,c5,27,p2,?,surb={'id': 'db6f3384-b668-45cc-9a64-8498c01b5db2', 'route': ['p2', 'e5', 'i12', 'x3', 'p3', 'c3']}
1769755330.8977683,RECEIVED,dc009209-7388-45e8-b27a-5aff9f2901be,c999e9f8-8eff-4508-aad6-8b78cc631bf1,c3,c5,27,p2,?,surb={'id': 'e6320f66-d8d9-470d-98af-2b7dba2d33c6', 'route': ['p2', 'e8', 'i3', 'x6', 'p3', 'c3']}
1769755331.094778,SENT,c30ad2ff-fb65-42ba-af48-186975a2285c,aeda3561-76dd-4fc4-b746-e62c6ad8deb9,c5,c3,3384,?,p2,
1769755331.0949125,CREATED,9a06a323-a53b-4318-997a-37209283cd5e,b2034028-69e1-489d-841a-80c4084a9f65,c5,c3,27,?,?,surb={'id': '0798f256-0ac2-4e2b-b8e4-463b5d801397', 'route': ['p3', 'e4', 'i2', 'x8', 'p2', 'c5']}
1769755331.3758578,SENT,bbc1f560-0fd4-40c5-8929-d4279fec7136,afd69ff1-69f2-4719-aa6d-f30494321449,c5,c3,3385,?,p2,
1769755331.3759916,CREATED,6da419d1-90a3-4db8-bb92-08920a465967,b2034028-69e1-489d-841a-80c4084a9f65,c5,c3,27,?,?,surb={'id': '0798f256-0ac2-4e2b-b8e4-463b5d801397', 'route': ['p3', 'e4', 'i2', 'x8', 'p2', 'c5']}
1769755331.421899,SENT,a5e27e6a-f5dc-4a49-83a6-912c16be8a50,80f0f60e-d58a-4eae-998a-253e6cd45553,c5,c3,3368,?,p2,
1769755331.4220188,CREATED,87428bce-6a20-45a9-a3ec-6547b9945035,3fde0613-6cce-4207-ad8f-8df651dad7c4,c5,c3,27,?,?,surb={'id': '38e37982-b041-4f14-8537-169e0f3321e0', 'route': ['p3', 'e8', 'i8', 'x5', 'p2', 'c5']}
1769755331.5299952,RECEIVED,50952dc0-b736-4b30-9c97-429e3ad80d53,4d877b46-f40b-4beb-96ea-15119330c782,c3,c5,27,p2,?,surb={'id': '085c2460-2434-4852-85f2-8a0c43fdedac', 'route': ['p2', 'e1', 'i1', 'x11', 'p3', 'c3']}
1769755331.826206,RECEIVED,43a05d3f-4235-439b-8f3b-4aaa62545344,d3d72875-67bc-4539-a406-65e5cfd3acc1,c3,c5,27,p2,?,surb={'id': '0e814302-db57-4a8a-b670-f815af595423', 'route': ['p2', 'e1', 'i3', 'x4', 'p3', 'c3']}
1769755331.829137,RECEIVED,a2723611-c383-407f-a077-cac76d9e151f,d3d72875-67bc-4539-a406-65e5cfd3acc1,c3,c5,27,p2,?,surb={'id': '0e814302-db57-4a8a-b670-f815af595423', 'route': ['p2', 'e1', 'i3', 'x4', 'p3', 'c3']}
1769755331.8838067,SENT,2bc84ffb-c5c1-4d8c-a1c5-f4cd751b86b8,09dcca83-6d84-48c9-9e6c-85f84437a531,c5,c3,3364,?,p2,
1769755331.8839352,CREATED,274f9ef0-c9d2-4dd2-9498-1e53f81d28b7,3fde0613-6cce-4207-ad8f-8df651dad7c4,c5,c3,27,?,?,surb={'id': '38e37982-b041-4f14-8537-169e0f3321e0', 'route': ['p3', 'e8', 'i8', 'x5', 'p2', 'c5']}
1769755332.0842059,RECEIVED,333ed2d2-9dda-4cc4-ba40-fd7a54eab8f3,e49dcd80-3c08-46d5-aee1-ee69f203250d,c3,c5,27,p2,?,surb={'id': 'db6f3384-b668-45cc-9a64-8498c01b5db2', 'route': ['p2', 'e5', 'i12', 'x3', 'p3', 'c3']}
1769755332.3247514,SENT,708a4fe4-478f-43c7-a1f4-f024187e4d74,644af65d-1d74-499f-9a8a-3f4e46680cb4,c5,c3,3385,?,p2,
1769755332.3248837,CREATED,ea24699c-5c51-4c35-957e-1c774cbc3bf1,92610f05-7e3f-4652-8f9d-7be52a1345fc,c5,c3,27,?,?,surb={'id': '89a14376-07a9-4a9a-9c8b-4878251bda26', 'route': ['p3', 'e2', 'i9', 'x3', 'p2', 'c5']}
1769755332.327468,RECEIVED,51ea69b5-0a9a-4b47-b270-4a3079af17b9,c8ec76d8-40f7-4b3c-9ae6-21064a4f4e6c,c3,c5,27,p2,?,surb={'id': '2805c37d-ee20-4f67-b254-51f7b4589275', 'route': ['p2', 'e3', 'i6', 'x4', 'p3', 'c3']}
1769755332.675439,RECEIVED,861b657d-d0c7-4e44-9815-aaa689e9032d,91749c96-eee3-4305-86fb-b2f808bf06b5,c3,c5,27,p2,?,surb={'id': '6a55b134-693d-47b7-bf7c-8fd78b20e1f1', 'route': ['p2', 'e8', 'i11', 'x6', 'p3', 'c3']}
1769755333.0703459,RECEIVED,8ddbf76a-0810-40b5-a843-b6214629b395,91749c96-eee3-4305-86fb-b2f808bf06b5,c3,c5,27,p2,?,surb={'id': '6a55b134-693d-47b7-bf7c-8fd78b20e1f1', 'route': ['p2', 'e8', 'i11', 'x6', 'p3', 'c3']}
1769755333.1999161,RECEIVED,90d71160-438a-4d40-ac28-a06fb8311d18,37250571-f7a6-47a2-b7c5-0b7def7b8ae8,c3,c5,27,p2,?,surb={'id': 'cfcd7990-b78d-4727-b224-f33b981279a9', 'route': ['p2', 'e4', 'i6', 'x2', 'p3', 'c3']}
1769755333.3642654,SENT,0bfa1cc5-8d1d-4919-94e0-e13a27b39bb0,ad6322ae-dda4-4ab9-899b-bfeb38501582,c5,c3,3361,?,p2,
1769755333.3644025,CREATED,ed31f93b-0033-45d4-b8a7-7e431bee4c8e,92610f05-7e3f-4652-8f9d-7be52a1345fc,c5,c3,27,?,?,surb={'id': '89a14376-07a9-4a9a-9c8b-4878251bda26', 'route': ['p3', 'e2', 'i9', 'x3', 'p2', 'c5']}
1769755333.3722072,RECEIVED,b643864a-33bc-4965-b943-bf971adb34e6,0c24287b-5686-4a11-9bd1-c75a325ae31c,c3,c5,26,p2,?,surb={'id': '40ea6fa8-f6c4-44d0-96f0-c8abe4ac7bed', 'route': ['p2', 'e7', 'i1', 'x9', 'p3', 'c3']}
1769755333.5861504,SENT,0b8fa3a4-9a55-4956-b8b8-143021392d52,2cee81ea-ad3a-474a-9161-080f6fbf17f1,c5,c3,3375,?,p2,
1769755333.5862863,CREATED,3f4a58ac-f821-42c0-bb6d-b0b6d32f58a0,29e2423f-08a1-4d6a-814e-bdc8a03bf452,c5,c3,27,?,?,surb={'id': 'abc3e5b6-1a26-4c73-84af-5013927f74c1', 'route': ['p3', 'e9', 'i1', 'x2', 'p2', 'c5']}
1769755333.9503112,RECEIVED,486e00a5-bdcd-4f75-8ed0-af62c02826ac,e8ba9565-5729-42e7-a989-70da9830cdf2,c3,c5,27,p2,?,surb={'id': 'b6f1b7fb-9059-4c9e-a124-8c966b50f130', 'route': ['p2', 'e12', 'i6', 'x8', 'p3', 'c3']}
1769755334.0733156,RECEIVED,e1a13725-2591-4d0f-beac-010846ba08af,2354a01e-68d4-457d-8e47-cdbc1c22382d,c3,c5,26,p2,?,surb={'id': '25d94644-a1d0-404b-9d31-4fb223efb335', 'route': ['p2', 'e2', 'i2', 'x4', 'p3', 'c3']}
1769755334.1246002,SENT,60ef5b59-94f5-475d-900c-584397114121,b3ef13ba-5776-4517-ab2f-b15747d986ad,c5,c3,3371,?,p2,
1769755334.124733,CREATED,bce5f2c0-b0c9-4304-9701-0ee015b412fe,29e2423f-08a1-4d6a-814e-bdc8a03bf452,c5,c3,27,?,?,surb={'id': 'abc3e5b6-1a26-4c73-84af-5013927f74c1', 'route': ['p3', 'e9', 'i1', 'x2', 'p2', 'c5']}
1769755334.2105927,RECEIVED,f8a5fcb2-da01-4088-8c09-b3de1f8b0ea9,074d9fbe-54ec-44ca-880b-906df523e2ee,c3,c5,27,p2,?,surb={'id': 'b1d2b4eb-31de-4809-aa12-2428c6163059', 'route': ['p2', 'e12', 'i3', 'x6', 'p3', 'c3']}
1769755334.289376,RECEIVED,a9d2a714-b653-47ef-8631-ddd56aff735d,37250571-f7a6-47a2-b7c5-0b7def7b8ae8,c3,c5,27,p2,?,surb={'id': 'cfcd7990-b78d-4727-b224-f33b981279a9', 'route': ['p2', 'e4', 'i6', 'x2', 'p3', 'c3']}
1769755334.406624,SENT,318f0b0e-3aca-4b21-a047-35a65d1ee966,15961193-9701-41c5-ad32-fb624d153fc4,c5,c3,3396,?,p2,
1769755334.4067712,CREATED,b25e6c28-5cc5-4d08-bd2d-e2cf8445e3a5,029240d3-8169-421c-ba11-e5bd42e31bb1,c5,c3,27,?,?,surb={'id': '5f7169e1-daaf-4827-bc67-432019dee84b', 'route': ['p3', 'e6', 'i8', 'x2', 'p2', 'c5']}
1769755334.5486224,SENT,14b13f85-7a86-43cc-8d8a-027894420b61,3f5bfcd4-84e4-455c-bba9-0913e81922cf,c5,c3,3359,?,p2,
1769755334.5487814,CREATED,e2c644f5-54e6-450f-973f-a72621944277,029240d3-8169-421c-ba11-e5bd42e31bb1,c5,c3,27,?,?,surb={'id': '5f7169e1-daaf-4827-bc67-432019dee84b', 'route': ['p3', 'e6', 'i8', 'x2', 'p2', 'c5']}
1769755334.7213008,SENT,f5b651e8-ad41-4cbb-af24-14cf49714ad3,f96a25c2-95c7-4ded-8e97-cd6797aaf470,c5,c3,3360,?,p2,
1769755334.7214334,CREATED,a535f11e-f4e8-4edb-a197-1c7290a63d71,43933b8c-1d63-4a39-bc5c-1b8bc85f3cd0,c5,c3,26,?,?,surb={'id': 'a13ed5e7-788e-44b8-b6f2-34d8586e807c', 'route': ['p3', 'e11', 'i1', 'x6', 'p2', 'c5']}
1769755334.9749472,RECEIVED,7f3f4095-3d78-4e0e-b7b3-9536396ad832,c8ec76d8-40f7-4b3c-9ae6-21064a4f4e6c,c3,c5,27,p2,?,surb={'id': '2805c37d-ee20-4f67-b254-51f7b4589275', 'route': ['p2', 'e3', 'i6', 'x4', 'p3', 'c3']}
1769755335.1343095,SENT,e63f2509-0cbf-4ebd-a5a3-b93bfbe936d9,7c869d3a-01c5-404f-a8fb-6d6e42af9922,c5,c3,3379,?,p2,
1769755335.1344442,CREATED,dea92661-e2e5-478a-8b8c-3f120d80646a,43933b8c-1d63-4a39-bc5c-1b8bc85f3cd0,c5,c3,26,?,?,surb={'id': 'a13ed5e7-788e-44b8-b6f2-34d8586e807c', 'route': ['p3', 'e11', 'i1', 'x6', 'p2', 'c5']}
1769755335.279093,RECEIVED,923e2744-92dc-4827-8877-3ec7be663af6,0c24287b-5686-4a11-9bd1-c75a325ae31c,c3,c5,26,p2,?,surb={'id': '40ea6fa8-f6c4-44d0-96f0-c8abe4ac7bed', 'route': ['p2', 'e7', 'i1', 'x9', 'p3', 'c3']}
1769755335.722466,SENT,a596b0a4-73b7-484a-97fa-32853d8e5524,509be0ca-e8df-43e3-bdba-31bb1ab9ae4c,c5,c3,3363,?,p2,
1769755335.7226045,CREATED,8efc81c0-c57e-4b16-87d3-3f515eccbaf7,c3008d83-90a9-4bea-8f80-e70d3afa6ffd,c5,c3,26,?,?,surb={'id': '5e1c25ba-a349-4725-9e76-310ab2c5a57d', 'route': ['p3', 'e11', 'i12', 'x2', 'p2', 'c5']}
1769755336.1515043,SENT,9230fa88-1985-42e8-a673-2c6c4f01cb9a,ef7e4e2f-00bd-4801-b8c0-4126cdde3f98,c5,c3,3375,?,p2,
1769755336.1516361,CREATED,75284e6e-69fd-40e3-ac81-c3743cabe853,c3008d83-90a9-4bea-8f80-e70d3afa6ffd,c5,c3,26,?,?,surb={'id': '5e1c25ba-a349-4725-9e76-310ab2c5a57d', 'route': ['p3', 'e11', 'i12', 'x2', 'p2', 'c5']}
1769755336.230429,SENT,cab98775-b74c-4e7f-b828-b5c94439db82,f0b09c45-fbf3-46c8-94af-9211a1ff9dd1,c5,c3,3379,?,p2,
1769755336.230561,CREATED,df95d2fd-f016-4f55-83ab-a775bd8257da,9af4958b-9ab7-4c90-a437-49cdcefaae55,c5,c3,27,?,?,surb={'id': 'cb5a1290-df60-49c3-a9ef-e680e3134e28', 'route': ['p3', 'e6', 'i3', 'x1', 'p2', 'c5']}
1769755336.466112,SENT,f6547c7e-e95a-466a-9dc1-b80892fdaae7,fd027edb-2066-4a61-9573-ba0e45bd687c,c5,c3,3363,?,p2,
1769755336.4662507,CREATED,d7efe36e-f701-4df8-a434-95d871b1cfee,9af4958b-9ab7-4c90-a437-49cdcefaae55,c5,c3,27,?,?,surb={'id': 'cb5a1290-df60-49c3-a9ef-e680e3134e28', 'route': ['p3', 'e6', 'i3', 'x1', 'p2', 'c5']}
1769755336.704544,SENT,2d18c93d-d751-4ca4-9cec-974103ce3f93,9f686dee-7db0-4aa0-ba74-ee8470468d1e,c5,c3,3379,?,p2,
1769755336.7046776,CREATED,5bd37127-320e-4b52-8e34-aa4f77535ff0,ab31cc81-f858-40f5-99ae-3e9c6d3d86b1,c5,c3,27,?,?,surb={'id': '79a12d5f-8940-43b1-9467-7ea601635131', 'route': ['p3', 'e4', 'i5', 'x12', 'p2', 'c5']}
1769755336.7571685,RECEIVED,c5a56d25-611d-49e3-b710-d958cc3d17ec,e8ba9565-5729-42e7-a989-70da9830cdf2,c3,c5,27,p2,?,surb={'id': 'b6f1b7fb-9059-4c9e-a124-8c966b50f130', 'route': ['p2', 'e12', 'i6', 'x8', 'p3', 'c3']}
1769755336.773824,SENT,018a7279-f3c7-4924-acd6-0fcdc6aef80c,fbe68629-e410-4339-8f96-a3b33d7c253b,c5,c3,3389,?,p2,
1769755336.7739685,CREATED,a85ba884-e549-49e2-8284-d6b1d7e07ab9,ab31cc81-f858-40f5-99ae-3e9c6d3d86b1,c5,c3,27,?,?,surb={'id': '79a12d5f-8940-43b1-9467-7ea601635131', 'route': ['p3', 'e4', 'i5', 'x12', 'p2', 'c5']}
1769755336.8791053,RECEIVED,0d56e35a-65fd-4d54-95cf-fa0be69b85bb,074d9fbe-54ec-44ca-880b-906df523e2ee,c3,c5,27,p2,?,surb={'id': 'b1d2b4eb-31de-4809-aa12-2428c6163059', 'route': ['p2', 'e12', 'i3', 'x6', 'p3', 'c3']}
1769755337.1883059,SENT,cb333480-6642-464b-9608-80fc7a06cdb0,84e216dc-f037-4d6c-81b0-984cd9407248,c5,c3,3388,?,p2,
1769755337.1884403,CREATED,83aa1993-ded3-48b3-a390-d3ed8c90c1ec,11561a98-690a-49c0-8c6f-37721d5e32ce,c5,c3,27,?,?,surb={'id': '1628cce7-57f1-4e9b-a4ab-d88c1f5255b5', 'route': ['p3', 'e9', 'i12', 'x7', 'p2', 'c5']}
1769755337.494995,SENT,2bd7224b-0fda-423b-96f4-9d85215a4ad3,cf153ca5-98c4-4c2d-bf27-845f6e71c043,c5,c3,3390,?,p2,
1769755337.4960856,CREATED,b17a1aa5-ec64-48c2-8b9e-bc3d8a881d67,11561a98-690a-49c0-8c6f-37721d5e32ce,c5,c3,27,?,?,surb={'id': '1628cce7-57f1-4e9b-a4ab-d88c1f5255b5', 'route': ['p3', 'e9', 'i12', 'x7', 'p2', 'c5']}
1769755337.523734,RECEIVED,3bfef425-d7ba-4b08-9973-48521e48d133,c60ee991-16c0-4d4d-86c0-f12aa17a3dd8,c3,c5,27,p2,?,surb={'id': '94be1401-aabf-4359-a7f8-78f1fee402a3', 'route': ['p2', 'e7', 'i2', 'x12', 'p3', 'c3']}
1769755338.2186663,SENT,ae19cbce-65d2-46aa-a701-ac725f542b4d,a04eaff1-4b7f-4011-9878-29b90de2ea79,c5,c3,3375,?,p2,
1769755338.2188005,CREATED,75eecb98-765a-495d-9d86-17447b37ea75,9dc021c9-c157-4540-9686-ebffc956c5d5,c5,c3,27,?,?,surb={'id': '86f0e096-0bc0-47e6-814f-75cdcfb7deaa', 'route': ['p3', 'e10', 'i12', 'x9', 'p2', 'c5']}
1769755338.300443,RECEIVED,fe0f4a6f-6c32-4b85-b840-929646d56a4b,1ce52250-add8-44f1-af3b-3ebb6fd46772,c3,c5,26,p2,?,surb={'id': 'ed07ae73-587a-4a0d-9f5e-5f094e6801ee', 'route': ['p2', 'e4', 'i3', 'x10', 'p3', 'c3']}
1769755338.7992876,RECEIVED,03877c3d-b93f-498e-ab58-d6a16939e6db,2354a01e-68d4-457d-8e47-cdbc1c22382d,c3,c5,26,p2,?,surb={'id': '25d94644-a1d0-404b-9d31-4fb223efb335', 'route': ['p2', 'e2', 'i2', 'x4', 'p3', 'c3']}
1769755338.825323,SENT,6b2ea0b3-2efd-4ab4-b7b6-fd1aa65ae960,bb6f35ed-0001-4294-ba9c-feca11ab818c,c5,c3,3387,?,p2,
1769755338.8253953,CREATED,1a418aa9-1d83-419e-9ba2-bdd923388939,9dc021c9-c157-4540-9686-ebffc956c5d5,c5,c3,27,?,?,surb={'id': '86f0e096-0bc0-47e6-814f-75cdcfb7deaa', 'route': ['p3', 'e10', 'i12', 'x9', 'p2', 'c5']}
1769755338.8379354,SENT,dd8467d3-b5e7-4b57-bde6-013ec2fbab85,275812ac-f973-4962-bb76-6ab8fc046284,c5,c3,3404,?,p2,
1769755338.8380039,CREATED,35a2e35d-1874-4b52-b220-5e5d72229d58,0e9716ea-f4a6-4c70-9997-420b982938f0,c5,c3,27,?,?,surb={'id': 'dfd3f0d2-3fc7-4be0-b299-f388417fdb40', 'route': ['p3', 'e2', 'i12', 'x4', 'p2', 'c5']}
1769755338.9570918,SENT,186c03d6-467d-4dd3-ae20-7b5ecb6832e8,26fb74c1-787f-4c9d-9bbb-aee35d4c119d,c5,c3,3391,?,p2,
1769755338.9572446,CREATED,b7d5b360-9948-43ad-9825-2ad55e51dc85,0e9716ea-f4a6-4c70-9997-420b982938f0,c5,c3,27,?,?,surb={'id': 'dfd3f0d2-3fc7-4be0-b299-f388417fdb40', 'route': ['p3', 'e2', 'i12', 'x4', 'p2', 'c5']}
1769755339.0779223,RECEIVED,637a6d05-acd5-458c-ae13-ee9a82b6814e,c60ee991-16c0-4d4d-86c0-f12aa17a3dd8,c3,c5,27,p2,?,surb={'id': '94be1401-aabf-4359-a7f8-78f1fee402a3', 'route': ['p2', 'e7', 'i2', 'x12', 'p3', 'c3']}
1769755339.2252107,RECEIVED,f5ac6601-4206-424c-9aff-c1bf40bfaa64,0d24d7f3-2ed2-4d9c-a75e-773fd0293e8d,c3,c5,27,p2,?,surb={'id': 'e3ff39b4-9eca-4c4e-8a55-5467a81d9c58', 'route': ['p2', 'e10', 'i9', 'x1', 'p3', 'c3']}
1769755339.2969313,RECEIVED,00f6adbf-d50a-4945-a0ed-41263a82615c,1ce52250-add8-44f1-af3b-3ebb6fd46772,c3,c5,26,p2,?,surb={'id': 'ed07ae73-587a-4a0d-9f5e-5f094e6801ee', 'route': ['p2', 'e4', 'i3', 'x10', 'p3', 'c3']}
1769755339.6109312,RECEIVED,2fc14052-ec5f-4a05-952d-88362fd3c91e,8a0bf561-91d9-455d-9811-94b014841fcf,c3,c5,27,p2,?,surb={'id': '1af68259-b618-4b18-a1ce-461026948c35', 'route': ['p2', 'e3', 'i11', 'x7', 'p3', 'c3']}
1769755339.6881437,RECEIVED,8da6f589-3b66-4347-b97f-7a56bc63cdb5,fa4c1e44-2856-420f-a984-f329619e9d2b,c3,c5,27,p2,?,surb={'id': 'c8bedc21-5dc8-4233-819f-9ef971ab6443', 'route': ['p2', 'e9', 'i2', 'x7', 'p3', 'c3']}
1769755340.0157316,RECEIVED,ac155a97-c187-4aee-ac2e-b2c127343b39,0d24d7f3-2ed2-4d9c-a75e-773fd0293e8d,c3,c5,27,p2,?,surb={'id': 'e3ff39b4-9eca-4c4e-8a55-5467a81d9c58', 'route': ['p2', 'e10', 'i9', 'x1', 'p3', 'c3']}
1769755340.1018,SENT,1352bb54-b762-41c0-8b79-ec6b9681c328,2bb5d60b-99df-4690-85fb-3ab15c54f222,c5,c3,3372,?,p2,
1769755340.10189,CREATED,5b24663c-b336-4e2e-91a7-ae5c7582ecb6,8464e23e-a2b2-434a-b061-3e963ea7a447,c5,c3,26,?,?,surb={'id': 'b3422c56-60fe-44f8-88a0-aef29e30d6d7', 'route': ['p3', 'e4', 'i6', 'x5', 'p2', 'c5']}
1769755340.2705524,SENT,685568c1-2e72-4ec0-b68c-5de297763037,44565a1f-b996-4632-b977-56623a3e9400,c5,c3,3376,?,p2,
1769755340.2707007,CREATED,e0c0aaa2-f9af-4ff3-890b-3a97aeeb3c48,8464e23e-a2b2-434a-b061-3e963ea7a447,c5,c3,26,?,?,surb={'id': 'b3422c56-60fe-44f8-88a0-aef29e30d6d7', 'route': ['p3', 'e4', 'i6', 'x5', 'p2', 'c5']}
1769755340.5361223,RECEIVED,ef929a3b-e9ef-4c17-b5d1-a60a50a1d775,fa4c1e44-2856-420f-a984-f329619e9d2b,c3,c5,27,p2,?,surb={'id': 'c8bedc21-5dc8-4233-819f-9ef971ab6443', 'route': ['p2', 'e9', 'i2', 'x7', 'p3', 'c3']}
1769755340.6612232,SENT,01d66260-9ce6-4b6b-80bb-38c9e96649a6,4824d687-4fdf-42d8-b1db-872a535c518b,c5,c3,3401,?,p2,
1769755340.661356,CREATED,1770fa52-2280-460b-bf51-403371c2510d,1f4345bf-27ac-469d-a48b-93d83adbe4a9,c5,c3,26,?,?,surb={'id': '5821cc64-bc8f-4373-abb7-5e27e65757db', 'route': ['p3', 'e10', 'i10', 'x1', 'p2', 'c5']}
1769755340.7132168,SENT,0621de0b-de8c-4aa9-8fa6-15ebc93b1439,7de1cb01-a7f6-4107-b1bf-105d89de2e08,c5,c3,3363,?,p2,
1769755340.7133803,CREATED,82c6af61-b9da-49d4-8992-a44d19a1fb14,1f4345bf-27ac-469d-a48b-93d83adbe4a9,c5,c3,26,?,?,surb={'id': '5821cc64-bc8f-4373-abb7-5e27e65757db', 'route': ['p3', 'e10', 'i10', 'x1', 'p2', 'c5']}
1769755340.8062215,RECEIVED,10d1cd25-6987-455e-b9bc-e093497726c1,8a0bf561-91d9-455d-9811-94b014841fcf,c3,c5,27,p2,?,surb={'id': '1af68259-b618-4b18-a1ce-461026948c35', 'route': ['p2', 'e3', 'i11', 'x7', 'p3', 'c3']}
1769755341.0133405,SENT,fc0a0185-209c-49d1-b8b2-5f67fa76503f,e4550451-9f9a-454c-900e-ebd346096221,c5,c3,3359,?,p2,
1769755341.0134752,CREATED,c478f2b7-b9f0-4568-ab45-38dc96c3c853,ab7a216d-1398-4711-b42c-b91c0c6b04a8,c5,c3,27,?,?,surb={'id': 'd77c1671-00ef-4a8a-b963-9813bf168ff4', 'route': ['p3', 'e2', 'i2', 'x9', 'p2', 'c5']}
1769755341.5703502,RECEIVED,cc77dd62-6c89-4d71-8e24-5eb3d4062d71,851eba10-f07e-4de5-b848-f62eafbd5cf7,c3,c5,27,p2,?,surb={'id': 'a0a3cb0b-21f7-4ee7-9225-d4da58c78173', 'route': ['p2', 'e12', 'i3', 'x10', 'p3', 'c3']}
1769755341.8007972,SENT,5de796a0-76eb-40f8-a4cb-d1c1a4b5810f,13effc62-4239-406c-a9ae-ed6b96a65ee4,c5,c3,3384,?,p2,
1769755341.80129,CREATED,222d5c5e-f8e0-4865-929a-219ea86a1a93,ab7a216d-1398-4711-b42c-b91c0c6b04a8,c5,c3,27,?,?,surb={'id': 'd77c1671-00ef-4a8a-b963-9813bf168ff4', 'route': ['p3', 'e2', 'i2', 'x9', 'p2', 'c5']}
1769755341.9629228,SENT,5129589b-4e72-4997-8a96-68152a134405,525bd296-185f-4999-99c1-b3051585c789,c5,c3,3383,?,p2,
1769755341.9631114,CREATED,fc0421e9-9308-48e6-a09a-a5b28515f7f2,d5d670bf-d748-43a0-8ff3-65f765f5b4d8,c5,c3,27,?,?,surb={'id': 'c41af0f9-a4ec-43f9-88a1-48b25370be04', 'route': ['p3', 'e1', 'i4', 'x6', 'p2', 'c5']}
1769755341.9970746,RECEIVED,12e6f0e4-26c2-47c8-8327-6a92aae228c1,3fe31f5a-3d15-4926-8803-02fdd47ac7e6,c3,c5,27,p2,?,surb={'id': '469ee138-f6a5-453c-8256-655a5bc97015', 'route': ['p2', 'e8', 'i1', 'x7', 'p3', 'c3']}
1769755342.0024476,RECEIVED,1a469300-dde5-46cd-9cff-966d8d98ebbf,851eba10-f07e-4de5-b848-f62eafbd5cf7,c3,c5,27,p2,?,surb={'id': 'a0a3cb0b-21f7-4ee7-9225-d4da58c78173', 'route': ['p2', 'e12', 'i3', 'x10', 'p3', 'c3']}
1769755342.1476603,RECEIVED,5de8aefa-d808-4322-989c-fcbc1ef23b1f,26339315-d026-4e6a-8fb1-695aa32d89b6,c3,c5,26,p2,?,surb={'id': '7cd6ba4b-0ffd-4013-b8a1-be92fb1e5a04', 'route': ['p2', 'e8', 'i4', 'x7', 'p3', 'c3']}
1769755342.5244582,RECEIVED,5958bed5-cfcd-472a-b4d4-b0900e3acbee,df762150-328a-478f-aa7a-5bd1704cd42d,c3,c5,27,p2,?,surb={'id': 'ceaabddf-3384-40fa-89bf-5ae652f9c671', 'route': ['p2', 'e9', 'i6', 'x7', 'p3', 'c3']}
1769755342.5416584,SENT,882666b9-3be9-4aed-bb6c-178aa6ae290e,3a3f0af2-d284-4815-accc-086544a28afe,c5,c3,3397,?,p2,
1769755342.5418086,CREATED,ba912e11-8c6c-4ad3-b96d-fe4346651d58,d5d670bf-d748-43a0-8ff3-65f765f5b4d8,c5,c3,27,?,?,surb={'id': 'c41af0f9-a4ec-43f9-88a1-48b25370be04', 'route': ['p3', 'e1', 'i4', 'x6', 'p2', 'c5']}
1769755342.6229532,SENT,838c2159-dfdd-407c-9163-a49fb7b9c089,b699cbfd-c643-463a-9fe9-b6dfa3a0d5ab,c5,c3,3387,?,p2,
1769755342.6235528,CREATED,15d6c098-a332-46ee-9214-7e253eef1c1e,09f3f2ca-6596-4a34-b2f0-084bea24bae3,c5,c3,27,?,?,surb={'id': 'd3bf82b7-2c40-4d84-859c-b90693fd8bd7', 'route': ['p3', 'e5', 'i10', 'x3', 'p2', 'c5']}
1769755343.089372,SENT,ab964971-d89c-4416-ba33-418ded67da70,cc7d97f7-22af-4440-91c9-9267e7f269e1,c5,c3,3404,?,p2,
1769755343.0895133,CREATED,5b2ebf46-2852-4564-9f57-2ab42d34d1fc,09f3f2ca-6596-4a34-b2f0-084bea24bae3,c5,c3,27,?,?,surb={'id': 'd3bf82b7-2c40-4d84-859c-b90693fd8bd7', 'route': ['p3', 'e5', 'i10', 'x3', 'p2', 'c5']}
