timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769755604.682476,SENT,1be40607-8d2d-47e7-abca-5e67793559c6,0c845147-3b0e-4e76-a2c8-4507627c0d5b,c5,c3,3396,?,p2,
1769755604.6828032,CREATED,8debbe89-f62b-4fe0-991e-3fe341f7179c,61d0bb5d-af0c-41d8-962c-c00e86649de2,c5,c3,27,?,?,surb={'id': 'beb761d9-3575-4d2d-9160-60d04c6fad60', 'route': ['p3', 'e9', 'i2', 'x11', 'p2', 'c5']}
1769755604.703521,SENT,d0e07e3a-01b8-4049-ab91-d16104522fb5,8f538ecc-7ea1-4288-9c21-074255fb8dbd,c5,c3,3392,?,p2,
1769755604.7036314,CREATED,96cbea0b-2964-4f88-9511-d2013a817284,5c5f5937-bd19-4d5e-aa47-487772262d3e,c5,c3,27,?,?,surb={'id': 'ca37ebdc-11e3-41be-9091-f7e67b300d93', 'route': ['p3', 'e12', 'i3', 'x11', 'p2', 'c5']}
1769755604.886368,SENT,2e6276a0-9336-4fce-8ef6-014cbfbcb9e4,e63bf3cd-3e99-41f6-86c0-73551302a310,c5,c3,3375,?,p2,
1769755604.8864207,CREATED,c588dca8-e70b-42f2-9ab1-87152c910f37,5c5f5937-bd19-4d5e-aa47-487772262d3e,c5,c3,27,?,?,surb={'id': 'ca37ebdc-11e3-41be-9091-f7e67b300d93', 'route': ['p3', 'e12', 'i3', 'x11', 'p2', 'c5']}
1769755604.9111838,SENT,f83bcbb1-0d7c-4ba3-8bfa-ef1725ce549b,812ed26d-48ae-444e-ae5e-107f13bd52b4,c5,c3,3385,?,p2,
1769755604.9112422,CREATED,bad42607-92c4-4000-8daf-9f6a5a8dca7d,b1d90ada-3b85-4fa6-9602-e24dabf4a775,c5,c3,26,?,?,surb={'id': 'f56e3e1d-9994-4ffc-a868-b0a9e7ac90b9', 'route': ['p3', 'e6', 'i5', 'x2', 'p2', 'c5']}
1769755604.979712,SENT,a0a9ad43-60d7-48d3-a068-d1a7eeebe285,ef8472b1-7d7b-4496-9480-825c80ddeee9,c5,c3,3380,?,p2,
1769755604.9797707,CREATED,03c2e995-70bb-45d9-b8f7-be81a7abe4b6,b1d90ada-3b85-4fa6-9602-e24dabf4a775,c5,c3,26,?,?,surb={'id': 'f56e3e1d-9994-4ffc-a868-b0a9e7ac90b9', 'route': ['p3', 'e6', 'i5', 'x2', 'p2', 'c5']}
1769755605.02859,RECEIVED,de0a76d5-bad7-46c3-8de0-06cecc9e211a,63c9357f-50c2-4c7f-89bb-fb6bb9d5112a,c3,c5,27,p2,?,surb={'id': 'b9187103-1911-45de-b96c-a4bed81adf60', 'route': ['p2', 'e11', 'i5', 'x1', 'p3', 'c3']}
1769755605.0541317,SENT,cee8b56f-5b48-45a1-b448-1eb4ab1bd56a,98abd7b8-40bd-4e0c-bd59-467b9283c408,c5,c3,3376,?,p2,
1769755605.0541928,CREATED,609f055c-686f-4129-949e-401f23303270,09983e3a-6aa4-4eaf-9527-db433366bf49,c5,c3,26,?,?,surb={'id': 'b049f26c-b89f-4bd1-8318-c40558896602', 'route': ['p3', 'e3', 'i11', 'x9', 'p2', 'c5']}
1769755605.1457489,SENT,26d0b5fe-717d-4b76-b537-9137218626ac,17f6b482-4a01-4b58-b35b-74fc9979b240,c5,c3,3389,?,p2,
1769755605.1458075,CREATED,c2b34023-0a43-4733-9d10-055b0c7fd71d,09983e3a-6aa4-4eaf-9527-db433366bf49,c5,c3,26,?,?,surb={'id': 'b049f26c-b89f-4bd1-8318-c40558896602', 'route': ['p3', 'e3', 'i11', 'x9', 'p2', 'c5']}
1769755605.2570238,SENT,2791e66a-da64-46c1-9485-c7f2f02b61b9,0c522fe4-37b6-4043-b109-eed92d2e28d0,c5,c3,3372,?,p2,
1769755605.257101,CREATED,05177381-d0c4-44c7-8c15-e33b90973f93,4a3f39e3-4c3d-4c84-a8f0-2b006591f602,c5,c3,27,?,?,surb={'id': 'c5d349dc-02b0-4f40-b317-82d5b6eb2853', 'route': ['p3', 'e10', 'i5', 'x5', 'p2', 'c5']}
1769755605.6707413,RECEIVED,194eddc4-eca5-4d37-8387-be8b7b335f66,8cf85f52-3798-4a01-ab4e-ee841baa40da,c3,c5,26,p2,?,surb={'id': '31345b51-05d5-4f4e-b5dc-568268576988', 'route': ['p2', 'e2', 'i8', 'x3', 'p3', 'c3']}
1769755605.6984994,RECEIVED,e260e8f8-2dd6-46ff-9f9b-512aab4d1b86,9b270168-37d4-4038-a3d4-4353737b3cfc,c3,c5,27,p2,?,surb={'id': '99c91f4d-069e-476a-9bba-a202d6cf3864', 'route': ['p2', 'e4', 'i3', 'x9', 'p3', 'c3']}
1769755605.82788,SENT,23535bb0-622b-4379-9458-c1f615bb0322,b007ea6e-016d-4f77-b13a-71e4b481c372,c5,c3,3385,?,p2,
1769755605.8279395,CREATED,2dcd7c04-059c-4e54-a562-7dec2cadd571,4a3f39e3-4c3d-4c84-a8f0-2b006591f602,c5,c3,27,?,?,surb={'id': 'c5d349dc-02b0-4f40-b317-82d5b6eb2853', 'route': ['p3', 'e10', 'i5', 'x5', 'p2', 'c5']}
1769755606.0241501,SENT,9a115898-6750-456d-b856-d80fece78f0c,450779e3-a886-4235-adec-166de889d69b,c5,c3,3379,?,p2,
1769755606.0241976,CREATED,68477348-d246-4a95-9236-247877b7dff0,3e51b46b-d971-42ee-ab31-26eff5ce0812,c5,c3,26,?,?,surb={'id': 'b7864fc0-8f25-4579-9f36-7b949d4a27c4', 'route': ['p3', 'e1', 'i11', 'x7', 'p2', 'c5']}
1769755606.093965,SENT,5ccdf472-129f-4521-8f95-a407136fca65,d29c2278-c959-43e4-a2d3-6f9c84329c0d,c5,c3,3374,?,p2,
1769755606.094012,CREATED,f0f19257-5d2b-4ea6-b4b0-40650caa65a5,3e51b46b-d971-42ee-ab31-26eff5ce0812,c5,c3,26,?,?,surb={'id': 'b7864fc0-8f25-4579-9f36-7b949d4a27c4', 'route': ['p3', 'e1', 'i11', 'x7', 'p2', 'c5']}
1769755606.169962,RECEIVED,d0e5c5dc-8dd4-4380-b961-54529b4c2469,9b270168-37d4-4038-a3d4-4353737b3cfc,c3,c5,27,p2,?,surb={'id': '99c91f4d-069e-476a-9bba-a202d6cf3864', 'route': ['p2', 'e4', 'i3', 'x9', 'p3', 'c3']}
1769755606.6664581,SENT,4f2e8f01-d415-49c6-8a11-5b061e3589f3,0edc557b-bfd8-4e8d-b557-0f6cde1f56b8,c5,c3,3378,?,p2,
1769755606.6665616,CREATED,61713fff-c164-456d-8867-78a6e00fa197,9af80ca7-f2d8-47c3-91cb-cc76893ea350,c5,c3,27,?,?,surb={'id': 'f8d613ac-aad6-454e-9388-408e054d2394', 'route': ['p3', 'e2', 'i5', 'x9', 'p2', 'c5']}
1769755606.6800177,RECEIVED,0331b75a-ae4e-4adf-88fa-cb4960d7867e,77bcd65a-e65c-4a42-9f5a-ad22eb3b4954,c3,c5,27,p2,?,surb={'id': '42c08e67-2cc2-4995-ad1b-2019e34ce16a', 'route': ['p2', 'e1', 'i5', 'x4', 'p3', 'c3']}
1769755606.8090296,SENT,4671bba7-c917-401b-b725-ee60b151f2db,d10fcd1f-ac7c-4b1b-99ff-72f955593ff9,c5,c3,3375,?,p2,
1769755606.8091583,CREATED,5fca0b45-6d67-4428-b483-67de533d8f44,9af80ca7-f2d8-47c3-91cb-cc76893ea350,c5,c3,27,?,?,surb={'id': 'f8d613ac-aad6-454e-9388-408e054d2394', 'route': ['p3', 'e2', 'i5', 'x9', 'p2', 'c5']}
1769755606.9289122,SENT,1c5f8776-724b-43d3-9bcb-ae8947d59784,a8abcb65-da7c-4f0f-bdce-bc18fc132663,c5,c3,3368,?,p2,
1769755606.9290144,CREATED,a165e7bf-5f10-42be-aa8e-f99104134b3f,bf5623b0-45ff-43ab-8d75-4fd89738bcf1,c5,c3,26,?,?,surb={'id': 'eb318c9f-9dd1-4d3a-89d6-081f680a3c01', 'route': ['p3', 'e3', 'i11', 'x5', 'p2', 'c5']}
1769755607.1197336,SENT,52f721b7-e3ad-42fc-bf65-8f585ee0950e,98cc8e84-8830-4872-bb17-05e540e0604a,c5,c3,3379,?,p2,
1769755607.1198466,CREATED,5fc75ec0-744c-43d4-a2a7-9e51c3407e74,bf5623b0-45ff-43ab-8d75-4fd89738bcf1,c5,c3,26,?,?,surb={'id': 'eb318c9f-9dd1-4d3a-89d6-081f680a3c01', 'route': ['p3', 'e3', 'i11', 'x5', 'p2', 'c5']}
1769755607.3808017,RECEIVED,da04e21f-3c13-4927-bbc9-21bc4f8fea87,a9b6aef9-845c-4466-83bd-4790576828e4,c3,c5,26,p2,?,surb={'id': 'b56ed82c-7825-4f1e-ad1f-87070e4c7ac3', 'route': ['p2', 'e10', 'i4', 'x3', 'p3', 'c3']}
1769755607.4023175,RECEIVED,5fe70765-5d73-4174-a59f-52b28b26a919,2af2c99b-bf2d-488d-9bab-59b2fe18988a,c3,c5,27,p2,?,surb={'id': '70ceb4e3-3c04-49b1-8d56-396eed0f47ac', 'route': ['p2', 'e2', 'i7', 'x7', 'p3', 'c3']}
1769755607.5840876,SENT,eca43a64-95eb-45df-bf12-070b7912f2a8,27513833-e774-4430-a530-6dbeb0b7452d,c5,c3,3380,?,p2,
1769755607.584193,CREATED,4bdf304d-213d-4684-981d-42b4f0b5db60,8a36ffd1-a293-4df5-899b-f4acf2b7cfce,c5,c3,27,?,?,surb={'id': '5a634a76-92f1-419e-b698-63fdbf1dad0e', 'route': ['p3', 'e6', 'i6', 'x5', 'p2', 'c5']}
1769755607.7816882,RECEIVED,819956a2-dc33-4aa0-9e95-e9d81de905ac,a9b6aef9-845c-4466-83bd-4790576828e4,c3,c5,26,p2,?,surb={'id': 'b56ed82c-7825-4f1e-ad1f-87070e4c7ac3', 'route': ['p2', 'e10', 'i4', 'x3', 'p3', 'c3']}
1769755607.8735836,SENT,beac7117-2a42-4c9e-8ed4-e96d3808c2b8,ebf6f2f9-43bc-41f8-890e-4913274c9fb9,c5,c3,3375,?,p2,
1769755607.8737648,CREATED,2630232d-4022-40de-9598-e435afed40aa,8a36ffd1-a293-4df5-899b-f4acf2b7cfce,c5,c3,27,?,?,surb={'id': '5a634a76-92f1-419e-b698-63fdbf1dad0e', 'route': ['p3', 'e6', 'i6', 'x5', 'p2', 'c5']}
1769755608.0342193,SENT,a2ddc08f-1127-4d4e-bbcd-5cd7d6bcbbdb,9f4ee08f-5a7a-40e6-a4f7-d60d138eddd6,c5,c3,3360,?,p2,
1769755608.0343707,CREATED,64843111-06c8-4435-880b-8dca98357bfd,486f5d17-23af-4819-823c-4f8f8003068e,c5,c3,27,?,?,surb={'id': '0319ac0d-02c5-452f-a7b2-71fa6596c154', 'route': ['p3', 'e8', 'i6', 'x5', 'p2', 'c5']}
1769755608.0687203,SENT,4d7e0663-c42e-4e32-be51-0cc7dbf01b51,b2afea6d-dc37-49f3-9618-bcbe6e3d839e,c5,c3,3375,?,p2,
1769755608.0688703,CREATED,85daffbc-c8f9-4e6a-8403-e86658a511e1,486f5d17-23af-4819-823c-4f8f8003068e,c5,c3,27,?,?,surb={'id': '0319ac0d-02c5-452f-a7b2-71fa6596c154', 'route': ['p3', 'e8', 'i6', 'x5', 'p2', 'c5']}
1769755608.4187076,RECEIVED,7a6d2d90-5856-4bdf-8734-57738b13ba69,b858e5f2-d739-430b-81d0-d334d80130e4,c3,c5,25,p2,?,surb={'id': '7db7d966-31c9-471f-a7d5-739e0929dbfd', 'route': ['p2', 'e8', 'i10', 'x5', 'p3', 'c3']}
1769755608.4485354,RECEIVED,dc86c59d-3289-4fd8-961e-c1c06328e622,76ac4c36-071c-42ed-a64b-9477e0c69a52,c3,c5,27,p2,?,surb={'id': 'abffd0cb-f90a-4bee-824c-6ef778cc5124', 'route': ['p2', 'e7', 'i1', 'x5', 'p3', 'c3']}
1769755608.5662906,RECEIVED,ec3f05f0-716c-4968-b652-086399307123,57c7f1e0-c7a4-4faa-ac02-920895c773a2,c3,c5,27,p2,?,surb={'id': '35d5b329-28f1-476b-9e1b-cceaa3090695', 'route': ['p2', 'e8', 'i4', 'x1', 'p3', 'c3']}
1769755608.5816922,RECEIVED,f2003ea1-9bed-4861-b2c4-f3a337d00e65,57c7f1e0-c7a4-4faa-ac02-920895c773a2,c3,c5,27,p2,?,surb={'id': '35d5b329-28f1-476b-9e1b-cceaa3090695', 'route': ['p2', 'e8', 'i4', 'x1', 'p3', 'c3']}
1769755609.0375435,RECEIVED,9753540d-bbcf-4010-a19e-80d5246d2dbc,2af2c99b-bf2d-488d-9bab-59b2fe18988a,c3,c5,27,p2,?,surb={'id': '70ceb4e3-3c04-49b1-8d56-396eed0f47ac', 'route': ['p2', 'e2', 'i7', 'x7', 'p3', 'c3']}
1769755609.2569244,SENT,a14dce8e-3a1f-45e4-81ec-2056424be947,9015178f-270d-4eaa-b6f1-0daeb4371eee,c5,c3,3359,?,p2,
1769755609.2570343,CREATED,f4554db8-5adb-44b2-8aa2-1b46be189e2b,14beb737-53c7-4dbd-b6fb-cbba3a4080a1,c5,c3,27,?,?,surb={'id': 'bccfd957-40e3-4847-bac8-10b72a30bd88', 'route': ['p3', 'e6', 'i12', 'x5', 'p2', 'c5']}
1769755609.3103244,SENT,eae23015-f9fe-48ca-a9a8-bed65ad193b3,44d8f146-3813-46ca-933d-be02765f7888,c5,c3,3405,?,p2,
1769755609.3104343,CREATED,be9e3071-39c5-4607-a5c3-a677ef9f31ca,14beb737-53c7-4dbd-b6fb-cbba3a4080a1,c5,c3,27,?,?,surb={'id': 'bccfd957-40e3-4847-bac8-10b72a30bd88', 'route': ['p3', 'e6', 'i12', 'x5', 'p2', 'c5']}
1769755609.3547704,RECEIVED,374af6db-e817-4310-9b72-ae8579bf6918,b858e5f2-d739-430b-81d0-d334d80130e4,c3,c5,25,p2,?,surb={'id': '7db7d966-31c9-471f-a7d5-739e0929dbfd', 'route': ['p2', 'e8', 'i10', 'x5', 'p3', 'c3']}
1769755609.3556714,SENT,b5d6a149-724d-4a0b-8fe8-f4cff800cb6b,2e0d2234-5095-41e0-8418-e13072667eee,c5,c3,3376,?,p2,
1769755609.3557765,CREATED,7e43b770-b764-4902-9453-43b8fdb98545,00ea8e52-e933-4e83-8a7d-4e126739fe9a,c5,c3,27,?,?,surb={'id': 'a9997deb-b536-4e3e-b20d-3c993aedf344', 'route': ['p3', 'e9', 'i10', 'x5', 'p2', 'c5']}
1769755609.513084,SENT,92cfd3eb-0d02-4237-9cab-645d8c329ca9,4aa57f58-c6de-41bd-8dce-38eb0db8b8c4,c5,c3,3394,?,p2,
1769755609.513198,CREATED,26b8948c-e6ee-4452-a853-77c1eda97ca3,00ea8e52-e933-4e83-8a7d-4e126739fe9a,c5,c3,27,?,?,surb={'id': 'a9997deb-b536-4e3e-b20d-3c993aedf344', 'route': ['p3', 'e9', 'i10', 'x5', 'p2', 'c5']}
1769755609.8509698,SENT,9b70067a-8112-4d2a-ab19-e7dfda7e0660,22312b2c-94d7-4fbd-8446-88c52f692363,c5,c3,3402,?,p2,
1769755609.8511639,CREATED,eea74972-1183-4349-b7a4-4d405cb96890,fe236b97-063f-49e6-aa6d-e541c3afc26a,c5,c3,27,?,?,surb={'id': 'ff35b7a3-b08d-4291-bf32-5c0208ccb308', 'route': ['p3', 'e1', 'i5', 'x2', 'p2', 'c5']}
1769755609.964289,RECEIVED,2ce4e30b-c8c8-46b1-a02b-e7fb14eaf7e4,76ac4c36-071c-42ed-a64b-9477e0c69a52,c3,c5,27,p2,?,surb={'id': 'abffd0cb-f90a-4bee-824c-6ef778cc5124', 'route': ['p2', 'e7', 'i1', 'x5', 'p3', 'c3']}
1769755609.9829793,SENT,c81fcb4e-f95d-4be3-87b7-e26b39b0b2b0,d016c694-fec4-427d-932e-f3435ff3e0cd,c5,c3,3360,?,p2,
1769755609.983194,CREATED,e0ce71e4-3c2e-40d9-8441-50aac66d0085,fe236b97-063f-49e6-aa6d-e541c3afc26a,c5,c3,27,?,?,surb={'id': 'ff35b7a3-b08d-4291-bf32-5c0208ccb308', 'route': ['p3', 'e1', 'i5', 'x2', 'p2', 'c5']}
1769755609.998072,SENT,c6f3a9e5-2d07-4e73-a909-d175d3e8382c,a46998a1-2794-49f8-bfc4-3163ca587438,c5,c3,3383,?,p2,
1769755609.998233,CREATED,7f362bb7-5647-4e4d-ab94-3eaf617d16d8,1bfebeb9-fbc7-4525-832e-c10bc88dcfd1,c5,c3,27,?,?,surb={'id': '455c7428-3810-4ab1-a9b4-b67a1a26ff46', 'route': ['p3', 'e11', 'i7', 'x8', 'p2', 'c5']}
1769755610.5007868,SENT,37c36c28-aeb7-4132-8f67-a5cee71ceb2a,87aea6c8-3e15-4bc6-bd09-bc0248846f73,c5,c3,3388,?,p2,
1769755610.5009012,CREATED,93a24cd2-e0b9-4c81-83cf-8aaab23561ab,1bfebeb9-fbc7-4525-832e-c10bc88dcfd1,c5,c3,27,?,?,surb={'id': '455c7428-3810-4ab1-a9b4-b67a1a26ff46', 'route': ['p3', 'e11', 'i7', 'x8', 'p2', 'c5']}
1769755610.511021,SENT,d993562b-b39f-4918-86d7-97db00ff05c9,405507a2-332d-40e0-ba4e-57ecf851703c,c5,c3,3347,?,p2,
1769755610.5111582,CREATED,2f06e3df-184f-4b9c-9ab5-30ae52b76751,66e2c517-1fc1-45b9-a141-626aacd983d2,c5,c3,25,?,?,surb={'id': '035436f4-23c1-443f-9e8d-c5bd28dab6ff', 'route': ['p3', 'e9', 'i4', 'x5', 'p2', 'c5']}
1769755610.7884657,SENT,3143223c-f550-442a-87d2-59a4ae01598f,ef865baf-e379-4cc5-8b58-e36191a8722a,c5,c3,3380,?,p2,
1769755610.7886155,CREATED,3b0aeb50-4af2-402d-9973-5d096a556f05,66e2c517-1fc1-45b9-a141-626aacd983d2,c5,c3,25,?,?,surb={'id': '035436f4-23c1-443f-9e8d-c5bd28dab6ff', 'route': ['p3', 'e9', 'i4', 'x5', 'p2', 'c5']}
1769755610.9884999,SENT,a6d580d7-eb50-436c-b496-18628d2b54dc,f4c30a42-d354-4d74-9e82-e6ab96f9157a,c5,c3,3399,?,p2,
1769755610.9886544,CREATED,79daa60e-5f82-4c00-b829-902870f37392,900cc2d8-0f41-428e-b0f0-976783e0272e,c5,c3,27,?,?,surb={'id': 'e22ab082-6971-4344-a10b-01cc38532e9f', 'route': ['p3', 'e9', 'i10', 'x10', 'p2', 'c5']}
1769755611.4823768,RECEIVED,96670e4e-be2d-460d-a764-acb0c70f9eba,4e8e3d7a-f89a-4fee-947b-61ecca583fda,c3,c5,27,p2,?,surb={'id': '447d8f02-1709-4251-abb4-cf2d0b13ade4', 'route': ['p2', 'e5', 'i8', 'x7', 'p3', 'c3']}
1769755611.490099,RECEIVED,2bdeabe5-eb6d-4d18-a844-4a1ebddd7985,4e8e3d7a-f89a-4fee-947b-61ecca583fda,c3,c5,27,p2,?,surb={'id': '447d8f02-1709-4251-abb4-cf2d0b13ade4', 'route': ['p2', 'e5', 'i8', 'x7', 'p3', 'c3']}
1769755612.4206836,SENT,90be5a23-5b5b-4555-bc3a-7d24e70d9bde,798ec3bf-50da-4682-ae91-a0de59925b40,c5,c3,3396,?,p2,
1769755612.4208324,CREATED,f9970aa5-2ae7-483a-b0ac-3dcf2612ac95,900cc2d8-0f41-428e-b0f0-976783e0272e,c5,c3,27,?,?,surb={'id': 'e22ab082-6971-4344-a10b-01cc38532e9f', 'route': ['p3', 'e9', 'i10', 'x10', 'p2', 'c5']}
1769755612.481814,RECEIVED,d2aab3d2-ec01-4678-89e2-b20c740e0ce8,9678d67e-f3be-4df8-a3f5-5e23eefd9de8,c3,c5,27,p2,?,surb={'id': '103c356f-8d8c-4808-9049-5d23c9991aeb', 'route': ['p2', 'e1', 'i3', 'x8', 'p3', 'c3']}
1769755612.8021004,SENT,5e48dc56-9693-4616-9517-cb86c50587d8,ef715a19-1b7f-4094-a7f3-c165a20f6e30,c5,c3,3388,?,p2,
1769755612.8022451,CREATED,c0604a21-ba39-4283-b799-341e8ba7cbc3,15b06496-aac5-4daa-a08c-f5cfa16367a2,c5,c3,27,?,?,surb={'id': '6874c422-e4f5-4002-89b4-d90fd537e5b4', 'route': ['p3', 'e12', 'i10', 'x8', 'p2', 'c5']}
1769755612.8857892,RECEIVED,97199ef0-2777-4872-9189-1b281acfec53,9678d67e-f3be-4df8-a3f5-5e23eefd9de8,c3,c5,27,p2,?,surb={'id': '103c356f-8d8c-4808-9049-5d23c9991aeb', 'route': ['p2', 'e1', 'i3', 'x8', 'p3', 'c3']}
1769755613.5637505,SENT,2a822d8b-3b6d-4519-bca1-63f67eb5bebf,398f658b-bd43-489f-a099-c239362e15bc,c5,c3,3395,?,p2,
1769755613.563813,CREATED,5b8547ff-48f1-42e3-b285-59aabb01b13e,15b06496-aac5-4daa-a08c-f5cfa16367a2,c5,c3,27,?,?,surb={'id': '6874c422-e4f5-4002-89b4-d90fd537e5b4', 'route': ['p3', 'e12', 'i10', 'x8', 'p2', 'c5']}
1769755614.0735028,RECEIVED,74c15d32-a08c-456d-8c80-a241723dc371,8836125e-d7c4-4ea0-af4c-6578f4e463dc,c3,c5,27,p2,?,surb={'id': 'f9671654-2d04-4435-946b-7dc637d8763c', 'route': ['p2', 'e5', 'i6', 'x11', 'p3', 'c3']}
1769755614.121066,SENT,3f0790c9-bef4-4805-a347-69c5ffcd4c3c,8312aa3e-0edd-40c5-8bc7-068b8a917c8d,c5,c3,3384,?,p2,
1769755614.1211786,CREATED,5aa98d12-03a3-4ad5-94e0-80773c48551a,a0449fb1-fe9f-44da-aa06-7cafcf28e8eb,c5,c3,27,?,?,surb={'id': '6ae9d68d-9b9e-461e-92d7-5e3efcf9ab5d', 'route': ['p3', 'e12', 'i9', 'x10', 'p2', 'c5']}
1769755614.2875552,SENT,4390e5f9-abde-4a1f-a9b9-b94471c71ada,9e6bb952-f185-4181-8254-affa1d740fbf,c5,c3,3392,?,p2,
1769755614.2877085,CREATED,929380fd-a52d-4799-bb0b-985877772423,a0449fb1-fe9f-44da-aa06-7cafcf28e8eb,c5,c3,27,?,?,surb={'id': '6ae9d68d-9b9e-461e-92d7-5e3efcf9ab5d', 'route': ['p3', 'e12', 'i9', 'x10', 'p2', 'c5']}
1769755614.4834275,RECEIVED,b51399a3-2695-4e67-aff3-330871371a81,8836125e-d7c4-4ea0-af4c-6578f4e463dc,c3,c5,27,p2,?,surb={'id': 'f9671654-2d04-4435-946b-7dc637d8763c', 'route': ['p2', 'e5', 'i6', 'x11', 'p3', 'c3']}
1769755614.5159378,RECEIVED,651e531a-f514-40e9-924f-2d3b570f7942,e9accbb9-3663-4dc8-a8b5-1088112897c0,c3,c5,27,p2,?,surb={'id': '78e434db-14c7-40ce-b219-13ad0cf301e1', 'route': ['p2', 'e3', 'i12', 'x11', 'p3', 'c3']}
1769755614.6636658,RECEIVED,37f82811-e0e9-4976-88e7-0ac75c9a8377,36de1a7f-0833-4543-9ba4-965de44000f2,c3,c5,27,p2,?,surb={'id': 'bc642bd8-8e42-46be-be06-aa34aba2f8da', 'route': ['p2', 'e9', 'i7', 'x7', 'p3', 'c3']}
1769755615.019855,SENT,97cf8976-15e1-4af9-ae3e-092a3d8394cc,0aa1c749-3c3e-4137-93c7-81ac11d736d8,c5,c3,3396,?,p2,
1769755615.0199873,CREATED,060388df-239c-4bbc-a96d-4c62ba5791de,582b97c2-3a1e-45fa-83c2-6096f68a7964,c5,c3,27,?,?,surb={'id': '223d3f34-b5ec-4484-aad1-4481f2f6824f', 'route': ['p3', 'e12', 'i12', 'x10', 'p2', 'c5']}
1769755615.0753205,SENT,039b0c87-b029-4f2e-b68f-3c9a457936a0,3a022547-4a78-41cd-9909-942db88438ef,c5,c3,3400,?,p2,
1769755615.0754569,CREATED,cdcdd88b-8120-4d67-b5c2-127de349292c,582b97c2-3a1e-45fa-83c2-6096f68a7964,c5,c3,27,?,?,surb={'id': '223d3f34-b5ec-4484-aad1-4481f2f6824f', 'route': ['p3', 'e12', 'i12', 'x10', 'p2', 'c5']}
1769755615.4473565,RECEIVED,07bc9cc0-5acc-4cf8-bb46-ed7efa1c45d2,36de1a7f-0833-4543-9ba4-965de44000f2,c3,c5,27,p2,?,surb={'id': 'bc642bd8-8e42-46be-be06-aa34aba2f8da', 'route': ['p2', 'e9', 'i7', 'x7', 'p3', 'c3']}
1769755615.4860165,SENT,a9a3b008-0dfc-4723-bcc2-27ed0d24e4f1,66d2a331-a362-4fe2-9796-9c217a9a9d55,c5,c3,3376,?,p2,
1769755615.486196,CREATED,8acb7ff7-9644-4994-92dc-3462489f0659,ab7589c8-8741-458a-a284-7b796c4bed6b,c5,c3,27,?,?,surb={'id': '11693315-504b-41e0-baf5-ef2b08490d6e', 'route': ['p3', 'e12', 'i2', 'x2', 'p2', 'c5']}
1769755616.2504754,SENT,6b5dca35-edf1-47f9-bec1-ec55b3f86609,b0cebb5f-47b3-4d38-bed4-4523ccc525c6,c5,c3,3392,?,p2,
1769755616.25062,CREATED,868b1fff-2e4d-408a-bb12-eb7742e013a8,ab7589c8-8741-458a-a284-7b796c4bed6b,c5,c3,27,?,?,surb={'id': '11693315-504b-41e0-baf5-ef2b08490d6e', 'route': ['p3', 'e12', 'i2', 'x2', 'p2', 'c5']}
1769755616.5344548,SENT,13d1e298-bb66-4b39-b409-c6b235afdbb5,680c7be1-197e-4750-942e-f872d64146d6,c5,c3,3385,?,p2,
1769755616.5345573,CREATED,1cd43062-46df-4359-a5e5-eb1022116133,0455a5e4-ab49-4f58-8d2a-6855a15b05ae,c5,c3,26,?,?,surb={'id': 'b25feadc-f29b-4ffd-b7a8-f92840e20877', 'route': ['p3', 'e6', 'i2', 'x9', 'p2', 'c5']}
1769755617.0456915,RECEIVED,8fd3f701-b886-4b0d-97ba-8186abd650ae,1ffdeb42-1387-40dd-93f7-63382808b45e,c3,c5,26,p2,?,surb={'id': '23617a26-e635-4af6-b5aa-29930593cca9', 'route': ['p2', 'e11', 'i10', 'x5', 'p3', 'c3']}
1769755617.2045617,SENT,e5fb410b-e56b-42a4-b2f6-1e96ba354b96,4999d550-45f4-4649-8496-1bcff7462b11,c5,c3,3385,?,p2,
1769755617.204663,CREATED,b82e6db0-b40b-4be8-b50e-4f94b66f468d,0455a5e4-ab49-4f58-8d2a-6855a15b05ae,c5,c3,26,?,?,surb={'id': 'b25feadc-f29b-4ffd-b7a8-f92840e20877', 'route': ['p3', 'e6', 'i2', 'x9', 'p2', 'c5']}
1769755617.2107627,RECEIVED,c5e41a14-5c24-422c-a187-521094e51590,9948f60d-3178-40df-bed2-c90aa7949440,c3,c5,26,p2,?,surb={'id': '0cbb21a8-283f-436d-b3b7-070699e42b78', 'route': ['p2', 'e8', 'i9', 'x10', 'p3', 'c3']}
1769755617.3868098,RECEIVED,fa9b351c-f3b0-4139-9cf0-5af331dbebfe,9948f60d-3178-40df-bed2-c90aa7949440,c3,c5,26,p2,?,surb={'id': '0cbb21a8-283f-436d-b3b7-070699e42b78', 'route': ['p2', 'e8', 'i9', 'x10', 'p3', 'c3']}
1769755617.585762,SENT,1003854b-0865-4715-b6e7-c6a5d7ff951f,079d48f4-5fa1-4e05-b016-132431e6d9a1,c5,c3,3361,?,p2,
1769755617.585916,CREATED,7acdf79d-828e-4d42-82a3-6e63db92df3e,dac8bd00-5bb0-4560-bbcf-75353983f7c6,c5,c3,26,?,?,surb={'id': '9e687958-a677-417c-a718-23760d1ca781', 'route': ['p3', 'e11', 'i5', 'x5', 'p2', 'c5']}
